actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
89,PT05M46.00S,2022-10-19T02:55:11.1Z,1,REGULAR,turnover,bad pass,[],1629134,,,1610612747,16,10,2022-10-19T02:55:15Z,880000,,,0,,K. Nunn bad pass TURNOVER (1 TO),"[1629134, 201939]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Curry,201939.0,,,,,
90,PT05M46.00S,2022-10-19T02:55:11.1Z,1,REGULAR,steal,,[],201939,,,1610612744,16,10,2022-10-19T02:55:13Z,890000,,,0,,S. Curry STEAL (2 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
91,PT05M41.00S,2022-10-19T02:55:16.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,25.04927726675427,84.55882352941177,1610612744,19,10,2022-10-19T03:00:00Z,900000,-173.0,183.0,1,left,J. Poole 25' 3PT running (6 PTS) (S. Curry 2 AST),"[1629673, 201939]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,25.17,Made,6.0,,,,,,,,S. Curry,201939.0,2.0,,
93,PT05M40.00S,2022-10-19T02:55:22.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,10,2022-10-19T02:55:22Z,920000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M40.00S,2022-10-19T02:58:16.6Z,1,REGULAR,substitution,out,[],1626172,,,1610612747,19,10,2022-10-19T02:58:35Z,930000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M40.00S,2022-10-19T02:58:16.6Z,1,REGULAR,substitution,out,[],203110,,,1610612747,19,10,2022-10-19T02:58:35Z,940000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M40.00S,2022-10-19T02:58:16.6Z,1,REGULAR,substitution,in,[],1630164,,,1610612747,19,10,2022-10-19T02:58:35Z,950000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT05M40.00S,2022-10-19T02:58:16.6Z,1,REGULAR,substitution,in,[],203210,,,1610612747,19,10,2022-10-19T02:58:35Z,960000,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M24.00S,2022-10-19T02:59:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.72339027595268,44.85294117647059,1610612747,19,12,2022-10-19T02:59:10Z,970000,-26.0,16.0,1,right,L. James driving Layup (2 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,3.02,Made,2.0,,,,,,,,,,,,
99,PT05M24.00S,2022-10-19T02:59:04.4Z,1,REGULAR,foul,personal,['1freethrow'],1630164,,,1610612747,19,12,2022-10-19T02:59:16Z,980000,,,0,,J. Wiseman shooting personal FOUL (1 PF) (James 1 FT),"[1630164, 2544]",1610612744.0,GSW,shooting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
101,PT05M24.00S,2022-10-19T02:59:28.7Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,19,13,2022-10-19T02:59:28Z,1000000,,,0,,L. James Free Throw 1 of 1 (3 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
102,PT05M16.00S,2022-10-19T02:59:38.8Z,1,REGULAR,3pt,Jump Shot,[],201939,26.49474375821288,80.14705882352942,1610612744,19,13,2022-10-19T02:59:46Z,1010000,-151.0,197.0,1,left,MISS S. Curry 24' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,24.77,Missed,,,,,,,,,,,,,
103,PT05M12.00S,2022-10-19T02:59:42.8Z,1,REGULAR,rebound,defensive,[],1629134,,,1610612747,19,13,2022-10-19T02:59:46Z,1020000,,,0,,K. Nunn REBOUND (Off:0 Def:1),[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,,,,102.0,1.0,1.0,0.0,,,,,,,,
104,PT05M01.00S,2022-10-19T02:59:53.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203076,83.39356110381078,58.57843137254902,1610612747,19,13,2022-10-19T03:00:03Z,1030000,43.0,104.0,1,right,MISS A. Davis 11' fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.21,Missed,,,,,,,,,,,,,
105,PT04M58.00S,2022-10-19T02:59:56.3Z,1,REGULAR,rebound,defensive,[],203210,,,1610612744,19,13,2022-10-19T03:00:03Z,1040000,,,0,,J. Green REBOUND (Off:0 Def:1),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,,,
106,PT04M47.00S,2022-10-19T03:00:07.8Z,1,REGULAR,3pt,Jump Shot,[],203210,21.23850197109067,90.19607843137256,1610612744,22,13,2022-10-19T03:00:12Z,1050000,-201.0,147.0,1,left,J. Green 24' 3PT  (3 PTS) (A. Wiggins 1 AST),"[203210, 203952]",1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,24.91,Made,3.0,,,,,,,,A. Wiggins,203952.0,1.0,,
108,PT04M29.00S,2022-10-19T03:00:25.9Z,1,REGULAR,3pt,Jump Shot,[],1629134,72.7496714848883,14.705882352941178,1610612747,22,16,2022-10-19T03:00:30Z,1070000,-176.0,204.0,1,right,K. Nunn 26' 3PT  (3 PTS) (A. Reaves 1 AST),"[1629134, 1630559]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,26.95,Made,3.0,,,,,,,,A. Reaves,1630559.0,1.0,,
110,PT04M22.00S,2022-10-19T03:00:32.7Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,22,16,2022-10-19T03:00:38Z,1090000,,,0,,J. Poole bad pass TURNOVER (1 TO),"[1629673, 203076]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Davis,203076.0,,,,,
111,PT04M22.00S,2022-10-19T03:00:32.7Z,1,REGULAR,steal,,[],203076,,,1610612747,22,16,2022-10-19T03:00:35Z,1100000,,,0,,A. Davis STEAL (1 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
112,PT04M18.00S,2022-10-19T03:00:36.6Z,1,REGULAR,turnover,bad pass,[],203076,,,1610612747,22,16,2022-10-19T03:43:06Z,1110000,,,0,,A. Davis bad pass TURNOVER (1 TO),"[203076, 1629673]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,Poole,1629673.0,,,,,
113,PT04M18.00S,2022-10-19T03:00:36.6Z,1,REGULAR,steal,,[],1629673,,,1610612744,22,16,2022-10-19T03:00:39Z,1120000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
114,PT04M15.00S,2022-10-19T03:00:39.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,27.414586070959263,18.38235294117647,1610612744,22,16,2022-10-19T03:00:43Z,1130000,158.0,205.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,25.9,Missed,,,,,,,,,,,,,
115,PT04M13.00S,2022-10-19T03:00:41.9Z,1,REGULAR,rebound,offensive,[],203952,,,1610612744,22,16,2022-10-19T03:00:43Z,1140000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,114.0,2.0,1.0,1.0,,,,,,,,
116,PT04M12.00S,2022-10-19T03:00:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203952,7.5722733245729295,46.568627450980394,1610612744,22,16,2022-10-19T03:04:06Z,1150000,17.0,19.0,1,left,MISS A. Wiggins putback Layup,[203952],1610612744.0,GSW,putback,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,2.54,Missed,,,,,,,,,,,,,
117,PT04M12.00S,2022-10-19T03:00:42.2Z,1,REGULAR,rebound,defensive,[],1629022,,,1610612747,22,16,2022-10-19T03:26:42Z,1160000,,,0,,L. Walker IV REBOUND (Off:0 Def:2),[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,,
120,PT04M09.00S,2022-10-19T03:00:57.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612747,22,16,2022-10-19T03:01:48Z,1190000,,,0,,J. Poole personal FOUL (2 PF) (Davis 2 FT),"[1629673, 203076]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,1146.0,2.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
122,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,out,[],203952,,,1610612747,22,16,2022-10-19T03:01:35Z,1210000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,out,[],1629022,,,1610612747,22,16,2022-10-19T03:01:35Z,1220000,,,0,,SUB out: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,out,[],2544,,,1610612747,22,16,2022-10-19T03:01:35Z,1230000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,in,[],1630228,,,1610612747,22,16,2022-10-19T03:01:35Z,1240000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,in,[],1629308,,,1610612747,22,16,2022-10-19T03:01:35Z,1250000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT04M09.00S,2022-10-19T03:01:21.5Z,1,REGULAR,substitution,in,[],201566,,,1610612747,22,16,2022-10-19T03:01:35Z,1260000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT04M09.00S,2022-10-19T03:01:50.5Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,22,17,2022-10-19T03:01:52Z,1270000,,,0,,A. Davis Free Throw 1 of 2 (5 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
129,PT04M09.00S,2022-10-19T03:01:50.5Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,22,17,2022-10-19T03:01:52Z,1280000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
130,PT04M06.00S,2022-10-19T03:01:53.5Z,1,REGULAR,rebound,defensive,[],1630164,,,1610612744,22,17,2022-10-19T03:01:52Z,1290000,,,0,,J. Wiseman REBOUND (Off:0 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,
132,PT03M52.00S,2022-10-19T03:02:22.5Z,1,REGULAR,3pt,Jump Shot,[],201939,29.911300919842315,66.17647058823529,1610612744,22,17,2022-10-19T03:02:28Z,1310000,-81.0,229.0,1,left,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,24.26,Missed,,,,,,,,,,,,,
133,PT03M47.00S,2022-10-19T03:02:27.5Z,1,REGULAR,rebound,defensive,[],1629308,,,1610612747,22,17,2022-10-19T03:02:28Z,1320000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,132.0,1.0,1.0,0.0,,,,,,,,
135,PT03M36.00S,2022-10-19T03:02:54.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203076,92.59198423127464,52.450980392156865,1610612747,22,19,2022-10-19T03:02:58Z,1340000,12.0,17.0,1,right,A. Davis Hook (7 PTS) (R. Westbrook 2 AST),"[203076, 201566]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,2.11,Made,7.0,,,,,,,,R. Westbrook,201566.0,2.0,,
137,PT03M29.00S,2022-10-19T03:03:00.6Z,1,REGULAR,turnover,bad pass,[],201939,,,1610612744,22,19,2022-10-19T03:03:04Z,1360000,,,0,,S. Curry bad pass TURNOVER (2 TO),"[201939, 203076]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,Davis,203076.0,,,,,
138,PT03M29.00S,2022-10-19T03:03:00.6Z,1,REGULAR,steal,,[],203076,,,1610612747,22,19,2022-10-19T03:03:02Z,1370000,,,0,,A. Davis STEAL (2 STL),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
139,PT03M28.00S,2022-10-19T03:03:04.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203076,93.24901445466492,49.754901960784316,1610612747,22,21,2022-10-19T03:03:11Z,1380000,-1.0,11.0,1,right,A. Davis running Layup (9 PTS),[203076],1610612747.0,LAL,running,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,1.11,Made,9.0,,,,,,,,,,,,
140,PT03M28.00S,2022-10-19T03:03:10.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201939,,,1610612747,22,21,2022-10-19T03:03:19Z,1390000,,,0,,S. Curry shooting personal FOUL (1 PF) (Davis 1 FT),"[201939, 203076]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Davis,203076.0,,,,,,,,,,,,,,,
142,PT03M28.00S,2022-10-19T03:03:31.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203076,,,1610612747,22,22,2022-10-19T03:03:31Z,1410000,,,0,,A. Davis Free Throw 1 of 1 (10 PTS),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,
143,PT03M13.00S,2022-10-19T03:03:49.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,9.280551905387648,49.01960784313725,1610612744,22,22,2022-10-19T03:03:58Z,1420000,5.0,35.0,1,left,MISS J. Wiseman cutting DUNK - blocked,"[1630164, 203076]",1610612744.0,GSW,cutting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,3.5,Missed,,,,,,,,,,,,Davis,203076.0
144,PT03M13.00S,2022-10-19T03:03:49.1Z,1,REGULAR,block,,[],203076,,,1610612744,22,22,2022-10-19T03:03:51Z,1430000,,,0,,A. Davis BLOCK (1 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
145,PT03M13.00S,2022-10-19T03:03:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,22,22,2022-10-19T03:03:58Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,143.0,,,,,,,,,,,
148,PT03M03.00S,2022-10-19T03:05:10.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,28.991458607095925,21.07843137254902,1610612744,22,22,2022-10-19T03:05:15Z,1470000,145.0,220.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,,,,,,26.33,Missed,,,,,,,,,,,,,
149,PT03M00.00S,2022-10-19T03:05:14.7Z,1,REGULAR,rebound,offensive,[],1630228,,,1610612744,22,22,2022-10-19T03:05:14Z,1480000,,,0,,J. Kuminga REBOUND (Off:1 Def:0),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,,,,,,148.0,1.0,0.0,1.0,,,,,,,,
150,PT02M58.00S,2022-10-19T03:05:15.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201939,21.23850197109067,69.36274509803921,1610612744,22,22,2022-10-19T03:08:46Z,1490000,-97.0,147.0,1,left,MISS S. Curry 17' pullup Shot,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,Mid-Range,16-24 Left Center,,,,,,17.61,Missed,,,,,,,,,,,,,
151,PT02M54.00S,2022-10-19T03:05:19.9Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,22,22,2022-10-19T03:05:21Z,1500000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Mid-Range,16-24 Left Center,,,,,,,,,150.0,2.0,2.0,0.0,,,,,,,,
152,PT02M48.00S,2022-10-19T03:05:25.6Z,1,REGULAR,turnover,lost ball,[],203076,,,1610612747,22,22,2022-10-19T03:05:29Z,1510000,,,0,,A. Davis lost ball TURNOVER (2 TO),"[203076, 203210]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Green,203210.0,,,,,
153,PT02M48.00S,2022-10-19T03:05:25.6Z,1,REGULAR,steal,,[],203210,,,1610612744,22,22,2022-10-19T03:05:27Z,1520000,,,0,,J. Green STEAL (1 STL),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
154,PT02M43.00S,2022-10-19T03:05:30.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203210,21.76412614980289,88.48039215686273,1610612744,22,22,2022-10-19T03:09:26Z,1530000,-192.0,152.0,1,left,MISS J. Green 24' running 3PT,[203210],1610612744.0,GSW,running,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,24.53,Missed,,,,,,,,,,,,,
155,PT02M42.00S,2022-10-19T03:05:35.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,22,22,2022-10-19T03:05:35Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,154.0,,,,,,,,,,,
156,PT02M42.00S,2022-10-19T03:05:36.4Z,1,REGULAR,foul,personal,[],1629308,,,1610612744,22,22,2022-10-19T03:05:54Z,1550000,,,0,,J. Toscano-Anderson loose ball personal FOUL (1 PF),"[1629308, 1630164]",1610612747.0,LAL,loose ball,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Restricted Area,0-8 Center,1179.0,1.0,0.0,Wiseman,1630164.0,,,,,,,,,,,,,,,
158,PT02M42.00S,2022-10-19T03:05:48.5Z,1,REGULAR,substitution,out,[],201939,,,1610612744,22,22,2022-10-19T03:06:01Z,1570000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT02M42.00S,2022-10-19T03:05:48.5Z,1,REGULAR,substitution,out,[],203076,,,1610612744,22,22,2022-10-19T03:06:01Z,1580000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT02M42.00S,2022-10-19T03:05:48.5Z,1,REGULAR,substitution,in,[],1628978,,,1610612744,22,22,2022-10-19T03:06:01Z,1590000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT02M42.00S,2022-10-19T03:05:48.5Z,1,REGULAR,substitution,in,[],1629117,,,1610612744,22,22,2022-10-19T03:06:01Z,1600000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT02M37.00S,2022-10-19T03:06:16.3Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612744,22,22,2022-10-19T03:06:24Z,1610000,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612744.0,GSW,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,,,,,,1.0,,,,,,,
163,PT02M24.00S,2022-10-19T03:06:34.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629308,92.06636005256242,94.6078431372549,1610612747,22,22,2022-10-19T03:06:39Z,1620000,223.0,22.0,1,right,MISS J. Toscano-Anderson 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Right Corner 3,24+ Right,,,,,,22.41,Missed,,,,,,,,,,,,,
164,PT02M19.00S,2022-10-19T03:06:39.6Z,1,REGULAR,rebound,defensive,[],1629673,,,1610612744,22,22,2022-10-19T03:06:39Z,1630000,,,0,,J. Poole REBOUND (Off:0 Def:1),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Right Corner 3,24+ Right,,,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,
165,PT02M14.00S,2022-10-19T03:06:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.915243101182654,52.69607843137255,1610612744,22,22,2022-10-19T03:06:54Z,1640000,-13.0,13.0,1,left,MISS J. Poole driving Layup,[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,,,,,,1.84,Missed,,,,,,,,,,,,,
167,PT02M14.00S,2022-10-19T03:06:44.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,22,22,2022-10-19T03:07:13Z,1660000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,165.0,,,,,,,,,,,
169,PT02M04.00S,2022-10-19T03:07:22.1Z,1,REGULAR,3pt,Jump Shot,[],1629134,69.46452036793693,26.715686274509803,1610612747,22,22,2022-10-19T03:07:27Z,1680000,-116.0,235.0,1,right,MISS K. Nunn 26' step back 3PT,[1629134],1610612747.0,LAL,step back,,,Nunn,K. Nunn,,,,,Above the Break 3,24+ Left Center,,,,,,26.18,Missed,,,,,,,,,,,,,
170,PT02M00.00S,2022-10-19T03:07:26.1Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,22,22,2022-10-19T03:07:27Z,1690000,,,0,,J. Kuminga REBOUND (Off:1 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,
171,PT01M54.00S,2022-10-19T03:07:33.9Z,1,REGULAR,turnover,traveling,[],1630228,,,1610612744,22,22,2022-10-19T03:07:41Z,1700000,,,0,,J. Kuminga traveling TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,1.0,,,,,,,
172,PT01M54.00S,2022-10-19T03:07:40.0Z,1,REGULAR,substitution,out,[],1630559,,,1610612747,22,22,2022-10-19T03:07:42Z,1710000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT01M54.00S,2022-10-19T03:07:40.0Z,1,REGULAR,substitution,in,[],2544,,,1610612747,22,22,2022-10-19T03:07:42Z,1720000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT01M43.00S,2022-10-19T03:07:58.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,92.9862023653088,51.71568627450981,1610612747,22,22,2022-10-19T03:08:02Z,1730000,9.0,13.0,1,right,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,1.59,Missed,,,,,,,,,,,,,
175,PT01M40.00S,2022-10-19T03:08:01.1Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,22,22,2022-10-19T03:08:02Z,1740000,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,
176,PT01M38.00S,2022-10-19T03:08:04.4Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,22,22,2022-10-19T03:08:14Z,1750000,,,0,,J. Poole bad pass out-of-bounds TURNOVER (2 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,202053.0,,,,,,,,,,,,2.0,,,,,,,
177,PT01M23.00S,2022-10-19T03:08:38.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629308,74.85216819973719,13.725490196078432,1610612747,22,22,2022-10-19T03:08:46Z,1760000,-181.0,184.0,1,right,MISS J. Toscano-Anderson 25' 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,25.83,Missed,,,,,,,,,,,,,
