actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
195,PT01M00.00S,2022-10-19T03:10:18.6Z,1,REGULAR,freethrow,2 of 2,[],1630164,,,1610612744,23,22,2022-10-19T03:22:35Z,1940000,,,0,,MISS J. Wiseman Free Throw 2 of 2,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,Missed,,,,,,,,,,,,,
196,PT00M57.90S,2022-10-19T03:10:20.7Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,23,22,2022-10-19T03:22:35Z,1950000,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,195.0,3.0,3.0,0.0,,,,,,,,
217,PT00M47.00S,2022-10-19T03:11:12.9Z,1,REGULAR,turnover,lost ball,[],201566,,,1610612747,23,22,2022-10-19T03:18:32Z,1970000,,,0,,R. Westbrook lost ball TURNOVER (2 TO),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,,,,,,,
201,PT00M26.20S,2022-10-19T03:15:00.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629134,,,1610612744,23,22,2022-10-19T03:18:32Z,2000000,,,0,,K. Nunn personal FOUL (1 PF) (Poole 2 FT),"[1629134, 1629673]",1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,Mid-Range,16-24 Right Center,1146.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,,,,
204,PT00M26.20S,2022-10-19T03:15:33.9Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629673,,,1610612744,24,22,2022-10-19T03:18:32Z,2030000,,,0,,J. Poole Free Throw 1 of 2 (7 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,
205,PT00M26.20S,2022-10-19T03:15:46.9Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629673,,,1610612744,25,22,2022-10-19T03:18:32Z,2040000,,,0,,J. Poole Free Throw 2 of 2 (8 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
210,PT00M02.60S,2022-10-19T03:16:15.3Z,1,REGULAR,3pt,Jump Shot,[],1629308,76.42904073587385,11.27450980392157,1610612747,25,22,2022-10-19T03:20:05Z,2090000,-194.0,169.0,1,right,MISS J. Toscano-Anderson 25' 3PT,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,Above the Break 3,24+ Left Center,,,,,,25.71,Missed,,,,,,,,,,,,,
211,PT00M02.60S,2022-10-19T03:16:15.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,25,22,2022-10-19T03:20:13Z,2100000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,210.0,,,,,,,,,,,
212,PT00M02.20S,2022-10-19T03:16:26.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,25,22,2022-10-19T03:16:44Z,2110000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,1146.0,,,,,,,,,,,,,,,,,,,
213,PT00M02.20S,2022-10-19T03:16:35.7Z,1,REGULAR,substitution,out,[],1630228,,,1610612744,25,22,2022-10-19T03:16:41Z,2120000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT00M02.20S,2022-10-19T03:16:35.7Z,1,REGULAR,substitution,in,[],201939,,,1610612744,25,22,2022-10-19T03:16:41Z,2130000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT00M00.20S,2022-10-19T03:16:45.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201939,52.38173455978975,17.15686274509804,1610612744,25,22,2022-10-19T03:16:58Z,2140000,164.0,440.0,1,left,MISS S. Curry 46' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Left Center,,,,,,46.95,Missed,,,,,,,,,,,,,
216,PT00M00.10S,2022-10-19T03:16:45.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,25,22,2022-10-19T03:16:58Z,2150000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,215.0,,,,,,,,,,,
219,PT00M00.00S,2022-10-19T03:20:18.3Z,1,REGULAR,period,end,[],0,,,1610612744,25,22,2022-10-19T03:20:18Z,2160000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,25,22,2022-10-19T03:20:35Z,2170000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,out,['startperiod'],201566,,,1610612744,25,22,2022-10-19T03:20:35Z,2180000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,out,['startperiod'],203076,,,1610612744,25,22,2022-10-19T03:20:35Z,2190000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,out,['startperiod'],1629134,,,1610612744,25,22,2022-10-19T03:20:35Z,2200000,,,0,,SUB out: K. Nunn,[1629134],1610612747.0,LAL,,,,Nunn,K. Nunn,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,out,['startperiod'],1629308,,,1610612744,25,22,2022-10-19T03:20:35Z,2210000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612747.0,LAL,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,in,['startperiod'],1630228,,,1610612744,25,22,2022-10-19T03:20:35Z,2220000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,in,['startperiod'],201976,,,1610612744,25,22,2022-10-19T03:20:35Z,2230000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,in,['startperiod'],1629117,,,1610612744,25,22,2022-10-19T03:20:35Z,2240000,,,0,,SUB in: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,in,['startperiod'],1629022,,,1610612744,25,22,2022-10-19T03:20:35Z,2250000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT12M00.00S,2022-10-19T03:20:20.6Z,2,REGULAR,substitution,in,['startperiod'],1630346,,,1610612744,25,22,2022-10-19T03:20:35Z,2260000,,,0,,SUB in: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT12M00.00S,2022-10-19T03:20:31.8Z,2,REGULAR,period,start,[],0,,,1610612744,25,22,2022-10-19T03:20:35Z,2270000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT11M48.00S,2022-10-19T03:20:43.4Z,2,REGULAR,turnover,lost ball,[],1630228,,,1610612744,25,22,2022-10-19T03:20:48Z,2280000,,,0,,J. Kuminga lost ball TURNOVER (2 TO),"[1630228, 1630346]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,2.0,Ryan,1630346.0,,,,,
232,PT11M48.00S,2022-10-19T03:20:43.4Z,2,REGULAR,steal,,[],1630346,,,1610612747,25,22,2022-10-19T03:20:46Z,2290000,,,0,,M. Ryan STEAL (1 STL),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT11M30.00S,2022-10-19T03:21:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,93.24901445466492,49.754901960784316,1610612747,25,24,2022-10-19T03:21:05Z,2300000,-1.0,11.0,1,right,L. James driving Layup (5 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,1.11,Made,5.0,,,,,,,,,,,,
234,PT11M09.00S,2022-10-19T03:21:22.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628978,9.149145860709593,48.77450980392157,1610612744,25,24,2022-10-19T03:21:30Z,2310000,6.0,34.0,1,left,MISS D. DiVincenzo driving Layup,[1628978],1610612744.0,GSW,driving,,,DiVincenzo,D. DiVincenzo,,,,,Restricted Area,0-8 Center,,,,,,3.41,Missed,,,,,,,,,,,,,
235,PT11M03.00S,2022-10-19T03:21:28.5Z,2,REGULAR,rebound,offensive,[],1630164,,,1610612744,25,24,2022-10-19T03:21:28Z,2320000,,,0,,J. Wiseman REBOUND (Off:1 Def:1),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,,,,234.0,2.0,1.0,1.0,,,,,,,,
236,PT11M03.00S,2022-10-19T03:21:28.5Z,2,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1630164,5.590000152587891,50.0,1610612744,25,24,2022-10-19T03:21:43Z,2330000,0.0,0.0,1,left,MISS J. Wiseman putback DUNK,[1630164],1610612744.0,GSW,putback,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,0.0,Missed,,,,,,,,,,,,,
237,PT11M01.00S,2022-10-19T03:21:30.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,25,24,2022-10-19T03:21:43Z,2340000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,,,,236.0,3.0,3.0,0.0,,,,,,,,
238,PT10M59.00S,2022-10-19T03:21:31.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201976,69.33311432325887,28.431372549019606,1610612747,25,24,2022-10-19T03:25:54Z,2350000,-108.0,236.0,1,right,MISS P. Beverley 25' running 3PT,[201976],1610612747.0,LAL,running,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,25.93,Missed,,,,,,,,,,,,,
239,PT10M56.00S,2022-10-19T03:21:34.9Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612744,25,24,2022-10-19T03:21:38Z,2360000,,,0,,J. Wiseman REBOUND (Off:1 Def:2),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,238.0,3.0,2.0,1.0,,,,,,,,
240,PT10M43.00S,2022-10-19T03:21:47.4Z,2,REGULAR,2pt,Jump Shot,[],1629673,21.23850197109067,33.82352941176471,1610612744,27,24,2022-10-19T03:22:06Z,2370000,81.0,147.0,1,left,J. Poole 16' pullup Jump Shot (10 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,16-24 Right Center,,,,,,16.79,Made,10.0,,,,,,,,,,,,
241,PT10M35.00S,2022-10-19T03:21:58.6Z,2,REGULAR,foul,personal,[],1630228,,,1610612747,27,24,2022-10-19T03:22:02Z,2380000,,,0,,J. Kuminga personal FOUL (1 PF),"[1630228, 2544]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,202053.0,1.0,0.0,James,2544.0,,,,,,,,,,,,,,,
243,PT10M30.00S,2022-10-19T03:22:36.2Z,2,REGULAR,3pt,Jump Shot,[],2544,75.50919842312747,12.745098039215685,1610612747,27,24,2022-10-19T03:22:40Z,2400000,-186.0,178.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,25.75,Missed,,,,,,,,,,,,,
244,PT10M27.00S,2022-10-19T03:22:39.2Z,2,REGULAR,rebound,offensive,[],201976,,,1610612747,27,24,2022-10-19T03:22:40Z,2410000,,,0,,P. Beverley REBOUND (Off:1 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,243.0,2.0,1.0,1.0,,,,,,,,
245,PT10M26.00S,2022-10-19T03:22:40.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629022,66.3107752956636,53.431372549019606,1610612747,27,24,2022-10-19T03:22:47Z,2420000,17.0,264.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,,,,,,26.48,Missed,,,,,,,,,,,,,
246,PT10M22.00S,2022-10-19T03:22:44.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,27,24,2022-10-19T03:22:47Z,2430000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,245.0,,,,,,,,,,,
248,PT10M22.00S,2022-10-19T03:22:49.0Z,2,REGULAR,substitution,out,[],203210,,,1610612744,27,24,2022-10-19T03:22:52Z,2450000,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT10M22.00S,2022-10-19T03:22:49.0Z,2,REGULAR,substitution,in,[],1630541,,,1610612744,27,24,2022-10-19T03:22:52Z,2460000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT10M13.00S,2022-10-19T03:23:07.5Z,2,REGULAR,2pt,Jump Shot,[],1629673,17.95335085413929,70.58823529411765,1610612744,27,24,2022-10-19T03:23:13Z,2470000,-103.0,116.0,1,left,MISS J. Poole 15' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Mid-Range,8-16 Left,,,,,,15.53,Missed,,,,,,,,,,,,,
251,PT10M07.00S,2022-10-19T03:23:13.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,27,24,2022-10-19T03:23:13Z,2480000,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Mid-Range,8-16 Left,,,,,,,,,250.0,4.0,4.0,0.0,,,,,,,,
252,PT10M05.00S,2022-10-19T03:23:15.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,94.30026281208936,46.81372549019608,1610612747,27,26,2022-10-19T03:23:20Z,2490000,-16.0,1.0,1,right,L. James running Layup (7 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,1.59,Made,7.0,,,,,,,,,,,,
253,PT09M52.00S,2022-10-19T03:23:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,6.652431011826544,50.245098039215684,1610612744,29,26,2022-10-19T03:23:33Z,2500000,-1.0,10.0,1,left,J. Wiseman cutting Layup (2 PTS) (D. DiVincenzo 1 AST),"[1630164, 1628978]",1610612744.0,GSW,cutting,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,1.01,Made,2.0,,,,,,,,D. DiVincenzo,1628978.0,1.0,,
255,PT09M30.00S,2022-10-19T03:23:50.1Z,2,REGULAR,3pt,Jump Shot,[],2544,74.32654402102497,15.441176470588236,1610612747,29,26,2022-10-19T03:23:57Z,2520000,-173.0,189.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,25.59,Missed,,,,,,,,,,,,,
256,PT09M29.00S,2022-10-19T03:23:51.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,29,26,2022-10-19T03:23:57Z,2530000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,255.0,,,,,,,,,,,
257,PT09M29.00S,2022-10-19T03:23:57.0Z,2,REGULAR,foul,personal,[],1630228,,,1610612747,29,26,2022-10-19T03:24:09Z,2540000,,,0,,J. Kuminga loose ball personal FOUL (2 PF),"[1630228, 1629117]",1610612744.0,GSW,loose ball,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),8-16 Center,202053.0,2.0,0.0,Gabriel,1629117.0,,,,,,,,,,,,,,,
259,PT09M18.00S,2022-10-19T03:24:28.1Z,2,REGULAR,turnover,bad pass,[],2544,,,1610612747,29,26,2022-10-19T03:24:31Z,2560000,,,0,,L. James bad pass TURNOVER (1 TO),"[2544, 1628978]",1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,DiVincenzo,1628978.0,,,,,
260,PT09M18.00S,2022-10-19T03:24:28.1Z,2,REGULAR,steal,,[],1628978,,,1610612744,29,26,2022-10-19T03:24:30Z,2570000,,,0,,D. DiVincenzo STEAL (1 STL),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
261,PT09M12.00S,2022-10-19T03:24:34.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1630541,7.5722733245729295,2.450980392156863,1610612744,32,26,2022-10-19T03:24:44Z,2580000,238.0,19.0,1,left,M. Moody 3PT  (3 PTS) (J. Poole 1 AST),"[1630541, 1629673]",1610612744.0,GSW,,,,Moody,M. Moody,,,,,Right Corner 3,24+ Right,,,,,,23.84,Made,3.0,,,,,,,,J. Poole,1629673.0,1.0,,
263,PT08M55.00S,2022-10-19T03:24:51.3Z,2,REGULAR,3pt,Jump Shot,[],2544,70.90998685939553,24.509803921568626,1610612747,32,26,2022-10-19T03:24:56Z,2600000,-127.0,221.0,1,right,MISS L. James 25' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,,,,,,25.51,Missed,,,,,,,,,,,,,
264,PT08M53.00S,2022-10-19T03:24:53.3Z,2,REGULAR,rebound,defensive,[],1630164,,,1610612744,32,26,2022-10-19T03:24:56Z,2610000,,,0,,J. Wiseman REBOUND (Off:1 Def:3),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Above the Break 3,24+ Left Center,,,,,,,,,263.0,4.0,3.0,1.0,,,,,,,,
265,PT08M45.00S,2022-10-19T03:25:01.8Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630164,6.783837056504599,48.28431372549019,1610612744,34,26,2022-10-19T03:29:10Z,2620000,9.0,11.0,1,left,J. Wiseman running DUNK (4 PTS) (J. Poole 2 AST),"[1630164, 1629673]",1610612744.0,GSW,running,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,,,,,,1.42,Made,4.0,,,,,,,,J. Poole,1629673.0,2.0,,
267,PT08M45.00S,2022-10-19T03:25:06.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,34,26,2022-10-19T03:25:06Z,2640000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT08M32.00S,2022-10-19T03:28:55.3Z,2,REGULAR,3pt,Jump Shot,[],1630346,80.23981603153744,6.372549019607843,1610612747,34,29,2022-10-19T03:29:00Z,2650000,-218.0,133.0,1,right,M. Ryan 25' 3PT  (3 PTS) (W. Gabriel 1 AST),"[1630346, 1629117]",1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,,,,,,25.56,Made,3.0,,,,,,,,W. Gabriel,1629117.0,1.0,,
270,PT08M18.00S,2022-10-19T03:29:11.3Z,2,REGULAR,foul,offensive,[],1628978,,,1610612744,34,29,2022-10-19T03:29:57Z,2670000,,,0,,D. DiVincenzo offensive FOUL (1 PF),"[1628978, 201976]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,1146.0,1.0,0.0,Beverley,201976.0,,,,,,,,,,,,,,,
272,PT08M18.00S,2022-10-19T03:29:11.3Z,2,REGULAR,turnover,offensive foul,[],1628978,,,1610612744,34,29,2022-10-19T03:29:57Z,2690000,,,0,,D. DiVincenzo offensive foul TURNOVER (2 TO),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,1146.0,,,,,,,,,,,,2.0,,,,,,,
273,PT08M18.00S,2022-10-19T03:29:23.1Z,2,REGULAR,substitution,out,[],1629117,,,1610612747,34,29,2022-10-19T03:29:25Z,2700000,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT08M18.00S,2022-10-19T03:29:23.1Z,2,REGULAR,substitution,in,[],203076,,,1610612747,34,29,2022-10-19T03:29:25Z,2710000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT08M18.00S,2022-10-19T03:29:23.1Z,2,REGULAR,substitution,out,[],1629673,,,1610612747,34,29,2022-10-19T03:32:34Z,2715000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT08M18.00S,2022-10-19T03:29:23.1Z,2,REGULAR,substitution,in,[],201939,,,1610612747,34,29,2022-10-19T03:32:34Z,2717500,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT08M05.00S,2022-10-19T03:29:48.5Z,2,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,34,29,2022-10-19T03:29:55Z,2720000,,,0,,L. James bad pass out-of-bounds TURNOVER (2 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,Above the Break 3,24+ Left Center,202053.0,,,,,,,,,,,,2.0,,,,,,,
276,PT08M05.00S,2022-10-19T03:29:52.9Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,34,29,2022-10-19T03:29:58Z,2730000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT08M05.00S,2022-10-19T03:29:52.9Z,2,REGULAR,substitution,in,[],203952,,,1610612744,34,29,2022-10-19T03:29:58Z,2740000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT07M53.00S,2022-10-19T03:30:15.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628978,22.28975032851511,32.84313725490196,1610612744,36,29,2022-10-19T03:31:17Z,2750000,86.0,157.0,1,left,D. DiVincenzo 17' pullup Jump Shot (3 PTS),[1628978],1610612744.0,GSW,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Right Center,,,,,,17.89,Made,3.0,,,,,,,,,,,,
279,PT07M30.00S,2022-10-19T03:30:37.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203076,92.59198423127464,44.36274509803921,1610612747,36,31,2022-10-19T03:31:11Z,2760000,-28.0,17.0,1,right,A. Davis Layup (12 PTS) (P. Beverley 1 AST),"[203076, 201976]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,3.3,Made,12.0,,,,,,,,P. Beverley,201976.0,1.0,,
281,PT07M24.00S,2022-10-19T03:30:43.5Z,2,REGULAR,3pt,Jump Shot,[],203952,24.917871222076215,86.27450980392157,1610612744,39,31,2022-10-19T03:31:07Z,2780000,-181.0,182.0,1,left,A. Wiggins 25' 3PT  (7 PTS) (S. Curry 3 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,25.68,Made,7.0,,,,,,,,S. Curry,201939.0,3.0,,
283,PT07M06.00S,2022-10-19T03:31:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.38042049934296,46.81372549019608,1610612747,39,31,2022-10-19T03:31:14Z,2800000,-16.0,10.0,1,right,MISS L. James Layup,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,,1.86,Missed,,,,,,,,,,,,,
284,PT07M06.00S,2022-10-19T03:31:02.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,39,31,2022-10-19T03:31:14Z,2810000,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,283.0,3.0,2.0,1.0,,,,,,,,
285,PT06M53.00S,2022-10-19T03:31:15.1Z,2,REGULAR,3pt,Jump Shot,[],1630541,21.107095926412615,9.068627450980392,1610612744,39,31,2022-10-19T03:31:20Z,2820000,205.0,146.0,1,left,MISS M. Moody 25' 3PT,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,Above the Break 3,24+ Right Center,,,,,,25.14,Missed,,,,,,,,,,,,,
286,PT06M49.00S,2022-10-19T03:31:19.1Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,39,31,2022-10-19T03:31:20Z,2830000,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,285.0,5.0,5.0,0.0,,,,,,,,
