actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT05M03.00S,2022-10-22T02:30:31.9Z,1,REGULAR,freethrow,3 of 3,[],201939,,,1610612744,23,22,2022-10-22T02:30:31Z,930000,,,0,,S. Curry Free Throw 3 of 3 (9 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
96,PT04M51.00S,2022-10-22T02:30:46.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,7.5722733245729295,40.44117647058824,1610612743,23,24,2022-10-22T02:30:52Z,940000,48.0,19.0,1,left,B. Brown Layup (3 PTS) (N. Jokic 4 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.13,Made,3.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,,
98,PT04M31.00S,2022-10-22T02:31:06.6Z,1,REGULAR,2pt,Jump Shot,[],203952,76.03482260183968,66.66666666666666,1610612744,23,24,2022-10-22T02:31:12Z,960000,83.0,173.0,1,right,MISS A. Wiggins 19' step back Shot,[203952],1610612744.0,GSW,step back,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Right Center,19.18,Missed,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2022-10-22T02:31:08.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,24,2022-10-22T02:31:12Z,970000,,,0,,N. Jokic REBOUND (Off:1 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,,,,98.0,4.0,3.0,1.0,,,,,,,,,,
100,PT04M24.00S,2022-10-22T02:31:14.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203484,6.783837056504599,1.715686274509804,1610612743,23,24,2022-10-22T02:31:21Z,980000,241.0,11.0,1,left,MISS K. Caldwell-Pope 24' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.17,Missed,,,,,,,,,,,,,,,,,,
101,PT04M23.00S,2022-10-22T02:31:15.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,23,24,2022-10-22T02:31:21Z,990000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,100.0,,,,,,,,,,,,,
103,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,23,24,2022-10-22T02:31:34Z,1010000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,out,[],203952,,,1610612744,23,24,2022-10-22T02:31:34Z,1020000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,out,[],1628971,,,1610612744,23,24,2022-10-22T02:31:34Z,1030000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,out,[],203932,,,1610612744,23,24,2022-10-22T02:31:34Z,1040000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,in,[],1630228,,,1610612744,23,24,2022-10-22T02:31:34Z,1050000,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,in,[],1630164,,,1610612744,23,24,2022-10-22T02:31:34Z,1060000,,,0,,SUB in: J. Wiseman,[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,in,[],201145,,,1610612744,23,24,2022-10-22T02:31:34Z,1070000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M23.00S,2022-10-22T02:31:20.0Z,1,REGULAR,substitution,in,[],1630538,,,1610612744,23,24,2022-10-22T02:31:34Z,1080000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M12.00S,2022-10-22T02:31:47.3Z,1,REGULAR,3pt,Jump Shot,[],201939,66.83639947437582,48.529411764705884,1610612744,23,24,2022-10-22T02:31:52Z,1090000,-7.0,259.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
112,PT04M09.00S,2022-10-22T02:31:50.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,23,24,2022-10-22T02:31:52Z,1100000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,,,,,111.0,5.0,4.0,1.0,,,,,,,,,,
113,PT03M58.00S,2022-10-22T02:32:00.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,7.30946123521682,37.745098039215684,1610612743,23,24,2022-10-22T02:32:08Z,1110000,61.0,16.0,1,left,MISS C. Braun 6' Layup,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
114,PT03M56.00S,2022-10-22T02:32:02.7Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,23,24,2022-10-22T02:32:08Z,1120000,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,
115,PT03M41.00S,2022-10-22T02:32:18.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630228,92.06636005256242,59.068627450980394,1610612744,25,24,2022-10-22T02:32:24Z,1130000,45.0,22.0,1,right,J. Kuminga driving Layup (2 PTS) (J. Green 1 AST),"[1630228, 203210]",1610612744.0,GSW,driving,,,Kuminga,J. Kuminga,,,,,In The Paint (Non-RA),0-8 Center,5.04,Made,2.0,J. Green,203210.0,1.0,,,,,,,,,,,,,,
118,PT03M28.00S,2022-10-22T02:32:34.3Z,1,REGULAR,substitution,out,[],203484,,,1610612743,25,24,2022-10-22T02:32:38Z,1160000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M28.00S,2022-10-22T02:32:34.3Z,1,REGULAR,substitution,in,[],1628432,,,1610612743,25,24,2022-10-22T02:32:38Z,1170000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M20.00S,2022-10-22T02:32:56.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,12.171484888304862,42.8921568627451,1610612743,25,24,2022-10-22T02:33:00Z,1180000,36.0,62.0,1,left,MISS N. Jokic 7' Hook,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.14,Missed,,,,,,,,,,,,,,,,,,
121,PT03M18.00S,2022-10-22T02:32:58.4Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,25,24,2022-10-22T02:33:00Z,1190000,,,0,,C. Braun REBOUND (Off:2 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,120.0,3.0,1.0,2.0,,,,,,,,,,
122,PT03M10.00S,2022-10-22T02:33:06.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203999,12.302890932982917,47.30392156862745,1610612743,25,26,2022-10-22T02:33:11Z,1200000,13.0,63.0,1,left,N. Jokic 6' Hook (6 PTS) (B. Hyland 1 AST),"[203999, 1630538]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,6.0,B. Hyland,1630538.0,1.0,,,,,,,,,,,,,,
124,PT02M57.00S,2022-10-22T02:33:19.5Z,1,REGULAR,turnover,bad pass,[],203210,,,1610612744,25,26,2022-10-22T02:33:25Z,1220000,,,0,,J. Green bad pass TURNOVER (1 TO),"[203210, 1631128]",1610612744.0,GSW,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,Braun,1631128.0,,
125,PT02M57.00S,2022-10-22T02:33:19.5Z,1,REGULAR,steal,,[],1631128,,,1610612743,25,26,2022-10-22T02:33:20Z,1230000,,,0,,C. Braun STEAL (2 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT02M52.00S,2022-10-22T02:33:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,6.652431011826544,57.35294117647059,1610612743,25,26,2022-10-22T02:33:33Z,1240000,-37.0,10.0,1,left,MISS C. Braun Layup,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2022-10-22T02:33:29.8Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,25,26,2022-10-22T02:39:28Z,1250000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,126.0,1.0,0.0,1.0,,,,,,,,,,
128,PT02M47.00S,2022-10-22T02:33:28.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201145,5.590000152587891,50.0,1610612743,25,26,2022-10-22T02:39:32Z,1260000,0.0,0.0,1,left,MISS J. Green tip Layup,[201145],1610612743.0,DEN,tip,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
129,PT02M47.00S,2022-10-22T02:33:28.4Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,25,26,2022-10-22T02:39:32Z,1270000,,,0,,S. Curry REBOUND (Off:0 Def:1),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,
130,PT02M44.00S,2022-10-22T02:33:32.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630228,92.19776609724047,55.63725490196079,1610612744,27,26,2022-10-22T02:33:37Z,1280000,28.0,21.0,1,right,J. Kuminga DUNK (4 PTS) (S. Curry 2 AST),"[1630228, 201939]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,3.5,Made,4.0,S. Curry,201939.0,2.0,,,,,,,,,,,,,,
133,PT02M31.00S,2022-10-22T02:33:52.1Z,1,REGULAR,substitution,out,[],201939,,,1610612743,27,26,2022-10-22T02:34:00Z,1310000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M31.00S,2022-10-22T02:33:52.1Z,1,REGULAR,substitution,out,[],203999,,,1610612743,27,26,2022-10-22T02:34:00Z,1320000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M31.00S,2022-10-22T02:33:52.1Z,1,REGULAR,substitution,in,[],1628978,,,1610612743,27,26,2022-10-22T02:34:00Z,1330000,,,0,,SUB in: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M31.00S,2022-10-22T02:33:52.1Z,1,REGULAR,substitution,in,[],201599,,,1610612743,27,26,2022-10-22T02:34:00Z,1340000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M22.00S,2022-10-22T02:34:18.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,8.623521681997373,46.81372549019608,1610612743,27,28,2022-10-22T02:34:22Z,1350000,16.0,29.0,1,left,D. Jordan DUNK (2 PTS) (C. Braun 2 AST),"[201599, 1631128]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,3.27,Made,2.0,C. Braun,1631128.0,2.0,,,,,,,,,,,,,,
139,PT02M04.00S,2022-10-22T02:34:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630164,92.46057818659659,49.754901960784316,1610612744,29,28,2022-10-22T02:34:41Z,1370000,-1.0,18.0,1,right,J. Wiseman Layup (2 PTS) (J. Poole 2 AST),"[1630164, 1629673]",1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,1.84,Made,2.0,J. Poole,1629673.0,2.0,,,,,,,,,,,,,,
141,PT01M54.00S,2022-10-22T02:34:46.0Z,1,REGULAR,2pt,Jump Shot,[],1630538,11.251642575558476,30.88235294117647,1610612743,29,30,2022-10-22T02:34:52Z,1390000,96.0,53.0,1,left,B. Hyland 10' bank Jump Shot (2 PTS),[1630538],1610612743.0,DEN,bank,,,Hyland,B. Hyland,,,,,Mid-Range,8-16 Right,10.95,Made,2.0,,,,,,,,,,,,,,,,,
142,PT01M39.00S,2022-10-22T02:35:00.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630164,89.96386333771353,50.98039215686274,1610612744,31,30,2022-10-22T02:35:05Z,1400000,5.0,42.0,1,right,J. Wiseman alley-oop DUNK (4 PTS) (J. Green 2 AST),"[1630164, 203210]",1610612744.0,GSW,alley-oop,,,Wiseman,J. Wiseman,,,,,Restricted Area,0-8 Center,4.21,Made,4.0,J. Green,203210.0,2.0,,,,,,,,,,,,,,
144,PT01M26.00S,2022-10-22T02:35:14.6Z,1,REGULAR,2pt,Jump Shot,[],1630538,25.04927726675427,28.676470588235293,1610612743,31,32,2022-10-22T02:35:19Z,1420000,107.0,183.0,1,left,B. Hyland 21' Jump Shot (4 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Right Center,21.18,Made,4.0,,,,,,,,,,,,,,,,,
145,PT01M15.00S,2022-10-22T02:35:25.6Z,1,REGULAR,2pt,Jump Shot,[],1629673,94.30026281208936,75.98039215686273,1610612744,31,32,2022-10-22T02:35:30Z,1430000,130.0,1.0,1,right,MISS J. Poole 12' Jump Shot,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Mid-Range,8-16 Right,12.99,Missed,,,,,,,,,,,,,,,,,,
146,PT01M13.00S,2022-10-22T02:35:27.6Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,31,32,2022-10-22T02:35:30Z,1440000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Right,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,
147,PT01M04.00S,2022-10-22T02:35:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,8.09789750328515,38.970588235294116,1610612743,31,34,2022-10-22T02:35:41Z,1450000,55.0,24.0,1,left,B. Hyland Layup (6 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,5.99,Made,6.0,,,,,,,,,,,,,,,,,
148,PT00M45.50S,2022-10-22T02:35:56.4Z,1,REGULAR,turnover,bad pass,[],1629673,,,1610612744,31,34,2022-10-22T02:36:00Z,1460000,,,0,,J. Poole bad pass TURNOVER (2 TO),"[1629673, 1628432]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,2.0,,,,,Reed,1628432.0,,
149,PT00M45.50S,2022-10-22T02:35:56.4Z,1,REGULAR,steal,,[],1628432,,,1610612743,31,34,2022-10-22T02:35:58Z,1470000,,,0,,D. Reed STEAL (1 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
150,PT00M32.20S,2022-10-22T02:36:10.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201145,23.866622864651774,7.8431372549019605,1610612743,31,37,2022-10-22T02:36:15Z,1480000,211.0,172.0,1,left,J. Green 27' 3PT  (3 PTS) (B. Hyland 2 AST),"[201145, 1630538]",1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,27.19,Made,3.0,B. Hyland,1630538.0,2.0,,,,,,,,,,,,,,
152,PT00M13.60S,2022-10-22T02:36:31.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,78.0059132720105,91.91176470588235,1610612744,34,37,2022-10-22T02:36:36Z,1500000,210.0,154.0,1,right,D. DiVincenzo 26' 3PT  (3 PTS) (J. Poole 3 AST),"[1628978, 1629673]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.02,Made,3.0,J. Poole,1629673.0,3.0,,,,,,,,,,,,,,
154,PT00M01.30S,2022-10-22T02:36:48.0Z,1,REGULAR,3pt,Jump Shot,[],201145,8.623521681997373,1.2254901960784315,1610612743,34,40,2022-10-22T02:38:19Z,1520000,244.0,29.0,1,left,J. Green 24' 3PT  (6 PTS) (B. Hyland 3 AST),"[201145, 1630538]",1610612743.0,DEN,,,,Green,J. Green,,,,,Right Corner 3,24+ Right,24.56,Made,6.0,B. Hyland,1630538.0,3.0,,,,,,,,,,,,,,
156,PT00M00.00S,2022-10-22T02:36:59.1Z,1,REGULAR,period,end,[],0,,,1610612744,34,40,2022-10-22T02:36:59Z,1540000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-10-22T02:40:49.5Z,2,REGULAR,period,start,[],0,,,1610612744,34,40,2022-10-22T02:40:49Z,1560000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M52.00S,2022-10-22T02:40:59.2Z,2,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,34,40,2022-10-22T02:41:09Z,1570000,,,0,,J. Kuminga bad pass out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,bad pass,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,,,,,204058.0,1.0,,,,,,,,
160,PT11M42.00S,2022-10-22T02:41:13.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",201599,7.440867279894875,53.18627450980392,1610612743,34,42,2022-10-22T02:41:17Z,1580000,-16.0,17.0,1,left,D. Jordan alley-oop DUNK (4 PTS) (D. Reed 1 AST),"[201599, 1628432]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.36,Made,4.0,D. Reed,1628432.0,1.0,,,,,,,,,,,,,,
162,PT11M36.00S,2022-10-22T02:41:23.2Z,2,REGULAR,foul,offensive,[],203210,,,1610612744,34,42,2022-10-22T02:41:36Z,1600000,,,0,,J. Green offensive FOUL (1 PF),"[203210, 1628432]",1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627961.0,,1.0,0.0,Reed,1628432.0,,,,
164,PT11M36.00S,2022-10-22T02:41:23.2Z,2,REGULAR,turnover,offensive foul,[],203210,,,1610612744,34,42,2022-10-22T02:41:23Z,1620000,,,0,,J. Green offensive foul TURNOVER (2 TO),[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1627961.0,2.0,,,,,,,,
165,PT11M30.00S,2022-10-22T02:41:46.2Z,2,REGULAR,foul,offensive,[],201599,,,1610612743,34,42,2022-10-22T02:42:36Z,1630000,,,0,,D. Jordan offensive FOUL (1 PF),"[201599, 1628978]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,,1.0,0.0,DiVincenzo,1628978.0,,,,
167,PT11M30.00S,2022-10-22T02:41:46.2Z,2,REGULAR,turnover,offensive foul,[],201599,,,1610612743,34,42,2022-10-22T02:42:36Z,1650000,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1627961.0,1.0,,,,,,,,
168,PT11M18.00S,2022-10-22T02:42:11.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203210,67.23061760840999,62.745098039215684,1610612744,34,42,2022-10-22T02:42:16Z,1660000,64.0,256.0,1,right,MISS J. Green 26' 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,26.33,Missed,,,,,,,,,,,,,,,,,,
169,PT11M17.00S,2022-10-22T02:42:12.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,34,42,2022-10-22T02:42:16Z,1670000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,168.0,,,,,,,,,,,,,
171,PT11M09.00S,2022-10-22T02:42:35.6Z,2,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612743,34,42,2022-10-22T02:42:47Z,1690000,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Green 2 FT),"[1628978, 201145]",1610612744.0,GSW,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2004.0,,1.0,0.0,Green,201145.0,,,,
173,PT11M09.00S,2022-10-22T02:43:03.1Z,2,REGULAR,freethrow,1 of 2,[],201145,,,1610612743,34,43,2022-10-22T02:43:03Z,1710000,,,0,,J. Green Free Throw 1 of 2 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
174,PT11M09.00S,2022-10-22T02:43:26.8Z,2,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,34,44,2022-10-22T02:43:26Z,1720000,,,0,,J. Green Free Throw 2 of 2 (8 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
175,PT10M47.00S,2022-10-22T02:43:52.4Z,2,REGULAR,foul,personal,['2freethrow'],1628432,,,1610612744,34,44,2022-10-22T02:44:02Z,1730000,,,0,,D. Reed shooting personal FOUL (1 PF) (Wiseman 2 FT),"[1628432, 1630164]",1610612743.0,DEN,shooting,,,Reed,D. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,1.0,0.0,Wiseman,1630164.0,,,,
177,PT10M47.00S,2022-10-22T02:44:17.5Z,2,REGULAR,freethrow,1 of 2,[],1630164,,,1610612744,35,44,2022-10-22T02:44:17Z,1750000,,,0,,J. Wiseman Free Throw 1 of 2 (5 PTS),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
178,PT10M47.00S,2022-10-22T02:44:36.6Z,2,REGULAR,freethrow,2 of 2,[],1630164,,,1610612744,36,44,2022-10-22T02:44:36Z,1760000,,,0,,J. Wiseman Free Throw 2 of 2 (6 PTS),[1630164],1610612744.0,GSW,,,,Wiseman,J. Wiseman,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
179,PT10M35.00S,2022-10-22T02:44:50.3Z,2,REGULAR,2pt,Jump Shot,[],1630538,15.588042049934298,20.098039215686274,1610612743,36,44,2022-10-22T02:44:56Z,1770000,150.0,94.0,1,left,MISS B. Hyland 17' Jump Shot,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Right,17.66,Missed,,,,,,,,,,,,,,,,,,
180,PT10M33.00S,2022-10-22T02:44:52.3Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,36,44,2022-10-22T02:44:56Z,1780000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,
181,PT10M23.00S,2022-10-22T02:45:01.8Z,2,REGULAR,turnover,bad pass,[],1630228,,,1610612744,36,44,2022-10-22T02:45:05Z,1790000,,,0,,J. Kuminga bad pass TURNOVER (2 TO),"[1630228, 1628432]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,2.0,,,,,Reed,1628432.0,,
182,PT10M23.00S,2022-10-22T02:45:01.8Z,2,REGULAR,steal,,[],1628432,,,1610612743,36,44,2022-10-22T02:45:03Z,1800000,,,0,,D. Reed STEAL (2 STL),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
183,PT10M15.00S,2022-10-22T02:45:11.9Z,2,REGULAR,foul,personal,['2freethrow'],1630228,,,1610612743,36,44,2022-10-22T02:45:19Z,1810000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Hyland 2 FT),"[1630228, 1630538]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,,1.0,0.0,Hyland,1630538.0,,,,
185,PT10M15.00S,2022-10-22T02:45:34.9Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630538,,,1610612743,36,45,2022-10-22T02:45:34Z,1830000,,,0,,B. Hyland Free Throw 1 of 2 (7 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
186,PT10M15.00S,2022-10-22T02:45:49.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630538,,,1610612743,36,46,2022-10-22T02:45:49Z,1840000,,,0,,B. Hyland Free Throw 2 of 2 (8 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
