actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
353,PT09M39.00S,2023-03-04T04:27:18.6Z,3,REGULAR,3pt,Jump Shot,[],1627742,34.11629434954008,54.166666666666664,1610612740,58,64,2023-03-04T04:27:27Z,3510000,False,-21.0,268.0,1,left,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,26.9,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
354,PT09M37.00S,2023-03-04T04:27:20.6Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,58,64,2023-03-04T04:27:27Z,3520000,False,,,0,,K. Looney REBOUND (Off:1 Def:5),[1626172],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Looney,K. Looney,,,,,,,,353.0,6.0,5.0,1.0,,,,,,,
355,PT09M25.00S,2023-03-04T04:27:33.1Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,58,64,2023-03-04T04:27:36Z,3530000,False,,,0,,D. Green bad pass TURNOVER (2 TO),"[203110, 1627742]",1610612744.0,GSW,,,,,,,Mid-Range,8-16 Right,,,,Green,D. Green,,,,,2.0,Ingram,1627742.0,,,,,,,,,,,
356,PT09M25.00S,2023-03-04T04:27:33.1Z,3,REGULAR,steal,,[],1627742,,,1610612740,58,64,2023-03-04T04:27:34Z,3540000,False,,,0,,B. Ingram STEAL (1 STL),[1627742],1610612740.0,NOP,,,,,,,Mid-Range,8-16 Right,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
357,PT09M20.00S,2023-03-04T04:27:39.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,22.815374507227332,86.27450980392157,1610612740,58,64,2023-03-04T04:27:43Z,3550000,False,-181.0,162.0,1,left,MISS C. McCollum 24' 3PT,[203468],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,24.32,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
358,PT09M17.00S,2023-03-04T04:27:42.1Z,3,REGULAR,rebound,defensive,[],1628978,,,1610612744,58,64,2023-03-04T04:27:43Z,3560000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,,,,DiVincenzo,D. DiVincenzo,,,,,,,,357.0,4.0,3.0,1.0,,,,,,,
359,PT09M13.00S,2023-03-04T04:27:45.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202691,73.80091984231275,11.519607843137255,1610612744,61,64,2023-03-04T04:27:51Z,3570000,False,-192.0,194.0,1,right,K. Thompson 27' 3PT  (14 PTS) (J. Poole 5 AST),"[202691, 1629673]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,27.31,Made,14.0,Thompson,K. Thompson,J. Poole,1629673.0,5.0,,,,,,,,,,,,,,,
361,PT08M55.00S,2023-03-04T04:28:02.9Z,3,REGULAR,3pt,Jump Shot,[],1630530,29.517082785808146,19.607843137254903,1610612740,61,64,2023-03-04T04:28:07Z,3590000,False,152.0,225.0,1,left,MISS T. Murphy III 27' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,27.15,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
362,PT08M52.00S,2023-03-04T04:28:06.5Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,61,64,2023-03-04T04:28:06Z,3600000,False,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Jones,H. Jones,,,,,,,,361.0,1.0,0.0,1.0,,,,,,,
363,PT08M43.00S,2023-03-04T04:28:15.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626195,8.492115637319317,55.14705882352941,1610612740,61,64,2023-03-04T04:28:22Z,3610000,False,-26.0,27.0,1,left,MISS W. Hernangomez Jump Shot - blocked,"[1626195, 203110]",1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,3.75,Missed,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,Green,203110.0,
364,PT08M43.00S,2023-03-04T04:28:15.5Z,3,REGULAR,block,,[],203110,,,1610612740,61,64,2023-03-04T04:28:19Z,3620000,False,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
365,PT08M41.00S,2023-03-04T04:28:17.5Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,61,64,2023-03-04T04:31:13Z,3630000,False,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,,,,,363.0,7.0,6.0,1.0,,,,,,,
366,PT08M32.00S,2023-03-04T04:28:26.2Z,3,REGULAR,turnover,bad pass,[],203110,,,1610612744,61,64,2023-03-04T04:28:29Z,3640000,False,,,0,,D. Green bad pass TURNOVER (3 TO),"[203110, 1626195]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Green,D. Green,,,,,3.0,Hernangomez,1626195.0,,,,,,,,,,,
367,PT08M32.00S,2023-03-04T04:28:26.2Z,3,REGULAR,steal,,[],1626195,,,1610612740,61,64,2023-03-04T04:28:27Z,3650000,False,,,0,,W. Hernangomez STEAL (2 STL),[1626195],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
368,PT08M27.00S,2023-03-04T04:28:31.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,4.28712220762155,96.81372549019608,1610612740,61,64,2023-03-04T04:28:37Z,3660000,False,-234.0,-12.0,1,left,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,23.44,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
369,PT08M25.00S,2023-03-04T04:28:33.5Z,3,REGULAR,rebound,offensive,[],1626195,,,1610612740,61,64,2023-03-04T04:29:05Z,3670000,False,,,0,,W. Hernangomez REBOUND (Off:2 Def:4),[1626195],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,Hernangomez,W. Hernangomez,,,,,,,,368.0,6.0,4.0,2.0,,,,,,,
370,PT08M22.00S,2023-03-04T04:28:36.8Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626195,5.590000152587891,50.0,1610612740,61,64,2023-03-04T04:28:45Z,3680000,False,0.0,0.0,1,left,MISS W. Hernangomez putback Layup,[1626195],1610612740.0,NOP,putback,,,,,,Restricted Area,0-8 Center,0.0,Missed,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
371,PT08M22.00S,2023-03-04T04:28:36.8Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,61,64,2023-03-04T04:28:40Z,3690000,False,,,0,,D. Green REBOUND (Off:0 Def:2),[203110],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,,,,,370.0,2.0,2.0,0.0,,,,,,,
372,PT08M12.00S,2023-03-04T04:28:47.0Z,3,REGULAR,3pt,Jump Shot,[],1629673,75.77201051248358,8.57843137254902,1610612744,61,64,2023-03-04T04:29:01Z,3700000,False,-207.0,175.0,1,right,MISS J. Poole 27' step back 3PT,[1629673],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,27.13,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
373,PT08M11.00S,2023-03-04T04:28:50.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,61,64,2023-03-04T04:28:50Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,372.0,,,,,,,,,,
375,PT08M11.00S,2023-03-04T04:28:56.2Z,3,REGULAR,substitution,out,[],203110,,,1610612740,61,64,2023-03-04T04:28:58Z,3730000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
376,PT08M11.00S,2023-03-04T04:28:56.2Z,3,REGULAR,substitution,in,[],1630228,,,1610612740,61,64,2023-03-04T04:28:58Z,3740000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
377,PT08M01.00S,2023-03-04T04:29:20.1Z,3,REGULAR,2pt,Jump Shot,[],203468,5.206964520367937,77.45098039215686,1610612740,61,66,2023-03-04T04:30:42Z,3750000,False,-137.0,-4.0,1,left,C. McCollum 13' pullup Jump Shot (17 PTS),[203468],1610612740.0,NOP,pullup,,,,,,Mid-Range,8-16 Left,13.73,Made,17.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
378,PT07M41.00S,2023-03-04T04:29:39.0Z,3,REGULAR,2pt,Jump Shot,[],202691,90.40735873850197,8.310355392156865,1610612744,63,66,2023-03-04T04:33:26Z,3760000,False,-208.0,38.0,1,right,K. Thompson 21' Jump Shot (16 PTS) (K. Looney 3 AST),"[202691, 1626172]",1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left,21.18,Made,16.0,Thompson,K. Thompson,K. Looney,1626172.0,3.0,,,,,,,,,,,,,,,
380,PT07M28.00S,2023-03-04T04:29:52.3Z,3,REGULAR,3pt,Jump Shot,[],1630530,27.94021024967148,11.76470588235294,1610612740,63,66,2023-03-04T04:29:57Z,3780000,False,191.0,210.0,1,left,MISS T. Murphy III 28' 3PT,[1630530],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,28.41,Missed,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
381,PT07M25.00S,2023-03-04T04:29:55.3Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,63,66,2023-03-04T04:30:55Z,3790000,False,,,0,,K. Looney REBOUND (Off:1 Def:7),[1626172],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Looney,K. Looney,,,,,,,,380.0,8.0,7.0,1.0,,,,,,,
382,PT07M11.00S,2023-03-04T04:30:08.7Z,3,REGULAR,3pt,Jump Shot,[],202691,64.07687253613666,35.78431372549019,1610612744,66,66,2023-03-04T04:30:14Z,3800000,False,-71.0,285.0,1,right,K. Thompson 29' 3PT  (19 PTS) (J. Poole 6 AST),"[202691, 1629673]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,29.39,Made,19.0,Thompson,K. Thompson,J. Poole,1629673.0,6.0,,,,,,,,,,,,,,,
384,PT06M53.00S,2023-03-04T04:30:27.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,7.178055190538765,53.431372549019606,1610612740,66,66,2023-03-04T04:30:38Z,3820000,False,-17.0,15.0,1,left,MISS H. Jones Layup,[1630529],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,2.28,Missed,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
385,PT06M53.00S,2023-03-04T04:30:27.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,66,66,2023-03-04T04:30:38Z,3830000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,384.0,,,,,,,,,,
386,PT06M53.00S,2023-03-04T04:30:37.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,66,66,2023-03-04T04:30:37Z,3840000,False,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT06M53.00S,2023-03-04T04:33:24.6Z,3,REGULAR,substitution,out,[],1629673,,,1610612744,66,66,2023-03-04T04:33:43Z,3860000,False,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
389,PT06M53.00S,2023-03-04T04:33:24.6Z,3,REGULAR,substitution,out,[],1626195,,,1610612744,66,66,2023-03-04T04:33:43Z,3870000,False,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,,,,,,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
390,PT06M53.00S,2023-03-04T04:33:24.6Z,3,REGULAR,substitution,in,[],1629660,,,1610612744,66,66,2023-03-04T04:33:43Z,3880000,False,,,0,,SUB in: T. Jerome,[1629660],1610612744.0,GSW,,,,,,,,,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
391,PT06M53.00S,2023-03-04T04:33:24.6Z,3,REGULAR,substitution,in,[],1629637,,,1610612744,66,66,2023-03-04T04:33:43Z,3890000,False,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,
392,PT06M35.00S,2023-03-04T04:34:07.6Z,3,REGULAR,turnover,out-of-bounds,[],1626172,,,1610612744,66,66,2023-03-04T04:34:14Z,3900000,False,,,0,,K. Looney lost ball out-of-bounds TURNOVER (2 TO),[1626172],1610612744.0,GSW,lost ball,,,,,,Restricted Area,0-8 Center,,,,Looney,K. Looney,,,,1193.0,2.0,,,,,,,,,,,,,
393,PT06M22.00S,2023-03-04T04:34:27.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1627742,15.982260183968464,21.568627450980394,1610612740,66,66,2023-03-04T04:34:31Z,3910000,False,142.0,98.0,1,left,MISS B. Ingram 17' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Right,17.25,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
394,PT06M19.00S,2023-03-04T04:34:30.6Z,3,REGULAR,rebound,defensive,[],202691,,,1610612744,66,66,2023-03-04T04:35:02Z,3920000,False,,,0,,K. Thompson REBOUND (Off:0 Def:1),[202691],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Right,,,,Thompson,K. Thompson,,,,,,,,393.0,1.0,1.0,0.0,,,,,,,
395,PT06M03.00S,2023-03-04T04:34:48.6Z,3,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612744,66,66,2023-03-04T04:34:57Z,3930000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (Thompson 2 FT),"[1629637, 202691]",1610612740.0,NOP,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Hayes,J. Hayes,,,,1193.0,,,,,,,,1.0,0.0,Thompson,202691.0,,,
397,PT06M03.00S,2023-03-04T04:35:19.1Z,3,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,66,66,2023-03-04T04:35:19Z,3950000,False,,,0,,MISS K. Thompson Free Throw 1 of 2,[202691],1610612744.0,GSW,,,,,,,,,,Missed,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
398,PT06M03.00S,2023-03-04T04:35:19.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,66,66,2023-03-04T04:35:19Z,3960000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,
399,PT06M03.00S,2023-03-04T04:35:38.1Z,3,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,67,66,2023-03-04T04:35:38Z,3970000,False,,,0,,K. Thompson Free Throw 2 of 2 (20 PTS),[202691],1610612744.0,GSW,,,,,,,,,,Made,20.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
400,PT05M49.00S,2023-03-04T04:35:57.4Z,3,REGULAR,foul,personal,['2freethrow'],1628978,,,1610612740,67,66,2023-03-04T04:36:07Z,3980000,False,,,0,,D. DiVincenzo shooting personal FOUL (4 PF) (McCollum 2 FT),"[1628978, 203468]",1610612744.0,GSW,shooting,,,,,,In The Paint (Non-RA),8-16 Right,,,,DiVincenzo,D. DiVincenzo,,,,202901.0,,,,,,,,4.0,0.0,McCollum,203468.0,,,
402,PT05M49.00S,2023-03-04T04:36:25.6Z,3,REGULAR,freethrow,1 of 2,[],203468,,,1610612740,67,67,2023-03-04T04:36:25Z,4000000,False,,,0,,C. McCollum Free Throw 1 of 2 (18 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,18.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
403,PT05M49.00S,2023-03-04T04:36:26.1Z,3,REGULAR,substitution,out,[],1628978,,,1610612740,67,67,2023-03-04T04:36:32Z,4010000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
404,PT05M49.00S,2023-03-04T04:36:26.1Z,3,REGULAR,substitution,in,[],1630237,,,1610612740,67,67,2023-03-04T04:36:32Z,4020000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,,,,,,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
405,PT05M49.00S,2023-03-04T04:36:49.4Z,3,REGULAR,freethrow,2 of 2,[],203468,,,1610612740,67,68,2023-03-04T04:36:49Z,4030000,False,,,0,,C. McCollum Free Throw 2 of 2 (19 PTS),[203468],1610612740.0,NOP,,,,,,,,,,Made,19.0,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
406,PT05M27.00S,2023-03-04T04:37:14.1Z,3,REGULAR,2pt,Jump Shot,[],1629660,81.2910643889619,26.715686274509803,1610612744,67,68,2023-03-04T04:37:20Z,4040000,False,-116.0,123.0,1,right,MISS T. Jerome 16' driving floating Shot,[1629660],1610612744.0,GSW,driving floating,,,,,,Mid-Range,16-24 Left Center,16.96,Missed,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
407,PT05M24.00S,2023-03-04T04:37:17.1Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,67,68,2023-03-04T04:37:20Z,4050000,False,,,0,,K. Looney REBOUND (Off:2 Def:7),[1626172],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Left Center,,,,Looney,K. Looney,,,,,,,,406.0,9.0,7.0,2.0,,,,,,,
408,PT05M12.00S,2023-03-04T04:37:28.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630228,92.59198423127464,41.911764705882355,1610612744,69,68,2023-03-04T04:37:32Z,4060000,False,-40.0,17.0,1,right,J. Kuminga cutting Layup (11 PTS) (T. Jerome 3 AST),"[1630228, 1629660]",1610612744.0,GSW,cutting,,,,,,In The Paint (Non-RA),0-8 Center,4.39,Made,11.0,Kuminga,J. Kuminga,T. Jerome,1629660.0,3.0,,,,,,,,,,,,,,,
410,PT05M03.00S,2023-03-04T04:37:37.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203468,3.7614980289093296,95.58823529411765,1610612740,69,68,2023-03-04T04:40:07Z,4080000,False,-228.0,-17.0,1,left,MISS C. McCollum 3PT,[203468],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.85,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
411,PT05M01.00S,2023-03-04T04:37:39.3Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,69,68,2023-03-04T04:37:41Z,4090000,False,,,0,,K. Looney REBOUND (Off:2 Def:8),[1626172],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Looney,K. Looney,,,,,,,,410.0,10.0,8.0,2.0,,,,,,,
412,PT04M53.00S,2023-03-04T04:37:47.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202691,92.72339027595268,56.127450980392155,1610612744,71,68,2023-03-04T04:37:52Z,4100000,False,31.0,16.0,1,right,K. Thompson driving Layup (22 PTS),[202691],1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,3.45,Made,22.0,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
413,PT04M33.00S,2023-03-04T04:38:07.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,13.091327201051248,49.26470588235294,1610612740,71,68,2023-03-04T04:38:12Z,4110000,False,4.0,71.0,1,left,MISS B. Ingram 7' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,,,,In The Paint (Non-RA),0-8 Center,7.07,Missed,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
414,PT04M31.00S,2023-03-04T04:38:09.2Z,3,REGULAR,rebound,defensive,[],1630228,,,1610612744,71,68,2023-03-04T04:38:12Z,4120000,False,,,0,,J. Kuminga REBOUND (Off:2 Def:3),[1630228],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Kuminga,J. Kuminga,,,,,,,,413.0,5.0,3.0,2.0,,,,,,,
415,PT04M23.00S,2023-03-04T04:38:20.1Z,3,REGULAR,foul,personal,[],1630530,,,1610612744,71,68,2023-03-04T04:38:25Z,4130000,False,,,0,,T. Murphy III personal FOUL (2 PF),"[1630530, 1630237]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Murphy III,T. Murphy III,,,,202901.0,,,,,,,,2.0,0.0,Lamb,1630237.0,,,
417,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,out,[],1626172,,,1610612744,71,68,2023-03-04T04:38:39Z,4150000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
418,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,out,[],202691,,,1610612744,71,68,2023-03-04T04:38:39Z,4160000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
419,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,out,[],203468,,,1610612744,71,68,2023-03-04T04:38:39Z,4170000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
420,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,out,[],1630529,,,1610612744,71,68,2023-03-04T04:38:39Z,4180000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
421,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,out,[],1630530,,,1610612744,71,68,2023-03-04T04:38:39Z,4190000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
422,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,in,[],203110,,,1610612744,71,68,2023-03-04T04:38:39Z,4200000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
423,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,in,[],1629673,,,1610612744,71,68,2023-03-04T04:38:39Z,4210000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
424,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,in,[],1630700,,,1610612744,71,68,2023-03-04T04:38:39Z,4220000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
425,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,in,[],1630184,,,1610612744,71,68,2023-03-04T04:38:39Z,4230000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
426,PT04M23.00S,2023-03-04T04:38:25.9Z,3,REGULAR,substitution,in,[],1630230,,,1610612744,71,68,2023-03-04T04:38:39Z,4240000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
427,PT04M14.00S,2023-03-04T04:39:08.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,92.85479632063075,57.59803921568627,1610612744,71,68,2023-03-04T04:39:12Z,4250000,False,38.0,15.0,1,right,MISS J. Poole driving Layup - blocked,"[1629673, 1629637]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,4.07,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,Hayes,1629637.0,
428,PT04M14.00S,2023-03-04T04:39:08.3Z,3,REGULAR,block,,[],1629637,,,1610612744,71,68,2023-03-04T04:39:10Z,4260000,False,,,0,,J. Hayes BLOCK (1 BLK),[1629637],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,
429,PT04M11.00S,2023-03-04T04:39:11.3Z,3,REGULAR,rebound,defensive,[],1630700,,,1610612740,71,68,2023-03-04T04:39:12Z,4270000,False,,,0,,D. Daniels REBOUND (Off:0 Def:1),[1630700],1610612740.0,NOP,,,,,,,Restricted Area,0-8 Center,,,,Daniels,D. Daniels,,,,,,,,427.0,1.0,1.0,0.0,,,,,,,
430,PT04M06.00S,2023-03-04T04:39:17.2Z,3,REGULAR,3pt,Jump Shot,[],1630230,4.155716162943495,95.09803921568627,1610612740,71,68,2023-03-04T04:39:24Z,4280000,False,-225.0,-13.0,1,left,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.59,Missed,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
431,PT04M04.00S,2023-03-04T04:39:19.2Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,71,68,2023-03-04T04:39:38Z,4290000,False,,,0,,D. Green REBOUND (Off:0 Def:3),[203110],1610612744.0,GSW,,,,,,,Left Corner 3,24+ Left,,,,Green,D. Green,,,,,,,,430.0,3.0,3.0,0.0,,,,,,,
432,PT03M57.00S,2023-03-04T04:39:26.4Z,3,REGULAR,3pt,Jump Shot,[],1630237,79.31997371879106,94.36274509803921,1610612744,74,68,2023-03-04T04:39:48Z,4300000,False,222.0,142.0,1,right,A. Lamb 26' 3PT  (8 PTS) (T. Jerome 4 AST),"[1630237, 1629660]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,26.33,Made,8.0,Lamb,A. Lamb,T. Jerome,1629660.0,4.0,,,,,,,,,,,,,,,
434,PT03M55.00S,2023-03-04T04:39:33.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,74,68,2023-03-04T04:39:33Z,4320000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
