actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
87,PT04M24.00S,2023-03-04T03:24:11.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612744,10,20,2023-03-04T03:24:23Z,860000,False,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,86.0,,,,,,,,,,
89,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,out,[],1628978,,,1610612744,10,20,2023-03-04T03:24:30Z,880000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,,,,,,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,
90,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,10,20,2023-03-04T03:24:30Z,890000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,,,,,,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,
91,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,out,[],203468,,,1610612744,10,20,2023-03-04T03:24:30Z,900000,False,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,in,[],1630237,,,1610612744,10,20,2023-03-04T03:24:30Z,910000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,,,,,,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
93,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,in,[],203210,,,1610612744,10,20,2023-03-04T03:24:30Z,920000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
94,PT04M24.00S,2023-03-04T03:24:14.5Z,1,REGULAR,substitution,in,[],1630184,,,1610612744,10,20,2023-03-04T03:24:30Z,930000,False,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
95,PT04M01.00S,2023-03-04T03:25:03.3Z,1,REGULAR,3pt,Jump Shot,[],1630237,26.888961892247043,81.37254901960785,1610612744,10,20,2023-03-04T03:25:12Z,940000,False,-157.0,200.0,1,left,MISS A. Lamb 25' step back 3PT,[1630237],1610612744.0,GSW,step back,,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
96,PT03M59.00S,2023-03-04T03:25:05.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,10,20,2023-03-04T03:25:12Z,950000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,95.0,,,,,,,,,,
97,PT03M59.00S,2023-03-04T03:25:11.2Z,1,REGULAR,foul,personal,[],203210,,,1610612740,10,20,2023-03-04T03:25:20Z,960000,False,,,0,,J. Green loose ball personal FOUL (1 PF),"[203210, 1630529]",1610612744.0,GSW,loose ball,,,,,,Mid-Range,8-16 Right,,,,Green,J. Green,,,,2882.0,,,,,,,,1.0,0.0,Jones,1630529.0,,,
99,PT03M59.00S,2023-03-04T03:25:24.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,10,20,2023-03-04T03:25:31Z,980000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,,,,,,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2023-03-04T03:25:24.1Z,1,REGULAR,substitution,out,[],1630530,,,1610612740,10,20,2023-03-04T03:25:31Z,990000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2023-03-04T03:25:24.1Z,1,REGULAR,substitution,in,[],1630230,,,1610612740,10,20,2023-03-04T03:25:31Z,1000000,False,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,,,,,,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
102,PT03M59.00S,2023-03-04T03:25:24.1Z,1,REGULAR,substitution,in,[],1630700,,,1610612740,10,20,2023-03-04T03:25:31Z,1010000,False,,,0,,SUB in: D. Daniels,[1630700],1610612740.0,NOP,,,,,,,,,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2023-03-04T03:25:49.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612740,10,20,2023-03-04T03:26:03Z,1020000,False,,,0,,J. Kuminga shooting personal FOUL (1 PF) (Ingram 2 FT),"[1630228, 1627742]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,1193.0,,,,,,,,1.0,0.0,Ingram,1627742.0,,,
105,PT03M44.00S,2023-03-04T03:26:21.1Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,10,21,2023-03-04T03:26:21Z,1040000,False,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,5.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
106,PT03M44.00S,2023-03-04T03:26:26.2Z,1,REGULAR,substitution,out,[],202691,,,1610612740,10,21,2023-03-04T03:26:29Z,1050000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,,,,,,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,
107,PT03M44.00S,2023-03-04T03:26:26.2Z,1,REGULAR,substitution,in,[],1629673,,,1610612740,10,21,2023-03-04T03:26:29Z,1060000,False,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,,,,,,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
108,PT03M44.00S,2023-03-04T03:26:43.3Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,10,22,2023-03-04T03:26:43Z,1070000,False,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,6.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
109,PT03M25.00S,2023-03-04T03:27:07.2Z,1,REGULAR,turnover,out-of-bounds,[],1630228,,,1610612744,10,22,2023-03-04T03:27:15Z,1080000,False,,,0,,J. Kuminga lost ball out-of-bounds TURNOVER (1 TO),[1630228],1610612744.0,GSW,lost ball,,,,,,Restricted Area,0-8 Center,,,,Kuminga,J. Kuminga,,,,1193.0,1.0,,,,,,,,,,,,,
110,PT03M12.00S,2023-03-04T03:27:26.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630184,73.66951379763469,84.31372549019608,1610612740,10,25,2023-03-04T03:27:36Z,1090000,False,172.0,195.0,1,right,K. Lewis Jr. 25' 3PT pullup (3 PTS) (J. Hayes 1 AST),"[1630184, 1629637]",1610612740.0,NOP,pullup,,,,,,Above the Break 3,24+ Right Center,25.98,Made,3.0,Lewis Jr.,K. Lewis Jr.,J. Hayes,1629637.0,1.0,,,,,,,,,,,,,,,
113,PT02M51.00S,2023-03-04T03:27:53.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612744,10,25,2023-03-04T03:27:53Z,1120000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2023-03-04T03:30:59.1Z,1,REGULAR,2pt,Jump Shot,[],1630237,23.209592641261498,39.950980392156865,1610612744,10,25,2023-03-04T03:31:06Z,1130000,False,50.0,166.0,1,left,MISS A. Lamb 17' step back Shot,[1630237],1610612744.0,GSW,step back,,,,,,Mid-Range,16-24 Center,17.31,Missed,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,
115,PT02M43.00S,2023-03-04T03:31:02.1Z,1,REGULAR,rebound,offensive,[],203210,,,1610612744,10,25,2023-03-04T03:31:06Z,1140000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[203210],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Green,J. Green,,,,,,,,114.0,1.0,0.0,1.0,,,,,,,
116,PT02M42.00S,2023-03-04T03:31:03.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203210,7.835085413929041,52.20588235294118,1610612744,12,25,2023-03-04T03:31:40Z,1150000,False,-11.0,21.0,1,left,J. Green putback DUNK (2 PTS),[203210],1610612744.0,GSW,putback,,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,Green,J. Green,,,,,,,,,,,,,,,,,,
117,PT02M18.00S,2023-03-04T03:31:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630230,74.58935611038108,11.76470588235294,1610612740,12,28,2023-03-04T03:31:30Z,1160000,False,-191.0,186.0,1,right,N. Marshall 26' 3PT  (3 PTS) (D. Daniels 1 AST),"[1630230, 1630700]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Left Center,26.7,Made,3.0,Marshall,N. Marshall,D. Daniels,1630700.0,1.0,,,,,,,,,,,,,,,
119,PT02M07.00S,2023-03-04T03:31:40.2Z,1,REGULAR,foul,personal,[],1630184,,,1610612744,12,28,2023-03-04T03:31:48Z,1180000,False,,,0,,K. Lewis Jr. personal FOUL (1 PF),"[1630184, 1629673]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Lewis Jr.,K. Lewis Jr.,,,,202901.0,,,,,,,,1.0,0.0,Poole,1629673.0,,,
121,PT01M53.00S,2023-03-04T03:32:15.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,7.5722733245729295,48.77450980392157,1610612744,14,28,2023-03-04T03:32:19Z,1200000,False,6.0,19.0,1,left,J. Green driving DUNK (4 PTS) (T. Jerome 1 AST),"[203210, 1629660]",1610612744.0,GSW,driving,,,,,,Restricted Area,0-8 Center,1.97,Made,4.0,Green,J. Green,T. Jerome,1629660.0,1.0,,,,,,,,,,,,,,,
123,PT01M32.00S,2023-03-04T03:32:35.6Z,1,REGULAR,2pt,Layup,[],1630230,83.65637319316689,30.637254901960787,1610612740,14,30,2023-03-04T03:32:45Z,1220000,False,-97.0,101.0,1,right,N. Marshall 14' driving Layup (5 PTS),[1630230],1610612740.0,NOP,driving,,,,,,Mid-Range,8-16 Left,14.0,Made,5.0,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
125,PT01M13.00S,2023-03-04T03:32:54.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630237,7.440867279894875,51.9607843137255,1610612744,16,30,2023-03-04T03:33:00Z,1240000,False,-10.0,17.0,1,left,A. Lamb reverse Layup (2 PTS) (T. Jerome 2 AST),"[1630237, 1629660]",1610612744.0,GSW,reverse,,,,,,Restricted Area,0-8 Center,2.0,Made,2.0,Lamb,A. Lamb,T. Jerome,1629660.0,2.0,,,,,,,,,,,,,,,
127,PT01M07.00S,2023-03-04T03:33:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630228,,,1610612740,16,30,2023-03-04T03:33:10Z,1260000,False,,,0,,J. Kuminga personal FOUL (2 PF) (Ingram 2 FT),"[1630228, 1627742]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Kuminga,J. Kuminga,,,,1193.0,,,,,,,,2.0,0.0,Ingram,1627742.0,,,
129,PT01M07.00S,2023-03-04T03:33:34.4Z,1,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,16,31,2023-03-04T03:33:34Z,1280000,False,,,0,,B. Ingram Free Throw 1 of 2 (7 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,7.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
130,PT01M07.00S,2023-03-04T03:33:53.0Z,1,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,16,32,2023-03-04T03:33:53Z,1290000,False,,,0,,B. Ingram Free Throw 2 of 2 (8 PTS),[1627742],1610612740.0,NOP,,,,,,,,,,Made,8.0,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
131,PT00M53.70S,2023-03-04T03:34:08.2Z,1,REGULAR,3pt,Jump Shot,[],1629673,23.73521681997372,9.068627450980392,1610612744,16,32,2023-03-04T03:34:17Z,1300000,False,205.0,171.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,26.65,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
132,PT00M50.70S,2023-03-04T03:34:11.2Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,16,32,2023-03-04T03:34:19Z,1310000,False,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Ingram,B. Ingram,,,,,,,,131.0,3.0,3.0,0.0,,,,,,,
133,PT00M47.90S,2023-03-04T03:34:14.5Z,1,REGULAR,turnover,bad pass,[],1627742,,,1610612740,16,32,2023-03-04T03:34:22Z,1320000,False,,,0,,B. Ingram bad pass TURNOVER (2 TO),"[1627742, 1629673]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Center,,,,Ingram,B. Ingram,,,,,2.0,Poole,1629673.0,,,,,,,,,,,
134,PT00M47.90S,2023-03-04T03:34:14.5Z,1,REGULAR,steal,,[],1629673,,,1610612744,16,32,2023-03-04T03:34:16Z,1330000,False,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Center,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
135,PT00M46.50S,2023-03-04T03:34:19.2Z,1,REGULAR,foul,personal,[],1627742,,,1610612744,16,32,2023-03-04T03:34:47Z,1340000,False,,,0,,B. Ingram personal FOUL (1 PF),"[1627742, 1629673]",1610612740.0,NOP,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Ingram,B. Ingram,,,,202901.0,,,,,,,,1.0,0.0,Poole,1629673.0,,,
137,PT00M45.20S,2023-03-04T03:34:42.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630184,,,1610612744,16,32,2023-03-04T03:34:48Z,1360000,False,,,0,,K. Lewis Jr. personal FOUL (2 PF) (Poole 2 FT),"[1630184, 1629673]",1610612740.0,NOP,,,,,,,Above the Break 3,24+ Right Center,,,,Lewis Jr.,K. Lewis Jr.,,,,202901.0,,,,,,,,2.0,0.0,Poole,1629673.0,,,
139,PT00M45.20S,2023-03-04T03:35:13.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629673,,,1610612744,17,32,2023-03-04T03:35:13Z,1380000,False,,,0,,J. Poole Free Throw 1 of 2 (3 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,3.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
140,PT00M45.20S,2023-03-04T03:35:21.5Z,1,REGULAR,substitution,out,[],1630184,,,1610612744,17,32,2023-03-04T03:35:23Z,1390000,False,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,,,,,,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,
141,PT00M45.20S,2023-03-04T03:35:21.5Z,1,REGULAR,substitution,in,[],203468,,,1610612744,17,32,2023-03-04T03:35:23Z,1400000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,,,,,,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
142,PT00M45.20S,2023-03-04T03:35:37.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629673,,,1610612744,18,32,2023-03-04T03:35:37Z,1410000,False,,,0,,J. Poole Free Throw 2 of 2 (4 PTS),[1629673],1610612744.0,GSW,,,,,,,,,,Made,4.0,Poole,J. Poole,,,,,,,,,,,,,,,,,,
143,PT00M32.00S,2023-03-04T03:35:52.4Z,1,REGULAR,3pt,Jump Shot,[],1630230,91.80354796320631,4.901960784313726,1610612740,18,35,2023-03-04T03:35:57Z,1420000,False,-225.0,25.0,1,right,N. Marshall 3PT  (8 PTS) (B. Ingram 2 AST),"[1630230, 1627742]",1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,22.68,Made,8.0,Marshall,N. Marshall,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
145,PT00M18.00S,2023-03-04T03:36:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630228,11.12023653088042,4.901960784313726,1610612744,21,35,2023-03-04T03:36:15Z,1440000,False,225.0,52.0,1,left,J. Kuminga 3PT  (3 PTS) (A. Lamb 1 AST),"[1630228, 1630237]",1610612744.0,GSW,,,,,,,Right Corner 3,24+ Right,23.14,Made,3.0,Kuminga,J. Kuminga,A. Lamb,1630237.0,1.0,,,,,,,,,,,,,,,
147,PT00M02.20S,2023-03-04T03:36:30.3Z,1,REGULAR,3pt,Jump Shot,[],1630230,93.77463863337714,1.9607843137254901,1610612740,21,35,2023-03-04T03:37:58Z,1460000,False,-240.0,6.0,1,right,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,24.03,Missed,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
148,PT00M00.10S,2023-03-04T03:36:32.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,21,35,2023-03-04T03:37:58Z,1470000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,147.0,,,,,,,,,,
149,PT00M00.00S,2023-03-04T03:36:35.2Z,1,REGULAR,period,end,[],0,,,1610612740,21,35,2023-03-04T03:36:35Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,out,['startperiod'],1630228,,,1610612740,21,35,2023-03-04T03:39:20Z,1490000,False,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,,,,,,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,out,['startperiod'],1629660,,,1610612740,21,35,2023-03-04T03:39:20Z,1500000,False,,,0,,SUB out: T. Jerome,[1629660],1610612744.0,GSW,,,,,,,,,,,,Jerome,T. Jerome,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,21,35,2023-03-04T03:39:20Z,1510000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,,,,,,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,21,35,2023-03-04T03:39:20Z,1520000,False,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,,,,,,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,in,['startperiod'],1630541,,,1610612740,21,35,2023-03-04T03:39:20Z,1530000,False,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,,,,,,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612740,21,35,2023-03-04T03:39:20Z,1540000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,,,,,,,,,Green,D. Green,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,21,35,2023-03-04T03:39:20Z,1550000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,,,,,,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-03-04T03:38:51.2Z,2,REGULAR,substitution,in,['startperiod'],1626195,,,1610612740,21,35,2023-03-04T03:39:20Z,1560000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,,,,,,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-03-04T03:39:13.0Z,2,REGULAR,period,start,[],0,,,1610612744,21,35,2023-03-04T03:39:21Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M42.00S,2023-03-04T03:39:29.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,12.040078843626807,45.34313725490196,1610612744,21,35,2023-03-04T03:39:37Z,1580000,False,23.0,61.0,1,left,MISS J. Green 6' driving DUNK,[203210],1610612744.0,GSW,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.5,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
160,PT11M40.00S,2023-03-04T03:39:31.7Z,2,REGULAR,rebound,offensive,[],1630541,,,1610612744,21,35,2023-03-04T03:39:48Z,1590000,False,,,0,,M. Moody REBOUND (Off:1 Def:0),[1630541],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Moody,M. Moody,,,,,,,,159.0,1.0,0.0,1.0,,,,,,,
161,PT11M40.00S,2023-03-04T03:39:34.0Z,2,REGULAR,turnover,traveling,[],1630541,,,1610612744,21,35,2023-03-04T03:39:42Z,1600000,False,,,0,,M. Moody traveling TURNOVER (1 TO),[1630541],1610612744.0,GSW,,,,,,,Above the Break 3,24+ Right Center,,,,Moody,M. Moody,,,,2882.0,1.0,,,,,,,,,,,,,
162,PT11M29.00S,2023-03-04T03:39:57.0Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612740,21,35,2023-03-04T03:45:25Z,1610000,False,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612740.0,NOP,bad pass,,,,,,Above the Break 3,24+ Center,,,,McCollum,C. McCollum,,,,,1.0,,,,,,,,,,,,,
163,PT11M15.00S,2023-03-04T03:40:20.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630237,22.815374507227332,86.76470588235294,1610612744,24,35,2023-03-04T03:40:24Z,1620000,False,-184.0,162.0,1,left,A. Lamb 24' 3PT  (5 PTS) (J. Green 1 AST),"[1630237, 203210]",1610612744.0,GSW,,,,,,,Above the Break 3,24+ Left Center,24.5,Made,5.0,Lamb,A. Lamb,J. Green,203210.0,1.0,,,,,,,,,,,,,,,
165,PT11M04.00S,2023-03-04T03:40:31.5Z,2,REGULAR,2pt,Jump Shot,[],203468,74.58935611038108,52.94117647058824,1610612740,24,35,2023-03-04T03:40:36Z,1640000,False,15.0,186.0,1,right,MISS C. McCollum 18' pullup Shot,[203468],1610612740.0,NOP,pullup,,,,,,Mid-Range,16-24 Center,18.7,Missed,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,
166,PT11M02.00S,2023-03-04T03:40:33.5Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,24,35,2023-03-04T03:40:36Z,1650000,False,,,0,,J. Green REBOUND (Off:1 Def:1),[203210],1610612744.0,GSW,,,,,,,Mid-Range,16-24 Center,,,,Green,J. Green,,,,,,,,165.0,2.0,1.0,1.0,,,,,,,
167,PT10M58.00S,2023-03-04T03:40:42.2Z,2,REGULAR,foul,personal,[],1630700,,,1610612744,24,35,2023-03-04T03:40:50Z,1660000,False,,,0,,D. Daniels personal FOUL (1 PF),"[1630700, 203110]",1610612740.0,NOP,,,,,,,Mid-Range,16-24 Center,,,,Daniels,D. Daniels,,,,202901.0,,,,,,,,1.0,0.0,Green,203110.0,,,
169,PT10M53.00S,2023-03-04T03:41:10.1Z,2,REGULAR,2pt,Jump Shot,[],1629673,20.581471747700395,20.34313725490196,1610612744,24,35,2023-03-04T03:41:14Z,1680000,False,148.0,141.0,1,left,MISS J. Poole 20' pullup Shot,[1629673],1610612744.0,GSW,pullup,,,,,,Mid-Range,16-24 Right Center,20.46,Missed,,Poole,J. Poole,,,,,,,,,,,,,,,,,,
170,PT10M51.00S,2023-03-04T03:41:12.1Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,24,35,2023-03-04T03:43:06Z,1690000,False,,,0,,W. Hernangomez REBOUND (Off:0 Def:4),[1626195],1610612740.0,NOP,,,,,,,Mid-Range,16-24 Right Center,,,,Hernangomez,W. Hernangomez,,,,,,,,169.0,4.0,4.0,0.0,,,,,,,
171,PT10M40.00S,2023-03-04T03:41:25.3Z,2,REGULAR,foul,personal,['2freethrow'],203110,,,1610612740,24,35,2023-03-04T03:41:31Z,1700000,False,,,0,,D. Green shooting personal FOUL (3 PF) (Hernangomez 2 FT),"[203110, 1626195]",1610612744.0,GSW,shooting,,,,,,Restricted Area,0-8 Center,,,,Green,D. Green,,,,1193.0,,,,,,,,3.0,0.0,Hernangomez,1626195.0,,,
173,PT10M40.00S,2023-03-04T03:41:54.8Z,2,REGULAR,freethrow,1 of 2,[],1626195,,,1610612740,24,36,2023-03-04T03:41:54Z,1720000,False,,,0,,W. Hernangomez Free Throw 1 of 2 (3 PTS),[1626195],1610612740.0,NOP,,,,,,,,,,Made,3.0,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
174,PT10M40.00S,2023-03-04T03:42:12.9Z,2,REGULAR,freethrow,2 of 2,[],1626195,,,1610612740,24,37,2023-03-04T03:42:12Z,1730000,False,,,0,,W. Hernangomez Free Throw 2 of 2 (4 PTS),[1626195],1610612740.0,NOP,,,,,,,,,,Made,4.0,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,
175,PT10M31.00S,2023-03-04T03:42:23.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203210,8.229303547963205,49.754901960784316,1610612744,26,37,2023-03-04T03:42:27Z,1740000,False,1.0,25.0,1,left,J. Green cutting DUNK (6 PTS) (D. Green 1 AST),"[203210, 203110]",1610612744.0,GSW,cutting,,,,,,Restricted Area,0-8 Center,2.49,Made,6.0,Green,J. Green,D. Green,203110.0,1.0,,,,,,,,,,,,,,,
177,PT10M13.00S,2023-03-04T03:42:42.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,90.62089356110381,55.63725490196079,1610612740,26,37,2023-03-04T03:42:46Z,1760000,False,28.0,36.0,1,right,MISS N. Marshall driving Layup,[1630230],1610612740.0,NOP,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,
178,PT10M11.00S,2023-03-04T03:42:44.7Z,2,REGULAR,rebound,defensive,[],203210,,,1610612744,26,37,2023-03-04T03:42:48Z,1770000,False,,,0,,J. Green REBOUND (Off:1 Def:2),[203210],1610612744.0,GSW,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Green,J. Green,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,
