actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT05M35.00S,2022-12-03T03:26:02.6Z,1,REGULAR,substitution,in,[],1629632,,,1610612744,17,17,2022-12-03T03:26:17Z,920000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M21.00S,2022-12-03T03:26:30.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,32.802233902759525,77.94117647058823,1610612744,20,17,2022-12-03T03:26:34Z,930000,False,-140.0,256.0,1,left,J. Poole 29' 3PT pullup (3 PTS),[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,29.15,Made,3.0,,,,,,,,,,,,,,,,,
97,PT05M12.00S,2022-12-03T03:26:39.8Z,1,REGULAR,3pt,Jump Shot,[],203897,68.41327201051249,27.205882352941174,1610612741,20,17,2022-12-03T03:26:44Z,940000,False,-114.0,244.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612741.0,CHI,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.97,Missed,,,,,,,,,,,,,,,,,,
98,PT05M09.00S,2022-12-03T03:26:42.8Z,1,REGULAR,rebound,defensive,[],1626172,,,1610612744,20,17,2022-12-03T03:26:44Z,950000,False,,,0,,K. Looney REBOUND (Off:0 Def:1),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,Above the Break 3,24+ Left Center,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,
99,PT05M01.00S,2022-12-03T03:26:50.8Z,1,REGULAR,3pt,Jump Shot,[],1629673,33.065045992115635,60.29411764705882,1610612744,20,17,2022-12-03T03:27:40Z,960000,False,-51.0,258.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.34,Missed,,,,,,,,,,,,,,,,,,
100,PT04M59.00S,2022-12-03T03:26:52.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,20,17,2022-12-03T03:27:07Z,970000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,99.0,,,,,,,,,,,
101,PT04M59.00S,2022-12-03T03:26:56.0Z,1,REGULAR,foul,personal,[],1629632,,,1610612744,20,17,2022-12-03T03:27:00Z,980000,False,,,0,,C. White loose ball personal FOUL (1 PF),"[1629632, 1626172]",1610612741.0,CHI,loose ball,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,2715.0,1.0,0.0,Looney,1626172.0,,,,,,,,,,,,
103,PT04M59.00S,2022-12-03T03:27:05.5Z,1,REGULAR,substitution,out,[],1626172,,,1610612744,20,17,2022-12-03T03:27:08Z,1000000,False,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M59.00S,2022-12-03T03:27:05.5Z,1,REGULAR,substitution,in,[],203210,,,1610612744,20,17,2022-12-03T03:27:08Z,1010000,False,,,0,,SUB in: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M50.00S,2022-12-03T03:27:25.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629673,34.11629434954008,49.754901960784316,1610612744,23,17,2022-12-03T03:27:33Z,1030000,False,1.0,268.0,1,left,J. Poole 26' 3PT  (6 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,26.82,Made,6.0,,,,,,,,,,,,,,,,,
107,PT04M40.00S,2022-12-03T03:27:34.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202696,73.53810775295663,14.705882352941178,1610612741,23,20,2022-12-03T03:27:46Z,1040000,False,-176.0,196.0,1,right,N. Vucevic 26' 3PT  (9 PTS) (A. Dosunmu 1 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,26.39,Made,9.0,,,,,,,,,,,A. Dosunmu,1630245.0,1.0,,,,
109,PT04M26.00S,2022-12-03T03:27:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202691,8.886333771353483,54.90196078431373,1610612744,25,20,2022-12-03T03:27:57Z,1060000,False,-25.0,31.0,1,left,K. Thompson driving Layup (7 PTS) (D. DiVincenzo 1 AST),"[202691, 1628978]",1610612744.0,GSW,driving,,,Thompson,K. Thompson,,,,,Restricted Area,0-8 Center,3.95,Made,7.0,,,,,,,,,,,D. DiVincenzo,1628978.0,1.0,,,,
111,PT04M26.00S,2022-12-03T03:27:54.7Z,1,REGULAR,foul,personal,['1freethrow'],1629632,,,1610612744,25,20,2022-12-03T03:28:05Z,1080000,False,,,0,,C. White shooting personal FOUL (2 PF) (Thompson 1 FT),"[1629632, 202691]",1610612741.0,CHI,shooting,,,White,C. White,,,,,Restricted Area,0-8 Center,,,,1627541.0,2.0,0.0,Thompson,202691.0,,,,,,,,,,,,
113,PT04M26.00S,2022-12-03T03:28:21.0Z,1,REGULAR,freethrow,1 of 1,[],202691,,,1610612744,26,20,2022-12-03T03:28:21Z,1100000,False,,,0,,K. Thompson Free Throw 1 of 1 (8 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
114,PT04M18.00S,2022-12-03T03:28:30.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,91.01511169513797,44.11764705882353,1610612741,26,22,2022-12-03T03:28:38Z,1110000,False,-29.0,32.0,1,right,A. Dosunmu driving Layup (5 PTS),[1630245],1610612741.0,CHI,driving,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,4.35,Made,5.0,,,,,,,,,,,,,,,,,
115,PT04M03.00S,2022-12-03T03:28:44.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,28.465834428383708,81.61764705882352,1610612744,29,22,2022-12-03T03:28:49Z,1120000,False,-158.0,215.0,1,left,J. Poole 26' 3PT  (9 PTS) (K. Thompson 2 AST),"[1629673, 202691]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.7,Made,9.0,,,,,,,,,,,K. Thompson,202691.0,2.0,,,,
117,PT03M44.00S,2022-12-03T03:29:04.0Z,1,REGULAR,2pt,Jump Shot,[],1630245,74.85216819973719,53.18627450980392,1610612741,29,24,2022-12-03T03:29:09Z,1140000,False,16.0,184.0,1,right,A. Dosunmu 18' pullup Jump Shot (7 PTS),[1630245],1610612741.0,CHI,pullup,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,16-24 Center,18.46,Made,7.0,,,,,,,,,,,,,,,,,
118,PT03M34.00S,2022-12-03T03:29:15.7Z,1,REGULAR,turnover,out-of-bounds,[],1629673,,,1610612744,29,24,2022-12-03T03:29:33Z,1150000,False,,,0,,J. Poole bad pass out-of-bounds TURNOVER (1 TO),[1629673],1610612744.0,GSW,bad pass,,,Poole,J. Poole,,,,,Above the Break 3,24+ Center,,,,2715.0,,,,,,,,,1.0,,,,,,,
119,PT03M34.00S,2022-12-03T03:29:25.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,29,24,2022-12-03T03:29:25Z,1160000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M34.00S,2022-12-03T03:32:16.7Z,1,REGULAR,substitution,out,[],203110,,,1610612741,29,24,2022-12-03T03:32:32Z,1170000,False,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M34.00S,2022-12-03T03:32:16.7Z,1,REGULAR,substitution,in,[],1630228,,,1610612741,29,24,2022-12-03T03:32:32Z,1180000,False,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M16.00S,2022-12-03T03:33:01.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630172,93.77463863337714,73.77450980392157,1610612741,29,24,2022-12-03T03:33:06Z,1190000,False,119.0,6.0,1,right,MISS P. Williams 11' pullup Shot,[1630172],1610612741.0,CHI,pullup,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,11.91,Missed,,,,,,,,,,,,,,,,,,
123,PT03M13.00S,2022-12-03T03:33:04.8Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612744,29,24,2022-12-03T03:33:06Z,1200000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Right,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
124,PT03M01.00S,2022-12-03T03:33:17.2Z,1,REGULAR,3pt,Jump Shot,[],203210,25.04927726675427,85.5392156862745,1610612744,29,24,2022-12-03T03:33:23Z,1210000,False,-178.0,183.0,1,left,MISS J. Green 25' 3PT,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.51,Missed,,,,,,,,,,,,,,,,,,
125,PT02M57.00S,2022-12-03T03:33:21.2Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,29,24,2022-12-03T03:33:23Z,1220000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,,124.0,1.0,1.0,0.0,,,,,,,,
126,PT02M52.00S,2022-12-03T03:33:26.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,68.9388961892247,22.30392156862745,1610612741,29,24,2022-12-03T03:33:32Z,1230000,False,-138.0,239.0,1,right,MISS C. White 27' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Left Center,27.67,Missed,,,,,,,,,,,,,,,,,,
127,PT02M49.00S,2022-12-03T03:33:29.3Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,29,24,2022-12-03T03:33:32Z,1240000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:1),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Left Center,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,
128,PT02M44.00S,2022-12-03T03:33:34.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628978,8.360709592641262,3.9215686274509802,1610612744,29,24,2022-12-03T03:36:22Z,1250000,False,230.0,26.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
129,PT02M40.00S,2022-12-03T03:33:38.1Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,29,24,2022-12-03T03:33:43Z,1260000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,
130,PT02M34.00S,2022-12-03T03:33:45.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203210,,,1610612741,29,24,2022-12-03T03:33:57Z,1270000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Vucevic 2 FT),"[203210, 202696]",1610612744.0,GSW,shooting,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,202037.0,1.0,0.0,Vucevic,202696.0,,,,,,,,,,,,
132,PT02M34.00S,2022-12-03T03:34:15.7Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,29,25,2022-12-03T03:34:15Z,1290000,False,,,0,,N. Vucevic Free Throw 1 of 2 (10 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
133,PT02M34.00S,2022-12-03T03:34:16.5Z,1,REGULAR,substitution,out,[],1629632,,,1610612741,29,25,2022-12-03T03:34:34Z,1300000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M34.00S,2022-12-03T03:34:16.5Z,1,REGULAR,substitution,out,[],203897,,,1610612741,29,25,2022-12-03T03:34:34Z,1310000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M34.00S,2022-12-03T03:34:16.5Z,1,REGULAR,substitution,in,[],201609,,,1610612741,29,25,2022-12-03T03:34:34Z,1320000,False,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M34.00S,2022-12-03T03:34:16.5Z,1,REGULAR,substitution,in,[],201942,,,1610612741,29,25,2022-12-03T03:34:34Z,1330000,False,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M34.00S,2022-12-03T03:34:36.1Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,29,26,2022-12-03T03:34:36Z,1340000,False,,,0,,N. Vucevic Free Throw 2 of 2 (11 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
138,PT02M24.00S,2022-12-03T03:34:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,28.86005256241787,78.67647058823529,1610612744,32,26,2022-12-03T03:34:50Z,1350000,False,-143.0,219.0,1,left,J. Poole 26' 3PT  (12 PTS) (J. Kuminga 1 AST),"[1629673, 1630228]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.16,Made,12.0,,,,,,,,,,,J. Kuminga,1630228.0,1.0,,,,
140,PT02M06.00S,2022-12-03T03:35:03.5Z,1,REGULAR,3pt,Jump Shot,[],1630172,76.82325886990802,7.352941176470589,1610612741,32,29,2022-12-03T03:35:07Z,1370000,False,-213.0,165.0,1,right,P. Williams 26' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1630172, 201942]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,26.98,Made,3.0,,,,,,,,,,,D. DeRozan,201942.0,2.0,,,,
142,PT01M56.00S,2022-12-03T03:35:18.3Z,1,REGULAR,foul,personal,[],1630245,,,1610612744,32,29,2022-12-03T03:35:30Z,1390000,False,,,0,,A. Dosunmu personal FOUL (1 PF),"[1630245, 1629673]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Mid-Range,8-16 Right,,,,2715.0,1.0,0.0,Poole,1629673.0,,,,,,,,,,,,
144,PT01M56.00S,2022-12-03T03:35:34.5Z,1,REGULAR,substitution,out,[],202696,,,1610612744,32,29,2022-12-03T03:35:36Z,1410000,False,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M56.00S,2022-12-03T03:35:34.5Z,1,REGULAR,substitution,in,[],203083,,,1610612744,32,29,2022-12-03T03:35:36Z,1420000,False,,,0,,SUB in: A. Drummond,[203083],1610612741.0,CHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M41.00S,2022-12-03T03:35:50.5Z,1,REGULAR,3pt,Jump Shot,[],1629673,30.042706964520367,77.45098039215686,1610612744,32,29,2022-12-03T03:35:57Z,1430000,False,-137.0,230.0,1,left,MISS J. Poole 26' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,26.78,Missed,,,,,,,,,,,,,,,,,,
147,PT01M39.00S,2022-12-03T03:35:52.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,29,2022-12-03T03:35:57Z,1440000,False,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,146.0,,,,,,,,,,,
148,PT01M39.00S,2022-12-03T03:35:54.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612744,32,29,2022-12-03T03:36:01Z,1450000,False,,,0,,GSW shot clock Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,Mid-Range,8-16 Right,,,,1627541.0,,,,,,,,,,,,,,,,
149,PT01M27.00S,2022-12-03T03:36:21.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628978,,,1610612741,32,29,2022-12-03T03:36:29Z,1460000,False,,,0,,D. DiVincenzo personal FOUL (1 PF) (DeRozan 2 FT),"[1628978, 201942]",1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left,,,,2715.0,1.0,0.0,DeRozan,201942.0,,,,,,,,,,,,
151,PT01M27.00S,2022-12-03T03:36:46.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],201942,,,1610612741,32,30,2022-12-03T03:36:46Z,1480000,False,,,0,,D. DeRozan Free Throw 1 of 2 (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
152,PT01M27.00S,2022-12-03T03:37:01.8Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],201942,,,1610612741,32,31,2022-12-03T03:37:01Z,1490000,False,,,0,,D. DeRozan Free Throw 2 of 2 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
153,PT01M03.00S,2022-12-03T03:37:27.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,9.149145860709593,57.35294117647059,1610612744,34,31,2022-12-03T03:37:32Z,1500000,False,-37.0,34.0,1,left,J. Poole driving finger roll Layup (14 PTS),[1629673],1610612744.0,GSW,driving finger roll,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,14.0,,,,,,,,,,,,,,,,,
154,PT00M55.90S,2022-12-03T03:37:37.8Z,1,REGULAR,foul,offensive,[],1630172,,,1610612741,34,31,2022-12-03T03:37:44Z,1510000,False,,,0,,P. Williams offensive FOUL (1 PF),"[1630172, 1630228]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,202037.0,1.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,
156,PT00M55.90S,2022-12-03T03:37:37.8Z,1,REGULAR,turnover,offensive foul,[],1630172,,,1610612741,34,31,2022-12-03T03:37:37Z,1530000,False,,,0,,P. Williams offensive foul TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,,202037.0,,,,,,,,,1.0,,,,,,,
157,PT00M43.80S,2022-12-03T03:38:04.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630172,,,1610612744,34,31,2022-12-03T03:38:12Z,1540000,False,,,0,,P. Williams personal FOUL (2 PF) (Kuminga 2 FT),"[1630172, 1630228]",1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Right,,,,1627541.0,2.0,0.0,Kuminga,1630228.0,,,,,,,,,,,,
159,PT00M43.80S,2022-12-03T03:38:34.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630228,,,1610612744,35,31,2022-12-03T03:38:53Z,1560000,False,,,0,,J. Kuminga Free Throw 1 of 2 (1 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
160,PT00M43.80S,2022-12-03T03:38:34.7Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630228,,,1610612744,35,31,2022-12-03T03:38:53Z,1570000,False,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT00M42.20S,2022-12-03T03:38:36.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,35,31,2022-12-03T03:38:53Z,1580000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,,,,
162,PT00M30.50S,2022-12-03T03:39:04.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630172,92.06636005256242,43.38235294117647,1610612741,35,33,2022-12-03T03:39:09Z,1590000,False,-33.0,22.0,1,right,P. Williams cutting DUNK (5 PTS) (A. Drummond 1 AST),"[1630172, 203083]",1610612741.0,CHI,cutting,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,3.98,Made,5.0,,,,,,,,,,,A. Drummond,203083.0,1.0,,,,
164,PT00M13.10S,2022-12-03T03:39:23.7Z,1,REGULAR,3pt,Jump Shot,[],1629673,23.47240473061761,7.8431372549019605,1610612744,35,33,2022-12-03T03:39:28Z,1610000,False,211.0,168.0,1,left,MISS J. Poole 26' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Right Center,26.96,Missed,,,,,,,,,,,,,,,,,,
165,PT00M09.90S,2022-12-03T03:39:27.0Z,1,REGULAR,rebound,defensive,[],201942,,,1610612741,35,33,2022-12-03T03:39:27Z,1620000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,164.0,3.0,3.0,0.0,,,,,,,,
166,PT00M01.00S,2022-12-03T03:39:38.3Z,1,REGULAR,turnover,traveling,[],201942,,,1610612741,35,33,2022-12-03T03:39:43Z,1630000,False,,,0,,D. DeRozan traveling TURNOVER (1 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,,2715.0,,,,,,,,,1.0,,,,,,,
167,PT00M01.00S,2022-12-03T03:39:43.7Z,1,REGULAR,substitution,out,[],203210,,,1610612744,35,33,2022-12-03T03:39:51Z,1640000,False,,,0,,SUB out: J. Green,[203210],1610612744.0,GSW,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M01.00S,2022-12-03T03:39:43.7Z,1,REGULAR,substitution,in,[],201939,,,1610612744,35,33,2022-12-03T03:39:51Z,1650000,False,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M00.00S,2022-12-03T03:40:08.6Z,1,REGULAR,period,end,[],0,,,1610612744,35,33,2022-12-03T03:40:08Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,out,['startperiod'],1628978,,,1610612744,35,33,2022-12-03T03:43:28Z,1670000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612744.0,GSW,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,out,['startperiod'],202691,,,1610612744,35,33,2022-12-03T03:43:28Z,1680000,False,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612744,35,33,2022-12-03T03:43:28Z,1690000,False,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,out,['startperiod'],1630245,,,1610612744,35,33,2022-12-03T03:43:28Z,1700000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,in,['startperiod'],203952,,,1610612744,35,33,2022-12-03T03:43:28Z,1710000,False,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,in,['startperiod'],1630237,,,1610612744,35,33,2022-12-03T03:43:28Z,1720000,False,,,0,,SUB in: A. Lamb,[1630237],1610612744.0,GSW,,,,Lamb,A. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,in,['startperiod'],203110,,,1610612744,35,33,2022-12-03T03:43:28Z,1730000,False,,,0,,SUB in: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-12-03T03:43:10.2Z,2,REGULAR,substitution,in,['startperiod'],1627936,,,1610612744,35,33,2022-12-03T03:43:28Z,1740000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-12-03T03:43:46.6Z,2,REGULAR,period,start,[],0,,,1610612741,35,33,2022-12-03T03:43:46Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M49.00S,2022-12-03T03:43:57.2Z,2,REGULAR,2pt,Jump Shot,[],201942,77.34888304862024,71.56862745098039,1610612741,35,33,2022-12-03T03:44:02Z,1760000,False,108.0,160.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.33,Missed,,,,,,,,,,,,,,,,,,
180,PT11M45.00S,2022-12-03T03:44:01.2Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,35,33,2022-12-03T03:44:02Z,1770000,False,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Mid-Range,16-24 Right Center,,,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,
181,PT11M25.00S,2022-12-03T03:44:22.8Z,2,REGULAR,turnover,traveling,[],1630228,,,1610612744,35,33,2022-12-03T03:44:28Z,1780000,False,,,0,,J. Kuminga traveling TURNOVER (1 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,Above the Break 3,24+ Right Center,,,,2715.0,,,,,,,,,1.0,,,,,,,
