actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
88,PT05M40.00S,2023-12-07T00:53:04.9Z,1,REGULAR,substitution,out,[],1630560,,,1610612737,22,15,2023-12-07T00:53:08Z,880000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M40.00S,2023-12-07T00:53:04.9Z,1,REGULAR,substitution,in,[],1627827,,,1610612737,22,15,2023-12-07T00:53:08Z,890000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M23.00S,2023-12-07T00:53:33.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629631,30.699737187910642,67.40196078431373,1610612737,22,15,2023-12-07T00:53:37Z,900000,False,-87.0,236.0,1,left,MISS D. Hunter 25' pullup 3PT,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.16,Missed,,,,,,,,,,
91,PT05M20.00S,2023-12-07T00:53:36.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,22,15,2023-12-07T00:53:37Z,910000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,90.0,,,,,1.0,1.0,0.0,,
92,PT05M15.00S,2023-12-07T00:53:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203915,93.11760840998686,50.98039215686274,1610612751,22,15,2023-12-07T00:53:53Z,920000,False,5.0,12.0,1,right,MISS S. Dinwiddie driving Layup,[203915],1610612751.0,BKN,driving,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,,,,,,,1.31,Missed,,,,,,,,,,
93,PT05M13.00S,2023-12-07T00:53:43.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612737,22,15,2023-12-07T00:53:53Z,930000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,92.0,,,,,,,,,
95,PT04M59.00S,2023-12-07T00:54:02.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,7.5722733245729295,46.81372549019608,1610612737,22,15,2023-12-07T00:54:07Z,950000,False,16.0,19.0,1,left,MISS D. Hunter Layup - blocked,"[1629631, 1630549]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,2.45,Missed,,,,,,,,,Sharpe,1630549.0
96,PT04M59.00S,2023-12-07T00:54:02.5Z,1,REGULAR,block,,[],1630549,,,1610612737,22,15,2023-12-07T00:54:05Z,960000,False,,,0,,D. Sharpe BLOCK (1 BLK),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M55.00S,2023-12-07T00:54:06.5Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612751,22,15,2023-12-07T00:54:07Z,970000,False,,,0,,M. Bridges REBOUND (Off:0 Def:3),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,,95.0,,,,,3.0,3.0,0.0,,
98,PT04M51.00S,2023-12-07T00:54:12.2Z,1,REGULAR,turnover,lost ball,[],1628969,,,1610612751,22,15,2023-12-07T00:54:33Z,980000,False,,,0,,M. Bridges lost ball TURNOVER (1 TO),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Center,,,,,,1.0,,,,,,,,,,,,,,
99,PT04M50.00S,2023-12-07T00:54:19.9Z,1,REGULAR,foul,personal,[],1628969,,,1610612737,22,15,2023-12-07T00:54:27Z,990000,False,,,0,,M. Bridges loose ball personal FOUL (2 PF),"[1628969, 1629631]",1610612751.0,BKN,loose ball,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,203591.0,2.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
101,PT04M39.00S,2023-12-07T00:54:52.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,18.478975032851512,42.40196078431372,1610612737,22,15,2023-12-07T00:54:57Z,1010000,False,38.0,121.0,1,left,MISS D. Hunter 12' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,12.7,Missed,,,,,,,,,,
102,PT04M36.00S,2023-12-07T00:54:55.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,22,15,2023-12-07T00:54:57Z,1020000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,101.0,,,,,2.0,2.0,0.0,,
103,PT04M29.00S,2023-12-07T00:55:02.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,75.90341655716163,87.5,1610612751,22,18,2023-12-07T00:55:07Z,1030000,False,188.0,174.0,1,right,M. Bridges 25' 3PT  (6 PTS) (C. Johnson 1 AST),"[1628969, 1629661]",1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,,,,,,,25.58,Made,,6.0,C. Johnson,1629661.0,1.0,,,,,
105,PT04M29.00S,2023-12-07T00:55:10.0Z,1,REGULAR,foul,personal,['1freethrow'],1627749,,,1610612751,22,18,2023-12-07T00:58:19Z,1050000,False,,,0,,D. Murray flagrant-type-1 personal FOUL (1 PF) (Bridges 1 FT),"[1627749, 1628969]",1610612737.0,ATL,flagrant-type-1,,,Murray,D. Murray,,,,,Above the Break 3,24+ Right Center,203591.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
108,PT04M29.00S,2023-12-07T00:57:40.8Z,1,REGULAR,freethrow,1 of 1,[],1628969,,,1610612751,22,19,2023-12-07T00:58:30Z,1080000,False,,,0,,M. Bridges flagrant Free Throw 1 of 1 (7 PTS),[1628969],1610612751.0,BKN,flagrant,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,Made,,7.0,,,,,,,,
109,PT04M20.00S,2023-12-07T00:58:04.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627827,88.25558475689881,50.49019607843137,1610612751,22,19,2023-12-07T00:58:11Z,1090000,False,2.0,58.0,1,right,MISS D. Finney-Smith Layup,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.8,Missed,,,,,,,,,,
110,PT04M17.00S,2023-12-07T00:58:07.6Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,19,2023-12-07T00:58:07Z,1100000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,109.0,,,,,1.0,0.0,1.0,,
111,PT04M15.00S,2023-12-07T00:58:09.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630549,86.28449408672799,44.6078431372549,1610612751,22,19,2023-12-07T00:58:15Z,1110000,False,-27.0,76.0,1,right,MISS D. Sharpe 8' putback Layup,[1630549],1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,8.1,Missed,,,,,,,,,,
112,PT04M13.00S,2023-12-07T00:58:11.0Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,19,2023-12-07T00:58:11Z,1120000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,111.0,,,,,2.0,0.0,2.0,,
113,PT04M13.00S,2023-12-07T00:58:11.8Z,1,REGULAR,turnover,bad pass,[],1630549,,,1610612751,22,19,2023-12-07T00:58:18Z,1130000,False,,,0,,D. Sharpe bad pass TURNOVER (2 TO),"[1630549, 1629726]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,2.0,Mathews,1629726.0,,,,,,,,,,,,
114,PT04M13.00S,2023-12-07T00:58:11.8Z,1,REGULAR,steal,,[],1629726,,,1610612737,22,19,2023-12-07T00:58:14Z,1140000,False,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT04M02.00S,2023-12-07T00:58:21.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627749,21.369908015768726,90.68627450980392,1610612737,22,19,2023-12-07T00:58:26Z,1150000,False,-203.0,148.0,1,left,MISS D. Murray 25' pullup 3PT - blocked,"[1627749, 1628969]",1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.18,Missed,,,,,,,,,Bridges,1628969.0
116,PT04M02.00S,2023-12-07T00:58:21.9Z,1,REGULAR,block,,[],1628969,,,1610612737,22,19,2023-12-07T00:58:25Z,1160000,False,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
117,PT03M59.00S,2023-12-07T00:58:24.9Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612751,22,19,2023-12-07T00:58:26Z,1170000,False,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,115.0,,,,,3.0,3.0,0.0,,
118,PT03M45.00S,2023-12-07T00:58:39.5Z,1,REGULAR,3pt,Jump Shot,[],1629661,70.38436268068331,23.774509803921568,1610612751,22,19,2023-12-07T00:58:45Z,1180000,False,-131.0,226.0,1,right,MISS C. Johnson 26' 3PT,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.12,Missed,,,,,,,,,,
119,PT03M43.00S,2023-12-07T00:58:41.5Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,19,2023-12-07T00:58:45Z,1190000,False,,,0,,D. Sharpe REBOUND (Off:3 Def:0),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,118.0,,,,,3.0,0.0,3.0,,
120,PT03M43.00S,2023-12-07T00:58:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1629726,,,1610612751,22,19,2023-12-07T00:59:03Z,1200000,False,,,0,,G. Mathews shooting personal FOUL (1 PF) (Sharpe 2 FT),"[1629726, 1630549]",1610612737.0,ATL,shooting,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,203592.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
122,PT03M43.00S,2023-12-07T00:59:06.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630549,,,1610612751,22,19,2023-12-07T00:59:06Z,1220000,False,,,0,,MISS D. Sharpe Free Throw 1 of 2,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
123,PT03M43.00S,2023-12-07T00:59:06.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,22,19,2023-12-07T00:59:06Z,1230000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,122.0,,,,,,,,,
124,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,out,[],1629631,,,1610612751,22,19,2023-12-07T00:59:18Z,1240000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,out,[],1629661,,,1610612751,22,19,2023-12-07T00:59:18Z,1250000,False,,,0,,SUB out: C. Johnson,[1629661],1610612751.0,BKN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,out,[],203915,,,1610612751,22,19,2023-12-07T00:59:18Z,1260000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,in,[],202083,,,1610612751,22,19,2023-12-07T00:59:18Z,1270000,False,,,0,,SUB in: W. Matthews,[202083],1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,in,[],1626220,,,1610612751,22,19,2023-12-07T00:59:18Z,1280000,False,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M43.00S,2023-12-07T00:59:07.7Z,1,REGULAR,substitution,in,[],1628372,,,1610612751,22,19,2023-12-07T00:59:18Z,1290000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M43.00S,2023-12-07T00:59:32.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630549,,,1610612751,22,20,2023-12-07T00:59:32Z,1300000,False,,,0,,D. Sharpe Free Throw 2 of 2 (1 PTS),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,
131,PT03M29.00S,2023-12-07T00:59:48.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,13.354139290407357,46.32352941176471,1610612737,24,20,2023-12-07T00:59:53Z,1310000,False,18.0,73.0,1,left,B. Bogdanovic 7' driving floating Jump Shot (4 PTS),[203992],1610612737.0,ATL,driving floating,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.53,Made,,4.0,,,,,,,,
132,PT03M16.00S,2023-12-07T01:00:01.2Z,1,REGULAR,3pt,Jump Shot,[],1626220,74.72076215505913,13.970588235294118,1610612751,24,23,2023-12-07T01:00:05Z,1320000,False,-180.0,185.0,1,right,R. O'Neale 25' 3PT  (3 PTS) (M. Bridges 3 AST),"[1626220, 1628969]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,25.83,Made,,3.0,M. Bridges,1628969.0,3.0,,,,,
134,PT03M01.00S,2023-12-07T01:00:15.8Z,1,REGULAR,turnover,lost ball,[],1629726,,,1610612737,24,23,2023-12-07T01:00:21Z,1340000,False,,,0,,G. Mathews lost ball TURNOVER (1 TO),"[1629726, 1628372]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Mid-Range,16-24 Left Center,,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,,,,,
135,PT03M01.00S,2023-12-07T01:00:15.8Z,1,REGULAR,steal,,[],1628372,,,1610612751,24,23,2023-12-07T01:03:14Z,1350000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
258,PT02M58.00S,2023-12-07T01:00:22.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628372,92.9862023653088,42.15686274509804,1610612751,24,23,2023-12-07T01:24:51Z,1355000,False,-39.0,13.0,1,right,MISS D. Smith Jr. Layup,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,4.14,Missed,,,,,,,,,,
259,PT02M58.00S,2023-12-07T01:00:22.3Z,1,REGULAR,rebound,offensive,[],1628372,,,1610612751,24,23,2023-12-07T01:24:51Z,1357500,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:0),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,258.0,,,,,1.0,0.0,1.0,,
136,PT02M58.00S,2023-12-07T01:00:28.8Z,1,REGULAR,foul,personal,['2freethrow'],202083,,,1610612751,24,23,2023-12-07T01:03:33Z,1360000,False,,,0,,W. Matthews shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[202083, 1628372]",1610612737.0,ATL,shooting,,,Matthews,W. Matthews,,,,,Restricted Area,0-8 Center,202901.0,1.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,
198,PT02M58.00S,2023-12-07T01:01:41.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,24,23,2023-12-07T01:14:39Z,1375000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M58.00S,2023-12-07T01:02:53.2Z,1,REGULAR,substitution,out,[],1627749,,,1610612751,24,23,2023-12-07T01:03:16Z,1380000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M58.00S,2023-12-07T01:02:53.2Z,1,REGULAR,substitution,out,[],1629726,,,1610612751,24,23,2023-12-07T01:03:16Z,1390000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M58.00S,2023-12-07T01:02:53.2Z,1,REGULAR,substitution,in,[],1630180,,,1610612751,24,23,2023-12-07T01:03:16Z,1400000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M58.00S,2023-12-07T01:02:53.2Z,1,REGULAR,substitution,in,[],1629027,,,1610612751,24,23,2023-12-07T01:03:16Z,1410000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M58.00S,2023-12-07T01:03:35.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak', '2ndchance']",1628372,,,1610612751,24,24,2023-12-07T01:24:51Z,1420000,False,,,0,,D. Smith Jr. Free Throw 1 of 2 (1 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,Made,,1.0,,,,,,,,
144,PT02M58.00S,2023-12-07T01:03:52.5Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1628372,,,1610612751,24,25,2023-12-07T01:24:51Z,1430000,False,,,0,,D. Smith Jr. Free Throw 2 of 2 (2 PTS),[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,Made,,2.0,,,,,,,,
145,PT02M49.00S,2023-12-07T01:04:06.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612737,24,25,2023-12-07T01:04:34Z,1440000,False,,,0,,D. Smith Jr. personal FOUL (1 PF) (Young 2 FT),"[1628372, 1629027]",1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Right Center,203592.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
147,PT02M49.00S,2023-12-07T01:04:35.3Z,1,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,25,25,2023-12-07T01:04:35Z,1460000,False,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,Made,,3.0,,,,,,,,
148,PT02M49.00S,2023-12-07T01:04:48.0Z,1,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,26,25,2023-12-07T01:04:48Z,1470000,False,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,Made,,4.0,,,,,,,,
149,PT02M36.00S,2023-12-07T01:05:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,93.11760840998686,49.26470588235294,1610612751,26,27,2023-12-07T01:05:09Z,1480000,False,-4.0,12.0,1,right,D. Sharpe Layup (3 PTS) (D. Smith Jr. 1 AST),"[1630549, 1628372]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,,,1.27,Made,,3.0,D. Smith Jr.,1628372.0,1.0,,,,,
151,PT02M36.00S,2023-12-07T01:05:09.4Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630168,,,1610612751,26,27,2023-12-07T01:05:25Z,1500000,False,,,0,,O. Okongwu shooting personal FOUL (1 PF) (Sharpe 1 FT),"[1630168, 1630549]",1610612737.0,ATL,shooting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,203592.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,,,,,,,
153,PT02M36.00S,2023-12-07T01:05:29.7Z,1,REGULAR,freethrow,1 of 1,[],1630549,,,1610612751,26,27,2023-12-07T01:05:31Z,1520000,False,,,0,,MISS D. Sharpe Free Throw 1 of 1,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
154,PT02M34.00S,2023-12-07T01:05:31.7Z,1,REGULAR,rebound,defensive,[],1630180,,,1610612737,26,27,2023-12-07T01:05:31Z,1530000,False,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,153.0,,,,,2.0,1.0,1.0,,
155,PT02M21.00S,2023-12-07T01:05:43.8Z,1,REGULAR,turnover,out-of-bounds,[],1629027,,,1610612737,26,27,2023-12-07T01:05:51Z,1540000,False,,,0,,T. Young bad pass out-of-bounds TURNOVER (1 TO),[1629027],1610612737.0,ATL,bad pass,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,203591.0,,,,,1.0,,,,,,,,,,,,,,
157,PT02M04.00S,2023-12-07T01:06:39.2Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628969,75.3777923784494,57.107843137254896,1610612751,26,27,2023-12-07T01:07:52Z,1560000,False,36.0,179.0,1,right,MISS M. Bridges 18' pullup Shot,[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Center,,,,,,,,,18.24,Missed,,,,,,,,,,
158,PT02M03.00S,2023-12-07T01:06:40.2Z,1,REGULAR,rebound,defensive,[],203992,,,1610612737,26,27,2023-12-07T01:07:52Z,1570000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,16-24 Center,,,,,,,,,,,157.0,,,,,1.0,1.0,0.0,,
159,PT02M03.00S,2023-12-07T01:06:43.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630549,,,1610612737,26,27,2023-12-07T01:07:19Z,1580000,False,,,0,,D. Sharpe personal FOUL (2 PF) (Bogdanovic 2 FT),"[1630549, 203992]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,203591.0,2.0,0.0,Bogdanovic,203992.0,,,,,,,,,,,,,,,
161,PT02M03.00S,2023-12-07T01:07:20.1Z,1,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,27,27,2023-12-07T01:07:20Z,1600000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (5 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,Made,,5.0,,,,,,,,
162,PT02M03.00S,2023-12-07T01:07:38.7Z,1,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,28,27,2023-12-07T01:07:38Z,1610000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (6 PTS),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,Made,,6.0,,,,,,,,
163,PT01M55.00S,2023-12-07T01:07:53.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202083,,,1610612751,28,27,2023-12-07T01:08:18Z,1620000,False,,,0,,W. Matthews personal FOUL (2 PF) (Bridges 2 FT),"[202083, 1628969]",1610612737.0,ATL,,,,Matthews,W. Matthews,,,,,In The Paint (Non-RA),8-16 Center,203591.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,,,,,,,
165,PT01M55.00S,2023-12-07T01:08:19.1Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612751,28,28,2023-12-07T01:08:19Z,1640000,False,,,0,,M. Bridges Free Throw 1 of 2 (8 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,Made,,8.0,,,,,,,,
166,PT01M55.00S,2023-12-07T01:08:37.5Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612751,28,29,2023-12-07T01:08:37Z,1650000,False,,,0,,M. Bridges Free Throw 2 of 2 (9 PTS),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,Made,,9.0,,,,,,,,
167,PT01M39.00S,2023-12-07T01:08:54.6Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,8.754927726675426,47.05882352941176,1610612737,28,29,2023-12-07T01:09:01Z,1660000,False,15.0,30.0,1,left,MISS O. Okongwu Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,3.32,Missed,,,,,,,,,,
168,PT01M34.00S,2023-12-07T01:08:59.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,28,29,2023-12-07T01:08:59Z,1670000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,167.0,,,,,1.0,1.0,0.0,,
169,PT01M20.00S,2023-12-07T01:09:18.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203992,,,1610612751,28,29,2023-12-07T01:09:40Z,1680000,False,,,0,,B. Bogdanovic personal FOUL (1 PF) (Smith Jr. 2 FT),"[203992, 1628372]",1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,203592.0,1.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,
