actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT05M58.00S,2025-12-30T00:53:54.7Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,15,14,2025-12-30T00:53:56Z,820000,False,,,0,,S. Jones REBOUND (Off:0 Def:2),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Left Center,,,83.0,,,2.0,2.0,0.0,,,,,,,,,,,,
85,PT05M38.00S,2025-12-30T00:54:15.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,12.959921156373195,58.08823529411765,1610612743,15,14,2025-12-30T00:54:19Z,830000,False,-40.0,69.0,1,left,MISS J. Murray 8' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.02,Missed,,,,,,,,,,,,,,,,,,
86,PT05M34.00S,2025-12-30T00:54:19.0Z,1,REGULAR,rebound,defensive,[],1628389,,,1610612748,15,14,2025-12-30T00:54:19Z,840000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,85.0,,,5.0,4.0,1.0,,,,,,,,,,,,
87,PT05M33.00S,2025-12-30T00:54:19.9Z,1,REGULAR,turnover,bad pass,[],1628389,,,1610612748,15,14,2025-12-30T00:54:24Z,850000,False,,,0,,B. Adebayo bad pass TURNOVER (2 TO),"[1628389, 1627750]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Right Center,,,,,,,,,2.0,Murray,1627750.0,,,,,,,,,
88,PT05M33.00S,2025-12-30T00:54:19.9Z,1,REGULAR,steal,,[],1627750,,,1610612743,15,14,2025-12-30T00:54:57Z,860000,False,,,0,,J. Murray STEAL (1 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
89,PT05M28.00S,2025-12-30T00:54:24.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203999,5.075558475689881,50.0,1610612743,15,16,2025-12-30T00:55:14Z,870000,False,0.0,-5.0,1,left,N. Jokić alley-oop DUNK (6 PTS) (J. Murray 1 AST),"[203999, 1627750]",1610612743.0,DEN,alley-oop,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,,6.0,,,,,,J. Murray,1627750.0,1.0
91,PT05M16.00S,2025-12-30T00:54:36.3Z,1,REGULAR,3pt,Jump Shot,[],1641796,70.64717477003943,18.872549019607842,1610612748,18,16,2025-12-30T00:54:41Z,890000,False,-156.0,223.0,1,right,P. Larsson 27' 3PT  (3 PTS) (J. Jaquez Jr. 1 AST),"[1641796, 1631170]",1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Above the Break 3,24+ Left Center,27.22,Made,,,,,,,,,,3.0,,,,,,J. Jaquez Jr.,1631170.0,1.0
131,PT04M55.00S,2025-12-30T00:54:46.9Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,18,16,2025-12-30T01:08:45Z,905000,False,,,0,,N. Jokić lost ball TURNOVER (1 TO),"[203999, 1626181]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,Powell,1626181.0,,,,,,,,,
132,PT04M55.00S,2025-12-30T00:54:46.9Z,1,REGULAR,steal,,[],1626181,,,1610612748,18,16,2025-12-30T00:59:55Z,907500,False,,,0,,N. Powell STEAL (1 STL),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
96,PT04M49.00S,2025-12-30T00:55:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",1631170,93.38042049934296,52.69607843137255,1610612748,20,16,2025-12-30T00:59:58Z,940000,False,13.0,10.0,1,right,J. Jaquez Jr. running Layup (2 PTS) (D. Mitchell 4 AST),"[1631170, 1630558]",1610612748.0,MIA,running,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,,,,,2.0,,,,,,D. Mitchell,1630558.0,4.0
98,PT04M36.00S,2025-12-30T00:55:17.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,13.748357424441524,41.42156862745098,1610612743,20,18,2025-12-30T00:55:21Z,960000,False,43.0,77.0,1,left,J. Murray 8' driving floating Jump Shot (6 PTS) (N. Jokić 5 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,8.79,Made,,,,,,,,,,6.0,,,,,,N. Jokić,203999.0,5.0
100,PT04M20.00S,2025-12-30T00:55:32.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631170,93.24901445466492,47.30392156862745,1610612748,22,18,2025-12-30T00:56:40Z,980000,False,-13.0,11.0,1,right,J. Jaquez Jr. driving Layup (4 PTS) (D. Mitchell 5 AST),"[1631170, 1630558]",1610612748.0,MIA,driving,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Restricted Area,0-8 Center,1.74,Made,,,,,,,,,,4.0,,,,,,D. Mitchell,1630558.0,5.0
102,PT04M03.00S,2025-12-30T00:55:49.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612743,22,18,2025-12-30T00:56:11Z,1000000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Watson 2 FT),"[1626181, 1631212]",1610612748.0,MIA,shooting,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202026.0,1.0,0.0,Watson,1631212.0,,,
104,PT04M03.00S,2025-12-30T00:56:23.1Z,1,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,22,19,2025-12-30T00:56:23Z,1020000,False,,,0,,P. Watson Free Throw 1 of 2 (2 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
105,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,out,[],1628389,,,1610612743,22,19,2025-12-30T00:56:41Z,1030000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,out,[],1630558,,,1610612743,22,19,2025-12-30T00:56:41Z,1040000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,out,[],1642461,,,1610612743,22,19,2025-12-30T00:56:41Z,1050000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,in,[],1630696,,,1610612743,22,19,2025-12-30T00:56:41Z,1060000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,in,[],1631107,,,1610612743,22,19,2025-12-30T00:56:41Z,1070000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M03.00S,2025-12-30T00:56:23.9Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,22,19,2025-12-30T00:56:41Z,1080000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M03.00S,2025-12-30T00:56:49.4Z,1,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,22,20,2025-12-30T00:56:49Z,1090000,False,,,0,,P. Watson Free Throw 2 of 2 (3 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
112,PT03M55.00S,2025-12-30T00:56:59.7Z,1,REGULAR,2pt,Jump Shot,[],1626181,90.09526938239159,73.52941176470588,1610612748,24,20,2025-12-30T00:57:36Z,1100000,False,118.0,41.0,1,right,N. Powell 12' step back Jump Shot (9 PTS),[1626181],1610612748.0,MIA,step back,,,Powell,N. Powell,,,,,Mid-Range,8-16 Right,12.44,Made,,,,,,,,,,9.0,,,,,,,,
114,PT03M55.00S,2025-12-30T00:57:06.3Z,1,REGULAR,foul,personal,['1freethrow'],1631212,,,1610612748,24,20,2025-12-30T00:57:23Z,1120000,False,,,0,,P. Watson shooting personal FOUL (1 PF) (Powell 1 FT),"[1631212, 1626181]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202026.0,1.0,0.0,Powell,1626181.0,,,
116,PT03M55.00S,2025-12-30T00:57:31.0Z,1,REGULAR,freethrow,1 of 1,[],1626181,,,1610612748,25,20,2025-12-30T00:57:31Z,1140000,False,,,0,,N. Powell Free Throw 1 of 1 (10 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,10.0,,,,,,,,
117,PT03M36.00S,2025-12-30T00:57:52.4Z,1,REGULAR,3pt,Jump Shot,[],1628971,7.835085413929041,4.411764705882353,1610612743,25,23,2025-12-30T00:57:57Z,1150000,False,228.0,21.0,1,left,B. Brown 3PT  (3 PTS) (N. Jokić 6 AST),"[1628971, 203999]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Right Corner 3,24+ Right,22.89,Made,,,,,,,,,,3.0,,,,,,N. Jokić,203999.0,6.0
119,PT03M20.00S,2025-12-30T00:58:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630696,91.93495400788436,4.411764705882353,1610612748,28,23,2025-12-30T00:58:12Z,1170000,False,-228.0,23.0,1,right,D. Smith 3PT  (3 PTS) (N. Powell 1 AST),"[1630696, 1626181]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Left Corner 3,24+ Left,22.91,Made,,,,,,,,,,3.0,,,,,,N. Powell,1626181.0,1.0
121,PT03M03.00S,2025-12-30T00:58:24.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.5946123521682,43.13725490196079,1610612743,28,23,2025-12-30T00:58:31Z,1190000,False,34.0,47.0,1,left,MISS N. Jokić driving floating Shot,[203999],1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.83,Missed,,,,,,,,,,,,,,,,,,
122,PT03M00.00S,2025-12-30T00:58:27.9Z,1,REGULAR,rebound,defensive,[],1630696,,,1610612748,28,23,2025-12-30T01:14:36Z,1200000,False,,,0,,D. Smith REBOUND (Off:0 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,121.0,,,1.0,1.0,0.0,,,,,,,,,,,,
123,PT02M56.00S,2025-12-30T00:58:32.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,74.32654402102497,82.59803921568627,1610612748,28,23,2025-12-30T01:01:31Z,1210000,False,163.0,189.0,1,right,MISS N. Powell 24' running pullup 3PT,[1626181],1610612748.0,MIA,running pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.94,Missed,,,,,,,,,,,,,,,,,,
124,PT02M52.00S,2025-12-30T00:58:36.3Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,28,23,2025-12-30T00:58:40Z,1220000,False,,,0,,J. Murray REBOUND (Off:1 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,123.0,,,3.0,2.0,1.0,,,,,,,,,,,,
125,PT02M32.00S,2025-12-30T00:58:57.2Z,1,REGULAR,2pt,Jump Shot,[],1627750,27.020367936925098,67.8921568627451,1610612743,28,23,2025-12-30T00:59:03Z,1230000,False,-89.0,201.0,1,left,MISS J. Murray 22' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,22.05,Missed,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2025-12-30T00:59:01.2Z,1,REGULAR,rebound,defensive,[],1641796,,,1610612748,28,23,2025-12-30T00:59:03Z,1240000,False,,,0,,P. Larsson REBOUND (Off:0 Def:1),[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,Mid-Range,16-24 Left Center,,,125.0,,,1.0,1.0,0.0,,,,,,,,,,,,
127,PT02M25.00S,2025-12-30T00:59:04.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631107,88.51839684625493,43.13725490196079,1610612748,30,23,2025-12-30T00:59:12Z,1250000,False,-34.0,55.0,1,right,N. Jović 6' running Layup (2 PTS),[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,In The Paint (Non-RA),0-8 Center,6.52,Made,,,,,,,,,,2.0,,,,,,,,
128,PT02M25.00S,2025-12-30T00:59:09.2Z,1,REGULAR,foul,personal,['1freethrow'],1630192,,,1610612748,30,23,2025-12-30T00:59:29Z,1260000,False,,,0,,Z. Nnaji shooting personal FOUL (1 PF) (Jović 1 FT),"[1630192, 1631107]",1610612743.0,DEN,shooting,,,Nnaji,Z. Nnaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Jović,1631107.0,,,
130,PT02M25.00S,2025-12-30T00:59:32.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,30,23,2025-12-30T00:59:55Z,1280000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,30,23,2025-12-30T01:01:53Z,1290000,False,,,0,,SUB out: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,out,[],1631212,,,1610612748,30,23,2025-12-30T01:01:53Z,1300000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,out,[],1627750,,,1610612748,30,23,2025-12-30T01:01:53Z,1310000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,in,[],203952,,,1610612748,30,23,2025-12-30T01:01:53Z,1320000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,in,[],203501,,,1610612748,30,23,2025-12-30T01:01:53Z,1330000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M25.00S,2025-12-30T01:01:35.2Z,1,REGULAR,substitution,in,[],1631124,,,1610612748,30,23,2025-12-30T01:01:53Z,1340000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M25.00S,2025-12-30T01:02:23.1Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1631107,,,1610612748,31,23,2025-12-30T01:02:23Z,1350000,False,,,0,,N. Jović Free Throw 1 of 1 (3 PTS),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,Made,,,,,,,,,,3.0,,,,,,,,
140,PT02M18.00S,2025-12-30T01:02:32.6Z,1,REGULAR,turnover,lost ball,[],1631124,,,1610612743,31,23,2025-12-30T01:02:39Z,1360000,False,,,0,,J. Strawther lost ball TURNOVER (1 TO),"[1631124, 1630696]",1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,Above the Break 3,24+ Center,,,,,,,,,1.0,Smith,1630696.0,,,,,,,,,
141,PT02M18.00S,2025-12-30T01:02:32.6Z,1,REGULAR,steal,,[],1630696,,,1610612748,31,23,2025-12-30T01:02:34Z,1370000,False,,,0,,D. Smith STEAL (1 STL),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
142,PT02M16.00S,2025-12-30T01:02:37.5Z,1,REGULAR,foul,personal,[],203501,,,1610612748,31,23,2025-12-30T01:02:46Z,1380000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1641796]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1628487.0,1.0,0.0,Larsson,1641796.0,,,
144,PT02M05.00S,2025-12-30T01:03:03.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631107,86.5473061760841,56.61764705882353,1610612748,33,23,2025-12-30T01:03:07Z,1400000,False,33.0,74.0,1,right,N. Jović 8' driving floating Jump Shot (5 PTS) (A. Wiggins 1 AST),"[1631107, 203952]",1610612748.0,MIA,driving floating,,,Jović,N. Jović,,,,,In The Paint (Non-RA),8-16 Center,8.11,Made,,,,,,,,,,5.0,,,,,,A. Wiggins,203952.0,1.0
146,PT01M49.00S,2025-12-30T01:03:19.3Z,1,REGULAR,3pt,Jump Shot,[],203999,31.882391590013142,33.57843137254902,1610612743,33,23,2025-12-30T01:03:23Z,1420000,False,82.0,247.0,1,left,MISS N. Jokić 26' 3PT,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,26.05,Missed,,,,,,,,,,,,,,,,,,
147,PT01M46.00S,2025-12-30T01:03:22.3Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,33,23,2025-12-30T01:03:23Z,1430000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Center,,,146.0,,,1.0,1.0,0.0,,,,,,,,,,,,
148,PT01M38.00S,2025-12-30T01:03:30.0Z,1,REGULAR,3pt,Jump Shot,[],1631107,75.24638633377135,7.8431372549019605,1610612748,36,23,2025-12-30T01:03:37Z,1440000,False,-211.0,180.0,1,right,N. Jović 27' 3PT  (8 PTS) (A. Wiggins 2 AST),"[1631107, 203952]",1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,27.73,Made,,,,,,,,,,8.0,,,,,,A. Wiggins,203952.0,2.0
150,PT01M16.00S,2025-12-30T01:03:52.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,5.863994743758213,52.69607843137255,1610612743,36,25,2025-12-30T01:05:11Z,1460000,False,-13.0,3.0,1,left,Z. Nnaji cutting Layup (2 PTS) (J. Strawther 1 AST),"[1630192, 1631124]",1610612743.0,DEN,cutting,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,1.37,Made,,,,,,,,,,2.0,,,,,,J. Strawther,1631124.0,1.0
152,PT01M08.00S,2025-12-30T01:03:59.6Z,1,REGULAR,3pt,Jump Shot,[],1631107,74.32654402102497,85.5392156862745,1610612748,36,25,2025-12-30T01:04:04Z,1480000,False,178.0,189.0,1,right,MISS N. Jović 25' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
153,PT01M05.00S,2025-12-30T01:04:02.6Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,36,25,2025-12-30T01:04:04Z,1490000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,152.0,,,1.0,1.0,0.0,,,,,,,,,,,,
154,PT01M00.00S,2025-12-30T01:04:07.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628971,5.995400788436268,49.26470588235294,1610612743,36,27,2025-12-30T01:04:15Z,1500000,False,4.0,4.0,1,left,B. Brown running Layup (5 PTS),[1628971],1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,0.54,Made,,,,,,,,,,5.0,,,,,,,,
155,PT00M52.50S,2025-12-30T01:04:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203952,88.91261498028909,50.73529411764706,1610612748,38,27,2025-12-30T01:04:30Z,1510000,False,4.0,52.0,1,right,A. Wiggins cutting Layup (4 PTS) (J. Jaquez Jr. 2 AST),"[203952, 1631170]",1610612748.0,MIA,cutting,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,5.18,Made,,,,,,,,,,4.0,,,,,,J. Jaquez Jr.,1631170.0,2.0
157,PT00M35.60S,2025-12-30T01:04:44.1Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,38,27,2025-12-30T01:04:48Z,1530000,False,,,0,,N. Jokić bad pass TURNOVER (2 TO),"[203999, 203952]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Right,,,,,,,,,2.0,Wiggins,203952.0,,,,,,,,,
158,PT00M35.60S,2025-12-30T01:04:44.1Z,1,REGULAR,steal,,[],203952,,,1610612748,38,27,2025-12-30T01:04:46Z,1540000,False,,,0,,A. Wiggins STEAL (3 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
159,PT00M35.60S,2025-12-30T01:04:48.1Z,1,REGULAR,foul,personal,[],1630192,,,1610612748,38,27,2025-12-30T01:04:57Z,1550000,False,,,0,,Z. Nnaji personal FOUL (2 PF),"[1630192, 203952]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1627962.0,2.0,0.0,Wiggins,203952.0,,,
161,PT00M24.90S,2025-12-30T01:05:25.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630696,92.32917214191852,4.166666666666666,1610612748,41,27,2025-12-30T01:05:31Z,1570000,False,-229.0,20.0,1,right,D. Smith 3PT  (6 PTS) (J. Jaquez Jr. 3 AST),"[1630696, 1631170]",1610612748.0,MIA,,,,Smith,D. Smith,,,,,Left Corner 3,24+ Left,23.0,Made,,,,,,,,,,6.0,,,,,,J. Jaquez Jr.,1631170.0,3.0
163,PT00M04.30S,2025-12-30T01:05:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,8.754927726675426,41.42156862745098,1610612743,41,29,2025-12-30T01:05:58Z,1590000,False,43.0,30.0,1,left,N. Jokić driving bank Jump Shot (8 PTS) (T. Hardaway Jr. 1 AST),"[203999, 203501]",1610612743.0,DEN,driving bank,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,5.22,Made,,,,,,,,,,8.0,,,,,,T. Hardaway Jr.,203501.0,1.0
164,PT00M01.10S,2025-12-30T01:05:57.8Z,1,REGULAR,3pt,Jump Shot,[],203952,70.38436268068331,87.00980392156863,1610612748,41,29,2025-12-30T01:06:50Z,1600000,False,185.0,226.0,1,right,MISS A. Wiggins 29' pullup 3PT,[203952],1610612748.0,MIA,pullup,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right Center,29.2,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.10S,2025-12-30T01:05:58.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,41,29,2025-12-30T01:06:50Z,1610000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Right Center,,,164.0,,,,,,,,,,,,,,,,,
166,PT00M00.00S,2025-12-30T01:06:05.5Z,1,REGULAR,period,end,[],0,,,1610612748,41,29,2025-12-30T01:06:05Z,1620000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-12-30T01:08:30.1Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612748,41,29,2025-12-30T01:08:55Z,1630000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2025-12-30T01:08:30.1Z,2,REGULAR,substitution,out,['startperiod'],1631124,,,1610612748,41,29,2025-12-30T01:08:55Z,1640000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2025-12-30T01:08:30.1Z,2,REGULAR,substitution,in,['startperiod'],1627750,,,1610612748,41,29,2025-12-30T01:08:55Z,1650000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2025-12-30T01:08:30.1Z,2,REGULAR,substitution,in,['startperiod'],202685,,,1610612748,41,29,2025-12-30T01:08:55Z,1660000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2025-12-30T01:08:51.5Z,2,REGULAR,period,start,[],0,,,1610612748,41,29,2025-12-30T01:08:55Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M46.00S,2025-12-30T01:09:04.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,94.1688567674113,52.450980392156865,1610612748,41,29,2025-12-30T01:09:09Z,1680000,False,12.0,2.0,1,right,MISS P. Larsson driving reverse Layup,[1641796],1610612748.0,MIA,driving reverse,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
174,PT11M43.00S,2025-12-30T01:09:07.5Z,2,REGULAR,rebound,defensive,[],202685,,,1610612743,41,29,2025-12-30T01:09:09Z,1690000,False,,,0,,J. Valančiūnas REBOUND (Off:0 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,173.0,,,1.0,1.0,0.0,,,,,,,,,,,,
