actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
347,PT00M56.20S,2025-12-30T01:36:15.2Z,2,REGULAR,freethrow,2 of 2,[],1631170,,,1610612748,61,58,2025-12-30T01:36:15Z,3410000,False,,,0,,J. Jaquez Jr. Free Throw 2 of 2 (8 PTS),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,Made,,,,,,,,,,8.0,,,,,,,,
348,PT00M41.40S,2025-12-30T01:36:37.4Z,2,REGULAR,3pt,Jump Shot,[],1627750,30.962549277266753,62.254901960784316,1610612743,61,61,2025-12-30T01:36:45Z,3420000,False,-61.0,239.0,1,left,J. Murray 24' 3PT pullup (11 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,24.63,Made,,,,,,,,,,11.0,,,,,,,,
349,PT00M30.80S,2025-12-30T01:36:52.2Z,2,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612748,61,61,2025-12-30T01:36:59Z,3430000,False,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1630558],1610612748.0,MIA,bad pass,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2.0,,,,1627962.0,,,,,,,
350,PT00M14.60S,2025-12-30T01:37:18.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203999,10.85742444152431,72.30392156862744,1610612743,61,63,2025-12-30T01:37:22Z,3440000,False,-112.0,50.0,1,left,N. Jokić 12' driving floating Jump Shot (21 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,driving floating,,,Jokić,N. Jokić,,,,,Mid-Range,8-16 Left,12.2,Made,,,,,,,,,,21.0,,,,,,J. Murray,1627750.0,3.0
352,PT00M04.80S,2025-12-30T01:37:30.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631170,84.70762155059133,55.88235294117647,1610612748,61,63,2025-12-30T01:37:35Z,3460000,False,29.0,91.0,1,right,MISS J. Jaquez Jr. 9' fadeaway Shot,[1631170],1610612748.0,MIA,fadeaway,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),8-16 Center,9.58,Missed,,,,,,,,,,,,,,,,,,
353,PT00M03.10S,2025-12-30T01:37:33.7Z,2,REGULAR,rebound,offensive,[],1642276,,,1610612748,61,63,2025-12-30T01:37:33Z,3470000,False,,,0,,K. Ware REBOUND (Off:4 Def:3),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,352.0,,,7.0,3.0,4.0,,,,,,,,,,,,
354,PT00M03.10S,2025-12-30T01:37:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642276,93.77463863337714,49.26470588235294,1610612748,63,63,2025-12-30T01:37:38Z,3480000,False,-4.0,6.0,1,right,K. Ware putback Layup (6 PTS),[1642276],1610612748.0,MIA,putback,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,,,6.0,,,,,,,,
355,PT00M00.90S,2025-12-30T01:37:41.7Z,2,REGULAR,heave,,[],0,,,1610612743,63,63,2025-12-30T01:40:06Z,3490000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,50.12,,,,,,,,,,,,,,,,,,,
356,PT00M00.10S,2025-12-30T01:37:42.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,63,63,2025-12-30T01:39:33Z,3500000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,355.0,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2025-12-30T01:37:48.4Z,2,REGULAR,period,end,[],0,,,1610612743,63,63,2025-12-30T01:37:48Z,3510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,out,['startperiod'],1631170,,,1610612743,63,63,2025-12-30T01:52:46Z,3520000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,out,['startperiod'],1641796,,,1610612743,63,63,2025-12-30T01:52:46Z,3530000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,63,63,2025-12-30T01:52:46Z,3540000,False,,,0,,SUB out: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
361,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612743,63,63,2025-12-30T01:52:46Z,3550000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
362,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,in,['startperiod'],203952,,,1610612743,63,63,2025-12-30T01:52:46Z,3560000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT12M00.00S,2025-12-30T01:52:24.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612743,63,63,2025-12-30T01:52:46Z,3570000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT12M00.00S,2025-12-30T01:53:01.4Z,3,REGULAR,period,start,[],0,,,1610612748,63,63,2025-12-30T01:53:01Z,3580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT11M47.00S,2025-12-30T01:53:13.5Z,3,REGULAR,3pt,Jump Shot,[],1642276,3.235873850197109,96.56862745098039,1610612748,66,63,2025-12-30T01:53:18Z,3590000,False,-233.0,-22.0,1,left,K. Ware 3PT  (9 PTS) (A. Wiggins 4 AST),"[1642276, 203952]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Left Corner 3,24+ Left,23.38,Made,,,,,,,,,,9.0,,,,,,A. Wiggins,203952.0,4.0
367,PT11M28.00S,2025-12-30T01:53:32.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631212,80.76544021024968,58.82352941176471,1610612743,66,65,2025-12-30T01:53:37Z,3610000,False,44.0,128.0,1,right,P. Watson 13' turnaround fadeaway Jump Shot (5 PTS) (J. Murray 4 AST),"[1631212, 1627750]",1610612743.0,DEN,turnaround fadeaway,,,Watson,P. Watson,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,,,,,,5.0,,,,,,J. Murray,1627750.0,4.0
369,PT11M11.00S,2025-12-30T01:53:48.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626181,12.959921156373195,52.20588235294118,1610612748,68,65,2025-12-30T01:53:55Z,3630000,False,-11.0,69.0,1,left,N. Powell 7' driving floating Jump Shot (14 PTS) (B. Adebayo 1 AST),"[1626181, 1628389]",1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,,,,,,,,,,14.0,,,,,,B. Adebayo,1628389.0,1.0
371,PT10M57.00S,2025-12-30T01:54:04.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,92.32917214191852,52.20588235294118,1610612743,68,65,2025-12-30T01:54:08Z,3650000,False,11.0,20.0,1,right,MISS P. Watson driving Layup - blocked,"[1631212, 203952]",1610612743.0,DEN,driving,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,2.25,Missed,,Wiggins,203952.0,,,,,,,,,,,,,,,
372,PT10M57.00S,2025-12-30T01:54:04.2Z,3,REGULAR,block,,[],203952,,,1610612743,68,65,2025-12-30T01:54:07Z,3660000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
373,PT10M53.00S,2025-12-30T01:54:08.2Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,68,65,2025-12-30T01:54:08Z,3670000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,371.0,,,9.0,6.0,3.0,,,,,,,,,,,,
374,PT10M47.00S,2025-12-30T01:54:13.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,8.360709592641262,50.98039215686274,1610612748,70,65,2025-12-30T01:54:22Z,3680000,False,-5.0,26.0,1,left,D. Mitchell driving finger roll Layup (5 PTS) (A. Wiggins 5 AST),"[1630558, 203952]",1610612748.0,MIA,driving finger roll,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,2.66,Made,,,,,,,,,,5.0,,,,,,A. Wiggins,203952.0,5.0
375,PT10M33.00S,2025-12-30T01:54:26.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202685,90.09526938239159,53.67647058823529,1610612743,70,67,2025-12-30T01:56:03Z,3690000,False,18.0,41.0,1,right,J. Valančiūnas driving Hook (2 PTS) (J. Murray 5 AST),"[202685, 1627750]",1610612743.0,DEN,driving,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,4.46,Made,,,,,,,,,,2.0,,,,,,J. Murray,1627750.0,5.0
377,PT10M17.00S,2025-12-30T01:54:43.1Z,3,REGULAR,3pt,Jump Shot,[],1626181,18.347568988173457,8.088235294117647,1610612748,73,67,2025-12-30T01:54:49Z,3710000,False,210.0,120.0,1,left,N. Powell 24' 3PT step back (17 PTS),[1626181],1610612748.0,MIA,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.15,Made,,,,,,,,,,17.0,,,,,,,,
379,PT10M02.00S,2025-12-30T01:54:58.0Z,3,REGULAR,2pt,Jump Shot,[],1627750,82.07950065703022,28.676470588235293,1610612743,73,69,2025-12-30T01:55:03Z,3720000,False,-107.0,116.0,1,right,J. Murray 15' pullup Jump Shot (13 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,15.75,Made,,,,,,,,,,13.0,,,,,,,,
380,PT09M47.00S,2025-12-30T01:55:12.7Z,3,REGULAR,3pt,Jump Shot,[],1642276,30.17411300919842,27.696078431372552,1610612748,76,69,2025-12-30T01:55:17Z,3730000,False,112.0,231.0,1,left,K. Ware 25' 3PT  (12 PTS) (B. Adebayo 2 AST),"[1642276, 1628389]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,,,,,,12.0,,,,,,B. Adebayo,1628389.0,2.0
382,PT09M34.00S,2025-12-30T01:55:28.6Z,3,REGULAR,foul,personal,[],1628389,,,1610612743,76,69,2025-12-30T01:55:36Z,3750000,False,,,0,,B. Adebayo personal FOUL (3 PF),"[1628389, 1631212]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202026.0,3.0,0.0,Watson,1631212.0,,,
384,PT09M21.00S,2025-12-30T01:56:02.7Z,3,REGULAR,3pt,Jump Shot,[],1631212,72.88107752956637,14.215686274509803,1610612743,76,69,2025-12-30T01:56:09Z,3770000,False,-179.0,202.0,1,right,MISS P. Watson 27' pullup 3PT,[1631212],1610612743.0,DEN,pullup,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,27.01,Missed,,,,,,,,,,,,,,,,,,
385,PT09M17.00S,2025-12-30T01:56:06.7Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,76,69,2025-12-30T01:56:09Z,3780000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,,,384.0,,,10.0,7.0,3.0,,,,,,,,,,,,
386,PT09M09.00S,2025-12-30T01:56:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,5.863994743758213,52.20588235294118,1610612748,78,69,2025-12-30T01:56:19Z,3790000,False,-11.0,3.0,1,left,B. Adebayo driving finger roll Layup (8 PTS) (D. Mitchell 6 AST),"[1628389, 1630558]",1610612748.0,MIA,driving finger roll,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,,,,8.0,,,,,,D. Mitchell,1630558.0,6.0
388,PT08M52.00S,2025-12-30T01:56:30.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,80.76544021024968,59.55882352941176,1610612743,78,69,2025-12-30T01:56:36Z,3810000,False,48.0,128.0,1,right,MISS J. Murray 13' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.69,Missed,,,,,,,,,,,,,,,,,,
389,PT08M50.00S,2025-12-30T01:56:32.5Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,78,69,2025-12-30T01:56:36Z,3820000,False,,,0,,K. Ware REBOUND (Off:4 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,In The Paint (Non-RA),8-16 Center,,,388.0,,,8.0,4.0,4.0,,,,,,,,,,,,
390,PT08M43.00S,2025-12-30T01:56:40.9Z,3,REGULAR,2pt,Jump Shot,[],1628389,23.73521681997372,37.99019607843137,1610612748,78,69,2025-12-30T01:56:49Z,3830000,False,60.0,171.0,1,left,MISS B. Adebayo 18' pullup Shot,[1628389],1610612748.0,MIA,pullup,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,18.08,Missed,,,,,,,,,,,,,,,,,,
391,PT08M40.00S,2025-12-30T01:56:45.4Z,3,REGULAR,rebound,offensive,[],1642276,,,1610612748,78,69,2025-12-30T01:56:45Z,3840000,False,,,0,,K. Ware REBOUND (Off:5 Def:4),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Mid-Range,16-24 Right Center,,,390.0,,,9.0,4.0,5.0,,,,,,,,,,,,
392,PT08M40.00S,2025-12-30T01:56:46.4Z,3,REGULAR,foul,personal,[],1631212,,,1610612748,78,69,2025-12-30T01:57:00Z,3850000,False,,,0,,P. Watson personal FOUL (2 PF),"[1631212, 1642276]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,2.0,0.0,Ware,1642276.0,,,
394,PT08M36.00S,2025-12-30T01:57:07.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626181,5.995400788436268,55.392156862745104,1610612748,78,69,2025-12-30T01:57:12Z,3870000,False,-27.0,4.0,1,left,MISS N. Powell driving Layup - blocked,"[1626181, 202685]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,2.73,Missed,,Valančiūnas,202685.0,,,,,,,,,,,,,,,
395,PT08M36.00S,2025-12-30T01:57:07.5Z,3,REGULAR,block,,[],202685,,,1610612748,78,69,2025-12-30T01:57:10Z,3880000,False,,,0,,J. Valančiūnas BLOCK (1 BLK),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
396,PT08M36.00S,2025-12-30T01:57:07.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,78,69,2025-12-30T01:57:12Z,3890000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,394.0,,,,,,,,,,,,,,,,,
398,PT08M27.00S,2025-12-30T01:57:30.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628389,20.581471747700395,88.72549019607843,1610612748,81,69,2025-12-30T01:57:34Z,3910000,False,-194.0,141.0,1,left,B. Adebayo 3PT  (11 PTS) (N. Powell 2 AST),"[1628389, 1626181]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Left Center,23.95,Made,,,,,,,,,,11.0,,,,,,N. Powell,1626181.0,2.0
400,PT08M26.00S,2025-12-30T01:57:36.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,81,69,2025-12-30T01:57:36Z,3930000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT08M16.00S,2025-12-30T02:00:40.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,91.80354796320631,47.549019607843135,1610612743,81,69,2025-12-30T02:00:45Z,3940000,False,-12.0,25.0,1,right,MISS J. Murray driving Layup - blocked,"[1627750, 203952]",1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.74,Missed,,Wiggins,203952.0,,,,,,,,,,,,,,,
402,PT08M16.00S,2025-12-30T02:00:40.6Z,3,REGULAR,block,,[],203952,,,1610612743,81,69,2025-12-30T02:00:43Z,3950000,False,,,0,,A. Wiggins BLOCK (2 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
403,PT08M13.00S,2025-12-30T02:00:43.6Z,3,REGULAR,rebound,defensive,[],1630558,,,1610612748,81,69,2025-12-30T02:02:51Z,3960000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,,,401.0,,,2.0,2.0,0.0,,,,,,,,,,,,
404,PT08M07.00S,2025-12-30T02:00:50.9Z,3,REGULAR,foul,personal,['3freethrow'],1631212,,,1610612748,81,69,2025-12-30T02:01:11Z,3970000,False,,,0,,P. Watson shooting personal FOUL (3 PF) (Powell 3 FT),"[1631212, 1626181]",1610612743.0,DEN,shooting,,,Watson,P. Watson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1628487.0,3.0,0.0,Powell,1626181.0,,,
406,PT08M07.00S,2025-12-30T02:01:21.9Z,3,REGULAR,freethrow,1 of 3,[],1626181,,,1610612748,82,69,2025-12-30T02:01:21Z,3990000,False,,,0,,N. Powell Free Throw 1 of 3 (18 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,18.0,,,,,,,,
407,PT08M07.00S,2025-12-30T02:01:37.9Z,3,REGULAR,freethrow,2 of 3,[],1626181,,,1610612748,83,69,2025-12-30T02:01:37Z,4000000,False,,,0,,N. Powell Free Throw 2 of 3 (19 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,19.0,,,,,,,,
408,PT08M07.00S,2025-12-30T02:01:53.5Z,3,REGULAR,freethrow,3 of 3,[],1626181,,,1610612748,84,69,2025-12-30T02:01:53Z,4010000,False,,,0,,N. Powell Free Throw 3 of 3 (20 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,,,20.0,,,,,,,,
409,PT07M54.00S,2025-12-30T02:02:07.6Z,3,REGULAR,3pt,Jump Shot,[],203501,66.44218134034165,66.66666666666666,1610612743,84,72,2025-12-30T02:02:14Z,4020000,False,83.0,263.0,1,right,T. Hardaway Jr. 27' 3PT  (13 PTS) (J. Murray 6 AST),"[203501, 1627750]",1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,27.58,Made,,,,,,,,,,13.0,,,,,,J. Murray,1627750.0,6.0
411,PT07M47.00S,2025-12-30T02:02:15.3Z,3,REGULAR,3pt,Jump Shot,[],1626181,16.376478318002626,4.411764705882353,1610612748,87,72,2025-12-30T02:02:22Z,4040000,False,228.0,101.0,1,left,N. Powell 24' 3PT step back (23 PTS) (B. Adebayo 3 AST),"[1626181, 1628389]",1610612748.0,MIA,step back,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.94,Made,,,,,,,,,,23.0,,,,,,B. Adebayo,1628389.0,3.0
413,PT07M35.00S,2025-12-30T02:02:30.4Z,3,REGULAR,foul,personal,[],1630558,,,1610612743,87,72,2025-12-30T02:02:36Z,4060000,False,,,0,,D. Mitchell personal FOUL (2 PF),"[1630558, 1627750]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202026.0,2.0,0.0,Murray,1627750.0,,,
415,PT07M29.00S,2025-12-30T02:02:54.6Z,3,REGULAR,foul,personal,[],1642276,,,1610612743,87,72,2025-12-30T02:03:07Z,4080000,False,,,0,,K. Ware personal FOUL (1 PF),"[1642276, 1631212]",1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Watson,1631212.0,,,
417,PT07M20.00S,2025-12-30T02:03:21.0Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,87,72,2025-12-30T02:03:26Z,4100000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 1628389]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,2.0,Adebayo,1628389.0,,,,,,,,,
418,PT07M20.00S,2025-12-30T02:03:21.0Z,3,REGULAR,steal,,[],1628389,,,1610612748,87,72,2025-12-30T02:03:23Z,4110000,False,,,0,,B. Adebayo STEAL (1 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
419,PT07M17.00S,2025-12-30T02:03:25.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1642276,5.732588699080158,50.98039215686274,1610612748,89,72,2025-12-30T02:03:30Z,4120000,False,-5.0,1.0,1,left,K. Ware running finger roll Layup (14 PTS) (B. Adebayo 4 AST),"[1642276, 1628389]",1610612748.0,MIA,running finger roll,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,0.51,Made,,,,,,,,,,14.0,,,,,,B. Adebayo,1628389.0,4.0
421,PT06M57.00S,2025-12-30T02:03:44.7Z,3,REGULAR,2pt,Jump Shot,[],1627750,92.46057818659659,78.92156862745098,1610612743,89,72,2025-12-30T02:03:52Z,4140000,False,145.0,18.0,1,right,MISS J. Murray 14' fadeaway Shot,[1627750],1610612743.0,DEN,fadeaway,,,Murray,J. Murray,,,,,Mid-Range,8-16 Right,14.58,Missed,,,,,,,,,,,,,,,,,,
422,PT06M50.00S,2025-12-30T02:03:51.7Z,3,REGULAR,rebound,offensive,[],202685,,,1610612743,89,72,2025-12-30T02:03:52Z,4150000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:1),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Right,,,421.0,,,2.0,1.0,1.0,,,,,,,,,,,,
423,PT06M50.00S,2025-12-30T02:03:51.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,94.40999984741211,50.0,1610612743,89,74,2025-12-30T02:03:51Z,4160000,False,0.0,0.0,1,right,J. Valančiūnas tip DUNK (4 PTS),[202685],1610612743.0,DEN,tip,,,Valančiūnas,J. Valančiūnas,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,4.0,,,,,,,,
424,PT06M43.00S,2025-12-30T02:03:58.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,5.601182654402102,57.107843137254896,1610612748,91,74,2025-12-30T02:04:02Z,4170000,False,-36.0,0.0,1,left,B. Adebayo floating Jump Shot (13 PTS) (N. Powell 3 AST),"[1628389, 1626181]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.55,Made,,,,,,,,,,13.0,,,,,,N. Powell,1626181.0,3.0
426,PT06M24.00S,2025-12-30T02:04:17.3Z,3,REGULAR,3pt,Jump Shot,[],1642461,87.99277266754271,95.34313725490196,1610612743,91,77,2025-12-30T02:04:22Z,4190000,False,227.0,60.0,1,right,S. Jones 3PT  (4 PTS) (J. Murray 7 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,23.46,Made,,,,,,,,,,4.0,,,,,,J. Murray,1627750.0,7.0
428,PT06M13.00S,2025-12-30T02:04:28.3Z,3,REGULAR,3pt,Jump Shot,[],1642276,5.995400788436268,5.147058823529411,1610612748,91,77,2025-12-30T02:04:34Z,4210000,False,224.0,4.0,1,left,MISS K. Ware 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Right Corner 3,24+ Right,22.43,Missed,,,,,,,,,,,,,,,,,,
429,PT06M08.00S,2025-12-30T02:04:33.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612743,91,77,2025-12-30T02:04:34Z,4220000,False,,,0,,J. Valančiūnas REBOUND (Off:1 Def:2),[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,Right Corner 3,24+ Right,,,428.0,,,3.0,2.0,1.0,,,,,,,,,,,,
430,PT05M55.00S,2025-12-30T02:04:46.5Z,3,REGULAR,3pt,Jump Shot,[],1642461,92.32917214191852,2.941176470588235,1610612743,91,80,2025-12-30T02:04:51Z,4230000,False,-235.0,20.0,1,right,S. Jones 3PT  (7 PTS) (T. Hardaway Jr. 2 AST),"[1642461, 203501]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Left Corner 3,24+ Left,23.61,Made,,,,,,,,,,7.0,,,,,,T. Hardaway Jr.,203501.0,2.0
432,PT05M44.00S,2025-12-30T02:04:57.6Z,3,REGULAR,3pt,Jump Shot,[],203952,16.770696452036795,94.11764705882352,1610612748,94,80,2025-12-30T02:05:02Z,4250000,False,-221.0,105.0,1,left,A. Wiggins 24' 3PT  (8 PTS) (D. Mitchell 7 AST),"[203952, 1630558]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,24.44,Made,,,,,,,,,,8.0,,,,,,D. Mitchell,1630558.0,7.0
434,PT05M29.00S,2025-12-30T02:05:11.8Z,3,REGULAR,3pt,Jump Shot,[],1642461,80.1084099868594,91.91176470588235,1610612743,94,83,2025-12-30T02:05:16Z,4270000,False,210.0,134.0,1,right,S. Jones 24' 3PT  (10 PTS) (J. Murray 8 AST),"[1642461, 1627750]",1610612743.0,DEN,,,,Jones,S. Jones,,,,,Above the Break 3,24+ Right Center,24.9,Made,,,,,,,,,,10.0,,,,,,J. Murray,1627750.0,8.0
