actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
84,PT04M29.00S,2026-01-18T01:28:56.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,21,26,2026-01-18T01:29:02Z,800000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,83.0,,,,,,,,,,,,,,
86,PT04M29.00S,2026-01-18T01:29:03.8Z,1,REGULAR,substitution,out,[],1641796,,,1610612748,21,26,2026-01-18T01:29:13Z,820000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M29.00S,2026-01-18T01:29:03.8Z,1,REGULAR,substitution,out,[],1642857,,,1610612748,21,26,2026-01-18T01:29:13Z,830000,False,,,0,,SUB out: K. Jakučionis,[1642857],1610612748.0,MIA,,,,Jakučionis,K. Jakučionis,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M29.00S,2026-01-18T01:29:03.8Z,1,REGULAR,substitution,in,[],1631107,,,1610612748,21,26,2026-01-18T01:29:13Z,840000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M29.00S,2026-01-18T01:29:03.8Z,1,REGULAR,substitution,in,[],1630696,,,1610612748,21,26,2026-01-18T01:29:13Z,850000,False,,,0,,SUB in: D. Smith,[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M25.00S,2026-01-18T01:29:31.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1628389,17.920499342969777,24.75490196078431,1610612748,21,26,2026-01-18T01:29:39Z,860000,False,126.0,116.0,1,left,MISS B. Adebayo 17' Jump Shot,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,17.14,Missed,,,,,,,,,,,,,,,,,,
92,PT04M21.00S,2026-01-18T01:29:35.1Z,1,REGULAR,rebound,offensive,[],1631323,,,1610612748,21,26,2026-01-18T01:29:39Z,870000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:0),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Mid-Range,16-24 Right Center,,,,,,91.0,1.0,0.0,1.0,,,,,,,,,,,
93,PT04M18.00S,2026-01-18T01:29:36.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631323,5.831143232588701,52.69607843137255,1610612748,23,26,2026-01-18T01:29:43Z,880000,False,-13.0,2.0,1,left,S. Fontecchio putback Layup (2 PTS),[1631323],1610612748.0,MIA,putback,,,Fontecchio,S. Fontecchio,,,,,Restricted Area,0-8 Center,1.37,Made,2.0,,,,,,,,,,,,,,,,,
94,PT04M00.00S,2026-01-18T01:29:55.4Z,1,REGULAR,turnover,bad pass,[],1641717,,,1610612760,23,26,2026-01-18T01:30:02Z,890000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 1631107]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left,,,,,1.0,,,,,,,,,,,,Jović,1631107.0,,
95,PT04M00.00S,2026-01-18T01:29:55.4Z,1,REGULAR,steal,,[],1631107,,,1610612748,23,26,2026-01-18T01:33:09Z,900000,False,,,0,,N. Jović STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
96,PT03M44.00S,2026-01-18T01:30:11.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628389,14.635348226018394,50.49019607843137,1610612748,23,26,2026-01-18T01:33:25Z,910000,False,-2.0,85.0,1,left,MISS B. Adebayo 8' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,8.51,Missed,,,,,,,,,,,,,,,,,,
97,PT03M39.00S,2026-01-18T01:30:16.9Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612760,23,26,2026-01-18T01:30:18Z,920000,False,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,
98,PT03M30.00S,2026-01-18T01:30:25.5Z,1,REGULAR,3pt,Jump Shot,[],1641717,81.91524310118265,93.87254901960785,1610612760,23,29,2026-01-18T01:30:30Z,930000,False,219.0,117.0,1,right,C. Wallace 24' 3PT  (7 PTS) (J. Williams 1 AST),"[1641717, 1631119]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,24.89,Made,7.0,,,,,,,,,,,J. Williams,1631119.0,1.0,,,,
100,PT03M16.00S,2026-01-18T01:30:39.5Z,1,REGULAR,3pt,Jump Shot,[],1628389,7.670827858081481,96.32352941176471,1610612748,23,29,2026-01-18T01:30:44Z,950000,False,-232.0,20.0,1,left,MISS B. Adebayo 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Left Corner 3,24+ Left,23.24,Missed,,,,,,,,,,,,,,,,,,
101,PT03M12.00S,2026-01-18T01:30:43.5Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,23,29,2026-01-18T01:30:44Z,960000,False,,,0,,C. Wallace REBOUND (Off:0 Def:3),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,100.0,3.0,3.0,0.0,,,,,,,,,,,
102,PT03M07.00S,2026-01-18T01:30:48.4Z,1,REGULAR,3pt,Jump Shot,[],1642349,90.19382391590013,4.656862745098039,1610612760,23,29,2026-01-18T01:30:53Z,970000,False,-227.0,40.0,1,right,MISS A. Mitchell 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Left Corner 3,24+ Left,23.01,Missed,,,,,,,,,,,,,,,,,,
103,PT03M04.00S,2026-01-18T01:30:51.4Z,1,REGULAR,rebound,defensive,[],203952,,,1610612748,23,29,2026-01-18T01:30:53Z,980000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,102.0,2.0,1.0,1.0,,,,,,,,,,,
104,PT02M53.00S,2026-01-18T01:31:02.8Z,1,REGULAR,3pt,Jump Shot,[],1631107,21.994086727989497,11.274509803921575,1610612748,23,29,2026-01-18T01:31:07Z,990000,False,194.0,154.0,1,left,MISS N. Jović 24' 3PT,[1631107],1610612748.0,MIA,,,,Jović,N. Jović,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2026-01-18T01:31:05.8Z,1,REGULAR,rebound,defensive,[],1641717,,,1610612760,23,29,2026-01-18T01:31:07Z,1000000,False,,,0,,C. Wallace REBOUND (Off:0 Def:4),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,104.0,4.0,4.0,0.0,,,,,,,,,,,
106,PT02M41.00S,2026-01-18T01:31:16.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,91.63929040735874,48.0392156862745,1610612760,23,31,2026-01-18T01:31:38Z,1010000,False,-10.0,26.0,1,right,S. Gilgeous-Alexander driving Layup (10 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.79,Made,10.0,,,,,,,,,,,,,,,,,
107,PT02M40.00S,2026-01-18T01:31:22.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,23,31,2026-01-18T01:31:22Z,1020000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,out,[],1628389,,,1610612748,23,31,2026-01-18T01:34:18Z,1030000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,out,[],203952,,,1610612748,23,31,2026-01-18T01:34:18Z,1040000,False,,,0,,SUB out: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,out,[],1641717,,,1610612748,23,31,2026-01-18T01:34:18Z,1050000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,in,[],1642276,,,1610612748,23,31,2026-01-18T01:34:18Z,1060000,False,,,0,,SUB in: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,in,[],1626181,,,1610612748,23,31,2026-01-18T01:34:18Z,1070000,False,,,0,,SUB in: N. Powell,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M40.00S,2026-01-18T01:33:33.6Z,1,REGULAR,substitution,in,[],1629026,,,1610612748,23,31,2026-01-18T01:34:18Z,1080000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M28.00S,2026-01-18T01:34:32.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630696,5.305519053876466,54.411764705882355,1610612748,25,31,2026-01-18T01:34:36Z,1090000,False,-22.0,-3.0,1,left,D. Smith driving Layup (2 PTS),[1630696],1610612748.0,MIA,driving,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,2.23,Made,2.0,,,,,,,,,,,,,,,,,
115,PT02M08.00S,2026-01-18T01:34:52.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642349,86.51445466491458,49.50980392156863,1610612760,25,33,2026-01-18T01:36:14Z,1100000,False,-2.0,74.0,1,right,A. Mitchell 7' driving finger roll Layup (2 PTS),[1642349],1610612760.0,OKC,driving finger roll,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,2.0,,,,,,,,,,,,,,,,,
116,PT02M08.00S,2026-01-18T01:35:00.7Z,1,REGULAR,violation,defensive goaltending,[],1642276,,,1610612760,25,33,2026-01-18T01:35:04Z,1110000,False,,,0,,K. Ware defensive goaltending VIOLATION,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,1628159.0,,,,,,,,,,,,,,,,
117,PT01M54.00S,2026-01-18T01:35:16.9Z,1,REGULAR,2pt,Jump Shot,[],1630696,6.619579500657039,31.372549019607845,1610612748,25,33,2026-01-18T01:35:49Z,1120000,False,93.0,10.0,1,left,MISS D. Smith 9' driving bank Shot,[1630696],1610612748.0,MIA,driving bank,,,Smith,D. Smith,,,,,Mid-Range,8-16 Right,9.36,Missed,,,,,,,,,,,,,,,,,,
118,PT01M54.00S,2026-01-18T01:35:16.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612760,25,33,2026-01-18T01:35:23Z,1130000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,117.0,,,,,,,,,,,,,,
119,PT01M54.00S,2026-01-18T01:35:23.3Z,1,REGULAR,foul,personal,[],1630696,,,1610612760,25,33,2026-01-18T01:35:54Z,1140000,False,,,0,,D. Smith loose ball personal FOUL (1 PF),"[1630696, 1631119]",1610612748.0,MIA,loose ball,,,Smith,D. Smith,,,,,Restricted Area,0-8 Center,,,,1628159.0,,,,,,1.0,0.0,Williams,1631119.0,,,,,,,
121,PT01M43.00S,2026-01-18T01:35:53.7Z,1,REGULAR,3pt,Jump Shot,[],1642349,72.19119579500656,21.813725490196077,1610612760,25,33,2026-01-18T01:35:58Z,1160000,False,-141.0,209.0,1,right,MISS A. Mitchell 25' 3PT,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,Above the Break 3,24+ Left Center,25.2,Missed,,,,,,,,,,,,,,,,,,
122,PT01M41.00S,2026-01-18T01:35:55.7Z,1,REGULAR,rebound,defensive,[],1642276,,,1610612748,25,33,2026-01-18T01:35:58Z,1170000,False,,,0,,K. Ware REBOUND (Off:0 Def:1),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Above the Break 3,24+ Left Center,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,
123,PT01M31.00S,2026-01-18T01:36:06.5Z,1,REGULAR,3pt,Jump Shot,[],1631323,6.8823915900131425,95.34313725490196,1610612748,28,33,2026-01-18T01:36:11Z,1180000,False,-227.0,12.0,1,left,S. Fontecchio 3PT  (5 PTS) (N. Powell 1 AST),"[1631323, 1626181]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,Left Corner 3,24+ Left,22.7,Made,5.0,,,,,,,,,,,N. Powell,1626181.0,1.0,,,,
125,PT01M12.00S,2026-01-18T01:36:25.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,80.6011826544021,48.28431372549019,1610612760,28,35,2026-01-18T01:36:29Z,1200000,False,-9.0,130.0,1,right,A. Mitchell 13' Jump Shot (4 PTS) (J. Williams 2 AST),"[1642349, 1631119]",1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,13.01,Made,4.0,,,,,,,,,,,J. Williams,1631119.0,2.0,,,,
127,PT00M53.30S,2026-01-18T01:36:45.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,30.404073587385014,31.372549019607845,1610612748,28,35,2026-01-18T01:36:51Z,1220000,False,93.0,233.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.12,Missed,,,,,,,,,,,,,,,,,,
128,PT00M47.40S,2026-01-18T01:36:51.0Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,28,35,2026-01-18T01:36:51Z,1230000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,
129,PT00M36.10S,2026-01-18T01:37:02.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,93.2161629434954,39.70588235294118,1610612760,28,35,2026-01-18T01:38:20Z,1240000,False,-51.0,11.0,1,right,MISS A. Mitchell driving floating bank Shot,[1642349],1610612760.0,OKC,driving floating bank,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.27,Missed,,,,,,,,,,,,,,,,,,
130,PT00M34.00S,2026-01-18T01:37:04.4Z,1,REGULAR,rebound,defensive,[],1631323,,,1610612748,28,35,2026-01-18T01:37:06Z,1250000,False,,,0,,S. Fontecchio REBOUND (Off:1 Def:1),[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),0-8 Center,,,,,,129.0,2.0,1.0,1.0,,,,,,,,,,,
131,PT00M29.60S,2026-01-18T01:37:08.9Z,1,REGULAR,turnover,bad pass,[],1631323,,,1610612748,28,35,2026-01-18T01:37:14Z,1260000,False,,,0,,S. Fontecchio bad pass TURNOVER (1 TO),"[1631323, 1627936]",1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,In The Paint (Non-RA),8-16 Center,,,,,1.0,,,,,,,,,,,,Caruso,1627936.0,,
132,PT00M29.60S,2026-01-18T01:37:08.9Z,1,REGULAR,steal,,[],1627936,,,1610612760,28,35,2026-01-18T01:37:10Z,1270000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
133,PT00M25.90S,2026-01-18T01:37:12.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631119,93.74178712220763,52.205882352941174,1610612760,28,37,2026-01-18T01:37:20Z,1280000,False,11.0,6.0,1,right,J. Williams running Layup (2 PTS) (K. Williams 1 AST),"[1631119, 1629026]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,,,,,,,,,,,K. Williams,1629026.0,1.0,,,,
135,PT00M07.60S,2026-01-18T01:37:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631107,7.013797634691201,49.754901960784316,1610612748,30,37,2026-01-18T01:37:50Z,1300000,False,1.0,13.0,1,left,N. Jović driving floating Jump Shot (2 PTS) (D. Smith 1 AST),"[1631107, 1630696]",1610612748.0,MIA,driving floating,,,Jović,N. Jović,,,,,Restricted Area,0-8 Center,1.35,Made,2.0,,,,,,,,,,,D. Smith,1630696.0,1.0,,,,
139,PT00M00.00S,2026-01-18T01:37:59.0Z,1,REGULAR,period,end,[],0,,,1610612760,30,37,2026-01-18T01:37:59Z,1340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,out,['startperiod'],1628983,,,1610612760,30,37,2026-01-18T01:40:38Z,1350000,False,,,0,,SUB out: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,out,['startperiod'],1631119,,,1610612760,30,37,2026-01-18T01:40:38Z,1360000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,out,['startperiod'],1627936,,,1610612760,30,37,2026-01-18T01:40:38Z,1370000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,out,['startperiod'],1629026,,,1610612760,30,37,2026-01-18T01:40:38Z,1380000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,in,['startperiod'],1631096,,,1610612760,30,37,2026-01-18T01:40:38Z,1390000,False,,,0,,SUB in: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,in,['startperiod'],1630598,,,1610612760,30,37,2026-01-18T01:40:38Z,1400000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,in,['startperiod'],1630198,,,1610612760,30,37,2026-01-18T01:40:38Z,1410000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2026-01-18T01:40:12.1Z,2,REGULAR,substitution,in,['startperiod'],1631114,,,1610612760,30,37,2026-01-18T01:40:38Z,1420000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2026-01-18T01:40:40.9Z,2,REGULAR,period,start,[],0,,,1610612760,30,37,2026-01-18T01:40:40Z,1430000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M41.00S,2026-01-18T01:40:59.0Z,2,REGULAR,3pt,Jump Shot,[],1630198,96.36990801576873,4.901960784313729,1610612760,30,40,2026-01-18T01:41:04Z,1440000,False,-225.0,-18.0,1,right,I. Joe 3PT  (3 PTS) (C. Holmgren 1 AST),"[1630198, 1631096]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Left Corner 3,24+ Left,22.62,Made,3.0,,,,,,,,,,,C. Holmgren,1631096.0,1.0,,,,
151,PT11M24.00S,2026-01-18T01:41:17.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,7.670827858081481,56.127450980392155,1610612748,30,40,2026-01-18T01:41:24Z,1460000,False,-31.0,20.0,1,left,MISS N. Powell driving Layup - blocked,"[1626181, 1631096]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,Restricted Area,0-8 Center,3.63,Missed,,,,,,,,,,,,,,,,,Holmgren,1631096.0
152,PT11M24.00S,2026-01-18T01:41:17.1Z,2,REGULAR,block,,[],1631096,,,1610612748,30,40,2026-01-18T01:41:19Z,1470000,False,,,0,,C. Holmgren BLOCK (1 BLK),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
153,PT11M24.00S,2026-01-18T01:41:17.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,30,40,2026-01-18T01:41:24Z,1480000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,151.0,,,,,,,,,,,,,,
155,PT11M24.00S,2026-01-18T01:41:31.3Z,2,REGULAR,substitution,out,[],1631323,,,1610612748,30,40,2026-01-18T01:41:36Z,1500000,False,,,0,,SUB out: S. Fontecchio,[1631323],1610612748.0,MIA,,,,Fontecchio,S. Fontecchio,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M24.00S,2026-01-18T01:41:31.3Z,2,REGULAR,substitution,in,[],1641796,,,1610612748,30,40,2026-01-18T01:41:36Z,1510000,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M21.00S,2026-01-18T01:41:52.2Z,2,REGULAR,foul,personal,['2freethrow'],1631096,,,1610612748,30,40,2026-01-18T01:42:13Z,1520000,False,,,0,,C. Holmgren shooting personal FOUL (1 PF) (Powell 2 FT),"[1631096, 1626181]",1610612760.0,OKC,shooting,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,1628159.0,,,,,,1.0,0.0,Powell,1626181.0,,,,,,,
159,PT11M21.00S,2026-01-18T01:42:17.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1626181,,,1610612748,31,40,2026-01-18T01:42:39Z,1540000,False,,,0,,N. Powell Free Throw 1 of 2 (4 PTS),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
160,PT11M21.00S,2026-01-18T01:42:17.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1626181,,,1610612748,31,40,2026-01-18T01:42:39Z,1550000,False,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
161,PT11M19.00S,2026-01-18T01:42:19.1Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,31,40,2026-01-18T01:42:58Z,1560000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,160.0,2.0,1.0,1.0,,,,,,,,,,,
162,PT11M06.00S,2026-01-18T01:42:49.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642349,79.94415243101183,56.61764705882353,1610612760,31,42,2026-01-18T01:42:55Z,1570000,False,33.0,136.0,1,right,A. Mitchell 14' step back Jump Shot (6 PTS),[1642349],1610612760.0,OKC,step back,,,Mitchell,A. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,14.0,Made,6.0,,,,,,,,,,,,,,,,,
163,PT10M45.00S,2026-01-18T01:43:09.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630696,11.875821287779246,60.294117647058826,1610612748,31,42,2026-01-18T01:43:16Z,1580000,False,-51.0,59.0,1,left,MISS D. Smith 7' driving floating Shot,[1630696],1610612748.0,MIA,driving floating,,,Smith,D. Smith,,,,,In The Paint (Non-RA),0-8 Center,7.84,Missed,,,,,,,,,,,,,,,,,,
164,PT10M41.00S,2026-01-18T01:43:13.8Z,2,REGULAR,rebound,defensive,[],1630198,,,1610612760,31,42,2026-01-18T01:43:16Z,1590000,False,,,0,,I. Joe REBOUND (Off:0 Def:1),[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,
165,PT10M35.00S,2026-01-18T01:43:19.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631096,88.2227332457293,36.029411764705884,1610612760,31,42,2026-01-18T01:44:12Z,1600000,False,-70.0,58.0,1,right,MISS C. Holmgren 9' turnaround fadeaway Shot,[1631096],1610612760.0,OKC,turnaround fadeaway,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),8-16 Left,9.1,Missed,,,,,,,,,,,,,,,,,,
166,PT10M33.00S,2026-01-18T01:43:21.9Z,2,REGULAR,rebound,defensive,[],1630696,,,1610612748,31,42,2026-01-18T01:43:24Z,1610000,False,,,0,,D. Smith REBOUND (Off:0 Def:1),[1630696],1610612748.0,MIA,,,,Smith,D. Smith,,,,,In The Paint (Non-RA),8-16 Left,,,,,,165.0,1.0,1.0,0.0,,,,,,,,,,,
167,PT10M28.00S,2026-01-18T01:43:26.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631107,22.78252299605782,88.97058823529412,1610612748,31,42,2026-01-18T01:43:33Z,1620000,False,-195.0,162.0,1,left,MISS N. Jović 25' running 3PT,[1631107],1610612748.0,MIA,running,,,Jović,N. Jović,,,,,Above the Break 3,24+ Left Center,25.32,Missed,,,,,,,,,,,,,,,,,,
