actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
88,PT04M09.00S,2024-03-10T02:24:20.6Z,1,REGULAR,rebound,defensive,[],1628381,,,1610612762,26,14,2024-03-10T02:24:24Z,880000,False,,,0,,J. Collins REBOUND (Off:0 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,87.0,1.0,1.0,0.0,,,,,,
89,PT04M06.00S,2024-03-10T02:24:23.8Z,1,REGULAR,turnover,bad pass,[],1628381,,,1610612762,26,14,2024-03-10T02:24:28Z,890000,False,,,0,,J. Collins bad pass TURNOVER (2 TO),"[1628381, 203932]",1610612762.0,UTA,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,,,,,,Gordon,203932.0,,,,
90,PT04M06.00S,2024-03-10T02:24:23.8Z,1,REGULAR,steal,,[],203932,,,1610612743,26,14,2024-03-10T02:24:25Z,900000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
91,PT04M06.00S,2024-03-10T02:24:27.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202704,23.209592641261498,14.705882352941178,1610612743,26,14,2024-03-10T02:34:17Z,910000,False,176.0,166.0,1,left,MISS R. Jackson 24' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,24.21,Missed,,,,,,,,,,,,,,,,
92,PT04M03.00S,2024-03-10T02:24:30.3Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,26,14,2024-03-10T02:34:17Z,920000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,91.0,3.0,2.0,1.0,,,,,,
93,PT04M02.00S,2024-03-10T02:24:31.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629008,7.835085413929041,46.07843137254902,1610612743,26,14,2024-03-10T02:33:44Z,930000,False,20.0,21.0,1,left,MISS M. Porter Jr. putback Layup - blocked,"[1629008, 1629677]",1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,2.88,Missed,,,,,Samanic,1629677.0,,,,,,,,,,
94,PT04M02.00S,2024-03-10T02:24:31.6Z,1,REGULAR,block,,[],1629677,,,1610612743,26,14,2024-03-10T02:24:34Z,940000,False,,,0,,L. Samanic BLOCK (1 BLK),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M02.00S,2024-03-10T02:24:31.6Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,26,14,2024-03-10T02:33:44Z,950000,False,,,0,,N. Jokic REBOUND (Off:1 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,93.0,2.0,1.0,1.0,,,,,,
110,PT04M01.00S,2024-03-10T02:24:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,11.169513797634691,45.611213235294116,1610612743,26,14,2024-03-10T02:36:45Z,955000,False,22.0,52.0,1,left,MISS N. Jokic Layup,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,5.69,Missed,,,,,,,,,,,,,,,,
111,PT04M00.00S,2024-03-10T02:24:43.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,26,14,2024-03-10T02:36:59Z,957500,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,110.0,,,,,,,,,
96,PT03M59.00S,2024-03-10T02:24:44.8Z,1,REGULAR,foul,personal,[],1629677,,,1610612743,26,14,2024-03-10T02:54:32Z,960000,False,,,0,,L. Samanic loose ball personal FOUL (1 PF),"[1629677, 203999]",1610612762.0,UTA,loose ball,,,Samanic,L. Samanic,,,,,Restricted Area,0-8 Center,202007.0,,,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0
98,PT03M59.00S,2024-03-10T02:24:47.6Z,1,REGULAR,substitution,out,[],1629012,,,1610612743,26,14,2024-03-10T02:25:01Z,980000,False,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M59.00S,2024-03-10T02:24:47.6Z,1,REGULAR,substitution,out,[],1641729,,,1610612743,26,14,2024-03-10T02:25:01Z,990000,False,,,0,,SUB out: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M59.00S,2024-03-10T02:24:47.6Z,1,REGULAR,substitution,in,[],203903,,,1610612743,26,14,2024-03-10T02:25:01Z,1000000,False,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M59.00S,2024-03-10T02:24:47.6Z,1,REGULAR,substitution,in,[],1629659,,,1610612743,26,14,2024-03-10T02:25:01Z,1010000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M55.00S,2024-03-10T02:25:19.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629008,27.54599211563732,39.705882352941174,1610612743,28,14,2024-03-10T02:28:44Z,1020000,False,51.0,206.0,1,left,M. Porter Jr. 21' step back Jump Shot (5 PTS) (A. Gordon 5 AST),"[1629008, 203932]",1610612743.0,DEN,step back,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,,,21.27,Made,5.0,A. Gordon,203932.0,5.0,,,,,,,,,,,,
104,PT03M32.00S,2024-03-10T02:25:41.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628381,93.64323258869908,49.754901960784316,1610612762,28,16,2024-03-10T02:25:47Z,1040000,False,-1.0,7.0,1,right,J. Collins cutting DUNK (8 PTS) (J. Clarkson 1 AST),"[1628381, 203903]",1610612762.0,UTA,cutting,,,Collins,J. Collins,,,,,Restricted Area,0-8 Center,,,0.74,Made,8.0,J. Clarkson,203903.0,1.0,,,,,,,,,,,,
106,PT03M32.00S,2024-03-10T02:25:45.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,28,16,2024-03-10T03:31:29Z,1060000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M32.00S,2024-03-10T02:27:51.3Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,28,16,2024-03-10T02:28:12Z,1070000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M32.00S,2024-03-10T02:27:51.3Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,28,16,2024-03-10T02:28:12Z,1080000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M17.00S,2024-03-10T02:28:50.4Z,1,REGULAR,3pt,Jump Shot,[],202704,5.469776609724048,95.34313725490196,1610612743,31,16,2024-03-10T02:29:01Z,1090000,False,-227.0,-1.0,1,left,R. Jackson 3PT  (3 PTS) (C. Braun 1 AST),"[202704, 1631128]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Left Corner 3,24+ Left,,,22.67,Made,3.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,
114,PT03M04.00S,2024-03-10T02:29:09.0Z,1,REGULAR,foul,offensive,[],1629677,,,1610612762,31,16,2024-03-10T02:29:22Z,1110000,False,,,0,,L. Samanic offensive FOUL (2 PF),"[1629677, 202704]",1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Right Center,202007.0,,,,,,,,,,,,,,,,2.0,0.0,Jackson,202704.0
116,PT03M04.00S,2024-03-10T02:29:09.0Z,1,REGULAR,turnover,offensive foul,[],1629677,,,1610612762,31,16,2024-03-10T02:29:22Z,1130000,False,,,0,,L. Samanic offensive foul TURNOVER (1 TO),[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Mid-Range,16-24 Right Center,1628159.0,1.0,,,,,,,,,,,,,,,,,,
117,PT03M04.00S,2024-03-10T02:29:15.3Z,1,REGULAR,substitution,out,[],203484,,,1610612743,31,16,2024-03-10T02:29:17Z,1140000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M04.00S,2024-03-10T02:29:15.3Z,1,REGULAR,substitution,in,[],203200,,,1610612743,31,16,2024-03-10T02:29:17Z,1150000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M55.00S,2024-03-10T02:29:32.5Z,1,REGULAR,foul,personal,[],203903,,,1610612743,31,16,2024-03-10T02:29:44Z,1160000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 203999]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,16-24 Center,200834.0,,,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0
121,PT02M45.00S,2024-03-10T02:29:59.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203200,32.276609724047304,48.529411764705884,1610612743,34,16,2024-03-10T02:30:04Z,1180000,False,7.0,251.0,1,left,J. Holiday 25' 3PT  (3 PTS) (N. Jokic 2 AST),"[203200, 203999]",1610612743.0,DEN,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Center,,,25.1,Made,3.0,N. Jokic,203999.0,2.0,,,,,,,,,,,,
123,PT02M24.00S,2024-03-10T02:30:19.9Z,1,REGULAR,3pt,Jump Shot,[],1629677,67.36202365308804,62.00980392156863,1610612762,34,16,2024-03-10T02:30:26Z,1200000,False,60.0,254.0,1,right,MISS L. Samanic 26' 3PT,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,Above the Break 3,24+ Center,,,26.13,Missed,,,,,,,,,,,,,,,,
124,PT02M22.00S,2024-03-10T02:30:21.9Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612762,34,16,2024-03-10T02:30:26Z,1210000,False,,,0,,J. Collins REBOUND (Off:1 Def:1),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,123.0,2.0,1.0,1.0,,,,,,
125,PT02M22.00S,2024-03-10T02:30:24.2Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612762,34,16,2024-03-10T02:30:33Z,1220000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Collins 2 FT),"[203932, 1628381]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,200834.0,,,,,,,,,,,,,,,,1.0,0.0,Collins,1628381.0
127,PT02M22.00S,2024-03-10T02:30:52.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612762,34,17,2024-03-10T02:31:17Z,1240000,False,,,0,,J. Collins Free Throw 1 of 2 (9 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
128,PT02M22.00S,2024-03-10T02:30:53.6Z,1,REGULAR,substitution,out,[],203932,,,1610612762,34,17,2024-03-10T02:30:56Z,1250000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M22.00S,2024-03-10T02:30:53.6Z,1,REGULAR,substitution,in,[],1631212,,,1610612762,34,17,2024-03-10T02:30:56Z,1260000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M22.00S,2024-03-10T02:30:52.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612762,34,17,2024-03-10T02:31:17Z,1270000,False,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
131,PT02M19.00S,2024-03-10T02:30:55.3Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,34,17,2024-03-10T02:31:17Z,1280000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,
132,PT02M06.00S,2024-03-10T02:31:30.2Z,1,REGULAR,foul,personal,[],1629659,,,1610612743,34,17,2024-03-10T02:31:39Z,1290000,False,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 203999]",1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,1628159.0,,,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0
134,PT02M06.00S,2024-03-10T02:31:36.2Z,1,REGULAR,substitution,out,[],1629677,,,1610612743,34,17,2024-03-10T02:31:44Z,1310000,False,,,0,,SUB out: L. Samanic,[1629677],1610612762.0,UTA,,,,Samanic,L. Samanic,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M06.00S,2024-03-10T02:31:36.2Z,1,REGULAR,substitution,out,[],1628381,,,1610612743,34,17,2024-03-10T02:31:44Z,1320000,False,,,0,,SUB out: J. Collins,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M06.00S,2024-03-10T02:31:36.2Z,1,REGULAR,substitution,in,[],1641718,,,1610612743,34,17,2024-03-10T02:31:44Z,1330000,False,,,0,,SUB in: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M06.00S,2024-03-10T02:31:36.2Z,1,REGULAR,substitution,in,[],1631117,,,1610612743,34,17,2024-03-10T02:31:44Z,1340000,False,,,0,,SUB in: W. Kessler,[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M57.00S,2024-03-10T02:32:00.8Z,1,REGULAR,3pt,Jump Shot,[],202704,28.07161629434954,18.872549019607842,1610612743,34,17,2024-03-10T02:32:10Z,1350000,False,156.0,211.0,1,left,MISS R. Jackson 26' 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,,,26.25,Missed,,,,,,,,,,,,,,,,
139,PT01M51.00S,2024-03-10T02:32:06.8Z,1,REGULAR,rebound,defensive,[],1627739,,,1610612762,34,17,2024-03-10T02:32:10Z,1360000,False,,,0,,K. Dunn REBOUND (Off:0 Def:1),[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,
140,PT01M43.00S,2024-03-10T02:32:14.1Z,1,REGULAR,3pt,Jump Shot,[],1629659,81.2910643889619,7.352941176470589,1610612762,34,17,2024-03-10T02:32:19Z,1370000,False,-213.0,123.0,1,right,MISS T. Horton-Tucker 24' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,24.63,Missed,,,,,,,,,,,,,,,,
141,PT01M40.00S,2024-03-10T02:32:17.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,34,17,2024-03-10T02:32:19Z,1380000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,140.0,2.0,2.0,0.0,,,,,,
142,PT01M35.00S,2024-03-10T02:32:22.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203999,5.995400788436268,42.15686274509804,1610612743,36,17,2024-03-10T02:43:36Z,1390000,False,39.0,4.0,1,left,N. Jokic running Layup (8 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,running,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,3.94,Made,8.0,R. Jackson,202704.0,1.0,,,,,,,,,,,,
144,PT01M19.00S,2024-03-10T02:32:39.9Z,1,REGULAR,foul,personal,[],1631128,,,1610612762,36,17,2024-03-10T02:32:47Z,1410000,False,,,0,,C. Braun personal FOUL (1 PF),"[1631128, 203903]",1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Center,200834.0,,,,,,,,,,,,,,,,1.0,0.0,Clarkson,203903.0
146,PT01M19.00S,2024-03-10T02:32:45.7Z,1,REGULAR,substitution,out,[],202704,,,1610612762,36,17,2024-03-10T02:32:49Z,1430000,False,,,0,,SUB out: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M19.00S,2024-03-10T02:32:45.7Z,1,REGULAR,substitution,in,[],1627750,,,1610612762,36,17,2024-03-10T02:32:49Z,1440000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M12.00S,2024-03-10T02:33:09.7Z,1,REGULAR,2pt,Jump Shot,[],1641718,92.59198423127464,29.166666666666668,1610612762,36,17,2024-03-10T02:33:16Z,1450000,False,-104.0,17.0,1,right,MISS K. George 10' driving floating bank Shot,[1641718],1610612762.0,UTA,driving floating bank,,,George,K. George,,,,,Mid-Range,8-16 Left,,,10.56,Missed,,,,,,,,,,,,,,,,
149,PT01M08.00S,2024-03-10T02:33:13.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,36,17,2024-03-10T02:33:16Z,1460000,False,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,,,,,,,,148.0,3.0,2.0,1.0,,,,,,
150,PT01M00.00S,2024-03-10T02:33:21.0Z,1,REGULAR,2pt,Jump Shot,[],1627750,9.674770039421814,67.40196078431373,1610612743,36,17,2024-03-10T02:33:27Z,1470000,False,-87.0,38.0,1,left,MISS J. Murray 9' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,,,9.51,Missed,,,,,,,,,,,,,,,,
151,PT00M58.20S,2024-03-10T02:33:22.8Z,1,REGULAR,rebound,defensive,[],203903,,,1610612762,36,17,2024-03-10T02:33:27Z,1480000,False,,,0,,J. Clarkson REBOUND (Off:0 Def:1),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,
152,PT00M54.80S,2024-03-10T02:33:27.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203903,68.41327201051249,22.794117647058822,1610612762,36,20,2024-03-10T02:33:34Z,1490000,False,-136.0,244.0,1,right,J. Clarkson 27' 3PT running pullup (3 PTS),[203903],1610612762.0,UTA,running pullup,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,27.97,Made,3.0,,,,,,,,,,,,,,,
153,PT00M38.30S,2024-03-10T02:33:51.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,17.296320630749015,47.30392156862745,1610612743,38,20,2024-03-10T02:33:58Z,1500000,False,13.0,110.0,1,left,J. Murray 11' driving floating Jump Shot (8 PTS) (N. Jokic 3 AST),"[1627750, 203999]",1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,11.09,Made,8.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,
155,PT00M31.00S,2024-03-10T02:34:05.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641718,89.04402102496715,57.84313725490197,1610612762,38,20,2024-03-10T02:34:13Z,1520000,False,39.0,50.0,1,right,MISS K. George 6' driving Layup - blocked,"[1641718, 203999]",1610612762.0,UTA,driving,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,6.39,Missed,,,,,Jokic,203999.0,,,,,,,,,,
156,PT00M31.00S,2024-03-10T02:34:05.0Z,1,REGULAR,block,,[],203999,,,1610612762,38,20,2024-03-10T02:34:08Z,1530000,False,,,0,,N. Jokic BLOCK (2 BLK),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
157,PT00M31.00S,2024-03-10T02:34:05.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,38,20,2024-03-10T02:34:13Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,155.0,,,,,,,,,
159,PT00M31.00S,2024-03-10T02:34:11.2Z,1,REGULAR,substitution,out,[],203999,,,1610612762,38,20,2024-03-10T02:34:17Z,1560000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M31.00S,2024-03-10T02:34:11.2Z,1,REGULAR,substitution,in,[],1630192,,,1610612762,38,20,2024-03-10T02:34:17Z,1570000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M28.40S,2024-03-10T02:34:35.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631117,91.5407358738502,49.754901960784316,1610612762,38,20,2024-03-10T02:46:09Z,1580000,False,-1.0,27.0,1,right,MISS W. Kessler cutting Layup - blocked,"[1631117, 1631212]",1610612762.0,UTA,cutting,,,Kessler,W. Kessler,,,,,Restricted Area,0-8 Center,,,2.7,Missed,,,,,Watson,1631212.0,,,,,,,,,,
162,PT00M28.40S,2024-03-10T02:34:35.6Z,1,REGULAR,block,,[],1631212,,,1610612762,38,20,2024-03-10T02:34:38Z,1590000,False,,,0,,P. Watson BLOCK (1 BLK),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
163,PT00M27.80S,2024-03-10T02:34:36.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,38,20,2024-03-10T02:34:42Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,161.0,,,,,,,,,
165,PT00M24.30S,2024-03-10T02:35:24.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641718,92.32917214191852,50.245098039215684,1610612762,38,22,2024-03-10T02:35:33Z,1620000,False,1.0,20.0,1,right,K. George cutting Layup (4 PTS) (K. Dunn 1 AST),"[1641718, 1627739]",1610612762.0,UTA,cutting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,1.96,Made,4.0,K. Dunn,1627739.0,1.0,,,,,,,,,,,,
167,PT00M00.00S,2024-03-10T02:35:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,6.1268068331143235,51.470588235294116,1610612743,38,22,2024-03-10T02:35:58Z,1640000,False,-7.0,5.0,1,left,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,0.9,Missed,,,,,,,,,,,,,,,,
168,PT00M00.00S,2024-03-10T02:35:52.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,38,22,2024-03-10T02:35:58Z,1650000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,167.0,,,,,,,,,
169,PT00M00.00S,2024-03-10T02:36:05.4Z,1,REGULAR,period,end,[],0,,,1610612743,38,22,2024-03-10T02:36:05Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-03-10T02:38:28.9Z,2,REGULAR,substitution,out,['startperiod'],1627739,,,1610612743,38,22,2024-03-10T02:38:38Z,1670000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-03-10T02:38:28.9Z,2,REGULAR,substitution,in,['startperiod'],1630548,,,1610612743,38,22,2024-03-10T02:38:38Z,1680000,False,,,0,,SUB in: J. Juzang,[1630548],1610612762.0,UTA,,,,Juzang,J. Juzang,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2024-03-10T02:38:38.7Z,2,REGULAR,period,start,[],0,,,1610612762,38,22,2024-03-10T02:38:38Z,1690000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT11M49.00S,2024-03-10T02:38:48.9Z,2,REGULAR,3pt,Jump Shot,[],203903,77.61169513797634,7.8431372549019605,1610612762,38,22,2024-03-10T02:38:53Z,1700000,False,-211.0,158.0,1,right,MISS J. Clarkson 26' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,Above the Break 3,24+ Left Center,,,26.34,Missed,,,,,,,,,,,,,,,,
174,PT11M47.00S,2024-03-10T02:38:51.7Z,2,REGULAR,rebound,offensive,[],1631117,,,1610612762,38,22,2024-03-10T02:38:51Z,1710000,False,,,0,,W. Kessler REBOUND (Off:3 Def:2),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,173.0,5.0,2.0,3.0,,,,,,
175,PT11M43.00S,2024-03-10T02:38:54.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203903,93.38042049934296,48.03921568627451,1610612762,38,24,2024-03-10T02:48:07Z,1720000,False,-10.0,10.0,1,right,J. Clarkson cutting DUNK (5 PTS) (W. Kessler 1 AST),"[203903, 1631117]",1610612762.0,UTA,cutting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,1.38,Made,5.0,W. Kessler,1631117.0,1.0,,,,,,,,,,,,
