actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M44.00S,2024-04-07T01:25:12.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,28.465834428383708,73.2843137254902,1610612737,23,17,2024-04-07T01:25:17Z,860000,False,-116.0,215.0,1,left,MISS G. Mathews 24' 3PT,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,,
88,PT04M41.00S,2024-04-07T01:25:15.4Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,23,17,2024-04-07T01:25:17Z,870000,False,,,0,,C. Braun REBOUND (Off:1 Def:2),[1631128],1610612743.0,DEN,,Braun,C. Braun,Above the Break 3,24+ Left Center,,,,,,,,,,,87.0,3.0,2.0,1.0,,,,,,
89,PT04M38.00S,2024-04-07T01:25:17.7Z,1,REGULAR,turnover,bad pass,[],1631128,,,1610612743,23,17,2024-04-07T01:25:22Z,880000,False,,,0,,C. Braun bad pass TURNOVER (1 TO),"[1631128, 1629726]",1610612743.0,DEN,,Braun,C. Braun,Above the Break 3,24+ Center,,,,,,,1.0,Mathews,1629726.0,,,,,,,,,,,
90,PT04M38.00S,2024-04-07T01:25:17.7Z,1,REGULAR,steal,,[],1629726,,,1610612737,23,17,2024-04-07T01:25:20Z,890000,False,,,0,,G. Mathews STEAL (1 STL),[1629726],1610612737.0,ATL,,Mathews,G. Mathews,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
91,PT04M28.00S,2024-04-07T01:25:28.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629726,23.99802890932983,82.84313725490196,1610612737,23,17,2024-04-07T01:25:32Z,900000,False,-164.0,173.0,1,left,MISS G. Mathews 3PT,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,Above the Break 3,24+ Left Center,23.86,Missed,,,,,,,,,,,,,,,,,,
92,PT04M24.00S,2024-04-07T01:25:32.0Z,1,REGULAR,rebound,defensive,[],1627750,,,1610612743,23,17,2024-04-07T01:25:32Z,910000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,Murray,J. Murray,Above the Break 3,24+ Left Center,,,,,,,,,,,91.0,1.0,1.0,0.0,,,,,,
93,PT04M18.00S,2024-04-07T01:25:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.24901445466492,51.470588235294116,1610612743,25,17,2024-04-07T01:25:45Z,920000,False,7.0,11.0,1,right,J. Murray finger roll Layup (6 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,Restricted Area,0-8 Center,1.33,Made,6.0,,,,,,,finger roll,,,,,,,,,,
94,PT03M59.00S,2024-04-07T01:25:56.3Z,1,REGULAR,turnover,bad pass,[],1629631,,,1610612737,25,17,2024-04-07T01:26:03Z,930000,False,,,0,,D. Hunter bad pass TURNOVER (1 TO),"[1629631, 203999]",1610612737.0,ATL,,Hunter,D. Hunter,Mid-Range,8-16 Center,,,,,,,1.0,Jokic,203999.0,,,,,,,,,,,
95,PT03M59.00S,2024-04-07T01:25:56.3Z,1,REGULAR,steal,,[],203999,,,1610612743,25,17,2024-04-07T01:25:57Z,940000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
96,PT03M55.00S,2024-04-07T01:26:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1630249,,,1610612743,25,17,2024-04-07T01:26:16Z,950000,False,,,0,,V. Krejci shooting personal FOUL (2 PF) (Jokic 2 FT),"[1630249, 203999]",1610612737.0,ATL,202053.0,Krejci,V. Krejci,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,2.0,0.0,Jokic,203999.0
98,PT03M55.00S,2024-04-07T01:26:37.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203999,,,1610612743,26,17,2024-04-07T01:26:37Z,970000,False,,,0,,N. Jokic Free Throw 1 of 2 (6 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Made,6.0,,,,,,,,,,,,,,,,,
99,PT03M55.00S,2024-04-07T01:26:39.1Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,26,17,2024-04-07T01:26:48Z,980000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
100,PT03M55.00S,2024-04-07T01:26:39.1Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,26,17,2024-04-07T01:26:48Z,990000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
101,PT03M55.00S,2024-04-07T01:26:39.1Z,1,REGULAR,substitution,in,[],202704,,,1610612743,26,17,2024-04-07T01:26:48Z,1000000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
102,PT03M55.00S,2024-04-07T01:26:39.1Z,1,REGULAR,substitution,in,[],1631212,,,1610612743,26,17,2024-04-07T01:26:48Z,1010000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
103,PT03M55.00S,2024-04-07T01:26:55.7Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203999,,,1610612743,27,17,2024-04-07T01:26:55Z,1020000,False,,,0,,N. Jokic Free Throw 2 of 2 (7 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Made,7.0,,,,,,,,,,,,,,,,,
104,PT03M41.00S,2024-04-07T01:27:12.7Z,1,REGULAR,3pt,Jump Shot,[],1629631,8.492115637319317,3.1862745098039214,1610612737,27,17,2024-04-07T01:27:17Z,1030000,False,234.0,27.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Right Corner 3,24+ Right,23.57,Missed,,,,,,,,,,,,,,,,,,
105,PT03M38.00S,2024-04-07T01:27:15.7Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,27,17,2024-04-07T01:27:17Z,1040000,False,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612743.0,DEN,,Jackson,R. Jackson,Right Corner 3,24+ Right,,,,,,,,,,,104.0,1.0,1.0,0.0,,,,,,
106,PT03M25.00S,2024-04-07T01:27:29.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,91.40932982917214,43.627450980392155,1610612743,27,17,2024-04-07T01:27:33Z,1050000,False,-32.0,28.0,1,right,MISS N. Jokic turnaround Hook,[203999],1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,4.26,Missed,,,,,,,,turnaround,,,,,,,,,,
107,PT03M23.00S,2024-04-07T01:27:31.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,27,17,2024-04-07T01:27:33Z,1060000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Restricted Area,0-8 Center,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,,
108,PT03M18.00S,2024-04-07T01:27:39.0Z,1,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,27,17,2024-04-07T01:43:39Z,1070000,False,,,0,,D. Hunter bad pass out-of-bounds TURNOVER (2 TO),[1629631],1610612737.0,ATL,2003.0,Hunter,D. Hunter,Mid-Range,8-16 Right,,,,,,,2.0,,,bad pass,,,,,,,,,,
109,PT03M10.00S,2024-04-07T01:28:04.4Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,27,17,2024-04-07T01:28:12Z,1080000,False,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1629631]",1610612743.0,DEN,,Jokic,N. Jokic,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Hunter,1629631.0,,,,,,,,,,,
110,PT03M10.00S,2024-04-07T01:28:04.4Z,1,REGULAR,steal,,[],1629631,,,1610612737,27,17,2024-04-07T01:28:06Z,1090000,False,,,0,,D. Hunter STEAL (1 STL),[1629631],1610612737.0,ATL,,Hunter,D. Hunter,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
111,PT03M05.00S,2024-04-07T01:28:10.4Z,1,REGULAR,foul,personal,['2freethrow'],202704,,,1610612737,27,17,2024-04-07T01:28:25Z,1100000,False,,,0,,R. Jackson shooting personal FOUL (1 PF) (Murray 2 FT),"[202704, 1627749]",1610612743.0,DEN,2003.0,Jackson,R. Jackson,In The Paint (Non-RA),0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Murray,1627749.0
113,PT03M05.00S,2024-04-07T01:28:40.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627749,,,1610612737,27,18,2024-04-07T01:28:40Z,1120000,False,,,0,,D. Murray Free Throw 1 of 2 (4 PTS),[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,Made,4.0,,,,,,,,,,,,,,,,,
114,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,out,[],203484,,,1610612737,27,18,2024-04-07T01:28:57Z,1130000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
115,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,out,[],1629631,,,1610612737,27,18,2024-04-07T01:28:57Z,1140000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,
116,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,out,[],1629726,,,1610612737,27,18,2024-04-07T01:28:57Z,1150000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
117,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,in,[],203200,,,1610612737,27,18,2024-04-07T01:28:57Z,1160000,False,,,0,,SUB in: J. Holiday,[203200],1610612743.0,DEN,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,
118,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,in,[],203992,,,1610612737,27,18,2024-04-07T01:28:57Z,1170000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
119,PT03M05.00S,2024-04-07T01:28:42.1Z,1,REGULAR,substitution,in,[],1630552,,,1610612737,27,18,2024-04-07T01:28:57Z,1180000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
120,PT03M05.00S,2024-04-07T01:29:03.3Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627749,,,1610612737,27,18,2024-04-07T01:29:03Z,1190000,False,,,0,,MISS D. Murray Free Throw 2 of 2,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,Missed,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2024-04-07T01:29:03.9Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,27,18,2024-04-07T01:29:03Z,1200000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,
122,PT02M47.00S,2024-04-07T01:29:22.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628981,,,1610612743,27,18,2024-04-07T01:29:34Z,1210000,False,,,0,,B. Fernando shooting personal FOUL (1 PF) (Jokic 2 FT),"[1628981, 203999]",1610612737.0,ATL,2002.0,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Jokic,203999.0
124,PT02M47.00S,2024-04-07T01:29:33.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,27,18,2024-04-07T01:29:33Z,1230000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M47.00S,2024-04-07T01:31:59.1Z,1,REGULAR,substitution,out,[],1627749,,,1610612743,27,18,2024-04-07T01:32:16Z,1240000,False,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,
126,PT02M47.00S,2024-04-07T01:31:59.1Z,1,REGULAR,substitution,in,[],1641723,,,1610612743,27,18,2024-04-07T01:32:16Z,1250000,False,,,0,,SUB in: K. Bufkin,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,,,,,,,,,,,,,,,,,,,,,,
127,PT02M47.00S,2024-04-07T01:32:26.2Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,28,18,2024-04-07T01:32:26Z,1260000,False,,,0,,N. Jokic Free Throw 1 of 2 (8 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Made,8.0,,,,,,,,,,,,,,,,,
128,PT02M47.00S,2024-04-07T01:32:41.6Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,29,18,2024-04-07T01:32:41Z,1270000,False,,,0,,N. Jokic Free Throw 2 of 2 (9 PTS),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,Made,9.0,,,,,,,,,,,,,,,,,
129,PT02M29.00S,2024-04-07T01:33:02.1Z,1,REGULAR,3pt,Jump Shot,[],1630552,31.61957950065703,35.049019607843135,1610612737,29,21,2024-04-07T01:33:09Z,1280000,False,75.0,245.0,1,left,J. Johnson 25' 3PT  (7 PTS) (V. Krejci 1 AST),"[1630552, 1630249]",1610612737.0,ATL,,Johnson,J. Johnson,Above the Break 3,24+ Center,25.59,Made,7.0,V. Krejci,1630249.0,1.0,,,,,,,,,,,,,,
131,PT02M08.00S,2024-04-07T01:33:24.6Z,1,REGULAR,turnover,out-of-bounds,[],203200,,,1610612743,29,21,2024-04-07T01:33:33Z,1300000,False,,,0,,J. Holiday lost ball out-of-bounds TURNOVER (1 TO),[203200],1610612743.0,DEN,202053.0,Holiday,J. Holiday,Above the Break 3,24+ Center,,,,,,,1.0,,,lost ball,,,,,,,,,,
132,PT01M47.00S,2024-04-07T01:33:57.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641723,5.469776609724048,94.85294117647058,1610612737,29,21,2024-04-07T01:34:06Z,1310000,False,-224.0,-1.0,1,left,MISS K. Bufkin 3PT,[1641723],1610612737.0,ATL,,Bufkin,K. Bufkin,Left Corner 3,24+ Left,22.43,Missed,,,,,,,,,,,,,,,,,,
133,PT01M45.00S,2024-04-07T01:33:59.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,29,21,2024-04-07T01:34:06Z,1320000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,Left Corner 3,24+ Left,,,,,,,,,,,132.0,,,,,,,,,
135,PT01M45.00S,2024-04-07T01:34:04.3Z,1,REGULAR,substitution,out,[],1631128,,,1610612743,29,21,2024-04-07T01:34:06Z,1340000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
136,PT01M45.00S,2024-04-07T01:34:04.3Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,29,21,2024-04-07T01:34:06Z,1350000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
137,PT01M27.00S,2024-04-07T01:34:32.5Z,1,REGULAR,3pt,Jump Shot,[],202704,94.95729303547962,95.09803921568627,1610612743,29,21,2024-04-07T01:34:37Z,1360000,False,225.0,-5.0,1,right,MISS R. Jackson 3PT,[202704],1610612743.0,DEN,,Jackson,R. Jackson,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,
138,PT01M24.00S,2024-04-07T01:34:35.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,29,21,2024-04-07T01:34:37Z,1370000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Right Corner 3,24+ Right,,,,,,,,,,,137.0,1.0,1.0,0.0,,,,,,
139,PT01M18.00S,2024-04-07T01:34:42.3Z,1,REGULAR,turnover,bad pass,[],1630552,,,1610612737,29,21,2024-04-07T01:34:48Z,1380000,False,,,0,,J. Johnson bad pass TURNOVER (3 TO),"[1630552, 1631212]",1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,16-24 Center,,,,,,,3.0,Watson,1631212.0,,,,,,,,,,,
140,PT01M18.00S,2024-04-07T01:34:42.3Z,1,REGULAR,steal,,[],1631212,,,1610612743,29,21,2024-04-07T01:40:35Z,1390000,False,,,0,,P. Watson STEAL (1 STL),[1631212],1610612743.0,DEN,,Watson,P. Watson,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
141,PT01M13.00S,2024-04-07T01:34:47.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203999,91.80354796320631,48.77450980392157,1610612743,29,21,2024-04-07T01:35:00Z,1400000,False,-6.0,25.0,1,right,MISS N. Jokic running Shot,[203999],1610612743.0,DEN,,Jokic,N. Jokic,Restricted Area,0-8 Center,2.52,Missed,,,,,,,,running,,,,,,,,,,
142,PT01M10.00S,2024-04-07T01:34:50.1Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612737,29,21,2024-04-07T01:35:00Z,1410000,False,,,0,,B. Fernando REBOUND (Off:0 Def:1),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,,141.0,1.0,1.0,0.0,,,,,,
143,PT01M04.00S,2024-04-07T01:34:56.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628981,5.863994743758213,47.794117647058826,1610612737,29,21,2024-04-07T01:42:26Z,1420000,False,11.0,3.0,1,left,MISS B. Fernando running Layup,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,running,,,,,,,,,,
144,PT01M03.00S,2024-04-07T01:34:57.0Z,1,REGULAR,rebound,offensive,[],1628981,,,1610612737,29,21,2024-04-07T01:35:05Z,1430000,False,,,0,,B. Fernando REBOUND (Off:1 Def:1),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,,,,,,,,,,,143.0,2.0,1.0,1.0,,,,,,
145,PT01M03.00S,2024-04-07T01:34:59.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628981,5.590000152587891,50.0,1610612737,29,21,2024-04-07T01:44:25Z,1440000,False,0.0,0.0,1,left,MISS B. Fernando tip Layup,[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,tip,,,,,,,,,,
146,PT01M03.00S,2024-04-07T01:34:59.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,29,21,2024-04-07T01:44:25Z,1450000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,Restricted Area,0-8 Center,,,,,,,,,,,145.0,,,,,,,,,
148,PT00M51.80S,2024-04-07T01:35:24.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203992,31.750985545335087,72.05882352941177,1610612737,29,21,2024-04-07T01:35:29Z,1470000,False,-110.0,246.0,1,left,MISS B. Bogdanovic 26' 3PT,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Left Center,26.96,Missed,,,,,,,,,,,,,,,,,,
149,PT00M49.00S,2024-04-07T01:35:27.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,29,21,2024-04-07T01:35:29Z,1480000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Left Center,,,,,,,,,,,148.0,4.0,4.0,0.0,,,,,,
150,PT00M47.10S,2024-04-07T01:35:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203200,92.19776609724047,51.71568627450981,1610612743,31,21,2024-04-07T01:35:35Z,1490000,False,9.0,21.0,1,right,J. Holiday running Layup (2 PTS) (N. Jokic 3 AST),"[203200, 203999]",1610612743.0,DEN,,Holiday,J. Holiday,Restricted Area,0-8 Center,2.25,Made,2.0,N. Jokic,203999.0,3.0,,,,running,,,,,,,,,,
152,PT00M37.90S,2024-04-07T01:35:46.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628981,5.206964520367937,49.50980392156863,1610612737,31,23,2024-04-07T01:35:50Z,1510000,False,2.0,-4.0,1,left,B. Fernando DUNK (2 PTS) (K. Bufkin 1 AST),"[1628981, 1641723]",1610612737.0,ATL,,Fernando,B. Fernando,Restricted Area,0-8 Center,0.44,Made,2.0,K. Bufkin,1641723.0,1.0,,,,,,,,,,,,,,
154,PT00M33.60S,2024-04-07T01:36:03.6Z,1,REGULAR,3pt,Jump Shot,[],203999,68.41327201051249,42.40196078431372,1610612743,31,23,2024-04-07T01:46:28Z,1530000,False,-38.0,244.0,1,right,MISS N. Jokic 24' pullup 3PT,[203999],1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Center,24.73,Missed,,,,,,,,pullup,,,,,,,,,,
155,PT00M30.90S,2024-04-07T01:36:06.3Z,1,REGULAR,rebound,defensive,[],1628981,,,1610612737,31,23,2024-04-07T01:36:11Z,1540000,False,,,0,,B. Fernando REBOUND (Off:1 Def:2),[1628981],1610612737.0,ATL,,Fernando,B. Fernando,Above the Break 3,24+ Center,,,,,,,,,,,154.0,3.0,2.0,1.0,,,,,,
156,PT00M17.70S,2024-04-07T01:36:20.8Z,1,REGULAR,foul,personal,[],1629008,,,1610612737,31,23,2024-04-07T01:37:09Z,1550000,False,,,0,,M. Porter Jr. personal FOUL (2 PF),"[1629008, 1630249]",1610612743.0,DEN,202053.0,Porter Jr.,M. Porter Jr.,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,2.0,0.0,Krejci,1630249.0
158,PT00M17.70S,2024-04-07T01:36:31.3Z,1,REGULAR,foul,technical,['1freethrow'],1629008,,,1610612737,31,23,2024-04-07T01:36:39Z,1570000,False,,,0,,M. Porter Jr. technical FOUL (1 Tech),[1629008],1610612743.0,DEN,2002.0,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,2.0,1.0,,
159,PT00M17.70S,2024-04-07T01:37:00.2Z,1,REGULAR,freethrow,1 of 1,[],203992,,,1610612737,31,24,2024-04-07T01:37:00Z,1580000,False,,,0,,B. Bogdanovic technical Free Throw 1 of 1 (1 PTS),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,Made,1.0,,,,,,,technical,,,,,,,,,,
160,PT00M17.70S,2024-04-07T01:37:13.7Z,1,REGULAR,substitution,out,[],1629008,,,1610612737,31,24,2024-04-07T01:37:17Z,1590000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
161,PT00M17.70S,2024-04-07T01:37:13.7Z,1,REGULAR,substitution,in,[],203484,,,1610612737,31,24,2024-04-07T01:37:17Z,1600000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
162,PT00M07.80S,2024-04-07T01:37:39.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628981,12.302890932982917,45.83333333333333,1610612737,31,26,2024-04-07T01:47:20Z,1610000,False,21.0,63.0,1,left,B. Fernando 6' floating Jump Shot (4 PTS) (B. Bogdanovic 1 AST),"[1628981, 203992]",1610612737.0,ATL,,Fernando,B. Fernando,In The Paint (Non-RA),0-8 Center,6.64,Made,4.0,B. Bogdanovic,203992.0,1.0,,,,floating,,,,,,,,,,
164,PT00M01.80S,2024-04-07T01:37:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,95.3515111695138,56.127450980392155,1610612743,31,26,2024-04-07T01:37:57Z,1630000,False,31.0,-9.0,1,right,MISS R. Jackson driving Layup,[202704],1610612743.0,DEN,,Jackson,R. Jackson,Restricted Area,0-8 Center,3.18,Missed,,,,,,,,driving,,,,,,,,,,
165,PT00M01.80S,2024-04-07T01:37:56.5Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,31,26,2024-04-07T01:37:56Z,1640000,False,,,0,,P. Watson REBOUND (Off:1 Def:1),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,,,,,,,,,,,164.0,2.0,1.0,1.0,,,,,,
166,PT00M01.80S,2024-04-07T01:37:56.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1631212,94.40999984741211,50.0,1610612743,33,26,2024-04-07T01:38:01Z,1650000,False,0.0,0.0,1,right,P. Watson tip Layup (2 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,tip,,,,,,,,,,
167,PT00M00.00S,2024-04-07T01:38:04.6Z,1,REGULAR,period,end,[],0,,,1610612737,33,26,2024-04-07T01:38:04Z,1660000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612737,33,26,2024-04-07T01:40:57Z,1670000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,out,['startperiod'],203484,,,1610612737,33,26,2024-04-07T01:40:57Z,1680000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,out,['startperiod'],1630249,,,1610612737,33,26,2024-04-07T01:40:57Z,1690000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2024-04-07T01:40:38.6Z,2,REGULAR,substitution,in,['startperiod'],1631124,,,1610612737,33,26,2024-04-07T01:40:57Z,1700000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
