actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,descriptor,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
272,PT05M35.00S,2024-04-07T02:00:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629726,10.988830486202366,0.9803921568627451,1610612737,56,42,2024-04-07T03:26:48Z,2710000,False,245.0,51.0,1,left,G. Mathews 25' 3PT pullup (9 PTS) (D. Murray 6 AST),"[1629726, 1627749]",1610612737.0,ATL,,Mathews,G. Mathews,Right Corner 3,24+ Right,25.03,Made,9.0,D. Murray,1627749.0,6.0,,,,pullup,,,,,,,,,,
276,PT05M35.00S,2024-04-07T02:01:10.5Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612743,56,42,2024-04-07T02:03:39Z,2750000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,out,[],1631212,,,1610612743,56,42,2024-04-07T02:03:51Z,2790000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
281,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,out,[],1629726,,,1610612743,56,42,2024-04-07T02:03:51Z,2800000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,
282,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,out,[],1630249,,,1610612743,56,42,2024-04-07T02:03:51Z,2810000,False,,,0,,SUB out: V. Krejci,[1630249],1610612737.0,ATL,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,
283,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,in,[],1631128,,,1610612743,56,42,2024-04-07T02:03:51Z,2820000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
284,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,in,[],203992,,,1610612743,56,42,2024-04-07T02:03:51Z,2830000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,
285,PT05M35.00S,2024-04-07T02:03:41.7Z,2,REGULAR,substitution,in,[],1630552,,,1610612743,56,42,2024-04-07T02:03:51Z,2840000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,
286,PT05M20.00S,2024-04-07T02:03:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,93.11760840998686,47.794117647058826,1610612743,56,42,2024-04-07T02:03:58Z,2850000,False,-11.0,12.0,1,right,MISS J. Murray driving finger roll Layup,[1627750],1610612743.0,DEN,,Murray,J. Murray,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,driving finger roll,,,,,,,,,,
287,PT05M19.00S,2024-04-07T02:03:55.5Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,56,42,2024-04-07T02:03:58Z,2860000,False,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,,,,,,,,,,,286.0,4.0,3.0,1.0,,,,,,
288,PT05M13.00S,2024-04-07T02:04:02.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,15.719448094612352,40.19607843137255,1610612737,56,44,2024-04-07T02:04:07Z,2870000,False,49.0,95.0,1,left,D. Hunter 10' pullup Jump Shot (9 PTS) (J. Johnson 2 AST),"[1629631, 1630552]",1610612737.0,ATL,,Hunter,D. Hunter,In The Paint (Non-RA),8-16 Center,10.72,Made,9.0,J. Johnson,1630552.0,2.0,,,,pullup,,,,,,,,,,
291,PT04M53.00S,2024-04-07T02:04:37.5Z,2,REGULAR,3pt,Jump Shot,[],1627750,78.0059132720105,90.44117647058823,1610612743,56,44,2024-04-07T02:04:43Z,2900000,False,202.0,154.0,1,right,MISS J. Murray 25' 3PT,[1627750],1610612743.0,DEN,,Murray,J. Murray,Above the Break 3,24+ Right Center,25.43,Missed,,,,,,,,,,,,,,,,,,
292,PT04M51.00S,2024-04-07T02:04:39.5Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,56,44,2024-04-07T02:04:43Z,2910000,False,,,0,,J. Johnson REBOUND (Off:0 Def:2),[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Above the Break 3,24+ Right Center,,,,,,,,,,,291.0,2.0,2.0,0.0,,,,,,
293,PT04M41.00S,2024-04-07T02:04:50.0Z,2,REGULAR,2pt,Jump Shot,[],203992,8.492115637319317,33.33333333333333,1610612737,56,46,2024-04-07T02:04:58Z,2920000,False,83.0,27.0,1,left,B. Bogdanovic 8' driving floating Jump Shot (6 PTS) (J. Johnson 3 AST),"[203992, 1630552]",1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Mid-Range,8-16 Right,8.77,Made,6.0,J. Johnson,1630552.0,3.0,,,,driving floating,,,,,,,,,,
295,PT04M24.00S,2024-04-07T02:05:10.5Z,2,REGULAR,foul,personal,[],203991,,,1610612743,56,46,2024-04-07T02:05:41Z,2940000,False,,,0,,C. Capela personal FOUL (1 PF),"[203991, 203999]",1610612737.0,ATL,2002.0,Capela,C. Capela,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0
297,PT04M14.00S,2024-04-07T02:05:38.0Z,2,REGULAR,3pt,Jump Shot,[],203484,91.80354796320631,4.411764705882353,1610612743,59,46,2024-04-07T02:05:44Z,2960000,False,-228.0,25.0,1,right,K. Caldwell-Pope 3PT  (8 PTS) (N. Jokic 4 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Left Corner 3,24+ Left,22.92,Made,8.0,N. Jokic,203999.0,4.0,,,,,,,,,,,,,,
299,PT03M47.00S,2024-04-07T02:06:04.8Z,2,REGULAR,2pt,Jump Shot,[],1630552,5.601182654402102,74.75490196078431,1610612737,59,46,2024-04-07T02:06:11Z,2980000,False,-124.0,0.0,1,left,MISS J. Johnson 12' pullup Shot,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,8-16 Left,12.38,Missed,,,,,,,,pullup,,,,,,,,,,
300,PT03M44.00S,2024-04-07T02:06:07.8Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,59,46,2024-04-07T02:06:11Z,2990000,False,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Mid-Range,8-16 Left,,,,,,,,,,,299.0,6.0,6.0,0.0,,,,,,
301,PT03M39.00S,2024-04-07T02:06:12.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203484,87.46714848883047,3.1862745098039214,1610612743,59,46,2024-04-07T02:06:20Z,3000000,False,-234.0,65.0,1,right,MISS K. Caldwell-Pope 24' running 3PT,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Left Corner 3,24+ Left,24.3,Missed,,,,,,,,running,,,,,,,,,,
302,PT03M37.00S,2024-04-07T02:06:14.1Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,59,46,2024-04-07T02:06:20Z,3010000,False,,,0,,C. Capela REBOUND (Off:1 Def:4),[203991],1610612737.0,ATL,,Capela,C. Capela,Left Corner 3,24+ Left,,,,,,,,,,,301.0,5.0,4.0,1.0,,,,,,
303,PT03M23.00S,2024-04-07T02:06:30.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629008,,,1610612737,59,46,2024-04-07T02:06:38Z,3020000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Bogdanovic 2 FT),"[1629008, 203992]",1610612743.0,DEN,2002.0,Porter Jr.,M. Porter Jr.,In The Paint (Non-RA),0-8 Center,,,,,,,,,,shooting,,,,,,,3.0,1.0,Bogdanovic,203992.0
305,PT03M23.00S,2024-04-07T02:06:58.8Z,2,REGULAR,freethrow,1 of 2,[],203992,,,1610612737,59,47,2024-04-07T02:06:58Z,3040000,False,,,0,,B. Bogdanovic Free Throw 1 of 2 (7 PTS),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,Made,7.0,,,,,,,,,,,,,,,,,
306,PT03M23.00S,2024-04-07T02:06:59.5Z,2,REGULAR,substitution,out,[],1629008,,,1610612737,59,47,2024-04-07T02:07:05Z,3050000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
307,PT03M23.00S,2024-04-07T02:06:59.5Z,2,REGULAR,substitution,in,[],1631212,,,1610612737,59,47,2024-04-07T02:07:05Z,3060000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
308,PT03M23.00S,2024-04-07T02:07:20.5Z,2,REGULAR,freethrow,2 of 2,[],203992,,,1610612737,59,48,2024-04-07T02:07:20Z,3070000,False,,,0,,B. Bogdanovic Free Throw 2 of 2 (8 PTS),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,,,,Made,8.0,,,,,,,,,,,,,,,,,
309,PT03M06.00S,2024-04-07T02:07:42.7Z,2,REGULAR,foul,offensive,['inpenalty'],203484,,,1610612743,59,48,2024-04-07T02:07:53Z,3080000,False,,,0,,K. Caldwell-Pope offensive FOUL (1 PF),"[203484, 1627749]",1610612743.0,DEN,2003.0,Caldwell-Pope,K. Caldwell-Pope,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,1.0,0.0,Murray,1627749.0
311,PT03M06.00S,2024-04-07T02:07:42.7Z,2,REGULAR,turnover,offensive foul,[],203484,,,1610612743,59,48,2024-04-07T02:07:42Z,3100000,False,,,0,,K. Caldwell-Pope offensive foul TURNOVER (1 TO),[203484],1610612743.0,DEN,2003.0,Caldwell-Pope,K. Caldwell-Pope,Above the Break 3,24+ Center,,,,,,,1.0,,,,,,,,,,,,,
312,PT03M00.00S,2024-04-07T02:08:03.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631128,,,1610612737,59,48,2024-04-07T02:08:29Z,3110000,False,,,0,,C. Braun shooting personal FOUL (1 PF) (Capela 2 FT),"[1631128, 203991]",1610612743.0,DEN,202053.0,Braun,C. Braun,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Capela,203991.0
314,PT03M00.00S,2024-04-07T02:08:30.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203991,,,1610612737,59,49,2024-04-07T02:08:30Z,3130000,False,,,0,,C. Capela Free Throw 1 of 2 (5 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,5.0,,,,,,,,,,,,,,,,,
315,PT03M00.00S,2024-04-07T02:08:43.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203991,,,1610612737,59,50,2024-04-07T02:08:43Z,3140000,False,,,0,,C. Capela Free Throw 2 of 2 (6 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,6.0,,,,,,,,,,,,,,,,,
316,PT02M47.00S,2024-04-07T02:08:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,93.77463863337714,48.77450980392157,1610612743,61,50,2024-04-07T02:09:01Z,3150000,False,-6.0,6.0,1,right,P. Watson reverse Layup (7 PTS) (J. Murray 4 AST),"[1631212, 1627750]",1610612743.0,DEN,,Watson,P. Watson,Restricted Area,0-8 Center,0.86,Made,7.0,J. Murray,1627750.0,4.0,,,,reverse,,,,,,,,,,
318,PT02M32.00S,2024-04-07T02:09:11.0Z,2,REGULAR,3pt,Jump Shot,[],1627749,19.66162943495401,7.352941176470589,1610612737,61,53,2024-04-07T02:09:17Z,3170000,False,213.0,132.0,1,left,D. Murray 25' 3PT  (7 PTS) (D. Hunter 1 AST),"[1627749, 1629631]",1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Right Center,25.09,Made,7.0,D. Hunter,1629631.0,1.0,,,,,,,,,,,,,,
320,PT02M23.00S,2024-04-07T02:09:19.2Z,2,REGULAR,3pt,Jump Shot,[],1627750,68.67608409986859,67.15686274509804,1610612743,64,53,2024-04-07T02:09:24Z,3190000,False,86.0,242.0,1,right,J. Murray 25' 3PT step back (11 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,Above the Break 3,24+ Right Center,25.67,Made,11.0,,,,,,,step back,,,,,,,,,,
321,PT02M13.00S,2024-04-07T02:09:31.9Z,2,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612737,64,53,2024-04-07T02:09:41Z,3200000,False,,,0,,D. Murray step out-of-bounds TURNOVER (1 TO),[1627749],1610612737.0,ATL,2003.0,Murray,D. Murray,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,step,,,,,,,,,,
322,PT02M02.00S,2024-04-07T02:09:49.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,79.97700394218134,51.9607843137255,1610612743,64,53,2024-04-07T02:09:54Z,3210000,False,10.0,136.0,1,right,MISS N. Jokic 13' Jump Shot,[203999],1610612743.0,DEN,,Jokic,N. Jokic,In The Paint (Non-RA),8-16 Center,13.61,Missed,,,,,,,,,,,,,,,,,,
323,PT02M00.00S,2024-04-07T02:09:51.6Z,2,REGULAR,rebound,defensive,[],203991,,,1610612737,64,53,2024-04-07T02:09:54Z,3220000,False,,,0,,C. Capela REBOUND (Off:1 Def:5),[203991],1610612737.0,ATL,,Capela,C. Capela,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,322.0,6.0,5.0,1.0,,,,,,
324,PT01M54.00S,2024-04-07T02:09:57.1Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],203992,30.436925098554536,60.049019607843135,1610612737,64,53,2024-04-07T02:14:01Z,3230000,False,-50.0,234.0,1,left,MISS B. Bogdanovic 23' running pullup Shot,[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Mid-Range,16-24 Center,23.89,Missed,,,,,,,,running pullup,,,,,,,,,,
325,PT01M49.00S,2024-04-07T02:10:02.1Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,64,53,2024-04-07T02:10:10Z,3240000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,Murray,J. Murray,Mid-Range,16-24 Center,,,,,,,,,,,324.0,2.0,2.0,0.0,,,,,,
326,PT01M44.00S,2024-04-07T02:10:09.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627750,94.95729303547962,53.18627450980392,1610612743,64,53,2024-04-07T02:14:50Z,3250000,False,16.0,-5.0,1,right,MISS J. Murray driving Layup,[1627750],1610612743.0,DEN,,Murray,J. Murray,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,driving,,,,,,,,,,
327,PT01M43.00S,2024-04-07T02:10:10.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,64,53,2024-04-07T02:14:50Z,3260000,False,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,Restricted Area,0-8 Center,,,,,,,,,,,326.0,,,,,,,,,
329,PT01M32.00S,2024-04-07T02:10:29.0Z,2,REGULAR,3pt,Jump Shot,[],1629631,7.046649145860711,3.9215686274509802,1610612737,64,53,2024-04-07T02:10:34Z,3280000,False,230.0,14.0,1,left,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,Hunter,D. Hunter,Right Corner 3,24+ Right,23.08,Missed,,,,,,,,,,,,,,,,,,
330,PT01M29.00S,2024-04-07T02:10:32.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,64,53,2024-04-07T02:10:34Z,3290000,False,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Right Corner 3,24+ Right,,,,,,,,,,,329.0,7.0,7.0,0.0,,,,,,
331,PT01M17.00S,2024-04-07T02:10:45.8Z,2,REGULAR,turnover,out-of-bounds,[],203484,,,1610612743,64,53,2024-04-07T02:10:50Z,3300000,False,,,0,,K. Caldwell-Pope bad pass out-of-bounds TURNOVER (2 TO),[203484],1610612743.0,DEN,2002.0,Caldwell-Pope,K. Caldwell-Pope,Mid-Range,16-24 Right Center,,,,,,,2.0,,,bad pass,,,,,,,,,,
332,PT01M10.00S,2024-04-07T02:11:01.8Z,2,REGULAR,foul,offensive,[],203991,,,1610612737,64,53,2024-04-07T02:11:15Z,3310000,False,,,0,,C. Capela offensive FOUL (2 PF),"[203991, 1631212]",1610612737.0,ATL,2002.0,Capela,C. Capela,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,2.0,0.0,Watson,1631212.0
334,PT01M10.00S,2024-04-07T02:11:01.8Z,2,REGULAR,turnover,offensive foul,[],203991,,,1610612737,64,53,2024-04-07T02:11:01Z,3330000,False,,,0,,C. Capela offensive foul TURNOVER (1 TO),[203991],1610612737.0,ATL,2002.0,Capela,C. Capela,Mid-Range,16-24 Center,,,,,,,1.0,,,,,,,,,,,,,
335,PT01M07.00S,2024-04-07T02:11:13.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203484,93.11760840998686,50.49019607843137,1610612743,66,53,2024-04-07T02:16:30Z,3340000,False,2.0,12.0,1,right,K. Caldwell-Pope driving DUNK (10 PTS) (N. Jokic 5 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Restricted Area,0-8 Center,1.25,Made,10.0,N. Jokic,203999.0,5.0,,,,driving,,,,,,,,,,
337,PT00M51.40S,2024-04-07T02:11:29.7Z,2,REGULAR,3pt,Jump Shot,[],1629631,31.225361366622867,38.48039215686275,1610612737,66,56,2024-04-07T02:11:36Z,3360000,False,58.0,241.0,1,left,D. Hunter 24' 3PT step back (12 PTS) (C. Capela 2 AST),"[1629631, 203991]",1610612737.0,ATL,,Hunter,D. Hunter,Above the Break 3,24+ Center,24.78,Made,12.0,C. Capela,203991.0,2.0,,,,step back,,,,,,,,,,
339,PT00M34.20S,2024-04-07T02:11:55.5Z,2,REGULAR,3pt,Jump Shot,[],203484,91.14651773981603,96.32352941176471,1610612743,69,56,2024-04-07T02:12:00Z,3380000,False,232.0,31.0,1,right,K. Caldwell-Pope 3PT  (13 PTS) (J. Murray 5 AST),"[203484, 1627750]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Right Corner 3,24+ Right,23.36,Made,13.0,J. Murray,1627750.0,5.0,,,,,,,,,,,,,,
341,PT00M29.40S,2024-04-07T02:12:08.0Z,2,REGULAR,3pt,Jump Shot,[],1627749,23.47240473061761,86.27450980392157,1610612737,69,56,2024-04-07T02:17:45Z,3400000,False,-181.0,168.0,1,left,MISS D. Murray 24' pullup 3PT - blocked,"[1627749, 1631212]",1610612737.0,ATL,,Murray,D. Murray,Above the Break 3,24+ Left Center,24.73,Missed,,,,,,,,pullup,,,,,Watson,1631212.0,,,,
342,PT00M29.40S,2024-04-07T02:12:08.0Z,2,REGULAR,block,,[],1631212,,,1610612737,69,56,2024-04-07T02:12:11Z,3410000,False,,,0,,P. Watson BLOCK (2 BLK),[1631212],1610612743.0,DEN,,Watson,P. Watson,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
343,PT00M25.70S,2024-04-07T02:12:11.7Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,69,56,2024-04-07T02:12:17Z,3420000,False,,,0,,J. Murray REBOUND (Off:0 Def:3),[1627750],1610612743.0,DEN,,Murray,J. Murray,Above the Break 3,24+ Left Center,,,,,,,,,,,341.0,3.0,3.0,0.0,,,,,,
344,PT00M19.30S,2024-04-07T02:12:18.2Z,2,REGULAR,turnover,lost ball,[],1627750,,,1610612743,69,56,2024-04-07T02:12:22Z,3430000,False,,,0,,J. Murray lost ball TURNOVER (1 TO),"[1627750, 1627749]",1610612743.0,DEN,,Murray,J. Murray,Mid-Range,8-16 Right,,,,,,,1.0,Murray,1627749.0,,,,,,,,,,,
345,PT00M19.30S,2024-04-07T02:12:18.2Z,2,REGULAR,steal,,[],1627749,,,1610612737,69,56,2024-04-07T02:12:19Z,3440000,False,,,0,,D. Murray STEAL (1 STL),[1627749],1610612737.0,ATL,,Murray,D. Murray,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
346,PT00M01.40S,2024-04-07T02:12:36.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630552,4.155716162943495,96.07843137254902,1610612737,69,56,2024-04-07T02:12:42Z,3450000,False,-230.0,-13.0,1,left,MISS J. Johnson 3PT,[1630552],1610612737.0,ATL,,Johnson,J. Johnson,Left Corner 3,24+ Left,23.08,Missed,,,,,,,,,,,,,,,,,,
347,PT00M01.40S,2024-04-07T02:12:36.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,69,56,2024-04-07T02:12:42Z,3460000,False,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,Jokic,N. Jokic,Left Corner 3,24+ Left,,,,,,,,,,,346.0,8.0,8.0,0.0,,,,,,
348,PT00M00.00S,2024-04-07T02:12:40.3Z,2,REGULAR,period,end,[],0,,,1610612743,69,56,2024-04-07T02:12:40Z,3470000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2024-04-07T02:27:23.8Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,69,56,2024-04-07T02:27:41Z,3480000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2024-04-07T02:27:23.8Z,3,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,69,56,2024-04-07T02:27:41Z,3490000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2024-04-07T02:28:00.1Z,3,REGULAR,period,start,[],0,,,1610612743,69,56,2024-04-07T02:28:00Z,3500000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT11M45.00S,2024-04-07T02:28:14.1Z,3,REGULAR,turnover,bad pass,[],1627750,,,1610612743,69,56,2024-04-07T02:28:18Z,3510000,False,,,0,,J. Murray bad pass TURNOVER (2 TO),"[1627750, 203992]",1610612743.0,DEN,,Murray,J. Murray,Mid-Range,16-24 Center,,,,,,,2.0,Bogdanovic,203992.0,,,,,,,,,,,
353,PT11M45.00S,2024-04-07T02:28:14.1Z,3,REGULAR,steal,,[],203992,,,1610612737,69,56,2024-04-07T02:28:15Z,3520000,False,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
354,PT11M43.00S,2024-04-07T02:28:16.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203992,91.80354796320631,47.549019607843135,1610612737,69,58,2024-04-07T02:28:24Z,3530000,False,-12.0,25.0,1,right,B. Bogdanovic running finger roll Layup (10 PTS) (D. Murray 7 AST),"[203992, 1627749]",1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Restricted Area,0-8 Center,2.74,Made,10.0,D. Murray,1627749.0,7.0,,,,running finger roll,,,,,,,,,,
356,PT11M22.00S,2024-04-07T02:28:36.6Z,3,REGULAR,3pt,Jump Shot,[],203999,30.56833114323259,27.205882352941174,1610612743,72,58,2024-04-07T02:28:41Z,3550000,False,114.0,235.0,1,left,N. Jokic 26' 3PT  (12 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,,Jokic,N. Jokic,Above the Break 3,24+ Right Center,26.1,Made,12.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,,
358,PT11M04.00S,2024-04-07T02:28:57.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203991,94.1688567674113,48.03921568627451,1610612737,72,60,2024-04-07T02:29:02Z,3570000,False,-10.0,2.0,1,right,C. Capela Layup (8 PTS) (B. Bogdanovic 2 AST),"[203991, 203992]",1610612737.0,ATL,,Capela,C. Capela,Restricted Area,0-8 Center,1.01,Made,8.0,B. Bogdanovic,203992.0,2.0,,,,,,,,,,,,,,
360,PT11M04.00S,2024-04-07T02:29:01.5Z,3,REGULAR,foul,personal,['1freethrow'],203999,,,1610612737,72,60,2024-04-07T02:29:20Z,3590000,False,,,0,,N. Jokic shooting personal FOUL (1 PF) (Capela 1 FT),"[203999, 203991]",1610612743.0,DEN,202053.0,Jokic,N. Jokic,Restricted Area,0-8 Center,,,,,,,,,,shooting,,,,,,,1.0,0.0,Capela,203991.0
362,PT11M04.00S,2024-04-07T02:29:21.6Z,3,REGULAR,freethrow,1 of 1,[],203991,,,1610612737,72,61,2024-04-07T02:29:21Z,3610000,False,,,0,,C. Capela Free Throw 1 of 1 (9 PTS),[203991],1610612737.0,ATL,,Capela,C. Capela,,,,Made,9.0,,,,,,,,,,,,,,,,,
363,PT10M47.00S,2024-04-07T02:29:38.8Z,3,REGULAR,3pt,Jump Shot,[],1629008,3.3672798948751645,94.36274509803921,1610612743,75,61,2024-04-07T02:29:44Z,3620000,False,-222.0,-21.0,1,left,M. Porter Jr. 3PT  (10 PTS) (N. Jokic 6 AST),"[1629008, 203999]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,Left Corner 3,24+ Left,22.28,Made,10.0,N. Jokic,203999.0,6.0,,,,,,,,,,,,,,
365,PT10M31.00S,2024-04-07T02:29:54.7Z,3,REGULAR,3pt,Jump Shot,[],203992,72.22404730617609,13.480392156862745,1610612737,75,64,2024-04-07T02:29:59Z,3640000,False,-183.0,209.0,1,right,B. Bogdanovic 27' 3PT  (13 PTS) (D. Murray 8 AST),"[203992, 1627749]",1610612737.0,ATL,,Bogdanovic,B. Bogdanovic,Above the Break 3,24+ Left Center,27.72,Made,13.0,D. Murray,1627749.0,8.0,,,,,,,,,,,,,,
367,PT10M19.00S,2024-04-07T02:30:06.6Z,3,REGULAR,3pt,Jump Shot,[],203484,16.507884362680684,5.392156862745098,1610612743,78,64,2024-04-07T02:30:12Z,3660000,False,223.0,103.0,1,left,K. Caldwell-Pope 24' 3PT  (16 PTS) (N. Jokic 7 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,Above the Break 3,24+ Right Center,24.55,Made,16.0,N. Jokic,203999.0,7.0,,,,,,,,,,,,,,
369,PT09M54.00S,2024-04-07T02:30:31.4Z,3,REGULAR,2pt,Jump Shot,[],1630552,91.01511169513797,28.186274509803923,1610612737,78,66,2024-04-07T02:30:36Z,3680000,False,-109.0,32.0,1,right,J. Johnson 11' turnaround bank Jump Shot (9 PTS) (D. Murray 9 AST),"[1630552, 1627749]",1610612737.0,ATL,,Johnson,J. Johnson,Mid-Range,8-16 Left,11.37,Made,9.0,D. Murray,1627749.0,9.0,,,,turnaround bank,,,,,,,,,,
