actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
88,PT04M13.00S,2023-12-29T02:25:46.9Z,1,REGULAR,substitution,in,[],1630533,,,1610612743,19,20,2023-12-29T02:25:59Z,850000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
89,PT04M08.00S,2023-12-29T02:26:03.5Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,19,20,2023-12-29T02:26:14Z,860000,False,,,0,,M. Porter Jr. lost ball TURNOVER (2 TO),"[1629008, 1629723]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,2.0,Konchar,1629723.0
90,PT04M08.00S,2023-12-29T02:26:03.5Z,1,REGULAR,steal,,[],1629723,,,1610612763,19,20,2023-12-29T02:26:07Z,870000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
91,PT04M02.00S,2023-12-29T02:26:09.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629723,90.48948751642575,3.431372549019608,1610612763,19,20,2023-12-29T02:31:31Z,880000,False,-233.0,37.0,1,right,MISS J. Konchar running 3PT,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,running,Left Corner 3,24+ Left,23.57,Missed,,,,,,,,,,,,,,,,,
92,PT03M59.00S,2023-12-29T02:26:12.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,19,20,2023-12-29T02:26:12Z,890000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Left Corner 3,24+ Left,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,
93,PT03M48.00S,2023-12-29T02:26:23.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.178055190538765,52.20588235294118,1610612743,21,20,2023-12-29T02:26:28Z,900000,False,-11.0,15.0,1,left,N. Jokic Layup (6 PTS) (J. Murray 4 AST),"[203999, 1627750]",1610612743.0,DEN,,Jokic,N. Jokic,,Restricted Area,0-8 Center,1.86,Made,,,,,6.0,J. Murray,1627750.0,4.0,,,,,,,,,
95,PT03M30.00S,2023-12-29T02:26:41.0Z,1,REGULAR,turnover,bad pass,[],1630214,,,1610612763,21,20,2023-12-29T02:26:46Z,920000,False,,,0,,X. Tillman bad pass TURNOVER (1 TO),"[1630214, 203200]",1610612763.0,MEM,,Tillman,X. Tillman,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,1.0,Holiday,203200.0
96,PT03M30.00S,2023-12-29T02:26:41.0Z,1,REGULAR,steal,,[],203200,,,1610612743,21,20,2023-12-29T02:26:43Z,930000,False,,,0,,J. Holiday STEAL (1 STL),[203200],1610612743.0,DEN,,Holiday,J. Holiday,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
97,PT03M22.00S,2023-12-29T02:26:49.2Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,21,20,2023-12-29T02:26:54Z,940000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1630217]",1610612743.0,DEN,,Jokic,N. Jokic,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,1.0,Bane,1630217.0
98,PT03M22.00S,2023-12-29T02:26:49.2Z,1,REGULAR,steal,,[],1630217,,,1610612763,21,20,2023-12-29T02:26:51Z,950000,False,,,0,,D. Bane STEAL (1 STL),[1630217],1610612763.0,MEM,,Bane,D. Bane,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
99,PT03M19.00S,2023-12-29T02:26:54.7Z,1,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,21,20,2023-12-29T02:27:22Z,960000,False,,,0,,D. Bane lost ball out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,1830.0,Bane,D. Bane,lost ball,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,2.0,,
100,PT03M19.00S,2023-12-29T02:26:58.6Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,21,20,2023-12-29T02:27:09Z,970000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,
101,PT03M19.00S,2023-12-29T02:26:58.6Z,1,REGULAR,substitution,out,[],1627750,,,1610612743,21,20,2023-12-29T02:27:09Z,980000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,
102,PT03M19.00S,2023-12-29T02:26:58.6Z,1,REGULAR,substitution,in,[],1631128,,,1610612743,21,20,2023-12-29T02:27:09Z,990000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,
103,PT03M19.00S,2023-12-29T02:26:58.6Z,1,REGULAR,substitution,in,[],202704,,,1610612743,21,20,2023-12-29T02:27:09Z,1000000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,
104,PT03M07.00S,2023-12-29T02:27:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203999,8.886333771353483,46.32352941176471,1610612743,23,20,2023-12-29T02:27:42Z,1010000,False,18.0,31.0,1,left,N. Jokic finger roll Layup (8 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,,Jokic,N. Jokic,finger roll,Restricted Area,0-8 Center,3.6,Made,,,,,8.0,R. Jackson,202704.0,1.0,,,,,,,,,
106,PT02M49.00S,2023-12-29T02:27:40.2Z,1,REGULAR,turnover,bad pass,[],1630533,,,1610612763,23,20,2023-12-29T02:27:48Z,1030000,False,,,0,,Z. Williams bad pass TURNOVER (1 TO),"[1630533, 202704]",1610612763.0,MEM,,Williams,Z. Williams,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,1.0,Jackson,202704.0
107,PT02M49.00S,2023-12-29T02:27:40.2Z,1,REGULAR,steal,,[],202704,,,1610612743,23,20,2023-12-29T02:27:41Z,1040000,False,,,0,,R. Jackson STEAL (1 STL),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
108,PT02M46.00S,2023-12-29T02:27:46.2Z,1,REGULAR,foul,personal,['2freethrow'],1630217,,,1610612743,23,20,2023-12-29T02:27:56Z,1050000,False,,,0,,D. Bane shooting personal FOUL (1 PF) (Braun 2 FT),"[1630217, 1631128]",1610612763.0,MEM,1628484.0,Bane,D. Bane,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,0.0,Braun,1631128.0,,,
110,PT02M46.00S,2023-12-29T02:28:10.0Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,24,20,2023-12-29T02:28:48Z,1070000,False,,,0,,C. Braun Free Throw 1 of 2 (1 PTS),[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,Made,,,,,1.0,,,,,,,,,,,,
111,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,out,[],203484,,,1610612743,24,20,2023-12-29T02:28:20Z,1080000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,
112,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,out,[],1630217,,,1610612743,24,20,2023-12-29T02:28:20Z,1090000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,
113,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,out,[],1629723,,,1610612743,24,20,2023-12-29T02:28:20Z,1100000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,in,[],1631124,,,1610612743,24,20,2023-12-29T02:28:20Z,1110000,False,,,0,,SUB in: J. Strawther,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,,
115,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,in,[],1628991,,,1610612743,24,20,2023-12-29T02:28:20Z,1120000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2023-12-29T02:28:11.3Z,1,REGULAR,substitution,in,[],203935,,,1610612743,24,20,2023-12-29T02:28:20Z,1130000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2023-12-29T02:28:10.0Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631128,,,1610612743,24,20,2023-12-29T02:28:48Z,1140000,False,,,0,,MISS C. Braun Free Throw 2 of 2,[1631128],1610612743.0,DEN,,Braun,C. Braun,,,,,Missed,,,,,,,,,,,,,,,,,
118,PT02M44.00S,2023-12-29T02:28:12.0Z,1,REGULAR,rebound,defensive,[],1630214,,,1610612763,24,20,2023-12-29T02:28:48Z,1150000,False,,,0,,X. Tillman REBOUND (Off:0 Def:1),[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,,,,,117.0,1.0,1.0,0.0,,,,,,,,,,,,,
119,PT02M28.00S,2023-12-29T02:28:53.7Z,1,REGULAR,3pt,Jump Shot,[],1630533,73.14388961892247,81.86274509803921,1610612763,24,23,2023-12-29T02:29:08Z,1160000,False,159.0,200.0,1,right,Z. Williams 25' 3PT  (3 PTS) (X. Tillman 1 AST),"[1630533, 1630214]",1610612763.0,MEM,,Williams,Z. Williams,,Above the Break 3,24+ Right Center,25.56,Made,,,,,3.0,X. Tillman,1630214.0,1.0,,,,,,,,,
121,PT02M09.00S,2023-12-29T02:29:12.4Z,1,REGULAR,3pt,Jump Shot,[],1631124,17.296320630749015,5.88235294117647,1610612743,24,23,2023-12-29T02:29:17Z,1180000,False,221.0,110.0,1,left,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Right Center,24.65,Missed,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2023-12-29T02:29:15.4Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,24,23,2023-12-29T02:29:17Z,1190000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:1),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Above the Break 3,24+ Right Center,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,
123,PT01M58.00S,2023-12-29T02:29:23.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,93.51182654402102,44.11764705882353,1610612763,24,25,2023-12-29T02:29:30Z,1200000,False,-29.0,8.0,1,right,J. Jackson Jr. driving Layup (4 PTS) (M. Smart 2 AST),"[1628991, 203935]",1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving,Restricted Area,0-8 Center,3.06,Made,,,,,4.0,M. Smart,203935.0,2.0,,,,,,,,,
125,PT01M41.00S,2023-12-29T02:29:40.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.732588699080158,44.36274509803921,1610612743,26,25,2023-12-29T02:29:45Z,1220000,False,28.0,1.0,1,left,N. Jokic driving Layup (10 PTS) (J. Holiday 1 AST),"[203999, 203200]",1610612743.0,DEN,,Jokic,N. Jokic,driving,Restricted Area,0-8 Center,2.82,Made,,,,,10.0,J. Holiday,203200.0,1.0,,,,,,,,,
127,PT01M29.00S,2023-12-29T02:29:52.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,83.26215505913272,54.41176470588235,1610612763,26,27,2023-12-29T02:29:58Z,1240000,False,22.0,105.0,1,right,M. Smart 10' pullup Jump Shot (2 PTS) (X. Tillman 2 AST),"[203935, 1630214]",1610612763.0,MEM,,Smart,M. Smart,pullup,In The Paint (Non-RA),8-16 Center,10.71,Made,,,,,2.0,X. Tillman,1630214.0,2.0,,,,,,,,,
129,PT01M08.00S,2023-12-29T02:30:12.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202704,13.87976346911958,47.794117647058826,1610612743,26,27,2023-12-29T02:30:23Z,1260000,False,11.0,78.0,1,left,MISS R. Jackson 7' driving Hook,[202704],1610612743.0,DEN,,Jackson,R. Jackson,driving,In The Paint (Non-RA),0-8 Center,7.88,Missed,,,,,,,,,,,,,,,,,
130,PT01M07.00S,2023-12-29T02:30:13.9Z,1,REGULAR,rebound,offensive,[],202704,,,1610612743,26,27,2023-12-29T02:30:23Z,1270000,False,,,0,,R. Jackson REBOUND (Off:1 Def:0),[202704],1610612743.0,DEN,,Jackson,R. Jackson,,In The Paint (Non-RA),0-8 Center,,,129.0,1.0,0.0,1.0,,,,,,,,,,,,,
131,PT01M05.00S,2023-12-29T02:30:15.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202704,8.229303547963205,48.77450980392157,1610612743,28,27,2023-12-29T02:30:27Z,1280000,False,6.0,25.0,1,left,R. Jackson putback Layup (2 PTS),[202704],1610612743.0,DEN,,Jackson,R. Jackson,putback,Restricted Area,0-8 Center,2.56,Made,,,,,2.0,,,,,,,,,,,,
132,PT00M56.80S,2023-12-29T02:30:24.7Z,1,REGULAR,3pt,Jump Shot,[],1630214,66.83639947437582,46.32352941176471,1610612763,28,27,2023-12-29T02:30:31Z,1290000,False,-18.0,259.0,1,right,MISS X. Tillman 25' 3PT,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,,Above the Break 3,24+ Center,25.99,Missed,,,,,,,,,,,,,,,,,
133,PT00M54.30S,2023-12-29T02:30:27.2Z,1,REGULAR,rebound,defensive,[],203200,,,1610612743,28,27,2023-12-29T02:30:31Z,1300000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612743.0,DEN,,Holiday,J. Holiday,,Above the Break 3,24+ Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,
134,PT00M45.90S,2023-12-29T02:30:36.6Z,1,REGULAR,3pt,Jump Shot,[],1631128,33.722076215505915,37.99019607843137,1610612743,28,27,2023-12-29T02:30:43Z,1310000,False,60.0,264.0,1,left,MISS C. Braun 27' 3PT - blocked,"[1631128, 1630533]",1610612743.0,DEN,,Braun,C. Braun,,Above the Break 3,24+ Center,27.12,Missed,,,,,,,,,Williams,1630533.0,,,,,,,
310,PT00M45.90S,2023-12-29T02:30:36.6Z,1,REGULAR,block,,[],1630533,,,1610612743,28,27,2023-12-29T03:05:01Z,1315000,False,,,0,,Z. Williams BLOCK (1 BLK),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
135,PT00M42.50S,2023-12-29T02:30:40.0Z,1,REGULAR,rebound,defensive,[],203935,,,1610612763,28,27,2023-12-29T02:30:43Z,1320000,False,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612763.0,MEM,,Smart,M. Smart,,Above the Break 3,24+ Center,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,
136,PT00M36.70S,2023-12-29T02:30:45.6Z,1,REGULAR,turnover,lost ball,[],203935,,,1610612763,28,27,2023-12-29T02:30:53Z,1330000,False,,,0,,M. Smart lost ball TURNOVER (1 TO),"[203935, 203200]",1610612763.0,MEM,,Smart,M. Smart,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,1.0,Holiday,203200.0
137,PT00M36.70S,2023-12-29T02:30:45.6Z,1,REGULAR,steal,,[],203200,,,1610612743,28,27,2023-12-29T02:30:47Z,1340000,False,,,0,,J. Holiday STEAL (2 STL),[203200],1610612743.0,DEN,,Holiday,J. Holiday,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
138,PT00M33.60S,2023-12-29T02:30:49.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203200,5.601182654402102,47.794117647058826,1610612743,30,27,2023-12-29T02:30:58Z,1350000,False,11.0,0.0,1,left,J. Holiday running DUNK (2 PTS),[203200],1610612743.0,DEN,,Holiday,J. Holiday,running,Restricted Area,0-8 Center,1.1,Made,,,,,2.0,,,,,,,,,,,,
139,PT00M17.80S,2023-12-29T02:31:09.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,80.3712220762155,46.81372549019608,1610612763,30,27,2023-12-29T02:31:15Z,1360000,False,-16.0,132.0,1,right,MISS M. Smart 13' pullup Shot,[203935],1610612763.0,MEM,,Smart,M. Smart,pullup,In The Paint (Non-RA),8-16 Center,13.3,Missed,,,,,,,,,,,,,,,,,
140,PT00M14.80S,2023-12-29T02:31:12.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,30,27,2023-12-29T02:31:12Z,1370000,False,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,In The Paint (Non-RA),8-16 Center,,,139.0,4.0,4.0,0.0,,,,,,,,,,,,,
141,PT00M07.40S,2023-12-29T02:31:20.5Z,1,REGULAR,foul,personal,[],203935,,,1610612743,30,27,2023-12-29T02:31:51Z,1380000,False,,,0,,M. Smart personal FOUL (1 PF),"[203935, 1631124]",1610612763.0,MEM,1626302.0,Smart,M. Smart,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,0.0,Strawther,1631124.0,,,
143,PT00M01.70S,2023-12-29T02:31:47.9Z,1,REGULAR,3pt,Jump Shot,[],203999,33.590670170827856,44.11764705882353,1610612743,33,27,2023-12-29T02:39:49Z,1400000,False,29.0,263.0,1,left,N. Jokic 26' 3PT  (13 PTS) (R. Jackson 2 AST),"[203999, 202704]",1610612743.0,DEN,,Jokic,N. Jokic,,Above the Break 3,24+ Center,26.49,Made,,,,,13.0,R. Jackson,202704.0,2.0,,,,,,,,,
145,PT00M00.00S,2023-12-29T02:32:12.6Z,1,REGULAR,period,end,[],0,,,1610612763,33,27,2023-12-29T02:32:12Z,1420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2023-12-29T02:34:11.3Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612763,33,27,2023-12-29T02:34:41Z,1430000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2023-12-29T02:34:11.3Z,2,REGULAR,substitution,out,['startperiod'],1631223,,,1610612763,33,27,2023-12-29T02:34:41Z,1440000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2023-12-29T02:34:11.3Z,2,REGULAR,substitution,in,['startperiod'],201599,,,1610612763,33,27,2023-12-29T02:34:41Z,1450000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2023-12-29T02:34:11.3Z,2,REGULAR,substitution,in,['startperiod'],1631246,,,1610612763,33,27,2023-12-29T02:34:41Z,1460000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2023-12-29T02:34:32.4Z,2,REGULAR,period,start,[],0,,,1610612743,33,27,2023-12-29T02:34:41Z,1470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M47.00S,2023-12-29T02:34:45.1Z,2,REGULAR,2pt,Jump Shot,[],202704,21.23850197109067,30.88235294117647,1610612743,33,27,2023-12-29T02:34:58Z,1480000,False,96.0,147.0,1,left,MISS R. Jackson 17' pullup Shot,[202704],1610612743.0,DEN,,Jackson,R. Jackson,pullup,Mid-Range,16-24 Right Center,17.54,Missed,,,,,,,,,,,,,,,,,
152,PT11M43.00S,2023-12-29T02:34:49.1Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,33,27,2023-12-29T02:34:58Z,1490000,False,,,0,,D. Jordan REBOUND (Off:1 Def:0),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,Mid-Range,16-24 Right Center,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,
153,PT11M41.00S,2023-12-29T02:34:50.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203200,2.9730617608409986,96.07843137254902,1610612743,36,27,2023-12-29T02:35:02Z,1500000,False,-230.0,-25.0,1,left,J. Holiday 3PT  (5 PTS) (D. Jordan 1 AST),"[203200, 201599]",1610612743.0,DEN,,Holiday,J. Holiday,,Left Corner 3,24+ Left,23.17,Made,,,,,5.0,D. Jordan,201599.0,1.0,,,,,,,,,
155,PT11M29.00S,2023-12-29T02:35:03.7Z,2,REGULAR,foul,personal,[],201599,,,1610612763,36,27,2023-12-29T02:35:17Z,1520000,False,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 1630214]",1610612743.0,DEN,1830.0,Jordan,D. Jordan,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1.0,0.0,Tillman,1630214.0,,,
157,PT11M19.00S,2023-12-29T02:35:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631246,85.3646517739816,53.67647058823529,1610612763,36,27,2023-12-29T02:35:35Z,1540000,False,18.0,85.0,1,right,MISS V. Williams Jr. 8' pullup Shot - blocked,"[1631246, 201599]",1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,pullup,In The Paint (Non-RA),8-16 Center,8.71,Missed,,,,,,,,,Jordan,201599.0,,,,,,,
158,PT11M19.00S,2023-12-29T02:35:28.5Z,2,REGULAR,block,,[],201599,,,1610612763,36,27,2023-12-29T02:35:30Z,1550000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
159,PT11M16.00S,2023-12-29T02:35:31.5Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,36,27,2023-12-29T02:35:35Z,1560000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,In The Paint (Non-RA),8-16 Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,
160,PT11M09.00S,2023-12-29T02:35:38.3Z,2,REGULAR,3pt,Jump Shot,[],1631124,25.443495400788436,81.61764705882352,1610612743,36,27,2023-12-29T02:35:44Z,1570000,False,-158.0,187.0,1,left,MISS J. Strawther 24' 3PT,[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Left Center,24.46,Missed,,,,,,,,,,,,,,,,,
161,PT11M06.00S,2023-12-29T02:35:41.3Z,2,REGULAR,rebound,defensive,[],1631246,,,1610612763,36,27,2023-12-29T02:35:44Z,1580000,False,,,0,,V. Williams Jr. REBOUND (Off:0 Def:4),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Above the Break 3,24+ Left Center,,,160.0,4.0,4.0,0.0,,,,,,,,,,,,,
162,PT11M00.00S,2023-12-29T02:35:49.4Z,2,REGULAR,foul,personal,[],1631124,,,1610612763,36,27,2023-12-29T02:36:26Z,1590000,False,,,0,,J. Strawther personal FOUL (1 PF),"[1631124, 1631246]",1610612743.0,DEN,1628484.0,Strawther,J. Strawther,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,0.0,Williams Jr.,1631246.0,,,
164,PT10M54.00S,2023-12-29T02:36:23.0Z,2,REGULAR,turnover,lost ball,[],203935,,,1610612763,36,27,2023-12-29T02:36:30Z,1610000,False,,,0,,M. Smart lost ball TURNOVER (2 TO),"[203935, 1631128]",1610612763.0,MEM,,Smart,M. Smart,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,2.0,Braun,1631128.0
165,PT10M54.00S,2023-12-29T02:36:23.0Z,2,REGULAR,steal,,[],1631128,,,1610612743,36,27,2023-12-29T02:36:25Z,1620000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,Braun,C. Braun,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
166,PT10M42.00S,2023-12-29T02:36:34.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1631128,7.835085413929041,40.19607843137255,1610612743,36,27,2023-12-29T02:42:53Z,1630000,False,49.0,21.0,1,left,MISS C. Braun driving Hook,[1631128],1610612743.0,DEN,,Braun,C. Braun,driving,In The Paint (Non-RA),0-8 Center,5.33,Missed,,,,,,,,,,,,,,,,,
167,PT10M38.00S,2023-12-29T02:36:38.0Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,36,27,2023-12-29T02:36:39Z,1640000,False,,,0,,D. Jordan REBOUND (Off:2 Def:0),[201599],1610612743.0,DEN,,Jordan,D. Jordan,,In The Paint (Non-RA),0-8 Center,,,166.0,2.0,0.0,2.0,,,,,,,,,,,,,
168,PT10M38.00S,2023-12-29T02:36:37.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",201599,5.590000152587891,50.0,1610612743,36,27,2023-12-29T02:36:44Z,1650000,False,0.0,0.0,1,left,MISS D. Jordan tip Layup,[201599],1610612743.0,DEN,,Jordan,D. Jordan,tip,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,
169,PT10M37.00S,2023-12-29T02:36:38.8Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,36,27,2023-12-29T02:36:44Z,1660000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:2),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Restricted Area,0-8 Center,,,168.0,3.0,2.0,1.0,,,,,,,,,,,,,
170,PT10M26.00S,2023-12-29T02:36:50.0Z,2,REGULAR,3pt,Jump Shot,[],1630214,68.9388961892247,25.49019607843137,1610612763,36,27,2023-12-29T02:43:38Z,1670000,False,-123.0,239.0,1,right,MISS X. Tillman 26' pullup 3PT,[1630214],1610612763.0,MEM,,Tillman,X. Tillman,pullup,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,
171,PT10M23.00S,2023-12-29T02:36:53.0Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,36,27,2023-12-29T02:36:58Z,1680000,False,,,0,,J. Strawther REBOUND (Off:0 Def:2),[1631124],1610612743.0,DEN,,Strawther,J. Strawther,,Above the Break 3,24+ Left Center,,,170.0,2.0,2.0,0.0,,,,,,,,,,,,,
