actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,descriptor,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
264,PT03M33.00S,2023-12-29T02:53:47.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631246,,,1610612763,52,42,2023-12-29T02:53:47Z,2610000,False,,,0,,V. Williams Jr. Free Throw 1 of 2 (4 PTS),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,Made,,,,,4.0,,,,,,,,,,,,
265,PT03M33.00S,2023-12-29T02:54:03.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631246,,,1610612763,52,43,2023-12-29T02:54:03Z,2620000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (5 PTS),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,Made,,,,,5.0,,,,,,,,,,,,
266,PT03M19.00S,2023-12-29T02:54:19.3Z,2,REGULAR,3pt,Jump Shot,[],203484,28.991458607095925,73.52941176470588,1610612743,55,43,2023-12-29T02:54:28Z,2630000,False,-118.0,220.0,1,left,K. Caldwell-Pope 24' 3PT  (7 PTS) (N. Jokic 5 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,Above the Break 3,24+ Left Center,24.95,Made,,,,,7.0,N. Jokic,203999.0,5.0,,,,,,,,,
269,PT03M02.00S,2023-12-29T02:54:38.4Z,2,REGULAR,turnover,out-of-bounds,[],202687,,,1610612763,55,43,2023-12-29T02:54:48Z,2650000,False,,,0,,B. Biyombo bad pass out-of-bounds TURNOVER (1 TO),[202687],1610612763.0,MEM,1628484.0,Biyombo,B. Biyombo,bad pass,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,1.0,,
270,PT03M02.00S,2023-12-29T02:54:41.4Z,2,REGULAR,substitution,out,[],1631246,,,1610612743,55,43,2023-12-29T02:55:02Z,2660000,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
271,PT03M02.00S,2023-12-29T02:54:41.4Z,2,REGULAR,substitution,out,[],1631223,,,1610612743,55,43,2023-12-29T02:55:02Z,2670000,False,,,0,,SUB out: D. Roddy,[1631223],1610612763.0,MEM,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,
272,PT03M02.00S,2023-12-29T02:54:41.4Z,2,REGULAR,substitution,in,[],1628991,,,1610612743,55,43,2023-12-29T02:55:02Z,2680000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,
273,PT03M02.00S,2023-12-29T02:54:41.4Z,2,REGULAR,substitution,in,[],1630533,,,1610612743,55,43,2023-12-29T02:55:02Z,2690000,False,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
274,PT02M46.00S,2023-12-29T02:55:14.9Z,2,REGULAR,foul,personal,['2freethrow'],1629723,,,1610612743,55,43,2023-12-29T02:55:23Z,2700000,False,,,0,,J. Konchar shooting personal FOUL (1 PF) (Watson 2 FT),"[1629723, 1631212]",1610612763.0,MEM,1626302.0,Konchar,J. Konchar,shooting,Restricted Area,0-8 Center,,,,,,,,,,,,,1.0,0.0,Watson,1631212.0,,,
276,PT02M46.00S,2023-12-29T02:55:47.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631212,,,1610612743,56,43,2023-12-29T02:55:47Z,2720000,False,,,0,,P. Watson Free Throw 1 of 2 (7 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,Made,,,,,7.0,,,,,,,,,,,,
277,PT02M46.00S,2023-12-29T02:56:03.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631212,,,1610612743,57,43,2023-12-29T02:56:03Z,2730000,False,,,0,,P. Watson Free Throw 2 of 2 (8 PTS),[1631212],1610612743.0,DEN,,Watson,P. Watson,,,,,Made,,,,,8.0,,,,,,,,,,,,
278,PT02M36.00S,2023-12-29T02:56:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,88.64980289093299,41.66666666666667,1610612763,57,43,2023-12-29T02:56:20Z,2740000,False,-42.0,54.0,1,right,MISS J. Jackson Jr. 6' pullup Shot,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,pullup,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,
279,PT02M34.00S,2023-12-29T02:56:17.1Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,57,43,2023-12-29T02:56:20Z,2750000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,Watson,P. Watson,,In The Paint (Non-RA),0-8 Center,,,278.0,3.0,3.0,0.0,,,,,,,,,,,,,
281,PT02M20.00S,2023-12-29T02:56:49.4Z,2,REGULAR,3pt,Jump Shot,[],1629008,5.075558475689881,95.09803921568627,1610612743,60,43,2023-12-29T02:56:55Z,2770000,False,-225.0,-5.0,1,left,M. Porter Jr. 3PT  (8 PTS) (J. Murray 6 AST),"[1629008, 1627750]",1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,Left Corner 3,24+ Left,22.56,Made,,,,,8.0,J. Murray,1627750.0,6.0,,,,,,,,,
283,PT02M18.00S,2023-12-29T02:56:55.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,60,43,2023-12-29T02:57:24Z,2790000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M04.00S,2023-12-29T02:58:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,94.03745072273325,46.32352941176471,1610612763,60,43,2023-12-29T02:58:42Z,2800000,False,-18.0,4.0,1,right,MISS J. Jackson Jr. driving finger roll Layup,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving finger roll,Restricted Area,0-8 Center,1.87,Missed,,,,,,,,,,,,,,,,,
285,PT02M03.00S,2023-12-29T02:58:35.1Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,60,43,2023-12-29T02:58:42Z,2810000,False,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Restricted Area,0-8 Center,,,284.0,6.0,6.0,0.0,,,,,,,,,,,,,
286,PT01M50.00S,2023-12-29T02:58:48.3Z,2,REGULAR,3pt,Jump Shot,[],203484,6.783837056504599,95.09803921568627,1610612743,60,43,2023-12-29T02:58:57Z,2820000,False,-225.0,11.0,1,left,MISS K. Caldwell-Pope 3PT,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,,Left Corner 3,24+ Left,22.58,Missed,,,,,,,,,,,,,,,,,
287,PT01M46.00S,2023-12-29T02:58:52.3Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,60,43,2023-12-29T02:58:57Z,2830000,False,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Left Corner 3,24+ Left,,,286.0,2.0,2.0,0.0,,,,,,,,,,,,,
288,PT01M36.00S,2023-12-29T02:59:01.8Z,2,REGULAR,3pt,Jump Shot,[],1630533,90.3580814717477,95.83333333333334,1610612763,60,43,2023-12-29T02:59:09Z,2840000,False,229.0,38.0,1,right,MISS Z. Williams 3PT,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,Right Corner 3,24+ Right,23.23,Missed,,,,,,,,,,,,,,,,,
289,PT01M34.00S,2023-12-29T02:59:03.8Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,60,43,2023-12-29T02:59:11Z,2850000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,Right Corner 3,24+ Right,,,288.0,3.0,3.0,0.0,,,,,,,,,,,,,
290,PT01M26.00S,2023-12-29T02:59:12.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629008,20.18725361366623,37.5,1610612743,60,43,2023-12-29T02:59:57Z,2860000,False,62.0,137.0,1,left,MISS M. Porter Jr. 15' running pullup Shot,[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,running pullup,In The Paint (Non-RA),8-16 Center,15.09,Missed,,,,,,,,,,,,,,,,,
291,PT01M24.00S,2023-12-29T02:59:14.5Z,2,REGULAR,rebound,defensive,[],202687,,,1610612763,60,43,2023-12-29T02:59:57Z,2870000,False,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612763.0,MEM,,Biyombo,B. Biyombo,,In The Paint (Non-RA),8-16 Center,,,290.0,3.0,3.0,0.0,,,,,,,,,,,,,
292,PT01M20.00S,2023-12-29T02:59:18.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202687,88.25558475689881,50.73529411764706,1610612763,60,43,2023-12-29T03:10:41Z,2880000,False,4.0,58.0,1,right,MISS B. Biyombo pullup Shot - blocked,"[202687, 203999]",1610612763.0,MEM,,Biyombo,B. Biyombo,pullup,In The Paint (Non-RA),0-8 Center,5.8,Missed,,,,,,,,,Jokic,203999.0,,,,,,,
293,PT01M20.00S,2023-12-29T02:59:18.2Z,2,REGULAR,block,,[],203999,,,1610612763,60,43,2023-12-29T02:59:20Z,2890000,False,,,0,,N. Jokic BLOCK (1 BLK),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
294,PT01M18.00S,2023-12-29T02:59:20.2Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,60,43,2023-12-29T03:00:10Z,2900000,False,,,0,,N. Jokic REBOUND (Off:0 Def:7),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,In The Paint (Non-RA),0-8 Center,,,292.0,7.0,7.0,0.0,,,,,,,,,,,,,
295,PT01M15.00S,2023-12-29T02:59:24.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631212,4.155716162943495,94.85294117647058,1610612743,60,43,2023-12-29T03:11:21Z,2910000,False,-224.0,-13.0,1,left,MISS P. Watson running 3PT,[1631212],1610612743.0,DEN,,Watson,P. Watson,running,Left Corner 3,24+ Left,22.47,Missed,,,,,,,,,,,,,,,,,
296,PT01M11.00S,2023-12-29T02:59:28.7Z,2,REGULAR,rebound,defensive,[],1628991,,,1610612763,60,43,2023-12-29T03:00:15Z,2920000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:3),[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,,Left Corner 3,24+ Left,,,295.0,4.0,3.0,1.0,,,,,,,,,,,,,
297,PT00M59.60S,2023-12-29T02:59:39.5Z,2,REGULAR,3pt,Jump Shot,[],1629723,92.19776609724047,3.431372549019608,1610612763,60,43,2023-12-29T03:00:47Z,2930000,False,-233.0,21.0,1,right,MISS J. Konchar 3PT,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,Left Corner 3,24+ Left,23.37,Missed,,,,,,,,,,,,,,,,,
298,PT00M57.60S,2023-12-29T02:59:42.0Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,60,43,2023-12-29T02:59:42Z,2940000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:4),[1629008],1610612743.0,DEN,,Porter Jr.,M. Porter Jr.,,Left Corner 3,24+ Left,,,297.0,4.0,4.0,0.0,,,,,,,,,,,,,
299,PT00M54.10S,2023-12-29T02:59:45.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,30.962549277266753,24.019607843137255,1610612743,60,43,2023-12-29T03:12:05Z,2950000,False,130.0,239.0,1,left,MISS J. Murray 27' running 3PT,[1627750],1610612743.0,DEN,,Murray,J. Murray,running,Above the Break 3,24+ Right Center,27.16,Missed,,,,,,,,,,,,,,,,,
300,PT00M51.50S,2023-12-29T02:59:48.2Z,2,REGULAR,rebound,offensive,[],1627750,,,1610612743,60,43,2023-12-29T02:59:48Z,2960000,False,,,0,,J. Murray REBOUND (Off:2 Def:1),[1627750],1610612743.0,DEN,,Murray,J. Murray,,Above the Break 3,24+ Right Center,,,299.0,3.0,1.0,2.0,,,,,,,,,,,,,
301,PT00M50.80S,2023-12-29T02:59:48.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,27.54599211563732,21.813725490196077,1610612743,63,43,2023-12-29T03:00:27Z,2970000,False,141.0,206.0,1,left,J. Murray 24' 3PT  (13 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,,Above the Break 3,24+ Right Center,24.99,Made,,,,,13.0,,,,,,,,,,,,
302,PT00M35.70S,2023-12-29T03:00:11.1Z,2,REGULAR,3pt,Jump Shot,[],1630217,67.49342969776609,49.26470588235294,1610612763,63,46,2023-12-29T03:12:36Z,2980000,False,-4.0,253.0,1,right,D. Bane 25' 3PT pullup (13 PTS),[1630217],1610612763.0,MEM,,Bane,D. Bane,pullup,Above the Break 3,24+ Center,25.31,Made,,,,,13.0,,,,,,,,,,,,
303,PT00M31.50S,2023-12-29T03:00:26.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203999,6.389618922470433,53.18627450980392,1610612743,65,46,2023-12-29T03:13:20Z,2990000,False,-16.0,8.0,1,left,N. Jokic cutting Layup (15 PTS) (J. Murray 7 AST),"[203999, 1627750]",1610612743.0,DEN,,Jokic,N. Jokic,cutting,Restricted Area,0-8 Center,1.76,Made,,,,,15.0,J. Murray,1627750.0,7.0,,,,,,,,,
305,PT00M13.50S,2023-12-29T03:00:48.4Z,2,REGULAR,2pt,Jump Shot,[],1630533,84.05059132720105,26.47058823529412,1610612763,65,46,2023-12-29T03:00:57Z,3010000,False,-118.0,97.0,1,right,MISS Z. Williams 15' pullup Shot,[1630533],1610612763.0,MEM,,Williams,Z. Williams,pullup,Mid-Range,8-16 Left,15.27,Missed,,,,,,,,,,,,,,,,,
306,PT00M10.50S,2023-12-29T03:00:51.4Z,2,REGULAR,rebound,offensive,[],1630533,,,1610612763,65,46,2023-12-29T03:00:51Z,3020000,False,,,0,,Z. Williams REBOUND (Off:1 Def:1),[1630533],1610612763.0,MEM,,Williams,Z. Williams,,Mid-Range,8-16 Left,,,305.0,2.0,1.0,1.0,,,,,,,,,,,,,
307,PT00M09.20S,2023-12-29T03:00:53.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630533,92.32917214191852,46.32352941176471,1610612763,65,48,2023-12-29T03:01:00Z,3030000,False,-18.0,20.0,1,right,Z. Williams putback Layup (5 PTS),[1630533],1610612763.0,MEM,,Williams,Z. Williams,putback,Restricted Area,0-8 Center,2.69,Made,,,,,5.0,,,,,,,,,,,,
308,PT00M00.00S,2023-12-29T03:01:38.3Z,2,REGULAR,period,end,[],0,,,1610612743,65,48,2023-12-29T03:01:38Z,3040000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2023-12-29T03:16:05.2Z,3,REGULAR,substitution,out,['startperiod'],1629723,,,1610612743,65,48,2023-12-29T03:16:27Z,3050000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2023-12-29T03:16:05.2Z,3,REGULAR,substitution,out,['startperiod'],1630533,,,1610612743,65,48,2023-12-29T03:16:27Z,3060000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2023-12-29T03:16:05.2Z,3,REGULAR,substitution,in,['startperiod'],203935,,,1610612743,65,48,2023-12-29T03:16:27Z,3070000,False,,,0,,SUB in: M. Smart,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2023-12-29T03:16:05.2Z,3,REGULAR,substitution,in,['startperiod'],1631246,,,1610612743,65,48,2023-12-29T03:16:27Z,3080000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2023-12-29T03:16:30.4Z,3,REGULAR,period,start,[],0,,,1610612743,65,48,2023-12-29T03:16:30Z,3090000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT11M43.00S,2023-12-29T03:16:46.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,92.06636005256242,63.23529411764706,1610612743,67,48,2023-12-29T03:16:55Z,3100000,False,66.0,22.0,1,right,J. Murray 6' driving floating Jump Shot (15 PTS),[1627750],1610612743.0,DEN,,Murray,J. Murray,driving floating,In The Paint (Non-RA),0-8 Center,6.98,Made,,,,,15.0,,,,,,,,,,,,
318,PT11M18.00S,2023-12-29T03:17:11.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,8.623521681997373,53.67647058823529,1610612763,67,50,2023-12-29T03:17:17Z,3120000,False,-18.0,29.0,1,left,M. Smart pullup Jump Shot (9 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,pullup,Restricted Area,0-8 Center,3.4,Made,,,,,9.0,,,,,,,,,,,,
319,PT11M03.00S,2023-12-29T03:17:25.9Z,3,REGULAR,3pt,Jump Shot,[],1631212,91.27792378449409,95.58823529411765,1610612743,70,50,2023-12-29T03:17:33Z,3130000,False,228.0,29.0,1,right,P. Watson 3PT step back (11 PTS) (N. Jokic 6 AST),"[1631212, 203999]",1610612743.0,DEN,,Watson,P. Watson,step back,Right Corner 3,24+ Right,22.98,Made,,,,,11.0,N. Jokic,203999.0,6.0,,,,,,,,,
321,PT10M47.00S,2023-12-29T03:17:42.4Z,3,REGULAR,2pt,Jump Shot,[],203935,6.258212877792378,28.431372549019606,1610612763,70,50,2023-12-29T03:17:46Z,3150000,False,108.0,6.0,1,left,MISS M. Smart 10' pullup Shot,[203935],1610612763.0,MEM,,Smart,M. Smart,pullup,Mid-Range,8-16 Right,10.8,Missed,,,,,,,,,,,,,,,,,
322,PT10M45.00S,2023-12-29T03:17:44.4Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,70,50,2023-12-29T03:17:46Z,3160000,False,,,0,,N. Jokic REBOUND (Off:0 Def:8),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Mid-Range,8-16 Right,,,321.0,8.0,8.0,0.0,,,,,,,,,,,,,
323,PT10M42.00S,2023-12-29T03:17:47.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,76.03482260183968,10.53921568627451,1610612743,73,50,2023-12-29T03:17:53Z,3170000,False,-197.0,173.0,1,right,K. Caldwell-Pope 26' 3PT running pullup (10 PTS) (N. Jokic 7 AST),"[203484, 203999]",1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,running pullup,Above the Break 3,24+ Left Center,26.23,Made,,,,,10.0,N. Jokic,203999.0,7.0,,,,,,,,,
325,PT10M41.00S,2023-12-29T03:17:53.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,73,50,2023-12-29T03:17:53Z,3190000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT10M30.00S,2023-12-29T03:20:59.2Z,3,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612763,73,50,2023-12-29T03:21:06Z,3200000,False,,,0,,M. Porter Jr. shooting personal FOUL (3 PF) (Smart 2 FT),"[1629008, 203935]",1610612743.0,DEN,1628484.0,Porter Jr.,M. Porter Jr.,shooting,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,0.0,Smart,203935.0,,,
328,PT10M30.00S,2023-12-29T03:21:24.8Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612763,73,51,2023-12-29T03:21:24Z,3220000,False,,,0,,M. Smart Free Throw 1 of 2 (10 PTS),[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,Made,,,,,10.0,,,,,,,,,,,,
329,PT10M30.00S,2023-12-29T03:21:39.7Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612763,73,51,2023-12-29T03:21:39Z,3230000,False,,,0,,MISS M. Smart Free Throw 2 of 2,[203935],1610612763.0,MEM,,Smart,M. Smart,,,,,Missed,,,,,,,,,,,,,,,,,
330,PT10M27.00S,2023-12-29T03:21:41.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,73,51,2023-12-29T03:21:41Z,3240000,False,,,0,,N. Jokic REBOUND (Off:0 Def:9),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,,,,,329.0,9.0,9.0,0.0,,,,,,,,,,,,,
331,PT10M11.00S,2023-12-29T03:21:57.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627750,94.69448094612353,49.50980392156863,1610612743,75,51,2023-12-29T03:22:05Z,3250000,False,-2.0,-3.0,1,right,J. Murray cutting DUNK (17 PTS) (N. Jokic 8 AST),"[1627750, 203999]",1610612743.0,DEN,,Murray,J. Murray,cutting,Restricted Area,0-8 Center,0.36,Made,,,,,17.0,N. Jokic,203999.0,8.0,,,,,,,,,
333,PT09M49.00S,2023-12-29T03:22:19.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,10.068988173455978,63.970588235294116,1610612763,75,51,2023-12-29T03:22:23Z,3270000,False,-70.0,42.0,1,left,MISS J. Jackson Jr. 8' driving floating bank Shot,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving floating bank,In The Paint (Non-RA),8-16 Left,8.16,Missed,,,,,,,,,,,,,,,,,
334,PT09M47.00S,2023-12-29T03:22:21.2Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,75,51,2023-12-29T03:22:23Z,3280000,False,,,0,,N. Jokic REBOUND (Off:0 Def:10),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,In The Paint (Non-RA),8-16 Left,,,333.0,10.0,10.0,0.0,,,,,,,,,,,,,
335,PT09M44.00S,2023-12-29T03:22:24.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203484,71.30420499342969,14.215686274509803,1610612743,75,51,2023-12-29T03:22:59Z,3290000,False,-179.0,217.0,1,right,MISS K. Caldwell-Pope 28' running 3PT,[203484],1610612743.0,DEN,,Caldwell-Pope,K. Caldwell-Pope,running,Above the Break 3,24+ Left Center,28.14,Missed,,,,,,,,,,,,,,,,,
336,PT09M40.00S,2023-12-29T03:22:28.7Z,3,REGULAR,rebound,defensive,[],1631246,,,1610612763,75,51,2023-12-29T03:22:42Z,3300000,False,,,0,,V. Williams Jr. REBOUND (Off:1 Def:6),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Above the Break 3,24+ Left Center,,,335.0,7.0,6.0,1.0,,,,,,,,,,,,,
337,PT09M33.00S,2023-12-29T03:22:35.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,6.1268068331143235,58.08823529411765,1610612763,75,51,2023-12-29T03:22:46Z,3310000,False,-40.0,5.0,1,left,MISS J. Jackson Jr. driving Layup,[1628991],1610612763.0,MEM,,Jackson Jr.,J. Jackson Jr.,driving,Restricted Area,0-8 Center,4.07,Missed,,,,,,,,,,,,,,,,,
338,PT09M30.00S,2023-12-29T03:22:38.0Z,3,REGULAR,rebound,offensive,[],1631246,,,1610612763,75,51,2023-12-29T03:22:38Z,3320000,False,,,0,,V. Williams Jr. REBOUND (Off:2 Def:6),[1631246],1610612763.0,MEM,,Williams Jr.,V. Williams Jr.,,Restricted Area,0-8 Center,,,337.0,8.0,6.0,2.0,,,,,,,,,,,,,
339,PT09M29.00S,2023-12-29T03:22:38.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203935,18.2161629434954,4.901960784313726,1610612763,75,51,2023-12-29T03:22:49Z,3330000,False,225.0,119.0,1,left,MISS M. Smart 25' 3PT,[203935],1610612763.0,MEM,,Smart,M. Smart,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,
340,PT09M27.00S,2023-12-29T03:22:40.9Z,3,REGULAR,rebound,defensive,[],203999,,,1610612743,75,51,2023-12-29T03:22:49Z,3340000,False,,,0,,N. Jokic REBOUND (Off:0 Def:11),[203999],1610612743.0,DEN,,Jokic,N. Jokic,,Above the Break 3,24+ Right Center,,,339.0,11.0,11.0,0.0,,,,,,,,,,,,,
341,PT09M22.00S,2023-12-29T03:22:46.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,83.26215505913272,92.64705882352942,1610612743,75,51,2023-12-29T03:24:16Z,3350000,False,213.0,105.0,1,right,MISS J. Murray running 3PT,[1627750],1610612743.0,DEN,,Murray,J. Murray,running,Above the Break 3,24+ Right Center,23.76,Missed,,,,,,,,,,,,,,,,,
342,PT09M18.00S,2023-12-29T03:22:50.6Z,3,REGULAR,rebound,defensive,[],203935,,,1610612763,75,51,2023-12-29T03:22:54Z,3360000,False,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612763.0,MEM,,Smart,M. Smart,,Above the Break 3,24+ Right Center,,,341.0,3.0,2.0,1.0,,,,,,,,,,,,,
343,PT09M17.00S,2023-12-29T03:22:52.1Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612763,75,51,2023-12-29T03:22:59Z,3370000,False,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1627750]",1610612763.0,MEM,,Smart,M. Smart,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,3.0,Murray,1627750.0
344,PT09M17.00S,2023-12-29T03:22:52.1Z,3,REGULAR,steal,,[],1627750,,,1610612743,75,51,2023-12-29T03:22:54Z,3380000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,Murray,J. Murray,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
345,PT09M04.00S,2023-12-29T03:23:05.8Z,3,REGULAR,foul,personal,[],1628991,,,1610612743,75,51,2023-12-29T03:23:35Z,3390000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 203999]",1610612763.0,MEM,1830.0,Jackson Jr.,J. Jackson Jr.,,Mid-Range,8-16 Center,,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,,
347,PT08M53.00S,2023-12-29T03:23:46.9Z,3,REGULAR,turnover,bad pass,[],203999,,,1610612743,75,51,2023-12-29T03:23:53Z,3410000,False,,,0,,N. Jokic bad pass TURNOVER (2 TO),"[203999, 203935]",1610612743.0,DEN,,Jokic,N. Jokic,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,2.0,Smart,203935.0
348,PT08M53.00S,2023-12-29T03:23:46.9Z,3,REGULAR,steal,,[],203935,,,1610612763,75,51,2023-12-29T03:23:48Z,3420000,False,,,0,,M. Smart STEAL (1 STL),[203935],1610612763.0,MEM,,Smart,M. Smart,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,
