actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
83,PT04M02.00S,2024-01-30T02:24:05.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203932,31.750985545335087,59.068627450980394,1610612743,13,26,2024-01-30T02:24:10Z,820000,False,-45.0,246.0,1,left,MISS A. Gordon 25' pullup 3PT,[203932],1610612743.0,DEN,pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
84,PT03M58.00S,2024-01-30T02:24:09.7Z,1,REGULAR,rebound,defensive,[],203114,,,1610612749,13,26,2024-01-30T02:24:10Z,830000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Center,,,83.0,1.0,1.0,0.0,,,,,,,,,,,,,,
85,PT03M52.00S,2024-01-30T02:24:15.0Z,1,REGULAR,3pt,Jump Shot,[],203114,77.34888304862024,8.088235294117647,1610612749,13,26,2024-01-30T02:24:20Z,840000,False,-210.0,160.0,1,right,MISS K. Middleton 26' pullup 3PT,[203114],1610612749.0,MIL,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.39,Missed,,,,,,,,,,,,,,,,,,
86,PT03M49.00S,2024-01-30T02:24:18.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,26,2024-01-30T02:24:20Z,850000,False,,,0,,N. Jokic REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,
87,PT03M42.00S,2024-01-30T02:24:25.9Z,1,REGULAR,3pt,Jump Shot,[],203484,31.35676741130092,29.65686274509804,1610612743,13,26,2024-01-30T02:24:32Z,860000,False,102.0,242.0,1,left,MISS K. Caldwell-Pope 26' pullup 3PT,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.28,Missed,,,,,,,,,,,,,,,,,,
88,PT03M38.00S,2024-01-30T02:24:29.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,13,26,2024-01-30T02:24:32Z,870000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Right Center,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,,,
89,PT03M36.00S,2024-01-30T02:24:37.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,13,26,2024-01-30T02:24:37Z,880000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,out,[],203484,,,1610612749,13,26,2024-01-30T02:27:13Z,890000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,out,[],203932,,,1610612749,13,26,2024-01-30T02:27:13Z,900000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,out,[],1627736,,,1610612749,13,26,2024-01-30T02:27:13Z,910000,False,,,0,,SUB out: M. Beasley,[1627736],1610612749.0,MIL,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,out,[],201572,,,1610612749,13,26,2024-01-30T02:27:13Z,920000,False,,,0,,SUB out: B. Lopez,[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,out,[],203114,,,1610612749,13,26,2024-01-30T02:27:13Z,930000,False,,,0,,SUB out: K. Middleton,[203114],1610612749.0,MIL,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,in,[],1631128,,,1610612749,13,26,2024-01-30T02:27:13Z,940000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,in,[],1631212,,,1610612749,13,26,2024-01-30T02:27:13Z,950000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,in,[],203507,,,1610612749,13,26,2024-01-30T02:27:13Z,960000,False,,,0,,SUB in: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,in,[],1626192,,,1610612749,13,26,2024-01-30T02:27:13Z,970000,False,,,0,,SUB in: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M36.00S,2024-01-30T02:26:16.1Z,1,REGULAR,substitution,in,[],203109,,,1610612749,13,26,2024-01-30T02:27:13Z,980000,False,,,0,,SUB in: J. Crowder,[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M24.00S,2024-01-30T02:27:37.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203507,91.01511169513797,51.71568627450981,1610612749,13,26,2024-01-30T02:27:42Z,990000,False,9.0,32.0,1,right,MISS G. Antetokounmpo Layup,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,,,,
101,PT03M22.00S,2024-01-30T02:27:39.9Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,26,2024-01-30T02:27:42Z,1000000,False,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,,
102,PT03M18.00S,2024-01-30T02:27:44.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631128,8.492115637319317,53.67647058823529,1610612743,13,26,2024-01-30T02:41:23Z,1010000,False,-18.0,27.0,1,left,MISS C. Braun running Layup,[1631128],1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
103,PT03M14.00S,2024-01-30T02:27:47.3Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,13,26,2024-01-30T02:27:47Z,1020000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,102.0,3.0,2.0,1.0,,,,,,,,,,,,,,
104,PT03M12.00S,2024-01-30T02:27:49.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,7.046649145860711,53.18627450980392,1610612743,13,26,2024-01-30T02:27:56Z,1030000,False,-16.0,14.0,1,left,MISS M. Porter Jr. Layup,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
105,PT03M11.00S,2024-01-30T02:27:50.3Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,13,26,2024-01-30T02:39:45Z,1040000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:2),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,104.0,4.0,2.0,2.0,,,,,,,,,,,,,,
174,PT03M10.00S,2024-01-30T02:27:52.9Z,1,REGULAR,turnover,lost ball,[],1629008,,,1610612743,13,26,2024-01-30T02:41:06Z,1045000,False,,,0,,M. Porter Jr. lost ball TURNOVER (1 TO),"[1629008, 203109]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Crowder,203109.0
175,PT03M10.00S,2024-01-30T02:27:52.9Z,1,REGULAR,steal,,[],203109,,,1610612749,13,26,2024-01-30T02:40:38Z,1047500,False,,,0,,J. Crowder STEAL (1 STL),[203109],1610612749.0,MIL,,,,Crowder,J. Crowder,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
106,PT03M06.00S,2024-01-30T02:27:56.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626171,87.20433639947439,94.85294117647058,1610612749,13,26,2024-01-30T04:46:09Z,1050000,False,224.0,68.0,1,right,MISS B. Portis running 3PT,[1626171],1610612749.0,MIL,running,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,23.43,Missed,,,,,,,,,,,,,,,,,,
107,PT03M03.00S,2024-01-30T02:27:59.6Z,1,REGULAR,rebound,defensive,[],202704,,,1610612743,13,26,2024-01-30T02:28:02Z,1060000,False,,,0,,R. Jackson REBOUND (Off:1 Def:1),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,,,106.0,2.0,1.0,1.0,,,,,,,,,,,,,,
108,PT03M00.00S,2024-01-30T02:28:05.2Z,1,REGULAR,foul,personal,['2freethrow'],1626166,,,1610612743,13,26,2024-01-30T02:28:27Z,1070000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Jackson 2 FT),"[1626166, 202704]",1610612749.0,MIL,shooting,,,Payne,C. Payne,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,1.0,0.0,Jackson,202704.0,,,
110,PT03M00.00S,2024-01-30T02:28:35.0Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202704,,,1610612743,14,26,2024-01-30T02:28:35Z,1090000,False,,,0,,R. Jackson Free Throw 1 of 2 (1 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
111,PT03M00.00S,2024-01-30T02:28:55.0Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202704,,,1610612743,15,26,2024-01-30T02:28:55Z,1100000,False,,,0,,R. Jackson Free Throw 2 of 2 (2 PTS),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
112,PT02M53.00S,2024-01-30T02:29:03.0Z,1,REGULAR,3pt,Jump Shot,[],1626166,66.70499342969777,51.9607843137255,1610612749,15,26,2024-01-30T02:29:09Z,1110000,False,10.0,260.0,1,right,MISS C. Payne 26' pullup 3PT,[1626166],1610612749.0,MIL,pullup,,,Payne,C. Payne,,,,,Above the Break 3,24+ Center,26.07,Missed,,,,,,,,,,,,,,,,,,
113,PT02M50.00S,2024-01-30T02:29:06.0Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,15,26,2024-01-30T02:29:09Z,1120000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,,,112.0,5.0,3.0,2.0,,,,,,,,,,,,,,
114,PT02M41.00S,2024-01-30T02:29:18.6Z,1,REGULAR,foul,personal,[],1626166,,,1610612743,15,26,2024-01-30T02:29:27Z,1130000,False,,,0,,C. Payne personal FOUL (2 PF),"[1626166, 202704]",1610612749.0,MIL,,,,Payne,C. Payne,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1146.0,2.0,0.0,Jackson,202704.0,,,
116,PT02M28.00S,2024-01-30T02:29:48.2Z,1,REGULAR,2pt,Jump Shot,[],203999,24.26084099868594,60.29411764705882,1610612743,17,26,2024-01-30T02:29:54Z,1150000,False,-51.0,176.0,1,left,N. Jokic 18' Jump Shot (5 PTS) (R. Jackson 1 AST),"[203999, 202704]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,18.3,Made,,,,,5.0,,,R. Jackson,202704.0,1.0,,,,,,,,
118,PT02M14.00S,2024-01-30T02:30:01.3Z,1,REGULAR,3pt,Jump Shot,[],1626192,67.23061760840999,42.8921568627451,1610612749,17,26,2024-01-30T02:30:06Z,1170000,False,-36.0,256.0,1,right,MISS P. Connaughton 25' 3PT,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Above the Break 3,24+ Center,25.8,Missed,,,,,,,,,,,,,,,,,,
119,PT02M11.00S,2024-01-30T02:30:04.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,17,26,2024-01-30T02:30:06Z,1180000,False,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Center,,,118.0,3.0,3.0,0.0,,,,,,,,,,,,,,
120,PT02M02.00S,2024-01-30T02:30:14.4Z,1,REGULAR,3pt,Jump Shot,[],1629008,35.955978975032856,34.80392156862745,1610612743,20,26,2024-01-30T02:43:49Z,1190000,False,76.0,285.0,1,left,M. Porter Jr. 29' 3PT  (3 PTS) (N. Jokic 2 AST),"[1629008, 203999]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,29.54,Made,,,,,3.0,,,N. Jokic,203999.0,2.0,,,,,,,,
122,PT01M45.00S,2024-01-30T02:30:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,81.2910643889619,41.66666666666667,1610612749,20,26,2024-01-30T02:30:40Z,1210000,False,-42.0,123.0,1,right,MISS B. Portis 13' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,13.03,Missed,,,,,,,,,,,,,,,,,,
123,PT01M42.00S,2024-01-30T02:30:33.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,20,26,2024-01-30T02:30:40Z,1220000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,122.0,6.0,4.0,2.0,,,,,,,,,,,,,,
124,PT01M26.00S,2024-01-30T02:30:51.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,6.258212877792378,42.8921568627451,1610612743,20,26,2024-01-30T02:31:06Z,1230000,False,36.0,6.0,1,left,MISS N. Jokic Jump Shot - blocked,"[203999, 1626192]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,Connaughton,1626192.0,,,,,,,,,,,
125,PT01M26.00S,2024-01-30T02:30:51.0Z,1,REGULAR,block,,[],1626192,,,1610612743,20,26,2024-01-30T02:30:55Z,1240000,False,,,0,,P. Connaughton BLOCK (1 BLK),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT01M23.00S,2024-01-30T02:30:54.0Z,1,REGULAR,rebound,defensive,[],1626192,,,1610612749,20,26,2024-01-30T02:31:06Z,1250000,False,,,0,,P. Connaughton REBOUND (Off:0 Def:1),[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,,,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
127,PT01M23.00S,2024-01-30T02:31:01.9Z,1,REGULAR,turnover,out-of-bounds,[],1626192,,,1610612749,20,26,2024-01-30T02:45:30Z,1260000,False,,,0,,P. Connaughton bad pass out-of-bounds TURNOVER (1 TO),[1626192],1610612749.0,MIL,bad pass,,,Connaughton,P. Connaughton,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1146.0,,,,,1.0,,
128,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,out,[],1629008,,,1610612743,20,26,2024-01-30T02:31:32Z,1270000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,out,[],203999,,,1610612743,20,26,2024-01-30T02:31:32Z,1280000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,out,[],1626166,,,1610612743,20,26,2024-01-30T02:31:32Z,1290000,False,,,0,,SUB out: C. Payne,[1626166],1610612749.0,MIL,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,in,[],1627750,,,1610612743,20,26,2024-01-30T02:31:32Z,1300000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,in,[],201599,,,1610612743,20,26,2024-01-30T02:31:32Z,1310000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M23.00S,2024-01-30T02:31:07.5Z,1,REGULAR,substitution,in,[],203081,,,1610612743,20,26,2024-01-30T02:31:32Z,1320000,False,,,0,,SUB in: D. Lillard,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT01M09.00S,2024-01-30T02:31:30.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627750,8.984888304862025,62.745098039215684,1610612743,20,26,2024-01-30T02:48:41Z,1325000,False,-64.0,32.0,1,left,MISS J. Murray 7' Jump Shot - blocked,"[1627750, 203081]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,Lillard,203081.0,,,,,,,,,,,
203,PT01M09.00S,2024-01-30T02:31:30.8Z,1,REGULAR,block,,[],203081,,,1610612743,20,26,2024-01-30T02:48:15Z,1327500,False,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
204,PT01M08.00S,2024-01-30T02:31:31.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,20,26,2024-01-30T02:48:41Z,1328750,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,202.0,,,,,,,,,,,,,,,,,
135,PT00M58.00S,2024-01-30T02:32:09.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627750,19.004599211563733,39.950980392156865,1610612743,22,26,2024-01-30T02:48:15Z,1340000,False,50.0,126.0,1,left,J. Murray 13' turnaround fadeaway Jump Shot (7 PTS),[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,,,,,7.0,,,,,,,,,,,,,
136,PT00M43.10S,2024-01-30T02:32:28.7Z,1,REGULAR,2pt,Jump Shot,[],203081,81.02825229960578,21.323529411764707,1610612749,22,26,2024-01-30T02:32:34Z,1350000,False,-143.0,126.0,1,right,MISS D. Lillard 19' Jump Shot,[203081],1610612749.0,MIL,,,,Lillard,D. Lillard,,,,,Mid-Range,16-24 Left Center,19.08,Missed,,,,,,,,,,,,,,,,,,
137,PT00M39.50S,2024-01-30T02:32:32.3Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,22,26,2024-01-30T02:32:34Z,1360000,False,,,0,,P. Watson REBOUND (Off:0 Def:1),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Left Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
138,PT00M30.70S,2024-01-30T02:32:41.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,13.87976346911958,64.4607843137255,1610612743,22,26,2024-01-30T02:32:45Z,1370000,False,-72.0,78.0,1,left,MISS J. Murray 10' Jump Shot,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,10.64,Missed,,,,,,,,,,,,,,,,,,
139,PT00M27.50S,2024-01-30T02:32:44.2Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,22,26,2024-01-30T02:32:44Z,1380000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),8-16 Left,,,138.0,1.0,0.0,1.0,,,,,,,,,,,,,,
140,PT00M17.00S,2024-01-30T02:32:54.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202704,22.864651773981603,6.885723039215687,1610612743,25,26,2024-01-30T02:33:28Z,1390000,False,216.0,162.0,1,left,R. Jackson 26' 3PT pullup (5 PTS),[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Right Center,26.99,Made,,,,,5.0,,,,,,,,,,,,,
141,PT00M05.60S,2024-01-30T02:33:30.9Z,1,REGULAR,foul,personal,[],202704,,,1610612749,25,26,2024-01-30T02:34:19Z,1400000,False,,,0,,R. Jackson personal FOUL (1 PF),"[202704, 203081]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1146.0,1.0,0.0,Lillard,203081.0,,,
143,PT00M00.00S,2024-01-30T02:33:47.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203507,90.09526938239159,50.245098039215684,1610612749,25,26,2024-01-30T02:50:41Z,1420000,False,1.0,41.0,1,right,MISS G. Antetokounmpo Hook,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,4.06,Missed,,,,,,,,,,,,,,,,,,
144,PT00M00.00S,2024-01-30T02:33:47.1Z,1,REGULAR,rebound,defensive,[],1631212,,,1610612743,25,26,2024-01-30T02:50:41Z,1430000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT00M00.00S,2024-01-30T02:33:54.7Z,1,REGULAR,period,end,[],0,,,1610612743,25,26,2024-01-30T02:33:54Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2024-01-30T02:36:31.2Z,2,REGULAR,period,start,[],0,,,1610612749,25,26,2024-01-30T02:36:31Z,1450000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M43.00S,2024-01-30T02:36:47.9Z,2,REGULAR,3pt,Jump Shot,[],1626171,87.46714848883047,96.81372549019608,1610612749,25,26,2024-01-30T02:36:58Z,1460000,False,234.0,65.0,1,right,MISS B. Portis 24' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Right Corner 3,24+ Right,24.3,Missed,,,,,,,,,,,,,,,,,,
148,PT11M40.00S,2024-01-30T02:36:50.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,25,26,2024-01-30T02:36:58Z,1470000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,147.0,,,,,,,,,,,,,,,,,
150,PT11M40.00S,2024-01-30T02:37:00.0Z,2,REGULAR,foul,personal,[],203507,,,1610612743,25,26,2024-01-30T02:39:05Z,1490000,False,,,0,,G. Antetokounmpo loose ball personal FOUL (2 PF),"[203507, 201599]",1610612749.0,MIL,loose ball,,,Antetokounmpo,G. Antetokounmpo,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,1146.0,2.0,0.0,Jordan,201599.0,,,
152,PT11M26.00S,2024-01-30T02:37:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201599,6.783837056504599,46.32352941176471,1610612743,27,26,2024-01-30T02:51:47Z,1510000,False,18.0,11.0,1,left,D. Jordan Layup (2 PTS) (J. Murray 2 AST),"[201599, 1627750]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.16,Made,,,,,2.0,,,J. Murray,1627750.0,2.0,,,,,,,,
154,PT11M26.00S,2024-01-30T02:37:25.5Z,2,REGULAR,foul,personal,['1freethrow'],1626171,,,1610612743,27,26,2024-01-30T02:37:38Z,1530000,False,,,0,,B. Portis shooting personal FOUL (1 PF) (Jordan 1 FT),"[1626171, 201599]",1610612749.0,MIL,shooting,,,Portis,B. Portis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,203592.0,1.0,0.0,Jordan,201599.0,,,
156,PT11M26.00S,2024-01-30T02:37:51.0Z,2,REGULAR,freethrow,1 of 1,[],201599,,,1610612743,28,26,2024-01-30T02:37:51Z,1550000,False,,,0,,D. Jordan Free Throw 1 of 1 (3 PTS),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
157,PT11M15.00S,2024-01-30T02:38:05.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203507,92.46057818659659,53.67647058823529,1610612749,28,26,2024-01-30T02:52:45Z,1560000,False,18.0,18.0,1,right,MISS G. Antetokounmpo Layup - blocked,"[203507, 201599]",1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,Jordan,201599.0,,,,,,,,,,,
158,PT11M15.00S,2024-01-30T02:38:05.5Z,2,REGULAR,block,,[],201599,,,1610612749,28,26,2024-01-30T02:38:08Z,1570000,False,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
159,PT11M15.00S,2024-01-30T02:38:05.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,28,26,2024-01-30T02:38:25Z,1580000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Restricted Area,0-8 Center,,,157.0,,,,,,,,,,,,,,,,,
