actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
84,PT04M15.00S,2022-12-26T04:05:45.8Z,1,REGULAR,violation,kicked ball,[],1629028,,,1610612743,23,11,2022-12-26T04:05:53Z,800000,False,,,0,,D. Ayton kicked ball VIOLATION,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
85,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,out,[],203484,,,1610612743,23,11,2022-12-26T04:06:12Z,810000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,out,[],203932,,,1610612743,23,11,2022-12-26T04:06:12Z,820000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,out,[],1628470,,,1610612743,23,11,2022-12-26T04:06:12Z,830000,False,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,out,[],101108,,,1610612743,23,11,2022-12-26T04:06:12Z,840000,False,,,0,,SUB out: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,in,[],1627750,,,1610612743,23,11,2022-12-26T04:06:12Z,850000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,23,11,2022-12-26T04:06:12Z,860000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,in,[],1627814,,,1610612743,23,11,2022-12-26T04:06:12Z,870000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M15.00S,2022-12-26T04:05:51.6Z,1,REGULAR,substitution,in,[],1630688,,,1610612743,23,11,2022-12-26T04:06:12Z,880000,False,,,0,,SUB in: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M05.00S,2022-12-26T04:06:25.0Z,1,REGULAR,3pt,Jump Shot,[],1631128,7.966491458607096,94.6078431372549,1610612743,26,11,2022-12-26T04:06:30Z,890000,False,-223.0,22.0,1,left,C. Braun 3PT step back (3 PTS) (N. Jokic 2 AST),"[1631128, 203999]",1610612743.0,DEN,step back,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,22.41,Made,3.0,,,,,,,,,N. Jokic,203999.0,2.0,,,,,,
95,PT03M55.00S,2022-12-26T04:06:34.8Z,1,REGULAR,3pt,Jump Shot,[],1629028,67.09921156373193,40.68627450980392,1610612756,26,14,2022-12-26T04:06:48Z,910000,False,-47.0,257.0,1,right,D. Ayton 26' 3PT  (3 PTS) (L. Shamet 1 AST),"[1629028, 1629013]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Center,26.1,Made,3.0,,,,,,,,,L. Shamet,1629013.0,1.0,,,,,,
96,PT03M45.00S,2022-12-26T04:06:48.3Z,1,REGULAR,violation,kicked ball,[],1628969,,,1610612743,26,14,2022-12-26T04:06:56Z,920000,False,,,0,,M. Bridges kicked ball VIOLATION,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,1146.0,,,,,,,,,,
97,PT03M37.00S,2022-12-26T04:07:12.8Z,1,REGULAR,3pt,Jump Shot,[],1627750,25.969119579500656,17.15686274509804,1610612743,26,14,2022-12-26T04:07:20Z,930000,False,164.0,192.0,1,left,MISS J. Murray 25' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,25.23,Missed,,,,,,,,,,,,,,,,,,
98,PT03M37.00S,2022-12-26T04:07:12.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,26,14,2022-12-26T04:07:20Z,940000,False,,,0,,D. Ayton REBOUND (Off:0 Def:4),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,97.0,4.0,4.0,0.0,,,,,,,,,,,,,
99,PT03M26.00S,2022-12-26T04:07:23.7Z,1,REGULAR,2pt,Jump Shot,[],1628969,77.08607095926413,62.745098039215684,1610612756,26,14,2022-12-26T04:07:29Z,950000,False,64.0,163.0,1,right,MISS M. Bridges 17' pullup Shot,[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,17.49,Missed,,,,,,,,,,,,,,,,,,
100,PT03M23.00S,2022-12-26T04:07:26.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,26,14,2022-12-26T04:07:29Z,960000,False,,,0,,N. Jokic REBOUND (Off:1 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Right Center,,,,99.0,3.0,2.0,1.0,,,,,,,,,,,,,
101,PT03M17.00S,2022-12-26T04:07:32.8Z,1,REGULAR,3pt,Jump Shot,[],1630538,28.465834428383708,80.14705882352942,1610612743,26,14,2022-12-26T04:07:37Z,970000,False,-151.0,215.0,1,left,MISS B. Hyland 26' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
102,PT03M14.00S,2022-12-26T04:07:35.8Z,1,REGULAR,rebound,defensive,[],1629028,,,1610612756,26,14,2022-12-26T04:07:37Z,980000,False,,,0,,D. Ayton REBOUND (Off:0 Def:5),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,,101.0,5.0,5.0,0.0,,,,,,,,,,,,,
103,PT03M04.00S,2022-12-26T04:07:49.5Z,1,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612756,26,14,2022-12-26T04:07:58Z,990000,False,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612756.0,PHX,bad pass,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,,,,,,,,,,202026.0,1.0,,,,,,,,,
104,PT03M04.00S,2022-12-26T04:07:55.9Z,1,REGULAR,substitution,out,[],1629028,,,1610612743,26,14,2022-12-26T04:07:59Z,1000000,False,,,0,,SUB out: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M04.00S,2022-12-26T04:07:55.9Z,1,REGULAR,substitution,in,[],202687,,,1610612743,26,14,2022-12-26T04:07:59Z,1010000,False,,,0,,SUB in: B. Biyombo,[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M47.00S,2022-12-26T04:08:25.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,26,14,2022-12-26T04:08:25Z,1030000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M43.00S,2022-12-26T04:11:52.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],203999,21.107095926412615,40.19607843137255,1610612743,26,14,2022-12-26T04:13:49Z,1040000,False,49.0,146.0,1,left,MISS N. Jokic 15' step back Shot,[203999],1610612743.0,DEN,step back,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Center,15.39,Missed,,,,,,,,,,,,,,,,,,
110,PT02M39.00S,2022-12-26T04:11:56.0Z,1,REGULAR,rebound,defensive,[],1627814,,,1610612756,26,14,2022-12-26T04:12:01Z,1050000,False,,,0,,D. Lee REBOUND (Off:0 Def:1),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Mid-Range,8-16 Center,,,,109.0,1.0,1.0,0.0,,,,,,,,,,,,,
111,PT02M19.00S,2022-12-26T04:12:16.2Z,1,REGULAR,3pt,Jump Shot,[],1628969,67.49342969776609,36.76470588235294,1610612756,26,14,2022-12-26T04:12:22Z,1060000,False,-66.0,253.0,1,right,MISS M. Bridges 26' 3PT,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,26.16,Missed,,,,,,,,,,,,,,,,,,
112,PT02M15.00S,2022-12-26T04:12:20.2Z,1,REGULAR,rebound,offensive,[],1630688,,,1610612756,26,14,2022-12-26T04:12:22Z,1070000,False,,,0,,I. Wainright REBOUND (Off:1 Def:0),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Center,,,,111.0,1.0,0.0,1.0,,,,,,,,,,,,,
113,PT02M06.00S,2022-12-26T04:12:30.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1627814,95.22010512483574,15.441176470588236,1610612756,26,16,2022-12-26T04:12:48Z,1080000,False,-173.0,-8.0,1,right,D. Lee 17' step back Jump Shot (2 PTS),[1627814],1610612756.0,PHX,step back,,,Lee,D. Lee,,,,,Mid-Range,16-24 Left,17.3,Made,2.0,,,,,,,,,,,,,,,,,
115,PT01M45.00S,2022-12-26T04:12:50.7Z,1,REGULAR,turnover,bad pass,[],203999,,,1610612743,26,16,2022-12-26T04:12:55Z,1100000,False,,,0,,N. Jokic bad pass TURNOVER (1 TO),"[203999, 1630688]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,,,,Wainright,1630688.0,,,,
116,PT01M45.00S,2022-12-26T04:12:50.7Z,1,REGULAR,steal,,[],1630688,,,1610612756,26,16,2022-12-26T04:12:53Z,1110000,False,,,0,,I. Wainright STEAL (1 STL),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
117,PT01M37.00S,2022-12-26T04:12:58.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,95.22010512483574,4.166666666666666,1610612756,26,19,2022-12-26T04:13:05Z,1120000,False,-229.0,-8.0,1,right,M. Bridges 3PT  (5 PTS) (B. Biyombo 1 AST),"[1628969, 202687]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,22.93,Made,5.0,,,,,,,,,B. Biyombo,202687.0,1.0,,,,,,
119,PT01M18.00S,2022-12-26T04:13:20.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627750,7.046649145860711,35.78431372549019,1610612743,26,19,2022-12-26T04:25:34Z,1140000,False,71.0,14.0,1,left,MISS J. Murray 7' driving floating Shot,[1627750],1610612743.0,DEN,driving floating,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,,,,,,,,,,
120,PT01M17.00S,2022-12-26T04:13:21.5Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,26,19,2022-12-26T04:25:34Z,1150000,False,,,0,,N. Jokic REBOUND (Off:2 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,119.0,4.0,2.0,2.0,,,,,,,,,,,,,
121,PT01M16.00S,2022-12-26T04:13:25.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203999,5.590000152587891,50.0,1610612743,28,19,2022-12-26T04:25:40Z,1160000,False,0.0,0.0,1,left,N. Jokic tip Layup (15 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.0,Made,15.0,,,,,,,,,,,,,,,,,
122,PT01M02.00S,2022-12-26T04:13:33.4Z,1,REGULAR,3pt,Jump Shot,[],1629013,68.15045992115637,32.1078431372549,1610612756,28,19,2022-12-26T04:16:18Z,1170000,False,-89.0,247.0,1,right,MISS L. Shamet 26' pullup 3PT,[1629013],1610612756.0,PHX,pullup,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
123,PT00M58.80S,2022-12-26T04:13:36.6Z,1,REGULAR,rebound,offensive,[],202687,,,1610612756,28,19,2022-12-26T04:18:16Z,1180000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:0),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Left Center,,,,122.0,1.0,0.0,1.0,,,,,,,,,,,,,
124,PT00M51.30S,2022-12-26T04:13:45.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629013,66.70499342969777,35.78431372549019,1610612756,28,19,2022-12-26T04:13:54Z,1190000,False,-71.0,260.0,1,right,MISS L. Shamet 27' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Center,27.0,Missed,,,,,,,,,,,,,,,,,,
125,PT00M46.30S,2022-12-26T04:13:50.1Z,1,REGULAR,rebound,offensive,[],1630688,,,1610612756,28,19,2022-12-26T04:13:54Z,1200000,False,,,0,,I. Wainright REBOUND (Off:2 Def:0),[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,Above the Break 3,24+ Center,,,,124.0,2.0,0.0,2.0,,,,,,,,,,,,,
126,PT00M39.50S,2022-12-26T04:13:57.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628969,81.15965834428384,37.00980392156863,1610612756,28,21,2022-12-26T04:14:05Z,1210000,False,-65.0,125.0,1,right,M. Bridges 14' fadeaway Jump Shot (7 PTS),[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,14.05,Made,7.0,,,,,,,,,,,,,,,,,
127,PT00M31.10S,2022-12-26T04:14:09.3Z,1,REGULAR,3pt,Jump Shot,[],1630538,38.84691195795006,28.186274509803923,1610612743,28,21,2022-12-26T04:14:16Z,1220000,False,109.0,313.0,1,left,MISS B. Hyland 33' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,33.12,Missed,,,,,,,,,,,,,,,,,,
128,PT00M27.70S,2022-12-26T04:14:12.7Z,1,REGULAR,rebound,defensive,[],202687,,,1610612756,28,21,2022-12-26T04:14:16Z,1230000,False,,,0,,B. Biyombo REBOUND (Off:1 Def:1),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,127.0,2.0,1.0,1.0,,,,,,,,,,,,,
129,PT00M06.40S,2022-12-26T04:14:36.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,79.71419185282524,41.17647058823529,1610612756,28,23,2022-12-26T04:14:49Z,1240000,False,-44.0,138.0,1,right,M. Bridges 14' driving floating Jump Shot (9 PTS) (L. Shamet 2 AST),"[1628969, 1629013]",1610612756.0,PHX,driving floating,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),8-16 Center,14.51,Made,9.0,,,,,,,,,L. Shamet,1629013.0,2.0,,,,,,
131,PT00M06.40S,2022-12-26T04:14:46.4Z,1,REGULAR,foul,personal,['1freethrow'],1628971,,,1610612756,28,23,2022-12-26T04:14:57Z,1260000,False,,,0,,B. Brown shooting personal FOUL (1 PF) (Bridges 1 FT),"[1628971, 1628969]",1610612743.0,DEN,shooting,,,Brown,B. Brown,,,,,Mid-Range,8-16 Center,,,,,,,,,,202026.0,,,,,,,1.0,0.0,Bridges,1628969.0
133,PT00M06.40S,2022-12-26T04:14:58.0Z,1,REGULAR,substitution,out,[],1627814,,,1610612756,28,23,2022-12-26T04:15:25Z,1280000,False,,,0,,SUB out: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M06.40S,2022-12-26T04:14:58.0Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,28,23,2022-12-26T04:15:25Z,1290000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M06.40S,2022-12-26T04:15:13.0Z,1,REGULAR,freethrow,1 of 1,[],1628969,,,1610612756,28,24,2022-12-26T04:15:13Z,1300000,False,,,0,,M. Bridges Free Throw 1 of 1 (10 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
136,PT00M00.20S,2022-12-26T04:15:22.9Z,1,REGULAR,3pt,Jump Shot,[],1627750,37.27003942181341,51.470588235294116,1610612743,28,24,2022-12-26T04:20:10Z,1310000,False,-7.0,298.0,1,left,MISS J. Murray 29' step back 3PT,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Above the Break 3,24+ Center,29.79,Missed,,,,,,,,,,,,,,,,,,
137,PT00M00.10S,2022-12-26T04:15:23.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,28,24,2022-12-26T04:15:32Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,136.0,,,,,,,,,,,,,,,,
138,PT00M00.00S,2022-12-26T04:15:35.1Z,1,REGULAR,period,end,[],0,,,1610612743,28,24,2022-12-26T04:15:35Z,1330000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,out,['startperiod'],1631128,,,1610612743,28,24,2022-12-26T04:19:10Z,1340000,False,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,out,['startperiod'],203999,,,1610612743,28,24,2022-12-26T04:19:10Z,1350000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,out,['startperiod'],1630688,,,1610612743,28,24,2022-12-26T04:19:10Z,1360000,False,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,out,['startperiod'],1628969,,,1610612743,28,24,2022-12-26T04:19:10Z,1370000,False,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,in,['startperiod'],1630192,,,1610612743,28,24,2022-12-26T04:19:10Z,1380000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,in,['startperiod'],1629008,,,1610612743,28,24,2022-12-26T04:19:10Z,1390000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,in,['startperiod'],101108,,,1610612743,28,24,2022-12-26T04:19:10Z,1400000,False,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-12-26T04:17:42.5Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612743,28,24,2022-12-26T04:19:10Z,1410000,False,,,0,,SUB in: D. Lee,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-12-26T04:19:10.6Z,2,REGULAR,period,start,[],0,,,1610612756,28,24,2022-12-26T04:19:10Z,1420000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M46.00S,2022-12-26T04:19:23.7Z,2,REGULAR,3pt,Jump Shot,[],1627814,87.86136662286465,3.431372549019608,1610612756,28,24,2022-12-26T04:19:31Z,1430000,False,-233.0,62.0,1,right,MISS D. Lee 24' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Left Corner 3,24+ Left,24.08,Missed,,,,,,,,,,,,,,,,,,
149,PT11M41.00S,2022-12-26T04:19:28.7Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,28,24,2022-12-26T04:19:31Z,1440000,False,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,
150,PT11M31.00S,2022-12-26T04:19:39.1Z,2,REGULAR,2pt,Jump Shot,[],1629008,6.176084099868589,66.75857843137254,1610612743,28,24,2022-12-26T04:21:13Z,1450000,False,-84.0,6.0,1,left,MISS M. Porter Jr. 8' pullup Shot - blocked,"[1629008, 101108]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,8.4,Missed,,,,,,Paul,101108.0,,,,,,,,,,,
151,PT11M31.00S,2022-12-26T04:19:39.1Z,2,REGULAR,block,,[],101108,,,1610612743,28,24,2022-12-26T04:19:42Z,1460000,False,,,0,,C. Paul BLOCK (1 BLK),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
152,PT11M27.00S,2022-12-26T04:19:43.1Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,28,24,2022-12-26T04:19:46Z,1470000,False,,,0,,C. Paul REBOUND (Off:0 Def:1),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT11M16.00S,2022-12-26T04:19:53.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,90.3580814717477,47.30392156862745,1610612756,28,26,2022-12-26T04:19:59Z,1480000,False,-13.0,38.0,1,right,J. Okogie driving finger roll Layup (2 PTS) (C. Paul 2 AST),"[1629006, 101108]",1610612756.0,PHX,driving finger roll,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,4.04,Made,2.0,,,,,,,,,C. Paul,101108.0,2.0,,,,,,
154,PT10M46.00S,2022-12-26T04:20:25.0Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612743,28,26,2022-12-26T04:20:31Z,1490000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,2005.0,,,,,,,,,,
155,PT10M34.00S,2022-12-26T04:20:48.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627814,88.91261498028909,95.34313725490196,1610612756,28,29,2022-12-26T04:20:53Z,1500000,False,227.0,52.0,1,right,D. Lee 3PT  (5 PTS) (C. Paul 3 AST),"[1627814, 101108]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,Right Corner 3,24+ Right,23.25,Made,5.0,,,,,,,,,C. Paul,101108.0,3.0,,,,,,
157,PT10M16.00S,2022-12-26T04:21:06.5Z,2,REGULAR,3pt,Jump Shot,[],1630538,28.728646517739815,77.94117647058823,1610612743,28,29,2022-12-26T04:21:12Z,1520000,False,-140.0,218.0,1,left,MISS B. Hyland 25' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,25.85,Missed,,,,,,,,,,,,,,,,,,
158,PT10M13.00S,2022-12-26T04:21:09.5Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,28,29,2022-12-26T04:21:12Z,1530000,False,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,Above the Break 3,24+ Left Center,,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,
159,PT10M11.00S,2022-12-26T04:21:14.9Z,2,REGULAR,foul,personal,[],1630538,,,1610612756,28,29,2022-12-26T04:21:51Z,1540000,False,,,0,,B. Hyland personal FOUL (1 PF),"[1630538, 1629006]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,2005.0,,,,,,,1.0,0.0,Okogie,1629006.0
161,PT10M02.00S,2022-12-26T04:21:47.2Z,2,REGULAR,3pt,Jump Shot,[],101108,67.62483574244416,30.88235294117647,1610612756,28,29,2022-12-26T04:23:49Z,1560000,False,-96.0,252.0,1,right,MISS C. Paul 26' pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Left Center,26.93,Missed,,,,,,,,,,,,,,,,,,
162,PT09M58.00S,2022-12-26T04:21:50.5Z,2,REGULAR,rebound,defensive,[],1628971,,,1610612743,28,29,2022-12-26T04:21:50Z,1570000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,161.0,1.0,1.0,0.0,,,,,,,,,,,,,
163,PT09M53.00S,2022-12-26T04:21:55.5Z,2,REGULAR,3pt,Jump Shot,[],1628971,31.225361366622867,63.23529411764706,1610612743,28,29,2022-12-26T04:22:05Z,1580000,False,-66.0,241.0,1,left,MISS B. Brown 24' 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Center,24.99,Missed,,,,,,,,,,,,,,,,,,
164,PT09M53.00S,2022-12-26T04:21:55.5Z,2,REGULAR,rebound,defensive,[],1627814,,,1610612756,28,29,2022-12-26T04:22:05Z,1590000,False,,,0,,D. Lee REBOUND (Off:0 Def:2),[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,Above the Break 3,24+ Center,,,,163.0,2.0,2.0,0.0,,,,,,,,,,,,,
