actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
186,PT10M38.00S,2022-10-23T01:43:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,9.280551905387648,43.627450980392155,1610612760,28,31,2022-10-23T01:43:46Z,1820000,32.0,35.0,1,left,MISS O. Dieng driving floating Shot,[1631172],1610612760.0,OKC,driving floating,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
187,PT10M36.00S,2022-10-23T01:43:44.7Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,28,31,2022-10-23T01:43:46Z,1830000,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,186.0,2.0,1.0,1.0,,,,,,,,,,,,,,
188,PT10M34.00S,2022-10-23T01:43:46.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630598,21.76412614980289,92.15686274509804,1610612760,28,34,2022-10-23T01:43:53Z,1840000,-211.0,152.0,1,left,A. Wiggins 25' 3PT  (5 PTS) (K. Williams 1 AST),"[1630598, 1629026]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.99,Made,,,,,,,,5.0,K. Williams,1629026.0,1.0,,,,,,,
190,PT10M32.00S,2022-10-23T01:43:52.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,28,34,2022-10-23T01:43:52Z,1860000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M21.00S,2022-10-23T01:46:48.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628971,92.85479632063075,55.88235294117647,1610612743,28,34,2022-10-23T01:47:01Z,1870000,29.0,15.0,1,right,MISS B. Brown driving DUNK - blocked,"[1628971, 1629647]",1610612743.0,DEN,driving,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,Bazley,1629647.0,,,,,
194,PT10M21.00S,2022-10-23T01:46:48.5Z,2,REGULAR,block,,[],1629647,,,1610612743,28,34,2022-10-23T01:46:50Z,1880000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
198,PT10M18.00S,2022-10-23T01:46:51.5Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612743,28,34,2022-10-23T01:47:01Z,1890000,,,0,,B. Brown REBOUND (Off:1 Def:0),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,193.0,1.0,0.0,1.0,,,,,,,,,,,,,,
199,PT10M18.00S,2022-10-23T01:46:52.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628971,93.51182654402102,55.14705882352941,1610612743,30,34,2022-10-23T01:47:06Z,1900000,26.0,8.0,1,right,B. Brown putback Layup (2 PTS),[1628971],1610612743.0,DEN,putback,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,2.0,,,,,,,,,,
200,PT10M09.00S,2022-10-23T01:47:01.3Z,2,REGULAR,turnover,lost ball,[],1629647,,,1610612760,30,34,2022-10-23T01:47:10Z,1910000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1629008]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Porter Jr.,1629008.0,,,,,,,,,,,
201,PT10M09.00S,2022-10-23T01:47:01.3Z,2,REGULAR,steal,,[],1629008,,,1610612743,30,34,2022-10-23T01:47:02Z,1920000,,,0,,M. Porter Jr. STEAL (1 STL),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
202,PT10M03.00S,2022-10-23T01:47:10.9Z,2,REGULAR,foul,personal,[],1629026,,,1610612743,30,34,2022-10-23T01:47:24Z,1930000,,,0,,K. Williams personal FOUL (1 PF),"[1629026, 1630538]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Hyland,1630538.0
204,PT09M47.00S,2022-10-23T01:47:44.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,67.49342969776609,38.72549019607843,1610612743,30,34,2022-10-23T01:50:35Z,1950000,-56.0,253.0,1,right,MISS M. Porter Jr. 25' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.93,Missed,,,,,,,,,,,,,,,,,,
205,PT09M43.00S,2022-10-23T01:47:48.6Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,30,34,2022-10-23T01:47:49Z,1960000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,,,204.0,3.0,2.0,1.0,,,,,,,,,,,,,,
206,PT09M39.00S,2022-10-23T01:47:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1629008,,,1610612760,30,34,2022-10-23T01:48:04Z,1970000,,,0,,M. Porter Jr. shooting personal FOUL (1 PF) (Mann 2 FT),"[1629008, 1630544]",1610612743.0,DEN,shooting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202035.0,1.0,0.0,Mann,1630544.0
208,PT09M39.00S,2022-10-23T01:48:26.3Z,2,REGULAR,freethrow,1 of 2,[],1630544,,,1610612760,30,35,2022-10-23T01:48:32Z,1990000,,,0,,T. Mann Free Throw 1 of 2 (4 PTS),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
209,PT09M39.00S,2022-10-23T01:48:26.3Z,2,REGULAR,freethrow,2 of 2,[],1630544,,,1610612760,30,35,2022-10-23T01:48:32Z,2000000,,,0,,MISS T. Mann Free Throw 2 of 2,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
210,PT09M37.00S,2022-10-23T01:48:28.3Z,2,REGULAR,rebound,defensive,[],1629008,,,1610612743,30,35,2022-10-23T01:48:32Z,2010000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,209.0,1.0,1.0,0.0,,,,,,,,,,,,,,
211,PT09M26.00S,2022-10-23T01:48:42.3Z,2,REGULAR,3pt,Jump Shot,[],1629008,92.85479632063075,97.05882352941177,1610612743,33,35,2022-10-23T01:48:47Z,2020000,235.0,15.0,1,right,M. Porter Jr. 3PT  (6 PTS) (J. Green 1 AST),"[1629008, 201145]",1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Right Corner 3,24+ Right,23.58,Made,,,,,,,,6.0,J. Green,201145.0,1.0,,,,,,,
213,PT09M15.00S,2022-10-23T01:48:52.9Z,2,REGULAR,3pt,Jump Shot,[],1630544,31.882391590013142,61.51960784313726,1610612760,33,35,2022-10-23T01:49:00Z,2040000,-58.0,247.0,1,left,MISS T. Mann 25' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
214,PT09M12.00S,2022-10-23T01:48:56.5Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,33,35,2022-10-23T01:48:56Z,2050000,,,0,,K. Williams REBOUND (Off:2 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,213.0,3.0,1.0,2.0,,,,,,,,,,,,,,
215,PT09M09.00S,2022-10-23T01:49:01.8Z,2,REGULAR,foul,personal,[],1628971,,,1610612760,33,35,2022-10-23T01:49:09Z,2060000,,,0,,B. Brown personal FOUL (1 PF),"[1628971, 1629647]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,16-24 Right Center,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Bazley,1629647.0
218,PT09M09.00S,2022-10-23T01:49:14.7Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,33,35,2022-10-23T01:49:21Z,2090000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M09.00S,2022-10-23T01:49:14.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612760,33,35,2022-10-23T01:49:27Z,2100000,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M07.00S,2022-10-23T01:49:38.4Z,2,REGULAR,foul,offensive,[],1630544,,,1610612760,33,35,2022-10-23T01:49:52Z,2110000,,,0,,T. Mann offensive FOUL (1 PF),"[1630544, 1628971]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2715.0,1.0,0.0,Brown,1628971.0
222,PT09M07.00S,2022-10-23T01:49:38.4Z,2,REGULAR,turnover,offensive foul,[],1630544,,,1610612760,33,35,2022-10-23T01:49:38Z,2130000,,,0,,T. Mann offensive foul TURNOVER (1 TO),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,,,1.0,,,,,,,,,2715.0,,,,
223,PT08M44.00S,2022-10-23T01:50:11.1Z,2,REGULAR,foul,personal,['2freethrow'],1630544,,,1610612743,33,35,2022-10-23T01:50:26Z,2140000,,,0,,T. Mann shooting personal FOUL (2 PF) (Brown 2 FT),"[1630544, 1628971]",1610612760.0,OKC,shooting,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Brown,1628971.0
225,PT08M44.00S,2022-10-23T01:50:35.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1628971,,,1610612743,33,35,2022-10-23T01:50:35Z,2160000,,,0,,MISS B. Brown Free Throw 1 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
226,PT08M44.00S,2022-10-23T01:50:35.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,33,35,2022-10-23T01:50:35Z,2170000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,,,,
227,PT08M44.00S,2022-10-23T01:50:51.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1628971,,,1610612743,33,35,2022-10-23T01:50:51Z,2180000,,,0,,MISS B. Brown Free Throw 2 of 2,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
228,PT08M41.00S,2022-10-23T01:50:53.2Z,2,REGULAR,rebound,defensive,[],1630581,,,1610612760,33,35,2022-10-23T01:50:53Z,2190000,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,227.0,2.0,2.0,0.0,,,,,,,,,,,,,,
229,PT08M36.00S,2022-10-23T01:51:00.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,6.915243101182654,46.07843137254902,1610612760,33,37,2022-10-23T01:51:06Z,2200000,20.0,13.0,1,left,K. Williams driving finger roll Layup (2 PTS) (D. Bazley 1 AST),"[1629026, 1629647]",1610612760.0,OKC,driving finger roll,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.32,Made,,,,,,,,2.0,D. Bazley,1629647.0,1.0,,,,,,,
231,PT08M36.00S,2022-10-23T01:51:02.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",201145,,,1610612760,33,37,2022-10-23T01:51:16Z,2220000,,,0,,J. Green shooting personal FOUL (2 PF) (Williams 1 FT),"[201145, 1629026]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2715.0,2.0,0.0,Williams,1629026.0
233,PT08M36.00S,2022-10-23T01:51:17.9Z,2,REGULAR,substitution,out,[],1629008,,,1610612760,33,37,2022-10-23T01:52:17Z,2240000,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M36.00S,2022-10-23T01:51:17.9Z,2,REGULAR,substitution,in,[],203484,,,1610612760,33,37,2022-10-23T01:52:17Z,2250000,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M36.00S,2022-10-23T01:51:44.3Z,2,REGULAR,freethrow,1 of 1,[],1629026,,,1610612760,33,38,2022-10-23T01:51:44Z,2260000,,,0,,K. Williams Free Throw 1 of 1 (3 PTS),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
236,PT08M20.00S,2022-10-23T01:52:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630192,92.46057818659659,54.41176470588235,1610612743,35,38,2022-10-23T01:52:10Z,2270000,22.0,18.0,1,right,Z. Nnaji Layup (4 PTS),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,,,,4.0,,,,,,,,,,
237,PT08M07.00S,2022-10-23T01:52:14.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630544,8.623521681997373,45.83333333333333,1610612760,35,38,2022-10-23T01:52:19Z,2280000,21.0,29.0,1,left,MISS T. Mann driving Layup,[1630544],1610612760.0,OKC,driving,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,3.54,Missed,,,,,,,,,,,,,,,,,,
239,PT08M05.00S,2022-10-23T01:52:16.4Z,2,REGULAR,rebound,defensive,[],201145,,,1610612743,35,38,2022-10-23T01:52:19Z,2300000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,237.0,1.0,1.0,0.0,,,,,,,,,,,,,,
240,PT07M57.00S,2022-10-23T01:52:25.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,91.93495400788436,40.19607843137255,1610612743,35,38,2022-10-23T01:59:25Z,2310000,-49.0,23.0,1,right,MISS B. Hyland pullup bank Shot - blocked,"[1630538, 1629647]",1610612743.0,DEN,pullup bank,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,5.43,Missed,,,,,,,,,,,,Bazley,1629647.0,,,,,
241,PT07M57.00S,2022-10-23T01:52:25.1Z,2,REGULAR,block,,[],1629647,,,1610612743,35,38,2022-10-23T01:52:26Z,2320000,,,0,,D. Bazley BLOCK (3 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
242,PT07M54.00S,2022-10-23T01:52:28.1Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,35,38,2022-10-23T01:52:29Z,2330000,,,0,,D. Bazley REBOUND (Off:0 Def:1),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,240.0,1.0,1.0,0.0,,,,,,,,,,,,,,
243,PT07M45.00S,2022-10-23T01:52:36.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,11.383048620236531,62.254901960784316,1610612760,35,38,2022-10-23T01:52:40Z,2340000,-61.0,55.0,1,left,MISS O. Dieng 8' pullup Shot,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Left,8.2,Missed,,,,,,,,,,,,,,,,,,
244,PT07M42.00S,2022-10-23T01:52:39.1Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612760,35,38,2022-10-23T01:52:39Z,2350000,,,0,,J. Giddey REBOUND (Off:1 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Left,,,243.0,3.0,2.0,1.0,,,,,,,,,,,,,,
245,PT07M32.00S,2022-10-23T01:52:51.5Z,2,REGULAR,turnover,out-of-bounds,[],1630581,,,1610612760,35,38,2022-10-23T01:52:57Z,2360000,,,0,,J. Giddey bad pass out-of-bounds TURNOVER (1 TO),[1630581],1610612760.0,OKC,bad pass,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,,,,,,,,,202901.0,,,,
246,PT07M32.00S,2022-10-23T01:52:53.7Z,2,REGULAR,substitution,out,[],1630538,,,1610612743,35,38,2022-10-23T01:53:11Z,2370000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT07M32.00S,2022-10-23T01:52:53.7Z,2,REGULAR,substitution,out,[],1630192,,,1610612743,35,38,2022-10-23T01:53:11Z,2380000,,,0,,SUB out: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT07M32.00S,2022-10-23T01:52:53.7Z,2,REGULAR,substitution,in,[],1627750,,,1610612743,35,38,2022-10-23T01:53:11Z,2390000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M32.00S,2022-10-23T01:52:53.7Z,2,REGULAR,substitution,in,[],203999,,,1610612743,35,38,2022-10-23T01:53:11Z,2400000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M14.00S,2022-10-23T01:53:33.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203999,89.43823915900131,50.245098039215684,1610612743,37,38,2022-10-23T01:53:38Z,2410000,1.0,47.0,1,right,N. Jokic floating Jump Shot (4 PTS) (K. Caldwell-Pope 1 AST),"[203999, 203484]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,4.68,Made,,,,,,,,4.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,
252,PT07M02.00S,2022-10-23T01:53:44.0Z,2,REGULAR,2pt,Jump Shot,[],1630544,5.469776609724048,75.98039215686273,1610612760,37,40,2022-10-23T01:53:49Z,2430000,-130.0,-1.0,1,left,T. Mann 12' driving floating Jump Shot (6 PTS) (D. Bazley 2 AST),"[1630544, 1629647]",1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,Mid-Range,8-16 Left,12.99,Made,,,,,,,,6.0,D. Bazley,1629647.0,2.0,,,,,,,
254,PT06M45.00S,2022-10-23T01:54:00.7Z,2,REGULAR,3pt,Jump Shot,[],203484,88.91261498028909,96.32352941176471,1610612743,37,40,2022-10-23T02:00:26Z,2450000,232.0,52.0,1,right,MISS K. Caldwell-Pope step back 3PT,[203484],1610612743.0,DEN,step back,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
255,PT06M43.00S,2022-10-23T01:54:02.7Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,37,40,2022-10-23T01:54:05Z,2460000,,,0,,D. Bazley REBOUND (Off:0 Def:2),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Right Corner 3,24+ Right,,,254.0,2.0,2.0,0.0,,,,,,,,,,,,,,
256,PT06M27.00S,2022-10-23T01:54:19.9Z,2,REGULAR,3pt,Jump Shot,[],1630544,31.09395532194481,27.941176470588236,1610612760,37,40,2022-10-23T01:54:24Z,2470000,110.0,240.0,1,left,MISS T. Mann 26' step back 3PT,[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,26.4,Missed,,,,,,,,,,,,,,,,,,
257,PT06M24.00S,2022-10-23T01:54:22.9Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,37,40,2022-10-23T01:54:24Z,2480000,,,0,,J. Murray REBOUND (Off:0 Def:2),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,,,256.0,2.0,2.0,0.0,,,,,,,,,,,,,,
258,PT06M18.00S,2022-10-23T01:54:30.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201145,91.01511169513797,47.05882352941176,1610612743,39,40,2022-10-23T01:55:04Z,2490000,-15.0,32.0,1,right,J. Green Hook (6 PTS) (N. Jokic 4 AST),"[201145, 203999]",1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.52,Made,,,,,,,,6.0,N. Jokic,203999.0,4.0,,,,,,,
260,PT06M18.00S,2022-10-23T01:54:32.5Z,2,REGULAR,foul,personal,['1freethrow'],1629026,,,1610612743,39,40,2022-10-23T01:55:21Z,2510000,,,0,,K. Williams shooting personal FOUL (2 PF) (Green 1 FT),"[1629026, 201145]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Green,201145.0
262,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,out,[],1631172,,,1610612743,39,40,2022-10-23T01:55:19Z,2530000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,out,[],1630544,,,1610612743,39,40,2022-10-23T01:55:19Z,2540000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,out,[],1629647,,,1610612743,39,40,2022-10-23T01:55:19Z,2550000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612743,39,40,2022-10-23T01:55:19Z,2560000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,in,[],1629652,,,1610612743,39,40,2022-10-23T01:55:19Z,2570000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M18.00S,2022-10-23T01:54:46.7Z,2,REGULAR,substitution,in,[],1630526,,,1610612743,39,40,2022-10-23T01:55:19Z,2580000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT06M18.00S,2022-10-23T01:55:23.3Z,2,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,40,40,2022-10-23T01:55:23Z,2590000,,,0,,J. Green Free Throw 1 of 1 (7 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
269,PT06M13.00S,2022-10-23T01:55:33.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203484,,,1610612760,40,40,2022-10-23T01:55:47Z,2600000,,,0,,K. Caldwell-Pope personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[203484, 1628983]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Gilgeous-Alexander,1628983.0
271,PT06M13.00S,2022-10-23T01:55:54.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1628983,,,1610612760,40,41,2022-10-23T01:55:54Z,2620000,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (10 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
272,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,out,[],1628971,,,1610612760,40,41,2022-10-23T01:56:16Z,2630000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,out,[],201145,,,1610612760,40,41,2022-10-23T01:56:16Z,2640000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,out,[],1630581,,,1610612760,40,41,2022-10-23T01:56:16Z,2650000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,in,[],203932,,,1610612760,40,41,2022-10-23T01:56:16Z,2660000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,in,[],1629008,,,1610612760,40,41,2022-10-23T01:56:16Z,2670000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M13.00S,2022-10-23T01:55:54.9Z,2,REGULAR,substitution,in,[],1630322,,,1610612760,40,41,2022-10-23T01:56:16Z,2680000,,,0,,SUB in: L. Waters III,[1630322],1610612760.0,OKC,,,,Waters III,L. Waters III,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M13.00S,2022-10-23T01:56:20.2Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1628983,,,1610612760,40,42,2022-10-23T01:56:20Z,2690000,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (11 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
