actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
87,PT04M22.00S,2022-10-29T01:26:31.7Z,1,REGULAR,steal,,[],1629659,,,1610612762,21,14,2022-10-29T01:26:33Z,870000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M16.00S,2022-10-29T01:26:38.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627736,66.5735873850197,45.09803921568628,1610612762,21,14,2022-10-29T01:26:50Z,880000,-25.0,262.0,1,right,MISS M. Beasley 26' 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
89,PT04M15.00S,2022-10-29T01:26:39.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,21,14,2022-10-29T01:26:50Z,890000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Center,,,,,88.0,,,,,,,,,,,,,,,
90,PT04M15.00S,2022-10-29T01:26:45.1Z,1,REGULAR,foul,personal,[],1630538,,,1610612762,21,14,2022-10-29T01:27:14Z,900000,,,0,,B. Hyland loose ball personal FOUL (1 PF),"[1630538, 1628374]",1610612743.0,DEN,loose ball,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Markkanen,1628374.0
92,PT04M15.00S,2022-10-29T01:26:53.9Z,1,REGULAR,substitution,out,[],203932,,,1610612762,21,14,2022-10-29T01:26:58Z,920000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M15.00S,2022-10-29T01:26:53.9Z,1,REGULAR,substitution,in,[],201145,,,1610612762,21,14,2022-10-29T01:26:58Z,930000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M10.00S,2022-10-29T01:27:10.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629659,76.2976346911958,87.99019607843137,1610612762,21,14,2022-10-29T01:27:18Z,940000,190.0,170.0,1,right,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,25.52,Missed,,,,,,,,,,,,,,,,,,
95,PT04M07.00S,2022-10-29T01:27:13.1Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,21,14,2022-10-29T01:27:13Z,950000,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,,94.0,2.0,2.0,0.0,,,,,,,,,,,,
96,PT03M59.00S,2022-10-29T01:27:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,7.703679369250986,46.568627450980394,1610612743,23,14,2022-10-29T01:27:28Z,960000,17.0,20.0,1,left,J. Green alley-oop Layup (2 PTS) (N. Jokic 5 AST),"[201145, 203999]",1610612743.0,DEN,alley-oop,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.63,Made,,,,,,,2.0,N. Jokic,203999.0,5.0,,,,,,,,
98,PT03M59.00S,2022-10-29T01:27:24.8Z,1,REGULAR,foul,personal,['1freethrow'],1629012,,,1610612743,23,14,2022-10-29T01:27:42Z,980000,,,0,,C. Sexton shooting personal FOUL (2 PF) (Green 1 FT),"[1629012, 201145]",1610612762.0,UTA,shooting,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1148.0,2.0,0.0,Green,201145.0
100,PT03M59.00S,2022-10-29T01:27:54.8Z,1,REGULAR,freethrow,1 of 1,[],201145,,,1610612743,24,14,2022-10-29T01:27:54Z,1000000,,,0,,J. Green Free Throw 1 of 1 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,Made,,,,,,,3.0,,,,,,,,,,,
101,PT03M43.00S,2022-10-29T01:28:15.1Z,1,REGULAR,3pt,Jump Shot,[],1628374,67.09921156373193,48.77450980392157,1610612762,24,17,2022-10-29T01:28:19Z,1010000,-6.0,257.0,1,right,L. Markkanen 25' 3PT  (9 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Center,25.69,Made,,,,,,,9.0,,,,,,,,,,,
102,PT03M25.00S,2022-10-29T01:28:32.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,10.85742444152431,40.44117647058824,1610612743,24,17,2022-10-29T01:28:43Z,1020000,48.0,50.0,1,left,MISS N. Jokic 6' turnaround Hook,[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,6.89,Missed,,,,,,,,,,,,,,,,,,
103,PT03M24.00S,2022-10-29T01:28:33.8Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,24,17,2022-10-29T01:36:49Z,1030000,,,0,,N. Jokic REBOUND (Off:2 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,102.0,5.0,3.0,2.0,,,,,,,,,,,,
160,PT03M24.00S,2022-10-29T01:28:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,6.652431011826544,49.754901960784316,1610612743,24,17,2022-10-29T01:36:33Z,1035000,1.0,10.0,1,left,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.01,Missed,,,,,,,,,,,,,,,,,,
161,PT03M24.00S,2022-10-29T01:28:35.4Z,1,REGULAR,rebound,offensive,[],1631128,,,1610612743,24,17,2022-10-29T01:36:33Z,1037500,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,160.0,1.0,0.0,1.0,,,,,,,,,,,,
104,PT03M23.00S,2022-10-29T01:28:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,10.988830486202366,49.754901960784316,1610612743,26,17,2022-10-29T01:36:33Z,1040000,1.0,51.0,1,left,C. Braun putback Layup (2 PTS),[1631128],1610612743.0,DEN,putback,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,5.08,Made,,,,,,,2.0,,,,,,,,,,,
105,PT03M23.00S,2022-10-29T01:28:40.5Z,1,REGULAR,foul,personal,['1freethrow'],1630534,,,1610612743,26,17,2022-10-29T01:28:52Z,1050000,,,0,,O. Agbaji shooting personal FOUL (1 PF) (Braun 1 FT),"[1630534, 1631128]",1610612762.0,UTA,shooting,,,Agbaji,O. Agbaji,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Braun,1631128.0
107,PT03M23.00S,2022-10-29T01:28:47.7Z,1,REGULAR,substitution,out,[],1628971,,,1610612743,26,17,2022-10-29T01:29:08Z,1070000,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M23.00S,2022-10-29T01:28:47.7Z,1,REGULAR,substitution,in,[],1629008,,,1610612743,26,17,2022-10-29T01:29:08Z,1080000,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M23.00S,2022-10-29T01:29:07.2Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1631128,,,1610612743,26,17,2022-10-29T01:36:33Z,1090000,,,0,,MISS C. Braun Free Throw 1 of 1,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2022-10-29T01:29:09.2Z,1,REGULAR,rebound,offensive,[],201145,,,1610612743,26,17,2022-10-29T01:29:09Z,1100000,,,0,,J. Green REBOUND (Off:1 Def:0),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,
111,PT03M19.00S,2022-10-29T01:29:10.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629008,32.013797634691194,59.068627450980394,1610612743,29,17,2022-10-29T01:29:14Z,1110000,-45.0,248.0,1,left,M. Porter Jr. 25' 3PT pullup (9 PTS) (C. Braun 1 AST),"[1629008, 1631128]",1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,25.25,Made,,,,,,,9.0,C. Braun,1631128.0,1.0,,,,,,,,
113,PT03M00.00S,2022-10-29T01:29:27.3Z,1,REGULAR,2pt,Jump Shot,[],1628374,91.67214191852825,17.401960784313726,1610612762,29,17,2022-10-29T01:29:45Z,1130000,-163.0,26.0,1,right,MISS L. Markkanen 16' fadeaway Shot,[1628374],1610612762.0,UTA,fadeaway,,,Markkanen,L. Markkanen,,,,,Mid-Range,16-24 Left,16.5,Missed,,,,,,,,,,,,,,,,,,
114,PT02M58.00S,2022-10-29T01:29:29.3Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,29,17,2022-10-29T01:29:45Z,1140000,,,0,,C. Braun REBOUND (Off:1 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,
115,PT02M52.00S,2022-10-29T01:29:38.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629659,,,1610612743,29,17,2022-10-29T01:29:49Z,1150000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629659, 203999]",1610612762.0,UTA,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,29031.0,1.0,0.0,Jokic,203999.0
117,PT02M52.00S,2022-10-29T01:29:59.6Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,30,17,2022-10-29T01:29:59Z,1170000,,,0,,N. Jokic Free Throw 1 of 2 (4 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
118,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,out,[],1629012,,,1610612743,30,17,2022-10-29T01:30:20Z,1180000,,,0,,SUB out: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,out,[],1628374,,,1610612743,30,17,2022-10-29T01:30:20Z,1190000,,,0,,SUB out: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,out,[],1630534,,,1610612743,30,17,2022-10-29T01:30:20Z,1200000,,,0,,SUB out: O. Agbaji,[1630534],1610612762.0,UTA,,,,Agbaji,O. Agbaji,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,in,[],203482,,,1610612743,30,17,2022-10-29T01:30:20Z,1210000,,,0,,SUB in: K. Olynyk,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,in,[],201144,,,1610612743,30,17,2022-10-29T01:30:20Z,1220000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M52.00S,2022-10-29T01:30:00.1Z,1,REGULAR,substitution,in,[],1629020,,,1610612743,30,17,2022-10-29T01:30:20Z,1230000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612762.0,UTA,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M52.00S,2022-10-29T01:30:21.5Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,31,17,2022-10-29T01:30:21Z,1240000,,,0,,N. Jokic Free Throw 2 of 2 (5 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,,,5.0,,,,,,,,,,,
125,PT02M31.00S,2022-10-29T01:30:42.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627736,92.32917214191852,46.32352941176471,1610612762,31,19,2022-10-29T01:30:47Z,1250000,-18.0,20.0,1,right,M. Beasley reverse Layup (2 PTS) (J. Vanderbilt 1 AST),"[1627736, 1629020]",1610612762.0,UTA,reverse,,,Beasley,M. Beasley,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,2.0,J. Vanderbilt,1629020.0,1.0,,,,,,,,
128,PT02M15.00S,2022-10-29T01:31:02.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627736,,,1610612743,31,19,2022-10-29T01:31:09Z,1270000,,,0,,M. Beasley shooting personal FOUL (1 PF) (Porter Jr. 2 FT),"[1627736, 1629008]",1610612762.0,UTA,shooting,,,Beasley,M. Beasley,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1148.0,1.0,0.0,Porter Jr.,1629008.0
130,PT02M15.00S,2022-10-29T01:31:32.5Z,1,REGULAR,freethrow,1 of 2,[],1629008,,,1610612743,32,19,2022-10-29T01:31:32Z,1290000,,,0,,M. Porter Jr. Free Throw 1 of 2 (10 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,10.0,,,,,,,,,,,
131,PT02M15.00S,2022-10-29T01:31:33.0Z,1,REGULAR,substitution,out,[],203999,,,1610612743,32,19,2022-10-29T01:31:35Z,1300000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2022-10-29T01:31:33.0Z,1,REGULAR,substitution,in,[],201599,,,1610612743,32,19,2022-10-29T01:31:35Z,1310000,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M15.00S,2022-10-29T01:31:48.7Z,1,REGULAR,freethrow,2 of 2,[],1629008,,,1610612743,33,19,2022-10-29T01:31:48Z,1320000,,,0,,M. Porter Jr. Free Throw 2 of 2 (11 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
134,PT01M55.00S,2022-10-29T01:32:10.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.93495400788436,42.64705882352941,1610612762,33,19,2022-10-29T01:32:15Z,1330000,-37.0,23.0,1,right,MISS T. Horton-Tucker Layup,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
135,PT01M54.00S,2022-10-29T01:32:11.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,33,19,2022-10-29T01:32:15Z,1340000,,,0,,M. Porter Jr. REBOUND (Off:0 Def:3),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,134.0,3.0,3.0,0.0,,,,,,,,,,,,
136,PT01M48.00S,2022-10-29T01:32:18.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",201599,7.046649145860711,49.01960784313725,1610612743,35,19,2022-10-29T01:38:05Z,1350000,5.0,14.0,1,left,D. Jordan reverse DUNK (2 PTS) (B. Hyland 1 AST),"[201599, 1630538]",1610612743.0,DEN,reverse,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,1.45,Made,,,,,,,2.0,B. Hyland,1630538.0,1.0,,,,,,,,
138,PT01M34.00S,2022-10-29T01:32:31.6Z,1,REGULAR,3pt,Jump Shot,[],203482,71.17279894875165,78.18627450980392,1610612762,35,19,2022-10-29T01:32:40Z,1370000,141.0,218.0,1,right,MISS K. Olynyk 26' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,26.0,Missed,,,,,,,,,,,,,,,,,,
139,PT01M32.00S,2022-10-29T01:32:33.6Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,35,19,2022-10-29T01:32:40Z,1380000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,
140,PT01M28.00S,2022-10-29T01:32:38.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,31.09395532194481,69.85294117647058,1610612743,35,19,2022-10-29T01:38:30Z,1390000,-99.0,240.0,1,left,MISS B. Hyland 25' running pullup 3PT,[1630538],1610612743.0,DEN,running pullup,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Left Center,25.95,Missed,,,,,,,,,,,,,,,,,,
141,PT01M24.00S,2022-10-29T01:32:42.9Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612762,35,19,2022-10-29T01:32:45Z,1400000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,
142,PT01M11.00S,2022-10-29T01:32:55.3Z,1,REGULAR,3pt,Jump Shot,[],1627736,91.14651773981603,3.6764705882352944,1610612762,35,19,2022-10-29T01:39:00Z,1410000,-232.0,31.0,1,right,MISS M. Beasley 3PT,[1627736],1610612762.0,UTA,,,,Beasley,M. Beasley,,,,,Left Corner 3,24+ Left,23.36,Missed,,,,,,,,,,,,,,,,,,
143,PT01M07.00S,2022-10-29T01:32:59.3Z,1,REGULAR,rebound,defensive,[],201599,,,1610612743,35,19,2022-10-29T01:33:02Z,1420000,,,0,,D. Jordan REBOUND (Off:0 Def:2),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Left Corner 3,24+ Left,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,
144,PT00M57.90S,2022-10-29T01:33:13.1Z,1,REGULAR,foul,offensive,[],201599,,,1610612743,35,19,2022-10-29T01:33:31Z,1430000,,,0,,D. Jordan offensive FOUL (1 PF),"[201599, 203482]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Olynyk,203482.0
146,PT00M57.90S,2022-10-29T01:33:13.1Z,1,REGULAR,turnover,offensive foul,[],201599,,,1610612743,35,19,2022-10-29T01:33:31Z,1450000,,,0,,D. Jordan offensive foul TURNOVER (1 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,1.0,,,1148.0,,,,
147,PT00M57.90S,2022-10-29T01:33:24.8Z,1,REGULAR,foul,technical,['1freethrow'],201599,,,1610612762,35,19,2022-10-29T01:33:32Z,1460000,,,0,,D. Jordan technical FOUL (1 Tech),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,1148.0,1.0,1.0,,
148,PT00M57.90S,2022-10-29T01:33:42.1Z,1,REGULAR,freethrow,1 of 1,[],201144,,,1610612762,35,20,2022-10-29T01:33:42Z,1470000,,,0,,M. Conley technical Free Throw 1 of 1 (4 PTS),[201144],1610612762.0,UTA,technical,,,Conley,M. Conley,,,,,,,,Made,,,,,,,4.0,,,,,,,,,,,
149,PT00M50.00S,2022-10-29T01:34:06.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203482,69.99014454664915,19.362745098039216,1610612762,35,20,2022-10-29T01:34:11Z,1480000,-153.0,230.0,1,right,MISS K. Olynyk 27' 3PT,[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,27.6,Missed,,,,,,,,,,,,,,,,,,
150,PT00M46.90S,2022-10-29T01:34:09.2Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,35,20,2022-10-29T01:34:11Z,1490000,,,0,,C. Braun REBOUND (Off:1 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,149.0,3.0,2.0,1.0,,,,,,,,,,,,
151,PT00M37.70S,2022-10-29T01:34:19.5Z,1,REGULAR,turnover,out-of-bounds,[],1630538,,,1610612743,35,20,2022-10-29T01:34:27Z,1500000,,,0,,B. Hyland bad pass out-of-bounds TURNOVER (1 TO),[1630538],1610612743.0,DEN,bad pass,,,Hyland,B. Hyland,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,,,29031.0,,,,
152,PT00M33.60S,2022-10-29T01:34:44.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201144,73.9323258869908,82.1078431372549,1610612762,35,23,2022-10-29T01:34:53Z,1510000,161.0,193.0,1,right,M. Conley 25' 3PT step back (7 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.06,Made,,,,,,,7.0,,,,,,,,,,,
153,PT00M14.90S,2022-10-29T01:35:09.4Z,1,REGULAR,foul,offensive,[],201599,,,1610612743,35,23,2022-10-29T01:35:20Z,1520000,,,0,,D. Jordan offensive FOUL (2 PF),"[201599, 1627736]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,1148.0,2.0,1.0,Beasley,1627736.0
155,PT00M14.90S,2022-10-29T01:35:09.4Z,1,REGULAR,turnover,offensive foul,[],201599,,,1610612743,35,23,2022-10-29T01:35:09Z,1540000,,,0,,D. Jordan offensive foul TURNOVER (2 TO),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2.0,,,1148.0,,,,
156,PT00M04.30S,2022-10-29T01:35:32.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201144,72.61826544021025,81.61764705882352,1610612762,35,23,2022-10-29T01:35:39Z,1550000,158.0,205.0,1,right,MISS M. Conley 25' step back 3PT,[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
157,PT00M00.40S,2022-10-29T01:35:37.5Z,1,REGULAR,rebound,offensive,[],1629659,,,1610612762,35,23,2022-10-29T01:35:37Z,1560000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Right Center,,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,,
158,PT00M00.40S,2022-10-29T01:35:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629659,93.9060446780552,45.09803921568628,1610612762,35,25,2022-10-29T01:35:43Z,1570000,-25.0,5.0,1,right,T. Horton-Tucker putback Layup (2 PTS),[1629659],1610612762.0,UTA,putback,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,,,2.0,,,,,,,,,,,
159,PT00M00.00S,2022-10-29T01:35:53.0Z,1,REGULAR,period,end,[],0,,,1610612743,35,25,2022-10-29T01:35:53Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-10-29T01:38:20.4Z,2,REGULAR,period,start,[],0,,,1610612762,35,25,2022-10-29T01:38:20Z,1590000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M49.00S,2022-10-29T01:38:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629020,92.72339027595268,44.36274509803921,1610612762,35,25,2022-10-29T01:38:34Z,1600000,-28.0,16.0,1,right,MISS J. Vanderbilt cutting Layup,[1629020],1610612762.0,UTA,cutting,,,Vanderbilt,J. Vanderbilt,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,,,,,,
164,PT11M48.00S,2022-10-29T01:38:31.3Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,35,25,2022-10-29T01:38:34Z,1610000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,,163.0,3.0,3.0,0.0,,,,,,,,,,,,
165,PT11M44.00S,2022-10-29T01:38:36.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630538,7.046649145860711,45.09803921568628,1610612743,35,25,2022-10-29T01:39:06Z,1620000,25.0,14.0,1,left,MISS B. Hyland running Layup - blocked,"[1630538, 1629659]",1610612743.0,DEN,running,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,2.81,Missed,Horton-Tucker,1629659.0,,,,,,,,,,,,,,,,
166,PT11M44.00S,2022-10-29T01:38:36.4Z,2,REGULAR,block,,[],1629659,,,1610612743,35,25,2022-10-29T01:38:38Z,1630000,,,0,,T. Horton-Tucker BLOCK (1 BLK),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
167,PT11M44.00S,2022-10-29T01:38:36.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,35,25,2022-10-29T01:38:46Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,,,165.0,,,,,,,,,,,,,,,
168,PT11M21.00S,2022-10-29T01:39:18.2Z,2,REGULAR,foul,personal,['3freethrow'],201145,,,1610612762,35,25,2022-10-29T01:40:43Z,1650000,,,0,,J. Green shooting personal FOUL (1 PF) (Beasley 3 FT),"[201145, 1627736]",1610612743.0,DEN,shooting,,,Green,J. Green,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Beasley,1627736.0
170,PT11M21.00S,2022-10-29T01:39:38.8Z,2,REGULAR,foul,technical,['1freethrow'],201145,,,1610612762,35,25,2022-10-29T01:39:44Z,1670000,,,0,,J. Green technical FOUL (1 Tech),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,29031.0,1.0,1.0,,
