actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
345,PT12M00.00S,2022-11-23T03:27:41.0Z,3,REGULAR,substitution,in,['startperiod'],1630165,,,1610612765,57,58,2022-11-23T03:29:48Z,3370000,False,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2022-11-23T03:30:00.7Z,3,REGULAR,period,start,[],0,,,1610612743,57,58,2022-11-23T03:30:00Z,3380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M47.00S,2022-11-23T03:30:13.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,5.863994743758213,57.107843137254896,1610612743,59,58,2022-11-23T03:30:17Z,3390000,False,-36.0,3.0,1,left,M. Porter Jr. driving finger roll Layup (9 PTS) (N. Jokic 8 AST),"[1629008, 203999]",1610612743.0,DEN,driving finger roll,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,3.56,Made,9.0,,,N. Jokic,203999.0,8.0,,,,,,,,,,,,
349,PT11M28.00S,2022-11-23T03:30:31.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202711,92.9862023653088,56.372549019607845,1610612765,59,60,2022-11-23T03:30:42Z,3410000,False,32.0,13.0,1,right,B. Bogdanovic driving finger roll Layup (17 PTS),[202711],1610612765.0,DET,driving finger roll,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.46,Made,17.0,,,,,,,,,,,,,,,,,
350,PT11M08.00S,2022-11-23T03:30:51.3Z,3,REGULAR,2pt,Jump Shot,[],203484,7.440867279894875,78.18627450980392,1610612743,59,60,2022-11-23T03:30:56Z,3420000,False,-141.0,17.0,1,left,MISS K. Caldwell-Pope 14' pullup Shot,[203484],1610612743.0,DEN,pullup,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,14.2,Missed,,,,,,,,,,,,,,,,,,
351,PT11M05.00S,2022-11-23T03:30:54.3Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,59,60,2022-11-23T03:30:56Z,3430000,False,,,0,,J. Ivey REBOUND (Off:0 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Left,,,,,,,,,350.0,4.0,4.0,0.0,,,,,,,,
352,PT10M53.00S,2022-11-23T03:31:07.5Z,3,REGULAR,2pt,Jump Shot,[],1630165,79.58278580814718,40.931372549019606,1610612765,59,60,2022-11-23T03:32:49Z,3440000,False,-45.0,139.0,1,right,MISS K. Hayes 14' fadeaway Shot - blocked,"[1630165, 1629008]",1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Center,14.66,Missed,,,,,,,,,,,,,,,Porter Jr.,1629008.0,,
353,PT10M53.00S,2022-11-23T03:31:07.5Z,3,REGULAR,block,,[],1629008,,,1610612765,59,60,2022-11-23T03:31:10Z,3450000,False,,,0,,M. Porter Jr. BLOCK (1 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
354,PT10M52.00S,2022-11-23T03:31:08.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,59,60,2022-11-23T03:31:14Z,3460000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,352.0,,,,,,,,,,,
355,PT10M50.00S,2022-11-23T03:31:32.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,92.59198423127464,46.568627450980394,1610612765,59,62,2022-11-23T03:31:37Z,3470000,False,-17.0,17.0,1,right,M. Bagley III cutting Layup (10 PTS) (K. Hayes 4 AST),"[1628963, 1630165]",1610612765.0,DET,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.43,Made,10.0,,,K. Hayes,1630165.0,4.0,,,,,,,,,,,,
357,PT10M31.00S,2022-11-23T03:31:57.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,8.229303547963205,48.77450980392157,1610612743,61,62,2022-11-23T03:32:02Z,3490000,False,6.0,25.0,1,left,N. Jokic cutting finger roll Layup (18 PTS) (J. Murray 3 AST),"[203999, 1627750]",1610612743.0,DEN,cutting finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,2.56,Made,18.0,,,J. Murray,1627750.0,3.0,,,,,,,,,,,,
359,PT10M04.00S,2022-11-23T03:32:26.1Z,3,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612765,61,62,2022-11-23T03:32:30Z,3510000,False,,,0,,K. Hayes lost ball out-of-bounds TURNOVER (2 TO),[1630165],1610612765.0,DET,lost ball,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,,,,1627524.0,2.0,,,,,,,,,,,,,,,
362,PT09M50.00S,2022-11-23T03:32:57.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,26.757555847568987,13.23529411764706,1610612743,61,62,2022-11-23T03:33:02Z,3530000,False,184.0,199.0,1,left,MISS M. Porter Jr. 27' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Right Center,27.09,Missed,,,,,,,,,,,,,,,,,,
363,PT09M47.00S,2022-11-23T03:33:00.5Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,61,62,2022-11-23T03:33:02Z,3540000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:4),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,,362.0,5.0,4.0,1.0,,,,,,,,
364,PT09M37.00S,2022-11-23T03:33:16.2Z,3,REGULAR,foul,personal,[],203484,,,1610612765,61,62,2022-11-23T03:33:20Z,3550000,False,,,0,,K. Caldwell-Pope personal FOUL (3 PF),"[203484, 202711]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Right Center,,,,1627524.0,,,,,,,,,3.0,0.0,Bogdanovic,202711.0,,,,
366,PT09M28.00S,2022-11-23T03:33:53.4Z,3,REGULAR,foul,personal,[],1627750,,,1610612765,61,62,2022-11-23T03:34:31Z,3570000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 1628963]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,1.0,0.0,Bagley III,1628963.0,,,,
369,PT09M17.00S,2022-11-23T03:34:21.2Z,3,REGULAR,3pt,Jump Shot,[],1631093,67.36202365308804,31.372549019607842,1610612765,61,62,2022-11-23T03:34:33Z,3590000,False,-93.0,254.0,1,right,MISS J. Ivey 27' 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,27.08,Missed,,,,,,,,,,,,,,,,,,
370,PT09M12.00S,2022-11-23T03:34:26.2Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612765,61,62,2022-11-23T03:41:13Z,3600000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Left Center,,,,,,,,,369.0,3.0,1.0,2.0,,,,,,,,
371,PT09M11.00S,2022-11-23T03:34:27.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202711,68.01905387647832,27.696078431372552,1610612765,61,62,2022-11-23T03:34:36Z,3610000,False,-112.0,248.0,1,right,MISS B. Bogdanovic 27' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.2,Missed,,,,,,,,,,,,,,,,,,
372,PT09M07.00S,2022-11-23T03:34:31.0Z,3,REGULAR,rebound,offensive,[],1631093,,,1610612765,61,62,2022-11-23T03:34:36Z,3620000,False,,,0,,J. Ivey REBOUND (Off:1 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,371.0,5.0,4.0,1.0,,,,,,,,
373,PT09M06.00S,2022-11-23T03:34:31.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631093,92.19776609724047,55.14705882352941,1610612765,61,62,2022-11-23T03:34:38Z,3630000,False,26.0,21.0,1,right,MISS J. Ivey putback Layup - blocked,"[1631093, 1629008]",1610612765.0,DET,putback,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,,,,,,,Porter Jr.,1629008.0,,
374,PT09M06.00S,2022-11-23T03:34:31.4Z,3,REGULAR,block,,[],1629008,,,1610612765,61,62,2022-11-23T03:34:33Z,3640000,False,,,0,,M. Porter Jr. BLOCK (2 BLK),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
375,PT09M03.00S,2022-11-23T03:34:34.4Z,3,REGULAR,rebound,defensive,[],1627750,,,1610612743,61,62,2022-11-23T03:34:38Z,3650000,False,,,0,,J. Murray REBOUND (Off:0 Def:1),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,373.0,1.0,1.0,0.0,,,,,,,,
376,PT09M01.00S,2022-11-23T03:34:39.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,8.492115637319317,49.01960784313725,1610612743,63,62,2022-11-23T03:34:45Z,3660000,False,5.0,27.0,1,left,M. Porter Jr. driving finger roll Layup (11 PTS) (J. Murray 4 AST),"[1629008, 1627750]",1610612743.0,DEN,driving finger roll,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,2.77,Made,11.0,,,J. Murray,1627750.0,4.0,,,,,,,,,,,,
378,PT09M01.00S,2022-11-23T03:34:42.1Z,3,REGULAR,foul,personal,['1freethrow'],1628963,,,1610612743,63,62,2022-11-23T03:34:53Z,3680000,False,,,0,,M. Bagley III shooting personal FOUL (2 PF) (Porter Jr. 1 FT),"[1628963, 1629008]",1610612765.0,DET,shooting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,203177.0,,,,,,,,,2.0,0.0,Porter Jr.,1629008.0,,,,
380,PT09M01.00S,2022-11-23T03:35:06.2Z,3,REGULAR,freethrow,1 of 1,[],1629008,,,1610612743,64,62,2022-11-23T03:35:06Z,3700000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (12 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
381,PT08M48.00S,2022-11-23T03:35:20.9Z,3,REGULAR,2pt,Jump Shot,[],1630165,78.40013140604468,58.82352941176471,1610612765,64,64,2022-11-23T03:35:24Z,3710000,False,44.0,151.0,1,right,K. Hayes 15' pullup Jump Shot (7 PTS),[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Center,15.68,Made,7.0,,,,,,,,,,,,,,,,,
382,PT08M22.00S,2022-11-23T03:35:46.4Z,3,REGULAR,2pt,Jump Shot,[],1627750,21.632720105124836,38.72549019607843,1610612743,64,64,2022-11-23T03:35:50Z,3720000,False,56.0,151.0,1,left,MISS J. Murray 16' turnaround fadeaway Shot,[1627750],1610612743.0,DEN,turnaround fadeaway,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,16.1,Missed,,,,,,,,,,,,,,,,,,
383,PT08M19.00S,2022-11-23T03:35:49.4Z,3,REGULAR,rebound,defensive,[],1631093,,,1610612765,64,64,2022-11-23T03:35:50Z,3730000,False,,,0,,J. Ivey REBOUND (Off:1 Def:5),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,,,,,382.0,6.0,5.0,1.0,,,,,,,,
384,PT08M15.00S,2022-11-23T03:35:53.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,93.11760840998686,54.65686274509803,1610612765,64,66,2022-11-23T03:36:03Z,3740000,False,23.0,12.0,1,right,J. Ivey running finger roll Layup (7 PTS),[1631093],1610612765.0,DET,running finger roll,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.63,Made,7.0,,,,,,,,,,,,,,,,,
385,PT07M58.00S,2022-11-23T03:36:11.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,9.543363994743759,47.05882352941176,1610612743,66,66,2022-11-23T03:36:15Z,3750000,False,15.0,37.0,1,left,N. Jokic turnaround Jump Shot (20 PTS) (J. Murray 5 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.0,Made,20.0,,,J. Murray,1627750.0,5.0,,,,,,,,,,,,
387,PT07M46.00S,2022-11-23T03:36:23.8Z,3,REGULAR,turnover,lost ball,[],1631093,,,1610612765,66,66,2022-11-23T03:36:28Z,3770000,False,,,0,,J. Ivey lost ball TURNOVER (3 TO),"[1631093, 1627750]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Mid-Range,16-24 Right Center,,,,,3.0,,,,,,,,,,,,,,Murray,1627750.0
388,PT07M46.00S,2022-11-23T03:36:23.8Z,3,REGULAR,steal,,[],1627750,,,1610612743,66,66,2022-11-23T03:36:26Z,3780000,False,,,0,,J. Murray STEAL (2 STL),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
389,PT07M40.00S,2022-11-23T03:36:29.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627750,7.703679369250986,49.50980392156863,1610612743,66,66,2022-11-23T03:36:43Z,3790000,False,2.0,20.0,1,left,MISS J. Murray running Layup - blocked,"[1627750, 1630587]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,Livers,1630587.0,,
390,PT07M40.00S,2022-11-23T03:36:29.4Z,3,REGULAR,block,,[],1630587,,,1610612743,66,66,2022-11-23T03:36:31Z,3800000,False,,,0,,I. Livers BLOCK (3 BLK),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
391,PT07M38.00S,2022-11-23T03:36:31.4Z,3,REGULAR,rebound,offensive,[],1629008,,,1610612743,66,66,2022-11-23T03:38:34Z,3810000,False,,,0,,M. Porter Jr. REBOUND (Off:2 Def:4),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,389.0,6.0,4.0,2.0,,,,,,,,
392,PT07M38.00S,2022-11-23T03:36:34.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1629008,5.590000152587891,50.0,1610612743,68,66,2022-11-23T03:38:39Z,3820000,False,0.0,0.0,1,left,M. Porter Jr. tip Layup (14 PTS),[1629008],1610612743.0,DEN,tip,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.0,Made,14.0,,,,,,,,,,,,,,,,,
393,PT07M15.00S,2022-11-23T03:36:54.4Z,3,REGULAR,turnover,lost ball,[],202711,,,1610612765,68,66,2022-11-23T03:36:57Z,3830000,False,,,0,,B. Bogdanovic lost ball TURNOVER (2 TO),"[202711, 203932]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,,,,Gordon,203932.0
394,PT07M15.00S,2022-11-23T03:36:54.4Z,3,REGULAR,steal,,[],203932,,,1610612743,68,66,2022-11-23T03:36:55Z,3840000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
395,PT07M03.00S,2022-11-23T03:37:06.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203484,30.56833114323259,27.450980392156865,1610612743,68,66,2022-11-23T03:37:10Z,3850000,False,113.0,235.0,1,left,MISS K. Caldwell-Pope 26' 3PT,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,26.04,Missed,,,,,,,,,,,,,,,,,,
396,PT07M00.00S,2022-11-23T03:37:09.0Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,68,66,2022-11-23T03:37:10Z,3860000,False,,,0,,I. Livers REBOUND (Off:0 Def:2),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Right Center,,,,,,,,,395.0,2.0,2.0,0.0,,,,,,,,
397,PT06M49.00S,2022-11-23T03:37:19.6Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,88.12417871222075,56.61764705882353,1610612765,68,68,2022-11-23T03:37:23Z,3870000,False,33.0,59.0,1,right,M. Bagley III 6' turnaround Hook (12 PTS) (J. Ivey 5 AST),"[1628963, 1631093]",1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,6.77,Made,12.0,,,J. Ivey,1631093.0,5.0,,,,,,,,,,,,
399,PT06M36.00S,2022-11-23T03:37:32.6Z,3,REGULAR,3pt,Jump Shot,[],203484,14.011169513797633,4.166666666666666,1610612743,71,68,2022-11-23T03:37:36Z,3890000,False,229.0,79.0,1,left,K. Caldwell-Pope 24' 3PT  (7 PTS) (N. Jokic 9 AST),"[203484, 203999]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Right Corner 3,24+ Right,24.25,Made,7.0,,,N. Jokic,203999.0,9.0,,,,,,,,,,,,
401,PT06M15.00S,2022-11-23T03:37:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,92.9862023653088,45.83333333333333,1610612765,71,70,2022-11-23T03:37:58Z,3910000,False,-21.0,13.0,1,right,M. Bagley III driving reverse Layup (14 PTS) (K. Hayes 5 AST),"[1628963, 1630165]",1610612765.0,DET,driving reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.47,Made,14.0,,,K. Hayes,1630165.0,5.0,,,,,,,,,,,,
403,PT06M15.00S,2022-11-23T03:37:57.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,71,70,2022-11-23T03:37:56Z,3930000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M15.00S,2022-11-23T03:40:21.4Z,3,REGULAR,substitution,out,[],1627750,,,1610612743,71,70,2022-11-23T03:40:39Z,3940000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M15.00S,2022-11-23T03:40:21.4Z,3,REGULAR,substitution,in,[],1628971,,,1610612743,71,70,2022-11-23T03:40:39Z,3950000,False,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M03.00S,2022-11-23T03:41:01.1Z,3,REGULAR,foul,offensive,[],203999,,,1610612743,71,70,2022-11-23T03:41:10Z,3960000,False,,,0,,N. Jokic offensive FOUL (2 PF),"[203999, 1631093]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left,,,,202058.0,,,,,,,,,2.0,0.0,Ivey,1631093.0,,,,
408,PT06M03.00S,2022-11-23T03:41:01.1Z,3,REGULAR,turnover,offensive foul,[],203999,,,1610612743,71,70,2022-11-23T03:41:01Z,3980000,False,,,0,,N. Jokic offensive foul TURNOVER (4 TO),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Left,,,,202058.0,4.0,,,,,,,,,,,,,,,
409,PT05M52.00S,2022-11-23T03:41:27.1Z,3,REGULAR,turnover,traveling,[],1631093,,,1610612765,71,70,2022-11-23T03:41:32Z,3990000,False,,,0,,J. Ivey traveling TURNOVER (4 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,,203177.0,4.0,,,,,,,,,,,,,,,
410,PT05M44.00S,2022-11-23T03:41:41.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629008,33.459264126149804,50.0,1610612743,71,70,2022-11-23T03:41:44Z,4000000,False,0.0,262.0,1,left,MISS M. Porter Jr. 26' 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Center,26.2,Missed,,,,,,,,,,,,,,,,,,
411,PT05M41.00S,2022-11-23T03:41:44.0Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,71,70,2022-11-23T03:41:44Z,4010000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:5),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Center,,,,,,,,,410.0,6.0,5.0,1.0,,,,,,,,
412,PT05M35.00S,2022-11-23T03:41:49.9Z,3,REGULAR,3pt,Jump Shot,[],202711,69.07030223390277,23.774509803921568,1610612765,71,70,2022-11-23T03:41:55Z,4020000,False,-131.0,238.0,1,right,MISS B. Bogdanovic 27' pullup 3PT,[202711],1610612765.0,DET,pullup,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
413,PT05M31.00S,2022-11-23T03:41:53.9Z,3,REGULAR,rebound,defensive,[],1628971,,,1610612743,71,70,2022-11-23T03:41:55Z,4030000,False,,,0,,B. Brown REBOUND (Off:0 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Left Center,,,,,,,,,412.0,2.0,2.0,0.0,,,,,,,,
414,PT05M24.00S,2022-11-23T03:42:00.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203999,9.543363994743759,50.0,1610612743,71,70,2022-11-23T03:42:06Z,4040000,False,0.0,37.0,1,left,MISS N. Jokic Layup - blocked,"[203999, 1628963]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.72,Missed,,,,,,,,,,,,,,,Bagley III,1628963.0,,
415,PT05M24.00S,2022-11-23T03:42:00.8Z,3,REGULAR,block,,[],1628963,,,1610612743,71,70,2022-11-23T03:42:02Z,4050000,False,,,0,,M. Bagley III BLOCK (2 BLK),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
416,PT05M22.00S,2022-11-23T03:42:02.8Z,3,REGULAR,rebound,defensive,[],202711,,,1610612765,71,70,2022-11-23T03:42:06Z,4060000,False,,,0,,B. Bogdanovic REBOUND (Off:1 Def:6),[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,,,,414.0,7.0,6.0,1.0,,,,,,,,
417,PT05M18.00S,2022-11-23T03:42:07.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630587,92.59198423127464,95.34313725490196,1610612765,71,73,2022-11-23T03:42:12Z,4070000,False,227.0,17.0,1,right,I. Livers 3PT  (5 PTS) (K. Hayes 6 AST),"[1630587, 1630165]",1610612765.0,DET,,,,Livers,I. Livers,,,,,Right Corner 3,24+ Right,22.73,Made,5.0,,,K. Hayes,1630165.0,6.0,,,,,,,,,,,,
419,PT05M10.00S,2022-11-23T03:42:18.0Z,3,REGULAR,foul,personal,['2freethrow'],1631093,,,1610612743,71,73,2022-11-23T03:42:30Z,4090000,False,,,0,,J. Ivey shooting personal FOUL (2 PF) (Jokic 2 FT),"[1631093, 203999]",1610612765.0,DET,shooting,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,2.0,0.0,Jokic,203999.0,,,,
421,PT05M10.00S,2022-11-23T03:42:47.8Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203999,,,1610612743,72,73,2022-11-23T03:42:47Z,4110000,False,,,0,,N. Jokic Free Throw 1 of 2 (21 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
422,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,out,[],203484,,,1610612743,72,73,2022-11-23T03:42:57Z,4120000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,out,[],203932,,,1610612743,72,73,2022-11-23T03:42:57Z,4130000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,out,[],1631093,,,1610612743,72,73,2022-11-23T03:42:57Z,4140000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,in,[],1628432,,,1610612743,72,73,2022-11-23T03:42:57Z,4150000,False,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,in,[],1630192,,,1610612743,72,73,2022-11-23T03:42:57Z,4160000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT05M10.00S,2022-11-23T03:42:48.5Z,3,REGULAR,substitution,in,[],202692,,,1610612743,72,73,2022-11-23T03:42:57Z,4170000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT05M10.00S,2022-11-23T03:43:14.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203999,,,1610612743,73,73,2022-11-23T03:43:14Z,4180000,False,,,0,,N. Jokic Free Throw 2 of 2 (22 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
