actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
87,PT04M35.00S,2022-11-23T02:27:10.0Z,1,REGULAR,steal,,[],203999,,,1610612743,19,16,2022-11-23T02:27:11Z,830000,False,,,0,,N. Jokic STEAL (1 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
88,PT04M28.00S,2022-11-23T02:27:16.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203999,91.14651773981603,50.245098039215684,1610612743,21,16,2022-11-23T02:27:28Z,840000,False,1.0,31.0,1,right,N. Jokic running finger roll Layup (4 PTS) (M. Porter Jr. 1 AST),"[203999, 1629008]",1610612743.0,DEN,running finger roll,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,3.07,Made,4.0,,,M. Porter Jr.,1629008.0,1.0,,,,,,,,,,,,
90,PT04M13.00S,2022-11-23T02:27:31.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628963,5.732588699080158,52.450980392156865,1610612765,21,18,2022-11-23T02:27:36Z,860000,False,-12.0,1.0,1,left,M. Bagley III alley-oop DUNK (2 PTS) (K. Hayes 2 AST),"[1628963, 1630165]",1610612765.0,DET,alley-oop,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.24,Made,2.0,,,K. Hayes,1630165.0,2.0,,,,,,,,,,,,
92,PT03M59.00S,2022-11-23T02:27:45.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.32917214191852,49.26470588235294,1610612743,23,18,2022-11-23T02:27:49Z,880000,False,-4.0,20.0,1,right,N. Jokic Layup (6 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,1.99,Made,6.0,,,,,,,,,,,,,,,,,
94,PT03M44.00S,2022-11-23T02:28:00.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,6.389618922470433,56.372549019607845,1610612765,23,20,2022-11-23T02:28:05Z,900000,False,-32.0,8.0,1,left,B. Bogdanovic driving reverse Layup (13 PTS),[202711],1610612765.0,DET,driving reverse,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,3.28,Made,13.0,,,,,,,,,,,,,,,,,
95,PT03M30.00S,2022-11-23T02:28:14.2Z,1,REGULAR,2pt,Jump Shot,[],1627750,79.188567674113,68.62745098039215,1610612743,25,20,2022-11-23T02:28:27Z,910000,False,93.0,143.0,1,right,J. Murray 17' step back Jump Shot (2 PTS),[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Right Center,17.07,Made,2.0,,,,,,,,,,,,,,,,,
96,PT03M08.00S,2022-11-23T02:28:36.0Z,1,REGULAR,2pt,Jump Shot,[],1628963,14.931011826544022,20.098039215686274,1610612765,25,22,2022-11-23T02:28:41Z,920000,False,150.0,88.0,1,left,M. Bagley III 17' Jump Shot (4 PTS),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Mid-Range,16-24 Right,17.34,Made,4.0,,,,,,,,,,,,,,,,,
98,PT02M54.00S,2022-11-23T02:28:53.6Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,25,22,2022-11-23T02:38:14Z,940000,False,,,0,,A. Gordon bad pass out-of-bounds TURNOVER (2 TO),[203932],1610612743.0,DEN,bad pass,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),0-8 Center,,,,202058.0,2.0,,,,,,,,,,,,,,,
99,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],1629008,,,1610612765,25,22,2022-11-23T02:29:22Z,950000,False,,,0,,SUB out: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],203999,,,1610612765,25,22,2022-11-23T02:29:22Z,960000,False,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],1627750,,,1610612765,25,22,2022-11-23T02:29:22Z,970000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],203932,,,1610612765,25,22,2022-11-23T02:29:22Z,980000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],1631093,,,1610612765,25,22,2022-11-23T02:29:22Z,990000,False,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,out,[],1628963,,,1610612765,25,22,2022-11-23T02:29:22Z,1000000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],1630538,,,1610612765,25,22,2022-11-23T02:29:22Z,1010000,False,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],203484,,,1610612765,25,22,2022-11-23T02:29:22Z,1020000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],201599,,,1610612765,25,22,2022-11-23T02:29:22Z,1030000,False,,,0,,SUB in: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],1630192,,,1610612765,25,22,2022-11-23T02:29:22Z,1040000,False,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],1631105,,,1610612765,25,22,2022-11-23T02:29:22Z,1050000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M54.00S,2022-11-23T02:28:55.9Z,1,REGULAR,substitution,in,[],202692,,,1610612765,25,22,2022-11-23T02:29:22Z,1060000,False,,,0,,SUB in: A. Burks,[202692],1610612765.0,DET,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M34.00S,2022-11-23T02:29:40.0Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630165,20.97568988173456,15.441176470588236,1610612765,25,22,2022-11-23T02:29:53Z,1070000,False,173.0,145.0,1,left,MISS K. Hayes 22' step back Shot,[1630165],1610612765.0,DET,step back,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right Center,22.54,Missed,,,,,,,,,,,,,,,,,,
112,PT02M31.00S,2022-11-23T02:29:43.0Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,25,22,2022-11-23T02:29:53Z,1080000,False,,,0,,J. Duren REBOUND (Off:1 Def:0),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,16-24 Right Center,,,,,,,,,111.0,1.0,0.0,1.0,,,,,,,,
113,PT02M31.00S,2022-11-23T02:29:45.3Z,1,REGULAR,foul,personal,[],201599,,,1610612765,25,22,2022-11-23T02:29:58Z,1090000,False,,,0,,D. Jordan personal FOUL (1 PF),"[201599, 1631105]",1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,1.0,0.0,Duren,1631105.0,,,,
115,PT02M31.00S,2022-11-23T02:29:55.3Z,1,REGULAR,substitution,out,[],1630587,,,1610612765,25,22,2022-11-23T02:29:57Z,1110000,False,,,0,,SUB out: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M31.00S,2022-11-23T02:29:55.3Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,25,22,2022-11-23T02:29:57Z,1120000,False,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M21.00S,2022-11-23T02:30:26.1Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",202692,28.07161629434954,58.08823529411765,1610612765,25,24,2022-11-23T02:30:29Z,1130000,False,-40.0,211.0,1,left,A. Burks 21' pullup Jump Shot (2 PTS) (J. Duren 1 AST),"[202692, 1631105]",1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Mid-Range,16-24 Center,21.52,Made,2.0,,,J. Duren,1631105.0,1.0,,,,,,,,,,,,
119,PT01M59.00S,2022-11-23T02:30:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,91.5407358738502,44.85294117647059,1610612743,25,24,2022-11-23T02:38:32Z,1150000,False,-26.0,27.0,1,right,MISS D. Jordan Layup,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,3.73,Missed,,,,,,,,,,,,,,,,,,
120,PT01M57.00S,2022-11-23T02:30:49.9Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,25,24,2022-11-23T02:30:53Z,1160000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,119.0,2.0,1.0,1.0,,,,,,,,
122,PT01M52.00S,2022-11-23T02:31:14.9Z,1,REGULAR,2pt,Jump Shot,[],202711,13.091327201051248,72.79411764705883,1610612765,25,24,2022-11-23T02:31:20Z,1180000,False,-114.0,71.0,1,left,MISS B. Bogdanovic 13' fadeaway Shot,[202711],1610612765.0,DET,fadeaway,,,Bogdanovic,B. Bogdanovic,,,,,Mid-Range,8-16 Left,13.41,Missed,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2022-11-23T02:31:18.9Z,1,REGULAR,rebound,defensive,[],1628971,,,1610612743,25,24,2022-11-23T02:31:20Z,1190000,False,,,0,,B. Brown REBOUND (Off:0 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,,
124,PT01M40.00S,2022-11-23T02:31:26.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,84.1819973718791,38.23529411764706,1610612743,25,24,2022-11-23T02:39:13Z,1200000,False,-59.0,96.0,1,right,MISS B. Brown 11' driving floating Shot,[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),8-16 Left,11.27,Missed,,,,,,,,,,,,,,,,,,
125,PT01M40.00S,2022-11-23T02:31:26.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,25,24,2022-11-23T02:31:37Z,1210000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,124.0,,,,,,,,,,,
126,PT01M40.00S,2022-11-23T02:31:34.4Z,1,REGULAR,foul,personal,[],202692,,,1610612743,25,24,2022-11-23T02:31:52Z,1220000,False,,,0,,A. Burks loose ball personal FOUL (1 PF),"[202692, 201599]",1610612765.0,DET,loose ball,,,Burks,A. Burks,,,,,In The Paint (Non-RA),0-8 Center,,,,203177.0,,,,,,,,,1.0,0.0,Jordan,201599.0,,,,
128,PT01M40.00S,2022-11-23T02:31:46.9Z,1,REGULAR,substitution,out,[],1630165,,,1610612743,25,24,2022-11-23T02:31:57Z,1240000,False,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M40.00S,2022-11-23T02:31:46.9Z,1,REGULAR,substitution,out,[],202711,,,1610612743,25,24,2022-11-23T02:31:57Z,1250000,False,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M40.00S,2022-11-23T02:31:46.9Z,1,REGULAR,substitution,in,[],202709,,,1610612743,25,24,2022-11-23T02:31:57Z,1260000,False,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M40.00S,2022-11-23T02:31:46.9Z,1,REGULAR,substitution,in,[],1628995,,,1610612743,25,24,2022-11-23T02:31:57Z,1270000,False,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M32.00S,2022-11-23T02:32:03.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630538,93.11760840998686,54.65686274509803,1610612743,27,24,2022-11-23T02:32:08Z,1280000,False,23.0,12.0,1,right,B. Hyland driving finger roll Layup (2 PTS) (D. Jordan 1 AST),"[1630538, 201599]",1610612743.0,DEN,driving finger roll,,,Hyland,B. Hyland,,,,,Restricted Area,0-8 Center,2.63,Made,2.0,,,D. Jordan,201599.0,1.0,,,,,,,,,,,,
134,PT01M15.00S,2022-11-23T02:32:19.8Z,1,REGULAR,3pt,Jump Shot,[],202692,31.750985545335087,49.754901960784316,1610612765,27,24,2022-11-23T02:32:24Z,1300000,False,1.0,246.0,1,left,MISS A. Burks 24' pullup 3PT,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,Above the Break 3,24+ Center,24.6,Missed,,,,,,,,,,,,,,,,,,
135,PT01M13.00S,2022-11-23T02:32:22.2Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,27,24,2022-11-23T02:32:22Z,1310000,False,,,0,,H. Diallo REBOUND (Off:1 Def:0),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Center,,,,,,,,,134.0,1.0,0.0,1.0,,,,,,,,
136,PT01M12.00S,2022-11-23T02:32:23.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628977,7.046649145860711,43.872549019607845,1610612765,27,26,2022-11-23T02:32:28Z,1320000,False,31.0,14.0,1,left,H. Diallo putback Layup (2 PTS),[1628977],1610612765.0,DET,putback,,,Diallo,H. Diallo,,,,,Restricted Area,0-8 Center,3.35,Made,2.0,,,,,,,,,,,,,,,,,
137,PT00M59.50S,2022-11-23T02:32:36.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630538,92.59198423127464,58.82352941176471,1610612743,27,26,2022-11-23T02:40:34Z,1330000,False,44.0,17.0,1,right,MISS B. Hyland driving Layup,[1630538],1610612743.0,DEN,driving,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,4.73,Missed,,,,,,,,,,,,,,,,,,
138,PT00M58.00S,2022-11-23T02:32:38.1Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,27,26,2022-11-23T02:32:40Z,1340000,False,,,0,,J. Duren REBOUND (Off:1 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,137.0,3.0,2.0,1.0,,,,,,,,
139,PT00M38.10S,2022-11-23T02:32:58.0Z,1,REGULAR,3pt,Jump Shot,[],1628995,32.14520367936925,54.166666666666664,1610612765,27,26,2022-11-23T02:33:01Z,1350000,False,-21.0,250.0,1,left,MISS K. Knox II 25' 3PT,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Center,25.06,Missed,,,,,,,,,,,,,,,,,,
140,PT00M35.90S,2022-11-23T02:33:00.2Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,27,26,2022-11-23T02:33:01Z,1360000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,139.0,2.0,1.0,1.0,,,,,,,,
141,PT00M24.90S,2022-11-23T02:33:11.7Z,1,REGULAR,3pt,Jump Shot,[],1630538,76.5604467805519,87.00980392156863,1610612743,27,26,2022-11-23T02:33:17Z,1370000,False,185.0,168.0,1,right,MISS B. Hyland 24' 3PT,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
142,PT00M21.30S,2022-11-23T02:33:15.4Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,26,2022-11-23T02:33:15Z,1380000,False,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Right Center,,,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,
143,PT00M10.10S,2022-11-23T02:33:26.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630538,66.96780551905388,60.049019607843135,1610612743,27,26,2022-11-23T02:41:45Z,1390000,False,50.0,258.0,1,right,MISS B. Hyland 26' step back 3PT,[1630538],1610612743.0,DEN,step back,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Center,26.28,Missed,,,,,,,,,,,,,,,,,,
144,PT00M07.70S,2022-11-23T02:33:29.0Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,26,2022-11-23T02:35:57Z,1400000,False,,,0,,Z. Nnaji REBOUND (Off:2 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Above the Break 3,24+ Center,,,,,,,,,143.0,2.0,0.0,2.0,,,,,,,,
150,PT00M06.00S,2022-11-23T02:33:30.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630192,92.72339027595268,53.67647058823529,1610612743,27,26,2022-11-23T02:41:57Z,1405000,False,18.0,16.0,1,right,MISS Z. Nnaji tip Layup,[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
151,PT00M05.00S,2022-11-23T02:33:31.4Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,26,2022-11-23T02:36:12Z,1407500,False,,,0,,Z. Nnaji REBOUND (Off:3 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,,,,,,,,,150.0,3.0,0.0,3.0,,,,,,,,
145,PT00M05.00S,2022-11-23T02:33:34.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630192,94.40999984741211,50.0,1610612743,29,26,2022-11-23T02:36:20Z,1410000,False,0.0,0.0,1,right,Z. Nnaji tip Layup (2 PTS),[1630192],1610612743.0,DEN,tip,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
146,PT00M00.30S,2022-11-23T02:33:41.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628977,30.17411300919842,28.921568627450984,1610612765,29,26,2022-11-23T02:33:49Z,1420000,False,105.0,231.0,1,left,MISS H. Diallo 25' pullup 3PT,[1628977],1610612765.0,DET,pullup,,,Diallo,H. Diallo,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
147,PT00M00.30S,2022-11-23T02:33:41.9Z,1,REGULAR,rebound,offensive,[],1628995,,,1610612765,29,26,2022-11-23T02:33:49Z,1430000,False,,,0,,K. Knox II REBOUND (Off:1 Def:0),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Above the Break 3,24+ Right Center,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,
148,PT00M00.00S,2022-11-23T02:33:52.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628995,7.30946123521682,48.28431372549019,1610612765,29,28,2022-11-23T02:42:56Z,1440000,False,9.0,16.0,1,left,K. Knox II tip Layup (2 PTS),[1628995],1610612765.0,DET,tip,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,1.83,Made,2.0,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2022-11-23T02:35:59.1Z,1,REGULAR,period,end,[],0,,,1610612743,29,28,2022-11-23T02:35:59Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-11-23T02:36:21.9Z,2,REGULAR,substitution,out,['startperiod'],203484,,,1610612743,29,28,2022-11-23T02:36:32Z,1470000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-11-23T02:36:21.9Z,2,REGULAR,substitution,in,['startperiod'],1631128,,,1610612743,29,28,2022-11-23T02:36:32Z,1480000,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-11-23T02:36:25.1Z,2,REGULAR,period,start,[],0,,,1610612743,29,28,2022-11-23T02:36:32Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M49.00S,2022-11-23T02:36:35.7Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,92.59198423127464,45.34313725490196,1610612743,29,28,2022-11-23T02:43:35Z,1500000,False,-23.0,17.0,1,right,MISS D. Jordan alley-oop DUNK,[201599],1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,2.89,Missed,,,,,,,,,,,,,,,,,,
157,PT11M46.00S,2022-11-23T02:36:38.7Z,2,REGULAR,rebound,defensive,[],1628995,,,1610612765,29,28,2022-11-23T02:36:48Z,1510000,False,,,0,,K. Knox II REBOUND (Off:1 Def:1),[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Restricted Area,0-8 Center,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,
158,PT11M39.00S,2022-11-23T02:36:44.8Z,2,REGULAR,3pt,Jump Shot,[],202709,29.122864651773984,19.607843137254903,1610612765,29,28,2022-11-23T02:36:51Z,1520000,False,152.0,221.0,1,left,MISS C. Joseph 26' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,Above the Break 3,24+ Right Center,26.85,Missed,,,,,,,,,,,,,,,,,,
159,PT11M36.00S,2022-11-23T02:36:47.8Z,2,REGULAR,rebound,defensive,[],201599,,,1610612743,29,28,2022-11-23T02:36:51Z,1530000,False,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,158.0,1.0,1.0,0.0,,,,,,,,
160,PT11M20.00S,2022-11-23T02:37:03.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,91.5407358738502,40.44117647058824,1610612743,31,28,2022-11-23T02:37:07Z,1540000,False,-48.0,27.0,1,right,B. Brown driving floating bank Jump Shot (4 PTS),[1628971],1610612743.0,DEN,driving floating bank,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.49,Made,4.0,,,,,,,,,,,,,,,,,
161,PT11M06.00S,2022-11-23T02:37:17.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,14.273981603153747,44.85294117647059,1610612765,31,28,2022-11-23T02:37:23Z,1550000,False,26.0,82.0,1,left,MISS A. Burks 8' pullup Shot,[202692],1610612765.0,DET,pullup,,,Burks,A. Burks,,,,,In The Paint (Non-RA),8-16 Center,8.56,Missed,,,,,,,,,,,,,,,,,,
162,PT11M03.00S,2022-11-23T02:37:20.8Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,31,28,2022-11-23T02:37:23Z,1560000,False,,,0,,J. Duren REBOUND (Off:2 Def:2),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,161.0,4.0,2.0,2.0,,,,,,,,
163,PT11M01.00S,2022-11-23T02:37:22.4Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631105,6.1268068331143235,56.372549019607845,1610612765,31,30,2022-11-23T02:44:43Z,1570000,False,-32.0,5.0,1,left,J. Duren Hook (2 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.23,Made,2.0,,,,,,,,,,,,,,,,,
164,PT10M43.00S,2022-11-23T02:37:40.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630192,93.11760840998686,58.08823529411765,1610612743,31,30,2022-11-23T02:37:45Z,1580000,False,40.0,12.0,1,right,MISS Z. Nnaji turnaround bank Shot,[1630192],1610612743.0,DEN,turnaround bank,,,Nnaji,Z. Nnaji,,,,,Restricted Area,0-8 Center,4.22,Missed,,,,,,,,,,,,,,,,,,
165,PT10M41.00S,2022-11-23T02:37:42.5Z,2,REGULAR,rebound,offensive,[],1631128,,,1610612743,31,30,2022-11-23T02:37:42Z,1590000,False,,,0,,C. Braun REBOUND (Off:1 Def:0),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,,,,,,,,,164.0,1.0,0.0,1.0,,,,,,,,
166,PT10M38.00S,2022-11-23T02:37:45.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628971,68.67608409986859,71.32352941176471,1610612743,34,30,2022-11-23T02:41:53Z,1600000,False,107.0,242.0,1,right,B. Brown 26' 3PT  (7 PTS) (D. Jordan 2 AST),"[1628971, 201599]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,26.43,Made,7.0,,,D. Jordan,201599.0,2.0,,,,,,,,,,,,
