actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
614,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,out,[],1628415,,,1610612743,92,86,2023-03-04T05:22:59Z,6080000,False,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,in,[],203484,,,1610612743,92,86,2023-03-04T05:22:59Z,6090000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,in,[],1630214,,,1610612743,92,86,2023-03-04T05:22:59Z,6100000,False,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,in,[],1630583,,,1610612743,92,86,2023-03-04T05:22:59Z,6110000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M48.00S,2023-03-04T05:22:42.5Z,4,REGULAR,substitution,out,[],1628991,,,1610612743,92,86,2023-03-04T05:23:55Z,6115000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT07M48.00S,2023-03-04T05:23:06.5Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203932,,,1610612743,93,86,2023-03-04T05:23:06Z,6120000,False,,,0,,A. Gordon Free Throw 2 of 2 (13 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
619,PT07M39.00S,2023-03-04T05:23:20.6Z,4,REGULAR,3pt,Jump Shot,[],1630217,23.866622864651774,12.009803921568627,1610612763,93,86,2023-03-04T05:23:30Z,6130000,False,190.0,172.0,1,left,MISS D. Bane 25' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,25.62,Missed,,,,,,,,,,,,,,,,,,
620,PT07M35.00S,2023-03-04T05:23:25.3Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612763,93,86,2023-03-04T05:23:25Z,6140000,False,,,0,,X. Tillman REBOUND (Off:2 Def:8),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,619.0,10.0,8.0,2.0,,,,,,,,,,,,,
621,PT07M34.00S,2023-03-04T05:23:26.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,7.966491458607096,42.64705882352941,1610612763,93,86,2023-03-04T05:23:33Z,6150000,False,37.0,22.0,1,left,MISS X. Tillman putback Layup - blocked,"[1630214, 201145]",1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,Green,201145.0,,,,,
622,PT07M34.00S,2023-03-04T05:23:26.4Z,4,REGULAR,block,,[],201145,,,1610612763,93,86,2023-03-04T05:23:28Z,6160000,False,,,0,,J. Green BLOCK (3 BLK),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
623,PT07M34.00S,2023-03-04T05:23:26.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,93,86,2023-03-04T05:23:33Z,6170000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,,621.0,,,,,,,,,,,,,,,,
624,PT07M33.00S,2023-03-04T05:23:33.5Z,4,REGULAR,substitution,out,[],203932,,,1610612763,93,86,2023-03-04T05:23:41Z,6180000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M33.00S,2023-03-04T05:23:33.5Z,4,REGULAR,substitution,in,[],203999,,,1610612763,93,86,2023-03-04T05:23:41Z,6190000,False,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT07M26.00S,2023-03-04T05:24:03.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630214,10.068988173455978,62.5,1610612763,93,86,2023-03-04T05:24:08Z,6200000,False,-62.0,42.0,1,left,MISS X. Tillman 7' pullup Shot,[1630214],1610612763.0,MEM,pullup,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,7.54,Missed,,,,,,,,,,,,,,,,,,
628,PT07M22.00S,2023-03-04T05:24:07.6Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,93,86,2023-03-04T05:24:08Z,6210000,False,,,0,,B. Brown REBOUND (Off:1 Def:5),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,627.0,6.0,5.0,1.0,,,,,,,,,,,,,
629,PT07M08.00S,2023-03-04T05:24:21.1Z,4,REGULAR,3pt,Jump Shot,[],203484,89.56964520367937,2.696078431372549,1610612743,96,86,2023-03-04T05:24:24Z,6220000,False,-237.0,46.0,1,right,K. Caldwell-Pope 24' 3PT  (8 PTS) (J. Murray 7 AST),"[203484, 1627750]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Left Corner 3,24+ Left,24.08,Made,8.0,,,,,,,,J. Murray,1627750.0,7.0,,,,,,,
631,PT07M06.00S,2023-03-04T05:24:28.3Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,96,86,2023-03-04T05:24:28Z,6240000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,out,[],1628971,,,1610612763,96,86,2023-03-04T05:27:43Z,6250000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,96,86,2023-03-04T05:27:43Z,6260000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,out,[],1628379,,,1610612763,96,86,2023-03-04T05:27:43Z,6270000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,in,[],1629008,,,1610612763,96,86,2023-03-04T05:27:43Z,6280000,False,,,0,,SUB in: M. Porter Jr.,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,in,[],1628415,,,1610612763,96,86,2023-03-04T05:27:43Z,6290000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT07M06.00S,2023-03-04T05:27:20.2Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,96,86,2023-03-04T05:27:43Z,6300000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M50.00S,2023-03-04T05:28:08.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,12.828515111695138,59.068627450980394,1610612763,96,86,2023-03-04T05:28:13Z,6310000,False,-45.0,68.0,1,left,MISS J. Morant 8' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Left,8.18,Missed,,,,,,,,,,,,,,,,,,
639,PT06M46.00S,2023-03-04T05:28:12.1Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,96,86,2023-03-04T05:28:13Z,6320000,False,,,0,,J. Murray REBOUND (Off:1 Def:3),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,638.0,4.0,3.0,1.0,,,,,,,,,,,,,
640,PT06M38.00S,2023-03-04T05:28:19.6Z,4,REGULAR,2pt,Jump Shot,[],1629008,72.22404730617609,53.431372549019606,1610612743,96,86,2023-03-04T05:28:26Z,6330000,False,17.0,209.0,1,right,MISS M. Porter Jr. 20' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,20.93,Missed,,,,,,,,,,,,,,,,,,
641,PT06M34.00S,2023-03-04T05:28:23.6Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,96,86,2023-03-04T05:28:26Z,6340000,False,,,0,,N. Jokic REBOUND (Off:2 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,16-24 Center,,,,640.0,15.0,13.0,2.0,,,,,,,,,,,,,
644,PT06M33.00S,2023-03-04T05:28:24.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,96,86,2023-03-04T05:28:24Z,6370000,False,0.0,0.0,1,right,MISS N. Jokic tip Layup,[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
645,PT06M32.00S,2023-03-04T05:28:25.4Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,96,86,2023-03-04T05:28:25Z,6380000,False,,,0,,N. Jokic REBOUND (Off:3 Def:13),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,,,,644.0,16.0,13.0,3.0,,,,,,,,,,,,,
646,PT06M32.00S,2023-03-04T05:28:25.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,98,86,2023-03-04T05:28:25Z,6390000,False,0.0,0.0,1,right,N. Jokic tip Layup (16 PTS),[203999],1610612743.0,DEN,tip,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,16.0,,,,,,,,,,,,,,,,,
647,PT06M20.00S,2023-03-04T05:28:40.4Z,4,REGULAR,foul,offensive,['inpenalty'],1630583,,,1610612763,98,86,2023-03-04T05:28:48Z,6400000,False,,,0,,S. Aldama offensive FOUL (2 PF),"[1630583, 203484]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,203592.0,2.0,0.0,Caldwell-Pope,203484.0
649,PT06M20.00S,2023-03-04T05:28:40.4Z,4,REGULAR,turnover,offensive foul,[],1630583,,,1610612763,98,86,2023-03-04T05:28:40Z,6420000,False,,,0,,S. Aldama offensive foul TURNOVER (2 TO),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,203592.0,,,,
650,PT06M05.00S,2023-03-04T05:29:10.3Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627750,79.71419185282524,24.264705882352942,1610612743,98,86,2023-03-04T05:29:17Z,6430000,False,-129.0,138.0,1,right,MISS J. Murray 18' pullup Shot,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,18.88,Missed,,,,,,,,,,,,,,,,,,
651,PT06M01.00S,2023-03-04T05:29:14.3Z,4,REGULAR,rebound,offensive,[],1629008,,,1610612743,98,86,2023-03-04T05:45:37Z,6440000,False,,,0,,M. Porter Jr. REBOUND (Off:3 Def:5),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Left Center,,,,650.0,8.0,5.0,3.0,,,,,,,,,,,,,
652,PT05M49.00S,2023-03-04T05:29:26.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1627750,69.72733245729303,14.460784313725492,1610612743,101,86,2023-03-04T05:29:31Z,6450000,False,-178.0,232.0,1,right,J. Murray 29' 3PT  (22 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,29.23,Made,22.0,,,,,,,,,,,,,,,,,
654,PT05M45.00S,2023-03-04T05:29:44.1Z,4,REGULAR,foul,technical,['inpenalty'],1628415,,,1610612763,101,86,2023-03-04T05:30:23Z,6470000,False,,,0,,D. Brooks double technical FOUL (1 Tech),[1628415],1610612763.0,MEM,double,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,201638.0,2.0,1.0,,
655,PT05M45.00S,2023-03-04T05:29:44.1Z,4,REGULAR,foul,technical,[],203999,,,1610612763,101,86,2023-03-04T05:29:50Z,6480000,False,,,0,,N. Jokic double technical FOUL (1 Tech),[203999],1610612743.0,DEN,double,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,201638.0,4.0,1.0,,
656,PT05M31.00S,2023-03-04T05:30:21.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.258212877792378,43.627450980392155,1610612763,101,86,2023-03-04T05:30:30Z,6490000,False,32.0,6.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,3.25,Missed,,,,,,,,,,,,,,,,,,
657,PT05M30.00S,2023-03-04T05:30:23.1Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,101,86,2023-03-04T05:30:23Z,6500000,False,,,0,,N. Jokic REBOUND (Off:3 Def:14),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,656.0,17.0,14.0,3.0,,,,,,,,,,,,,
658,PT05M25.00S,2023-03-04T05:30:27.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629008,72.7496714848883,12.745098039215685,1610612743,104,86,2023-03-04T05:33:25Z,6510000,False,-186.0,204.0,1,right,M. Porter Jr. 27' 3PT running (23 PTS) (N. Jokic 10 AST),"[1629008, 203999]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,27.6,Made,23.0,,,,,,,,N. Jokic,203999.0,10.0,,,,,,,
660,PT05M25.00S,2023-03-04T05:30:31.0Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630583,,,1610612743,104,86,2023-03-04T05:31:45Z,6530000,False,,,0,,S. Aldama shooting personal FOUL (3 PF) (Porter Jr. 1 FT),"[1630583, 1629008]",1610612763.0,MEM,shooting,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,201638.0,3.0,0.0,Porter Jr.,1629008.0
662,PT05M25.00S,2023-03-04T05:30:49.0Z,4,REGULAR,substitution,out,[],1630583,,,1610612743,104,86,2023-03-04T05:30:54Z,6550000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT05M25.00S,2023-03-04T05:30:49.0Z,4,REGULAR,substitution,in,[],1628991,,,1610612743,104,86,2023-03-04T05:30:54Z,6560000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT05M25.00S,2023-03-04T05:31:05.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,104,86,2023-03-04T05:31:05Z,6570000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT05M25.00S,2023-03-04T05:32:47.4Z,4,REGULAR,freethrow,1 of 1,['fastbreak'],1629008,,,1610612743,105,86,2023-03-04T05:34:13Z,6580000,False,,,0,,M. Porter Jr. Free Throw 1 of 1 (24 PTS),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
666,PT05M07.00S,2023-03-04T05:33:07.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,7.5722733245729295,58.08823529411765,1610612763,105,86,2023-03-04T05:33:14Z,6590000,False,-40.0,19.0,1,left,MISS J. Morant driving finger roll Layup,[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,4.45,Missed,,,,,,,,,,,,,,,,,,
667,PT05M06.00S,2023-03-04T05:33:08.9Z,4,REGULAR,rebound,defensive,[],203999,,,1610612743,105,86,2023-03-04T05:33:14Z,6600000,False,,,0,,N. Jokic REBOUND (Off:3 Def:15),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,666.0,18.0,15.0,3.0,,,,,,,,,,,,,
668,PT04M59.00S,2023-03-04T05:33:16.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,87.07293035479631,52.94117647058824,1610612743,107,86,2023-03-04T05:33:25Z,6610000,False,15.0,69.0,1,right,N. Jokic 7' floating Jump Shot (18 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,7.05,Made,18.0,,,,,,,,J. Murray,1627750.0,8.0,,,,,,,
670,PT04M47.00S,2023-03-04T05:33:26.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630217,6.915243101182654,56.86274509803921,1610612763,107,88,2023-03-04T05:37:19Z,6630000,False,-34.0,13.0,1,left,D. Bane driving finger roll Layup (19 PTS),[1630217],1610612763.0,MEM,driving finger roll,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,3.65,Made,19.0,,,,,,,,,,,,,,,,,
671,PT04M18.00S,2023-03-04T05:34:02.5Z,4,REGULAR,2pt,Jump Shot,[],201145,81.94809461235218,20.833333333333336,1610612743,107,88,2023-03-04T05:37:02Z,6640000,False,-146.0,117.0,1,right,MISS J. Green 18' turnaround fadeaway Shot,[201145],1610612743.0,DEN,turnaround fadeaway,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,18.71,Missed,,,,,,,,,,,,,,,,,,
672,PT04M14.00S,2023-03-04T05:34:06.5Z,4,REGULAR,rebound,defensive,[],1629630,,,1610612763,107,88,2023-03-04T05:37:02Z,6650000,False,,,0,,J. Morant REBOUND (Off:1 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Mid-Range,16-24 Left Center,,,,671.0,4.0,3.0,1.0,,,,,,,,,,,,,
673,PT04M04.00S,2023-03-04T05:34:09.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,6.915243101182654,45.09803921568628,1610612763,107,90,2023-03-04T05:38:51Z,6660000,False,25.0,13.0,1,left,J. Morant running finger roll Layup (26 PTS),[1629630],1610612763.0,MEM,running finger roll,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,2.75,Made,26.0,,,,,,,,,,,,,,,,,
674,PT03M36.00S,2023-03-04T05:34:45.0Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612743,107,90,2023-03-04T05:38:41Z,6670000,False,,,0,,DEN shot clock Team TURNOVER,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,201638.0,,,,
675,PT03M24.00S,2023-03-04T05:35:10.4Z,4,REGULAR,turnover,bad pass,[],1629630,,,1610612763,107,90,2023-03-04T05:35:15Z,6680000,False,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 203484]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,,,,,3.0,Caldwell-Pope,203484.0,,,,,,,,,,
676,PT03M24.00S,2023-03-04T05:35:10.4Z,4,REGULAR,steal,,[],203484,,,1610612743,107,90,2023-03-04T05:35:12Z,6690000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
677,PT03M19.00S,2023-03-04T05:35:15.7Z,4,REGULAR,turnover,bad pass,[],203484,,,1610612743,107,90,2023-03-04T05:35:18Z,6700000,False,,,0,,K. Caldwell-Pope bad pass TURNOVER (1 TO),"[203484, 1629630]",1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,Morant,1629630.0,,,,,,,,,,
678,PT03M19.00S,2023-03-04T05:35:15.7Z,4,REGULAR,steal,,[],1629630,,,1610612763,107,90,2023-03-04T05:35:17Z,6710000,False,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
679,PT03M15.00S,2023-03-04T05:35:25.4Z,4,REGULAR,foul,personal,['2freethrow'],203999,,,1610612763,107,90,2023-03-04T05:35:37Z,6720000,False,,,0,,N. Jokic shooting personal FOUL (5 PF) (Morant 2 FT),"[203999, 1629630]",1610612743.0,DEN,shooting,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,203592.0,5.0,1.0,Morant,1629630.0
681,PT03M15.00S,2023-03-04T05:35:43.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,107,90,2023-03-04T05:35:43Z,6740000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT03M15.00S,2023-03-04T05:36:45.2Z,4,REGULAR,substitution,out,[],201145,,,1610612763,107,90,2023-03-04T05:37:03Z,6750000,False,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT03M15.00S,2023-03-04T05:36:45.2Z,4,REGULAR,substitution,in,[],203932,,,1610612763,107,90,2023-03-04T05:37:03Z,6760000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT03M15.00S,2023-03-04T05:37:16.4Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,107,90,2023-03-04T05:37:16Z,6770000,False,,,0,,MISS J. Morant Free Throw 1 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
685,PT03M15.00S,2023-03-04T05:37:16.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,107,90,2023-03-04T05:37:16Z,6780000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,684.0,,,,,,,,,,,,,,,,
686,PT03M15.00S,2023-03-04T05:37:32.6Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,107,91,2023-03-04T05:37:32Z,6790000,False,,,0,,J. Morant Free Throw 2 of 2 (27 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
687,PT02M52.00S,2023-03-04T05:38:01.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203999,92.72339027595268,42.64705882352941,1610612743,107,91,2023-03-04T05:38:07Z,6800000,False,-37.0,16.0,1,right,MISS N. Jokic driving Layup - blocked,"[203999, 1628991]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,,,,Jackson Jr.,1628991.0,,,,,
688,PT02M52.00S,2023-03-04T05:38:01.3Z,4,REGULAR,block,,[],1628991,,,1610612743,107,91,2023-03-04T05:38:03Z,6810000,False,,,0,,J. Jackson Jr. BLOCK (3 BLK),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
689,PT02M50.00S,2023-03-04T05:38:03.3Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,107,91,2023-03-04T05:38:07Z,6820000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:5),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,,,,687.0,6.0,5.0,1.0,,,,,,,,,,,,,
690,PT02M44.00S,2023-03-04T05:38:08.8Z,4,REGULAR,3pt,Jump Shot,[],1628415,26.10052562417871,86.51960784313727,1610612763,107,91,2023-03-04T05:40:45Z,6830000,False,-183.0,193.0,1,left,MISS D. Brooks 26' pullup 3PT,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
691,PT02M40.00S,2023-03-04T05:38:12.8Z,4,REGULAR,rebound,defensive,[],1627750,,,1610612743,107,91,2023-03-04T05:38:18Z,6840000,False,,,0,,J. Murray REBOUND (Off:1 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,,,,690.0,5.0,4.0,1.0,,,,,,,,,,,,,
692,PT02M37.00S,2023-03-04T05:38:16.4Z,4,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629008,93.77463863337714,49.01960784313725,1610612743,109,91,2023-03-04T05:39:43Z,6850000,False,-5.0,6.0,1,right,M. Porter Jr. running DUNK (26 PTS) (J. Murray 9 AST),"[1629008, 1627750]",1610612743.0,DEN,running,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,0.77,Made,26.0,,,,,,,,J. Murray,1627750.0,9.0,,,,,,,
694,PT02M37.00S,2023-03-04T05:38:21.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612763,109,91,2023-03-04T05:38:21Z,6870000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT02M37.00S,2023-03-04T05:39:14.1Z,4,REGULAR,substitution,out,[],1630214,,,1610612763,109,91,2023-03-04T05:39:35Z,6880000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
