actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
511,PT10M12.00S,2022-10-27T04:02:35.9Z,4,REGULAR,foul,personal,[],201976,,,1610612743,86,76,2022-10-27T04:03:11Z,5070000,,,0,,P. Beverley personal FOUL (2 PF),"[201976, 1630538]",1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Center,,,,,,,,202058.0,2.0,1.0,Hyland,1630538.0,,,,,,,,
513,PT10M07.00S,2022-10-27T04:03:07.1Z,4,REGULAR,2pt,Jump Shot,[],1628432,77.4802890932983,22.058823529411764,1610612743,86,76,2022-10-27T04:03:14Z,5090000,-140.0,159.0,1,right,MISS D. Reed 21' Jump Shot,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Mid-Range,16-24 Left Center,21.18,Missed,,,,,,,,,,,,,,,,,,
514,PT10M05.00S,2022-10-27T04:03:09.8Z,4,REGULAR,rebound,defensive,[],201976,,,1610612747,86,76,2022-10-27T04:03:09Z,5100000,,,0,,P. Beverley REBOUND (Off:1 Def:3),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Left Center,,,513.0,4.0,3.0,1.0,,,,,,,,,,,,,,
515,PT09M53.00S,2022-10-27T04:03:21.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628972,12.959921156373195,39.46078431372549,1610612747,86,76,2022-10-27T04:04:29Z,5110000,53.0,69.0,1,left,MISS T. Brown Jr. 8' floating Shot - blocked,"[1628972, 201599]",1610612747.0,LAL,floating,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),8-16 Right,8.71,Missed,,,,,,,,,,,,,,Jordan,201599.0,,,
516,PT09M53.00S,2022-10-27T04:03:21.3Z,4,REGULAR,block,,[],201599,,,1610612747,86,76,2022-10-27T04:06:21Z,5120000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
517,PT09M51.00S,2022-10-27T04:03:23.3Z,4,REGULAR,rebound,defensive,[],1628432,,,1610612743,86,76,2022-10-27T04:03:24Z,5130000,,,0,,D. Reed REBOUND (Off:0 Def:1),[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,In The Paint (Non-RA),8-16 Right,,,515.0,1.0,1.0,0.0,,,,,,,,,,,,,,
518,PT09M41.00S,2022-10-27T04:03:33.5Z,4,REGULAR,3pt,Jump Shot,[],1628432,77.87450722733246,8.088235294117647,1610612743,86,76,2022-10-27T04:03:39Z,5140000,-210.0,155.0,1,right,MISS D. Reed 26' 3PT,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,,
519,PT09M37.00S,2022-10-27T04:03:37.5Z,4,REGULAR,rebound,defensive,[],1630346,,,1610612747,86,76,2022-10-27T04:03:39Z,5150000,,,0,,M. Ryan REBOUND (Off:0 Def:1),[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Left Center,,,518.0,1.0,1.0,0.0,,,,,,,,,,,,,,
520,PT09M26.00S,2022-10-27T04:03:49.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,13.485545335085414,51.470588235294116,1610612747,86,76,2022-10-27T04:03:55Z,5160000,-7.0,74.0,1,left,MISS L. James 7' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.47,Missed,,,,,,,,,,,,,,,,,,
521,PT09M24.00S,2022-10-27T04:03:51.1Z,4,REGULAR,rebound,offensive,[],1628972,,,1610612747,86,76,2022-10-27T04:03:55Z,5170000,,,0,,T. Brown Jr. REBOUND (Off:2 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,520.0,5.0,3.0,2.0,,,,,,,,,,,,,,
522,PT09M23.00S,2022-10-27T04:03:52.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630346,27.94021024967148,21.07843137254902,1610612747,86,79,2022-10-27T04:03:58Z,5180000,145.0,210.0,1,left,M. Ryan 25' 3PT  (3 PTS) (T. Brown Jr. 4 AST),"[1630346, 1628972]",1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,Above the Break 3,24+ Right Center,25.51,Made,,,,,3.0,,,,,,T. Brown Jr.,1628972.0,4.0,,,,,
524,PT09M21.00S,2022-10-27T04:03:57.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,86,79,2022-10-27T04:03:57Z,5200000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,out,[],201599,,,1610612743,86,79,2022-10-27T04:07:00Z,5210000,,,0,,SUB out: D. Jordan,[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,out,[],1628432,,,1610612743,86,79,2022-10-27T04:07:00Z,5220000,,,0,,SUB out: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,out,[],201976,,,1610612743,86,79,2022-10-27T04:07:00Z,5230000,,,0,,SUB out: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,in,[],1628971,,,1610612743,86,79,2022-10-27T04:07:00Z,5240000,,,0,,SUB in: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,in,[],203999,,,1610612743,86,79,2022-10-27T04:07:00Z,5250000,,,0,,SUB in: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT09M21.00S,2022-10-27T04:05:58.5Z,4,REGULAR,substitution,in,[],1629022,,,1610612743,86,79,2022-10-27T04:07:00Z,5260000,,,0,,SUB in: L. Walker IV,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT09M03.00S,2022-10-27T04:07:34.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201145,91.40932982917214,54.90196078431373,1610612743,86,79,2022-10-27T04:07:58Z,5270000,25.0,28.0,1,right,MISS J. Green driving finger roll Layup - blocked,"[201145, 203076]",1610612743.0,DEN,driving finger roll,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.74,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
532,PT09M03.00S,2022-10-27T04:07:34.8Z,4,REGULAR,block,,[],203076,,,1610612743,86,79,2022-10-27T04:07:37Z,5280000,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
533,PT09M03.00S,2022-10-27T04:07:34.8Z,4,REGULAR,rebound,offensive,[],203999,,,1610612743,86,79,2022-10-27T04:07:42Z,5290000,,,0,,N. Jokic REBOUND (Off:1 Def:12),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,531.0,13.0,12.0,1.0,,,,,,,,,,,,,,
534,PT09M03.00S,2022-10-27T04:07:41.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203999,94.40999984741211,50.0,1610612743,88,79,2022-10-27T04:07:41Z,5300000,0.0,0.0,1,right,N. Jokic putback Layup (25 PTS),[203999],1610612743.0,DEN,putback,,,Jokic,N. Jokic,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,25.0,,,,,,,,,,,,,
535,PT09M03.00S,2022-10-27T04:07:43.6Z,4,REGULAR,foul,personal,['1freethrow'],1630346,,,1610612743,88,79,2022-10-27T04:07:50Z,5310000,,,0,,M. Ryan shooting personal FOUL (2 PF) (Jokic 1 FT),"[1630346, 203999]",1610612747.0,LAL,shooting,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,,,,202037.0,2.0,0.0,Jokic,203999.0,,,,,,,,
537,PT09M03.00S,2022-10-27T04:07:58.7Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],203999,,,1610612743,89,79,2022-10-27T04:07:58Z,5330000,,,0,,N. Jokic Free Throw 1 of 1 (26 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,26.0,,,,,,,,,,,,,
538,PT08M56.00S,2022-10-27T04:08:11.4Z,4,REGULAR,3pt,Jump Shot,[],2544,32.14520367936925,39.950980392156865,1610612747,89,82,2022-10-27T04:08:16Z,5340000,50.0,250.0,1,left,L. James 25' 3PT pullup (19 PTS),[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,Above the Break 3,24+ Center,25.47,Made,,,,,19.0,,,,,,,,,,,,,
541,PT08M30.00S,2022-10-27T04:09:06.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630538,89.83245729303549,58.08823529411765,1610612743,89,82,2022-10-27T04:09:11Z,5370000,40.0,43.0,1,right,MISS B. Hyland driving floating Shot,[1630538],1610612743.0,DEN,driving floating,,,Hyland,B. Hyland,,,,,In The Paint (Non-RA),0-8 Center,5.91,Missed,,,,,,,,,,,,,,,,,,
542,PT08M29.00S,2022-10-27T04:09:07.9Z,4,REGULAR,rebound,defensive,[],2544,,,1610612747,89,82,2022-10-27T04:09:11Z,5380000,,,0,,L. James REBOUND (Off:1 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,541.0,6.0,5.0,1.0,,,,,,,,,,,,,,
543,PT08M13.00S,2022-10-27T04:09:24.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],2544,10.85742444152431,50.98039215686274,1610612747,89,82,2022-10-27T04:09:30Z,5390000,-5.0,50.0,1,left,MISS L. James driving Layup,[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,4.98,Missed,,,,,,,,,,,,,,,,,,
544,PT08M09.00S,2022-10-27T04:09:28.3Z,4,REGULAR,rebound,offensive,[],2544,,,1610612747,89,82,2022-10-27T04:09:30Z,5400000,,,0,,L. James REBOUND (Off:2 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,543.0,7.0,5.0,2.0,,,,,,,,,,,,,,
545,PT08M09.00S,2022-10-27T04:09:27.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,5.590000152587891,50.0,1610612747,89,82,2022-10-27T04:09:27Z,5410000,0.0,0.0,1,left,MISS L. James tip Layup,[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
546,PT08M08.00S,2022-10-27T04:09:28.6Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,89,82,2022-10-27T04:09:28Z,5420000,,,0,,B. Brown REBOUND (Off:2 Def:2),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,,,545.0,4.0,2.0,2.0,,,,,,,,,,,,,,
547,PT08M05.00S,2022-10-27T04:09:31.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630538,72.35545335085413,78.67647058823529,1610612743,92,82,2022-10-27T04:10:47Z,5430000,143.0,207.0,1,right,B. Hyland 25' 3PT running (6 PTS) (B. Brown 4 AST),"[1630538, 1628971]",1610612743.0,DEN,running,,,Hyland,B. Hyland,,,,,Above the Break 3,24+ Right Center,25.21,Made,,,,,6.0,,,,,,B. Brown,1628971.0,4.0,,,,,
550,PT07M58.00S,2022-10-27T04:09:45.1Z,4,REGULAR,substitution,out,[],1630538,,,1610612747,92,82,2022-10-27T04:09:48Z,5460000,,,0,,SUB out: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT07M58.00S,2022-10-27T04:09:45.1Z,4,REGULAR,substitution,in,[],203932,,,1610612747,92,82,2022-10-27T04:09:48Z,5470000,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT07M47.00S,2022-10-27T04:10:11.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629022,8.360709592641262,46.32352941176471,1610612747,92,84,2022-10-27T04:10:22Z,5480000,18.0,26.0,1,left,L. Walker IV driving Layup (14 PTS) (A. Davis 5 AST),"[1629022, 203076]",1610612747.0,LAL,driving,,,Walker IV,L. Walker IV,,,,,Restricted Area,0-8 Center,3.19,Made,,,,,14.0,,,,,,A. Davis,203076.0,5.0,,,,,
554,PT07M30.00S,2022-10-27T04:10:28.4Z,4,REGULAR,3pt,Jump Shot,[],203932,71.82982917214193,22.058823529411764,1610612743,92,84,2022-10-27T04:10:37Z,5500000,-140.0,212.0,1,right,MISS A. Gordon 25' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,25.41,Missed,,,,,,,,,,,,,,,,,,
555,PT07M26.00S,2022-10-27T04:10:32.4Z,4,REGULAR,rebound,offensive,[],1631128,,,1610612743,92,84,2022-10-27T04:11:43Z,5510000,,,0,,C. Braun REBOUND (Off:2 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,554.0,5.0,3.0,2.0,,,,,,,,,,,,,,
556,PT07M26.00S,2022-10-27T04:10:34.6Z,4,REGULAR,foul,personal,['2freethrow'],1630346,,,1610612743,92,84,2022-10-27T04:10:45Z,5520000,,,0,,M. Ryan shooting personal FOUL (3 PF) (Braun 2 FT),"[1630346, 1631128]",1610612747.0,LAL,shooting,,,Ryan,M. Ryan,,,,,Restricted Area,0-8 Center,,,,,,,,203591.0,3.0,0.0,Braun,1631128.0,,,,,,,,
558,PT07M26.00S,2022-10-27T04:11:02.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1631128,,,1610612743,93,84,2022-10-27T04:11:02Z,5540000,,,0,,C. Braun Free Throw 1 of 2 (7 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
559,PT07M26.00S,2022-10-27T04:11:18.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1631128,,,1610612743,93,84,2022-10-27T04:11:18Z,5550000,,,0,,MISS C. Braun Free Throw 2 of 2,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
560,PT07M23.00S,2022-10-27T04:11:20.2Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,93,84,2022-10-27T04:11:20Z,5560000,,,0,,A. Davis REBOUND (Off:0 Def:10),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,559.0,10.0,10.0,0.0,,,,,,,,,,,,,,
561,PT07M15.00S,2022-10-27T04:11:28.1Z,4,REGULAR,turnover,lost ball,[],2544,,,1610612747,93,84,2022-10-27T04:11:32Z,5570000,,,0,,L. James lost ball TURNOVER (8 TO),"[2544, 201145]",1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,8.0,Green,201145.0
562,PT07M15.00S,2022-10-27T04:11:28.1Z,4,REGULAR,steal,,[],201145,,,1610612743,93,84,2022-10-27T04:17:29Z,5580000,,,0,,J. Green STEAL (1 STL),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
563,PT07M11.00S,2022-10-27T04:11:32.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1631128,93.77463863337714,55.63725490196079,1610612743,95,84,2022-10-27T04:11:38Z,5590000,28.0,6.0,1,right,C. Braun running Layup (9 PTS) (J. Green 3 AST),"[1631128, 201145]",1610612743.0,DEN,running,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.88,Made,,,,,9.0,,,,,,J. Green,201145.0,3.0,,,,,
565,PT07M11.00S,2022-10-27T04:11:55.3Z,4,REGULAR,foul,technical,['1freethrow'],203005,,,1610612747,95,84,2022-10-27T04:12:07Z,5610000,,,0,,TEAM foul technical,[203005],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,203591.0,,,,,,,,,,,,
566,PT07M11.00S,2022-10-27T04:12:09.6Z,4,REGULAR,freethrow,1 of 1,[],203999,,,1610612747,96,84,2022-10-27T04:12:09Z,5620000,,,0,,N. Jokic technical Free Throw 1 of 1 (27 PTS),[203999],1610612743.0,DEN,technical,,,Jokic,N. Jokic,,,,,,,,Made,,,,,27.0,,,,,,,,,,,,,
567,PT07M11.00S,2022-10-27T04:12:16.4Z,4,REGULAR,substitution,out,[],1631128,,,1610612747,96,84,2022-10-27T04:12:29Z,5630000,,,0,,SUB out: C. Braun,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M11.00S,2022-10-27T04:12:16.4Z,4,REGULAR,substitution,in,[],1627750,,,1610612747,96,84,2022-10-27T04:12:29Z,5640000,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M01.00S,2022-10-27T04:12:41.0Z,4,REGULAR,3pt,Jump Shot,[],2544,23.866622864651774,91.42156862745098,1610612747,96,84,2022-10-27T04:12:47Z,5650000,-207.0,172.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
570,PT06M57.00S,2022-10-27T04:12:45.0Z,4,REGULAR,rebound,defensive,[],201145,,,1610612743,96,84,2022-10-27T04:12:47Z,5660000,,,0,,J. Green REBOUND (Off:0 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,569.0,3.0,3.0,0.0,,,,,,,,,,,,,,
572,PT06M44.00S,2022-10-27T04:12:56.9Z,4,REGULAR,3pt,Jump Shot,[],1628971,91.27792378449409,3.431372549019608,1610612743,96,84,2022-10-27T04:13:01Z,5670000,-233.0,29.0,1,right,MISS B. Brown 3PT,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
573,PT06M42.00S,2022-10-27T04:12:58.9Z,4,REGULAR,rebound,defensive,[],203076,,,1610612747,96,84,2022-10-27T04:13:01Z,5680000,,,0,,A. Davis REBOUND (Off:0 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,572.0,11.0,11.0,0.0,,,,,,,,,,,,,,
574,PT06M32.00S,2022-10-27T04:13:09.7Z,4,REGULAR,3pt,Jump Shot,[],2544,10.726018396846255,95.34313725490196,1610612747,96,84,2022-10-27T04:13:16Z,5690000,-227.0,48.0,1,left,MISS L. James 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
575,PT06M29.00S,2022-10-27T04:13:12.7Z,4,REGULAR,rebound,offensive,[],203076,,,1610612747,96,84,2022-10-27T04:13:16Z,5700000,,,0,,A. Davis REBOUND (Off:1 Def:11),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,Left Corner 3,24+ Left,,,574.0,12.0,11.0,1.0,,,,,,,,,,,,,,
576,PT06M27.00S,2022-10-27T04:13:14.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203076,7.966491458607096,44.11764705882353,1610612747,96,84,2022-10-27T04:13:19Z,5710000,29.0,22.0,1,left,MISS A. Davis putback Layup,[203076],1610612747.0,LAL,putback,,,Davis,A. Davis,,,,,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,
577,PT06M27.00S,2022-10-27T04:13:14.8Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,96,84,2022-10-27T04:13:19Z,5720000,,,0,,B. Brown REBOUND (Off:2 Def:3),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,576.0,5.0,3.0,2.0,,,,,,,,,,,,,,
578,PT06M19.00S,2022-10-27T04:13:23.2Z,4,REGULAR,3pt,Jump Shot,[],1627750,90.09526938239159,3.6764705882352944,1610612743,99,84,2022-10-27T04:13:27Z,5730000,-232.0,41.0,1,right,J. Murray 3PT  (13 PTS) (A. Gordon 5 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,23.51,Made,,,,,13.0,,,,,,A. Gordon,203932.0,5.0,,,,,
580,PT06M16.00S,2022-10-27T04:13:32.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,99,84,2022-10-27T04:13:32Z,5750000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT06M16.00S,2022-10-27T04:16:29.1Z,4,REGULAR,substitution,out,[],1628972,,,1610612747,99,84,2022-10-27T04:16:49Z,5760000,,,0,,SUB out: T. Brown Jr.,[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M16.00S,2022-10-27T04:16:29.1Z,4,REGULAR,substitution,out,[],1630346,,,1610612747,99,84,2022-10-27T04:16:49Z,5770000,,,0,,SUB out: M. Ryan,[1630346],1610612747.0,LAL,,,,Ryan,M. Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PT06M16.00S,2022-10-27T04:16:29.1Z,4,REGULAR,substitution,in,[],1630559,,,1610612747,99,84,2022-10-27T04:16:49Z,5780000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT06M16.00S,2022-10-27T04:16:29.1Z,4,REGULAR,substitution,in,[],201976,,,1610612747,99,84,2022-10-27T04:16:49Z,5790000,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT05M56.00S,2022-10-27T04:17:19.7Z,4,REGULAR,3pt,Jump Shot,[],1630559,26.757555847568987,17.15686274509804,1610612747,99,87,2022-10-27T04:17:29Z,5800000,164.0,199.0,1,left,A. Reaves 25' 3PT  (8 PTS) (P. Beverley 3 AST),"[1630559, 201976]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Above the Break 3,24+ Right Center,25.8,Made,,,,,8.0,,,,,,P. Beverley,201976.0,3.0,,,,,
587,PT05M37.00S,2022-10-27T04:17:37.5Z,4,REGULAR,3pt,Jump Shot,[],203999,69.07030223390277,25.98039215686275,1610612743,99,87,2022-10-27T04:17:43Z,5820000,-120.0,238.0,1,right,MISS N. Jokic 26' 3PT,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Above the Break 3,24+ Left Center,26.68,Missed,,,,,,,,,,,,,,,,,,
588,PT05M34.00S,2022-10-27T04:17:40.5Z,4,REGULAR,rebound,offensive,[],201145,,,1610612743,99,87,2022-10-27T04:17:43Z,5830000,,,0,,J. Green REBOUND (Off:1 Def:3),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,587.0,4.0,3.0,1.0,,,,,,,,,,,,,,
589,PT05M28.00S,2022-10-27T04:17:49.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201976,,,1610612743,99,87,2022-10-27T04:17:56Z,5840000,,,0,,P. Beverley shooting personal FOUL (3 PF) (Jokic 2 FT),"[201976, 203999]",1610612747.0,LAL,shooting,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,3.0,1.0,Jokic,203999.0,,,,,,,,
591,PT05M28.00S,2022-10-27T04:18:10.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],203999,,,1610612743,100,87,2022-10-27T04:18:10Z,5860000,,,0,,N. Jokic Free Throw 1 of 2 (28 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,,
592,PT05M28.00S,2022-10-27T04:18:29.7Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],203999,,,1610612743,101,87,2022-10-27T04:18:29Z,5870000,,,0,,N. Jokic Free Throw 2 of 2 (29 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,29.0,,,,,,,,,,,,,
593,PT05M20.00S,2022-10-27T04:18:43.0Z,4,REGULAR,foul,personal,[],203999,,,1610612747,101,87,2022-10-27T04:18:46Z,5880000,,,0,,N. Jokic personal FOUL (2 PF),"[203999, 203076]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,203591.0,2.0,0.0,Davis,203076.0,,,,,,,,
595,PT05M11.00S,2022-10-27T04:19:04.7Z,4,REGULAR,3pt,Jump Shot,[],1629022,6.783837056504599,96.32352941176471,1610612747,101,87,2022-10-27T04:19:08Z,5900000,-232.0,11.0,1,left,MISS L. Walker IV 3PT,[1629022],1610612747.0,LAL,,,,Walker IV,L. Walker IV,,,,,Left Corner 3,24+ Left,23.19,Missed,,,,,,,,,,,,,,,,,,
596,PT05M09.00S,2022-10-27T04:19:06.7Z,4,REGULAR,rebound,defensive,[],203932,,,1610612743,101,87,2022-10-27T04:19:08Z,5910000,,,0,,A. Gordon REBOUND (Off:3 Def:6),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,595.0,9.0,6.0,3.0,,,,,,,,,,,,,,
597,PT05M02.00S,2022-10-27T04:19:13.9Z,4,REGULAR,2pt,Jump Shot,[],1627750,91.5407358738502,19.607843137254903,1610612743,101,87,2022-10-27T04:19:20Z,5920000,-152.0,27.0,1,right,MISS J. Murray 15' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,15.44,Missed,,,,,,,,,,,,,,,,,,
