actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
96,PT05M07.00S,2022-03-06T01:53:57.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203490,10.82457293035479,45.833333333333336,1610612744,17,11,2022-03-06T01:54:02Z,920000,21.0,49.0,1,left,MISS O. Porter Jr. driving Hook,[203490],1610612744.0,GSW,driving,,,Porter Jr.,O. Porter Jr.,,,,,5.35,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M04.00S,2022-03-06T01:54:00.5Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,17,11,2022-03-06T01:54:02Z,930000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT04M55.00S,2022-03-06T01:54:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.8508541392904,54.65686274509804,1610612747,19,11,2022-03-06T02:01:58Z,940000,23.0,34.0,1,right,L. James reverse Layup (10 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,reverse,,,James,L. James,,,,,4.08,Made,,,,,10.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,
101,PT04M55.00S,2022-03-06T01:54:16.1Z,1,REGULAR,foul,personal,['1freethrow'],1630228,,,1610612747,19,11,2022-03-06T01:54:24Z,960000,,,0,,J. Kuminga shooting personal FOUL (1 PF) (James 1 FT),"[1630228, 2544]",1610612744.0,GSW,shooting,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,201639.0,,,1.0,0.0,James,2544.0,
103,PT04M55.00S,2022-03-06T01:54:41.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,19,11,2022-03-06T01:55:15Z,980000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M55.00S,2022-03-06T01:57:10.6Z,1,REGULAR,substitution,out,[],203490,,,1610612747,19,11,2022-03-06T01:58:10Z,990000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M55.00S,2022-03-06T01:57:10.6Z,1,REGULAR,substitution,in,[],1630541,,,1610612747,19,11,2022-03-06T01:58:10Z,1000000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M55.00S,2022-03-06T01:58:29.3Z,1,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,20,11,2022-03-06T01:58:29Z,1010000,,,0,,L. James Free Throw 1 of 1 (11 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
107,PT04M43.00S,2022-03-06T01:58:43.4Z,1,REGULAR,2pt,Jump Shot,[],201939,22.651116951379763,73.2843137254902,1610612744,20,11,2022-03-06T01:58:54Z,1020000,-116.0,160.0,1,left,MISS S. Curry 19' step back Shot,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,19.82,Missed,,,,,,,,,,,,,,,,,,,
108,PT04M39.00S,2022-03-06T01:58:46.6Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,20,11,2022-03-06T01:58:46Z,1030000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,107.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
109,PT04M35.00S,2022-03-06T01:58:51.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2544,67.85479632063075,63.72549019607843,1610612747,20,11,2022-03-06T01:59:04Z,1040000,69.0,250.0,1,right,MISS L. James 25' running pullup 3PT,[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,25.9,Missed,,,,,,,,,,,,,,,,,,,
110,PT04M35.00S,2022-03-06T01:58:51.0Z,1,REGULAR,rebound,offensive,[],1626169,,,1610612747,20,11,2022-03-06T01:59:04Z,1050000,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,109.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
111,PT04M25.00S,2022-03-06T01:59:01.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,67.32917214191853,68.62745098039215,1610612747,20,11,2022-03-06T01:59:08Z,1060000,93.0,255.0,1,right,MISS M. Monk 27' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
112,PT04M25.00S,2022-03-06T01:59:01.0Z,1,REGULAR,rebound,offensive,[],2544,,,1610612747,20,11,2022-03-06T01:59:08Z,1070000,,,0,,L. James REBOUND (Off:1 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,111.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
113,PT04M19.00S,2022-03-06T01:59:06.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,94.40999984741211,50.0,1610612747,22,11,2022-03-06T01:59:06Z,1080000,0.0,0.0,1,right,L. James putback Layup (13 PTS),[2544],1610612747.0,LAL,putback,,,James,L. James,,,,,0.0,Made,,,,,13.0,,,,,,,,,,,,,,
114,PT04M07.00S,2022-03-06T01:59:18.7Z,1,REGULAR,turnover,lost ball,[],1630228,,,1610612744,22,11,2022-03-06T02:00:00Z,1090000,,,0,,J. Kuminga lost ball TURNOVER (1 TO),"[1630228, 1628370]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,1.0,Monk,1628370.0,,,,,,,,
115,PT04M07.00S,2022-03-06T01:59:18.7Z,1,REGULAR,steal,,[],1628370,,,1610612747,22,11,2022-03-06T01:59:22Z,1100000,,,0,,M. Monk STEAL (2 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M02.00S,2022-03-06T01:59:24.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628370,90.98226018396846,95.34313725490196,1610612747,25,11,2022-03-06T01:59:32Z,1110000,227.0,32.0,1,right,M. Monk 3PT running (6 PTS) (A. Reaves 1 AST),"[1628370, 1630559]",1610612747.0,LAL,running,,,Monk,M. Monk,,,,,22.9,Made,,,,,6.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,
118,PT03M45.00S,2022-03-06T01:59:40.8Z,1,REGULAR,2pt,Jump Shot,[],201939,17.526281208935615,27.941176470588232,1610612744,25,13,2022-03-06T01:59:48Z,1130000,110.0,112.0,1,left,S. Curry 15' pullup Jump Shot (7 PTS) (J. Poole 1 AST),"[201939, 1629673]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,15.73,Made,,,,,7.0,J. Poole,1629673.0,1.0,,,,,,,,,,,
120,PT03M28.00S,2022-03-06T01:59:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.8508541392904,54.16666666666667,1610612747,25,13,2022-03-06T02:03:49Z,1150000,21.0,34.0,1,right,MISS L. James cutting Layup,[2544],1610612747.0,LAL,cutting,,,James,L. James,,,,,3.94,Missed,,,,,,,,,,,,,,,,,,,
121,PT03M25.00S,2022-03-06T02:00:01.6Z,1,REGULAR,rebound,defensive,[],203952,,,1610612744,25,13,2022-03-06T02:00:04Z,1160000,,,0,,A. Wiggins REBOUND (Off:1 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,120.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
122,PT03M20.00S,2022-03-06T02:00:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,6.8823915900131425,53.67647058823529,1610612744,25,15,2022-03-06T02:00:19Z,1170000,-18.0,12.0,1,left,J. Poole driving Layup (2 PTS),[1629673],1610612744.0,GSW,driving,,,Poole,J. Poole,,,,,2.21,Made,,,,,2.0,,,,,,,,,,,,,,
123,PT03M19.00S,2022-03-06T02:00:17.0Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,25,15,2022-03-06T02:00:25Z,1180000,,,0,,TEAM delay-of-game VIOLATION,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,,,
124,PT02M56.00S,2022-03-06T02:00:41.6Z,1,REGULAR,3pt,Jump Shot,[],1629659,80.86399474375821,6.127450980392155,1610612747,25,15,2022-03-06T02:00:48Z,1190000,-219.0,127.0,1,right,MISS T. Horton-Tucker 25' step back 3PT,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M53.00S,2022-03-06T02:00:44.6Z,1,REGULAR,rebound,defensive,[],1630228,,,1610612744,25,15,2022-03-06T02:00:48Z,1200000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,124.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
129,PT02M50.00S,2022-03-06T02:01:08.1Z,1,REGULAR,foul,personal,[],1629659,,,1610612744,25,15,2022-03-06T02:01:22Z,1240000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 201939]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,1626300.0,,,1.0,0.0,Curry,201939.0,
131,PT02M50.00S,2022-03-06T02:01:19.0Z,1,REGULAR,substitution,out,[],1630559,,,1610612744,25,15,2022-03-06T02:01:22Z,1260000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M50.00S,2022-03-06T02:01:19.0Z,1,REGULAR,substitution,in,[],202340,,,1610612744,25,15,2022-03-06T02:01:22Z,1270000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M50.00S,2022-03-06T02:01:26.1Z,1,REGULAR,substitution,out,[],2544,,,1610612744,25,15,2022-03-06T02:01:45Z,1280000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M50.00S,2022-03-06T02:01:26.1Z,1,REGULAR,substitution,out,[],203952,,,1610612744,25,15,2022-03-06T02:01:45Z,1290000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M50.00S,2022-03-06T02:01:26.1Z,1,REGULAR,substitution,in,[],2546,,,1610612744,25,15,2022-03-06T02:01:45Z,1300000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M50.00S,2022-03-06T02:01:26.1Z,1,REGULAR,substitution,in,[],1629308,,,1610612744,25,15,2022-03-06T02:01:45Z,1310000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M43.00S,2022-03-06T02:01:56.3Z,1,REGULAR,turnover,traveling,[],201939,,,1610612744,25,15,2022-03-06T02:02:07Z,1320000,,,0,,S. Curry traveling TURNOVER (2 TO),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,2.0,,,1626300.0,,,,,,,
138,PT02M26.00S,2022-03-06T02:02:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629659,85.06898817345598,56.372549019607845,1610612747,25,15,2022-03-06T02:02:35Z,1330000,32.0,88.0,1,right,MISS T. Horton-Tucker 9' turnaround fadeaway Shot,[1629659],1610612747.0,LAL,turnaround fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,9.35,Missed,,,,,,,,,,,,,,,,,,,
139,PT02M19.00S,2022-03-06T02:02:35.0Z,1,REGULAR,rebound,offensive,[],1626169,,,1610612747,25,15,2022-03-06T02:02:35Z,1340000,,,0,,S. Johnson REBOUND (Off:2 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,138.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
140,PT02M19.00S,2022-03-06T02:02:34.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626169,94.40999984741211,50.0,1610612747,27,15,2022-03-06T02:02:38Z,1350000,0.0,0.0,1,right,S. Johnson putback Layup (2 PTS),[1626169],1610612747.0,LAL,putback,,,Johnson,S. Johnson,,,,,0.0,Made,,,,,2.0,,,,,,,,,,,,,,
141,PT02M13.00S,2022-03-06T02:02:40.0Z,1,REGULAR,3pt,Jump Shot,[],1629673,31.84954007884363,29.65686274509804,1610612744,27,18,2022-03-06T02:02:45Z,1360000,102.0,247.0,1,left,J. Poole 26' 3PT  (5 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.7,Made,,,,,5.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,
143,PT01M49.00S,2022-03-06T02:03:04.2Z,1,REGULAR,turnover,bad pass,[],1626169,,,1610612747,27,18,2022-03-06T02:03:09Z,1380000,,,0,,S. Johnson bad pass TURNOVER (1 TO),"[1626169, 1629673]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,1.0,Poole,1629673.0,,,,,,,,
144,PT01M49.00S,2022-03-06T02:03:04.2Z,1,REGULAR,steal,,[],1629673,,,1610612744,27,18,2022-03-06T02:03:06Z,1390000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M44.00S,2022-03-06T02:03:09.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629673,31.45532194480947,27.696078431372555,1610612744,27,21,2022-03-06T02:03:15Z,1400000,112.0,243.0,1,left,J. Poole 26' 3PT running pullup (8 PTS),[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,26.75,Made,,,,,8.0,,,,,,,,,,,,,,
146,PT01M30.00S,2022-03-06T02:03:35.3Z,1,REGULAR,2pt,Jump Shot,[],2546,90.71944809461235,71.81372549019608,1610612747,29,21,2022-03-06T02:03:43Z,1410000,109.0,35.0,1,right,C. Anthony 11' fadeaway Jump Shot (2 PTS),[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,11.45,Made,,,,,2.0,,,,,,,,,,,,,,
148,PT01M06.00S,2022-03-06T02:03:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201939,14.635348226018394,51.96078431372549,1610612744,29,21,2022-03-06T02:06:38Z,1430000,-10.0,85.0,1,left,MISS S. Curry 8' driving finger roll Layup,[201939],1610612744.0,GSW,driving finger roll,,,Curry,S. Curry,,,,,8.57,Missed,,,,,,,,,,,,,,,,,,,
149,PT01M04.00S,2022-03-06T02:04:01.4Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,29,21,2022-03-06T02:04:08Z,1440000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
150,PT00M59.50S,2022-03-06T02:04:05.9Z,1,REGULAR,3pt,Jump Shot,[],2546,66.27792378449408,63.970588235294116,1610612747,32,21,2022-03-06T02:04:12Z,1450000,70.0,264.0,1,right,C. Anthony 27' 3PT  (5 PTS) (S. Johnson 3 AST),"[2546, 1626169]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,27.36,Made,,,,,5.0,S. Johnson,1626169.0,3.0,,,,,,,,,,,
152,PT00M54.80S,2022-03-06T02:04:16.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630541,5.305519053876466,49.754901960784316,1610612744,32,23,2022-03-06T02:04:22Z,1470000,1.0,-3.0,1,left,M. Moody driving DUNK (2 PTS) (J. Poole 2 AST),"[1630541, 1629673]",1610612744.0,GSW,driving,,,Moody,M. Moody,,,,,0.29,Made,,,,,2.0,J. Poole,1629673.0,2.0,,,,,,,,,,,
154,PT00M45.50S,2022-03-06T02:04:36.5Z,1,REGULAR,3pt,Jump Shot,[],202340,90.8508541392904,3.9215686274509807,1610612747,32,23,2022-03-06T02:04:42Z,1490000,-230.0,34.0,1,right,MISS A. Bradley 3PT,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M41.70S,2022-03-06T02:04:40.3Z,1,REGULAR,rebound,defensive,[],201939,,,1610612744,32,23,2022-03-06T02:04:42Z,1500000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
156,PT00M38.90S,2022-03-06T02:04:43.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201939,28.170170827858072,16.17647058823529,1610612744,32,23,2022-03-06T02:04:52Z,1510000,169.0,212.0,1,left,MISS S. Curry 27' running pullup 3PT,[201939],1610612744.0,GSW,running pullup,,,Curry,S. Curry,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M35.80S,2022-03-06T02:04:46.3Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,32,23,2022-03-06T02:04:52Z,1520000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
158,PT00M30.60S,2022-03-06T02:04:51.5Z,1,REGULAR,turnover,lost ball,[],1629659,,,1610612747,32,23,2022-03-06T02:04:57Z,1530000,,,0,,T. Horton-Tucker lost ball TURNOVER (1 TO),"[1629659, 1629308]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,1.0,Toscano-Anderson,1629308.0,,,,,,,,
159,PT00M30.60S,2022-03-06T02:04:51.5Z,1,REGULAR,steal,,[],1629308,,,1610612744,32,23,2022-03-06T02:04:55Z,1540000,,,0,,J. Toscano-Anderson STEAL (1 STL),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M25.70S,2022-03-06T02:04:57.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630541,5.305519053876466,48.774509803921575,1610612744,32,25,2022-03-06T02:08:57Z,1550000,6.0,-3.0,1,left,M. Moody running Layup (4 PTS) (J. Toscano-Anderson 2 AST),"[1630541, 1629308]",1610612744.0,GSW,running,,,Moody,M. Moody,,,,,0.66,Made,,,,,4.0,J. Toscano-Anderson,1629308.0,2.0,,,,,,,,,,,
162,PT00M01.60S,2022-03-06T02:05:31.4Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,32,25,2022-03-06T02:05:39Z,1570000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,200834.0,,,,,,,
163,PT00M00.00S,2022-03-06T02:05:54.5Z,1,REGULAR,turnover,bad pass,[],1629308,,,1610612744,32,25,2022-03-06T02:06:06Z,1580000,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1626169]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,1.0,Johnson,1626169.0,,,,,,,,
164,PT00M00.00S,2022-03-06T02:05:54.5Z,1,REGULAR,steal,,[],1626169,,,1610612747,32,25,2022-03-06T02:05:56Z,1590000,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M00.00S,2022-03-06T02:05:57.1Z,1,REGULAR,period,end,[],0,,,1610612747,32,25,2022-03-06T02:05:57Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,out,['startperiod'],1629659,,,1610612747,32,25,2022-03-06T02:09:38Z,1610000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612747,32,25,2022-03-06T02:09:38Z,1620000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,out,['startperiod'],1626169,,,1610612747,32,25,2022-03-06T02:09:38Z,1630000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,out,['startperiod'],201939,,,1610612747,32,25,2022-03-06T02:09:38Z,1640000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,in,['startperiod'],201566,,,1610612747,32,25,2022-03-06T02:09:38Z,1650000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,in,['startperiod'],201571,,,1610612747,32,25,2022-03-06T02:09:38Z,1660000,,,0,,SUB in: D. Augustin,[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,32,25,2022-03-06T02:09:38Z,1670000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-03-06T02:09:05.5Z,2,REGULAR,substitution,in,['startperiod'],202691,,,1610612747,32,25,2022-03-06T02:09:38Z,1680000,,,0,,SUB in: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-03-06T02:09:44.4Z,2,REGULAR,period,start,[],0,,,1610612744,32,25,2022-03-06T02:09:44Z,1690000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M46.00S,2022-03-06T02:09:58.0Z,2,REGULAR,3pt,Jump Shot,[],1630228,33.6892247043364,54.16666666666667,1610612744,32,28,2022-03-06T02:10:03Z,1700000,-21.0,264.0,1,left,J. Kuminga 26' 3PT  (3 PTS) (J. Poole 3 AST),"[1630228, 1629673]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,26.5,Made,,,,,3.0,J. Poole,1629673.0,3.0,,,,,,,,,,,
177,PT11M22.00S,2022-03-06T02:10:23.7Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,32,28,2022-03-06T02:10:34Z,1720000,,,0,,R. Westbrook step out-of-bounds TURNOVER (1 TO),[201566],1610612747.0,LAL,step,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1.0,,,1626300.0,,,,,,,
178,PT11M10.00S,2022-03-06T02:10:45.8Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,32,28,2022-03-06T02:11:30Z,1730000,,,0,,J. Kuminga charge offensive FOUL (2 PF),"[1630228, 201566]",1610612744.0,GSW,charge,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,201639.0,,,2.0,0.0,Westbrook,201566.0,
180,PT11M10.00S,2022-03-06T02:10:45.8Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,32,28,2022-03-06T02:11:01Z,1750000,,,0,,J. Kuminga offensive foul TURNOVER (2 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,2.0,,,200834.0,,,,,,,
181,PT10M48.00S,2022-03-06T02:11:22.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",2544,84.1491458607096,64.4607843137255,1610612747,32,28,2022-03-06T02:11:27Z,1760000,72.0,96.0,1,right,MISS L. James 12' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,12.06,Missed,,,,,,,,,,,,,,,,,,,
182,PT10M46.00S,2022-03-06T02:11:24.7Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,32,28,2022-03-06T02:11:27Z,1770000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,181.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
183,PT10M42.00S,2022-03-06T02:11:28.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,33.820630749014455,74.75490196078431,1610612744,32,31,2022-03-06T02:12:33Z,1780000,-124.0,265.0,1,left,J. Poole 29' 3PT running (11 PTS) (J. Toscano-Anderson 3 AST),"[1629673, 1629308]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,29.29,Made,,,,,11.0,J. Toscano-Anderson,1629308.0,3.0,,,,,,,,,,,
185,PT10M18.00S,2022-03-06T02:11:52.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.42772667542707,53.67647058823529,1610612747,34,31,2022-03-06T02:11:57Z,1800000,18.0,19.0,1,right,L. James cutting Layup (15 PTS) (D. Augustin 1 AST),"[2544, 201571]",1610612747.0,LAL,cutting,,,James,L. James,,,,,2.62,Made,,,,,15.0,D. Augustin,201571.0,1.0,,,,,,,,,,,
187,PT10M08.00S,2022-03-06T02:12:02.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629673,6.093955321944804,43.38235294117647,1610612744,34,31,2022-03-06T02:12:08Z,1820000,33.0,5.0,1,left,MISS J. Poole driving bank Hook,[1629673],1610612744.0,GSW,driving bank,,,Poole,J. Poole,,,,,3.34,Missed,,,,,,,,,,,,,,,,,,,
188,PT10M06.00S,2022-03-06T02:12:04.4Z,2,REGULAR,rebound,defensive,[],201571,,,1610612747,34,31,2022-03-06T02:12:08Z,1830000,,,0,,D. Augustin REBOUND (Off:0 Def:1),[201571],1610612747.0,LAL,,,,Augustin,D. Augustin,,,,,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
