actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
269,PT04M36.00S,2021-12-13T03:23:27.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,37,40,2021-12-13T03:37:03Z,2627500,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT04M35.00S,2021-12-13T03:23:36.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,37,40,2021-12-13T03:25:20Z,2628750,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M25.00S,2021-12-13T03:23:50.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201566,12.00722733245729,27.941176470588232,1610612747,39,40,2021-12-13T03:43:39Z,2680000,110.0,60.0,1,left,R. Westbrook 12' Jump Shot (8 PTS) (D. Howard 1 AST),"[201566, 2730]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,12.58,Made,,,,,8.0,D. Howard,2730.0,1.0,,,,,,,,,,
273,PT04M15.00S,2021-12-13T03:24:00.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201577,91.37647831800263,51.96078431372549,1610612753,39,42,2021-12-13T03:24:07Z,2700000,10.0,29.0,1,right,R. Lopez DUNK (5 PTS) (T. Ross 1 AST),"[201577, 203082]",1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,3.02,Made,,,,,5.0,T. Ross,203082.0,1.0,,,,,,,,,,
275,PT04M02.00S,2021-12-13T03:24:20.7Z,2,REGULAR,3pt,Jump Shot,[],1629659,27.513140604467807,20.09803921568627,1610612747,39,42,2021-12-13T03:24:28Z,2720000,150.0,206.0,1,left,MISS T. Horton-Tucker 25' 3PT,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,25.46,Missed,,,,,,,,,,,,,,,,,,
276,PT03M59.00S,2021-12-13T03:24:23.7Z,2,REGULAR,rebound,defensive,[],201577,,,1610612753,39,42,2021-12-13T03:24:28Z,2730000,,,0,,R. Lopez REBOUND (Off:2 Def:2),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,275.0,4.0,2.0,2.0,,,,,,,,,,,,,,
277,PT03M38.00S,2021-12-13T03:24:47.6Z,2,REGULAR,3pt,Jump Shot,[],1630175,68.04369250985545,52.428002450980394,1610612753,39,42,2021-12-13T03:25:07Z,2740000,12.0,248.0,1,right,MISS C. Anthony 24' 3PT - blocked,"[1630175, 202340]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,24.82,Missed,,,,,,,,,,,,,,,,,Bradley,202340.0
278,PT03M38.00S,2021-12-13T03:24:47.6Z,2,REGULAR,block,,[],202340,,,1610612753,39,42,2021-12-13T03:24:50Z,2750000,,,0,,A. Bradley BLOCK (1 BLK),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M37.00S,2021-12-13T03:24:48.6Z,2,REGULAR,rebound,offensive,[],203082,,,1610612753,39,42,2021-12-13T03:25:07Z,2760000,,,0,,T. Ross REBOUND (Off:1 Def:0),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,277.0,1.0,0.0,1.0,,,,,,,,,,,,,,
280,PT03M37.00S,2021-12-13T03:24:53.2Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612753,39,42,2021-12-13T03:24:59Z,2770000,,,0,,ORL shot clock Team TURNOVER,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,
283,PT03M23.00S,2021-12-13T03:25:26.3Z,2,REGULAR,foul,personal,['2freethrow'],201577,,,1610612747,39,42,2021-12-13T03:26:32Z,2800000,,,0,,R. Lopez shooting personal FOUL (1 PF) (Howard 2 FT),"[201577, 2730]",1610612753.0,ORL,shooting,,,Lopez,R. Lopez,,,,,,,,,,,,,,,2005.0,,,,1.0,0.0,Howard,2730.0,,
285,PT03M23.00S,2021-12-13T03:25:40.5Z,2,REGULAR,substitution,out,[],1629659,,,1610612747,39,42,2021-12-13T03:25:45Z,2820000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M23.00S,2021-12-13T03:25:40.5Z,2,REGULAR,substitution,in,[],2544,,,1610612747,39,42,2021-12-13T03:25:45Z,2830000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M23.00S,2021-12-13T03:26:44.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],2730,,,1610612747,39,42,2021-12-13T03:26:44Z,2840000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,
288,PT03M23.00S,2021-12-13T03:26:44.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,39,42,2021-12-13T03:26:44Z,2850000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,287.0,,,,,,,,,,,,,,,,,
289,PT03M23.00S,2021-12-13T03:27:00.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],2730,,,1610612747,40,42,2021-12-13T03:27:00Z,2860000,,,0,,D. Howard Free Throw 2 of 2 (3 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
290,PT03M05.00S,2021-12-13T03:27:20.0Z,2,REGULAR,3pt,Jump Shot,[],203082,74.03088042049934,85.5392156862745,1610612753,40,45,2021-12-13T03:27:25Z,2870000,178.0,192.0,1,right,T. Ross 26' 3PT  (8 PTS) (R. Lopez 2 AST),"[203082, 201577]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.13,Made,,,,,8.0,R. Lopez,201577.0,2.0,,,,,,,,,,
292,PT02M47.00S,2021-12-13T03:27:38.6Z,2,REGULAR,3pt,Jump Shot,[],202340,12.13863337713535,96.32352941176471,1610612747,43,45,2021-12-13T03:27:44Z,2890000,-232.0,62.0,1,left,A. Bradley 3PT  (3 PTS) (R. Westbrook 3 AST),"[202340, 201566]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,23.97,Made,,,,,3.0,R. Westbrook,201566.0,3.0,,,,,,,,,,
294,PT02M25.00S,2021-12-13T03:28:01.0Z,2,REGULAR,3pt,Jump Shot,[],1630175,69.56307490144546,24.509803921568633,1610612753,43,48,2021-12-13T03:28:24Z,2910000,-127.0,234.0,1,right,C. Anthony 26' 3PT pullup (11 PTS),[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,26.61,Made,,,,,11.0,,,,,,,,,,,,,
295,PT02M25.00S,2021-12-13T03:28:08.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,43,48,2021-12-13T03:28:08Z,2920000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,out,[],1628370,,,1610612747,43,48,2021-12-13T03:30:56Z,2930000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
297,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,out,[],2730,,,1610612747,43,48,2021-12-13T03:30:56Z,2940000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
298,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,out,[],1629643,,,1610612747,43,48,2021-12-13T03:30:56Z,2950000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,in,[],2546,,,1610612747,43,48,2021-12-13T03:30:56Z,2960000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,in,[],1629659,,,1610612747,43,48,2021-12-13T03:30:56Z,2970000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M25.00S,2021-12-13T03:30:35.5Z,2,REGULAR,substitution,in,[],1628976,,,1610612747,43,48,2021-12-13T03:30:56Z,2980000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M10.00S,2021-12-13T03:31:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.539421813403408,51.71568627450981,1610612747,45,48,2021-12-13T03:31:17Z,2990000,-9.0,18.0,1,left,T. Horton-Tucker cutting Layup (9 PTS) (L. James 3 AST),"[1629659, 2544]",1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,2.03,Made,,,,,9.0,L. James,2544.0,3.0,,,,,,,,,,
304,PT01M57.00S,2021-12-13T03:31:26.6Z,2,REGULAR,foul,personal,['3freethrow'],2546,,,1610612753,45,48,2021-12-13T03:31:42Z,3010000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Ross 3 FT),"[2546, 203082]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,2005.0,,,,1.0,0.0,Ross,203082.0,,
306,PT01M57.00S,2021-12-13T03:32:01.7Z,2,REGULAR,freethrow,1 of 3,[],203082,,,1610612753,45,49,2021-12-13T03:32:01Z,3030000,,,0,,T. Ross Free Throw 1 of 3 (9 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
307,PT01M57.00S,2021-12-13T03:32:19.9Z,2,REGULAR,freethrow,2 of 3,[],203082,,,1610612753,45,50,2021-12-13T03:32:19Z,3040000,,,0,,T. Ross Free Throw 2 of 3 (10 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
308,PT01M57.00S,2021-12-13T03:32:20.6Z,2,REGULAR,substitution,out,[],201577,,,1610612753,45,50,2021-12-13T03:32:24Z,3050000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M57.00S,2021-12-13T03:32:20.6Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,45,50,2021-12-13T03:32:24Z,3060000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M57.00S,2021-12-13T03:32:40.2Z,2,REGULAR,freethrow,3 of 3,[],203082,,,1610612753,45,51,2021-12-13T03:32:40Z,3070000,,,0,,T. Ross Free Throw 3 of 3 (11 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
311,PT01M44.00S,2021-12-13T03:32:54.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.933639947437584,47.549019607843135,1610612747,45,51,2021-12-13T03:33:20Z,3080000,12.0,22.0,1,left,MISS T. Horton-Tucker cutting Layup,[1629659],1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,2.53,Missed,,,,,,,,,,,,,,,,,,
312,PT01M42.00S,2021-12-13T03:32:56.1Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,45,51,2021-12-13T03:33:20Z,3090000,,,0,,F. Wagner REBOUND (Off:0 Def:4),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,311.0,4.0,4.0,0.0,,,,,,,,,,,,,,
313,PT01M23.00S,2021-12-13T03:33:14.6Z,2,REGULAR,2pt,Jump Shot,[],1630532,76.26478318002628,60.78431372549019,1610612753,45,51,2021-12-13T03:33:26Z,3100000,54.0,171.0,1,right,MISS F. Wagner 17' step back Shot,[1630532],1610612753.0,ORL,step back,,,Wagner,F. Wagner,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,
314,PT01M21.00S,2021-12-13T03:33:16.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,45,51,2021-12-13T03:33:26Z,3110000,,,0,,L. James REBOUND (Off:0 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,313.0,6.0,6.0,0.0,,,,,,,,,,,,,,
315,PT01M15.00S,2021-12-13T03:33:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,7.802233902759525,50.73529411764706,1610612747,47,51,2021-12-13T03:33:34Z,3120000,-4.0,21.0,1,left,L. James driving Layup (9 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,2.11,Made,,,,,9.0,,,,,,,,,,,,,
316,PT00M45.30S,2021-12-13T03:33:52.7Z,2,REGULAR,3pt,Jump Shot,[],1630532,71.00854139290408,87.74509803921569,1610612753,47,51,2021-12-13T03:33:58Z,3130000,189.0,220.0,1,right,MISS F. Wagner 28' pullup 3PT,[1630532],1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,28.98,Missed,,,,,,,,,,,,,,,,,,
317,PT00M45.00S,2021-12-13T03:33:53.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612747,47,51,2021-12-13T03:33:58Z,3140000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,
318,PT00M45.00S,2021-12-13T03:33:58.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,47,51,2021-12-13T03:33:58Z,3150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M36.70S,2021-12-13T03:34:13.4Z,2,REGULAR,3pt,Jump Shot,[],2544,29.878449408672807,77.94117647058823,1610612747,47,51,2021-12-13T03:34:19Z,3160000,-140.0,228.0,1,left,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.77,Missed,,,,,,,,,,,,,,,,,,
320,PT00M33.40S,2021-12-13T03:34:16.7Z,2,REGULAR,rebound,defensive,[],203082,,,1610612753,47,51,2021-12-13T03:34:19Z,3170000,,,0,,T. Ross REBOUND (Off:1 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,319.0,2.0,1.0,1.0,,,,,,,,,,,,,,
321,PT00M22.00S,2021-12-13T03:34:31.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202340,,,1610612753,47,51,2021-12-13T03:42:00Z,3180000,,,0,,A. Bradley personal FOUL (2 PF) (Anthony 2 FT),"[202340, 1630175]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,2882.0,,,,2.0,0.0,Anthony,1630175.0,,
323,PT00M22.00S,2021-12-13T03:35:29.1Z,2,REGULAR,freethrow,1 of 2,[],1630175,,,1610612753,47,52,2021-12-13T03:42:00Z,3200000,,,0,,C. Anthony Free Throw 1 of 2 (12 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
326,PT00M22.00S,2021-12-13T03:35:29.1Z,2,REGULAR,freethrow,2 of 2,[],1630175,,,1610612753,47,52,2021-12-13T03:42:00Z,3205000,,,0,,MISS C. Anthony Free Throw 2 of 2,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,
327,PT00M22.00S,2021-12-13T03:35:29.1Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,47,52,2021-12-13T03:42:00Z,3207500,,,0,,R. Westbrook REBOUND (Off:1 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,326.0,5.0,4.0,1.0,,,,,,,,,,,,,,
324,PT00M22.00S,2021-12-13T03:35:32.8Z,2,REGULAR,substitution,out,[],203082,,,1610612747,47,52,2021-12-13T03:41:38Z,3210000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M22.00S,2021-12-13T03:35:32.8Z,2,REGULAR,substitution,in,[],1629643,,,1610612747,47,52,2021-12-13T03:41:38Z,3220000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
328,PT00M06.40S,2021-12-13T03:36:04.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.539421813403408,49.01960784313726,1610612747,47,52,2021-12-13T03:39:05Z,3225000,5.0,18.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1628976]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.9,Missed,,,,,,,,,,,,,,,,,Carter Jr.,1628976.0
329,PT00M06.40S,2021-12-13T03:36:04.7Z,2,REGULAR,block,,[],1628976,,,1610612747,47,52,2021-12-13T03:36:09Z,3227500,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M05.80S,2021-12-13T03:36:05.3Z,2,REGULAR,rebound,offensive,[],2544,,,1610612747,47,52,2021-12-13T03:39:05Z,3228750,,,0,,L. James REBOUND (Off:1 Def:6),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,328.0,7.0,6.0,1.0,,,,,,,,,,,,,,
331,PT00M05.10S,2021-12-13T03:36:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2544,5.590000152587891,50.0,1610612747,49,52,2021-12-13T03:38:29Z,3229375,0.0,0.0,1,left,L. James tip Layup (11 PTS),[2544],1610612747.0,LAL,tip,,,James,L. James,,,,,0.0,Made,,,,,11.0,,,,,,,,,,,,,
332,PT00M00.50S,2021-12-13T03:36:19.3Z,2,REGULAR,3pt,Jump Shot,[],1630175,64.1754270696452,44.607843137254896,1610612753,49,52,2021-12-13T03:36:39Z,3290000,-27.0,284.0,1,right,MISS C. Anthony 28' pullup 3PT,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,28.56,Missed,,,,,,,,,,,,,,,,,,
333,PT00M00.50S,2021-12-13T03:36:19.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,49,52,2021-12-13T03:38:03Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,332.0,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2021-12-13T03:36:23.9Z,2,REGULAR,period,end,[],0,,,1610612753,49,52,2021-12-13T03:36:23Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT12M00.00S,2021-12-13T03:51:22.0Z,3,REGULAR,substitution,out,['startperiod'],2546,,,1610612753,49,52,2021-12-13T03:51:32Z,3320000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2021-12-13T03:51:22.0Z,3,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,49,52,2021-12-13T03:51:32Z,3330000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2021-12-13T03:51:22.0Z,3,REGULAR,substitution,in,['startperiod'],2730,,,1610612753,49,52,2021-12-13T03:51:32Z,3340000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-12-13T03:51:22.0Z,3,REGULAR,substitution,in,['startperiod'],1628964,,,1610612753,49,52,2021-12-13T03:51:32Z,3350000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-12-13T03:51:34.5Z,3,REGULAR,period,start,[],0,,,1610612747,49,52,2021-12-13T03:51:34Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT11M41.00S,2021-12-13T03:51:52.0Z,3,REGULAR,3pt,Jump Shot,[],2544,67.85479632063075,30.882352941176478,1610612747,52,52,2021-12-13T03:51:56Z,3370000,-96.0,250.0,1,right,L. James 26' 3PT  (14 PTS) (T. Horton-Tucker 1 AST),"[2544, 1629659]",1610612747.0,LAL,,,,James,L. James,,,,,26.74,Made,,,,,14.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,
342,PT11M24.00S,2021-12-13T03:52:08.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,11.613009198423129,46.07843137254902,1610612753,52,54,2021-12-13T03:52:14Z,3390000,20.0,57.0,1,left,F. Wagner 6' driving Hook (9 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,6.0,Made,,,,,9.0,,,,,,,,,,,,,
343,PT11M04.00S,2021-12-13T03:52:28.9Z,3,REGULAR,3pt,Jump Shot,[],2544,68.9060446780552,32.59803921568627,1610612747,55,54,2021-12-13T03:52:35Z,3400000,-87.0,240.0,1,right,L. James 25' 3PT step back (17 PTS),[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,25.51,Made,,,,,17.0,,,,,,,,,,,,,
344,PT10M55.00S,2021-12-13T03:52:41.6Z,3,REGULAR,foul,personal,['2freethrow'],2730,,,1610612753,55,54,2021-12-13T03:52:47Z,3410000,,,0,,D. Howard shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[2730, 1628976]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Carter Jr.,1628976.0,,
346,PT10M55.00S,2021-12-13T03:53:09.2Z,3,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,55,55,2021-12-13T03:53:09Z,3430000,,,0,,W. Carter Jr. Free Throw 1 of 2 (8 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
347,PT10M55.00S,2021-12-13T03:53:29.2Z,3,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,55,56,2021-12-13T03:53:29Z,3440000,,,0,,W. Carter Jr. Free Throw 2 of 2 (9 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
348,PT10M37.00S,2021-12-13T03:53:52.8Z,3,REGULAR,turnover,out-of-bounds,[],201566,,,1610612747,55,56,2021-12-13T03:54:08Z,3450000,,,0,,R. Westbrook step out-of-bounds TURNOVER (4 TO),[201566],1610612747.0,LAL,step,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,4.0,,,,,,,,
349,PT10M24.00S,2021-12-13T03:54:19.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628976,21.337056504599218,40.931372549019606,1610612753,55,56,2021-12-13T03:54:24Z,3460000,45.0,148.0,1,left,MISS W. Carter Jr. 15' pullup Shot,[1628976],1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,
350,PT10M22.00S,2021-12-13T03:54:21.9Z,3,REGULAR,rebound,defensive,[],202340,,,1610612747,55,56,2021-12-13T03:54:24Z,3470000,,,0,,A. Bradley REBOUND (Off:0 Def:1),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,349.0,1.0,1.0,0.0,,,,,,,,,,,,,,
351,PT10M12.00S,2021-12-13T03:54:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,91.50788436268068,45.34313725490197,1610612747,57,56,2021-12-13T03:54:47Z,3480000,-23.0,27.0,1,right,L. James fadeaway bank Jump Shot (19 PTS) (T. Horton-Tucker 2 AST),"[2544, 1629659]",1610612747.0,LAL,fadeaway bank,,,James,L. James,,,,,3.59,Made,,,,,19.0,T. Horton-Tucker,1629659.0,2.0,,,,,,,,,,
353,PT10M12.00S,2021-12-13T03:54:40.4Z,3,REGULAR,foul,personal,['1freethrow'],1630175,,,1610612747,57,56,2021-12-13T03:54:47Z,3500000,,,0,,C. Anthony shooting personal FOUL (1 PF) (James 1 FT),"[1630175, 2544]",1610612753.0,ORL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,201638.0,,,,1.0,0.0,James,2544.0,,
355,PT10M12.00S,2021-12-13T03:55:00.3Z,3,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,58,56,2021-12-13T03:55:00Z,3520000,,,0,,L. James Free Throw 1 of 1 (20 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
356,PT09M59.00S,2021-12-13T03:55:17.6Z,3,REGULAR,turnover,bad pass,[],1630532,,,1610612753,58,56,2021-12-13T03:55:31Z,3530000,,,0,,F. Wagner bad pass TURNOVER (2 TO),"[1630532, 2730]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,2.0,Howard,2730.0,,,,,,
357,PT09M59.00S,2021-12-13T03:55:17.6Z,3,REGULAR,steal,,[],2730,,,1610612747,58,56,2021-12-13T03:55:19Z,3540000,,,0,,D. Howard STEAL (2 STL),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
358,PT09M59.00S,2021-12-13T03:55:22.1Z,3,REGULAR,foul,personal,[],1630532,,,1610612747,58,56,2021-12-13T03:55:47Z,3550000,,,0,,F. Wagner take personal FOUL (2 PF),"[1630532, 201566]",1610612753.0,ORL,take,,,Wagner,F. Wagner,,,,,,,,,,,,,,,2005.0,,,,2.0,0.0,Westbrook,201566.0,,
360,PT09M50.00S,2021-12-13T03:55:49.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],2544,77.973061760841,92.15686274509804,1610612747,58,56,2021-12-13T03:55:55Z,3570000,211.0,155.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,
361,PT09M47.00S,2021-12-13T03:55:52.8Z,3,REGULAR,rebound,defensive,[],1628964,,,1610612753,58,56,2021-12-13T03:55:55Z,3580000,,,0,,M. Bamba REBOUND (Off:0 Def:4),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,360.0,4.0,4.0,0.0,,,,,,,,,,,,,,
