actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
89,PT03M40.00S,2021-12-13T02:57:34.5Z,1,REGULAR,2pt,Jump Shot,[],2546,14.635348226018394,70.58823529411765,1610612747,13,17,2021-12-13T02:57:39Z,890000,-103.0,85.0,1,left,C. Anthony 13' turnaround fadeaway Jump Shot (2 PTS),[2546],1610612747.0,LAL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,13.35,Made,,,,,2.0,,,,,,,,,,,,,
90,PT03M22.00S,2021-12-13T02:57:52.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629643,92.69053876478318,47.05882352941176,1610612753,13,19,2021-12-13T02:57:57Z,900000,-15.0,16.0,1,right,C. Okeke driving Layup (2 PTS),[1629643],1610612753.0,ORL,driving,,,Okeke,C. Okeke,,,,,2.19,Made,,,,,2.0,,,,,,,,,,,,,
91,PT03M09.00S,2021-12-13T02:58:05.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2730,8.853482260183966,47.05882352941176,1610612747,13,19,2021-12-13T02:58:13Z,910000,15.0,31.0,1,left,MISS D. Howard Layup - blocked,"[2730, 201577]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,3.4,Missed,,,,,,,,,,,,,,,,,Lopez,201577.0
92,PT03M09.00S,2021-12-13T02:58:05.8Z,1,REGULAR,block,,[],201577,,,1610612747,13,19,2021-12-13T02:58:08Z,920000,,,0,,R. Lopez BLOCK (1 BLK),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M06.00S,2021-12-13T02:58:08.8Z,1,REGULAR,rebound,defensive,[],201577,,,1610612753,13,19,2021-12-13T02:58:13Z,930000,,,0,,R. Lopez REBOUND (Off:1 Def:1),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,91.0,2.0,1.0,1.0,,,,,,,,,,,,,,
94,PT02M52.00S,2021-12-13T02:58:23.4Z,1,REGULAR,2pt,Jump Shot,[],1630175,94.92444152431011,79.16666666666666,1610612753,13,19,2021-12-13T02:58:30Z,940000,146.0,-5.0,1,right,MISS C. Anthony 14' turnaround Shot,[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,14.59,Missed,,,,,,,,,,,,,,,,,,
95,PT02M50.00S,2021-12-13T02:58:25.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,13,19,2021-12-13T02:58:42Z,950000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,
96,PT02M50.00S,2021-12-13T02:58:27.8Z,1,REGULAR,foul,personal,[],2544,,,1610612753,13,19,2021-12-13T02:58:50Z,960000,,,0,,L. James loose ball personal FOUL (1 PF),"[2544, 201577]",1610612747.0,LAL,loose ball,,,James,L. James,,,,,,,,,,,,,,,2005.0,,,,1.0,0.0,Lopez,201577.0,,
98,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,out,[],2544,,,1610612753,13,19,2021-12-13T02:58:59Z,980000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,out,[],202340,,,1610612753,13,19,2021-12-13T02:58:59Z,990000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,out,[],2730,,,1610612753,13,19,2021-12-13T02:58:59Z,1000000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
101,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,out,[],203914,,,1610612753,13,19,2021-12-13T02:58:59Z,1010000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
102,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,13,19,2021-12-13T02:58:59Z,1020000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,in,[],1630559,,,1610612753,13,19,2021-12-13T02:58:59Z,1030000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,in,[],201566,,,1610612753,13,19,2021-12-13T02:58:59Z,1040000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,in,[],201599,,,1610612753,13,19,2021-12-13T02:58:59Z,1050000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,in,[],1630532,,,1610612753,13,19,2021-12-13T02:58:59Z,1060000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M50.00S,2021-12-13T02:58:40.5Z,1,REGULAR,substitution,in,[],1630181,,,1610612753,13,19,2021-12-13T02:58:59Z,1070000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M37.00S,2021-12-13T02:59:13.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203082,70.3515111695138,22.058823529411768,1610612753,13,22,2021-12-13T02:59:18Z,1080000,-140.0,226.0,1,right,T. Ross 26' 3PT pullup (5 PTS),[203082],1610612753.0,ORL,pullup,,,Ross,T. Ross,,,,,26.59,Made,,,,,5.0,,,,,,,,,,,,,
109,PT02M27.00S,2021-12-13T02:59:22.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.933639947437584,47.79411764705882,1610612747,15,22,2021-12-13T02:59:30Z,1090000,11.0,22.0,1,left,R. Westbrook driving Layup (2 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.47,Made,,,,,2.0,,,,,,,,,,,,,
110,PT02M11.00S,2021-12-13T02:59:49.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203082,91.37647831800263,50.49019607843137,1610612753,15,22,2021-12-13T02:59:53Z,1100000,2.0,29.0,1,right,MISS T. Ross driving Layup - blocked,"[203082, 201599]",1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,2.87,Missed,,,,,,,,,,,,,,,,,Jordan,201599.0
111,PT02M11.00S,2021-12-13T02:59:49.1Z,1,REGULAR,block,,[],201599,,,1610612753,15,22,2021-12-13T02:59:51Z,1110000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M08.00S,2021-12-13T02:59:52.1Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,15,22,2021-12-13T02:59:53Z,1120000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
113,PT02M06.00S,2021-12-13T02:59:54.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2546,30.66688567674113,23.774509803921575,1610612747,18,22,2021-12-13T03:00:10Z,1130000,131.0,236.0,1,left,C. Anthony 26' 3PT running (5 PTS) (M. Monk 1 AST),"[2546, 1628370]",1610612747.0,LAL,running,,,Anthony,C. Anthony,,,,,26.98,Made,,,,,5.0,M. Monk,1628370.0,1.0,,,,,,,,,,
115,PT01M46.00S,2021-12-13T03:00:14.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630532,92.82194480946123,53.431372549019606,1610612753,18,22,2021-12-13T03:00:19Z,1150000,17.0,15.0,1,right,MISS F. Wagner floating Shot,[1630532],1610612753.0,ORL,floating,,,Wagner,F. Wagner,,,,,2.28,Missed,,,,,,,,,,,,,,,,,,
116,PT01M44.00S,2021-12-13T03:00:15.8Z,1,REGULAR,rebound,offensive,[],201577,,,1610612753,18,22,2021-12-13T03:00:15Z,1160000,,,0,,R. Lopez REBOUND (Off:2 Def:1),[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,115.0,3.0,1.0,2.0,,,,,,,,,,,,,,
117,PT01M43.00S,2021-12-13T03:00:17.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630181,67.9862023653088,32.1078431372549,1610612753,18,25,2021-12-13T03:00:22Z,1170000,-89.0,248.0,1,right,R. Hampton 26' 3PT  (3 PTS) (R. Lopez 1 AST),"[1630181, 201577]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,26.4,Made,,,,,3.0,R. Lopez,201577.0,1.0,,,,,,,,,,
119,PT01M23.00S,2021-12-13T03:00:36.9Z,1,REGULAR,2pt,Jump Shot,[],2546,10.693166885676746,26.470588235294116,1610612747,18,25,2021-12-13T03:00:45Z,1190000,118.0,48.0,1,left,MISS C. Anthony 12' fadeaway Shot,[2546],1610612747.0,LAL,fadeaway,,,Anthony,C. Anthony,,,,,12.7,Missed,,,,,,,,,,,,,,,,,,
120,PT01M18.00S,2021-12-13T03:00:41.9Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,18,25,2021-12-13T03:00:45Z,1200000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,119.0,2.0,2.0,0.0,,,,,,,,,,,,,,
121,PT01M07.00S,2021-12-13T03:00:52.4Z,1,REGULAR,2pt,Jump Shot,[],1630181,91.37647831800263,67.15686274509804,1610612753,18,25,2021-12-13T03:00:58Z,1210000,86.0,29.0,1,right,MISS R. Hampton 9' driving floating Shot - blocked,"[1630181, 201599]",1610612753.0,ORL,driving floating,,,Hampton,R. Hampton,,,,,9.04,Missed,,,,,,,,,,,,,,,,,Jordan,201599.0
122,PT01M07.00S,2021-12-13T03:00:52.4Z,1,REGULAR,block,,[],201599,,,1610612753,18,25,2021-12-13T03:00:55Z,1220000,,,0,,D. Jordan BLOCK (2 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M04.00S,2021-12-13T03:00:55.4Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,18,25,2021-12-13T03:00:58Z,1230000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT00M55.70S,2021-12-13T03:01:12.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612747,18,25,2021-12-13T03:01:12Z,1240000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M44.50S,2021-12-13T03:02:57.0Z,1,REGULAR,2pt,Jump Shot,[],1630559,19.365965834428394,70.83333333333333,1610612747,18,25,2021-12-13T03:04:19Z,1250000,-104.0,130.0,1,left,MISS A. Reaves 16' fadeaway Shot,[1630559],1610612747.0,LAL,fadeaway,,,Reaves,A. Reaves,,,,,16.62,Missed,,,,,,,,,,,,,,,,,,
126,PT00M44.50S,2021-12-13T03:02:57.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,18,25,2021-12-13T03:04:19Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,
127,PT00M44.50S,2021-12-13T03:03:02.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612747,18,25,2021-12-13T03:03:13Z,1270000,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,201638.0,,,,,,,,,
128,PT00M34.30S,2021-12-13T03:03:26.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,78.49868593955321,8.57843137254902,1610612753,18,25,2021-12-13T03:03:30Z,1280000,-207.0,150.0,1,right,MISS C. Okeke 25' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,25.55,Missed,,,,,,,,,,,,,,,,,,
129,PT00M34.30S,2021-12-13T03:03:26.0Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,18,25,2021-12-13T03:03:30Z,1290000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT00M14.40S,2021-12-13T03:03:45.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,10.693166885676746,54.16666666666667,1610612747,18,25,2021-12-13T03:04:29Z,1300000,-21.0,48.0,1,left,MISS D. Jordan cutting Layup,[201599],1610612747.0,LAL,cutting,,,Jordan,D. Jordan,,,,,5.23,Missed,,,,,,,,,,,,,,,,,,
131,PT00M13.40S,2021-12-13T03:03:46.9Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,18,25,2021-12-13T03:05:41Z,1310000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,130.0,2.0,2.0,0.0,,,,,,,,,,,,,,
134,PT00M01.00S,2021-12-13T03:03:59.3Z,1,REGULAR,3pt,Jump Shot,[],1630181,73.50525624178712,10.294117647058826,1610612753,18,25,2021-12-13T03:04:03Z,1340000,-199.0,197.0,1,right,MISS R. Hampton 27' 3PT,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,27.94,Missed,,,,,,,,,,,,,,,,,,
135,PT00M01.00S,2021-12-13T03:03:59.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,18,25,2021-12-13T03:04:03Z,1350000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,,,,,
136,PT00M00.00S,2021-12-13T03:04:02.6Z,1,REGULAR,period,end,[],0,,,1610612747,18,25,2021-12-13T03:04:02Z,1360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,out,['startperiod'],1628370,,,1610612747,18,25,2021-12-13T03:06:51Z,1370000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,out,['startperiod'],201599,,,1610612747,18,25,2021-12-13T03:06:51Z,1380000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612747,18,25,2021-12-13T03:06:51Z,1390000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,out,['startperiod'],201577,,,1610612747,18,25,2021-12-13T03:06:51Z,1400000,,,0,,SUB out: R. Lopez,[201577],1610612753.0,ORL,,,,Lopez,R. Lopez,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,in,['startperiod'],201961,,,1610612747,18,25,2021-12-13T03:06:51Z,1410000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,18,25,2021-12-13T03:06:51Z,1420000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,in,['startperiod'],1628964,,,1610612747,18,25,2021-12-13T03:06:51Z,1430000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-13T03:06:15.2Z,2,REGULAR,substitution,in,['startperiod'],1628976,,,1610612747,18,25,2021-12-13T03:06:51Z,1440000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-13T03:06:46.6Z,2,REGULAR,period,start,[],0,,,1610612747,18,25,2021-12-13T03:06:51Z,1450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M37.00S,2021-12-13T03:07:13.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.247700394218143,50.73529411764706,1610612747,18,25,2021-12-13T03:11:47Z,1475000,-4.0,34.0,1,left,MISS R. Westbrook Layup - blocked,"[201566, 1628964]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,3.46,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
167,PT11M37.00S,2021-12-13T03:07:13.8Z,2,REGULAR,block,,[],1628964,,,1610612747,18,25,2021-12-13T03:09:22Z,1477500,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M35.00S,2021-12-13T03:07:15.8Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,18,25,2021-12-13T03:09:38Z,1478750,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,166.0,2.0,1.0,1.0,,,,,,,,,,,,,,
148,PT11M28.00S,2021-12-13T03:07:17.2Z,2,REGULAR,2pt,Jump Shot,[],1628976,78.49868593955321,66.17647058823529,1610612753,18,27,2021-12-13T03:09:22Z,1480000,81.0,150.0,1,right,W. Carter Jr. 17' pullup Jump Shot (2 PTS) (R. Hampton 1 AST),"[1628976, 1630181]",1610612753.0,ORL,pullup,,,Carter Jr.,W. Carter Jr.,,,,,17.01,Made,,,,,2.0,R. Hampton,1630181.0,1.0,,,,,,,,,,
150,PT11M11.00S,2021-12-13T03:07:34.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.722076215505908,47.79411764705882,1610612747,20,27,2021-12-13T03:07:39Z,1500000,11.0,29.0,1,left,R. Westbrook driving Layup (4 PTS) (C. Anthony 1 AST),"[201566, 2546]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,3.15,Made,,,,,4.0,C. Anthony,2546.0,1.0,,,,,,,,,,
152,PT10M53.00S,2021-12-13T03:07:52.2Z,2,REGULAR,3pt,Jump Shot,[],1628964,92.55913272010513,3.9215686274509807,1610612753,20,27,2021-12-13T03:07:57Z,1520000,-230.0,17.0,1,right,MISS M. Bamba 3PT,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,
153,PT10M50.00S,2021-12-13T03:07:55.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,20,27,2021-12-13T03:07:57Z,1530000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,152.0,3.0,3.0,0.0,,,,,,,,,,,,,,
154,PT10M45.00S,2021-12-13T03:08:00.1Z,2,REGULAR,3pt,Jump Shot,[],2546,8.065045992115643,5.637254901960787,1610612747,20,27,2021-12-13T03:08:05Z,1540000,222.0,23.0,1,left,MISS C. Anthony 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,
155,PT10M43.00S,2021-12-13T03:08:02.1Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,20,27,2021-12-13T03:08:05Z,1550000,,,0,,F. Wagner REBOUND (Off:0 Def:3),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,154.0,3.0,3.0,0.0,,,,,,,,,,,,,,
156,PT10M31.00S,2021-12-13T03:08:14.8Z,2,REGULAR,3pt,Jump Shot,[],203082,92.42772667542707,3.67647058823529,1610612753,20,27,2021-12-13T03:08:18Z,1560000,-232.0,19.0,1,right,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,23.24,Missed,,,,,,,,,,,,,,,,,,
157,PT10M29.00S,2021-12-13T03:08:16.8Z,2,REGULAR,rebound,defensive,[],201961,,,1610612747,20,27,2021-12-13T03:08:18Z,1570000,,,0,,W. Ellington REBOUND (Off:0 Def:1),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT10M23.00S,2021-12-13T03:08:23.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,9.379106438896187,51.71568627450981,1610612747,20,27,2021-12-13T03:08:34Z,1580000,-9.0,36.0,1,left,MISS R. Westbrook running Layup - blocked,"[201566, 1628964]",1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,3.67,Missed,,,,,,,,,,,,,,,,,Bamba,1628964.0
159,PT10M23.00S,2021-12-13T03:08:23.1Z,2,REGULAR,block,,[],1628964,,,1610612747,20,27,2021-12-13T03:08:26Z,1590000,,,0,,M. Bamba BLOCK (2 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M19.00S,2021-12-13T03:08:27.1Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,27,2021-12-13T03:08:34Z,1600000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,158.0,3.0,2.0,1.0,,,,,,,,,,,,,,
161,PT10M16.00S,2021-12-13T03:08:29.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,67.59198423127464,58.088235294117645,1610612753,20,27,2021-12-13T03:08:42Z,1610000,40.0,252.0,1,right,MISS W. Carter Jr. 25' running 3PT,[1628976],1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,
162,PT10M12.00S,2021-12-13T03:08:33.9Z,2,REGULAR,rebound,defensive,[],201961,,,1610612747,20,27,2021-12-13T03:08:42Z,1620000,,,0,,W. Ellington REBOUND (Off:0 Def:2),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,,,,,,
163,PT10M07.00S,2021-12-13T03:08:41.2Z,2,REGULAR,foul,personal,['2freethrow'],1628976,,,1610612747,20,27,2021-12-13T03:08:46Z,1630000,,,0,,W. Carter Jr. shooting personal FOUL (1 PF) (Anthony 2 FT),"[1628976, 2546]",1610612753.0,ORL,shooting,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Anthony,2546.0,,
165,PT10M07.00S,2021-12-13T03:09:11.6Z,2,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,21,27,2021-12-13T03:09:11Z,1650000,,,0,,C. Anthony Free Throw 1 of 2 (6 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
169,PT10M07.00S,2021-12-13T03:09:29.6Z,2,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,22,27,2021-12-13T03:09:29Z,1660000,,,0,,C. Anthony Free Throw 2 of 2 (7 PTS),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
170,PT09M56.00S,2021-12-13T03:09:43.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,89.4053876478318,51.22549019607843,1610612753,22,27,2021-12-13T03:09:54Z,1670000,6.0,47.0,1,right,MISS F. Wagner driving Layup - blocked,"[1630532, 2546]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,4.75,Missed,,,,,,,,,,,,,,,,,Anthony,2546.0
171,PT09M56.00S,2021-12-13T03:09:43.0Z,2,REGULAR,block,,[],2546,,,1610612753,22,27,2021-12-13T03:09:49Z,1680000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M56.00S,2021-12-13T03:09:43.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,22,27,2021-12-13T03:09:54Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,170.0,,,,,,,,,,,,,,,,,
173,PT09M56.00S,2021-12-13T03:09:53.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,22,27,2021-12-13T03:09:53Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M54.00S,2021-12-13T03:09:58.8Z,2,REGULAR,turnover,bad pass,[],1630181,,,1610612753,22,27,2021-12-13T03:10:08Z,1710000,,,0,,R. Hampton bad pass TURNOVER (1 TO),"[1630181, 201566]",1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,1.0,Westbrook,201566.0,,,,,,
175,PT09M54.00S,2021-12-13T03:09:58.8Z,2,REGULAR,steal,,[],201566,,,1610612747,22,27,2021-12-13T03:10:02Z,1720000,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M46.00S,2021-12-13T03:10:07.5Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612747,22,27,2021-12-13T03:10:11Z,1730000,,,0,,R. Westbrook lost ball TURNOVER (3 TO),"[201566, 203082]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,3.0,Ross,203082.0,,,,,,
177,PT09M46.00S,2021-12-13T03:10:07.5Z,2,REGULAR,steal,,[],203082,,,1610612753,22,27,2021-12-13T03:10:09Z,1740000,,,0,,T. Ross STEAL (2 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
