actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
359,PT10M15.00S,2022-01-05T04:53:12.5Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],201566,,,1610612747,61,61,2022-01-05T04:53:12Z,3550000,,,0,,MISS R. Westbrook Free Throw 1 of 2,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Missed,,,,,,,,,,,,,,,,,,
360,PT10M15.00S,2022-01-05T04:53:12.5Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,61,61,2022-01-05T04:53:12Z,3560000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,359.0,,,,,,,,,,,,,
361,PT10M15.00S,2022-01-05T04:53:32.9Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],201566,,,1610612747,62,61,2022-01-05T04:53:32Z,3570000,,,0,,R. Westbrook Free Throw 2 of 2 (11 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
362,PT09M56.00S,2022-01-05T04:53:50.9Z,3,REGULAR,2pt,Jump Shot,[],1628368,24.26084099868594,58.08823529411765,1610612758,62,63,2022-01-05T04:53:55Z,3580000,-40.0,176.0,1,left,D. Fox 18' pullup Jump Shot (21 PTS) (T. Haliburton 6 AST),"[1628368, 1630169]",1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,18.02,Made,21.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,,,,,
364,PT09M34.00S,2022-01-05T04:54:14.4Z,3,REGULAR,foul,personal,['2freethrow'],1627745,,,1610612747,62,63,2022-01-05T04:54:21Z,3600000,,,0,,D. Jones shooting personal FOUL (3 PF) (James 2 FT),"[1627745, 2544]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,101283.0,,,,3.0,0.0,James,2544.0,,
366,PT09M34.00S,2022-01-05T04:54:39.2Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,63,63,2022-01-05T04:54:39Z,3620000,,,0,,L. James Free Throw 1 of 2 (16 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
367,PT09M34.00S,2022-01-05T04:54:55.2Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,64,63,2022-01-05T04:54:55Z,3630000,,,0,,L. James Free Throw 2 of 2 (17 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
368,PT09M16.00S,2022-01-05T04:55:12.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627745,7.703679369250986,53.92156862745098,1610612758,64,65,2022-01-05T04:55:17Z,3640000,-20.0,20.0,1,left,D. Jones cutting Layup (10 PTS) (T. Haliburton 7 AST),"[1627745, 1630169]",1610612758.0,SAC,cutting,,,Jones,D. Jones,,,,,2.79,Made,10.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,,,,,
370,PT09M03.00S,2022-01-05T04:55:25.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,92.06636005256242,50.0,1610612747,66,65,2022-01-05T04:55:29Z,3660000,0.0,22.0,1,right,R. Westbrook driving Layup (13 PTS),[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.21,Made,13.0,,,,,,,,,,,,,,,,,
371,PT08M54.00S,2022-01-05T04:55:37.3Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.933639947437584,44.6078431372549,1610612758,66,65,2022-01-05T04:56:23Z,3670000,27.0,257.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,25.85,Missed,,,,,,,,,,,,,,,,,,
372,PT08M54.00S,2022-01-05T04:55:40.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,66,65,2022-01-05T04:55:40Z,3680000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,371.0,,,,,,,,,,,,,
373,PT08M54.00S,2022-01-05T04:55:41.7Z,3,REGULAR,foul,personal,[],1628370,,,1610612758,66,65,2022-01-05T04:55:48Z,3690000,,,0,,M. Monk loose ball personal FOUL (1 PF),"[1628370, 1627745]",1610612747.0,LAL,loose ball,,,Monk,M. Monk,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Jones,1627745.0,,
375,PT08M39.00S,2022-01-05T04:56:10.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,30.831143232588698,72.79411764705883,1610612758,66,68,2022-01-05T04:56:15Z,3710000,-114.0,237.0,1,left,D. Fox 26' 3PT  (24 PTS) (T. Haliburton 8 AST),"[1628368, 1630169]",1610612758.0,SAC,,,,Fox,D. Fox,,,,,26.33,Made,24.0,T. Haliburton,1630169.0,8.0,,,,,,,,,,,,,,
377,PT08M16.00S,2022-01-05T04:56:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202340,89.56964520367937,45.34313725490196,1610612747,68,68,2022-01-05T04:56:47Z,3730000,-23.0,46.0,1,right,A. Bradley floating Jump Shot (4 PTS) (R. Westbrook 2 AST),"[202340, 201566]",1610612747.0,LAL,floating,,,Bradley,A. Bradley,,,,,5.11,Made,4.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
379,PT08M01.00S,2022-01-05T04:56:57.3Z,3,REGULAR,2pt,Jump Shot,[],1630169,24.26084099868594,44.11764705882353,1610612758,68,68,2022-01-05T04:57:01Z,3750000,29.0,176.0,1,left,MISS T. Haliburton 17' pullup Shot,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,17.8,Missed,,,,,,,,,,,,,,,,,,
380,PT07M59.00S,2022-01-05T04:56:59.3Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,68,68,2022-01-05T04:57:01Z,3760000,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,379.0,3.0,3.0,0.0,,,,,,,,,,
381,PT07M45.00S,2022-01-05T04:57:13.7Z,3,REGULAR,3pt,Jump Shot,[],202340,69.72733245729303,67.15686274509804,1610612747,71,68,2022-01-05T04:57:18Z,3770000,86.0,232.0,1,right,A. Bradley 24' 3PT  (7 PTS) (L. James 3 AST),"[202340, 2544]",1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,24.75,Made,7.0,L. James,2544.0,3.0,,,,,,,,,,,,,,
383,PT07M27.00S,2022-01-05T04:57:31.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,8.886333771353483,49.50980392156863,1610612758,71,68,2022-01-05T04:57:36Z,3790000,2.0,31.0,1,left,MISS T. Haliburton driving floating Shot - blocked,"[1630169, 2772]",1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,3.11,Missed,,,,,,,,,,,Ariza,2772.0,,,,,,
384,PT07M27.00S,2022-01-05T04:57:31.6Z,3,REGULAR,block,,[],2772,,,1610612758,71,68,2022-01-05T04:57:34Z,3800000,,,0,,T. Ariza BLOCK (1 BLK),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M24.00S,2022-01-05T04:57:34.6Z,3,REGULAR,rebound,defensive,[],2772,,,1610612747,71,68,2022-01-05T04:59:58Z,3810000,,,0,,T. Ariza REBOUND (Off:0 Def:3),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,383.0,3.0,3.0,0.0,,,,,,,,,,
386,PT07M24.00S,2022-01-05T04:57:37.7Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,71,68,2022-01-05T04:57:42Z,3820000,,,0,,L. James bad pass out-of-bounds TURNOVER (1 TO),[2544],1610612747.0,LAL,bad pass,,,James,L. James,,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,
387,PT07M12.00S,2022-01-05T04:57:51.8Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203084,11.383048620236531,36.76470588235294,1610612758,71,70,2022-01-05T04:57:58Z,3830000,66.0,55.0,1,left,H. Barnes 8' bank Hook (8 PTS) (D. Fox 4 AST),"[203084, 1628368]",1610612758.0,SAC,bank,,,Barnes,H. Barnes,,,,,8.57,Made,8.0,D. Fox,1628368.0,4.0,,,,,,,,,,,,,,
389,PT07M10.00S,2022-01-05T04:58:00.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,71,70,2022-01-05T04:58:00Z,3850000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,out,[],201566,,,1610612747,71,70,2022-01-05T05:00:56Z,3860000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
391,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,out,[],2772,,,1610612747,71,70,2022-01-05T05:00:56Z,3870000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
392,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,out,[],1630169,,,1610612747,71,70,2022-01-05T05:00:56Z,3880000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,out,[],1627745,,,1610612747,71,70,2022-01-05T05:00:56Z,3890000,,,0,,SUB out: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
394,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,in,[],2730,,,1610612747,71,70,2022-01-05T05:00:56Z,3900000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
395,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,in,[],1629659,,,1610612747,71,70,2022-01-05T05:00:56Z,3910000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
396,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,in,[],1627741,,,1610612747,71,70,2022-01-05T05:00:56Z,3920000,,,0,,SUB in: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M10.00S,2022-01-05T05:00:37.6Z,3,REGULAR,substitution,in,[],203458,,,1610612747,71,70,2022-01-05T05:00:56Z,3930000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M54.00S,2022-01-05T05:01:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],2730,90.22667542706965,48.03921568627451,1610612747,71,70,2022-01-05T05:01:21Z,3940000,-10.0,39.0,1,right,MISS D. Howard Layup,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,4.06,Missed,,,,,,,,,,,,,,,,,,
399,PT06M50.00S,2022-01-05T05:01:19.4Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,71,70,2022-01-05T05:01:21Z,3950000,,,0,,D. Howard REBOUND (Off:5 Def:4),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,398.0,9.0,4.0,5.0,,,,,,,,,,
400,PT06M50.00S,2022-01-05T05:01:19.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,94.40999984741211,50.0,1610612747,71,70,2022-01-05T05:01:19Z,3960000,0.0,0.0,1,right,MISS D. Howard tip Layup,[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
401,PT06M50.00S,2022-01-05T05:01:19.9Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612758,71,70,2022-01-05T05:01:19Z,3970000,,,0,,M. Bagley III REBOUND (Off:2 Def:8),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,400.0,10.0,8.0,2.0,,,,,,,,,,
402,PT06M40.00S,2022-01-05T05:01:30.2Z,3,REGULAR,3pt,Jump Shot,[],1628963,29.25427069645204,79.41176470588235,1610612758,71,70,2022-01-05T05:01:34Z,3980000,-147.0,222.0,1,left,MISS M. Bagley III 26' 3PT,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,
403,PT06M36.00S,2022-01-05T05:01:33.2Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,71,70,2022-01-05T05:01:33Z,3990000,,,0,,L. James REBOUND (Off:1 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,402.0,3.0,2.0,1.0,,,,,,,,,,
404,PT06M24.00S,2022-01-05T05:01:46.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.67214191852825,48.529411764705884,1610612747,71,70,2022-01-05T05:01:50Z,4000000,-7.0,26.0,1,right,MISS T. Horton-Tucker driving Layup,[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,2.68,Missed,,,,,,,,,,,,,,,,,,
405,PT06M22.00S,2022-01-05T05:01:48.4Z,3,REGULAR,rebound,defensive,[],1628963,,,1610612758,71,70,2022-01-05T05:01:50Z,4010000,,,0,,M. Bagley III REBOUND (Off:2 Def:9),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,404.0,11.0,9.0,2.0,,,,,,,,,,
406,PT06M13.00S,2022-01-05T05:01:57.8Z,3,REGULAR,3pt,Jump Shot,[],203084,26.888961892247043,9.313725490196079,1610612758,71,73,2022-01-05T05:02:03Z,4020000,203.0,200.0,1,left,H. Barnes 28' 3PT  (11 PTS) (M. Bagley III 1 AST),"[203084, 1628963]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,28.55,Made,11.0,M. Bagley III,1628963.0,1.0,,,,,,,,,,,,,,
408,PT05M58.00S,2022-01-05T05:02:11.5Z,3,REGULAR,3pt,Jump Shot,[],1628370,70.25295663600527,73.2843137254902,1610612747,74,73,2022-01-05T05:02:16Z,4040000,116.0,227.0,1,right,M. Monk 25' 3PT  (10 PTS) (D. Howard 1 AST),"[1628370, 2730]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.52,Made,10.0,D. Howard,2730.0,1.0,,,,,,,,,,,,,,
410,PT05M33.00S,2022-01-05T05:02:36.7Z,3,REGULAR,3pt,Jump Shot,[],1627741,7.046649145860711,95.58823529411765,1610612758,74,76,2022-01-05T05:02:55Z,4060000,-228.0,14.0,1,left,B. Hield 3PT  (18 PTS) (A. Len 1 AST),"[1627741, 203458]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,22.83,Made,18.0,A. Len,203458.0,1.0,,,,,,,,,,,,,,
412,PT05M23.00S,2022-01-05T05:02:47.0Z,3,REGULAR,3pt,Jump Shot,[],1628370,74.98357424441524,83.57843137254902,1610612747,77,76,2022-01-05T05:02:57Z,4080000,168.0,183.0,1,right,M. Monk 24' 3PT  (13 PTS) (T. Horton-Tucker 3 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,24.81,Made,13.0,T. Horton-Tucker,1629659.0,3.0,,,,,,,,,,,,,,
414,PT05M10.00S,2022-01-05T05:02:59.7Z,3,REGULAR,3pt,Jump Shot,[],203084,9.937582128777924,2.696078431372549,1610612758,77,79,2022-01-05T05:03:05Z,4100000,237.0,41.0,1,left,H. Barnes 24' 3PT  (14 PTS) (A. Len 2 AST),"[203084, 203458]",1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.0,Made,14.0,A. Len,203458.0,2.0,,,,,,,,,,,,,,
416,PT04M54.00S,2022-01-05T05:03:15.8Z,3,REGULAR,3pt,Jump Shot,[],2544,65.78515111695138,34.80392156862745,1610612747,77,79,2022-01-05T05:03:20Z,4120000,-76.0,269.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,27.96,Missed,,,,,,,,,,,,,,,,,,
417,PT04M51.00S,2022-01-05T05:03:18.8Z,3,REGULAR,rebound,defensive,[],1627741,,,1610612758,77,79,2022-01-05T05:03:20Z,4130000,,,0,,B. Hield REBOUND (Off:1 Def:2),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,416.0,3.0,2.0,1.0,,,,,,,,,,
418,PT04M37.00S,2022-01-05T05:03:32.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203458,7.5722733245729295,52.20588235294118,1610612758,77,81,2022-01-05T05:03:36Z,4140000,-11.0,19.0,1,left,A. Len alley-oop DUNK (7 PTS) (D. Fox 5 AST),"[203458, 1628368]",1610612758.0,SAC,alley-oop,,,Len,A. Len,,,,,2.17,Made,7.0,D. Fox,1628368.0,5.0,,,,,,,,,,,,,,
420,PT04M22.00S,2022-01-05T05:03:51.4Z,3,REGULAR,foul,personal,[],203458,,,1610612747,77,81,2022-01-05T05:03:58Z,4160000,,,0,,A. Len personal FOUL (2 PF),"[203458, 2730]",1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,202056.0,,,,2.0,0.0,Howard,2730.0,,
422,PT04M22.00S,2022-01-05T05:04:05.0Z,3,REGULAR,substitution,out,[],2544,,,1610612747,77,81,2022-01-05T05:04:09Z,4180000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M22.00S,2022-01-05T05:04:05.0Z,3,REGULAR,substitution,in,[],201566,,,1610612747,77,81,2022-01-05T05:04:09Z,4190000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M05.00S,2022-01-05T05:04:38.1Z,3,REGULAR,2pt,Jump Shot,[],201566,82.86793692509855,32.1078431372549,1610612747,77,81,2022-01-05T05:04:47Z,4210000,-89.0,109.0,1,right,MISS R. Westbrook 14' fadeaway Shot,[201566],1610612747.0,LAL,fadeaway,,,Westbrook,R. Westbrook,,,,,14.07,Missed,,,,,,,,,,,,,,,,,,
426,PT04M03.00S,2022-01-05T05:04:40.4Z,3,REGULAR,rebound,defensive,[],203458,,,1610612758,77,81,2022-01-05T05:04:40Z,4220000,,,0,,A. Len REBOUND (Off:1 Def:4),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,425.0,5.0,4.0,1.0,,,,,,,,,,
427,PT04M01.00S,2022-01-05T05:04:43.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627741,31.09395532194481,71.81372549019608,1610612758,77,81,2022-01-05T05:05:20Z,4230000,-109.0,240.0,1,left,MISS B. Hield 26' running pullup 3PT,[1627741],1610612758.0,SAC,running pullup,,,Hield,B. Hield,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,
428,PT04M01.00S,2022-01-05T05:04:43.5Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612758,77,81,2022-01-05T05:04:58Z,4240000,,,0,,M. Bagley III REBOUND (Off:3 Def:9),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,427.0,12.0,9.0,3.0,,,,,,,,,,
429,PT04M01.00S,2022-01-05T05:04:47.7Z,3,REGULAR,foul,offensive,[],1628963,,,1610612758,77,81,2022-01-05T05:04:54Z,4250000,,,0,,M. Bagley III offensive FOUL (3 PF),"[1628963, 202340]",1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,1155.0,,,,3.0,0.0,Bradley,202340.0,,
431,PT04M01.00S,2022-01-05T05:04:47.7Z,3,REGULAR,turnover,offensive foul,[],1628963,,,1610612758,77,81,2022-01-05T05:04:47Z,4270000,,,0,,M. Bagley III offensive foul TURNOVER (3 TO),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,1155.0,3.0,,,,,,,,
432,PT04M01.00S,2022-01-05T05:04:58.6Z,3,REGULAR,substitution,out,[],202340,,,1610612747,77,81,2022-01-05T05:05:11Z,4280000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
433,PT04M01.00S,2022-01-05T05:04:58.6Z,3,REGULAR,substitution,out,[],1628963,,,1610612747,77,81,2022-01-05T05:05:11Z,4290000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
434,PT04M01.00S,2022-01-05T05:04:58.6Z,3,REGULAR,substitution,in,[],1630559,,,1610612747,77,81,2022-01-05T05:05:11Z,4300000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
435,PT04M01.00S,2022-01-05T05:04:58.6Z,3,REGULAR,substitution,in,[],203090,,,1610612747,77,81,2022-01-05T05:05:11Z,4310000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M46.00S,2022-01-05T05:05:22.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628370,70.64717477003943,72.79411764705883,1610612747,77,81,2022-01-05T05:05:26Z,4320000,114.0,223.0,1,right,MISS M. Monk 25' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,25.08,Missed,,,,,,,,,,,,,,,,,,
437,PT03M42.00S,2022-01-05T05:05:26.0Z,3,REGULAR,rebound,defensive,[],203090,,,1610612758,77,81,2022-01-05T05:05:26Z,4330000,,,0,,M. Harkless REBOUND (Off:0 Def:2),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,436.0,2.0,2.0,0.0,,,,,,,,,,
438,PT03M39.00S,2022-01-05T05:05:32.4Z,3,REGULAR,foul,personal,[],1629659,,,1610612758,77,81,2022-01-05T05:05:41Z,4340000,,,0,,T. Horton-Tucker personal FOUL (1 PF),"[1629659, 1628368]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,101283.0,,,,1.0,0.0,Fox,1628368.0,,
440,PT03M39.00S,2022-01-05T05:05:42.7Z,3,REGULAR,substitution,out,[],1628370,,,1610612758,77,81,2022-01-05T05:05:50Z,4360000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M39.00S,2022-01-05T05:05:42.7Z,3,REGULAR,substitution,in,[],2546,,,1610612758,77,81,2022-01-05T05:05:50Z,4370000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M27.00S,2022-01-05T05:06:08.7Z,3,REGULAR,2pt,Jump Shot,[],1628368,12.302890932982917,22.30392156862745,1610612758,77,81,2022-01-05T05:06:13Z,4380000,138.0,63.0,1,left,MISS D. Fox 15' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,Fox,D. Fox,,,,,15.22,Missed,,,,,,,,,,,,,,,,,,
443,PT03M25.00S,2022-01-05T05:06:10.7Z,3,REGULAR,rebound,defensive,[],2546,,,1610612747,77,81,2022-01-05T05:06:13Z,4390000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,442.0,1.0,1.0,0.0,,,,,,,,,,
444,PT03M09.00S,2022-01-05T05:06:26.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.93495400788436,50.0,1610612747,79,81,2022-01-05T05:06:32Z,4400000,0.0,23.0,1,right,T. Horton-Tucker finger roll Layup (15 PTS),[1629659],1610612747.0,LAL,finger roll,,,Horton-Tucker,T. Horton-Tucker,,,,,2.33,Made,15.0,,,,,,,,,,,,,,,,,
445,PT02M43.00S,2022-01-05T05:06:53.3Z,3,REGULAR,3pt,Jump Shot,[],203084,29.122864651773984,18.38235294117647,1610612758,79,81,2022-01-05T05:06:58Z,4410000,158.0,221.0,1,left,MISS H. Barnes 27' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,
446,PT02M43.00S,2022-01-05T05:06:53.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,79,81,2022-01-05T05:06:58Z,4420000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,445.0,,,,,,,,,,,,,
447,PT02M43.00S,2022-01-05T05:06:58.5Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,79,81,2022-01-05T05:06:58Z,4430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT02M43.00S,2022-01-05T05:07:05.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,79,81,2022-01-05T05:07:05Z,4440000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M43.00S,2022-01-05T05:09:44.3Z,3,REGULAR,substitution,out,[],1628368,,,1610612747,79,81,2022-01-05T05:09:59Z,4450000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M43.00S,2022-01-05T05:09:44.3Z,3,REGULAR,substitution,out,[],203084,,,1610612747,79,81,2022-01-05T05:09:59Z,4460000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M43.00S,2022-01-05T05:09:44.3Z,3,REGULAR,substitution,in,[],1630169,,,1610612747,79,81,2022-01-05T05:09:59Z,4470000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M43.00S,2022-01-05T05:09:44.3Z,3,REGULAR,substitution,in,[],1630558,,,1610612747,79,81,2022-01-05T05:09:59Z,4480000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
