actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
88,PT04M48.00S,2022-01-05T03:53:28.4Z,1,REGULAR,rebound,offensive,[],203458,,,1610612758,15,20,2022-01-05T03:53:28Z,880000,,,0,,A. Len REBOUND (Off:1 Def:0),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,87.0,1.0,0.0,1.0,,,,,,,,,,
89,PT04M47.00S,2022-01-05T03:53:29.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203084,70.12155059132719,29.901960784313726,1610612758,15,20,2022-01-05T03:53:34Z,890000,-100.0,228.0,1,right,MISS H. Barnes 24' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,24.95,Missed,,,,,,,,,,,,,,,,,,
90,PT04M43.00S,2022-01-05T03:53:33.5Z,1,REGULAR,rebound,offensive,[],1628963,,,1610612758,15,20,2022-01-05T03:53:33Z,900000,,,0,,M. Bagley III REBOUND (Off:2 Def:2),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,89.0,4.0,2.0,2.0,,,,,,,,,,
91,PT04M39.00S,2022-01-05T03:53:37.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,92.59198423127464,44.6078431372549,1610612758,15,20,2022-01-05T03:53:41Z,910000,-27.0,17.0,1,right,MISS M. Bagley III driving Layup,[1628963],1610612758.0,SAC,driving,,,Bagley III,M. Bagley III,,,,,3.2,Missed,,,,,,,,,,,,,,,,,,
92,PT04M37.00S,2022-01-05T03:53:39.6Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,15,20,2022-01-05T03:53:39Z,920000,,,0,,M. Monk REBOUND (Off:1 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,91.0,3.0,2.0,1.0,,,,,,,,,,
93,PT04M34.00S,2022-01-05T03:53:42.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",2544,17.16491458607096,45.34313725490196,1610612747,15,20,2022-01-05T03:53:49Z,930000,23.0,109.0,1,left,MISS L. James 11' running Layup,[2544],1610612747.0,LAL,running,,,James,L. James,,,,,11.14,Missed,,,,,,,,,,,,,,,,,,
94,PT04M30.00S,2022-01-05T03:53:46.4Z,1,REGULAR,rebound,defensive,[],1628963,,,1610612758,15,20,2022-01-05T03:53:49Z,940000,,,0,,M. Bagley III REBOUND (Off:2 Def:3),[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,93.0,5.0,3.0,2.0,,,,,,,,,,
95,PT04M27.00S,2022-01-05T03:54:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,92.59198423127464,49.754901960784316,1610612758,15,22,2022-01-05T03:59:18Z,950000,-1.0,17.0,1,right,D. Fox driving Layup (8 PTS) (B. Hield 1 AST),"[1628368, 1627741]",1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,1.71,Made,8.0,B. Hield,1627741.0,1.0,,,,,,,,,,,,,,
96,PT04M06.00S,2022-01-05T03:54:10.1Z,1,REGULAR,3pt,Jump Shot,[],1628370,26.62614980289093,16.176470588235293,1610612747,18,22,2022-01-05T03:54:15Z,960000,169.0,198.0,1,left,M. Monk 26' 3PT  (7 PTS) (T. Horton-Tucker 1 AST),"[1628370, 1629659]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,26.02,Made,7.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,
98,PT03M54.00S,2022-01-05T03:54:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,90.88370565045992,46.32352941176471,1610612758,18,22,2022-01-05T03:54:27Z,980000,-18.0,33.0,1,right,MISS B. Hield driving Layup,[1627741],1610612758.0,SAC,driving,,,Hield,B. Hield,,,,,3.8,Missed,,,,,,,,,,,,,,,,,,
99,PT03M52.00S,2022-01-05T03:54:24.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,18,22,2022-01-05T03:54:27Z,990000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
100,PT03M52.00S,2022-01-05T03:54:28.1Z,1,REGULAR,foul,personal,[],203458,,,1610612747,18,22,2022-01-05T03:54:36Z,1000000,,,0,,A. Len take personal FOUL (1 PF),"[203458, 2544]",1610612758.0,SAC,take,,,Len,A. Len,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,James,2544.0,,
102,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],2772,,,1610612747,18,22,2022-01-05T03:55:00Z,1020000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],202340,,,1610612747,18,22,2022-01-05T03:55:00Z,1030000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],1629659,,,1610612747,18,22,2022-01-05T03:55:00Z,1040000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612747,18,22,2022-01-05T03:55:00Z,1050000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],1628963,,,1610612747,18,22,2022-01-05T03:55:00Z,1060000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,out,[],203084,,,1610612747,18,22,2022-01-05T03:55:00Z,1070000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],2546,,,1610612747,18,22,2022-01-05T03:55:00Z,1080000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],2730,,,1610612747,18,22,2022-01-05T03:55:00Z,1090000,,,0,,SUB in: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],1630559,,,1610612747,18,22,2022-01-05T03:55:00Z,1100000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],1630169,,,1610612747,18,22,2022-01-05T03:55:00Z,1110000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],1630558,,,1610612747,18,22,2022-01-05T03:55:00Z,1120000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M52.00S,2022-01-05T03:54:36.9Z,1,REGULAR,substitution,in,[],203090,,,1610612747,18,22,2022-01-05T03:55:00Z,1130000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M40.00S,2022-01-05T03:55:11.6Z,1,REGULAR,violation,kicked ball,[],203090,,,1610612747,18,22,2022-01-05T03:55:18Z,1140000,,,0,,M. Harkless kicked ball VIOLATION,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,101283.0,,,,,,,,,
116,PT03M29.00S,2022-01-05T03:55:36.0Z,1,REGULAR,2pt,Jump Shot,[],2544,28.07161629434954,53.67647058823529,1610612747,18,22,2022-01-05T03:55:41Z,1150000,-18.0,211.0,1,left,MISS L. James 21' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,21.22,Missed,,,,,,,,,,,,,,,,,,
117,PT03M25.00S,2022-01-05T03:55:40.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,18,22,2022-01-05T03:55:41Z,1160000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT03M15.00S,2022-01-05T03:55:49.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,74.32654402102497,10.784313725490197,1610612758,18,22,2022-01-05T03:55:53Z,1170000,-196.0,189.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,27.22,Missed,,,,,,,,,,,,,,,,,,
119,PT03M13.00S,2022-01-05T03:55:51.8Z,1,REGULAR,rebound,defensive,[],1630559,,,1610612747,18,22,2022-01-05T03:55:51Z,1180000,,,0,,A. Reaves REBOUND (Off:0 Def:1),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,
120,PT03M10.00S,2022-01-05T03:55:58.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,18,22,2022-01-05T03:55:58Z,1190000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M10.00S,2022-01-05T03:55:59.8Z,1,REGULAR,substitution,out,[],2544,,,1610612747,18,22,2022-01-05T03:56:05Z,1200000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M10.00S,2022-01-05T03:55:59.8Z,1,REGULAR,substitution,in,[],201566,,,1610612747,18,22,2022-01-05T03:56:05Z,1210000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
133,PT03M10.00S,2022-01-05T03:55:59.8Z,1,REGULAR,substitution,out,[],1628370,,,1610612747,18,22,2022-01-05T03:57:29Z,1215000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M10.00S,2022-01-05T03:55:59.8Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,18,22,2022-01-05T03:57:29Z,1217500,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M03.00S,2022-01-05T03:56:23.9Z,1,REGULAR,2pt,Jump Shot,[],201566,21.369908015768726,28.431372549019606,1610612747,18,22,2022-01-05T03:59:15Z,1220000,108.0,148.0,1,left,MISS R. Westbrook 18' Jump Shot,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,18.34,Missed,,,,,,,,,,,,,,,,,,
124,PT03M02.00S,2022-01-05T03:56:24.9Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,18,22,2022-01-05T03:59:15Z,1230000,,,0,,D. Howard REBOUND (Off:1 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,123.0,1.0,0.0,1.0,,,,,,,,,,
125,PT03M00.00S,2022-01-05T03:56:29.0Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",2730,5.590000152587891,50.0,1610612747,20,22,2022-01-05T03:59:26Z,1240000,0.0,0.0,1,left,D. Howard putback DUNK (2 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
126,PT02M49.00S,2022-01-05T03:56:33.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,66.04796320630749,64.95098039215686,1610612758,20,25,2022-01-05T03:56:38Z,1250000,75.0,267.0,1,right,B. Hield 27' 3PT  (6 PTS) (T. Haliburton 3 AST),"[1627741, 1630169]",1610612758.0,SAC,,,,Hield,B. Hield,,,,,27.69,Made,6.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
128,PT02M27.00S,2022-01-05T03:56:55.6Z,1,REGULAR,2pt,Jump Shot,[],1629659,22.421156373193167,72.30392156862744,1610612747,20,25,2022-01-05T03:57:07Z,1270000,-112.0,158.0,1,left,MISS T. Horton-Tucker 19' step back Shot,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,19.36,Missed,,,,,,,,,,,,,,,,,,
129,PT02M21.00S,2022-01-05T03:57:01.6Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612758,20,25,2022-01-05T03:57:07Z,1280000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,
130,PT02M17.00S,2022-01-05T03:57:05.1Z,1,REGULAR,2pt,Jump Shot,[],1630558,78.79434954007884,63.48039215686274,1610612758,20,27,2022-01-05T03:57:13Z,1290000,67.0,147.0,1,right,D. Mitchell 16' step back Jump Shot (2 PTS) (T. Haliburton 4 AST),"[1630558, 1630169]",1610612758.0,SAC,step back,,,Mitchell,D. Mitchell,,,,,16.15,Made,2.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
132,PT02M03.00S,2022-01-05T03:57:26.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,20,27,2022-01-05T03:57:26Z,1310000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M56.00S,2022-01-05T04:00:26.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.521024967148489,49.01960784313725,1610612747,22,27,2022-01-05T04:00:33Z,1320000,5.0,9.0,1,left,T. Horton-Tucker driving Layup (4 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,1.01,Made,4.0,,,,,,,,,,,,,,,,,
136,PT01M42.00S,2022-01-05T04:00:39.6Z,1,REGULAR,3pt,Jump Shot,[],1627741,70.51576872536137,19.362745098039216,1610612758,22,27,2022-01-05T04:00:44Z,1330000,-153.0,225.0,1,right,MISS B. Hield 27' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,
137,PT01M38.00S,2022-01-05T04:00:43.6Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,22,27,2022-01-05T04:00:44Z,1340000,,,0,,D. Howard REBOUND (Off:1 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,136.0,2.0,1.0,1.0,,,,,,,,,,
138,PT01M30.00S,2022-01-05T04:00:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,8.623521681997373,47.30392156862745,1610612747,22,27,2022-01-05T04:00:55Z,1350000,13.0,29.0,1,left,MISS R. Westbrook driving floating Shot,[201566],1610612747.0,LAL,driving floating,,,Westbrook,R. Westbrook,,,,,3.16,Missed,,,,,,,,,,,,,,,,,,
139,PT01M28.00S,2022-01-05T04:00:52.6Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,22,27,2022-01-05T04:00:55Z,1360000,,,0,,A. Len REBOUND (Off:1 Def:1),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,138.0,2.0,1.0,1.0,,,,,,,,,,
140,PT01M26.00S,2022-01-05T04:00:56.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627741,92.9862023653088,49.26470588235294,1610612758,22,27,2022-01-05T04:01:04Z,1370000,-4.0,13.0,1,right,MISS B. Hield running Layup,[1627741],1610612758.0,SAC,running,,,Hield,B. Hield,,,,,1.39,Missed,,,,,,,,,,,,,,,,,,
141,PT01M23.00S,2022-01-05T04:00:59.1Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,22,27,2022-01-05T04:01:04Z,1380000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,140.0,2.0,1.0,1.0,,,,,,,,,,
142,PT01M14.00S,2022-01-05T04:01:07.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],2730,7.30946123521682,45.83333333333333,1610612747,24,27,2022-01-05T04:01:14Z,1390000,21.0,16.0,1,left,D. Howard DUNK (4 PTS) (A. Reaves 1 AST),"[2730, 1630559]",1610612747.0,LAL,,,,Howard,D. Howard,,,,,2.64,Made,4.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
144,PT00M58.10S,2022-01-05T04:01:26.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203458,92.19776609724047,49.50980392156863,1610612758,24,29,2022-01-05T04:01:52Z,1410000,-2.0,21.0,1,right,A. Len cutting Layup (4 PTS) (M. Harkless 1 AST),"[203458, 203090]",1610612758.0,SAC,cutting,,,Len,A. Len,,,,,2.09,Made,4.0,M. Harkless,203090.0,1.0,,,,,,,,,,,,,,
146,PT00M58.10S,2022-01-05T04:01:31.9Z,1,REGULAR,foul,personal,['1freethrow'],2546,,,1610612758,24,29,2022-01-05T04:01:42Z,1430000,,,0,,C. Anthony shooting personal FOUL (1 PF) (Len 1 FT),"[2546, 203458]",1610612747.0,LAL,shooting,,,Anthony,C. Anthony,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Len,203458.0,,
148,PT00M58.10S,2022-01-05T04:01:52.9Z,1,REGULAR,freethrow,1 of 1,[],203458,,,1610612758,24,30,2022-01-05T04:01:52Z,1450000,,,0,,A. Len Free Throw 1 of 1 (5 PTS),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
149,PT00M42.10S,2022-01-05T04:02:10.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.046649145860711,49.754901960784316,1610612747,24,30,2022-01-05T04:02:16Z,1460000,1.0,14.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.38,Missed,,,,,,,,,,,,,,,,,,
150,PT00M38.30S,2022-01-05T04:02:14.6Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,24,30,2022-01-05T04:02:14Z,1470000,,,0,,D. Howard REBOUND (Off:2 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,149.0,3.0,1.0,2.0,,,,,,,,,,
151,PT00M38.30S,2022-01-05T04:02:14.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2730,5.590000152587891,50.0,1610612747,24,30,2022-01-05T04:02:18Z,1480000,0.0,0.0,1,left,MISS D. Howard tip Layup,[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
152,PT00M38.30S,2022-01-05T04:02:14.6Z,1,REGULAR,rebound,defensive,[],203458,,,1610612758,24,30,2022-01-05T04:02:18Z,1490000,,,0,,A. Len REBOUND (Off:1 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,151.0,3.0,2.0,1.0,,,,,,,,,,
153,PT00M33.00S,2022-01-05T04:02:19.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,72.48685939553219,15.686274509803921,1610612758,24,30,2022-01-05T04:02:28Z,1500000,-172.0,206.0,1,right,MISS T. Haliburton 26' running 3PT,[1630169],1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,
154,PT00M30.50S,2022-01-05T04:02:22.4Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,24,30,2022-01-05T04:02:22Z,1510000,,,0,,D. Howard REBOUND (Off:2 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,153.0,4.0,2.0,2.0,,,,,,,,,,
157,PT00M28.10S,2022-01-05T04:02:40.5Z,1,REGULAR,foul,technical,['1freethrow'],201566,,,1610612747,24,30,2022-01-05T04:02:48Z,1540000,,,0,,R. Westbrook technical FOUL (1 Tech),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1155.0,,,,0.0,1.0,,,,
158,PT00M28.10S,2022-01-05T04:02:57.0Z,1,REGULAR,freethrow,1 of 1,[],1627741,,,1610612747,24,31,2022-01-05T04:02:57Z,1550000,,,0,,B. Hield technical Free Throw 1 of 1 (7 PTS),[1627741],1610612758.0,SAC,technical,,,Hield,B. Hield,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
159,PT00M16.30S,2022-01-05T04:03:21.9Z,1,REGULAR,2pt,Jump Shot,[],1629659,22.815374507227332,50.49019607843137,1610612747,26,31,2022-01-05T04:03:31Z,1560000,-2.0,162.0,1,left,T. Horton-Tucker 16' step back Jump Shot (6 PTS),[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,16.2,Made,6.0,,,,,,,,,,,,,,,,,
160,PT00M01.20S,2022-01-05T04:03:47.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,72.09264126149803,83.33333333333334,1610612758,26,31,2022-01-05T04:03:54Z,1570000,167.0,210.0,1,right,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,26.8,Missed,,,,,,,,,,,,,,,,,,
161,PT00M01.00S,2022-01-05T04:03:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,31,2022-01-05T04:03:54Z,1580000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,160.0,,,,,,,,,,,,,
162,PT00M00.00S,2022-01-05T04:03:50.7Z,1,REGULAR,period,end,[],0,,,1610612758,26,31,2022-01-05T04:03:50Z,1590000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-01-05T04:06:15.5Z,2,REGULAR,substitution,out,['startperiod'],2730,,,1610612758,26,31,2022-01-05T04:06:33Z,1600000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2022-01-05T04:06:15.5Z,2,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,26,31,2022-01-05T04:06:33Z,1610000,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2022-01-05T04:06:15.5Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612758,26,31,2022-01-05T04:06:33Z,1620000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-05T04:06:15.5Z,2,REGULAR,substitution,in,['startperiod'],1627745,,,1610612758,26,31,2022-01-05T04:06:33Z,1630000,,,0,,SUB in: D. Jones,[1627745],1610612758.0,SAC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-05T04:06:34.3Z,2,REGULAR,period,start,[],0,,,1610612747,26,31,2022-01-05T04:06:34Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-05T04:06:35.5Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612747,26,31,2022-01-05T04:35:40Z,1650000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,,,
170,PT11M38.00S,2022-01-05T04:06:55.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.5722733245729295,48.28431372549019,1610612747,28,31,2022-01-05T04:07:00Z,1660000,9.0,19.0,1,left,R. Westbrook driving Layup (4 PTS) (L. James 1 AST),"[201566, 2544]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,2.06,Made,4.0,L. James,2544.0,1.0,,,,,,,,,,,,,,
172,PT11M20.00S,2022-01-05T04:07:12.8Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612758,28,31,2022-01-05T04:07:17Z,1680000,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1629659]",1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,2.0,,,,,,,Horton-Tucker,1629659.0
173,PT11M20.00S,2022-01-05T04:07:12.8Z,2,REGULAR,steal,,[],1629659,,,1610612747,28,31,2022-01-05T04:07:15Z,1690000,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M10.00S,2022-01-05T04:07:25.8Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629659,7.046649145860711,49.26470588235294,1610612747,30,31,2022-01-05T04:07:48Z,1700000,4.0,14.0,1,left,T. Horton-Tucker bank Hook (8 PTS),[1629659],1610612747.0,LAL,bank,,,Horton-Tucker,T. Horton-Tucker,,,,,1.42,Made,8.0,,,,,,,,,,,,,,,,,
175,PT11M10.00S,2022-01-05T04:07:33.5Z,2,REGULAR,foul,personal,['1freethrow'],1627745,,,1610612747,30,31,2022-01-05T04:07:46Z,1710000,,,0,,D. Jones shooting personal FOUL (1 PF) (Horton-Tucker 1 FT),"[1627745, 1629659]",1610612758.0,SAC,shooting,,,Jones,D. Jones,,,,,,,,,,,,,,,1155.0,,,,1.0,0.0,Horton-Tucker,1629659.0,,
177,PT11M10.00S,2022-01-05T04:07:52.5Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1629659,,,1610612747,30,31,2022-01-05T04:07:55Z,1730000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 1,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,
