actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
456,PT03M49.00S,2021-11-03T04:10:20.1Z,3,REGULAR,rebound,defensive,[],203076,,,1610612747,79,81,2021-11-03T04:10:22Z,4430000,,,0,,A. Davis REBOUND (Off:0 Def:7),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,455.0,7.0,7.0,0.0,,,,,
457,PT03M44.00S,2021-11-03T04:10:30.5Z,3,REGULAR,turnover,out-of-bounds,[],2544,,,1610612747,79,81,2021-11-03T04:10:46Z,4440000,,,0,,L. James lost ball out-of-bounds TURNOVER (4 TO),[2544],1610612747.0,LAL,lost ball,,,James,L. James,,,,,,,,,,,1155.0,,,,,,,,,,,4.0,,
458,PT03M30.00S,2021-11-03T04:10:44.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626174,69.95729303547964,72.79411764705883,1610612745,79,81,2021-11-03T04:10:49Z,4450000,114.0,230.0,1,right,MISS C. Wood 25' 3PT,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
459,PT03M29.00S,2021-11-03T04:10:45.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,79,81,2021-11-03T04:10:49Z,4460000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,458.0,,,,,,,,
460,PT03M29.00S,2021-11-03T04:10:52.9Z,3,REGULAR,substitution,out,[],2544,,,1610612747,79,81,2021-11-03T04:10:59Z,4470000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
461,PT03M29.00S,2021-11-03T04:10:52.9Z,3,REGULAR,substitution,in,[],201566,,,1610612747,79,81,2021-11-03T04:10:59Z,4480000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
462,PT03M15.00S,2021-11-03T04:11:13.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,7.490144546649148,45.630361519607845,1610612747,79,81,2021-11-03T04:13:11Z,4490000,22.0,18.0,1,left,MISS M. Monk driving Layup - blocked,"[1628370, 1628021]",1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,2.82,Missed,,,,,,,,,,,,,,Nwaba,1628021.0,,,
482,PT03M15.00S,2021-11-03T04:11:13.6Z,3,REGULAR,block,,[],1628021,,,1610612747,79,81,2021-11-03T04:12:42Z,4495000,,,0,,D. Nwaba BLOCK (1 BLK),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
463,PT03M12.00S,2021-11-03T04:11:16.6Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,79,81,2021-11-03T04:13:11Z,4500000,,,0,,C. Wood REBOUND (Off:0 Def:13),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,462.0,13.0,13.0,0.0,,,,,
464,PT03M02.00S,2021-11-03T04:11:23.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628021,92.55913272010513,53.18627450980392,1610612745,79,83,2021-11-03T04:11:30Z,4510000,16.0,17.0,1,right,D. Nwaba running DUNK (4 PTS) (C. Wood 3 AST),"[1628021, 1626174]",1610612745.0,HOU,running,,,Nwaba,D. Nwaba,,,,,2.36,Made,4.0,C. Wood,1626174.0,3.0,,,,,,,,,,,,,,
466,PT02M58.00S,2021-11-03T04:11:27.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203076,6.750985545335084,45.58823529411765,1610612747,81,83,2021-11-03T04:13:13Z,4530000,22.0,11.0,1,left,A. Davis alley-oop DUNK (23 PTS) (R. Westbrook 5 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,2.47,Made,23.0,R. Westbrook,201566.0,5.0,,,,,,,,,,,,,,
469,PT02M47.00S,2021-11-03T04:11:38.3Z,3,REGULAR,3pt,Jump Shot,[],1628021,68.9060446780552,75.98039215686275,1610612745,81,83,2021-11-03T04:11:45Z,4550000,130.0,240.0,1,right,MISS D. Nwaba 27' 3PT,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,27.27,Missed,,,,,,,,,,,,,,,,,,
470,PT02M47.00S,2021-11-03T04:11:38.3Z,3,REGULAR,rebound,offensive,[],1630231,,,1610612745,81,83,2021-11-03T04:11:45Z,4560000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:1),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,469.0,2.0,1.0,1.0,,,,,
471,PT02M40.00S,2021-11-03T04:11:45.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630231,93.47897503285151,49.26470588235294,1610612745,81,83,2021-11-03T04:11:52Z,4570000,-4.0,9.0,1,right,MISS K. Martin Jr. Layup - blocked,"[1630231, 203076]",1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,0.95,Missed,,,,,,,,,,,,,,Davis,203076.0,,,
472,PT02M40.00S,2021-11-03T04:11:45.7Z,3,REGULAR,block,,[],203076,,,1610612745,81,83,2021-11-03T04:11:48Z,4580000,,,0,,A. Davis BLOCK (2 BLK),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M35.00S,2021-11-03T04:11:50.7Z,3,REGULAR,rebound,offensive,[],1626174,,,1610612745,81,83,2021-11-03T04:11:52Z,4590000,,,0,,C. Wood REBOUND (Off:1 Def:13),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,471.0,14.0,13.0,1.0,,,,,
474,PT02M34.00S,2021-11-03T04:11:51.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626174,91.63929040735874,51.71568627450981,1610612745,81,85,2021-11-03T04:11:56Z,4600000,9.0,26.0,1,right,C. Wood putback DUNK (17 PTS),[1626174],1610612745.0,HOU,putback,,,Wood,C. Wood,,,,,2.75,Made,17.0,,,,,,,,,,,,,,,,,
475,PT02M29.00S,2021-11-03T04:11:56.0Z,3,REGULAR,2pt,Jump Shot,[],2546,21.73127463863338,66.91176470588235,1610612747,81,85,2021-11-03T04:15:23Z,4610000,-85.0,152.0,1,left,MISS C. Anthony 17' turnaround fadeaway Shot,[2546],1610612747.0,LAL,turnaround fadeaway,,,Anthony,C. Anthony,,,,,17.38,Missed,,,,,,,,,,,,,,,,,,
476,PT02M26.00S,2021-11-03T04:11:59.0Z,3,REGULAR,rebound,defensive,[],1626174,,,1610612745,81,85,2021-11-03T04:12:03Z,4620000,,,0,,C. Wood REBOUND (Off:1 Def:14),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,475.0,15.0,14.0,1.0,,,,,
477,PT02M14.00S,2021-11-03T04:12:17.0Z,3,REGULAR,foul,offensive,[],1626174,,,1610612745,81,85,2021-11-03T04:12:26Z,4630000,,,0,,C. Wood charge offensive FOUL (3 PF),"[1626174, 1630559]",1610612745.0,HOU,charge,,,Wood,C. Wood,,,,,,,,,,,202058.0,3.0,0.0,Reaves,1630559.0,,,,,,,,,
479,PT02M14.00S,2021-11-03T04:12:17.0Z,3,REGULAR,turnover,offensive foul,[],1626174,,,1610612745,81,85,2021-11-03T04:12:17Z,4650000,,,0,,C. Wood offensive foul TURNOVER (1 TO),[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,202058.0,,,,,,,,,,,1.0,,
480,PT02M14.00S,2021-11-03T04:12:26.3Z,3,REGULAR,substitution,out,[],1630224,,,1610612747,81,85,2021-11-03T04:12:29Z,4660000,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
481,PT02M14.00S,2021-11-03T04:12:26.3Z,3,REGULAR,substitution,in,[],1629645,,,1610612747,81,85,2021-11-03T04:12:29Z,4670000,,,0,,SUB in: K. Porter Jr.,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
483,PT01M54.00S,2021-11-03T04:12:58.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,7.145203679369246,49.50980392156863,1610612747,83,85,2021-11-03T04:13:04Z,4680000,2.0,15.0,1,left,R. Westbrook driving Layup (21 PTS) (C. Anthony 1 AST),"[201566, 2546]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,1.49,Made,21.0,C. Anthony,2546.0,1.0,,,,,,,,,,,,,,
485,PT01M43.00S,2021-11-03T04:13:18.6Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612745,83,85,2021-11-03T04:13:28Z,4700000,,,0,,R. Westbrook personal FOUL (1 PF) (Nwaba 2 FT),"[201566, 1628021]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,202058.0,1.0,0.0,Nwaba,1628021.0,,,,,,,,,
487,PT01M43.00S,2021-11-03T04:13:41.4Z,3,REGULAR,freethrow,1 of 2,[],1628021,,,1610612745,83,86,2021-11-03T04:13:41Z,4720000,,,0,,D. Nwaba Free Throw 1 of 2 (5 PTS),[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
488,PT01M43.00S,2021-11-03T04:13:42.9Z,3,REGULAR,substitution,out,[],1626174,,,1610612745,83,86,2021-11-03T04:13:47Z,4730000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
489,PT01M43.00S,2021-11-03T04:13:42.9Z,3,REGULAR,substitution,in,[],1630578,,,1610612745,83,86,2021-11-03T04:13:47Z,4740000,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,
490,PT01M43.00S,2021-11-03T04:13:41.4Z,3,REGULAR,freethrow,2 of 2,[],1628021,,,1610612745,83,86,2021-11-03T04:14:04Z,4750000,,,0,,MISS D. Nwaba Free Throw 2 of 2,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,Missed,,,,,,,,,,,,,,,,,,
491,PT01M40.00S,2021-11-03T04:13:44.4Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,83,86,2021-11-03T04:14:04Z,4760000,,,0,,R. Westbrook REBOUND (Off:2 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,490.0,6.0,4.0,2.0,,,,,
492,PT01M28.00S,2021-11-03T04:14:14.3Z,3,REGULAR,3pt,Jump Shot,[],201566,20.942838370565042,90.44117647058823,1610612747,83,86,2021-11-03T04:14:19Z,4770000,-202.0,144.0,1,left,MISS R. Westbrook 24' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,24.85,Missed,,,,,,,,,,,,,,,,,,
493,PT01M26.00S,2021-11-03T04:14:16.3Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612745,83,86,2021-11-03T04:14:19Z,4780000,,,0,,K. Martin Jr. REBOUND (Off:1 Def:2),[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,492.0,3.0,2.0,1.0,,,,,
494,PT01M08.00S,2021-11-03T04:14:36.2Z,3,REGULAR,turnover,out-of-bounds,[],1630231,,,1610612745,83,86,2021-11-03T04:14:42Z,4790000,,,0,,K. Martin Jr. bad pass out-of-bounds TURNOVER (2 TO),[1630231],1610612745.0,HOU,bad pass,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,1627964.0,,,,,,,,,,,2.0,,
495,PT01M08.00S,2021-11-03T04:14:46.7Z,3,REGULAR,substitution,out,[],203076,,,1610612747,83,86,2021-11-03T04:14:53Z,4800000,,,0,,SUB out: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
496,PT01M08.00S,2021-11-03T04:14:46.7Z,3,REGULAR,substitution,out,[],1630231,,,1610612747,83,86,2021-11-03T04:14:53Z,4810000,,,0,,SUB out: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
497,PT01M08.00S,2021-11-03T04:14:46.7Z,3,REGULAR,substitution,in,[],201599,,,1610612747,83,86,2021-11-03T04:14:53Z,4820000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M08.00S,2021-11-03T04:14:46.7Z,3,REGULAR,substitution,in,[],1630256,,,1610612747,83,86,2021-11-03T04:14:53Z,4830000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
499,PT00M53.50S,2021-11-03T04:15:10.0Z,3,REGULAR,foul,offensive,['inpenalty'],1628370,,,1610612747,83,86,2021-11-03T04:15:20Z,4840000,,,0,,M. Monk charge offensive FOUL (1 PF),"[1628370, 1630578]",1610612747.0,LAL,charge,,,Monk,M. Monk,,,,,,,,,,,1155.0,1.0,1.0,Sengun,1630578.0,,,,,,,,,
501,PT00M53.50S,2021-11-03T04:15:10.0Z,3,REGULAR,turnover,offensive foul,[],1628370,,,1610612747,83,86,2021-11-03T04:15:10Z,4860000,,,0,,M. Monk offensive foul TURNOVER (1 TO),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,1155.0,,,,,,,,,,,1.0,,
502,PT00M32.30S,2021-11-03T04:15:45.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629645,68.77463863337714,72.79411764705883,1610612745,83,86,2021-11-03T04:15:50Z,4870000,114.0,241.0,1,right,MISS K. Porter Jr. 26' step back 3PT,[1629645],1610612745.0,HOU,step back,,,Porter Jr.,K. Porter Jr.,,,,,26.66,Missed,,,,,,,,,,,,,,,,,,
503,PT00M29.50S,2021-11-03T04:15:48.4Z,3,REGULAR,rebound,defensive,[],201599,,,1610612747,83,86,2021-11-03T04:15:48Z,4880000,,,0,,D. Jordan REBOUND (Off:2 Def:5),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,502.0,7.0,5.0,2.0,,,,,
504,PT00M25.00S,2021-11-03T04:15:54.4Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201566,8.853482260183966,50.73529411764706,1610612747,85,86,2021-11-03T04:16:01Z,4890000,-4.0,31.0,1,left,R. Westbrook running finger roll Layup (23 PTS),[201566],1610612747.0,LAL,running finger roll,,,Westbrook,R. Westbrook,,,,,3.09,Made,23.0,,,,,,,,,,,,,,,,,
505,PT00M04.50S,2021-11-03T04:16:16.8Z,3,REGULAR,3pt,Jump Shot,[],201571,71.92838370565046,83.33333333333334,1610612745,85,89,2021-11-03T04:16:21Z,4900000,167.0,211.0,1,right,D. Augustin 26' 3PT pullup (4 PTS),[201571],1610612745.0,HOU,pullup,,,Augustin,D. Augustin,,,,,26.92,Made,4.0,,,,,,,,,,,,,,,,,
506,PT00M01.30S,2021-11-03T04:16:25.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628021,,,1610612747,85,89,2021-11-03T04:16:40Z,4910000,,,0,,D. Nwaba shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1628021, 201566]",1610612745.0,HOU,shooting,,,Nwaba,D. Nwaba,,,,,,,,,,,1155.0,1.0,0.0,Westbrook,201566.0,,,,,,,,,
508,PT00M01.30S,2021-11-03T04:16:58.4Z,3,REGULAR,freethrow,1 of 2,[],201566,,,1610612747,86,89,2021-11-03T04:16:58Z,4930000,,,0,,R. Westbrook Free Throw 1 of 2 (24 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
509,PT00M01.30S,2021-11-03T04:17:00.5Z,3,REGULAR,substitution,out,[],1628021,,,1610612747,86,89,2021-11-03T04:17:16Z,4940000,,,0,,SUB out: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
510,PT00M01.30S,2021-11-03T04:17:00.5Z,3,REGULAR,substitution,out,[],1630256,,,1610612747,86,89,2021-11-03T04:17:16Z,4950000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
511,PT00M01.30S,2021-11-03T04:17:00.5Z,3,REGULAR,substitution,in,[],1626174,,,1610612747,86,89,2021-11-03T04:17:16Z,4960000,,,0,,SUB in: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
512,PT00M01.30S,2021-11-03T04:17:00.5Z,3,REGULAR,substitution,in,[],1629717,,,1610612747,86,89,2021-11-03T04:17:16Z,4970000,,,0,,SUB in: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
513,PT00M01.30S,2021-11-03T04:17:29.1Z,3,REGULAR,freethrow,2 of 2,[],201566,,,1610612747,87,89,2021-11-03T04:17:29Z,4980000,,,0,,R. Westbrook Free Throw 2 of 2 (25 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
514,PT00M00.00S,2021-11-03T04:17:41.2Z,3,REGULAR,period,end,[],0,,,1610612745,87,89,2021-11-03T04:17:41Z,4990000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,PT12M00.00S,2021-11-03T04:20:03.2Z,4,REGULAR,substitution,out,['startperiod'],1628370,,,1610612745,87,89,2021-11-03T04:20:24Z,5000000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
516,PT12M00.00S,2021-11-03T04:20:03.2Z,4,REGULAR,substitution,out,['startperiod'],1626174,,,1610612745,87,89,2021-11-03T04:20:24Z,5010000,,,0,,SUB out: C. Wood,[1626174],1610612745.0,HOU,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,
517,PT12M00.00S,2021-11-03T04:20:03.2Z,4,REGULAR,substitution,in,['startperiod'],2544,,,1610612745,87,89,2021-11-03T04:20:24Z,5020000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
518,PT12M00.00S,2021-11-03T04:20:03.2Z,4,REGULAR,substitution,in,['startperiod'],1630256,,,1610612745,87,89,2021-11-03T04:20:24Z,5030000,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
519,PT12M00.00S,2021-11-03T04:20:20.1Z,4,REGULAR,period,start,[],0,,,1610612745,87,89,2021-11-03T04:20:25Z,5040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT11M43.00S,2021-11-03T04:20:36.7Z,4,REGULAR,3pt,Jump Shot,[],1629645,92.82194480946123,2.6960784313725554,1610612745,87,89,2021-11-03T04:20:42Z,5050000,-237.0,15.0,1,right,MISS K. Porter Jr. 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,23.7,Missed,,,,,,,,,,,,,,,,,,
521,PT11M39.00S,2021-11-03T04:20:39.8Z,4,REGULAR,rebound,defensive,[],2546,,,1610612747,87,89,2021-11-03T04:20:39Z,5060000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,520.0,2.0,2.0,0.0,,,,,
522,PT11M37.00S,2021-11-03T04:20:52.9Z,4,REGULAR,foul,personal,[],1630256,,,1610612747,87,89,2021-11-03T04:21:03Z,5070000,,,0,,J. Tate take personal FOUL (3 PF),"[1630256, 2544]",1610612745.0,HOU,take,,,Tate,J. Tate,,,,,,,,,,,1155.0,3.0,0.0,James,2544.0,,,,,,,,,
524,PT11M28.00S,2021-11-03T04:21:12.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630559,6.750985545335084,51.470588235294116,1610612747,89,89,2021-11-03T04:21:15Z,5090000,-7.0,11.0,1,left,A. Reaves cutting Layup (2 PTS) (L. James 9 AST),"[1630559, 2544]",1610612747.0,LAL,cutting,,,Reaves,A. Reaves,,,,,1.33,Made,2.0,L. James,2544.0,9.0,,,,,,,,,,,,,,
526,PT11M11.00S,2021-11-03T04:21:29.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,92.0335085413929,50.98039215686275,1610612745,89,91,2021-11-03T04:21:36Z,5110000,5.0,22.0,1,right,A. Sengun driving DUNK (6 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,2.29,Made,6.0,,,,,,,,,,,,,,,,,
527,PT10M47.00S,2021-11-03T04:21:53.5Z,4,REGULAR,3pt,Jump Shot,[],2546,31.45532194480947,36.76470588235294,1610612747,92,91,2021-11-03T04:21:57Z,5120000,66.0,243.0,1,left,C. Anthony 25' 3PT  (13 PTS) (L. James 10 AST),"[2546, 2544]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,25.2,Made,13.0,L. James,2544.0,10.0,,,,,,,,,,,,,,
529,PT10M32.00S,2021-11-03T04:22:08.5Z,4,REGULAR,3pt,Jump Shot,[],1629717,91.24507227332458,5.14705882352942,1610612745,92,94,2021-11-03T04:22:13Z,5140000,-224.0,30.0,1,right,A. Brooks 3PT  (4 PTS) (K. Porter Jr. 7 AST),"[1629717, 1629645]",1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,22.63,Made,4.0,K. Porter Jr.,1629645.0,7.0,,,,,,,,,,,,,,
535,PT10M17.00S,2021-11-03T04:22:24.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,11.48160315374507,53.67647058823529,1610612747,92,94,2021-11-03T04:25:37Z,5155000,-18.0,55.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1630256]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,5.84,Missed,,,,,,,,,,,,,,Tate,1630256.0,,,
536,PT10M17.00S,2021-11-03T04:22:24.1Z,4,REGULAR,block,,[],1630256,,,1610612747,92,94,2021-11-03T04:25:37Z,5157500,,,0,,J. Tate BLOCK (1 BLK),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
537,PT10M17.00S,2021-11-03T04:22:24.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612747,92,94,2021-11-03T04:26:11Z,5158750,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,535.0,,,,,,,,
533,PT10M17.00S,2021-11-03T04:22:58.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,92,94,2021-11-03T04:26:11Z,5180000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT10M14.00S,2021-11-03T04:26:11.9Z,4,REGULAR,jumpball,recovered,[],1630256,,,1610612745,92,94,2021-11-03T04:26:11Z,5200000,,,0,,Jump Ball A. Sengun vs. D. Jordan: Tip to J. Tate,"[1630256, 1630578, 201599]",1610612745.0,HOU,challenge,J. Tate,1630256.0,Tate,J. Tate,Sengun,1630578.0,Jordan,201599.0,,,,,,,,,,,,,,,,,,,,
541,PT10M03.00S,2021-11-03T04:26:22.4Z,4,REGULAR,3pt,Jump Shot,[],201571,77.18462549277267,11.029411764705884,1610612745,92,97,2021-11-03T04:27:16Z,5230000,-195.0,162.0,1,right,D. Augustin 25' 3PT  (7 PTS) (A. Sengun 4 AST),"[201571, 1630578]",1610612745.0,HOU,,,,Augustin,D. Augustin,,,,,25.34,Made,7.0,A. Sengun,1630578.0,4.0,,,,,,,,,,,,,,
543,PT09M39.00S,2021-11-03T04:26:47.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.8823915900131425,54.411764705882355,1610612747,92,97,2021-11-03T04:26:52Z,5250000,-22.0,12.0,1,left,MISS R. Westbrook Layup,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,
544,PT09M39.00S,2021-11-03T04:26:47.1Z,4,REGULAR,rebound,offensive,[],201566,,,1610612747,92,97,2021-11-03T04:26:52Z,5260000,,,0,,R. Westbrook REBOUND (Off:3 Def:4),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,543.0,7.0,4.0,3.0,,,,,
545,PT09M39.00S,2021-11-03T04:26:52.6Z,4,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612747,92,97,2021-11-03T04:27:04Z,5270000,,,0,,J. Tate shooting personal FOUL (4 PF) (Westbrook 2 FT),"[1630256, 201566]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,202058.0,4.0,0.0,Westbrook,201566.0,,,,,,,,,
547,PT09M39.00S,2021-11-03T04:27:25.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201566,,,1610612747,93,97,2021-11-03T04:27:25Z,5290000,,,0,,R. Westbrook Free Throw 1 of 2 (26 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,Made,26.0,,,,,,,,,,,,,,,,,
548,PT09M39.00S,2021-11-03T04:27:26.7Z,4,REGULAR,substitution,out,[],1630559,,,1610612747,93,97,2021-11-03T04:27:33Z,5300000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
549,PT09M39.00S,2021-11-03T04:27:26.7Z,4,REGULAR,substitution,out,[],1629717,,,1610612747,93,97,2021-11-03T04:27:33Z,5310000,,,0,,SUB out: A. Brooks,[1629717],1610612745.0,HOU,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
550,PT09M39.00S,2021-11-03T04:27:26.7Z,4,REGULAR,substitution,in,[],203145,,,1610612747,93,97,2021-11-03T04:27:33Z,5320000,,,0,,SUB in: K. Bazemore,[203145],1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,,,,,,,,,,
551,PT09M39.00S,2021-11-03T04:27:26.7Z,4,REGULAR,substitution,in,[],1628021,,,1610612747,93,97,2021-11-03T04:27:33Z,5330000,,,0,,SUB in: D. Nwaba,[1628021],1610612745.0,HOU,,,,Nwaba,D. Nwaba,,,,,,,,,,,,,,,,,,,,,,,,
