actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
188,PT09M55.00S,2021-11-29T03:14:19.4Z,2,REGULAR,turnover,lost ball,[],1628977,,,1610612765,30,28,2021-11-29T03:14:24Z,1870000,,,0,,H. Diallo lost ball TURNOVER (1 TO),"[1628977, 2544]",1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,1.0,,,,,,,,,,,,,,,James,2544.0,,
189,PT09M55.00S,2021-11-29T03:14:19.4Z,2,REGULAR,steal,,[],2544,,,1610612747,30,28,2021-11-29T03:14:21Z,1880000,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M48.00S,2021-11-29T03:14:26.2Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",2544,92.29632063074901,51.96078431372549,1610612747,30,28,2021-11-29T03:14:35Z,1890000,10.0,20.0,1,right,MISS L. James cutting finger roll Layup,[2544],1610612747.0,LAL,cutting finger roll,,,James,L. James,,,,,,,2.22,Missed,,,,,,,,,,,,,,,,
191,PT09M46.00S,2021-11-29T03:14:28.2Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,30,28,2021-11-29T03:14:35Z,1900000,,,0,,J. Jackson REBOUND (Off:0 Def:1),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,190.0,1.0,1.0,0.0,,,,,,,,,,,,
192,PT09M31.00S,2021-11-29T03:14:43.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628977,9.855453350854134,39.43780637254902,1610612765,30,30,2021-11-29T03:14:52Z,1910000,53.0,40.0,1,left,H. Diallo 6' fadeaway bank Jump Shot (6 PTS),[1628977],1610612765.0,DET,fadeaway bank,,,Diallo,H. Diallo,,,,,,,6.63,Made,,,,,,,,,6.0,,,,,,,
193,PT09M24.00S,2021-11-29T03:14:50.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.24507227332458,49.01960784313726,1610612747,32,30,2021-11-29T03:15:08Z,1920000,-5.0,30.0,1,right,L. James driving Layup (7 PTS) (W. Ellington 1 AST),"[2544, 201961]",1610612747.0,LAL,driving,,,James,L. James,,,,,,,3.02,Made,,,,,,,,,7.0,W. Ellington,201961.0,1.0,,,,
194,PT09M11.00S,2021-11-29T03:15:05.3Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612765,32,30,2021-11-29T03:15:18Z,1930000,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Jackson 2 FT),"[201566, 1628402]",1610612747.0,LAL,shooting,,,Westbrook,R. Westbrook,,,,,1627534.0,,,,,,,,2.0,0.0,Jackson,1628402.0,,,,,,,,
197,PT09M11.00S,2021-11-29T03:15:28.7Z,2,REGULAR,freethrow,1 of 2,[],1628402,,,1610612765,32,30,2021-11-29T03:15:28Z,1950000,,,0,,MISS F. Jackson Free Throw 1 of 2,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,
198,PT09M11.00S,2021-11-29T03:15:28.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,32,30,2021-11-29T03:15:28Z,1960000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,
199,PT09M11.00S,2021-11-29T03:15:30.4Z,2,REGULAR,substitution,out,[],201566,,,1610612765,32,30,2021-11-29T03:15:34Z,1970000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M11.00S,2021-11-29T03:15:30.4Z,2,REGULAR,substitution,in,[],1629659,,,1610612765,32,30,2021-11-29T03:15:34Z,1980000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M11.00S,2021-11-29T03:15:48.6Z,2,REGULAR,freethrow,2 of 2,[],1628402,,,1610612765,32,31,2021-11-29T03:15:48Z,1990000,,,0,,F. Jackson Free Throw 2 of 2 (6 PTS),[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,Made,,,,,,,,,6.0,,,,,,,
202,PT08M55.00S,2021-11-29T03:16:07.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2546,92.69053876478318,43.872549019607845,1610612747,32,31,2021-11-29T03:16:13Z,2000000,-31.0,16.0,1,right,MISS C. Anthony driving Layup,[2546],1610612747.0,LAL,driving,,,Anthony,C. Anthony,,,,,,,3.46,Missed,,,,,,,,,,,,,,,,
203,PT08M53.00S,2021-11-29T03:16:12.1Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,32,31,2021-11-29T03:16:12Z,2010000,,,0,,C. Anthony REBOUND (Off:1 Def:0),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,202.0,1.0,0.0,1.0,,,,,,,,,,,,
204,PT08M53.00S,2021-11-29T03:16:12.1Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",2546,94.40999984741211,50.0,1610612747,32,31,2021-11-29T03:16:22Z,2020000,0.0,0.0,1,right,MISS C. Anthony putback Layup - blocked,"[2546, 1626168]",1610612747.0,LAL,putback,,,Anthony,C. Anthony,,,,,,,0.0,Missed,,,,,,,,,,,,,,,Lyles,1626168.0
205,PT08M53.00S,2021-11-29T03:16:12.1Z,2,REGULAR,block,,[],1626168,,,1610612747,32,31,2021-11-29T03:16:13Z,2030000,,,0,,T. Lyles BLOCK (1 BLK),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M53.00S,2021-11-29T03:16:12.1Z,2,REGULAR,rebound,offensive,[],2546,,,1610612747,32,31,2021-11-29T03:16:22Z,2040000,,,0,,C. Anthony REBOUND (Off:2 Def:0),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,204.0,2.0,0.0,2.0,,,,,,,,,,,,
207,PT08M53.00S,2021-11-29T03:16:19.0Z,2,REGULAR,foul,personal,[],202709,,,1610612747,32,31,2021-11-29T03:16:26Z,2050000,,,0,,C. Joseph personal FOUL (2 PF),"[202709, 2546]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,1627534.0,,,,,,,,2.0,0.0,Anthony,2546.0,,,,,,,,
209,PT08M53.00S,2021-11-29T03:16:31.9Z,2,REGULAR,substitution,out,[],1626168,,,1610612747,32,31,2021-11-29T03:16:42Z,2070000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M53.00S,2021-11-29T03:16:31.9Z,2,REGULAR,substitution,in,[],1630191,,,1610612747,32,31,2021-11-29T03:16:42Z,2080000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M44.00S,2021-11-29T03:17:00.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],2546,81.12680683311433,73.0392156862745,1610612747,32,31,2021-11-29T03:17:06Z,2090000,115.0,125.0,1,right,MISS C. Anthony 16' step back Shot,[2546],1610612747.0,LAL,step back,,,Anthony,C. Anthony,,,,,,,16.99,Missed,,,,,,,,,,,,,,,,
212,PT08M40.00S,2021-11-29T03:17:04.0Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,32,31,2021-11-29T03:17:06Z,2100000,,,0,,J. Jackson REBOUND (Off:0 Def:2),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,211.0,2.0,2.0,0.0,,,,,,,,,,,,
213,PT08M36.00S,2021-11-29T03:17:08.4Z,2,REGULAR,turnover,bad pass,[],1630191,,,1610612765,32,31,2021-11-29T03:17:12Z,2110000,,,0,,I. Stewart bad pass TURNOVER (2 TO),"[1630191, 201961]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,2.0,,,,,,,,,,,,,,,Ellington,201961.0,,
214,PT08M36.00S,2021-11-29T03:17:08.4Z,2,REGULAR,steal,,[],201961,,,1610612747,32,31,2021-11-29T03:17:10Z,2120000,,,0,,W. Ellington STEAL (1 STL),[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M27.00S,2021-11-29T03:17:16.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201961,77.973061760841,9.068627450980387,1610612747,32,31,2021-11-29T03:17:21Z,2130000,-205.0,155.0,1,right,MISS W. Ellington 25' pullup 3PT,[201961],1610612747.0,LAL,pullup,,,Ellington,W. Ellington,,,,,,,25.65,Missed,,,,,,,,,,,,,,,,
216,PT08M23.00S,2021-11-29T03:17:20.5Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,32,31,2021-11-29T03:17:21Z,2140000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,215.0,1.0,1.0,0.0,,,,,,,,,,,,
217,PT08M15.00S,2021-11-29T03:17:28.7Z,2,REGULAR,3pt,Jump Shot,[],1628402,30.66688567674113,28.92156862745098,1610612765,32,31,2021-11-29T03:17:43Z,2150000,105.0,236.0,1,left,MISS F. Jackson 25' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,25.83,Missed,,,,,,,,,,,,,,,,
218,PT08M11.00S,2021-11-29T03:17:32.7Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612747,32,31,2021-11-29T03:17:43Z,2160000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,217.0,2.0,2.0,0.0,,,,,,,,,,,,
219,PT07M58.00S,2021-11-29T03:17:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,92.69053876478318,52.94117647058824,1610612747,32,31,2021-11-29T03:18:15Z,2170000,15.0,16.0,1,right,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1630191]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,,,2.19,Missed,,,,,,,,,,,,,,,Stewart,1630191.0
220,PT07M58.00S,2021-11-29T03:17:45.5Z,2,REGULAR,block,,[],1630191,,,1610612747,32,31,2021-11-29T03:17:47Z,2180000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M55.00S,2021-11-29T03:17:48.5Z,2,REGULAR,rebound,offensive,[],1629659,,,1610612747,32,31,2021-11-29T03:18:15Z,2190000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:2),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,219.0,3.0,2.0,1.0,,,,,,,,,,,,
222,PT07M54.00S,2021-11-29T03:17:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,91.37647831800263,49.754901960784316,1610612747,32,31,2021-11-29T03:18:24Z,2200000,-1.0,29.0,1,right,MISS T. Horton-Tucker putback Layup,[1629659],1610612747.0,LAL,putback,,,Horton-Tucker,T. Horton-Tucker,,,,,,,2.86,Missed,,,,,,,,,,,,,,,,
224,PT07M54.00S,2021-11-29T03:17:49.9Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,32,31,2021-11-29T03:18:51Z,2220000,,,0,,J. Jackson REBOUND (Off:0 Def:3),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,222.0,3.0,3.0,0.0,,,,,,,,,,,,
225,PT07M52.00S,2021-11-29T03:17:53.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628977,7.145203679369246,48.774509803921575,1610612765,32,33,2021-11-29T03:18:34Z,2230000,6.0,15.0,1,left,H. Diallo running alley-oop DUNK (8 PTS) (J. Jackson 2 AST),"[1628977, 1628367]",1610612765.0,DET,running alley-oop,,,Diallo,H. Diallo,,,,,,,1.59,Made,,,,,,,,,8.0,J. Jackson,1628367.0,2.0,,,,
227,PT07M52.00S,2021-11-29T03:17:59.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,32,33,2021-11-29T03:17:59Z,2250000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M38.00S,2021-11-29T03:21:08.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,90.98226018396846,50.245098039215684,1610612747,34,33,2021-11-29T03:21:13Z,2260000,1.0,32.0,1,right,L. James cutting finger roll Layup (9 PTS) (T. Horton-Tucker 2 AST),"[2544, 1629659]",1610612747.0,LAL,cutting finger roll,,,James,L. James,,,,,,,3.23,Made,,,,,,,,,9.0,T. Horton-Tucker,1629659.0,2.0,,,,
230,PT07M20.00S,2021-11-29T03:21:26.3Z,2,REGULAR,2pt,Jump Shot,[],202709,24.096583442838366,73.0392156862745,1610612765,34,33,2021-11-29T03:21:45Z,2280000,-115.0,174.0,1,left,MISS C. Joseph 20' step back Shot,[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,,,20.87,Missed,,,,,,,,,,,,,,,,
231,PT07M17.00S,2021-11-29T03:21:29.3Z,2,REGULAR,rebound,defensive,[],2546,,,1610612747,34,33,2021-11-29T03:21:30Z,2290000,,,0,,C. Anthony REBOUND (Off:2 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,230.0,3.0,1.0,2.0,,,,,,,,,,,,
232,PT07M10.00S,2021-11-29T03:21:37.6Z,2,REGULAR,foul,personal,['2freethrow'],1628367,,,1610612747,34,33,2021-11-29T03:21:43Z,2300000,,,0,,J. Jackson shooting personal FOUL (1 PF) (James 2 FT),"[1628367, 2544]",1610612765.0,DET,shooting,,,Jackson,J. Jackson,,,,,1204.0,,,,,,,,1.0,0.0,James,2544.0,,,,,,,,
234,PT07M10.00S,2021-11-29T03:22:08.8Z,2,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,34,33,2021-11-29T03:22:08Z,2320000,,,0,,MISS L. James Free Throw 1 of 2,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Missed,,,,,,,,,,,,,,,,
235,PT07M10.00S,2021-11-29T03:22:08.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,34,33,2021-11-29T03:22:08Z,2330000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,234.0,,,,,,,,,,,,,,,
236,PT07M10.00S,2021-11-29T03:22:09.3Z,2,REGULAR,substitution,out,[],1628977,,,1610612747,34,33,2021-11-29T03:22:16Z,2340000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M10.00S,2021-11-29T03:22:09.3Z,2,REGULAR,substitution,out,[],1628367,,,1610612747,34,33,2021-11-29T03:22:16Z,2350000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M10.00S,2021-11-29T03:22:09.3Z,2,REGULAR,substitution,in,[],203924,,,1610612747,34,33,2021-11-29T03:22:16Z,2360000,,,0,,SUB in: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M10.00S,2021-11-29T03:22:09.3Z,2,REGULAR,substitution,in,[],1630180,,,1610612747,34,33,2021-11-29T03:22:16Z,2370000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M10.00S,2021-11-29T03:22:23.8Z,2,REGULAR,substitution,out,[],2546,,,1610612747,34,33,2021-11-29T03:22:32Z,2380000,,,0,,SUB out: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M10.00S,2021-11-29T03:22:23.8Z,2,REGULAR,substitution,in,[],201599,,,1610612747,34,33,2021-11-29T03:22:32Z,2390000,,,0,,SUB in: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
242,PT07M10.00S,2021-11-29T03:22:44.8Z,2,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,35,33,2021-11-29T03:22:44Z,2400000,,,0,,L. James Free Throw 2 of 2 (10 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,Made,,,,,,,,,10.0,,,,,,,
243,PT06M55.00S,2021-11-29T03:23:03.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203924,9.510512483574246,54.65686274509804,1610612765,35,33,2021-11-29T03:23:07Z,2410000,-23.0,37.0,1,left,MISS J. Grant driving Layup - blocked,"[203924, 201599]",1610612765.0,DET,driving,,,Grant,J. Grant,,,,,,,4.36,Missed,,,,,,,,,,,,,,,Jordan,201599.0
244,PT06M55.00S,2021-11-29T03:23:03.2Z,2,REGULAR,block,,[],201599,,,1610612765,35,33,2021-11-29T03:23:05Z,2420000,,,0,,D. Jordan BLOCK (1 BLK),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M53.00S,2021-11-29T03:23:05.2Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,35,33,2021-11-29T03:23:07Z,2430000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,243.0,2.0,2.0,0.0,,,,,,,,,,,,
247,PT06M52.00S,2021-11-29T03:23:28.9Z,2,REGULAR,turnover,out-of-bounds,[],1630559,,,1610612747,35,33,2021-11-29T03:23:34Z,2450000,,,0,,A. Reaves lost ball out-of-bounds TURNOVER (2 TO),[1630559],1610612747.0,LAL,lost ball,,,Reaves,A. Reaves,,,,,2534.0,2.0,,,,,,,,,,,,,,,,,,
248,PT06M36.00S,2021-11-29T03:23:48.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630180,20.02299605781866,63.23529411764706,1610612765,35,33,2021-11-29T03:23:54Z,2460000,-66.0,136.0,1,left,MISS S. Bey 15' fadeaway Shot,[1630180],1610612765.0,DET,fadeaway,,,Bey,S. Bey,,,,,,,15.1,Missed,,,,,,,,,,,,,,,,
249,PT06M32.00S,2021-11-29T03:23:52.5Z,2,REGULAR,rebound,defensive,[],201599,,,1610612747,35,33,2021-11-29T03:23:54Z,2470000,,,0,,D. Jordan REBOUND (Off:0 Def:3),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,248.0,3.0,3.0,0.0,,,,,,,,,,,,
250,PT06M19.00S,2021-11-29T03:24:07.0Z,2,REGULAR,foul,personal,['2freethrow'],1630180,,,1610612747,35,33,2021-11-29T03:24:20Z,2480000,,,0,,S. Bey shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1630180, 1629659]",1610612765.0,DET,shooting,,,Bey,S. Bey,,,,,2534.0,,,,,,,,1.0,0.0,Horton-Tucker,1629659.0,,,,,,,,
252,PT06M19.00S,2021-11-29T03:24:36.1Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,36,33,2021-11-29T03:24:36Z,2500000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (1 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,,,1.0,,,,,,,
253,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,out,[],1630559,,,1610612747,36,33,2021-11-29T03:24:55Z,2510000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
254,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,out,[],1628402,,,1610612747,36,33,2021-11-29T03:24:55Z,2520000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
255,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,out,[],202709,,,1610612747,36,33,2021-11-29T03:24:55Z,2530000,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,
256,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,in,[],203076,,,1610612747,36,33,2021-11-29T03:24:55Z,2540000,,,0,,SUB in: A. Davis,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,,,,,,,
257,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,in,[],1630595,,,1610612747,36,33,2021-11-29T03:24:55Z,2550000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,
258,PT06M19.00S,2021-11-29T03:24:37.0Z,2,REGULAR,substitution,in,[],1630165,,,1610612747,36,33,2021-11-29T03:24:55Z,2560000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M19.00S,2021-11-29T03:25:00.3Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,37,33,2021-11-29T03:25:00Z,2570000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (2 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,,,,,,,,,2.0,,,,,,,
260,PT06M04.00S,2021-11-29T03:25:17.8Z,2,REGULAR,3pt,Jump Shot,[],203924,10.82457293035479,4.166666666666657,1610612765,37,33,2021-11-29T03:25:21Z,2580000,229.0,49.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,23.44,Missed,,,,,,,,,,,,,,,,
261,PT06M01.00S,2021-11-29T03:25:20.8Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,37,33,2021-11-29T03:25:21Z,2590000,,,0,,L. James REBOUND (Off:0 Def:3),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,
262,PT05M57.00S,2021-11-29T03:25:24.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,72.05978975032852,18.137254901960787,1610612747,40,33,2021-11-29T03:25:31Z,2600000,-159.0,210.0,1,right,L. James 26' 3PT running pullup (13 PTS) (T. Horton-Tucker 3 AST),"[2544, 1629659]",1610612747.0,LAL,running pullup,,,James,L. James,,,,,,,26.37,Made,,,,,,,,,13.0,T. Horton-Tucker,1629659.0,3.0,,,,
264,PT05M40.00S,2021-11-29T03:25:41.4Z,2,REGULAR,2pt,Jump Shot,[],1630595,14.635348226018394,30.637254901960787,1610612765,40,35,2021-11-29T03:25:45Z,2620000,97.0,85.0,1,left,C. Cunningham 12' pullup Jump Shot (4 PTS),[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,,,12.89,Made,,,,,,,,,4.0,,,,,,,
265,PT05M24.00S,2021-11-29T03:25:57.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,91.37647831800263,57.1078431372549,1610612747,40,35,2021-11-29T03:26:01Z,2630000,36.0,29.0,1,right,MISS T. Horton-Tucker cutting Layup,[1629659],1610612747.0,LAL,cutting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,4.56,Missed,,,,,,,,,,,,,,,,
266,PT05M22.00S,2021-11-29T03:25:59.0Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,40,35,2021-11-29T03:26:01Z,2640000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,265.0,4.0,4.0,0.0,,,,,,,,,,,,
267,PT05M17.00S,2021-11-29T03:26:04.6Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630191,5.962549277266746,47.30392156862745,1610612765,40,37,2021-11-29T03:26:16Z,2650000,13.0,4.0,1,left,I. Stewart running reverse Layup (5 PTS) (J. Grant 3 AST),"[1630191, 203924]",1610612765.0,DET,running reverse,,,Stewart,I. Stewart,,,,,,,1.39,Made,,,,,,,,,5.0,J. Grant,203924.0,3.0,,,,
269,PT04M50.00S,2021-11-29T03:26:30.9Z,2,REGULAR,3pt,Jump Shot,[],2544,62.86136662286465,50.0,1610612747,40,37,2021-11-29T03:26:40Z,2670000,0.0,297.0,1,right,MISS L. James 29' step back 3PT,[2544],1610612747.0,LAL,step back,,,James,L. James,,,,,,,29.66,Missed,,,,,,,,,,,,,,,,
270,PT04M47.00S,2021-11-29T03:26:33.9Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,40,37,2021-11-29T03:26:40Z,2680000,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,269.0,1.0,1.0,0.0,,,,,,,,,,,,
271,PT04M44.00S,2021-11-29T03:26:40.7Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612765,40,37,2021-11-29T03:26:54Z,2690000,,,0,,T. Horton-Tucker shooting personal FOUL (3 PF) (Grant 2 FT),"[1629659, 203924]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,1204.0,,,,,,,,3.0,0.0,Grant,203924.0,,,,,,,,
273,PT04M44.00S,2021-11-29T03:27:23.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],203924,,,1610612765,40,38,2021-11-29T03:27:23Z,2710000,,,0,,J. Grant Free Throw 1 of 2 (8 PTS),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,Made,,,,,,,,,8.0,,,,,,,
274,PT04M44.00S,2021-11-29T03:27:24.2Z,2,REGULAR,substitution,out,[],1629659,,,1610612765,40,38,2021-11-29T03:27:36Z,2720000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M44.00S,2021-11-29T03:27:24.2Z,2,REGULAR,substitution,out,[],2544,,,1610612765,40,38,2021-11-29T03:27:36Z,2730000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M44.00S,2021-11-29T03:27:24.2Z,2,REGULAR,substitution,in,[],201566,,,1610612765,40,38,2021-11-29T03:27:36Z,2740000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
