actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId
89,PT04M28.00S,2022-01-18T03:57:59.1Z,1,REGULAR,substitution,in,[],203903,,,1610612747,13,17,2022-01-18T03:57:45Z,880000,,,0,,SUB in: J. Clarkson,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M10.00S,2022-01-18T03:58:30.2Z,1,REGULAR,2pt,Jump Shot,[],1629659,10.167542706964511,74.01960784313725,1610612747,15,17,2022-01-18T04:11:33Z,890000,-120.0,43.0,1,left,T. Horton-Tucker 12' fadeaway Jump Shot (2 PTS),[1629659],1610612747.0,LAL,fadeaway,,,Horton-Tucker,T. Horton-Tucker,,,,,12.76,Made,,,,,,,,,2.0,,,,,,,,,
91,PT03M55.00S,2022-01-18T03:58:44.8Z,1,REGULAR,3pt,Jump Shot,[],1628378,67.7233902759527,27.205882352941174,1610612762,15,17,2022-01-18T03:58:49Z,900000,-114.0,251.0,1,right,MISS D. Mitchell 27' 3PT,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,27.56,Missed,,,,,,,,,,,,,,,,,,
92,PT03M52.00S,2022-01-18T03:58:47.8Z,1,REGULAR,rebound,defensive,[],2772,,,1610612747,15,17,2022-01-18T03:58:49Z,910000,,,0,,T. Ariza REBOUND (Off:0 Def:1),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT03M43.00S,2022-01-18T03:58:57.0Z,1,REGULAR,3pt,Jump Shot,[],2772,29.878449408672807,75.98039215686275,1610612747,15,17,2022-01-18T03:59:01Z,920000,-130.0,228.0,1,left,MISS T. Ariza 26' 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,26.28,Missed,,,,,,,,,,,,,,,,,,
94,PT03M40.00S,2022-01-18T03:59:00.0Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,15,17,2022-01-18T03:59:01Z,930000,,,0,,R. Gay REBOUND (Off:0 Def:3),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,93.0,3.0,3.0,0.0,,,,,,,,,,,,,,
95,PT03M29.00S,2022-01-18T03:59:13.2Z,1,REGULAR,foul,personal,['2freethrow'],1630559,,,1610612762,15,17,2022-01-18T03:59:29Z,940000,,,0,,A. Reaves shooting personal FOUL (1 PF) (Clarkson 2 FT),"[1630559, 203903]",1610612747.0,LAL,shooting,,,Reaves,A. Reaves,,,,,,,,,,,1198.0,,1.0,0.0,,,,,,,,,Clarkson,203903.0
102,PT03M29.00S,2022-01-18T03:59:29.3Z,1,REGULAR,substitution,out,[],201566,,,1610612762,15,17,2022-01-18T04:00:56Z,955000,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M29.00S,2022-01-18T03:59:29.3Z,1,REGULAR,substitution,in,[],1626169,,,1610612762,15,17,2022-01-18T04:00:56Z,957500,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M29.00S,2022-01-18T03:59:45.4Z,1,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,15,18,2022-01-18T03:59:45Z,960000,,,0,,J. Clarkson Free Throw 1 of 2 (1 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,,,,,1.0,,,,,,,,,
98,PT03M29.00S,2022-01-18T03:59:59.6Z,1,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,15,19,2022-01-18T03:59:59Z,970000,,,0,,J. Clarkson Free Throw 2 of 2 (2 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,,,,,2.0,,,,,,,,,
99,PT03M12.00S,2022-01-18T04:00:19.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,7.802233902759525,49.754901960784316,1610612747,17,19,2022-01-18T04:50:10Z,980000,1.0,21.0,1,left,M. Monk driving finger roll Layup (2 PTS),[1628370],1610612747.0,LAL,driving finger roll,,,Monk,M. Monk,,,,,2.08,Made,,,,,,,,,2.0,,,,,,,,,
106,PT03M03.00S,2022-01-18T04:01:12.4Z,1,REGULAR,foul,offensive,[],204060,,,1610612762,17,19,2022-01-18T04:03:35Z,1030000,,,0,,J. Ingles offensive FOUL (2 PF),"[204060, 1629659]",1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,2714.0,,2.0,0.0,,,,,,,,,Horton-Tucker,1629659.0
108,PT03M03.00S,2022-01-18T04:01:12.4Z,1,REGULAR,turnover,offensive foul,[],204060,,,1610612762,17,19,2022-01-18T04:03:35Z,1050000,,,0,,J. Ingles offensive foul TURNOVER (1 TO),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,2714.0,1.0,,,,,,,,,,,,
109,PT02M50.00S,2022-01-18T04:01:23.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,9.247700394218143,95.58823529411765,1610612747,20,19,2022-01-18T04:03:45Z,1060000,-228.0,34.0,1,left,S. Johnson 3PT  (3 PTS) (M. Monk 1 AST),"[1626169, 1628370]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,23.05,Made,,,,,,,,,3.0,M. Monk,1628370.0,1.0,,,,,,
111,PT02M46.00S,2022-01-18T04:01:37.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,20,19,2022-01-18T04:01:37Z,1080000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,out,[],2772,,,1610612762,20,19,2022-01-18T04:03:42Z,1090000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,out,[],1626220,,,1610612762,20,19,2022-01-18T04:03:42Z,1100000,,,0,,SUB out: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,out,[],1628378,,,1610612762,20,19,2022-01-18T04:03:42Z,1110000,,,0,,SUB out: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,in,[],2544,,,1610612762,20,19,2022-01-18T04:03:42Z,1120000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,in,[],203497,,,1610612762,20,19,2022-01-18T04:03:42Z,1130000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M46.00S,2022-01-18T04:02:42.5Z,1,REGULAR,substitution,in,[],201144,,,1610612762,20,19,2022-01-18T04:03:42Z,1140000,,,0,,SUB in: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M24.00S,2022-01-18T04:04:15.9Z,1,REGULAR,turnover,bad pass,[],203903,,,1610612762,20,19,2022-01-18T04:04:24Z,1150000,,,0,,J. Clarkson bad pass TURNOVER (1 TO),"[203903, 1626169]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,1.0,,,,,,,Johnson,1626169.0,,,,
119,PT02M24.00S,2022-01-18T04:04:15.9Z,1,REGULAR,steal,,[],1626169,,,1610612747,20,19,2022-01-18T04:04:18Z,1160000,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M16.00S,2022-01-18T04:04:23.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630559,7.539421813403408,52.94117647058824,1610612747,22,19,2022-01-18T04:14:28Z,1170000,-15.0,18.0,1,left,A. Reaves driving Layup (2 PTS) (L. James 2 AST),"[1630559, 2544]",1610612747.0,LAL,driving,,,Reaves,A. Reaves,,,,,2.36,Made,,,,,,,,,2.0,L. James,2544.0,2.0,,,,,,
122,PT02M01.00S,2022-01-18T04:04:42.6Z,1,REGULAR,foul,personal,[],1630559,,,1610612762,22,19,2022-01-18T04:05:13Z,1190000,,,0,,A. Reaves personal FOUL (2 PF),"[1630559, 203903]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,1198.0,,2.0,0.0,,,,,,,,,Clarkson,203903.0
124,PT01M50.00S,2022-01-18T04:05:10.6Z,1,REGULAR,3pt,Jump Shot,[],201144,65.22667542706964,48.529411764705884,1610612762,22,22,2022-01-18T04:05:15Z,1210000,-7.0,274.0,1,right,M. Conley 27' 3PT step back (3 PTS),[201144],1610612762.0,UTA,step back,,,Conley,M. Conley,,,,,27.45,Made,,,,,,,,,3.0,,,,,,,,,
125,PT01M39.00S,2022-01-18T04:05:22.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,7.539421813403408,48.774509803921575,1610612747,24,22,2022-01-18T04:05:26Z,1220000,6.0,18.0,1,left,T. Horton-Tucker driving Layup (4 PTS) (L. James 3 AST),"[1629659, 2544]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,1.94,Made,,,,,,,,,4.0,L. James,2544.0,3.0,,,,,,
127,PT01M24.00S,2022-01-18T04:05:37.0Z,1,REGULAR,turnover,bad pass,[],203497,,,1610612762,24,22,2022-01-18T04:05:41Z,1240000,,,0,,R. Gobert bad pass TURNOVER (1 TO),"[203497, 1628370]",1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,1.0,,,,,,,Monk,1628370.0,,,,
128,PT01M24.00S,2022-01-18T04:05:37.0Z,1,REGULAR,steal,,[],1628370,,,1610612747,24,22,2022-01-18T04:05:39Z,1250000,,,0,,M. Monk STEAL (1 STL),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M21.00S,2022-01-18T04:05:42.2Z,1,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612747,24,22,2022-01-18T04:05:48Z,1260000,,,0,,T. Horton-Tucker lost ball out-of-bounds TURNOVER (1 TO),[1629659],1610612747.0,LAL,lost ball,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,
130,PT01M09.00S,2022-01-18T04:06:07.0Z,1,REGULAR,turnover,out-of-bounds,[],203497,,,1610612762,24,22,2022-01-18T04:06:16Z,1270000,,,0,,R. Gobert lost ball out-of-bounds TURNOVER (2 TO),[203497],1610612762.0,UTA,lost ball,,,Gobert,R. Gobert,,,,,,,,,,,1193.0,2.0,,,,,,,,,,,,
131,PT00M56.00S,2022-01-18T04:06:25.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626169,28.827201051248352,78.18627450980392,1610612747,24,22,2022-01-18T04:06:30Z,1280000,-141.0,218.0,1,left,MISS S. Johnson 26' 3PT,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,26.0,Missed,,,,,,,,,,,,,,,,,,
132,PT00M53.10S,2022-01-18T04:06:27.9Z,1,REGULAR,rebound,defensive,[],200752,,,1610612762,24,22,2022-01-18T04:06:30Z,1290000,,,0,,R. Gay REBOUND (Off:0 Def:4),[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,131.0,4.0,4.0,0.0,,,,,,,,,,,,,,
133,PT00M39.90S,2022-01-18T04:06:42.2Z,1,REGULAR,3pt,Jump Shot,[],200752,67.85479632063075,48.529411764705884,1610612762,24,25,2022-01-18T04:06:45Z,1300000,-7.0,250.0,1,right,R. Gay 24' 3PT  (3 PTS) (M. Conley 1 AST),"[200752, 201144]",1610612762.0,UTA,,,,Gay,R. Gay,,,,,24.98,Made,,,,,,,,,3.0,M. Conley,201144.0,1.0,,,,,,
136,PT00M18.60S,2022-01-18T04:07:08.6Z,1,REGULAR,turnover,out-of-bounds,[],1626169,,,1610612747,24,25,2022-01-18T04:07:14Z,1320000,,,0,,S. Johnson step out-of-bounds TURNOVER (1 TO),[1626169],1610612747.0,LAL,step,,,Johnson,S. Johnson,,,,,,,,,,,1198.0,1.0,,,,,,,,,,,,
137,PT00M18.60S,2022-01-18T04:07:20.4Z,1,REGULAR,substitution,out,[],1630559,,,1610612762,24,25,2022-01-18T04:07:27Z,1330000,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M18.60S,2022-01-18T04:07:20.4Z,1,REGULAR,substitution,in,[],202340,,,1610612762,24,25,2022-01-18T04:07:27Z,1340000,,,0,,SUB in: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M00.30S,2022-01-18T04:07:53.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201144,80.86399474375821,53.92156862745098,1610612762,24,25,2022-01-18T04:50:20Z,1350000,20.0,127.0,1,right,MISS M. Conley 12' driving floating Shot,[201144],1610612762.0,UTA,driving floating,,,Conley,M. Conley,,,,,12.89,Missed,,,,,,,,,,,,,,,,,,
140,PT00M00.10S,2022-01-18T04:07:53.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612762,24,25,2022-01-18T04:08:04Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M00.00S,2022-01-18T04:07:57.7Z,1,REGULAR,period,end,[],0,,,1610612762,24,25,2022-01-18T04:07:57Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-01-18T04:10:08.7Z,2,REGULAR,substitution,out,['startperiod'],202340,,,1610612762,24,25,2022-01-18T04:10:34Z,1380000,,,0,,SUB out: A. Bradley,[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-01-18T04:10:08.7Z,2,REGULAR,substitution,out,['startperiod'],200752,,,1610612762,24,25,2022-01-18T04:10:34Z,1390000,,,0,,SUB out: R. Gay,[200752],1610612762.0,UTA,,,,Gay,R. Gay,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-01-18T04:10:08.7Z,2,REGULAR,substitution,in,['startperiod'],1630559,,,1610612762,24,25,2022-01-18T04:10:34Z,1400000,,,0,,SUB in: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-01-18T04:10:08.7Z,2,REGULAR,substitution,in,['startperiod'],1629672,,,1610612762,24,25,2022-01-18T04:10:34Z,1410000,,,0,,SUB in: E. Paschall,[1629672],1610612762.0,UTA,,,,Paschall,E. Paschall,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-01-18T04:10:37.0Z,2,REGULAR,period,start,[],0,,,1610612747,24,25,2022-01-18T04:10:37Z,1420000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M45.00S,2022-01-18T04:10:54.3Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,24,25,2022-01-18T04:10:54Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M36.00S,2022-01-18T04:11:31.1Z,2,REGULAR,foul,personal,['2freethrow'],203497,,,1610612747,24,25,2022-01-18T04:11:36Z,1440000,,,0,,R. Gobert shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[203497, 1629659]",1610612762.0,UTA,shooting,,,Gobert,R. Gobert,,,,,,,,,,,1193.0,,1.0,1.0,,,,,,,,,Horton-Tucker,1629659.0
153,PT11M36.00S,2022-01-18T04:11:46.2Z,2,REGULAR,freethrow,1 of 2,[],1629659,,,1610612747,24,25,2022-01-18T04:11:46Z,1460000,,,0,,MISS T. Horton-Tucker Free Throw 1 of 2,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,
154,PT11M36.00S,2022-01-18T04:11:46.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,24,25,2022-01-18T04:11:46Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,153.0,,,,,,,,,,,,,,,,,
155,PT11M36.00S,2022-01-18T04:12:03.7Z,2,REGULAR,freethrow,2 of 2,[],1629659,,,1610612747,25,25,2022-01-18T04:12:03Z,1480000,,,0,,T. Horton-Tucker Free Throw 2 of 2 (5 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
156,PT11M24.00S,2022-01-18T04:12:17.5Z,2,REGULAR,3pt,Jump Shot,[],203903,70.48291721419186,18.872549019607845,1610612762,25,25,2022-01-18T04:12:21Z,1490000,-156.0,225.0,1,right,MISS J. Clarkson 27' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,
157,PT11M20.00S,2022-01-18T04:12:20.7Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,25,25,2022-01-18T04:12:20Z,1500000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,,,,,,
158,PT11M17.00S,2022-01-18T04:12:23.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628370,31.84954007884363,28.92156862745098,1610612747,28,25,2022-01-18T04:17:44Z,1510000,105.0,247.0,1,left,M. Monk 26' 3PT running pullup (5 PTS),[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,26.85,Made,,,,,,,,,5.0,,,,,,,,,
159,PT10M59.00S,2022-01-18T04:12:48.2Z,2,REGULAR,3pt,Jump Shot,[],204060,80.6011826544021,5.392156862745097,1610612762,28,25,2022-01-18T04:12:53Z,1520000,-223.0,130.0,1,right,MISS J. Ingles 25' 3PT,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,25.8,Missed,,,,,,,,,,,,,,,,,,
160,PT10M58.00S,2022-01-18T04:12:49.2Z,2,REGULAR,rebound,offensive,[],203497,,,1610612762,28,25,2022-01-18T04:16:41Z,1530000,,,0,,R. Gobert REBOUND (Off:1 Def:1),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,159.0,2.0,1.0,1.0,,,,,,,,,,,,,,
180,PT10M58.00S,2022-01-18T04:12:53.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,92.16491458607096,52.94117647058824,1610612762,28,25,2022-01-18T04:15:43Z,1535000,15.0,21.0,1,right,MISS R. Gobert putback Layup - blocked,"[203497, 2544]",1610612762.0,UTA,putback,,,Gobert,R. Gobert,,,,,2.57,Missed,,,,,,,,,,,,,,,James,2544.0,,
181,PT10M58.00S,2022-01-18T04:12:53.8Z,2,REGULAR,block,,[],2544,,,1610612762,28,25,2022-01-18T04:15:43Z,1537500,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,
182,PT10M57.00S,2022-01-18T04:12:54.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,28,25,2022-01-18T04:15:43Z,1538750,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,
161,PT10M57.00S,2022-01-18T04:12:59.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,28,25,2022-01-18T04:12:59Z,1540000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M52.00S,2022-01-18T04:13:22.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203497,92.82194480946123,51.22549019607843,1610612762,28,27,2022-01-18T04:15:43Z,1550000,6.0,15.0,1,right,R. Gobert cutting DUNK (4 PTS) (M. Conley 2 AST),"[203497, 201144]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,1.62,Made,,,,,,,,,4.0,M. Conley,201144.0,2.0,,,,,,
164,PT10M35.00S,2022-01-18T04:13:37.6Z,2,REGULAR,2pt,Jump Shot,[],2544,18.7089356110381,79.41176470588235,1610612747,28,27,2022-01-18T04:13:42Z,1570000,-147.0,123.0,1,left,MISS L. James 19' turnaround Shot,[2544],1610612747.0,LAL,turnaround,,,James,L. James,,,,,19.2,Missed,,,,,,,,,,,,,,,,,,
165,PT10M32.00S,2022-01-18T04:13:40.6Z,2,REGULAR,rebound,defensive,[],203497,,,1610612762,28,27,2022-01-18T04:13:42Z,1580000,,,0,,R. Gobert REBOUND (Off:1 Def:2),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,164.0,3.0,2.0,1.0,,,,,,,,,,,,,,
166,PT10M26.00S,2022-01-18T04:13:47.4Z,2,REGULAR,3pt,Jump Shot,[],201144,67.9862023653088,34.55882352941177,1610612762,28,30,2022-01-18T04:50:32Z,1590000,-77.0,248.0,1,right,M. Conley 26' 3PT pullup (6 PTS),[201144],1610612762.0,UTA,pullup,,,Conley,M. Conley,,,,,26.01,Made,,,,,,,,,6.0,,,,,,,,,
167,PT10M07.00S,2022-01-18T04:14:05.8Z,2,REGULAR,3pt,Jump Shot,[],1628370,26.987516425755587,19.117647058823522,1610612747,31,30,2022-01-18T04:14:09Z,1600000,154.0,201.0,1,left,M. Monk 25' 3PT pullup (8 PTS) (S. Johnson 1 AST),"[1628370, 1626169]",1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,25.36,Made,,,,,,,,,8.0,S. Johnson,1626169.0,1.0,,,,,,
169,PT09M55.00S,2022-01-18T04:14:28.7Z,2,REGULAR,foul,personal,[],1626169,,,1610612762,31,30,2022-01-18T04:14:39Z,1620000,,,0,,S. Johnson personal FOUL (1 PF),"[1626169, 203497]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,1193.0,,1.0,0.0,,,,,,,,,Gobert,203497.0
171,PT09M55.00S,2022-01-18T04:14:41.0Z,2,REGULAR,substitution,out,[],201144,,,1610612762,31,30,2022-01-18T04:14:50Z,1640000,,,0,,SUB out: M. Conley,[201144],1610612762.0,UTA,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M55.00S,2022-01-18T04:14:41.0Z,2,REGULAR,substitution,in,[],1630235,,,1610612762,31,30,2022-01-18T04:14:50Z,1650000,,,0,,SUB in: T. Forrest,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M50.00S,2022-01-18T04:15:14.6Z,2,REGULAR,foul,personal,[],1626169,,,1610612762,31,30,2022-01-18T04:15:55Z,1670000,,,0,,S. Johnson personal FOUL (2 PF),"[1626169, 203497]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,1193.0,,2.0,0.0,,,,,,,,,Gobert,203497.0
176,PT09M41.00S,2022-01-18T04:15:27.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,83.36070959264126,50.49019607843137,1610612762,31,30,2022-01-18T04:50:42Z,1690000,2.0,104.0,1,right,MISS J. Clarkson 10' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,10.39,Missed,,,,,,,,,,,,,,,,,,
177,PT09M37.00S,2022-01-18T04:15:30.6Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,31,30,2022-01-18T04:15:30Z,1700000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,
178,PT09M34.00S,2022-01-18T04:15:34.1Z,2,REGULAR,3pt,Jump Shot,[],1629659,26.72470433639947,16.911764705882348,1610612747,34,30,2022-01-18T04:16:02Z,1710000,165.0,199.0,1,left,T. Horton-Tucker 25' 3PT  (8 PTS) (L. James 4 AST),"[1629659, 2544]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,25.85,Made,,,,,,,,,8.0,L. James,2544.0,4.0,,,,,,
184,PT09M20.00S,2022-01-18T04:15:47.4Z,2,REGULAR,3pt,Jump Shot,[],203903,72.7168199737188,82.84313725490196,1610612762,34,30,2022-01-18T04:21:45Z,1740000,164.0,204.0,1,right,MISS J. Clarkson 26' pullup 3PT,[203903],1610612762.0,UTA,pullup,,,Clarkson,J. Clarkson,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,
185,PT09M20.00S,2022-01-18T04:15:47.4Z,2,REGULAR,rebound,defensive,[],1628370,,,1610612747,34,30,2022-01-18T04:16:05Z,1750000,,,0,,M. Monk REBOUND (Off:0 Def:3),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,184.0,3.0,3.0,0.0,,,,,,,,,,,,,,
186,PT09M13.00S,2022-01-18T04:15:54.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],2544,32.637976346911955,61.27450980392157,1610612747,37,30,2022-01-18T04:22:40Z,1760000,-56.0,254.0,1,left,L. James 26' 3PT running pullup (8 PTS),[2544],1610612747.0,LAL,running pullup,,,James,L. James,,,,,26.05,Made,,,,,,,,,8.0,,,,,,,,,
187,PT09M12.00S,2022-01-18T04:16:03.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,37,30,2022-01-18T04:16:03Z,1770000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M01.00S,2022-01-18T04:19:10.6Z,2,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612762,37,30,2022-01-18T04:19:21Z,1780000,,,0,,S. Johnson shooting personal FOUL (3 PF) (Forrest 2 FT),"[1626169, 1630235]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,,,,,,,2714.0,,3.0,0.0,,,,,,,,,Forrest,1630235.0
190,PT09M01.00S,2022-01-18T04:19:36.0Z,2,REGULAR,freethrow,1 of 2,[],1630235,,,1610612762,37,30,2022-01-18T04:19:36Z,1800000,,,0,,MISS T. Forrest Free Throw 1 of 2,[1630235],1610612762.0,UTA,,,,Forrest,T. Forrest,,,,,,Missed,,,,,,,,,,,,,,,,,,
