actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
362,PT11M26.00S,2021-12-24T04:57:01.1Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,55,66,2021-12-24T04:57:02Z,3600000,,,0,,D. Howard REBOUND (Off:2 Def:5),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,361.0,7.0,5.0,2.0,,,,,,,,,,,,,,
363,PT11M26.00S,2021-12-24T04:57:00.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,5.590000152587891,50.0,1610612747,55,66,2021-12-24T04:57:00Z,3610000,0.0,0.0,1,left,MISS D. Howard tip Layup,[2730],1610612747.0,LAL,tip,,,Howard,D. Howard,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
364,PT11M25.00S,2021-12-24T04:57:01.0Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,55,66,2021-12-24T04:57:01Z,3620000,,,0,,D. McDermott REBOUND (Off:0 Def:3),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,363.0,3.0,3.0,0.0,,,,,,,,,,,,,,
365,PT11M17.00S,2021-12-24T04:57:09.2Z,3,REGULAR,3pt,Jump Shot,[],1628401,75.47634691195795,87.00980392156862,1610612759,55,69,2021-12-24T04:57:15Z,3630000,185.0,178.0,1,right,D. White 25' 3PT  (11 PTS) (D. Murray 8 AST),"[1628401, 1627749]",1610612759.0,SAS,,,,White,D. White,,,,,25.67,Made,,,,,,,,11.0,D. Murray,1627749.0,8.0,,,,,,,
367,PT11M00.00S,2021-12-24T04:57:26.1Z,3,REGULAR,2pt,Jump Shot,[],2544,22.913929040735866,40.68627450980392,1610612747,55,69,2021-12-24T04:57:31Z,3650000,47.0,163.0,1,left,MISS L. James 16' pullup Shot,[2544],1610612747.0,LAL,pullup,,,James,L. James,,,,,16.94,Missed,,,,,,,,,,,,,,,,,,
368,PT10M56.00S,2021-12-24T04:57:30.1Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,55,69,2021-12-24T04:57:31Z,3660000,,,0,,D. McDermott REBOUND (Off:0 Def:4),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,367.0,4.0,4.0,0.0,,,,,,,,,,,,,,
369,PT10M44.00S,2021-12-24T04:57:42.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,87.17148488830486,58.33333333333333,1610612759,55,71,2021-12-24T04:57:46Z,3670000,42.0,68.0,1,right,J. Poeltl 7' turnaround Hook (6 PTS),[1627751],1610612759.0,SAS,turnaround,,,Poeltl,J. Poeltl,,,,,7.99,Made,,,,,,,,6.0,,,,,,,,,,
370,PT10M28.00S,2021-12-24T04:57:59.1Z,3,REGULAR,2pt,Jump Shot,[],2544,23.308147174770042,33.57843137254902,1610612747,57,71,2021-12-24T04:58:05Z,3680000,82.0,167.0,1,left,L. James 18' Jump Shot (25 PTS) (D. Howard 2 AST),"[2544, 2730]",1610612747.0,LAL,,,,James,L. James,,,,,18.57,Made,,,,,,,,25.0,D. Howard,2730.0,2.0,,,,,,,
372,PT10M17.00S,2021-12-24T04:58:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,85.06898817345598,56.127450980392155,1610612759,57,71,2021-12-24T04:58:30Z,3700000,31.0,88.0,1,right,MISS D. Murray 9' driving floating Shot,[1627749],1610612759.0,SAS,driving floating,,,Murray,D. Murray,,,,,9.31,Missed,,,,,,,,,,,,,,,,,,
373,PT10M16.00S,2021-12-24T04:58:10.7Z,3,REGULAR,rebound,defensive,[],2730,,,1610612747,57,71,2021-12-24T04:58:14Z,3710000,,,0,,D. Howard REBOUND (Off:2 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,372.0,8.0,6.0,2.0,,,,,,,,,,,,,,
374,PT10M08.00S,2021-12-24T04:58:19.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.904730617608408,46.07843137254902,1610612747,57,71,2021-12-24T04:58:22Z,3720000,20.0,41.0,1,left,MISS T. Horton-Tucker driving Layup - blocked,"[1629659, 1628401]",1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,4.51,Missed,,,,,,,,,,,,White,1628401.0,,,,,
375,PT10M08.00S,2021-12-24T04:58:19.6Z,3,REGULAR,block,,[],1628401,,,1610612747,57,71,2021-12-24T04:58:21Z,3730000,,,0,,D. White BLOCK (2 BLK),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
376,PT10M04.00S,2021-12-24T04:58:23.6Z,3,REGULAR,rebound,defensive,[],203926,,,1610612759,57,71,2021-12-24T04:58:22Z,3740000,,,0,,D. McDermott REBOUND (Off:0 Def:5),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,374.0,5.0,5.0,0.0,,,,,,,,,,,,,,
377,PT10M00.00S,2021-12-24T04:58:26.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629640,92.55913272010513,95.83333333333333,1610612759,57,71,2021-12-24T04:58:33Z,3750000,229.0,17.0,1,right,MISS K. Johnson running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,22.99,Missed,,,,,,,,,,,,,,,,,,
378,PT09M56.00S,2021-12-24T04:58:30.2Z,3,REGULAR,rebound,defensive,[],1629659,,,1610612747,57,71,2021-12-24T04:58:33Z,3760000,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,377.0,2.0,1.0,1.0,,,,,,,,,,,,,,
379,PT09M52.00S,2021-12-24T04:58:36.8Z,3,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612747,57,71,2021-12-24T04:58:41Z,3770000,,,0,,D. White shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1628401, 1629659]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Horton-Tucker,1629659.0
381,PT09M52.00S,2021-12-24T04:59:03.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1629659,,,1610612747,58,71,2021-12-24T04:59:21Z,3790000,,,0,,T. Horton-Tucker Free Throw 1 of 2 (7 PTS),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
382,PT09M52.00S,2021-12-24T04:59:03.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1629659,,,1610612747,58,71,2021-12-24T04:59:21Z,3800000,,,0,,MISS T. Horton-Tucker Free Throw 2 of 2,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,Missed,,,,,,,,,,,,,,,,,,
383,PT09M48.00S,2021-12-24T04:59:07.0Z,3,REGULAR,rebound,offensive,[],1629659,,,1610612747,58,71,2021-12-24T04:59:21Z,3810000,,,0,,T. Horton-Tucker REBOUND (Off:2 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,382.0,3.0,1.0,2.0,,,,,,,,,,,,,,
385,PT09M47.00S,2021-12-24T04:59:21.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629659,8.590670170827863,45.34313725490197,1610612747,58,71,2021-12-24T05:01:34Z,3830000,23.0,28.0,1,left,MISS T. Horton-Tucker putback Layup - blocked,"[1629659, 1627749]",1610612747.0,LAL,putback,,,Horton-Tucker,T. Horton-Tucker,,,,,3.67,Missed,,,,,,,,,,,,Murray,1627749.0,,,,,
386,PT09M47.00S,2021-12-24T04:59:21.4Z,3,REGULAR,block,,[],1627749,,,1610612747,58,71,2021-12-24T04:59:23Z,3840000,,,0,,D. Murray BLOCK (2 BLK),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,
387,PT09M45.00S,2021-12-24T04:59:23.4Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,58,71,2021-12-24T04:59:25Z,3850000,,,0,,K. Johnson REBOUND (Off:1 Def:5),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,385.0,6.0,5.0,1.0,,,,,,,,,,,,,,
388,PT09M39.00S,2021-12-24T04:59:29.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,84.93758212877792,47.30392156862745,1610612759,58,73,2021-12-24T04:59:35Z,3860000,-13.0,89.0,1,right,J. Poeltl 9' floating Jump Shot (8 PTS) (D. Murray 9 AST),"[1627751, 1627749]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,9.01,Made,,,,,,,,8.0,D. Murray,1627749.0,9.0,,,,,,,
390,PT09M16.00S,2021-12-24T04:59:52.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,15.292378449408673,36.76470588235294,1610612747,58,73,2021-12-24T04:59:56Z,3880000,66.0,91.0,1,left,MISS L. James 11' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,11.27,Missed,,,,,,,,,,,,,,,,,,
391,PT09M13.00S,2021-12-24T04:59:55.3Z,3,REGULAR,rebound,offensive,[],2730,,,1610612747,58,73,2021-12-24T04:59:56Z,3890000,,,0,,D. Howard REBOUND (Off:3 Def:6),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,390.0,9.0,6.0,3.0,,,,,,,,,,,,,,
392,PT09M12.00S,2021-12-24T04:59:56.7Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201961,29.221419185282528,75.98039215686275,1610612747,61,73,2021-12-24T05:00:01Z,3900000,-130.0,222.0,1,left,W. Ellington 25' 3PT  (7 PTS) (R. Westbrook 3 AST),"[201961, 201566]",1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,25.74,Made,,,,,,,,7.0,R. Westbrook,201566.0,3.0,,,,,,,
394,PT08M56.00S,2021-12-24T05:00:11.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,83.75492772667542,53.18627450980392,1610612759,61,73,2021-12-24T05:00:23Z,3920000,16.0,100.0,1,right,MISS K. Johnson 10' floating Shot,[1629640],1610612759.0,SAS,floating,,,Johnson,K. Johnson,,,,,10.15,Missed,,,,,,,,,,,,,,,,,,
395,PT08M53.00S,2021-12-24T05:00:14.9Z,3,REGULAR,rebound,defensive,[],2544,,,1610612747,61,73,2021-12-24T05:00:23Z,3930000,,,0,,L. James REBOUND (Off:2 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,394.0,7.0,5.0,2.0,,,,,,,,,,,,,,
397,PT08M53.00S,2021-12-24T05:00:17.8Z,3,REGULAR,foul,personal,[],1628401,,,1610612747,61,73,2021-12-24T05:00:27Z,3940000,,,0,,D. White take personal FOUL (2 PF),"[1628401, 2544]",1610612759.0,SAS,take,,,White,D. White,,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,James,2544.0
399,PT08M48.00S,2021-12-24T05:00:50.4Z,3,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612747,61,73,2021-12-24T05:00:55Z,3960000,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Howard 2 FT),"[1627751, 2730]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,202027.0,3.0,0.0,Howard,2730.0
401,PT08M48.00S,2021-12-24T05:01:16.7Z,3,REGULAR,freethrow,1 of 2,[],2730,,,1610612747,61,73,2021-12-24T05:01:16Z,3980000,,,0,,MISS D. Howard Free Throw 1 of 2,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Missed,,,,,,,,,,,,,,,,,,
402,PT08M48.00S,2021-12-24T05:01:16.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612747,61,73,2021-12-24T05:01:16Z,3990000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,401.0,,,,,,,,,,,,,,,,,
403,PT08M48.00S,2021-12-24T05:01:37.2Z,3,REGULAR,freethrow,2 of 2,[],2730,,,1610612747,62,73,2021-12-24T05:01:37Z,4000000,,,0,,D. Howard Free Throw 2 of 2 (4 PTS),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,Made,,,,,,,,4.0,,,,,,,,,,
404,PT08M38.00S,2021-12-24T05:01:49.3Z,3,REGULAR,3pt,Jump Shot,[],1629640,66.40932982917215,42.15686274509803,1610612759,62,76,2021-12-24T05:01:56Z,4010000,-39.0,263.0,1,right,K. Johnson 26' 3PT  (9 PTS) (D. Murray 10 AST),"[1629640, 1627749]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,26.62,Made,,,,,,,,9.0,D. Murray,1627749.0,10.0,,,,,,,
406,PT08M20.00S,2021-12-24T05:02:09.4Z,3,REGULAR,foul,personal,[],203926,,,1610612747,62,76,2021-12-24T05:02:14Z,4030000,,,0,,D. McDermott personal FOUL (1 PF),"[203926, 2730]",1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Howard,2730.0
408,PT08M13.00S,2021-12-24T05:02:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.8823915900131425,46.568627450980394,1610612747,64,76,2021-12-24T05:02:37Z,4050000,17.0,12.0,1,left,T. Horton-Tucker driving Layup (9 PTS),[1629659],1610612747.0,LAL,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,2.11,Made,,,,,,,,9.0,,,,,,,,,,
409,PT08M02.00S,2021-12-24T05:02:43.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,82.9664914586071,58.57843137254902,1610612759,64,76,2021-12-24T05:02:48Z,4060000,43.0,108.0,1,right,MISS J. Poeltl 11' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,11.58,Missed,,,,,,,,,,,,,,,,,,
410,PT07M57.00S,2021-12-24T05:02:47.5Z,3,REGULAR,rebound,offensive,[],1627751,,,1610612759,64,76,2021-12-24T05:02:47Z,4070000,,,0,,J. Poeltl REBOUND (Off:2 Def:0),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,409.0,2.0,0.0,2.0,,,,,,,,,,,,,,
411,PT07M55.00S,2021-12-24T05:02:51.5Z,3,REGULAR,foul,personal,['2freethrow'],2730,,,1610612759,64,76,2021-12-24T05:02:59Z,4080000,,,0,,D. Howard shooting personal FOUL (2 PF) (Johnson 2 FT),"[2730, 1629640]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,202035.0,2.0,1.0,Johnson,1629640.0
413,PT07M55.00S,2021-12-24T05:03:16.4Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,64,77,2021-12-24T05:03:16Z,4100000,,,0,,K. Johnson Free Throw 1 of 2 (10 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,,10.0,,,,,,,,,,
414,PT07M55.00S,2021-12-24T05:03:30.8Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,64,78,2021-12-24T05:03:30Z,4110000,,,0,,K. Johnson Free Throw 2 of 2 (11 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
415,PT07M41.00S,2021-12-24T05:03:47.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,9.116294349540084,55.14705882352941,1610612747,66,78,2021-12-24T05:03:54Z,4120000,-26.0,33.0,1,left,R. Westbrook finger roll Layup (11 PTS),[201566],1610612747.0,LAL,finger roll,,,Westbrook,R. Westbrook,,,,,4.2,Made,,,,,,,,11.0,,,,,,,,,,
416,PT07M31.00S,2021-12-24T05:03:59.8Z,3,REGULAR,foul,personal,['2freethrow'],2730,,,1610612759,66,78,2021-12-24T05:04:04Z,4130000,,,0,,D. Howard shooting personal FOUL (3 PF) (White 2 FT),"[2730, 1628401]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,203593.0,3.0,1.0,White,1628401.0
418,PT07M31.00S,2021-12-24T05:04:28.4Z,3,REGULAR,freethrow,1 of 2,[],1628401,,,1610612759,66,79,2021-12-24T05:04:28Z,4150000,,,0,,D. White Free Throw 1 of 2 (12 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,12.0,,,,,,,,,,
419,PT07M31.00S,2021-12-24T05:04:29.0Z,3,REGULAR,substitution,out,[],2730,,,1610612759,66,79,2021-12-24T05:04:36Z,4160000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,
420,PT07M31.00S,2021-12-24T05:04:29.0Z,3,REGULAR,substitution,out,[],1627751,,,1610612759,66,79,2021-12-24T05:04:36Z,4170000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
421,PT07M31.00S,2021-12-24T05:04:29.0Z,3,REGULAR,substitution,in,[],2546,,,1610612759,66,79,2021-12-24T05:04:36Z,4180000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
422,PT07M31.00S,2021-12-24T05:04:29.0Z,3,REGULAR,substitution,in,[],1628966,,,1610612759,66,79,2021-12-24T05:04:36Z,4190000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,
423,PT07M31.00S,2021-12-24T05:04:54.5Z,3,REGULAR,freethrow,2 of 2,[],1628401,,,1610612759,66,80,2021-12-24T05:04:54Z,4200000,,,0,,D. White Free Throw 2 of 2 (13 PTS),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,Made,,,,,,,,13.0,,,,,,,,,,
424,PT07M18.00S,2021-12-24T05:05:16.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628401,,,1610612747,66,80,2021-12-24T05:05:38Z,4210000,,,0,,D. White shooting personal FOUL (3 PF) (Anthony 2 FT),"[1628401, 2546]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,,,,,,,,,203593.0,3.0,0.0,Anthony,2546.0
426,PT07M18.00S,2021-12-24T05:05:46.3Z,3,REGULAR,freethrow,1 of 2,[],2546,,,1610612747,66,80,2021-12-24T05:06:04Z,4230000,,,0,,MISS C. Anthony Free Throw 1 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,
427,PT07M18.00S,2021-12-24T05:05:46.3Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,66,80,2021-12-24T05:06:04Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,426.0,,,,,,,,,,,,,,,,,
428,PT07M18.00S,2021-12-24T05:05:46.3Z,3,REGULAR,freethrow,2 of 2,[],2546,,,1610612747,66,80,2021-12-24T05:06:04Z,4250000,,,0,,MISS C. Anthony Free Throw 2 of 2,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,Missed,,,,,,,,,,,,,,,,,,
429,PT07M15.00S,2021-12-24T05:05:49.3Z,3,REGULAR,rebound,defensive,[],1629640,,,1610612759,66,80,2021-12-24T05:06:04Z,4260000,,,0,,K. Johnson REBOUND (Off:1 Def:6),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,428.0,7.0,6.0,1.0,,,,,,,,,,,,,,
430,PT07M08.00S,2021-12-24T05:06:11.5Z,3,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612759,66,80,2021-12-24T05:06:24Z,4270000,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1629659, 1628966]",1610612747.0,LAL,shooting,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Bates-Diop,1628966.0
432,PT07M08.00S,2021-12-24T05:06:36.6Z,3,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,66,81,2021-12-24T05:06:55Z,4290000,,,0,,K. Bates-Diop Free Throw 1 of 2 (11 PTS),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Made,,,,,,,,11.0,,,,,,,,,,
433,PT07M08.00S,2021-12-24T05:06:36.6Z,3,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,66,81,2021-12-24T05:06:55Z,4300000,,,0,,MISS K. Bates-Diop Free Throw 2 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,Missed,,,,,,,,,,,,,,,,,,
434,PT07M06.00S,2021-12-24T05:06:38.6Z,3,REGULAR,rebound,defensive,[],201566,,,1610612747,66,81,2021-12-24T05:06:55Z,4310000,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,433.0,5.0,5.0,0.0,,,,,,,,,,,,,,
435,PT07M00.00S,2021-12-24T05:06:54.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629659,6.750985545335084,4.411764705882348,1610612747,66,81,2021-12-24T05:07:02Z,4320000,228.0,11.0,1,left,MISS T. Horton-Tucker running 3PT,[1629659],1610612747.0,LAL,running,,,Horton-Tucker,T. Horton-Tucker,,,,,22.82,Missed,,,,,,,,,,,,,,,,,,
436,PT06M58.00S,2021-12-24T05:06:56.2Z,3,REGULAR,rebound,defensive,[],1627749,,,1610612759,66,81,2021-12-24T05:07:02Z,4330000,,,0,,D. Murray REBOUND (Off:0 Def:2),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,435.0,2.0,2.0,0.0,,,,,,,,,,,,,,
437,PT06M48.00S,2021-12-24T05:07:10.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,89.6681997371879,55.14705882352941,1610612759,66,81,2021-12-24T05:11:21Z,4340000,26.0,45.0,1,right,MISS K. Johnson driving Layup - blocked,"[1629640, 2546]",1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,5.15,Missed,,,,,,,,,,,,Anthony,2546.0,,,,,
446,PT06M48.00S,2021-12-24T05:07:10.3Z,3,REGULAR,block,,[],2546,,,1610612759,66,81,2021-12-24T05:10:39Z,4345000,,,0,,C. Anthony BLOCK (1 BLK),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
445,PT06M46.00S,2021-12-24T05:07:12.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,66,81,2021-12-24T05:11:21Z,4350000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,437.0,,,,,,,,,,,,,,,,,
440,PT06M46.00S,2021-12-24T05:09:39.5Z,3,REGULAR,substitution,out,[],1628401,,,1610612747,66,81,2021-12-24T05:10:37Z,4370000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
441,PT06M46.00S,2021-12-24T05:09:39.5Z,3,REGULAR,substitution,in,[],1629022,,,1610612747,66,81,2021-12-24T05:10:37Z,4380000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
439,PT06M46.00S,2021-12-24T05:09:40.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,66,81,2021-12-24T05:12:45Z,4385000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT06M44.00S,2021-12-24T05:10:37.7Z,3,REGULAR,jumpball,recovered,[],201566,,,1610612747,66,81,2021-12-24T05:10:37Z,4390000,,,0,,Jump Ball C. Anthony vs. K. Johnson: Tip to R. Westbrook,"[201566, 2546, 1629640]",1610612747.0,LAL,heldball,R. Westbrook,201566.0,Westbrook,R. Westbrook,Anthony,2546.0,Johnson,1629640.0,,,,,,,,,,,,,,,,,,,,
447,PT06M37.00S,2021-12-24T05:10:45.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.4881734559789805,49.754901960784316,1610612747,68,81,2021-12-24T05:11:12Z,4420000,1.0,8.0,1,left,R. Westbrook driving reverse Layup (13 PTS),[201566],1610612747.0,LAL,driving reverse,,,Westbrook,R. Westbrook,,,,,0.86,Made,,,,,,,,13.0,,,,,,,,,,
448,PT06M17.00S,2021-12-24T05:11:03.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,91.50788436268068,53.431372549019606,1610612759,68,83,2021-12-24T05:11:07Z,4430000,17.0,27.0,1,right,K. Bates-Diop Layup (13 PTS) (D. Murray 11 AST),"[1628966, 1627749]",1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,3.23,Made,,,,,,,,13.0,D. Murray,1627749.0,11.0,,,,,,,
450,PT06M03.00S,2021-12-24T05:11:20.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629640,,,1610612747,68,83,2021-12-24T05:11:25Z,4450000,,,0,,K. Johnson personal FOUL (2 PF) (James 2 FT),"[1629640, 2544]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,203593.0,2.0,0.0,James,2544.0
452,PT06M03.00S,2021-12-24T05:11:44.5Z,3,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,69,83,2021-12-24T05:11:44Z,4470000,,,0,,L. James Free Throw 1 of 2 (26 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,,26.0,,,,,,,,,,
453,PT06M03.00S,2021-12-24T05:12:01.9Z,3,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,70,83,2021-12-24T05:12:01Z,4480000,,,0,,L. James Free Throw 2 of 2 (27 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,,,,,,,,27.0,,,,,,,,,,
454,PT05M53.00S,2021-12-24T05:12:19.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,91.77069645203679,44.607843137254896,1610612759,70,83,2021-12-24T05:12:24Z,4490000,-27.0,25.0,1,right,MISS D. Murray driving Layup,[1627749],1610612759.0,SAS,driving,,,Murray,D. Murray,,,,,3.67,Missed,,,,,,,,,,,,,,,,,,
455,PT05M53.00S,2021-12-24T05:12:19.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612747,70,83,2021-12-24T05:12:24Z,4500000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,454.0,,,,,,,,,,,,,,,,,
456,PT05M53.00S,2021-12-24T05:12:23.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,70,83,2021-12-24T05:12:23Z,4510000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
