actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
99,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,out,[],2730,,,1610612747,11,22,2021-12-26T01:24:17Z,970000,,,0,,SUB out: D. Howard,[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,out,[],1629651,,,1610612747,11,22,2021-12-26T01:24:17Z,980000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,out,[],1627761,,,1610612747,11,22,2021-12-26T01:24:17Z,990000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,in,[],2546,,,1610612747,11,22,2021-12-26T01:24:17Z,1000000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,in,[],201933,,,1610612747,11,22,2021-12-26T01:24:17Z,1010000,,,0,,SUB in: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M49.00S,2021-12-26T01:24:04.5Z,1,REGULAR,substitution,in,[],201949,,,1610612747,11,22,2021-12-26T01:24:17Z,1020000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M49.00S,2021-12-26T01:24:31.5Z,1,REGULAR,freethrow,2 of 2,[],1626169,,,1610612747,12,22,2021-12-26T01:24:31Z,1030000,,,0,,S. Johnson Free Throw 2 of 2 (2 PTS),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
106,PT05M41.00S,2021-12-26T01:24:40.9Z,1,REGULAR,3pt,Jump Shot,[],201988,32.70162614980289,67.89598651960785,1610612751,12,22,2021-12-26T01:25:20Z,1040000,-89.0,255.0,1,left,MISS P. Mills 27' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,,
107,PT05M38.00S,2021-12-26T01:24:43.9Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,12,22,2021-12-26T01:24:46Z,1050000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,106.0,1.0,1.0,0.0,,,,,
108,PT05M31.00S,2021-12-26T01:24:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,93.2161629434954,53.18627450980392,1610612747,14,22,2021-12-26T01:25:06Z,1060000,16.0,11.0,1,right,L. James Layup (4 PTS) (M. Monk 1 AST),"[2544, 1628370]",1610612747.0,LAL,,,,James,L. James,,,,,1.95,Made,4.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,,
110,PT05M15.00S,2021-12-26T01:25:09.7Z,1,REGULAR,foul,personal,['2freethrow'],1628370,,,1610612751,14,22,2021-12-26T01:25:15Z,1080000,,,0,,M. Monk shooting personal FOUL (1 PF) (Harden 2 FT),"[1628370, 201935]",1610612747.0,LAL,shooting,,,Monk,M. Monk,,,,,,,,,,,201246.0,1.0,0.0,Harden,201935.0,,,,,,,,,,
112,PT05M15.00S,2021-12-26T01:25:37.4Z,1,REGULAR,freethrow,1 of 2,[],201935,,,1610612751,14,22,2021-12-26T01:26:06Z,1100000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
113,PT05M15.00S,2021-12-26T01:25:37.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,14,22,2021-12-26T01:26:06Z,1110000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,
114,PT05M15.00S,2021-12-26T01:25:38.1Z,1,REGULAR,substitution,out,[],201988,,,1610612751,14,22,2021-12-26T01:25:44Z,1120000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT05M15.00S,2021-12-26T01:25:38.1Z,1,REGULAR,substitution,in,[],1628975,,,1610612751,14,22,2021-12-26T01:25:44Z,1130000,,,0,,SUB in: J. Carter,[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT05M15.00S,2021-12-26T01:25:37.4Z,1,REGULAR,freethrow,2 of 2,[],201935,,,1610612751,14,22,2021-12-26T01:26:06Z,1140000,,,0,,MISS J. Harden Free Throw 2 of 2,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Missed,,,,,,,,,,,,,,,,,,,
117,PT05M12.00S,2021-12-26T01:25:40.4Z,1,REGULAR,rebound,defensive,[],2546,,,1610612747,14,22,2021-12-26T01:26:06Z,1150000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,
119,PT05M04.00S,2021-12-26T01:26:22.2Z,1,REGULAR,turnover,traveling,[],2546,,,1610612747,14,22,2021-12-26T01:26:29Z,1170000,,,0,,C. Anthony traveling TURNOVER (1 TO),[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,1204.0,,,,,1.0,,,,,,,,,
120,PT04M54.00S,2021-12-26T01:26:37.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201949,6.225361366622863,46.07843137254902,1610612751,14,22,2021-12-26T01:26:43Z,1180000,20.0,6.0,1,left,MISS J. Johnson driving Layup - blocked,"[201949, 2544]",1610612751.0,BKN,driving,,,Johnson,J. Johnson,,,,,2.05,Missed,,,,,,,,,,,,,,,James,2544.0,,,
121,PT04M54.00S,2021-12-26T01:26:37.6Z,1,REGULAR,block,,[],2544,,,1610612751,14,22,2021-12-26T01:26:41Z,1190000,,,0,,L. James BLOCK (1 BLK),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT04M54.00S,2021-12-26T01:26:37.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612747,14,22,2021-12-26T01:26:43Z,1200000,,,0,,TEAM defensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,
123,PT04M54.00S,2021-12-26T01:26:43.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,14,22,2021-12-26T01:27:07Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M50.00S,2021-12-26T01:26:48.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201949,,,1610612747,14,22,2021-12-26T01:26:53Z,1220000,,,0,,J. Johnson personal FOUL (1 PF) (James 2 FT),"[201949, 2544]",1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,1204.0,1.0,0.0,James,2544.0,,,,,,,,,,
126,PT04M50.00S,2021-12-26T01:27:11.6Z,1,REGULAR,freethrow,1 of 2,[],2544,,,1610612747,15,22,2021-12-26T01:27:11Z,1240000,,,0,,L. James Free Throw 1 of 2 (5 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
127,PT04M50.00S,2021-12-26T01:27:31.3Z,1,REGULAR,freethrow,2 of 2,[],2544,,,1610612747,16,22,2021-12-26T01:27:31Z,1250000,,,0,,L. James Free Throw 2 of 2 (6 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
128,PT04M24.00S,2021-12-26T01:27:58.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,12.532851511169525,51.71568627450981,1610612751,16,24,2021-12-26T01:28:04Z,1260000,-9.0,65.0,1,left,J. Harden 6' driving floating Jump Shot (6 PTS),[201935],1610612751.0,BKN,driving floating,,,Harden,J. Harden,,,,,6.59,Made,6.0,,,,,,,,,,,,,,,,,,
129,PT04M07.00S,2021-12-26T01:28:15.6Z,1,REGULAR,3pt,Jump Shot,[],1628370,68.38042049934297,77.94117647058823,1610612747,16,24,2021-12-26T01:30:52Z,1270000,140.0,245.0,1,right,MISS M. Monk 28' pullup 3PT,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,28.18,Missed,,,,,,,,,,,,,,,,,,,
130,PT04M04.00S,2021-12-26T01:28:18.6Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,16,24,2021-12-26T01:28:19Z,1280000,,,0,,J. Harden REBOUND (Off:0 Def:2),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,129.0,2.0,2.0,0.0,,,,,
131,PT03M58.00S,2021-12-26T01:28:23.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,6.750985545335084,56.127450980392155,1610612751,16,24,2021-12-26T01:30:23Z,1290000,-31.0,11.0,1,left,MISS J. Harden running Layup,[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,3.25,Missed,,,,,,,,,,,,,,,,,,,
132,PT03M56.00S,2021-12-26T01:28:25.7Z,1,REGULAR,rebound,defensive,[],1626169,,,1610612747,16,24,2021-12-26T01:28:36Z,1300000,,,0,,S. Johnson REBOUND (Off:0 Def:1),[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,131.0,1.0,1.0,0.0,,,,,
133,PT03M50.00S,2021-12-26T01:28:45.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,16,24,2021-12-26T01:28:45Z,1310000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT03M50.00S,2021-12-26T01:31:49.2Z,1,REGULAR,substitution,out,[],2544,,,1610612747,16,24,2021-12-26T01:32:01Z,1320000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT03M50.00S,2021-12-26T01:31:49.2Z,1,REGULAR,substitution,in,[],201566,,,1610612747,16,24,2021-12-26T01:32:01Z,1330000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT03M33.00S,2021-12-26T01:32:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626169,93.08475689881735,51.96078431372549,1610612747,18,24,2021-12-26T01:32:34Z,1340000,10.0,13.0,1,right,S. Johnson Layup (4 PTS) (T. Horton-Tucker 1 AST),"[1626169, 1629659]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,1.59,Made,4.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,,,,,
138,PT03M07.00S,2021-12-26T01:32:55.2Z,1,REGULAR,2pt,Jump Shot,[],1628975,10.906701708278575,10.026041666666657,1610612751,18,26,2021-12-26T01:33:00Z,1360000,200.0,50.0,1,left,J. Carter 20' pullup Jump Shot (2 PTS) (J. Johnson 1 AST),"[1628975, 201949]",1610612751.0,BKN,pullup,,,Carter,J. Carter,,,,,20.61,Made,2.0,J. Johnson,201949.0,1.0,,,,,,,,,,,,,,,
140,PT02M53.00S,2021-12-26T01:33:09.0Z,1,REGULAR,2pt,Jump Shot,[],201566,88.09132720105124,83.08823529411765,1610612747,18,26,2021-12-26T02:25:28Z,1380000,165.0,59.0,1,right,MISS R. Westbrook 17' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,17.57,Missed,,,,,,,,,,,,,,,,,,,
141,PT02M50.00S,2021-12-26T01:33:12.0Z,1,REGULAR,rebound,defensive,[],1628975,,,1610612751,18,26,2021-12-26T01:33:14Z,1390000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,140.0,1.0,1.0,0.0,,,,,
142,PT02M45.00S,2021-12-26T01:33:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.356767411300922,53.92156862745098,1610612751,18,28,2021-12-26T01:41:17Z,1400000,-20.0,7.0,1,left,J. Harden driving Layup (8 PTS),[201935],1610612751.0,BKN,driving,,,Harden,J. Harden,,,,,2.09,Made,8.0,,,,,,,,,,,,,,,,,,
143,PT02M45.00S,2021-12-26T01:33:22.9Z,1,REGULAR,foul,personal,['1freethrow'],1626169,,,1610612751,18,28,2021-12-26T01:33:28Z,1410000,,,0,,S. Johnson shooting personal FOUL (1 PF) (Harden 1 FT),"[1626169, 201935]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,,,,,,,1204.0,1.0,0.0,Harden,201935.0,,,,,,,,,,
145,PT02M45.00S,2021-12-26T01:33:29.4Z,1,REGULAR,substitution,out,[],1629659,,,1610612751,18,28,2021-12-26T01:34:13Z,1430000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT02M45.00S,2021-12-26T01:33:29.4Z,1,REGULAR,substitution,out,[],1628971,,,1610612751,18,28,2021-12-26T01:34:13Z,1440000,,,0,,SUB out: B. Brown,[1628971],1610612751.0,BKN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M45.00S,2021-12-26T01:33:29.4Z,1,REGULAR,substitution,in,[],201954,,,1610612751,18,28,2021-12-26T01:34:13Z,1450000,,,0,,SUB in: D. Collison,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT02M45.00S,2021-12-26T01:33:29.4Z,1,REGULAR,substitution,in,[],1627761,,,1610612751,18,28,2021-12-26T01:34:13Z,1460000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT02M45.00S,2021-12-26T01:33:53.8Z,1,REGULAR,freethrow,1 of 1,[],201935,,,1610612751,18,29,2021-12-26T01:33:53Z,1470000,,,0,,J. Harden Free Throw 1 of 1 (9 PTS),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
150,PT02M33.00S,2021-12-26T01:34:09.7Z,1,REGULAR,3pt,Jump Shot,[],201954,92.42772667542707,5.14705882352942,1610612747,18,29,2021-12-26T01:34:15Z,1480000,-224.0,19.0,1,right,MISS D. Collison 3PT,[201954],1610612747.0,LAL,,,,Collison,D. Collison,,,,,22.51,Missed,,,,,,,,,,,,,,,,,,,
151,PT02M29.00S,2021-12-26T01:34:13.7Z,1,REGULAR,rebound,defensive,[],201935,,,1610612751,18,29,2021-12-26T01:34:15Z,1490000,,,0,,J. Harden REBOUND (Off:0 Def:3),[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,150.0,3.0,3.0,0.0,,,,,
152,PT02M25.00S,2021-12-26T01:34:18.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201935,6.356767411300922,54.65686274509804,1610612751,18,31,2021-12-26T01:34:25Z,1500000,-23.0,7.0,1,left,J. Harden running Layup (11 PTS),[201935],1610612751.0,BKN,running,,,Harden,J. Harden,,,,,2.44,Made,11.0,,,,,,,,,,,,,,,,,,
160,PT02M05.00S,2021-12-26T01:34:24.4Z,1,REGULAR,turnover,lost ball,[],1628370,,,1610612747,18,31,2021-12-26T01:44:59Z,1505000,,,0,,M. Monk lost ball TURNOVER (1 TO),"[1628370, 1628975]",1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,1.0,,,,,,,Carter,1628975.0,
161,PT02M05.00S,2021-12-26T01:34:24.4Z,1,REGULAR,steal,,[],1628975,,,1610612751,18,31,2021-12-26T01:35:20Z,1507500,,,0,,J. Carter STEAL (1 STL),[1628975],1610612751.0,BKN,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT02M05.00S,2021-12-26T01:34:45.7Z,1,REGULAR,substitution,out,[],201935,,,1610612751,18,31,2021-12-26T01:43:52Z,1510000,,,0,,SUB out: J. Harden,[201935],1610612751.0,BKN,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT02M05.00S,2021-12-26T01:34:45.7Z,1,REGULAR,substitution,in,[],201988,,,1610612751,18,31,2021-12-26T01:43:52Z,1520000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT02M05.00S,2021-12-26T01:34:55.1Z,1,REGULAR,substitution,out,[],1628370,,,1610612751,18,31,2021-12-26T01:43:52Z,1530000,,,0,,SUB out: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT02M05.00S,2021-12-26T01:34:55.1Z,1,REGULAR,substitution,in,[],2544,,,1610612751,18,31,2021-12-26T01:43:52Z,1540000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT02M05.00S,2021-12-26T01:35:20.4Z,1,REGULAR,jumpball,recovered,[],201988,,,1610612751,18,31,2021-12-26T01:44:13Z,1550000,,,0,,Jump Ball J. Carter vs. D. Collison: Tip to P. Mills,"[201988, 1628975, 201954]",1610612751.0,BKN,heldball,P. Mills,201988.0,Mills,P. Mills,Carter,1628975.0,Collison,201954.0,,,,,,,,,,,,,,,,,,,,,
162,PT01M58.00S,2021-12-26T01:35:23.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",201988,6.8823915900131425,50.49019607843137,1610612751,18,33,2021-12-26T01:40:00Z,1600000,-2.0,12.0,1,left,P. Mills running finger roll Layup (8 PTS) (J. Carter 1 AST),"[201988, 1628975]",1610612751.0,BKN,running finger roll,,,Mills,P. Mills,,,,,1.25,Made,8.0,J. Carter,1628975.0,1.0,,,,,,,,,,,,,,,
164,PT01M48.00S,2021-12-26T01:35:33.4Z,1,REGULAR,3pt,Jump Shot,[],1626169,72.19119579500656,78.43137254901961,1610612747,21,33,2021-12-26T01:35:51Z,1620000,142.0,209.0,1,right,S. Johnson 25' 3PT pullup (7 PTS) (R. Westbrook 3 AST),"[1626169, 201566]",1610612747.0,LAL,pullup,,,Johnson,S. Johnson,,,,,25.27,Made,7.0,R. Westbrook,201566.0,3.0,,,,,,,,,,,,,,,
166,PT01M33.00S,2021-12-26T01:35:48.1Z,1,REGULAR,3pt,Jump Shot,[],201949,30.009855453350852,75.0,1610612751,21,33,2021-12-26T01:45:43Z,1640000,-125.0,230.0,1,left,MISS J. Johnson 26' step back 3PT,[201949],1610612751.0,BKN,step back,,,Johnson,J. Johnson,,,,,26.14,Missed,,,,,,,,,,,,,,,,,,,
167,PT01M33.00S,2021-12-26T01:35:48.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,21,33,2021-12-26T01:35:54Z,1650000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,166.0,1.0,1.0,0.0,,,,,
168,PT01M24.00S,2021-12-26T01:35:56.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,92.95335085413929,50.49019607843137,1610612747,23,33,2021-12-26T01:36:03Z,1660000,2.0,14.0,1,right,R. Westbrook running Layup (2 PTS),[201566],1610612747.0,LAL,running,,,Westbrook,R. Westbrook,,,,,1.39,Made,2.0,,,,,,,,,,,,,,,,,,
169,PT01M14.00S,2021-12-26T01:36:13.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,23,33,2021-12-26T01:36:13Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M10.00S,2021-12-26T01:36:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201988,6.356767411300922,52.205882352941174,1610612751,23,35,2021-12-26T01:46:24Z,1680000,-11.0,7.0,1,left,P. Mills driving Layup (10 PTS),[201988],1610612751.0,BKN,driving,,,Mills,P. Mills,,,,,1.32,Made,10.0,,,,,,,,,,,,,,,,,,
171,PT01M10.00S,2021-12-26T01:36:27.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626169,,,1610612751,23,35,2021-12-26T01:36:48Z,1690000,,,0,,S. Johnson shooting personal FOUL (2 PF) (Mills 1 FT),"[1626169, 201988]",1610612747.0,LAL,shooting,,,Johnson,S. Johnson,,,,,,,,,,,1628159.0,2.0,0.0,Mills,201988.0,,,,,,,,,,
173,PT01M10.00S,2021-12-26T01:36:39.8Z,1,REGULAR,substitution,out,[],1626169,,,1610612751,23,35,2021-12-26T01:36:45Z,1710000,,,0,,SUB out: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT01M10.00S,2021-12-26T01:36:39.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612751,23,35,2021-12-26T01:36:45Z,1720000,,,0,,SUB in: M. Monk,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT01M10.00S,2021-12-26T01:37:05.8Z,1,REGULAR,freethrow,1 of 1,[],201988,,,1610612751,23,36,2021-12-26T01:37:05Z,1730000,,,0,,P. Mills Free Throw 1 of 1 (11 PTS),[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
176,PT01M03.00S,2021-12-26T01:37:16.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,23,36,2021-12-26T01:37:16Z,1740000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT00M59.80S,2021-12-26T01:37:37.8Z,1,REGULAR,violation,kicked ball,[],201949,,,1610612747,23,36,2021-12-26T01:37:43Z,1750000,,,0,,J. Johnson kicked ball VIOLATION,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,201246.0,,,,,,,,,,,,,,
178,PT00M56.50S,2021-12-26T01:37:55.7Z,1,REGULAR,turnover,backcourt,[],2544,,,1610612747,23,36,2021-12-26T01:38:01Z,1760000,,,0,,L. James backcourt TURNOVER (2 TO),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,201246.0,,,,,2.0,,,,,,,,,
179,PT00M46.70S,2021-12-26T01:38:20.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201988,15.160972404730614,61.76470588235294,1610612751,23,38,2021-12-26T01:38:24Z,1770000,-59.0,90.0,1,left,P. Mills 10' driving floating Jump Shot (13 PTS),[201988],1610612751.0,BKN,driving floating,,,Mills,P. Mills,,,,,10.75,Made,13.0,,,,,,,,,,,,,,,,,,
180,PT00M32.90S,2021-12-26T01:38:36.5Z,1,REGULAR,3pt,Jump Shot,[],2544,69.69448094612352,77.45098039215686,1610612747,23,38,2021-12-26T01:38:42Z,1780000,137.0,232.0,1,right,MISS L. James 26' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
181,PT00M29.00S,2021-12-26T01:38:40.4Z,1,REGULAR,rebound,defensive,[],1627761,,,1610612751,23,38,2021-12-26T01:38:42Z,1790000,,,0,,D. Bembry REBOUND (Off:0 Def:2),[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,180.0,2.0,2.0,0.0,,,,,
182,PT00M07.30S,2021-12-26T01:39:01.9Z,1,REGULAR,2pt,Jump Shot,[],1628975,7.276609724047319,81.86274509803921,1610612751,23,38,2021-12-26T01:39:06Z,1800000,-159.0,16.0,1,left,MISS J. Carter 16' fadeaway Shot,[1628975],1610612751.0,BKN,fadeaway,,,Carter,J. Carter,,,,,16.01,Missed,,,,,,,,,,,,,,,,,,,
183,PT00M04.50S,2021-12-26T01:39:04.7Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,23,38,2021-12-26T01:39:06Z,1810000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,182.0,2.0,2.0,0.0,,,,,
184,PT00M00.30S,2021-12-26T01:39:10.0Z,1,REGULAR,3pt,Jump Shot,[],1628370,69.95729303547964,69.8529411764706,1610612747,23,38,2021-12-26T01:49:48Z,1820000,99.0,230.0,1,right,MISS M. Monk 25' running pullup 3PT,[1628370],1610612747.0,LAL,running pullup,,,Monk,M. Monk,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,,
185,PT00M00.10S,2021-12-26T01:39:10.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,23,38,2021-12-26T01:39:50Z,1830000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,,,,
186,PT00M00.00S,2021-12-26T01:39:21.4Z,1,REGULAR,period,end,[],0,,,1610612747,23,38,2021-12-26T01:39:21Z,1840000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT12M00.00S,2021-12-26T01:42:32.9Z,2,REGULAR,substitution,out,['startperiod'],201933,,,1610612747,23,38,2021-12-26T01:42:52Z,1850000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2021-12-26T01:42:32.9Z,2,REGULAR,substitution,out,['startperiod'],201949,,,1610612747,23,38,2021-12-26T01:42:52Z,1860000,,,0,,SUB out: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2021-12-26T01:42:32.9Z,2,REGULAR,substitution,in,['startperiod'],200794,,,1610612747,23,38,2021-12-26T01:42:52Z,1870000,,,0,,SUB in: P. Millsap,[200794],1610612751.0,BKN,,,,Millsap,P. Millsap,,,,,,,,,,,,,,,,,,,,,,,,,
