actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
263,PT06M55.00S,2024-10-27T00:55:54.6Z,2,REGULAR,substitution,out,[],1630198,,,1610612741,31,35,2024-10-27T00:56:01Z,2600000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M55.00S,2024-10-27T00:55:54.6Z,2,REGULAR,substitution,in,[],1641717,,,1610612741,31,35,2024-10-27T00:56:01Z,2610000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M55.00S,2024-10-27T00:56:21.0Z,2,REGULAR,jumpball,recovered,[],202696,,,1610612741,31,35,2024-10-27T00:57:57Z,2620000,False,,,0,,Jump Ball J. Phillips vs. J. Williams: Tip to N. Vučević,"[202696, 1641763, 1631114]",1610612741.0,CHI,heldball,N. Vučević,202696.0,Vučević,N. Vučević,Phillips,1641763.0,Williams,1631114.0,,,,,,,,,,,,,,,,,,,,,,
268,PT06M49.00S,2024-10-27T00:56:23.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202696,32.670827858081466,50.245098039215684,1610612741,34,35,2024-10-27T00:56:29Z,2650000,False,-1.0,255.0,1,left,N. Vučević 25' 3PT  (10 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Center,25.46,Made,10.0,,,,,,,,,,,,,,,,,
269,PT06M34.00S,2024-10-27T00:56:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641717,93.77463863337714,52.20588235294118,1610612760,34,35,2024-10-27T00:56:46Z,2660000,False,11.0,6.0,1,right,MISS C. Wallace driving Layup,[1641717],1610612760.0,OKC,driving,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,1.25,Missed,,,,,,,,,,,,,,,,,,
270,PT06M32.00S,2024-10-27T00:56:40.6Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,34,35,2024-10-27T00:56:46Z,2670000,False,,,0,,N. Vučević REBOUND (Off:1 Def:5),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,269.0,6.0,5.0,1.0,,,,,,,
271,PT06M26.00S,2024-10-27T00:56:46.4Z,2,REGULAR,3pt,Jump Shot,[],1628366,23.340998685939553,9.803921568627452,1610612741,34,35,2024-10-27T00:56:52Z,2680000,False,201.0,167.0,1,left,MISS L. Ball 26' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
272,PT06M22.00S,2024-10-27T00:56:50.4Z,2,REGULAR,rebound,defensive,[],1631114,,,1610612760,34,35,2024-10-27T00:56:55Z,2690000,False,,,0,,J. Williams REBOUND (Off:2 Def:2),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,271.0,4.0,2.0,2.0,,,,,,,
273,PT06M21.00S,2024-10-27T00:56:58.3Z,2,REGULAR,foul,personal,['2freethrow'],202696,,,1610612760,34,35,2024-10-27T00:57:41Z,2700000,False,,,0,,N. Vučević shooting personal FOUL (2 PF) (Holmgren 2 FT),"[202696, 1631096]",1610612741.0,CHI,shooting,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,2.0,0.0,,,,,,,,Holmgren,1631096.0,,
275,PT06M21.00S,2024-10-27T00:57:41.8Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631096,,,1610612760,34,36,2024-10-27T01:01:36Z,2720000,False,,,0,,C. Holmgren Free Throw 1 of 2 (6 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
276,PT06M21.00S,2024-10-27T00:57:42.4Z,2,REGULAR,substitution,out,[],1631114,,,1610612760,34,36,2024-10-27T00:57:55Z,2730000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M21.00S,2024-10-27T00:57:42.4Z,2,REGULAR,substitution,out,[],1642349,,,1610612760,34,36,2024-10-27T00:57:55Z,2740000,False,,,0,,SUB out: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M21.00S,2024-10-27T00:57:42.4Z,2,REGULAR,substitution,in,[],1628983,,,1610612760,34,36,2024-10-27T00:57:55Z,2750000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M21.00S,2024-10-27T00:57:42.4Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,34,36,2024-10-27T00:57:55Z,2760000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M21.00S,2024-10-27T00:57:59.1Z,2,REGULAR,substitution,out,[],1628366,,,1610612760,34,36,2024-10-27T00:58:02Z,2770000,False,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M21.00S,2024-10-27T00:57:59.1Z,2,REGULAR,substitution,in,[],1629632,,,1610612760,34,36,2024-10-27T00:58:02Z,2780000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M21.00S,2024-10-27T00:57:41.8Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631096,,,1610612760,34,37,2024-10-27T01:01:36Z,2790000,False,,,0,,C. Holmgren Free Throw 2 of 2 (7 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
283,PT06M10.00S,2024-10-27T00:58:20.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,14.799605781865965,50.98039215686274,1610612741,36,37,2024-10-27T00:58:27Z,2800000,False,-5.0,87.0,1,left,N. Vučević 8' floating Jump Shot (12 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,floating,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Center,8.67,Made,12.0,A. Dosunmu,1630245.0,2.0,,,,,,,,,,,,,,
285,PT05M45.00S,2024-10-27T00:58:45.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,93.64323258869908,50.98039215686274,1610612760,36,39,2024-10-27T00:58:50Z,2820000,False,5.0,7.0,1,right,C. Holmgren Layup (9 PTS) (A. Caruso 2 AST),"[1631096, 1627936]",1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,0.88,Made,9.0,A. Caruso,1627936.0,2.0,,,,,,,,,,,,,,
287,PT05M35.00S,2024-10-27T00:58:55.0Z,2,REGULAR,3pt,Jump Shot,[],1629632,30.56833114323259,67.8921568627451,1610612741,36,39,2024-10-27T00:59:00Z,2840000,False,-89.0,235.0,1,left,MISS C. White 25' 3PT,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,25.13,Missed,,,,,,,,,,,,,,,,,,
288,PT05M34.00S,2024-10-27T00:58:56.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,36,39,2024-10-27T00:59:00Z,2850000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,287.0,,,,,,,,,,
290,PT05M34.00S,2024-10-27T00:59:00.8Z,2,REGULAR,substitution,out,[],1627936,,,1610612760,36,39,2024-10-27T00:59:07Z,2870000,False,,,0,,SUB out: A. Caruso,[1627936],1610612760.0,OKC,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT05M34.00S,2024-10-27T00:59:00.8Z,2,REGULAR,substitution,in,[],1630598,,,1610612760,36,39,2024-10-27T00:59:07Z,2880000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT05M17.00S,2024-10-27T00:59:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,86.41590013140605,50.245098039215684,1610612760,36,39,2024-10-27T01:25:12Z,2890000,False,1.0,75.0,1,right,MISS C. Holmgren 7' driving Layup - blocked,"[1631096, 203897]",1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,7.52,Missed,,,,,,,,,,,,,,,,,LaVine,203897.0
293,PT05M17.00S,2024-10-27T00:59:40.1Z,2,REGULAR,block,,[],203897,,,1610612760,36,39,2024-10-27T00:59:42Z,2900000,False,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
294,PT05M17.00S,2024-10-27T00:59:40.1Z,2,REGULAR,rebound,offensive,[],1641717,,,1610612760,36,39,2024-10-27T01:25:12Z,2910000,False,,,0,,C. Wallace REBOUND (Off:1 Def:2),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,292.0,3.0,2.0,1.0,,,,,,,
295,PT05M16.00S,2024-10-27T00:59:45.4Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1641717,94.40999984741211,50.0,1610612760,36,41,2024-10-27T01:25:20Z,2920000,False,0.0,0.0,1,right,C. Wallace putback Layup (6 PTS),[1641717],1610612760.0,OKC,putback,,,Wallace,C. Wallace,,,,,Restricted Area,0-8 Center,0.0,Made,6.0,,,,,,,,,,,,,,,,,
296,PT05M05.00S,2024-10-27T00:59:48.9Z,2,REGULAR,3pt,Jump Shot,[],203897,29.122864651773984,24.754901960784316,1610612741,36,41,2024-10-27T02:45:53Z,2930000,False,126.0,221.0,1,left,MISS Z. LaVine 25' pullup 3PT,[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
297,PT04M58.00S,2024-10-27T00:59:55.9Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,36,41,2024-10-27T01:00:08Z,2940000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,296.0,6.0,6.0,0.0,,,,,,,
298,PT04M53.00S,2024-10-27T01:00:02.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,92.72339027595268,50.49019607843137,1610612760,36,41,2024-10-27T01:06:04Z,2950000,False,2.0,16.0,1,right,MISS C. Holmgren Layup,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,,,,,
299,PT04M50.00S,2024-10-27T01:00:05.1Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,36,41,2024-10-27T01:05:06Z,2960000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:5),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,,,,,,,298.0,5.0,5.0,0.0,,,,,,,
302,PT04M47.00S,2024-10-27T01:00:07.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1641763,3.7614980289093296,97.54901960784314,1610612741,36,41,2024-10-27T01:06:45Z,2990000,False,-238.0,-17.0,1,left,MISS J. Phillips running 3PT,[1641763],1610612741.0,CHI,running,,,Phillips,J. Phillips,,,,,Left Corner 3,24+ Left,23.83,Missed,,,,,,,,,,,,,,,,,,
303,PT04M47.00S,2024-10-27T01:00:07.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,36,41,2024-10-27T01:00:20Z,3000000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,,302.0,,,,,,,,,,
305,PT04M47.00S,2024-10-27T01:00:13.4Z,2,REGULAR,substitution,out,[],1630245,,,1610612760,36,41,2024-10-27T01:00:29Z,3020000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M47.00S,2024-10-27T01:00:13.4Z,2,REGULAR,substitution,out,[],1631096,,,1610612760,36,41,2024-10-27T01:00:29Z,3030000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M47.00S,2024-10-27T01:00:13.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,36,41,2024-10-27T01:00:29Z,3040000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M47.00S,2024-10-27T01:00:13.4Z,2,REGULAR,substitution,in,[],1631172,,,1610612760,36,41,2024-10-27T01:00:29Z,3050000,False,,,0,,SUB in: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT04M34.00S,2024-10-27T01:00:48.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,92.85479632063075,50.245098039215684,1610612760,36,43,2024-10-27T01:00:54Z,3060000,False,1.0,15.0,1,right,S. Gilgeous-Alexander driving reverse Layup (9 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.47,Made,9.0,,,,,,,,,,,,,,,,,
310,PT04M23.00S,2024-10-27T01:01:02.2Z,2,REGULAR,foul,personal,['2freethrow'],1630598,,,1610612741,36,43,2024-10-27T01:01:10Z,3070000,False,,,0,,A. Wiggins shooting personal FOUL (3 PF) (White 2 FT),"[1630598, 1629632]",1610612760.0,OKC,shooting,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,3.0,0.0,,,,,,,,White,1629632.0,,
312,PT04M23.00S,2024-10-27T01:01:26.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,36,43,2024-10-27T01:01:26Z,3090000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT04M23.00S,2024-10-27T01:03:10.4Z,2,REGULAR,substitution,out,[],1641763,,,1610612741,36,43,2024-10-27T01:10:46Z,3105000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,
357,PT04M23.00S,2024-10-27T01:03:10.4Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,36,43,2024-10-27T01:10:46Z,3107500,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M23.00S,2024-10-27T01:04:51.5Z,2,REGULAR,freethrow,1 of 2,[],1629632,,,1610612741,36,43,2024-10-27T01:05:12Z,3110000,False,,,0,,MISS C. White Free Throw 1 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT04M23.00S,2024-10-27T01:04:51.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,36,43,2024-10-27T01:05:12Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,
316,PT04M23.00S,2024-10-27T01:04:51.5Z,2,REGULAR,freethrow,2 of 2,[],1629632,,,1610612741,36,43,2024-10-27T01:05:12Z,3130000,False,,,0,,MISS C. White Free Throw 2 of 2,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT04M18.00S,2024-10-27T01:04:56.5Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,36,43,2024-10-27T01:05:12Z,3140000,False,,,0,,O. Dieng REBOUND (Off:0 Def:3),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,316.0,3.0,3.0,0.0,,,,,,,
318,PT04M15.00S,2024-10-27T01:05:11.2Z,2,REGULAR,3pt,Jump Shot,[],1628983,67.09921156373193,48.529411764705884,1610612760,36,46,2024-10-27T01:05:21Z,3150000,False,-7.0,257.0,1,right,S. Gilgeous-Alexander 25' 3PT  (12 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.69,Made,12.0,,,,,,,,,,,,,,,,,
320,PT04M00.00S,2024-10-27T01:05:28.0Z,2,REGULAR,turnover,traveling,[],203897,,,1610612741,36,46,2024-10-27T01:05:35Z,3170000,False,,,0,,Z. LaVine traveling TURNOVER (3 TO),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201639.0,,,,,,,3.0,,,,,,
321,PT03M43.00S,2024-10-27T01:06:01.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630598,70.64717477003943,52.450980392156865,1610612760,36,46,2024-10-27T01:06:06Z,3180000,False,12.0,223.0,1,right,MISS A. Wiggins 22' Jump Shot,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,22.37,Missed,,,,,,,,,,,,,,,,,,
322,PT03M43.00S,2024-10-27T01:06:01.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612741,36,46,2024-10-27T01:06:06Z,3190000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,,,321.0,,,,,,,,,,
325,PT03M18.00S,2024-10-27T01:06:52.2Z,2,REGULAR,3pt,Jump Shot,[],1630581,3.7614980289093296,94.85294117647058,1610612741,36,46,2024-10-27T01:06:59Z,3220000,False,-224.0,-17.0,1,left,MISS J. Giddey 3PT,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Left Corner 3,24+ Left,22.5,Missed,,,,,,,,,,,,,,,,,,
326,PT03M15.00S,2024-10-27T01:06:55.7Z,2,REGULAR,rebound,defensive,[],1631172,,,1610612760,36,46,2024-10-27T01:06:55Z,3230000,False,,,0,,O. Dieng REBOUND (Off:0 Def:4),[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,Left Corner 3,24+ Left,,,,,,,,,,325.0,4.0,4.0,0.0,,,,,,,
327,PT03M00.00S,2024-10-27T01:07:10.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630598,94.1688567674113,50.245098039215684,1610612760,36,48,2024-10-27T02:50:22Z,3240000,False,1.0,2.0,1,right,A. Wiggins driving finger roll Layup (4 PTS) (C. Wallace 1 AST),"[1630598, 1641717]",1610612760.0,OKC,driving finger roll,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,0.26,Made,4.0,C. Wallace,1641717.0,1.0,,,,,,,,,,,,,,
329,PT02M49.00S,2024-10-27T01:07:20.5Z,2,REGULAR,3pt,Jump Shot,[],1629632,15.193823915900131,3.9215686274509802,1610612741,36,48,2024-10-27T01:07:26Z,3260000,False,230.0,90.0,1,left,MISS C. White 24' step back 3PT,[1629632],1610612741.0,CHI,step back,,,White,C. White,,,,,Above the Break 3,24+ Right,24.75,Missed,,,,,,,,,,,,,,,,,,
330,PT02M46.00S,2024-10-27T01:07:23.5Z,2,REGULAR,rebound,defensive,[],1630598,,,1610612760,36,48,2024-10-27T01:07:26Z,3270000,False,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Right,,,,,,,,,,329.0,2.0,2.0,0.0,,,,,,,
331,PT02M41.00S,2024-10-27T01:07:28.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631172,91.14651773981603,96.07843137254902,1610612760,36,48,2024-10-27T01:07:36Z,3280000,False,230.0,31.0,1,right,MISS O. Dieng pullup 3PT,[1631172],1610612760.0,OKC,pullup,,,Dieng,O. Dieng,,,,,Right Corner 3,24+ Right,23.24,Missed,,,,,,,,,,,,,,,,,,
332,PT02M39.00S,2024-10-27T01:07:30.6Z,2,REGULAR,rebound,defensive,[],203897,,,1610612741,36,48,2024-10-27T01:07:36Z,3290000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:6),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,,,,,,,331.0,6.0,6.0,0.0,,,,,,,
333,PT02M30.00S,2024-10-27T01:07:40.3Z,2,REGULAR,3pt,Jump Shot,[],1630172,20.97568988173456,90.19607843137256,1610612741,36,48,2024-10-27T01:07:49Z,3300000,False,-201.0,145.0,1,left,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Left Center,24.77,Missed,,,,,,,,,,,,,,,,,,
334,PT02M23.00S,2024-10-27T01:07:47.3Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,36,48,2024-10-27T01:07:49Z,3310000,False,,,0,,L. Dort REBOUND (Off:0 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,333.0,1.0,1.0,0.0,,,,,,,
335,PT02M15.00S,2024-10-27T01:07:55.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631172,87.72996057818659,38.970588235294116,1610612760,36,48,2024-10-27T01:08:02Z,3320000,False,-55.0,63.0,1,right,MISS O. Dieng 8' Jump Shot,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,In The Paint (Non-RA),8-16 Left,8.35,Missed,,,,,,,,,,,,,,,,,,
336,PT02M15.00S,2024-10-27T01:07:58.3Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,36,48,2024-10-27T01:07:58Z,3330000,False,,,0,,N. Vučević REBOUND (Off:1 Def:6),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,335.0,7.0,6.0,1.0,,,,,,,
337,PT02M15.00S,2024-10-27T01:07:59.7Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,36,48,2024-10-27T01:08:08Z,3340000,False,,,0,,N. Vučević lost ball out-of-bounds TURNOVER (2 TO),[202696],1610612741.0,CHI,lost ball,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Right Center,,,,,,,1627534.0,,,,,,,2.0,,,,,,
338,PT02M15.00S,2024-10-27T01:08:09.9Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,36,48,2024-10-27T01:08:18Z,3350000,False,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT02M15.00S,2024-10-27T01:08:09.9Z,2,REGULAR,substitution,in,[],1631114,,,1610612760,36,48,2024-10-27T01:08:18Z,3360000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT02M09.00S,2024-10-27T01:08:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630581,,,1610612760,36,48,2024-10-27T01:08:45Z,3370000,False,,,0,,J. Giddey shooting personal FOUL (1 PF) (Dort 2 FT),"[1630581, 1629652]",1610612741.0,CHI,shooting,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,1627534.0,1.0,0.0,,,,,,,,Dort,1629652.0,,
346,PT02M09.00S,2024-10-27T01:08:59.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629652,,,1610612760,36,49,2024-10-27T01:08:59Z,3390000,False,,,0,,L. Dort Free Throw 1 of 2 (6 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
347,PT02M09.00S,2024-10-27T01:09:19.1Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629652,,,1610612760,36,50,2024-10-27T01:09:19Z,3400000,False,,,0,,L. Dort Free Throw 2 of 2 (7 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
348,PT01M50.00S,2024-10-27T01:09:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.046649145860711,48.03921568627451,1610612741,38,50,2024-10-27T01:09:44Z,3410000,False,10.0,14.0,1,left,J. Giddey cutting finger roll Layup (8 PTS) (Z. LaVine 1 AST),"[1630581, 203897]",1610612741.0,CHI,cutting finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.68,Made,8.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
350,PT01M39.00S,2024-10-27T01:09:50.5Z,2,REGULAR,3pt,Jump Shot,[],1628983,68.15045992115637,38.72549019607843,1610612760,38,53,2024-10-27T01:09:57Z,3430000,False,-56.0,247.0,1,right,S. Gilgeous-Alexander 25' 3PT pullup (15 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.33,Made,15.0,,,,,,,,,,,,,,,,,
351,PT01M28.00S,2024-10-27T01:10:02.6Z,2,REGULAR,turnover,lost ball,[],203897,,,1610612741,38,53,2024-10-27T01:10:09Z,3440000,False,,,0,,Z. LaVine lost ball TURNOVER (4 TO),"[203897, 1630598]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,4.0,Wiggins,1630598.0,,,,
352,PT01M28.00S,2024-10-27T01:10:02.6Z,2,REGULAR,steal,,[],1630598,,,1610612760,38,53,2024-10-27T01:10:04Z,3450000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
