actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
84,PT03M49.00S,2025-01-26T01:23:00.6Z,1,REGULAR,3pt,Jump Shot,[],1630178,67.7562417871222,41.42156862745098,1610612755,17,21,2025-01-26T01:23:05Z,840000,False,-43.0,251.0,1,right,T. Maxey 25' 3PT pullup (10 PTS),[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,25.42,Made,,,,,,,10.0,,,,,,,,,
85,PT03M31.00S,2025-01-26T01:23:19.6Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,17,21,2025-01-26T01:23:24Z,850000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1630178]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Maxey,1630178.0
86,PT03M31.00S,2025-01-26T01:23:19.6Z,1,REGULAR,steal,,[],1630178,,,1610612755,17,21,2025-01-26T01:23:24Z,860000,False,,,0,,T. Maxey STEAL (1 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
87,PT03M23.00S,2025-01-26T01:23:27.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626162,92.72339027595268,47.05882352941176,1610612755,17,21,2025-01-26T01:23:35Z,870000,False,-15.0,16.0,1,right,MISS K. Oubre Jr. running Layup,[1626162],1610612755.0,PHI,running,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,2.17,Missed,,,,,,,,,,,,,,,,
88,PT03M21.00S,2025-01-26T01:23:29.5Z,1,REGULAR,rebound,defensive,[],1630172,,,1610612741,17,21,2025-01-26T01:23:35Z,880000,False,,,0,,P. Williams REBOUND (Off:0 Def:2),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,,,87.0,2.0,2.0,0.0,,,,,,,,,,,,
89,PT03M14.00S,2025-01-26T01:23:35.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.5722733245729295,48.28431372549019,1610612741,19,21,2025-01-26T01:23:40Z,890000,False,9.0,19.0,1,left,Z. LaVine driving Layup (4 PTS) (P. Williams 2 AST),"[203897, 1630172]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,2.06,Made,,,,,,,4.0,P. Williams,1630172.0,2.0,,,,,,
90,PT03M02.00S,2025-01-26T01:23:48.1Z,1,REGULAR,turnover,bad pass,[],1630178,,,1610612755,19,21,2025-01-26T01:26:46Z,900000,False,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 203897]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,1.0,,,,,,,,,,,,,,,,,LaVine,203897.0
91,PT03M02.00S,2025-01-26T01:23:48.1Z,1,REGULAR,steal,,[],203897,,,1610612741,19,21,2025-01-26T01:23:50Z,910000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
92,PT02M59.00S,2025-01-26T01:23:52.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,5.601182654402102,47.794117647058826,1610612741,21,21,2025-01-26T01:23:58Z,920000,False,11.0,0.0,1,left,Z. LaVine running DUNK (6 PTS),[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,1.1,Made,,,,,,,6.0,,,,,,,,,
93,PT02M59.00S,2025-01-26T01:23:58.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,21,21,2025-01-26T01:23:58Z,930000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,out,[],203897,,,1610612755,21,21,2025-01-26T01:26:41Z,940000,False,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,out,[],202696,,,1610612755,21,21,2025-01-26T01:26:41Z,950000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,out,[],1630172,,,1610612755,21,21,2025-01-26T01:26:41Z,960000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,in,[],1630188,,,1610612755,21,21,2025-01-26T01:26:41Z,970000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,in,[],1629659,,,1610612755,21,21,2025-01-26T01:26:41Z,980000,False,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT02M59.00S,2025-01-26T01:26:00.3Z,1,REGULAR,substitution,in,[],1641824,,,1610612755,21,21,2025-01-26T01:26:41Z,990000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT02M48.00S,2025-01-26T01:27:06.5Z,1,REGULAR,3pt,Jump Shot,[],1630178,68.01905387647832,33.33333333333333,1610612755,21,24,2025-01-26T01:27:10Z,1000000,False,-83.0,248.0,1,right,T. Maxey 26' 3PT  (13 PTS) (K. Oubre Jr. 1 AST),"[1630178, 1626162]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,26.17,Made,,,,,,,13.0,K. Oubre Jr.,1626162.0,1.0,,,,,,
102,PT02M31.00S,2025-01-26T01:27:22.6Z,1,REGULAR,3pt,Jump Shot,[],1630188,22.158344283837057,89.2156862745098,1610612741,24,24,2025-01-26T01:27:26Z,1020000,False,-196.0,156.0,1,left,J. Smith 25' 3PT  (3 PTS) (A. Dosunmu 1 AST),"[1630188, 1630245]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,25.05,Made,,,,,,,3.0,A. Dosunmu,1630245.0,1.0,,,,,,
104,PT02M18.00S,2025-01-26T01:27:34.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.77463863337714,49.01960784313725,1610612755,24,26,2025-01-26T01:27:39Z,1040000,False,-5.0,6.0,1,right,T. Maxey driving Layup (15 PTS),[1630178],1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,0.77,Made,,,,,,,15.0,,,,,,,,,
105,PT02M03.00S,2025-01-26T01:27:50.1Z,1,REGULAR,3pt,Jump Shot,[],1629659,27.283180026281208,77.45098039215686,1610612741,24,26,2025-01-26T01:27:54Z,1050000,False,-137.0,204.0,1,left,MISS T. Horton-Tucker 24' pullup 3PT,[1629659],1610612741.0,CHI,pullup,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Left Center,,,24.59,Missed,,,,,,,,,,,,,,,,
106,PT02M00.00S,2025-01-26T01:27:53.1Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612755,24,26,2025-01-26T01:27:54Z,1060000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:4),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,,,,,105.0,4.0,4.0,0.0,,,,,,,,,,,,
107,PT01M52.00S,2025-01-26T01:28:00.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641737,94.03745072273325,49.01960784313725,1610612755,24,28,2025-01-26T01:28:06Z,1070000,False,-5.0,4.0,1,right,A. Bona Layup (2 PTS) (K. Oubre Jr. 2 AST),"[1641737, 1626162]",1610612755.0,PHI,,,,Bona,A. Bona,,,,,Restricted Area,0-8 Center,,,0.6,Made,,,,,,,2.0,K. Oubre Jr.,1626162.0,2.0,,,,,,
110,PT01M48.00S,2025-01-26T01:28:05.3Z,1,REGULAR,turnover,bad pass,[],1641824,,,1610612741,24,28,2025-01-26T01:28:10Z,1100000,False,,,0,,M. Buzelis bad pass TURNOVER (1 TO),"[1641824, 1642348]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,,,,,,,Edwards,1642348.0
111,PT01M48.00S,2025-01-26T01:28:05.3Z,1,REGULAR,steal,,[],1642348,,,1610612755,24,28,2025-01-26T01:28:08Z,1110000,False,,,0,,J. Edwards STEAL (1 STL),[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
112,PT01M43.00S,2025-01-26T01:28:10.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642348,92.06636005256242,2.696078431372549,1610612755,24,28,2025-01-26T01:28:14Z,1120000,False,-237.0,22.0,1,right,MISS J. Edwards 3PT,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,Left Corner 3,24+ Left,,,23.75,Missed,,,,,,,,,,,,,,,,
113,PT01M40.00S,2025-01-26T01:28:13.6Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612741,24,28,2025-01-26T01:28:14Z,1130000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,Left Corner 3,24+ Left,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,
114,PT01M34.00S,2025-01-26T01:28:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,6.258212877792378,45.09803921568628,1610612741,26,28,2025-01-26T01:29:28Z,1140000,False,25.0,6.0,1,left,T. Horton-Tucker driving Layup (2 PTS),[1629659],1610612741.0,CHI,driving,,,Horton-Tucker,T. Horton-Tucker,,,,,Restricted Area,0-8 Center,,,2.53,Made,,,,,,,2.0,,,,,,,,,
115,PT01M16.00S,2025-01-26T01:28:37.0Z,1,REGULAR,3pt,Jump Shot,[],202331,72.22404730617609,20.34313725490196,1610612755,26,28,2025-01-26T01:28:41Z,1150000,False,-148.0,209.0,1,right,MISS P. George 25' step back 3PT,[202331],1610612755.0,PHI,step back,,,George,P. George,,,,,Above the Break 3,24+ Left Center,,,25.59,Missed,,,,,,,,,,,,,,,,
116,PT01M13.00S,2025-01-26T01:28:40.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,26,28,2025-01-26T01:28:41Z,1160000,False,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Left Center,,,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,
117,PT01M09.00S,2025-01-26T01:28:45.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1641824,7.046649145860711,48.03921568627451,1610612741,28,28,2025-01-26T01:28:50Z,1170000,False,10.0,14.0,1,left,M. Buzelis running DUNK (2 PTS) (T. Horton-Tucker 1 AST),"[1641824, 1629659]",1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,1.68,Made,,,,,,,2.0,T. Horton-Tucker,1629659.0,1.0,,,,,,
119,PT00M52.40S,2025-01-26T01:29:05.6Z,1,REGULAR,foul,personal,[],1631207,,,1610612755,28,28,2025-01-26T01:29:17Z,1190000,False,,,0,,D. Terry personal FOUL (1 PF),"[1631207, 1630178]",1610612741.0,CHI,,,,Terry,D. Terry,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,,,,,,,,,,,,,,1.0,0.0,Maxey,1630178.0,,
121,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,out,[],1630245,,,1610612755,28,28,2025-01-26T01:29:34Z,1210000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,out,[],1630178,,,1610612755,28,28,2025-01-26T01:29:34Z,1220000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,out,[],1626162,,,1610612755,28,28,2025-01-26T01:29:34Z,1230000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,out,[],1641737,,,1610612755,28,28,2025-01-26T01:29:34Z,1240000,False,,,0,,SUB out: A. Bona,[1641737],1610612755.0,PHI,,,,Bona,A. Bona,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,in,[],1628366,,,1610612755,28,28,2025-01-26T01:29:34Z,1250000,False,,,0,,SUB in: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,in,[],202704,,,1610612755,28,28,2025-01-26T01:29:34Z,1260000,False,,,0,,SUB in: R. Jackson,[202704],1610612755.0,PHI,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,in,[],1627824,,,1610612755,28,28,2025-01-26T01:29:34Z,1270000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M52.40S,2025-01-26T01:29:18.0Z,1,REGULAR,substitution,in,[],200768,,,1610612755,28,28,2025-01-26T01:29:34Z,1280000,False,,,0,,SUB in: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M39.10S,2025-01-26T01:29:51.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,93.9060446780552,54.166666666666664,1610612755,28,28,2025-01-26T01:29:55Z,1290000,False,21.0,5.0,1,right,MISS R. Jackson driving floating Shot,[202704],1610612755.0,PHI,driving floating,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,2.13,Missed,,,,,,,,,,,,,,,,
130,PT00M37.00S,2025-01-26T01:29:54.0Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612741,28,28,2025-01-26T01:29:55Z,1300000,False,,,0,,J. Smith REBOUND (Off:0 Def:2),[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,
131,PT00M23.20S,2025-01-26T01:30:09.6Z,1,REGULAR,turnover,out-of-bounds,[],1629659,,,1610612741,28,28,2025-01-26T01:30:15Z,1310000,False,,,0,,T. Horton-Tucker bad pass out-of-bounds TURNOVER (1 TO),[1629659],1610612741.0,CHI,bad pass,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),0-8 Center,1627964.0,1.0,,,,,,,,,,,,,,,,,,
132,PT00M01.40S,2025-01-26T01:30:41.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641824,,,1610612755,28,28,2025-01-26T01:30:47Z,1320000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (George 2 FT),"[1641824, 202331]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,202049.0,,,,,,,,,,,,,,1.0,0.0,George,202331.0,,
134,PT00M01.40S,2025-01-26T01:31:09.7Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202331,,,1610612755,28,29,2025-01-26T01:31:09Z,1340000,False,,,0,,P. George Free Throw 1 of 2 (8 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,,,,,,,8.0,,,,,,,,,
135,PT00M01.40S,2025-01-26T01:31:29.6Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202331,,,1610612755,28,30,2025-01-26T01:31:29Z,1350000,False,,,0,,P. George Free Throw 2 of 2 (9 PTS),[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,Made,,,,,,,9.0,,,,,,,,,
136,PT00M00.00S,2025-01-26T01:31:36.3Z,1,REGULAR,period,end,[],0,,,1610612741,28,30,2025-01-26T01:31:36Z,1360000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2025-01-26T01:33:55.9Z,2,REGULAR,substitution,out,['startperiod'],202331,,,1610612741,28,30,2025-01-26T01:34:19Z,1370000,False,,,0,,SUB out: P. George,[202331],1610612755.0,PHI,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2025-01-26T01:33:55.9Z,2,REGULAR,substitution,in,['startperiod'],1630178,,,1610612741,28,30,2025-01-26T01:34:19Z,1380000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2025-01-26T01:34:16.6Z,2,REGULAR,period,start,[],0,,,1610612755,28,30,2025-01-26T01:34:20Z,1390000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT11M41.00S,2025-01-26T01:34:35.3Z,2,REGULAR,3pt,Jump Shot,[],1627824,67.36202365308804,38.72549019607843,1610612755,28,30,2025-01-26T01:34:40Z,1400000,False,-56.0,254.0,1,right,MISS G. Yabusele 26' 3PT,[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Center,,,26.05,Missed,,,,,,,,,,,,,,,,
141,PT11M36.00S,2025-01-26T01:34:40.3Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,28,30,2025-01-26T01:34:40Z,1410000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,
142,PT11M29.00S,2025-01-26T01:34:45.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,7.5722733245729295,44.85294117647059,1610612741,28,30,2025-01-26T01:34:50Z,1420000,False,26.0,19.0,1,left,MISS D. Terry Layup,[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,3.18,Missed,,,,,,,,,,,,,,,,
143,PT11M28.00S,2025-01-26T01:34:46.8Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,28,30,2025-01-26T01:34:50Z,1430000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,
144,PT11M23.00S,2025-01-26T01:34:52.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642348,94.1688567674113,46.07843137254902,1610612755,28,30,2025-01-26T01:34:57Z,1440000,False,-20.0,2.0,1,right,MISS J. Edwards running Layup,[1642348],1610612755.0,PHI,running,,,Edwards,J. Edwards,,,,,Restricted Area,0-8 Center,,,1.97,Missed,,,,,,,,,,,,,,,,
145,PT11M22.00S,2025-01-26T01:34:56.2Z,2,REGULAR,rebound,offensive,[],1627824,,,1610612755,28,30,2025-01-26T01:34:56Z,1450000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:1),[1627824],1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,,
146,PT11M22.00S,2025-01-26T01:35:22.3Z,2,REGULAR,jumpball,recovered,[],1631207,,,1610612755,28,30,2025-01-26T01:37:38Z,1460000,False,,,0,,Jump Ball T. Horton-Tucker vs. G. Yabusele: Tip to D. Terry,"[1631207, 1629659, 1627824]",1610612741.0,CHI,heldball,D. Terry,1631207.0,Terry,D. Terry,Horton-Tucker,1629659.0,Yabusele,1627824.0,,,,,,,,,,,,,,,,,,,,,,
149,PT11M22.00S,2025-01-26T01:35:22.3Z,2,REGULAR,turnover,lost ball,[],1627824,,,1610612755,28,30,2025-01-26T02:12:33Z,1490000,False,,,0,,G. Yabusele lost ball TURNOVER (1 TO),"[1627824, 1629659]",1610612755.0,PHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,,,,,,,,,,,Horton-Tucker,1629659.0
150,PT11M22.00S,2025-01-26T01:35:22.3Z,2,REGULAR,steal,,[],1629659,,,1610612741,28,30,2025-01-26T01:35:22Z,1500000,False,,,0,,T. Horton-Tucker STEAL (1 STL),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
151,PT11M15.00S,2025-01-26T01:35:28.3Z,2,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612741,28,30,2025-01-26T01:35:37Z,1510000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Horton-Tucker 2 FT),"[1627824, 1629659]",1610612755.0,PHI,shooting,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1627964.0,,,,,,,,,,,,,,1.0,0.0,Horton-Tucker,1629659.0,,
153,PT11M15.00S,2025-01-26T01:35:53.0Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629659,,,1610612741,29,30,2025-01-26T01:35:53Z,1530000,False,,,0,,T. Horton-Tucker Free Throw 1 of 2 (3 PTS),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Made,,,,,,,3.0,,,,,,,,,
154,PT11M15.00S,2025-01-26T01:36:05.4Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629659,,,1610612741,30,30,2025-01-26T01:36:05Z,1540000,False,,,0,,T. Horton-Tucker Free Throw 2 of 2 (4 PTS),[1629659],1610612741.0,CHI,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Made,,,,,,,4.0,,,,,,,,,
155,PT11M05.00S,2025-01-26T01:36:15.8Z,2,REGULAR,3pt,Jump Shot,[],1630178,74.98357424441524,82.59803921568627,1610612755,30,30,2025-01-26T01:36:20Z,1550000,False,163.0,183.0,1,right,MISS T. Maxey 24' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,24.48,Missed,,,,,,,,,,,,,,,,
156,PT11M02.00S,2025-01-26T01:36:18.8Z,2,REGULAR,rebound,defensive,[],1628366,,,1610612741,30,30,2025-01-26T01:36:20Z,1560000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,155.0,2.0,2.0,0.0,,,,,,,,,,,,
157,PT10M55.00S,2025-01-26T01:36:26.5Z,2,REGULAR,3pt,Jump Shot,[],1628366,31.61957950065703,34.31372549019608,1610612741,33,30,2025-01-26T01:40:29Z,1570000,False,78.0,245.0,1,left,L. Ball 25' 3PT step back (6 PTS) (D. Terry 1 AST),"[1628366, 1631207]",1610612741.0,CHI,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,,,25.7,Made,,,,,,,6.0,D. Terry,1631207.0,1.0,,,,,,
159,PT10M38.00S,2025-01-26T01:36:43.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,87.99277266754271,50.0,1610612755,33,32,2025-01-26T01:36:46Z,1590000,False,0.0,60.0,1,right,R. Jackson 6' driving floating Jump Shot (2 PTS) (G. Yabusele 1 AST),"[202704, 1627824]",1610612755.0,PHI,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,6.04,Made,,,,,,,2.0,G. Yabusele,1627824.0,1.0,,,,,,
161,PT10M30.00S,2025-01-26T01:36:51.5Z,2,REGULAR,3pt,Jump Shot,[],1628366,28.991458607095925,75.24509803921569,1610612741,33,32,2025-01-26T01:36:58Z,1600000,False,-126.0,220.0,1,left,MISS L. Ball 25' 3PT,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,25.36,Missed,,,,,,,,,,,,,,,,
162,PT10M28.00S,2025-01-26T01:36:55.4Z,2,REGULAR,rebound,offensive,[],1631207,,,1610612741,33,32,2025-01-26T01:36:55Z,1610000,False,,,0,,D. Terry REBOUND (Off:1 Def:0),[1631207],1610612741.0,CHI,,,,Terry,D. Terry,,,,,Above the Break 3,24+ Left Center,,,,,161.0,1.0,0.0,1.0,,,,,,,,,,,,
163,PT10M19.00S,2025-01-26T01:37:43.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629659,32.933639947437584,45.34313725490196,1610612741,33,32,2025-01-26T01:37:51Z,1620000,False,23.0,257.0,1,left,MISS T. Horton-Tucker 25' step back 3PT,[1629659],1610612741.0,CHI,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,Above the Break 3,24+ Center,,,25.82,Missed,,,,,,,,,,,,,,,,
164,PT10M18.00S,2025-01-26T01:37:44.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612741,33,32,2025-01-26T01:37:51Z,1630000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Above the Break 3,24+ Center,,,,,163.0,,,,,,,,,,,,,,,
165,PT10M18.00S,2025-01-26T01:37:50.2Z,2,REGULAR,foul,personal,[],1627824,,,1610612741,33,32,2025-01-26T01:38:00Z,1640000,False,,,0,,G. Yabusele loose ball personal FOUL (2 PF),"[1627824, 1630188]",1610612755.0,PHI,loose ball,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,1179.0,,,,,,,,,,,,,,2.0,0.0,Smith,1630188.0,,
