actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
94,PT04M23.00S,2021-11-25T00:25:55.1Z,1,REGULAR,3pt,Jump Shot,[],1627747,92.32917214191852,4.6568627450980395,1610612754,17,13,2021-11-25T00:25:59Z,940000,-227.0,20.0,1,right,MISS C. LeVert 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,22.75,Missed,,,,,,,,,,,,,,,
95,PT04M19.00S,2021-11-25T00:25:59.1Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,17,13,2021-11-25T00:25:59Z,950000,,,0,,M. Monk REBOUND (Off:0 Def:1),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,
96,PT04M17.00S,2021-11-25T00:26:02.8Z,1,REGULAR,foul,personal,[],1630537,,,1610612747,17,13,2021-11-25T00:30:26Z,960000,,,0,,C. Duarte take personal FOUL (1 PF),"[1630537, 2544]",1610612754.0,IND,take,,,Duarte,C. Duarte,,,,,,,,1179.0,,,,,,,1.0,0.0,James,2544.0,,,,,,,
98,PT04M17.00S,2021-11-25T00:26:20.4Z,1,REGULAR,substitution,out,[],1627747,,,1610612747,17,13,2021-11-25T00:26:25Z,980000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M17.00S,2021-11-25T00:26:20.4Z,1,REGULAR,substitution,in,[],204456,,,1610612747,17,13,2021-11-25T00:26:25Z,990000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M06.00S,2021-11-25T00:26:44.1Z,1,REGULAR,2pt,Jump Shot,[],1629659,7.5722733245729295,78.18627450980392,1610612747,17,13,2021-11-25T00:26:50Z,1000000,-141.0,19.0,1,left,MISS T. Horton-Tucker 14' step back Shot,[1629659],1610612747.0,LAL,step back,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,14.21,Missed,,,,,,,,,,,,,,,
101,PT04M03.00S,2021-11-25T00:26:47.1Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,17,13,2021-11-25T00:26:50Z,1010000,,,0,,M. Brogdon REBOUND (Off:2 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,100.0,4.0,2.0,2.0,,,,,,,,,,,
102,PT03M51.00S,2021-11-25T00:27:02.2Z,1,REGULAR,foul,personal,['2freethrow'],2730,,,1610612754,17,13,2021-11-25T00:27:12Z,1020000,,,0,,D. Howard shooting personal FOUL (1 PF) (Brogdon 2 FT),"[2730, 1627763]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,1179.0,,,,,,,1.0,0.0,Brogdon,1627763.0,,,,,,,
104,PT03M51.00S,2021-11-25T00:27:28.4Z,1,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,18,13,2021-11-25T00:27:49Z,1040000,,,0,,M. Brogdon Free Throw 1 of 2 (3 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,
105,PT03M51.00S,2021-11-25T00:27:29.5Z,1,REGULAR,substitution,out,[],1629659,,,1610612754,18,13,2021-11-25T00:27:45Z,1050000,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M51.00S,2021-11-25T00:27:29.5Z,1,REGULAR,substitution,out,[],2544,,,1610612754,18,13,2021-11-25T00:27:45Z,1060000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M51.00S,2021-11-25T00:27:29.5Z,1,REGULAR,substitution,in,[],201566,,,1610612754,18,13,2021-11-25T00:27:45Z,1070000,,,0,,SUB in: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M51.00S,2021-11-25T00:27:29.5Z,1,REGULAR,substitution,in,[],201961,,,1610612754,18,13,2021-11-25T00:27:45Z,1080000,,,0,,SUB in: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M51.00S,2021-11-25T00:27:28.4Z,1,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,18,13,2021-11-25T00:27:49Z,1090000,,,0,,MISS M. Brogdon Free Throw 2 of 2,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Missed,,,,,,,,,,,,,,,
110,PT03M48.00S,2021-11-25T00:27:31.4Z,1,REGULAR,rebound,offensive,[],1628470,,,1610612754,18,13,2021-11-25T00:27:49Z,1100000,,,0,,T. Craig REBOUND (Off:1 Def:0),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,109.0,1.0,0.0,1.0,,,,,,,,,,,
111,PT03M39.00S,2021-11-25T00:27:56.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",204456,88.64980289093299,58.82352941176471,1610612754,20,13,2021-11-25T00:28:00Z,1110000,44.0,54.0,1,right,T. McConnell 6' pullup Jump Shot (2 PTS),[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,,,,,6.99,Made,,,,,,,,,2.0,,,,,,
112,PT03M23.00S,2021-11-25T00:28:12.9Z,1,REGULAR,3pt,Jump Shot,[],2546,10.5946123521682,96.56862745098039,1610612747,20,16,2021-11-25T00:28:17Z,1120000,-233.0,47.0,1,left,C. Anthony 3PT  (3 PTS) (R. Westbrook 2 AST),"[2546, 201566]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,23.75,Made,,,,,,,,,3.0,R. Westbrook,201566.0,2.0,,,
114,PT03M09.00S,2021-11-25T00:28:26.7Z,1,REGULAR,2pt,Jump Shot,[],1630537,73.01248357424441,26.715686274509803,1610612754,22,16,2021-11-25T00:31:21Z,1140000,-116.0,201.0,1,right,C. Duarte 23' step back Jump Shot (4 PTS),[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,,,,,23.24,Made,,,,,,,,,4.0,,,,,,
115,PT02M58.00S,2021-11-25T00:28:36.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,34.11629434954008,52.20588235294118,1610612747,22,16,2021-11-25T00:28:41Z,1150000,-11.0,268.0,1,left,MISS M. Monk 26' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,,,26.84,Missed,,,,,,,,,,,,,,,
116,PT02M56.00S,2021-11-25T00:28:40.1Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,22,16,2021-11-25T00:28:40Z,1160000,,,0,,D. Howard REBOUND (Off:1 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,115.0,1.0,0.0,1.0,,,,,,,,,,,
117,PT02M54.00S,2021-11-25T00:28:40.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",2730,6.783837056504599,53.67647058823529,1610612747,22,18,2021-11-25T00:28:45Z,1170000,-18.0,11.0,1,left,D. Howard putback Layup (2 PTS),[2730],1610612747.0,LAL,putback,,,Howard,D. Howard,,,,,,,,,2.16,Made,,,,,,,,,2.0,,,,,,
118,PT02M41.00S,2021-11-25T00:28:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,93.11760840998686,52.20588235294118,1610612754,24,18,2021-11-25T00:28:57Z,1180000,11.0,12.0,1,right,T. Craig driving finger roll Layup (2 PTS) (M. Turner 1 AST),"[1628470, 1626167]",1610612754.0,IND,driving finger roll,,,Craig,T. Craig,,,,,,,,,1.64,Made,,,,,,,,,2.0,M. Turner,1626167.0,1.0,,,
120,PT02M40.00S,2021-11-25T00:28:58.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,24,18,2021-11-25T00:28:58Z,1200000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M40.00S,2021-11-25T00:31:27.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,24,18,2021-11-25T00:31:40Z,1210000,,,0,,,[],,,overturned,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,Changed to 2-pt FG,,
122,PT02M40.00S,2021-11-25T00:31:47.8Z,1,REGULAR,substitution,out,[],1627763,,,1610612747,24,18,2021-11-25T00:32:05Z,1220000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M40.00S,2021-11-25T00:31:47.8Z,1,REGULAR,substitution,in,[],1629103,,,1610612747,24,18,2021-11-25T00:32:05Z,1230000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M23.00S,2021-11-25T00:32:16.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.258212877792378,55.88235294117647,1610612747,24,18,2021-11-25T00:32:24Z,1240000,-29.0,6.0,1,left,MISS R. Westbrook driving Layup,[201566],1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,,,,,3.01,Missed,,,,,,,,,,,,,,,
125,PT02M21.00S,2021-11-25T00:32:18.5Z,1,REGULAR,rebound,offensive,[],2730,,,1610612747,24,18,2021-11-25T00:32:24Z,1250000,,,0,,D. Howard REBOUND (Off:2 Def:0),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,124.0,2.0,0.0,2.0,,,,,,,,,,,
126,PT02M20.00S,2021-11-25T00:32:19.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],2546,29.25427069645204,81.37254901960785,1610612747,24,18,2021-11-25T00:32:30Z,1260000,-157.0,222.0,1,left,MISS C. Anthony 27' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,27.23,Missed,,,,,,,,,,,,,,,
127,PT02M17.00S,2021-11-25T00:32:22.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,18,2021-11-25T00:32:30Z,1270000,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
128,PT02M12.00S,2021-11-25T00:32:27.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630537,78.0059132720105,87.25490196078431,1610612754,27,18,2021-11-25T00:32:33Z,1280000,186.0,154.0,1,right,C. Duarte 24' 3PT  (7 PTS) (T. McConnell 1 AST),"[1630537, 204456]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,24.18,Made,,,,,,,,,7.0,T. McConnell,204456.0,1.0,,,
130,PT02M05.00S,2021-11-25T00:32:35.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,7.440867279894875,46.32352941176471,1610612747,27,20,2021-11-25T00:32:41Z,1300000,18.0,17.0,1,left,R. Westbrook driving finger roll Layup (6 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,,,,,2.53,Made,,,,,,,,,6.0,,,,,,
131,PT02M05.00S,2021-11-25T00:32:41.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629103,,,1610612747,27,20,2021-11-25T00:32:53Z,1310000,,,0,,K. Martin shooting personal FOUL (1 PF) (Westbrook 1 FT),"[1629103, 201566]",1610612754.0,IND,shooting,,,Martin,K. Martin,,,,,,,,1179.0,,,,,,,1.0,0.0,Westbrook,201566.0,,,,,,,
133,PT02M05.00S,2021-11-25T00:33:05.2Z,1,REGULAR,freethrow,1 of 1,[],201566,,,1610612747,27,21,2021-11-25T00:33:05Z,1330000,,,0,,R. Westbrook Free Throw 1 of 1 (7 PTS),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,,,,,,,,,7.0,,,,,,
134,PT01M54.00S,2021-11-25T00:33:18.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,93.51182654402102,47.794117647058826,1610612754,29,21,2021-11-25T00:33:23Z,1340000,-11.0,8.0,1,right,M. Turner DUNK (7 PTS) (T. McConnell 2 AST),"[1626167, 204456]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,1.39,Made,,,,,,,,,7.0,T. McConnell,204456.0,2.0,,,
136,PT01M39.00S,2021-11-25T00:33:32.6Z,1,REGULAR,3pt,Jump Shot,[],201566,32.53942181340342,32.59803921568628,1610612747,29,21,2021-11-25T00:33:37Z,1360000,87.0,253.0,1,left,MISS R. Westbrook 26' pullup 3PT,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,,,,,26.79,Missed,,,,,,,,,,,,,,,
137,PT01M36.00S,2021-11-25T00:33:35.6Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,29,21,2021-11-25T00:33:37Z,1370000,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,136.0,2.0,2.0,0.0,,,,,,,,,,,
138,PT01M34.00S,2021-11-25T00:33:38.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629103,80.23981603153744,6.61764705882353,1610612754,29,21,2021-11-25T00:33:43Z,1380000,-217.0,133.0,1,right,MISS K. Martin 25' step back 3PT,[1629103],1610612754.0,IND,step back,,,Martin,K. Martin,,,,,,,,,25.45,Missed,,,,,,,,,,,,,,,
139,PT01M30.00S,2021-11-25T00:33:42.0Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,29,21,2021-11-25T00:33:43Z,1390000,,,0,,D. Howard REBOUND (Off:2 Def:1),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,138.0,3.0,1.0,2.0,,,,,,,,,,,
140,PT01M21.00S,2021-11-25T00:33:50.9Z,1,REGULAR,3pt,Jump Shot,[],2546,12.302890932982917,3.9215686274509802,1610612747,29,24,2021-11-25T00:33:56Z,1400000,230.0,63.0,1,left,C. Anthony 3PT  (6 PTS) (D. Howard 1 AST),"[2546, 2730]",1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,23.89,Made,,,,,,,,,6.0,D. Howard,2730.0,1.0,,,
142,PT00M59.10S,2021-11-25T00:34:13.9Z,1,REGULAR,3pt,Jump Shot,[],1629103,91.80354796320631,5.392156862745098,1610612754,29,24,2021-11-25T00:34:20Z,1420000,-223.0,25.0,1,right,MISS K. Martin 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,22.43,Missed,,,,,,,,,,,,,,,
143,PT00M56.00S,2021-11-25T00:34:17.0Z,1,REGULAR,rebound,offensive,[],1629103,,,1610612754,29,24,2021-11-25T00:34:20Z,1430000,,,0,,K. Martin REBOUND (Off:1 Def:0),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,,
144,PT00M54.40S,2021-11-25T00:34:18.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],204456,67.23061760840999,57.35294117647059,1610612754,29,24,2021-11-25T00:34:23Z,1440000,37.0,256.0,1,right,MISS T. McConnell 25' 3PT,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,25.81,Missed,,,,,,,,,,,,,,,
145,PT00M51.40S,2021-11-25T00:34:21.8Z,1,REGULAR,rebound,defensive,[],2730,,,1610612747,29,24,2021-11-25T00:34:23Z,1450000,,,0,,D. Howard REBOUND (Off:2 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,144.0,4.0,2.0,2.0,,,,,,,,,,,
146,PT00M47.70S,2021-11-25T00:34:25.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],2546,23.340998685939553,87.99019607843137,1610612747,29,24,2021-11-25T00:34:31Z,1460000,-190.0,167.0,1,left,MISS C. Anthony 25' 3PT,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,25.29,Missed,,,,,,,,,,,,,,,
147,PT00M44.20S,2021-11-25T00:34:28.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,29,24,2021-11-25T00:34:31Z,1470000,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,146.0,2.0,2.0,0.0,,,,,,,,,,,
148,PT00M34.10S,2021-11-25T00:34:41.3Z,1,REGULAR,foul,personal,['2freethrow'],2730,,,1610612754,29,24,2021-11-25T00:34:52Z,1480000,,,0,,D. Howard shooting personal FOUL (2 PF) (Craig 2 FT),"[2730, 1628470]",1610612747.0,LAL,shooting,,,Howard,D. Howard,,,,,,,,1179.0,,,,,,,2.0,0.0,Craig,1628470.0,,,,,,,
150,PT00M34.10S,2021-11-25T00:35:07.5Z,1,REGULAR,freethrow,1 of 2,[],1628470,,,1610612754,30,24,2021-11-25T00:35:07Z,1500000,,,0,,T. Craig Free Throw 1 of 2 (3 PTS),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,Made,,,,,,,,,3.0,,,,,,
151,PT00M34.10S,2021-11-25T00:35:25.2Z,1,REGULAR,freethrow,2 of 2,[],1628470,,,1610612754,31,24,2021-11-25T00:35:25Z,1510000,,,0,,T. Craig Free Throw 2 of 2 (4 PTS),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,Made,,,,,,,,,4.0,,,,,,
152,PT00M21.30S,2021-11-25T00:35:41.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628370,5.338370565045992,54.41176470588235,1610612747,31,26,2021-11-25T00:35:46Z,1520000,-22.0,-2.0,1,left,M. Monk driving Layup (4 PTS),[1628370],1610612747.0,LAL,driving,,,Monk,M. Monk,,,,,,,,,2.22,Made,,,,,,,,,4.0,,,,,,
153,PT00M02.80S,2021-11-25T00:36:02.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,92.85479632063075,45.588235294117645,1610612754,31,26,2021-11-25T00:36:13Z,1530000,-22.0,15.0,1,right,MISS T. Craig cutting Layup,[1628470],1610612754.0,IND,cutting,,,Craig,T. Craig,,,,,,,,,2.65,Missed,,,,,,,,,,,,,,,
154,PT00M02.80S,2021-11-25T00:36:02.3Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,31,26,2021-11-25T00:36:30Z,1540000,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,,,,
156,PT00M00.00S,2021-11-25T00:36:04.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612747,31,26,2021-11-25T00:37:17Z,1545000,,,0,,,[],,,support,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,End Period - No Basket,,
155,PT00M00.00S,2021-11-25T00:36:07.2Z,1,REGULAR,period,end,[],0,,,1610612747,31,26,2021-11-25T00:36:07Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612747,31,26,2021-11-25T00:38:34Z,1560000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,out,['startperiod'],1626167,,,1610612747,31,26,2021-11-25T00:38:34Z,1570000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,out,['startperiod'],1629103,,,1610612747,31,26,2021-11-25T00:38:34Z,1580000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,out,['startperiod'],201961,,,1610612747,31,26,2021-11-25T00:38:34Z,1590000,,,0,,SUB out: W. Ellington,[201961],1610612747.0,LAL,,,,Ellington,W. Ellington,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612747,31,26,2021-11-25T00:38:34Z,1600000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,in,['startperiod'],203200,,,1610612747,31,26,2021-11-25T00:38:34Z,1610000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,in,['startperiod'],1627763,,,1610612747,31,26,2021-11-25T00:38:34Z,1620000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-11-25T00:38:10.5Z,2,REGULAR,substitution,in,['startperiod'],2544,,,1610612747,31,26,2021-11-25T00:38:34Z,1630000,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-25T00:38:53.4Z,2,REGULAR,period,start,[],0,,,1610612754,31,26,2021-11-25T00:38:53Z,1640000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT11M49.00S,2021-11-25T00:39:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,91.67214191852825,53.92156862745098,1610612754,33,26,2021-11-25T00:39:09Z,1650000,20.0,26.0,1,right,T. McConnell driving finger roll Layup (4 PTS) (C. Duarte 1 AST),"[204456, 1630537]",1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,,,,,3.24,Made,,,,,,,,,4.0,C. Duarte,1630537.0,1.0,,,
168,PT11M23.00S,2021-11-25T00:39:29.2Z,2,REGULAR,3pt,Jump Shot,[],1628370,33.722076215505915,61.029411764705884,1610612747,33,26,2021-11-25T00:41:45Z,1670000,-55.0,264.0,1,left,MISS M. Monk 27' step back 3PT,[1628370],1610612747.0,LAL,step back,,,Monk,M. Monk,,,,,,,,,27.02,Missed,,,,,,,,,,,,,,,
169,PT11M20.00S,2021-11-25T00:39:32.2Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,33,26,2021-11-25T00:39:34Z,1680000,,,0,,M. Brogdon REBOUND (Off:2 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,168.0,5.0,3.0,2.0,,,,,,,,,,,
170,PT11M09.00S,2021-11-25T00:39:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,93.51182654402102,52.69607843137255,1610612754,35,26,2021-11-25T00:39:46Z,1690000,13.0,8.0,1,right,D. Sabonis cutting finger roll Layup (4 PTS) (M. Brogdon 1 AST),"[1627734, 1627763]",1610612754.0,IND,cutting finger roll,,,Sabonis,D. Sabonis,,,,,,,,,1.6,Made,,,,,,,,,4.0,M. Brogdon,1627763.0,1.0,,,
172,PT10M59.00S,2021-11-25T00:39:53.1Z,2,REGULAR,turnover,bad pass,[],201566,,,1610612747,35,26,2021-11-25T00:39:56Z,1710000,,,0,,R. Westbrook bad pass TURNOVER (3 TO),"[201566, 1627734]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,3.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,
173,PT10M59.00S,2021-11-25T00:39:53.1Z,2,REGULAR,steal,,[],1627734,,,1610612754,35,26,2021-11-25T00:39:54Z,1720000,,,0,,D. Sabonis STEAL (1 STL),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M55.00S,2021-11-25T00:39:57.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,93.9060446780552,48.77450980392157,1610612754,37,26,2021-11-25T00:40:01Z,1730000,-6.0,5.0,1,right,D. Sabonis cutting Layup (6 PTS) (J. Holiday 2 AST),"[1627734, 203200]",1610612754.0,IND,cutting,,,Sabonis,D. Sabonis,,,,,,,,,0.78,Made,,,,,,,,,6.0,J. Holiday,203200.0,2.0,,,
176,PT10M55.00S,2021-11-25T00:40:01.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,37,26,2021-11-25T00:40:01Z,1750000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M51.00S,2021-11-25T00:43:06.4Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],2546,24.78646517739816,42.8921568627451,1610612747,37,26,2021-11-25T00:43:27Z,1760000,36.0,180.0,1,left,MISS C. Anthony 18' Jump Shot,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,18.4,Missed,,,,,,,,,,,,,,,
178,PT10M50.00S,2021-11-25T00:43:07.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,37,26,2021-11-25T00:43:27Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,
179,PT10M50.00S,2021-11-25T00:43:13.0Z,2,REGULAR,foul,personal,[],1627734,,,1610612747,37,26,2021-11-25T00:43:24Z,1780000,,,0,,D. Sabonis loose ball personal FOUL (2 PF),"[1627734, 2730]",1610612754.0,IND,loose ball,,,Sabonis,D. Sabonis,,,,,,,,1627526.0,,,,,,,2.0,0.0,Howard,2730.0,,,,,,,
181,PT10M36.00S,2021-11-25T00:43:37.0Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628370,10.726018396846255,18.38235294117647,1610612747,37,26,2021-11-25T00:43:42Z,1800000,158.0,48.0,1,left,MISS M. Monk 16' pullup Shot,[1628370],1610612747.0,LAL,pullup,,,Monk,M. Monk,,,,,,,,,16.53,Missed,,,,,,,,,,,,,,,
182,PT10M31.00S,2021-11-25T00:43:42.0Z,2,REGULAR,rebound,offensive,[],2730,,,1610612747,37,26,2021-11-25T00:43:42Z,1810000,,,0,,D. Howard REBOUND (Off:3 Def:2),[2730],1610612747.0,LAL,,,,Howard,D. Howard,,,,,,,,,,,181.0,5.0,2.0,3.0,,,,,,,,,,,
