actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
179,PT09M23.00S,2021-11-21T00:37:31.1Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1629103,21.632720105124836,27.941176470588236,1610612754,38,23,2021-11-21T00:37:35Z,1780000,110.0,151.0,1,left,MISS K. Martin 18' pullup Shot,[1629103],1610612754.0,IND,pullup,,,Martin,K. Martin,,,,,18.68,Missed,,,,,,,,,,,,,,,,,,,
180,PT09M20.00S,2021-11-21T00:37:34.1Z,2,REGULAR,rebound,offensive,[],1629048,,,1610612754,38,23,2021-11-21T00:37:35Z,1790000,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,179.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
181,PT09M15.00S,2021-11-21T00:37:39.6Z,2,REGULAR,turnover,bad pass,[],1629103,,,1610612754,38,23,2021-11-21T00:37:43Z,1800000,,,0,,K. Martin bad pass TURNOVER (1 TO),"[1629103, 1628404]",1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,,,
182,PT09M15.00S,2021-11-21T00:37:39.6Z,2,REGULAR,steal,,[],1628404,,,1610612740,38,23,2021-11-21T00:37:41Z,1810000,,,0,,J. Hart STEAL (1 STL),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M06.00S,2021-11-21T00:37:49.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,91.80354796320631,58.82352941176471,1610612740,38,23,2021-11-21T00:38:09Z,1820000,44.0,25.0,1,right,MISS J. Valanciunas Layup - blocked,"[202685, 204456]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,5.04,Missed,,,,,,,,,,,,McConnell,204456.0,,,,,,
184,PT09M06.00S,2021-11-21T00:37:49.0Z,2,REGULAR,block,,[],204456,,,1610612740,38,23,2021-11-21T00:38:00Z,1830000,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M06.00S,2021-11-21T00:37:49.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,38,23,2021-11-21T00:37:58Z,1840000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,
186,PT08M56.00S,2021-11-21T00:38:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628404,94.03745072273325,54.166666666666664,1610612740,38,23,2021-11-21T00:38:20Z,1850000,21.0,4.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
187,PT08M52.00S,2021-11-21T00:38:19.3Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,38,23,2021-11-21T00:38:20Z,1860000,,,0,,J. Valanciunas REBOUND (Off:3 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,186.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
188,PT08M52.00S,2021-11-21T00:38:18.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",202685,94.40999984741211,50.0,1610612740,38,25,2021-11-21T00:38:18Z,1870000,0.0,0.0,1,right,J. Valanciunas tip DUNK (10 PTS),[202685],1610612740.0,NOP,tip,,,Valanciunas,J. Valanciunas,,,,,0.0,Made,,,,,,,,10.0,,,,,,,,,,,
189,PT08M44.00S,2021-11-21T00:38:26.3Z,2,REGULAR,3pt,Jump Shot,[],203200,32.013797634691194,70.34313725490196,1610612754,38,25,2021-11-21T00:38:32Z,1880000,-102.0,248.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,26.84,Missed,,,,,,,,,,,,,,,,,,,
190,PT08M42.00S,2021-11-21T00:38:28.3Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,38,25,2021-11-21T00:38:32Z,1890000,,,0,,J. Valanciunas REBOUND (Off:3 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,189.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
192,PT08M28.00S,2021-11-21T00:38:52.2Z,2,REGULAR,foul,personal,[],1629048,,,1610612740,38,25,2021-11-21T00:39:01Z,1910000,,,0,,G. Bitadze personal FOUL (1 PF),"[1629048, 202685]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Valanciunas,202685.0,
194,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,out,[],204456,,,1610612740,38,25,2021-11-21T00:39:17Z,1930000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,out,[],1629103,,,1610612740,38,25,2021-11-21T00:39:17Z,1940000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,out,[],1629048,,,1610612740,38,25,2021-11-21T00:39:17Z,1950000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,out,[],1630184,,,1610612740,38,25,2021-11-21T00:39:17Z,1960000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,in,[],1627763,,,1610612740,38,25,2021-11-21T00:39:17Z,1970000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,in,[],1627747,,,1610612740,38,25,2021-11-21T00:39:17Z,1980000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,in,[],1627734,,,1610612740,38,25,2021-11-21T00:39:17Z,1990000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M28.00S,2021-11-21T00:38:57.8Z,2,REGULAR,substitution,in,[],203107,,,1610612740,38,25,2021-11-21T00:39:17Z,2000000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M21.00S,2021-11-21T00:39:32.6Z,2,REGULAR,3pt,Jump Shot,[],1628404,91.5407358738502,95.58823529411765,1610612740,38,28,2021-11-21T00:39:37Z,2010000,228.0,27.0,1,right,J. Hart 3PT  (5 PTS) (N. Alexander-Walker 4 AST),"[1628404, 1629638]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,22.95,Made,,,,,,,,5.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,
204,PT08M04.00S,2021-11-21T00:39:47.9Z,2,REGULAR,3pt,Jump Shot,[],1627734,25.57490144546649,86.51960784313727,1610612754,41,28,2021-11-21T00:39:52Z,2030000,-183.0,188.0,1,left,D. Sabonis 26' 3PT  (13 PTS) (C. LeVert 2 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,26.2,Made,,,,,,,,13.0,C. LeVert,1627747.0,2.0,,,,,,,,
206,PT07M46.00S,2021-11-21T00:40:07.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,86.81011826544021,37.99019607843137,1610612740,41,28,2021-11-21T00:40:12Z,2050000,-60.0,71.0,1,right,MISS J. Hart 9' floating Shot - blocked,"[1628404, 1628470]",1610612740.0,NOP,floating,,,Hart,J. Hart,,,,,9.33,Missed,,,,,,,,,,,,Craig,1628470.0,,,,,,
207,PT07M46.00S,2021-11-21T00:40:07.5Z,2,REGULAR,block,,[],1628470,,,1610612740,41,28,2021-11-21T00:40:09Z,2060000,,,0,,T. Craig BLOCK (1 BLK),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT07M43.00S,2021-11-21T00:40:10.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,41,28,2021-11-21T00:42:19Z,2070000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,206.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
209,PT07M41.00S,2021-11-21T00:40:12.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627763,6.258212877792378,95.83333333333334,1610612754,44,28,2021-11-21T00:40:31Z,2080000,-229.0,6.0,1,left,M. Brogdon 3PT running (8 PTS) (T. Craig 2 AST),"[1627763, 1628470]",1610612754.0,IND,running,,,Brogdon,M. Brogdon,,,,,22.93,Made,,,,,,,,8.0,T. Craig,1628470.0,2.0,,,,,,,,
211,PT07M39.00S,2021-11-21T00:40:21.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,44,28,2021-11-21T00:40:21Z,2100000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT07M39.00S,2021-11-21T00:42:41.9Z,2,REGULAR,substitution,out,[],202066,,,1610612740,44,28,2021-11-21T00:43:10Z,2110000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M39.00S,2021-11-21T00:42:41.9Z,2,REGULAR,substitution,in,[],1627742,,,1610612740,44,28,2021-11-21T00:43:10Z,2120000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M15.00S,2021-11-21T00:43:43.0Z,2,REGULAR,foul,personal,['2freethrow'],203200,,,1610612740,44,28,2021-11-21T00:43:48Z,2130000,,,0,,J. Holiday shooting personal FOUL (1 PF) (Alexander-Walker 2 FT),"[203200, 1629638]",1610612754.0,IND,shooting,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Alexander-Walker,1629638.0,
216,PT07M15.00S,2021-11-21T00:44:15.8Z,2,REGULAR,freethrow,1 of 2,[],1629638,,,1610612740,44,29,2021-11-21T00:44:15Z,2150000,,,0,,N. Alexander-Walker Free Throw 1 of 2 (5 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
217,PT07M15.00S,2021-11-21T00:44:28.8Z,2,REGULAR,freethrow,2 of 2,[],1629638,,,1610612740,44,30,2021-11-21T00:44:28Z,2160000,,,0,,N. Alexander-Walker Free Throw 2 of 2 (6 PTS),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
218,PT06M53.00S,2021-11-21T00:44:52.3Z,2,REGULAR,turnover,lost ball,[],1627747,,,1610612754,44,30,2021-11-21T00:44:56Z,2170000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1629638]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,1.0,Alexander-Walker,1629638.0,,,,,,,,,,,,
219,PT06M53.00S,2021-11-21T00:44:52.3Z,2,REGULAR,steal,,[],1629638,,,1610612740,44,30,2021-11-21T00:44:54Z,2180000,,,0,,N. Alexander-Walker STEAL (1 STL),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M48.00S,2021-11-21T00:44:57.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628404,93.24901445466492,54.65686274509803,1610612740,44,30,2021-11-21T00:45:04Z,2190000,23.0,11.0,1,right,MISS J. Hart running Layup,[1628404],1610612740.0,NOP,running,,,Hart,J. Hart,,,,,2.58,Missed,,,,,,,,,,,,,,,,,,,
221,PT06M46.00S,2021-11-21T00:44:59.1Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,44,30,2021-11-21T00:45:04Z,2200000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,220.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
222,PT06M38.00S,2021-11-21T00:45:07.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,12.220762155059132,62.52297794117647,1610612754,46,30,2021-11-21T00:45:26Z,2210000,-63.0,62.0,1,left,T. Craig 8' fadeaway bank Jump Shot (4 PTS) (D. Sabonis 3 AST),"[1628470, 1627734]",1610612754.0,IND,fadeaway bank,,,Craig,T. Craig,,,,,8.84,Made,,,,,,,,4.0,D. Sabonis,1627734.0,3.0,,,,,,,,
224,PT06M17.00S,2021-11-21T00:45:28.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,86.02168199737189,50.98039215686274,1610612740,46,32,2021-11-21T00:46:59Z,2230000,5.0,79.0,1,right,J. Valanciunas 7' turnaround Hook (12 PTS),[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,7.91,Made,,,,,,,,12.0,,,,,,,,,,,
225,PT05M59.00S,2021-11-21T00:45:47.2Z,2,REGULAR,3pt,Jump Shot,[],203200,4.812746386333772,95.09803921568627,1610612754,49,32,2021-11-21T00:45:51Z,2240000,-225.0,-7.0,1,left,J. Holiday 3PT  (8 PTS) (M. Brogdon 1 AST),"[203200, 1627763]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,22.56,Made,,,,,,,,8.0,M. Brogdon,1627763.0,1.0,,,,,,,,
227,PT05M43.00S,2021-11-21T00:46:02.1Z,2,REGULAR,3pt,Jump Shot,[],202685,71.04139290407359,79.16666666666666,1610612740,49,35,2021-11-21T00:46:06Z,2260000,146.0,220.0,1,right,J. Valanciunas 26' 3PT  (15 PTS) (B. Ingram 3 AST),"[202685, 1627742]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.37,Made,,,,,,,,15.0,B. Ingram,1627742.0,3.0,,,,,,,,
229,PT05M26.00S,2021-11-21T00:46:18.9Z,2,REGULAR,3pt,Jump Shot,[],203200,6.915243101182654,2.941176470588235,1610612754,52,35,2021-11-21T00:46:26Z,2280000,235.0,13.0,1,left,J. Holiday 3PT  (11 PTS) (C. LeVert 3 AST),"[203200, 1627747]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.56,Made,,,,,,,,11.0,C. LeVert,1627747.0,3.0,,,,,,,,
231,PT05M12.00S,2021-11-21T00:46:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,93.77463863337714,46.07843137254902,1610612740,52,35,2021-11-21T00:46:39Z,2300000,-20.0,6.0,1,right,MISS B. Ingram driving reverse Layup,[1627742],1610612740.0,NOP,driving reverse,,,Ingram,B. Ingram,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,,
232,PT05M08.00S,2021-11-21T00:46:36.8Z,2,REGULAR,rebound,offensive,[],1629638,,,1610612740,52,35,2021-11-21T00:46:39Z,2310000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,231.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
233,PT05M08.00S,2021-11-21T00:46:37.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,94.40999984741211,50.0,1610612740,52,35,2021-11-21T00:46:37Z,2320000,0.0,0.0,1,right,MISS N. Alexander-Walker tip Layup,[1629638],1610612740.0,NOP,tip,,,Alexander-Walker,N. Alexander-Walker,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
234,PT05M07.00S,2021-11-21T00:46:37.6Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,52,35,2021-11-21T00:46:37Z,2330000,,,0,,T. Craig REBOUND (Off:0 Def:3),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,233.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
235,PT05M03.00S,2021-11-21T00:46:44.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203200,7.440867279894875,55.14705882352941,1610612754,54,35,2021-11-21T00:46:51Z,2340000,-26.0,17.0,1,left,J. Holiday cutting Layup (13 PTS) (D. Sabonis 4 AST),"[203200, 1627734]",1610612754.0,IND,cutting,,,Holiday,J. Holiday,,,,,3.1,Made,,,,,,,,13.0,D. Sabonis,1627734.0,4.0,,,,,,,,
237,PT05M03.00S,2021-11-21T00:46:47.3Z,2,REGULAR,foul,personal,['1freethrow'],1629638,,,1610612754,54,35,2021-11-21T00:46:59Z,2360000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Holiday 1 FT),"[1629638, 203200]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Holiday,203200.0,
239,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,out,[],1628404,,,1610612754,54,35,2021-11-21T00:47:04Z,2380000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,out,[],1629638,,,1610612754,54,35,2021-11-21T00:47:04Z,2390000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,out,[],202685,,,1610612754,54,35,2021-11-21T00:47:04Z,2400000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612754,54,35,2021-11-21T00:47:04Z,2410000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,in,[],1629637,,,1610612754,54,35,2021-11-21T00:47:04Z,2420000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M03.00S,2021-11-21T00:47:00.0Z,2,REGULAR,substitution,in,[],1630530,,,1610612754,54,35,2021-11-21T00:47:04Z,2430000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M03.00S,2021-11-21T00:47:23.5Z,2,REGULAR,freethrow,1 of 1,[],203200,,,1610612754,55,35,2021-11-21T00:47:23Z,2440000,,,0,,J. Holiday Free Throw 1 of 1 (14 PTS),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
246,PT04M48.00S,2021-11-21T00:47:41.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,87.20433639947439,36.27450980392157,1610612740,55,37,2021-11-21T00:47:48Z,2450000,-69.0,68.0,1,right,B. Ingram 9' fadeaway Jump Shot (2 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,9.65,Made,,,,,,,,2.0,,,,,,,,,,,
247,PT04M33.00S,2021-11-21T00:47:56.1Z,2,REGULAR,3pt,Jump Shot,[],1628470,7.440867279894875,3.9215686274509802,1610612754,55,37,2021-11-21T00:48:00Z,2460000,230.0,17.0,1,left,MISS T. Craig 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,23.11,Missed,,,,,,,,,,,,,,,,,,,
248,PT04M30.00S,2021-11-21T00:47:59.1Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,55,37,2021-11-21T00:48:00Z,2470000,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,247.0,4.0,2.0,2.0,,,,,,,,,,,,,,,
249,PT04M30.00S,2021-11-21T00:48:00.9Z,2,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612754,55,37,2021-11-21T00:48:12Z,2480000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Sabonis 2 FT),"[1629637, 1627734]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Sabonis,1627734.0,
251,PT04M30.00S,2021-11-21T00:48:31.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612754,55,37,2021-11-21T00:48:31Z,2500000,,,0,,MISS D. Sabonis Free Throw 1 of 2,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
252,PT04M30.00S,2021-11-21T00:48:31.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,55,37,2021-11-21T00:48:31Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,,
253,PT04M30.00S,2021-11-21T00:48:32.6Z,2,REGULAR,substitution,out,[],203200,,,1610612754,55,37,2021-11-21T00:48:39Z,2520000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M30.00S,2021-11-21T00:48:32.6Z,2,REGULAR,substitution,out,[],1628470,,,1610612754,55,37,2021-11-21T00:48:39Z,2530000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M30.00S,2021-11-21T00:48:32.6Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,55,37,2021-11-21T00:48:39Z,2540000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M30.00S,2021-11-21T00:48:32.6Z,2,REGULAR,substitution,in,[],1629103,,,1610612754,55,37,2021-11-21T00:48:39Z,2550000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT04M30.00S,2021-11-21T00:48:53.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612754,56,37,2021-11-21T00:48:53Z,2560000,,,0,,D. Sabonis Free Throw 2 of 2 (14 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,Made,,,,,,,,14.0,,,,,,,,,,,
258,PT04M20.00S,2021-11-21T00:49:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,83.13074901445466,59.55882352941176,1610612740,56,39,2021-11-21T00:49:11Z,2570000,48.0,106.0,1,right,B. Ingram 11' Jump Shot (4 PTS) (H. Jones 1 AST),"[1627742, 1630529]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,11.64,Made,,,,,,,,4.0,H. Jones,1630529.0,1.0,,,,,,,,
260,PT04M18.00S,2021-11-21T00:49:12.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,56,39,2021-11-21T00:49:12Z,2590000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M04.00S,2021-11-21T00:52:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.559132720105126,51.470588235294116,1610612754,56,39,2021-11-21T00:53:02Z,2600000,-7.0,113.0,1,left,MISS C. LeVert 11' floating Shot,[1627747],1610612754.0,IND,floating,,,LeVert,C. LeVert,,,,,11.28,Missed,,,,,,,,,,,,,,,,,,,
262,PT04M01.00S,2021-11-21T00:52:25.8Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,56,39,2021-11-21T00:52:27Z,2610000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,261.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
263,PT03M42.00S,2021-11-21T00:52:47.2Z,2,REGULAR,foul,personal,['2freethrow'],1627747,,,1610612740,56,39,2021-11-21T00:52:51Z,2620000,,,0,,C. LeVert shooting personal FOUL (1 PF) (Ingram 2 FT),"[1627747, 1627742]",1610612754.0,IND,shooting,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Ingram,1627742.0,
265,PT03M42.00S,2021-11-21T00:53:16.8Z,2,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,56,40,2021-11-21T00:53:16Z,2640000,,,0,,B. Ingram Free Throw 1 of 2 (5 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
266,PT03M42.00S,2021-11-21T00:53:35.1Z,2,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,56,41,2021-11-21T00:53:35Z,2650000,,,0,,B. Ingram Free Throw 2 of 2 (6 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,Made,,,,,,,,6.0,,,,,,,,,,,
267,PT03M19.00S,2021-11-21T00:54:03.1Z,2,REGULAR,foul,personal,[],1629637,,,1610612754,56,41,2021-11-21T00:54:13Z,2660000,,,0,,J. Hayes personal FOUL (2 PF),"[1629637, 1627747]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,1627961.0,2.0,0.0,LeVert,1627747.0,
269,PT03M10.00S,2021-11-21T00:54:32.5Z,2,REGULAR,3pt,Jump Shot,[],1629103,24.129434954007884,91.91176470588235,1610612754,56,41,2021-11-21T00:54:36Z,2680000,-210.0,174.0,1,left,MISS K. Martin 27' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
