actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
441,PT03M11.00S,2021-11-21T01:37:12.1Z,3,REGULAR,turnover,bad pass,[],204456,,,1610612754,86,60,2021-11-21T01:37:15Z,4400000,,,0,,T. McConnell bad pass TURNOVER (1 TO),"[204456, 1630529]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,1.0,Jones,1630529.0,,,,,,,,,,,,
442,PT03M11.00S,2021-11-21T01:37:12.1Z,3,REGULAR,steal,,[],1630529,,,1610612740,86,60,2021-11-21T01:37:13Z,4410000,,,0,,H. Jones STEAL (1 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M03.00S,2021-11-21T01:37:19.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630184,28.86005256241787,18.38235294117647,1610612740,86,60,2021-11-21T01:37:25Z,4420000,158.0,219.0,1,left,MISS K. Lewis Jr. 26' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,26.99,Missed,,,,,,,,,,,,,,,,,,,
444,PT03M01.00S,2021-11-21T01:37:21.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,86,60,2021-11-21T01:37:25Z,4430000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,443.0,,,,,,,,,,,,,,,,,,
445,PT03M01.00S,2021-11-21T01:37:26.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,86,60,2021-11-21T01:37:26Z,4440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M48.00S,2021-11-21T01:37:49.2Z,3,REGULAR,3pt,Jump Shot,[],1628470,91.93495400788436,4.166666666666666,1610612754,89,60,2021-11-21T01:37:57Z,4450000,-229.0,23.0,1,right,T. Craig 3PT  (7 PTS) (T. McConnell 4 AST),"[1628470, 204456]",1610612754.0,IND,,,,Craig,T. Craig,,,,,23.04,Made,,,,,,,,7.0,T. McConnell,204456.0,4.0,,,,,,,,
448,PT02M33.00S,2021-11-21T01:38:03.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,13.61695137976347,42.64705882352941,1610612740,89,60,2021-11-21T01:38:10Z,4470000,37.0,75.0,1,left,MISS N. Alexander-Walker 8' pullup Shot,[1629638],1610612740.0,NOP,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,8.4,Missed,,,,,,,,,,,,,,,,,,,
449,PT02M32.00S,2021-11-21T01:38:04.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612754,89,60,2021-11-21T01:38:10Z,4480000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,,
450,PT02M32.00S,2021-11-21T01:38:08.9Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,89,60,2021-11-21T01:38:08Z,4490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M19.00S,2021-11-21T01:38:54.7Z,3,REGULAR,turnover,bad pass,[],204456,,,1610612754,89,60,2021-11-21T01:38:59Z,4510000,,,0,,T. McConnell bad pass TURNOVER (2 TO),"[204456, 1630529]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,2.0,Jones,1630529.0,,,,,,,,,,,,
453,PT02M19.00S,2021-11-21T01:38:54.7Z,3,REGULAR,steal,,[],1630529,,,1610612740,89,60,2021-11-21T01:38:57Z,4520000,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M19.00S,2021-11-21T01:39:03.2Z,3,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,89,60,2021-11-21T01:40:11Z,4530000,,,0,,H. Jones step out-of-bounds TURNOVER (1 TO),[1630529],1610612740.0,NOP,step,,,Jones,H. Jones,,,,,,,,,,,1.0,,,,,,,,,1628954.0,,,,,
455,PT02M13.00S,2021-11-21T01:39:07.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629103,77.08607095926413,86.27450980392157,1610612754,89,60,2021-11-21T01:39:38Z,4540000,181.0,163.0,1,right,MISS K. Martin 24' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,24.38,Missed,,,,,,,,,,,,,,,,,,,
456,PT02M11.00S,2021-11-21T01:39:08.8Z,3,REGULAR,rebound,defensive,[],1629637,,,1610612740,89,60,2021-11-21T01:39:08Z,4550000,,,0,,J. Hayes REBOUND (Off:0 Def:3),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
457,PT02M01.00S,2021-11-21T01:39:19.1Z,3,REGULAR,turnover,bad pass,[],1629638,,,1610612740,89,60,2021-11-21T01:39:47Z,4560000,,,0,,N. Alexander-Walker bad pass TURNOVER (3 TO),"[1629638, 1628470]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,3.0,Craig,1628470.0,,,,,,,,,,,,
458,PT02M01.00S,2021-11-21T01:39:19.1Z,3,REGULAR,steal,,[],1628470,,,1610612754,89,60,2021-11-21T01:39:21Z,4570000,,,0,,T. Craig STEAL (1 STL),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT01M56.00S,2021-11-21T01:39:31.8Z,3,REGULAR,foul,offensive,[],1630537,,,1610612754,89,60,2021-11-21T01:39:39Z,4580000,,,0,,C. Duarte charge offensive FOUL (1 PF),"[1630537, 1629638]",1610612754.0,IND,charge,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Alexander-Walker,1629638.0,
461,PT01M56.00S,2021-11-21T01:39:31.8Z,3,REGULAR,turnover,offensive foul,[],1630537,,,1610612754,89,60,2021-11-21T01:39:31Z,4600000,,,0,,C. Duarte offensive foul TURNOVER (1 TO),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,1.0,,,,,,,,,1627961.0,,,,,
462,PT01M56.00S,2021-11-21T01:39:56.7Z,3,REGULAR,instantreplay,request,[],0,,,1610612740,89,60,2021-11-21T01:41:00Z,4610000,,,0,,,[],,,stands,,,,,,,,,,,,,,,,,,,,,,,,201639.0,,,,,Common Foul Upheld
463,PT01M36.00S,2021-11-21T01:41:45.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630529,7.30946123521682,47.05882352941176,1610612740,89,62,2021-11-21T01:41:50Z,4620000,15.0,16.0,1,left,H. Jones driving Layup (2 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.19,Made,,,,,,,,2.0,,,,,,,,,,,
464,PT01M21.00S,2021-11-21T01:42:02.1Z,3,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612754,89,62,2021-11-21T01:42:12Z,4630000,,,0,,H. Jones shooting personal FOUL (1 PF) (Martin 2 FT),"[1630529, 1629103]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,1627961.0,1.0,0.0,Martin,1629103.0,
466,PT01M21.00S,2021-11-21T01:42:32.0Z,3,REGULAR,freethrow,1 of 2,[],1629103,,,1610612754,90,62,2021-11-21T01:42:32Z,4650000,,,0,,K. Martin Free Throw 1 of 2 (8 PTS),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Made,,,,,,,,8.0,,,,,,,,,,,
467,PT01M21.00S,2021-11-21T01:42:45.1Z,3,REGULAR,freethrow,2 of 2,[],1629103,,,1610612754,91,62,2021-11-21T01:42:45Z,4660000,,,0,,K. Martin Free Throw 2 of 2 (9 PTS),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
468,PT01M04.00S,2021-11-21T01:43:05.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,5.995400788436268,50.49019607843137,1610612740,91,64,2021-11-21T01:43:11Z,4670000,-2.0,4.0,1,left,J. Hayes driving DUNK (4 PTS) (H. Jones 2 AST),"[1629637, 1630529]",1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,0.46,Made,,,,,,,,4.0,H. Jones,1630529.0,2.0,,,,,,,,
470,PT00M45.50S,2021-11-21T01:43:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,91.67214191852825,48.529411764705884,1610612754,93,64,2021-11-21T01:43:30Z,4690000,-7.0,26.0,1,right,C. Duarte driving finger roll Layup (6 PTS) (T. McConnell 5 AST),"[1630537, 204456]",1610612754.0,IND,driving finger roll,,,Duarte,C. Duarte,,,,,2.68,Made,,,,,,,,6.0,T. McConnell,204456.0,5.0,,,,,,,,
472,PT00M33.50S,2021-11-21T01:43:38.7Z,3,REGULAR,turnover,bad pass,[],1629638,,,1610612740,93,64,2021-11-21T01:43:42Z,4710000,,,0,,N. Alexander-Walker bad pass TURNOVER (4 TO),"[1629638, 1630537]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,4.0,Duarte,1630537.0,,,,,,,,,,,,
473,PT00M33.50S,2021-11-21T01:43:38.7Z,3,REGULAR,steal,,[],1630537,,,1610612754,93,64,2021-11-21T01:43:40Z,4720000,,,0,,C. Duarte STEAL (2 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT00M30.70S,2021-11-21T01:43:41.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630537,93.11760840998686,47.05882352941176,1610612754,93,64,2021-11-21T01:43:51Z,4730000,-15.0,12.0,1,right,MISS C. Duarte running reverse Layup,[1630537],1610612754.0,IND,running reverse,,,Duarte,C. Duarte,,,,,1.91,Missed,,,,,,,,,,,,,,,,,,,
475,PT00M28.00S,2021-11-21T01:43:44.4Z,3,REGULAR,rebound,offensive,[],1629103,,,1610612754,93,64,2021-11-21T01:43:44Z,4740000,,,0,,K. Martin REBOUND (Off:1 Def:0),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,474.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
476,PT00M28.00S,2021-11-21T01:43:52.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612754,93,64,2021-11-21T01:43:58Z,4750000,,,0,,N. Alexander-Walker shooting personal FOUL (2 PF) (Martin 2 FT),"[1629638, 1629103]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Martin,1629103.0,
478,PT00M28.00S,2021-11-21T01:44:13.1Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance', 'fastbreak']",1629103,,,1610612754,93,64,2021-11-21T01:44:13Z,4770000,,,0,,MISS K. Martin Free Throw 1 of 2,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Missed,,,,,,,,,,,,,,,,,,,
479,PT00M28.00S,2021-11-21T01:44:13.1Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,93,64,2021-11-21T01:44:13Z,4780000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,,
480,PT00M28.00S,2021-11-21T01:44:31.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover', '2ndchance']",1629103,,,1610612754,94,64,2021-11-21T01:44:31Z,4790000,,,0,,K. Martin Free Throw 2 of 2 (10 PTS),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
481,PT00M21.30S,2021-11-21T01:44:40.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,7.178055190538765,51.9607843137255,1610612740,94,64,2021-11-21T01:44:49Z,4800000,-10.0,15.0,1,left,MISS H. Jones running DUNK,[1630529],1610612740.0,NOP,running,,,Jones,H. Jones,,,,,1.79,Missed,,,,,,,,,,,,,,,,,,,
482,PT00M19.20S,2021-11-21T01:44:42.4Z,3,REGULAR,rebound,defensive,[],1630537,,,1610612754,94,64,2021-11-21T01:44:49Z,4810000,,,0,,C. Duarte REBOUND (Off:0 Def:4),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,481.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
483,PT00M02.90S,2021-11-21T01:44:58.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.11760840998686,54.166666666666664,1610612754,96,64,2021-11-21T01:45:04Z,4820000,21.0,12.0,1,right,T. McConnell driving finger roll Layup (4 PTS),[204456],1610612754.0,IND,driving finger roll,,,McConnell,T. McConnell,,,,,2.41,Made,,,,,,,,4.0,,,,,,,,,,,
484,PT00M00.00S,2021-11-21T01:45:06.3Z,3,REGULAR,period,end,[],0,,,1610612740,96,64,2021-11-21T01:45:06Z,4830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,out,['startperiod'],1626167,,,1610612740,96,64,2021-11-21T01:47:50Z,4840000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,96,64,2021-11-21T01:47:50Z,4850000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,out,['startperiod'],1629638,,,1610612740,96,64,2021-11-21T01:47:50Z,4860000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,in,['startperiod'],1629048,,,1610612740,96,64,2021-11-21T01:47:50Z,4870000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,in,['startperiod'],1630230,,,1610612740,96,64,2021-11-21T01:47:50Z,4880000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT12M00.00S,2021-11-21T01:47:23.4Z,4,REGULAR,substitution,in,['startperiod'],1630631,,,1610612740,96,64,2021-11-21T01:47:50Z,4890000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT12M00.00S,2021-11-21T01:47:51.0Z,4,REGULAR,period,start,[],0,,,1610612740,96,64,2021-11-21T01:47:51Z,4900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT11M39.00S,2021-11-21T01:48:11.1Z,4,REGULAR,2pt,Jump Shot,[],1630631,20.844283837056505,28.921568627450984,1610612740,96,64,2021-11-21T01:48:15Z,4910000,105.0,143.0,1,left,MISS J. Alvarado 17' pullup Shot,[1630631],1610612740.0,NOP,pullup,,,Alvarado,J. Alvarado,,,,,17.8,Missed,,,,,,,,,,,,,,,,,,,
493,PT11M37.00S,2021-11-21T01:48:13.1Z,4,REGULAR,rebound,defensive,[],1628470,,,1610612754,96,64,2021-11-21T01:48:15Z,4920000,,,0,,T. Craig REBOUND (Off:0 Def:5),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,492.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
494,PT11M14.00S,2021-11-21T01:48:36.3Z,4,REGULAR,2pt,Jump Shot,[],1630537,82.60512483574244,75.24509803921569,1610612754,96,64,2021-11-21T01:48:40Z,4930000,126.0,111.0,1,right,MISS C. Duarte 16' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,16.81,Missed,,,,,,,,,,,,,,,,,,,
495,PT11M11.00S,2021-11-21T01:48:39.1Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,96,64,2021-11-21T01:48:39Z,4940000,,,0,,T. Murphy III REBOUND (Off:0 Def:4),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,494.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
496,PT11M02.00S,2021-11-21T01:48:47.5Z,4,REGULAR,2pt,Jump Shot,[],1630184,21.23850197109067,52.94117647058824,1610612740,96,64,2021-11-21T01:48:54Z,4950000,-15.0,147.0,1,left,MISS K. Lewis Jr. 14' driving floating Shot,[1630184],1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,14.78,Missed,,,,,,,,,,,,,,,,,,,
497,PT11M01.00S,2021-11-21T01:48:48.5Z,4,REGULAR,rebound,offensive,[],1630230,,,1610612740,96,64,2021-11-21T01:48:54Z,4960000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,496.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
498,PT11M01.00S,2021-11-21T01:48:53.7Z,4,REGULAR,foul,personal,['2freethrow'],1629103,,,1610612740,96,64,2021-11-21T01:48:59Z,4970000,,,0,,K. Martin shooting personal FOUL (1 PF) (Marshall 2 FT),"[1629103, 1630230]",1610612754.0,IND,shooting,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,1628954.0,1.0,0.0,Marshall,1630230.0,
500,PT11M01.00S,2021-11-21T01:49:08.6Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630230,,,1610612740,96,65,2021-11-21T01:49:08Z,4990000,,,0,,N. Marshall Free Throw 1 of 2 (1 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,,,,,,,,1.0,,,,,,,,,,,
501,PT11M01.00S,2021-11-21T01:49:20.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630230,,,1610612740,96,66,2021-11-21T01:49:20Z,5000000,,,0,,N. Marshall Free Throw 2 of 2 (2 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,Made,,,,,,,,2.0,,,,,,,,,,,
502,PT10M43.00S,2021-11-21T01:49:39.8Z,4,REGULAR,2pt,Jump Shot,[],1630537,85.49605781865965,69.36274509803921,1610612754,98,66,2021-11-21T01:49:49Z,5010000,97.0,84.0,1,right,C. Duarte 12' turnaround fadeaway Jump Shot (8 PTS),[1630537],1610612754.0,IND,turnaround fadeaway,,,Duarte,C. Duarte,,,,,12.8,Made,,,,,,,,8.0,,,,,,,,,,,
503,PT10M30.00S,2021-11-21T01:49:55.2Z,4,REGULAR,turnover,out-of-bounds,[],1630184,,,1610612740,98,66,2021-11-21T01:50:08Z,5020000,,,0,,K. Lewis Jr. step out-of-bounds TURNOVER (2 TO),[1630184],1610612740.0,NOP,step,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,2.0,,,,,,,,,1627961.0,,,,,
504,PT10M19.00S,2021-11-21T01:50:20.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629103,85.49605781865965,42.8921568627451,1610612754,98,66,2021-11-21T01:50:27Z,5030000,-36.0,84.0,1,right,MISS K. Martin 9' driving floating bank Shot,[1629103],1610612754.0,IND,driving floating bank,,,Martin,K. Martin,,,,,9.1,Missed,,,,,,,,,,,,,,,,,,,
505,PT10M15.00S,2021-11-21T01:50:24.6Z,4,REGULAR,rebound,defensive,[],1630230,,,1610612740,98,66,2021-11-21T01:50:27Z,5040000,,,0,,N. Marshall REBOUND (Off:1 Def:1),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,504.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
506,PT10M14.00S,2021-11-21T01:50:27.6Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,98,66,2021-11-21T01:50:27Z,5050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT10M05.00S,2021-11-21T01:50:49.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,7.5722733245729295,46.81372549019608,1610612740,98,66,2021-11-21T01:50:54Z,5060000,16.0,19.0,1,left,MISS J. Hayes alley-oop DUNK - blocked,"[1629637, 1629048]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,2.45,Missed,,,,,,,,,,,,Bitadze,1629048.0,,,,,,
508,PT10M05.00S,2021-11-21T01:50:49.6Z,4,REGULAR,block,,[],1629048,,,1610612740,98,66,2021-11-21T01:50:52Z,5070000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT10M01.00S,2021-11-21T01:50:53.6Z,4,REGULAR,rebound,offensive,[],1630631,,,1610612740,98,66,2021-11-21T01:50:54Z,5080000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,507.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
510,PT10M00.00S,2021-11-21T01:50:53.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,6.521024967148489,48.03921568627451,1610612740,98,68,2021-11-21T01:51:08Z,5090000,10.0,9.0,1,left,J. Alvarado putback Layup (2 PTS),[1630631],1610612740.0,NOP,putback,,,Alvarado,J. Alvarado,,,,,1.32,Made,,,,,,,,2.0,,,,,,,,,,,
511,PT09M46.00S,2021-11-21T01:51:07.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630537,84.31340341655716,58.333333333333336,1610612754,98,68,2021-11-21T01:51:12Z,5100000,42.0,95.0,1,right,MISS C. Duarte 10' pullup Shot,[1630537],1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,10.37,Missed,,,,,,,,,,,,,,,,,,,
512,PT09M45.00S,2021-11-21T01:51:08.4Z,4,REGULAR,rebound,defensive,[],1629637,,,1610612740,98,68,2021-11-21T01:51:12Z,5110000,,,0,,J. Hayes REBOUND (Off:0 Def:4),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,511.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
513,PT09M32.00S,2021-11-21T01:51:22.6Z,4,REGULAR,3pt,Jump Shot,[],1630230,27.94021024967148,24.264705882352942,1610612740,98,68,2021-11-21T01:51:27Z,5120000,129.0,210.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.64,Missed,,,,,,,,,,,,,,,,,,,
514,PT09M29.00S,2021-11-21T01:51:25.6Z,4,REGULAR,rebound,defensive,[],204456,,,1610612754,98,68,2021-11-21T01:51:27Z,5130000,,,0,,T. McConnell REBOUND (Off:0 Def:3),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,513.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
515,PT09M20.00S,2021-11-21T01:51:34.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,87.46714848883047,61.029411764705884,1610612754,100,68,2021-11-21T01:51:40Z,5140000,55.0,65.0,1,right,T. McConnell 8' fadeaway Jump Shot (6 PTS),[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,8.54,Made,,,,,,,,6.0,,,,,,,,,,,
516,PT09M04.00S,2021-11-21T01:51:50.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,18.00262812089356,50.494025735294116,1610612740,100,70,2021-11-21T01:52:01Z,5150000,-2.0,117.0,1,left,K. Lewis Jr. 11' driving floating Jump Shot (9 PTS),[1630184],1610612740.0,NOP,driving floating,,,Lewis Jr.,K. Lewis Jr.,,,,,11.67,Made,,,,,,,,9.0,,,,,,,,,,,
517,PT08M52.00S,2021-11-21T01:52:01.5Z,4,REGULAR,3pt,Jump Shot,[],1629048,66.44218134034165,51.71568627450981,1610612754,100,70,2021-11-21T01:52:06Z,5160000,9.0,263.0,1,right,MISS G. Bitadze 26' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
518,PT08M49.00S,2021-11-21T01:52:04.5Z,4,REGULAR,rebound,defensive,[],1630530,,,1610612740,100,70,2021-11-21T01:52:06Z,5170000,,,0,,T. Murphy III REBOUND (Off:0 Def:5),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,517.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
519,PT08M47.00S,2021-11-21T01:52:08.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,100,70,2021-11-21T01:52:08Z,5180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,out,[],204456,,,1610612740,100,70,2021-11-21T01:52:40Z,5190000,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,out,[],1628470,,,1610612740,100,70,2021-11-21T01:52:40Z,5200000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,out,[],1629103,,,1610612740,100,70,2021-11-21T01:52:40Z,5210000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,in,[],202954,,,1610612740,100,70,2021-11-21T01:52:40Z,5220000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,in,[],1629052,,,1610612740,100,70,2021-11-21T01:52:40Z,5230000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT08M47.00S,2021-11-21T01:52:11.0Z,4,REGULAR,substitution,in,[],203087,,,1610612740,100,70,2021-11-21T01:52:40Z,5240000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
