actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT04M11.00S,2022-02-03T00:24:40.1Z,1,REGULAR,2pt,Jump Shot,[],203200,23.866622864651774,50.245098039215684,1610612754,25,14,2022-02-03T00:24:45Z,890000,-1.0,172.0,1,left,J. Holiday 17' pullup Jump Shot (2 PTS) (T. Taylor 1 AST),"[203200, 1630678]",1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,17.18,Made,,,,,,,2.0,T. Taylor,1630678.0,1.0,,,,,,,,,
92,PT03M56.00S,2022-02-03T00:24:55.7Z,1,REGULAR,turnover,bad pass,[],1630532,,,1610612753,25,14,2022-02-03T00:25:00Z,910000,,,0,,F. Wagner bad pass TURNOVER (1 TO),"[1630532, 1630678]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,1.0,Taylor,1630678.0,,,,,,
93,PT03M56.00S,2022-02-03T00:24:55.7Z,1,REGULAR,steal,,[],1630678,,,1610612754,25,14,2022-02-03T00:24:57Z,920000,,,0,,T. Taylor STEAL (1 STL),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M53.00S,2022-02-03T00:24:58.7Z,1,REGULAR,turnover,lost ball,[],203200,,,1610612754,25,14,2022-02-03T00:25:02Z,930000,,,0,,J. Holiday lost ball TURNOVER (1 TO),"[203200, 203914]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,1.0,Harris,203914.0,,,,,,
95,PT03M53.00S,2022-02-03T00:24:58.7Z,1,REGULAR,steal,,[],203914,,,1610612753,25,14,2022-02-03T00:25:00Z,940000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M47.00S,2022-02-03T00:25:04.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203914,92.72339027595268,53.67647058823529,1610612753,25,14,2022-02-03T00:25:09Z,950000,18.0,16.0,1,right,MISS G. Harris driving reverse Layup,[203914],1610612753.0,ORL,driving reverse,,,Harris,G. Harris,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,,
97,PT03M44.00S,2022-02-03T00:25:07.0Z,1,REGULAR,rebound,defensive,[],203200,,,1610612754,25,14,2022-02-03T00:30:46Z,960000,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
98,PT03M32.00S,2022-02-03T00:25:18.8Z,1,REGULAR,3pt,Jump Shot,[],1628470,32.276609724047304,42.40196078431372,1610612754,28,14,2022-02-03T00:25:23Z,970000,38.0,251.0,1,left,T. Craig 25' 3PT  (9 PTS) (J. Holiday 3 AST),"[1628470, 203200]",1610612754.0,IND,,,,Craig,T. Craig,,,,,25.38,Made,,,,,,,9.0,J. Holiday,203200.0,3.0,,,,,,,,,
100,PT03M11.00S,2022-02-03T00:25:40.6Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629643,93.64323258869908,52.20588235294118,1610612753,28,16,2022-02-03T00:25:47Z,990000,11.0,7.0,1,right,C. Okeke cutting DUNK (2 PTS) (F. Wagner 1 AST),"[1629643, 1630532]",1610612753.0,ORL,cutting,,,Okeke,C. Okeke,,,,,1.32,Made,,,,,,,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,
102,PT02M52.00S,2022-02-03T00:26:01.9Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612754,28,16,2022-02-03T00:26:09Z,1010000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Duarte 2 FT),"[1630532, 1630537]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Duarte,1630537.0,
104,PT02M52.00S,2022-02-03T00:26:25.6Z,1,REGULAR,freethrow,1 of 2,[],1630537,,,1610612754,29,16,2022-02-03T00:26:25Z,1030000,,,0,,C. Duarte Free Throw 1 of 2 (4 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
105,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,out,[],203200,,,1610612754,29,16,2022-02-03T00:26:38Z,1040000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,out,[],1628470,,,1610612754,29,16,2022-02-03T00:26:38Z,1050000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612754,29,16,2022-02-03T00:26:38Z,1060000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,out,[],1628976,,,1610612754,29,16,2022-02-03T00:26:38Z,1070000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,in,[],1630613,,,1610612754,29,16,2022-02-03T00:26:38Z,1080000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,in,[],203087,,,1610612754,29,16,2022-02-03T00:26:38Z,1090000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,in,[],1629021,,,1610612754,29,16,2022-02-03T00:26:38Z,1100000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M52.00S,2022-02-03T00:26:26.2Z,1,REGULAR,substitution,in,[],203082,,,1610612754,29,16,2022-02-03T00:26:38Z,1110000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M52.00S,2022-02-03T00:26:49.6Z,1,REGULAR,freethrow,2 of 2,[],1630537,,,1610612754,30,16,2022-02-03T00:26:49Z,1120000,,,0,,C. Duarte Free Throw 2 of 2 (5 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
114,PT02M47.00S,2022-02-03T00:26:56.7Z,1,REGULAR,3pt,Jump Shot,[],1630175,66.96780551905388,25.245098039215684,1610612753,30,19,2022-02-03T00:27:02Z,1130000,-124.0,258.0,1,right,C. Anthony 28' 3PT  (3 PTS) (C. Okeke 1 AST),"[1630175, 1629643]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,28.62,Made,,,,,,,3.0,C. Okeke,1629643.0,1.0,,,,,,,,,
116,PT02M28.00S,2022-02-03T00:27:14.6Z,1,REGULAR,2pt,Jump Shot,[],1630537,21.369908015768726,47.794117647058826,1610612754,30,19,2022-02-03T00:27:25Z,1150000,11.0,148.0,1,left,MISS C. Duarte 14' step back Shot,[1630537],1610612754.0,IND,step back,,,Duarte,C. Duarte,,,,,14.88,Missed,,,,,,,,,,,,,,,,,,,
117,PT02M25.00S,2022-02-03T00:27:17.6Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,30,19,2022-02-03T00:27:25Z,1160000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT02M12.00S,2022-02-03T00:27:30.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,92.9862023653088,44.11764705882353,1610612753,30,21,2022-02-03T00:27:34Z,1170000,-29.0,13.0,1,right,M. Wagner driving finger roll Layup (2 PTS),[1629021],1610612753.0,ORL,driving finger roll,,,Wagner,M. Wagner,,,,,3.23,Made,,,,,,,2.0,,,,,,,,,,,,
119,PT01M56.00S,2022-02-03T00:27:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,11.12023653088042,40.19607843137255,1610612754,30,21,2022-02-03T00:27:50Z,1180000,49.0,52.0,1,left,MISS C. LeVert 7' fadeaway Shot,[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,7.14,Missed,,,,,,,,,,,,,,,,,,,
120,PT01M54.00S,2022-02-03T00:27:48.0Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,30,21,2022-02-03T00:27:50Z,1190000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
121,PT01M48.00S,2022-02-03T00:27:54.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,92.06636005256242,51.225490196078425,1610612753,30,21,2022-02-03T00:27:59Z,1200000,6.0,22.0,1,right,MISS C. Anthony driving Layup,[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,,
122,PT01M46.00S,2022-02-03T00:27:56.9Z,1,REGULAR,rebound,offensive,[],1630175,,,1610612753,30,21,2022-02-03T00:27:56Z,1210000,,,0,,C. Anthony REBOUND (Off:1 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,121.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
123,PT01M46.00S,2022-02-03T00:27:56.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630175,94.40999984741211,50.0,1610612753,30,21,2022-02-03T00:28:03Z,1220000,0.0,0.0,1,right,MISS C. Anthony tip Layup,[1630175],1610612753.0,ORL,tip,,,Anthony,C. Anthony,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
124,PT01M45.00S,2022-02-03T00:27:57.9Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,30,21,2022-02-03T00:28:03Z,1230000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
125,PT01M43.00S,2022-02-03T00:28:02.8Z,1,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612754,30,21,2022-02-03T00:28:16Z,1240000,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (1 TO),[1627747],1610612754.0,IND,bad pass,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,1.0,,,1146.0,,,,,
126,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,out,[],1630537,,,1610612753,30,21,2022-02-03T00:28:31Z,1250000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,out,[],1630678,,,1610612753,30,21,2022-02-03T00:28:31Z,1260000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,30,21,2022-02-03T00:28:31Z,1270000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,in,[],1626208,,,1610612753,30,21,2022-02-03T00:28:31Z,1280000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,in,[],1628470,,,1610612753,30,21,2022-02-03T00:28:31Z,1290000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M43.00S,2022-02-03T00:28:07.0Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,30,21,2022-02-03T00:28:31Z,1300000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT01M34.00S,2022-02-03T00:28:42.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203914,93.11760840998686,4.411764705882353,1610612753,30,24,2022-02-03T00:28:46Z,1310000,-228.0,12.0,1,right,G. Harris 3PT  (6 PTS) (J. Suggs 3 AST),"[203914, 1630591]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,22.82,Made,,,,,,,6.0,J. Suggs,1630591.0,3.0,,,,,,,,,
134,PT01M11.00S,2022-02-03T00:29:04.3Z,1,REGULAR,2pt,Jump Shot,[],203087,12.040078843626807,27.696078431372552,1610612754,32,24,2022-02-03T00:29:16Z,1330000,112.0,61.0,1,left,J. Lamb 12' driving floating bank Jump Shot (2 PTS),[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,12.7,Made,,,,,,,2.0,,,,,,,,,,,,
135,PT00M58.10S,2022-02-03T00:29:17.4Z,1,REGULAR,3pt,Jump Shot,[],203914,68.41327201051249,27.450980392156865,1610612753,32,24,2022-02-03T00:29:23Z,1340000,-113.0,244.0,1,right,MISS G. Harris 26' step back 3PT,[203914],1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,26.91,Missed,,,,,,,,,,,,,,,,,,,
136,PT00M54.90S,2022-02-03T00:29:20.6Z,1,REGULAR,rebound,defensive,[],1628470,,,1610612754,32,24,2022-02-03T00:29:23Z,1350000,,,0,,T. Craig REBOUND (Off:0 Def:3),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,135.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
137,PT00M50.30S,2022-02-03T00:29:26.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203087,9.280551905387648,54.166666666666664,1610612754,32,24,2022-02-03T00:29:34Z,1360000,-21.0,35.0,1,left,MISS J. Lamb driving floating bank Shot,[203087],1610612754.0,IND,driving floating bank,,,Lamb,J. Lamb,,,,,4.05,Missed,,,,,,,,,,,,,,,,,,,
138,PT00M47.30S,2022-02-03T00:29:29.3Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,32,24,2022-02-03T00:29:34Z,1370000,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,137.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
139,PT00M43.20S,2022-02-03T00:29:33.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629021,93.24901445466492,50.0,1610612753,32,26,2022-02-03T00:29:43Z,1380000,0.0,11.0,1,right,M. Wagner running DUNK (4 PTS) (G. Harris 1 AST),"[1629021, 203914]",1610612753.0,ORL,running,,,Wagner,M. Wagner,,,,,1.1,Made,,,,,,,4.0,G. Harris,203914.0,1.0,,,,,,,,,
142,PT00M31.00S,2022-02-03T00:29:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,14.668199737187912,52.20588235294118,1610612754,34,26,2022-02-03T00:29:55Z,1410000,-11.0,85.0,1,left,C. LeVert 8' driving floating Jump Shot (9 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,8.61,Made,,,,,,,9.0,,,,,,,,,,,,
143,PT00M08.20S,2022-02-03T00:30:15.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,93.64323258869908,45.09803921568628,1610612753,34,28,2022-02-03T00:30:20Z,1420000,-25.0,7.0,1,right,J. Suggs driving reverse Layup (2 PTS),[1630591],1610612753.0,ORL,driving reverse,,,Suggs,J. Suggs,,,,,2.56,Made,,,,,,,2.0,,,,,,,,,,,,
144,PT00M00.90S,2022-02-03T00:30:26.2Z,1,REGULAR,3pt,Jump Shot,[],1626208,6.521024967148489,3.6764705882352944,1610612754,34,28,2022-02-03T00:30:30Z,1430000,232.0,9.0,1,left,MISS K. Sykes 3PT,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,23.18,Missed,,,,,,,,,,,,,,,,,,,
145,PT00M00.90S,2022-02-03T00:30:26.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,34,28,2022-02-03T00:30:30Z,1440000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,144.0,,,,,,,,,,,,,,,,,,
146,PT00M00.00S,2022-02-03T00:30:29.3Z,1,REGULAR,period,end,[],0,,,1610612754,34,28,2022-02-03T00:30:29Z,1450000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2022-02-03T00:32:49.3Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612754,34,28,2022-02-03T00:33:18Z,1460000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-03T00:32:49.3Z,2,REGULAR,substitution,in,['startperiod'],202362,,,1610612754,34,28,2022-02-03T00:33:18Z,1470000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-02-03T00:33:19.4Z,2,REGULAR,period,start,[],0,,,1610612754,34,28,2022-02-03T00:33:19Z,1480000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT11M42.00S,2022-02-03T00:33:37.2Z,2,REGULAR,3pt,Jump Shot,[],1628470,32.14520367936925,57.84313725490197,1610612754,37,28,2022-02-03T00:33:43Z,1490000,-39.0,250.0,1,left,T. Craig 25' 3PT  (12 PTS) (J. Lamb 1 AST),"[1628470, 203087]",1610612754.0,IND,,,,Craig,T. Craig,,,,,25.28,Made,,,,,,,12.0,J. Lamb,203087.0,1.0,,,,,,,,,
152,PT11M24.00S,2022-02-03T00:33:54.0Z,2,REGULAR,3pt,Jump Shot,[],203082,67.23061760840999,48.28431372549019,1610612753,37,31,2022-02-03T00:33:58Z,1510000,-9.0,256.0,1,right,T. Ross 25' 3PT  (3 PTS) (J. Suggs 4 AST),"[203082, 1630591]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.56,Made,,,,,,,3.0,J. Suggs,1630591.0,4.0,,,,,,,,,
154,PT11M11.00S,2022-02-03T00:34:06.6Z,2,REGULAR,3pt,Jump Shot,[],202362,29.517082785808146,75.73529411764706,1610612754,40,31,2022-02-03T00:34:11Z,1530000,-129.0,225.0,1,left,L. Stephenson 25' 3PT pullup (3 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,25.92,Made,,,,,,,3.0,,,,,,,,,,,,
155,PT10M53.00S,2022-02-03T00:34:24.8Z,2,REGULAR,2pt,Jump Shot,[],1630591,77.61169513797634,52.450980392156865,1610612753,40,31,2022-02-03T00:34:30Z,1540000,12.0,158.0,1,right,MISS J. Suggs 15' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,15.85,Missed,,,,,,,,,,,,,,,,,,,
156,PT10M50.00S,2022-02-03T00:34:27.8Z,2,REGULAR,rebound,defensive,[],1626208,,,1610612754,40,31,2022-02-03T00:34:30Z,1550000,,,0,,K. Sykes REBOUND (Off:0 Def:1),[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,155.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
157,PT10M37.00S,2022-02-03T00:34:41.6Z,2,REGULAR,2pt,Jump Shot,[],202362,24.52365308804205,51.470588235294116,1610612754,42,31,2022-02-03T00:34:45Z,1560000,-7.0,178.0,1,left,L. Stephenson 17' pullup Jump Shot (5 PTS),[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,17.82,Made,,,,,,,5.0,,,,,,,,,,,,
158,PT10M21.00S,2022-02-03T00:34:56.6Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,42,31,2022-02-03T00:35:01Z,1570000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 203087]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,1.0,Lamb,203087.0,,,,,,
159,PT10M21.00S,2022-02-03T00:34:56.6Z,2,REGULAR,steal,,[],203087,,,1610612754,42,31,2022-02-03T00:34:58Z,1580000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M12.00S,2022-02-03T00:35:06.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628470,17.95335085413929,38.970588235294116,1610612754,42,31,2022-02-03T00:35:11Z,1590000,55.0,116.0,1,left,MISS T. Craig 12' step back Shot,[1628470],1610612754.0,IND,step back,,,Craig,T. Craig,,,,,12.87,Missed,,,,,,,,,,,,,,,,,,,
161,PT10M08.00S,2022-02-03T00:35:10.1Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,42,31,2022-02-03T00:35:11Z,1600000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,160.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
162,PT10M05.00S,2022-02-03T00:35:15.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,42,31,2022-02-03T00:35:15Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M04.00S,2022-02-03T00:35:33.5Z,2,REGULAR,3pt,Jump Shot,[],203914,89.17542706964521,3.1862745098039214,1610612753,42,34,2022-02-03T00:35:45Z,1620000,-234.0,49.0,1,right,G. Harris 3PT  (9 PTS) (J. Suggs 5 AST),"[203914, 1630591]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.92,Made,,,,,,,9.0,J. Suggs,1630591.0,5.0,,,,,,,,,
165,PT09M48.00S,2022-02-03T00:35:48.3Z,2,REGULAR,3pt,Jump Shot,[],1630613,8.229303547963205,4.411764705882353,1610612754,45,34,2022-02-03T00:35:53Z,1640000,228.0,25.0,1,left,D. Washington Jr. 3PT  (3 PTS) (L. Stephenson 1 AST),"[1630613, 202362]",1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,22.93,Made,,,,,,,3.0,L. Stephenson,202362.0,1.0,,,,,,,,,
167,PT09M38.00S,2022-02-03T00:36:00.0Z,2,REGULAR,turnover,traveling,[],1630591,,,1610612753,45,34,2022-02-03T00:36:05Z,1660000,,,0,,J. Suggs traveling TURNOVER (2 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,2.0,,,1146.0,,,,,
168,PT09M30.00S,2022-02-03T00:36:19.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,45,34,2022-02-03T00:36:19Z,1670000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M23.00S,2022-02-03T00:36:42.9Z,2,REGULAR,foul,offensive,[],1628470,,,1610612754,45,34,2022-02-03T00:36:51Z,1680000,,,0,,T. Craig offensive FOUL (1 PF),"[1628470, 1629643]",1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Okeke,1629643.0,
171,PT09M23.00S,2022-02-03T00:36:42.9Z,2,REGULAR,turnover,offensive foul,[],1628470,,,1610612754,45,34,2022-02-03T00:36:42Z,1700000,,,0,,T. Craig offensive foul TURNOVER (1 TO),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,1.0,,,1146.0,,,,,
172,PT09M23.00S,2022-02-03T00:36:54.5Z,2,REGULAR,substitution,out,[],1628470,,,1610612753,45,34,2022-02-03T00:37:01Z,1710000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT09M23.00S,2022-02-03T00:36:54.5Z,2,REGULAR,substitution,in,[],1630678,,,1610612753,45,34,2022-02-03T00:37:01Z,1720000,,,0,,SUB in: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M15.00S,2022-02-03T00:37:16.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203914,68.80749014454665,21.07843137254902,1610612753,45,37,2022-02-03T00:37:22Z,1730000,-145.0,241.0,1,right,G. Harris 28' 3PT pullup (12 PTS) (M. Wagner 1 AST),"[203914, 1629021]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,28.08,Made,,,,,,,12.0,M. Wagner,1629021.0,1.0,,,,,,,,,
176,PT08M53.00S,2022-02-03T00:37:38.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626208,6.389618922470433,54.41176470588235,1610612754,45,37,2022-02-03T00:37:43Z,1750000,-22.0,8.0,1,left,MISS K. Sykes driving Layup,[1626208],1610612754.0,IND,driving,,,Sykes,K. Sykes,,,,,2.34,Missed,,,,,,,,,,,,,,,,,,,
177,PT08M50.00S,2022-02-03T00:37:41.3Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,45,37,2022-02-03T00:37:43Z,1760000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,176.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
178,PT08M38.00S,2022-02-03T00:37:53.4Z,2,REGULAR,2pt,Jump Shot,[],1630591,71.82982917214193,44.6078431372549,1610612753,45,37,2022-02-03T00:37:59Z,1770000,-27.0,212.0,1,right,MISS J. Suggs 21' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,21.4,Missed,,,,,,,,,,,,,,,,,,,
179,PT08M35.00S,2022-02-03T00:37:56.4Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,45,37,2022-02-03T00:37:59Z,1780000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:1),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,178.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
