actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
271,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,in,[],1630537,,,1610612754,42,46,2022-03-09T00:54:48Z,2700000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
272,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,in,[],1629052,,,1610612754,42,46,2022-03-09T00:54:48Z,2710000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,in,[],200765,,,1610612754,42,46,2022-03-09T00:54:48Z,2720000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M43.00S,2022-03-09T00:54:26.8Z,2,REGULAR,substitution,in,[],1628374,,,1610612754,42,46,2022-03-09T00:54:48Z,2730000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M33.00S,2022-03-09T00:55:07.5Z,2,REGULAR,2pt,Jump Shot,[],1630613,93.51182654402102,16.666666666666664,1610612754,44,46,2022-03-09T00:55:11Z,2740000,-167.0,8.0,1,right,D. Washington Jr. 16' pullup Jump Shot (13 PTS),[1630613],1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,16.69,Made,13.0,,,,,,,,,,,,,,,,,
276,PT06M16.00S,2022-03-09T00:55:25.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628374,4.5499342969776615,46.32352941176471,1610612739,44,48,2022-03-09T00:55:30Z,2750000,18.0,-10.0,1,left,L. Markkanen DUNK (12 PTS) (E. Mobley 1 AST),"[1628374, 1630596]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,2.08,Made,12.0,E. Mobley,1630596.0,1.0,,,,,,,,,,,,,,
312,PT06M00.00S,2022-03-09T00:55:44.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.32917214191852,50.73529411764706,1610612754,44,48,2022-03-09T00:59:57Z,2785000,4.0,20.0,1,right,MISS C. Duarte driving Layup - blocked,"[1630537, 200765]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,1.99,Missed,,,,,,,,,,,,,,,,,Rondo,200765.0
313,PT06M00.00S,2022-03-09T00:55:44.2Z,2,REGULAR,block,,[],200765,,,1610612754,44,48,2022-03-09T00:59:46Z,2787500,,,0,,R. Rondo BLOCK (1 BLK),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
314,PT06M00.00S,2022-03-09T00:55:44.2Z,2,REGULAR,rebound,defensive,[],200765,,,1610612739,44,48,2022-03-09T00:59:57Z,2788750,,,0,,R. Rondo REBOUND (Off:0 Def:2),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,312.0,2.0,2.0,0.0,,,,
280,PT05M52.00S,2022-03-09T00:55:47.9Z,2,REGULAR,2pt,Jump Shot,[],1630596,24.655059132720105,31.61764705882353,1610612739,44,48,2022-03-09T01:01:53Z,2790000,92.0,179.0,1,left,MISS E. Mobley 20' pullup Shot,[1630596],1610612739.0,CLE,pullup,,,Mobley,E. Mobley,,,,,20.15,Missed,,,,,,,,,,,,,,,,,,
281,PT05M50.00S,2022-03-09T00:55:49.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,44,48,2022-03-09T00:55:54Z,2800000,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,280.0,3.0,2.0,1.0,,,,
282,PT05M45.00S,2022-03-09T00:55:57.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,93.9060446780552,51.71568627450981,1610612754,46,48,2022-03-09T00:56:16Z,2810000,9.0,5.0,1,right,D. Washington Jr. running finger roll Layup (15 PTS),[1630613],1610612754.0,IND,running finger roll,,,Washington Jr.,D. Washington Jr.,,,,,0.98,Made,15.0,,,,,,,,,,,,,,,,,
283,PT05M45.00S,2022-03-09T00:56:00.0Z,2,REGULAR,foul,personal,['1freethrow'],1628374,,,1610612754,46,48,2022-03-09T00:56:10Z,2820000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Washington Jr. 1 FT),"[1628374, 1630613]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,2534.0,1.0,0.0,Washington Jr.,1630613.0,,,,,,,,,
285,PT05M45.00S,2022-03-09T00:56:32.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630613,,,1610612754,46,48,2022-03-09T00:56:34Z,2840000,,,0,,MISS D. Washington Jr. Free Throw 1 of 1,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
286,PT05M43.00S,2022-03-09T00:56:34.7Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,46,48,2022-03-09T00:56:34Z,2850000,,,0,,D. Wade REBOUND (Off:0 Def:1),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,285.0,1.0,1.0,0.0,,,,
287,PT05M37.00S,2022-03-09T00:56:39.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,31.225361366622867,75.24509803921569,1610612739,46,51,2022-03-09T00:56:50Z,2860000,-126.0,241.0,1,left,D. Wade 27' 3PT running (5 PTS) (R. Rondo 3 AST),"[1629731, 200765]",1610612739.0,CLE,running,,,Wade,D. Wade,,,,,27.2,Made,5.0,R. Rondo,200765.0,3.0,,,,,,,,,,,,,,
289,PT05M23.00S,2022-03-09T00:56:52.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,94.43166885676742,50.0,1610612754,48,51,2022-03-09T00:56:58Z,2880000,0.0,0.0,1,right,I. Jackson driving finger roll Layup (4 PTS) (T. Haliburton 4 AST),"[1630543, 1630169]",1610612754.0,IND,driving finger roll,,,Jackson,I. Jackson,,,,,0.02,Made,4.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,,,
291,PT05M10.00S,2022-03-09T00:57:06.3Z,2,REGULAR,3pt,Jump Shot,[],1629731,32.670827858081466,69.36274509803921,1610612739,48,51,2022-03-09T00:57:11Z,2900000,-97.0,255.0,1,left,MISS D. Wade 27' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,
292,PT05M06.00S,2022-03-09T00:57:10.3Z,2,REGULAR,rebound,defensive,[],1629052,,,1610612754,48,51,2022-03-09T00:57:11Z,2910000,,,0,,O. Brissett REBOUND (Off:0 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,291.0,2.0,2.0,0.0,,,,
293,PT05M00.00S,2022-03-09T00:57:15.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629052,77.4802890932983,90.68627450980392,1610612754,48,51,2022-03-09T00:57:25Z,2920000,203.0,159.0,1,right,MISS O. Brissett 25' running 3PT,[1629052],1610612754.0,IND,running,,,Brissett,O. Brissett,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,
294,PT04M57.00S,2022-03-09T00:57:18.4Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612739,48,51,2022-03-09T00:57:25Z,2930000,,,0,,L. Markkanen REBOUND (Off:1 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,293.0,2.0,1.0,1.0,,,,
295,PT04M47.00S,2022-03-09T00:57:28.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,6.652431011826544,48.77450980392157,1610612739,48,53,2022-03-09T00:57:34Z,2940000,6.0,10.0,1,left,L. Markkanen Layup (14 PTS) (R. Rondo 4 AST),"[1628374, 200765]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,1.17,Made,14.0,R. Rondo,200765.0,4.0,,,,,,,,,,,,,,
297,PT04M29.00S,2022-03-09T00:57:47.3Z,2,REGULAR,2pt,Jump Shot,[],1630537,94.95729303547962,82.59803921568627,1610612754,50,53,2022-03-09T00:57:56Z,2960000,163.0,-5.0,1,right,C. Duarte 16' fadeaway Jump Shot (8 PTS),[1630537],1610612754.0,IND,fadeaway,,,Duarte,C. Duarte,,,,,16.31,Made,8.0,,,,,,,,,,,,,,,,,
298,PT04M29.00S,2022-03-09T00:57:50.7Z,2,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612754,50,53,2022-03-09T00:57:59Z,2970000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Duarte 1 FT),"[1630596, 1630537]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,204058.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,
300,PT04M29.00S,2022-03-09T00:58:00.3Z,2,REGULAR,substitution,out,[],1630596,,,1610612754,50,53,2022-03-09T00:58:44Z,2990000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
301,PT04M29.00S,2022-03-09T00:58:00.3Z,2,REGULAR,substitution,in,[],202334,,,1610612754,50,53,2022-03-09T00:58:44Z,3000000,,,0,,SUB in: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
302,PT04M29.00S,2022-03-09T00:58:20.0Z,2,REGULAR,freethrow,1 of 1,[],1630537,,,1610612754,51,53,2022-03-09T00:58:20Z,3010000,,,0,,C. Duarte Free Throw 1 of 1 (9 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
303,PT04M11.00S,2022-03-09T00:58:40.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628374,11.383048620236531,49.01960784313725,1610612739,51,53,2022-03-09T00:58:45Z,3020000,5.0,55.0,1,left,MISS L. Markkanen Hook - blocked,"[1628374, 1630543]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,5.47,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
304,PT04M11.00S,2022-03-09T00:58:40.8Z,2,REGULAR,block,,[],1630543,,,1610612739,51,53,2022-03-09T00:58:43Z,3030000,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M08.00S,2022-03-09T00:58:43.8Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,51,53,2022-03-09T00:58:45Z,3040000,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,303.0,2.0,2.0,0.0,,,,
306,PT04M06.00S,2022-03-09T00:58:46.5Z,2,REGULAR,turnover,bad pass,[],1630169,,,1610612754,51,53,2022-03-09T00:58:49Z,3050000,,,0,,T. Haliburton bad pass TURNOVER (4 TO),"[1630169, 1630171]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,4.0,,,,,Okoro,1630171.0,,
307,PT04M06.00S,2022-03-09T00:58:46.5Z,2,REGULAR,steal,,[],1630171,,,1610612739,51,53,2022-03-09T00:58:47Z,3060000,,,0,,I. Okoro STEAL (2 STL),[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
308,PT03M52.00S,2022-03-09T00:59:00.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200765,10.068988173455978,51.225490196078425,1610612739,51,53,2022-03-09T00:59:06Z,3070000,-6.0,42.0,1,left,MISS R. Rondo finger roll Layup,[200765],1610612739.0,CLE,finger roll,,,Rondo,R. Rondo,,,,,4.25,Missed,,,,,,,,,,,,,,,,,,
309,PT03M48.00S,2022-03-09T00:59:04.5Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,51,53,2022-03-09T00:59:06Z,3080000,,,0,,I. Jackson REBOUND (Off:1 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,308.0,4.0,3.0,1.0,,,,
310,PT03M45.00S,2022-03-09T00:59:05.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,93.38042049934296,48.77450980392157,1610612754,53,53,2022-03-09T00:59:11Z,3090000,-6.0,10.0,1,right,T. Haliburton running finger roll Layup (5 PTS) (C. Duarte 1 AST),"[1630169, 1630537]",1610612754.0,IND,running finger roll,,,Haliburton,T. Haliburton,,,,,1.15,Made,5.0,C. Duarte,1630537.0,1.0,,,,,,,,,,,,,,
311,PT03M45.00S,2022-03-09T00:59:10.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,53,53,2022-03-09T00:59:10Z,3100000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT03M45.00S,2022-03-09T01:01:46.1Z,2,REGULAR,substitution,out,[],200765,,,1610612739,53,53,2022-03-09T01:02:06Z,3110000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
317,PT03M45.00S,2022-03-09T01:01:46.1Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,53,53,2022-03-09T01:02:06Z,3120000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
318,PT03M33.00S,2022-03-09T01:02:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630171,6.915243101182654,97.79411764705883,1610612739,53,56,2022-03-09T01:02:28Z,3130000,-239.0,13.0,1,left,I. Okoro 3PT  (5 PTS) (D. Garland 7 AST),"[1630171, 1629636]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,23.93,Made,5.0,D. Garland,1629636.0,7.0,,,,,,,,,,,,,,
320,PT03M18.00S,2022-03-09T01:02:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,94.56307490144546,50.73529411764706,1610612754,55,56,2022-03-09T01:02:50Z,3150000,4.0,-1.0,1,right,I. Jackson cutting Layup (6 PTS) (T. Haliburton 5 AST),"[1630543, 1630169]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,0.4,Made,6.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,,,
322,PT03M03.00S,2022-03-09T01:02:54.5Z,2,REGULAR,turnover,lost ball,[],1629636,,,1610612739,55,56,2022-03-09T01:02:58Z,3170000,,,0,,D. Garland lost ball TURNOVER (2 TO),"[1629636, 1630537]",1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,2.0,,,,,Duarte,1630537.0,,
323,PT03M03.00S,2022-03-09T01:02:54.5Z,2,REGULAR,steal,,[],1630537,,,1610612754,55,56,2022-03-09T01:02:56Z,3180000,,,0,,C. Duarte STEAL (1 STL),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M49.00S,2022-03-09T01:03:07.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630537,92.19776609724047,50.245098039215684,1610612754,55,56,2022-03-09T01:03:11Z,3190000,1.0,21.0,1,right,MISS C. Duarte driving Layup,[1630537],1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
325,PT02M46.00S,2022-03-09T01:03:10.4Z,2,REGULAR,rebound,defensive,[],1629731,,,1610612739,55,56,2022-03-09T01:03:11Z,3200000,,,0,,D. Wade REBOUND (Off:0 Def:2),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,324.0,2.0,2.0,0.0,,,,
326,PT02M40.00S,2022-03-09T01:03:20.6Z,2,REGULAR,foul,personal,[],1630169,,,1610612739,55,56,2022-03-09T01:03:27Z,3210000,,,0,,T. Haliburton personal FOUL (1 PF),"[1630169, 1629636]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,202007.0,1.0,0.0,Garland,1629636.0,,,,,,,,,
328,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,out,[],1630537,,,1610612739,55,56,2022-03-09T01:03:36Z,3230000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,out,[],1630613,,,1610612739,55,56,2022-03-09T01:03:36Z,3240000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,out,[],202334,,,1610612739,55,56,2022-03-09T01:03:36Z,3250000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,in,[],1627741,,,1610612739,55,56,2022-03-09T01:03:36Z,3260000,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
332,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,in,[],1627763,,,1610612739,55,56,2022-03-09T01:03:36Z,3270000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
333,PT02M40.00S,2022-03-09T01:03:24.7Z,2,REGULAR,substitution,in,[],1630596,,,1610612739,55,56,2022-03-09T01:03:36Z,3280000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
334,PT02M28.00S,2022-03-09T01:03:58.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,10.200394218134035,48.03921568627451,1610612739,55,58,2022-03-09T01:04:04Z,3290000,10.0,43.0,1,left,E. Mobley turnaround Hook (14 PTS) (I. Okoro 1 AST),"[1630596, 1630171]",1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,4.45,Made,14.0,I. Okoro,1630171.0,1.0,,,,,,,,,,,,,,
336,PT02M16.00S,2022-03-09T01:04:10.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630543,92.59198423127464,51.470588235294116,1610612754,55,58,2022-03-09T01:07:55Z,3310000,7.0,17.0,1,right,MISS I. Jackson floating Shot,[1630543],1610612754.0,IND,floating,,,Jackson,I. Jackson,,,,,1.86,Missed,,,,,,,,,,,,,,,,,,
337,PT02M09.00S,2022-03-09T01:04:17.1Z,2,REGULAR,rebound,defensive,[],1629636,,,1610612739,55,58,2022-03-09T01:09:02Z,3320000,,,0,,D. Garland REBOUND (Off:1 Def:2),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,336.0,3.0,2.0,1.0,,,,
338,PT02M04.00S,2022-03-09T01:04:59.3Z,2,REGULAR,jumpball,recovered,[],1629636,,,1610612739,55,58,2022-03-09T01:09:02Z,3330000,,,0,,Jump Ball E. Mobley vs. B. Hield: Tip to D. Garland,"[1629636, 1630596, 1627741]",1610612739.0,CLE,heldball,D. Garland,1629636.0,Garland,D. Garland,Mobley,1630596.0,Hield,1627741.0,,,,,,,,,,,,,,,,,,,,
343,PT01M59.00S,2022-03-09T01:05:03.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1629636,17.69053876478318,23.284313725490197,1610612739,55,58,2022-03-09T01:09:30Z,3380000,134.0,114.0,1,left,MISS D. Garland 17' running Shot,[1629636],1610612739.0,CLE,running,,,Garland,D. Garland,,,,,17.55,Missed,,,,,,,,,,,,,,,,,,
344,PT01M57.00S,2022-03-09T01:05:05.9Z,2,REGULAR,rebound,defensive,[],1627763,,,1610612754,55,58,2022-03-09T01:05:11Z,3390000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,343.0,3.0,3.0,0.0,,,,
345,PT01M51.00S,2022-03-09T01:05:11.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630543,95.48291721419186,47.05882352941176,1610612754,57,58,2022-03-09T01:05:17Z,3400000,-15.0,-10.0,1,right,I. Jackson running DUNK (8 PTS) (B. Hield 4 AST),"[1630543, 1627741]",1610612754.0,IND,running,,,Jackson,I. Jackson,,,,,1.78,Made,8.0,B. Hield,1627741.0,4.0,,,,,,,,,,,,,,
347,PT01M37.00S,2022-03-09T01:05:29.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,57,58,2022-03-09T01:05:29Z,3420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT01M37.00S,2022-03-09T01:05:40.4Z,2,REGULAR,substitution,out,[],1630543,,,1610612739,57,58,2022-03-09T01:05:43Z,3430000,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
349,PT01M37.00S,2022-03-09T01:05:40.4Z,2,REGULAR,substitution,in,[],1629048,,,1610612739,57,58,2022-03-09T01:05:43Z,3440000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
350,PT01M30.00S,2022-03-09T01:06:00.7Z,2,REGULAR,3pt,Jump Shot,[],1629636,28.33442838370565,11.519607843137255,1610612739,57,61,2022-03-09T01:06:06Z,3450000,192.0,214.0,1,left,D. Garland 28' 3PT pullup (10 PTS),[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,28.76,Made,10.0,,,,,,,,,,,,,,,,,
351,PT01M16.00S,2022-03-09T01:06:14.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.38042049934296,50.0,1610612754,59,61,2022-03-09T01:06:17Z,3460000,0.0,10.0,1,right,M. Brogdon driving finger roll Layup (6 PTS),[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,0.97,Made,6.0,,,,,,,,,,,,,,,,,
352,PT00M56.30S,2022-03-09T01:06:33.8Z,2,REGULAR,3pt,Jump Shot,[],1629636,31.09395532194481,68.87254901960785,1610612739,59,61,2022-03-09T01:06:38Z,3470000,-94.0,240.0,1,left,MISS D. Garland 25' pullup 3PT,[1629636],1610612739.0,CLE,pullup,,,Garland,D. Garland,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,
353,PT00M54.20S,2022-03-09T01:06:35.9Z,2,REGULAR,rebound,offensive,[],1628374,,,1610612739,59,61,2022-03-09T01:06:38Z,3480000,,,0,,L. Markkanen REBOUND (Off:2 Def:1),[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,352.0,3.0,1.0,2.0,,,,
354,PT00M52.40S,2022-03-09T01:06:39.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630171,5.469776609724048,50.49019607843137,1610612739,59,63,2022-03-09T01:06:42Z,3490000,-2.0,-1.0,1,left,I. Okoro driving finger roll Layup (7 PTS) (L. Markkanen 1 AST),"[1630171, 1628374]",1610612739.0,CLE,driving finger roll,,,Okoro,I. Okoro,,,,,0.27,Made,7.0,L. Markkanen,1628374.0,1.0,,,,,,,,,,,,,,
356,PT00M39.60S,2022-03-09T01:06:54.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629048,92.85479632063075,50.98039215686274,1610612754,61,63,2022-03-09T01:06:57Z,3510000,5.0,15.0,1,right,G. Bitadze Layup (10 PTS) (B. Hield 5 AST),"[1629048, 1627741]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,1.55,Made,10.0,B. Hield,1627741.0,5.0,,,,,,,,,,,,,,
358,PT00M25.20S,2022-03-09T01:07:13.3Z,2,REGULAR,turnover,lost ball,[],1630171,,,1610612739,61,63,2022-03-09T01:07:18Z,3530000,,,0,,I. Okoro lost ball TURNOVER (1 TO),"[1630171, 1630169]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,1.0,,,,,Haliburton,1630169.0,,
359,PT00M25.20S,2022-03-09T01:07:13.3Z,2,REGULAR,steal,,[],1630169,,,1610612754,61,63,2022-03-09T01:07:14Z,3540000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
360,PT00M22.80S,2022-03-09T01:07:16.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630169,93.9060446780552,50.98039215686274,1610612754,63,63,2022-03-09T01:07:33Z,3550000,5.0,5.0,1,right,T. Haliburton running finger roll Layup (7 PTS) (M. Brogdon 4 AST),"[1630169, 1627763]",1610612754.0,IND,running finger roll,,,Haliburton,T. Haliburton,,,,,0.69,Made,7.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,,,
362,PT00M07.60S,2022-03-09T01:07:39.0Z,2,REGULAR,foul,personal,[],1630169,,,1610612739,63,63,2022-03-09T01:07:45Z,3570000,,,0,,T. Haliburton take personal FOUL (2 PF),"[1630169, 1629636]",1610612754.0,IND,take,,,Haliburton,T. Haliburton,,,,,,,,,,,204058.0,2.0,0.0,Garland,1629636.0,,,,,,,,,
364,PT00M07.60S,2022-03-09T01:07:47.5Z,2,REGULAR,substitution,out,[],1630169,,,1610612739,63,63,2022-03-09T01:08:06Z,3590000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
365,PT00M07.60S,2022-03-09T01:07:47.5Z,2,REGULAR,substitution,out,[],1629048,,,1610612739,63,63,2022-03-09T01:08:06Z,3600000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
366,PT00M07.60S,2022-03-09T01:07:47.5Z,2,REGULAR,substitution,out,[],1630171,,,1610612739,63,63,2022-03-09T01:08:06Z,3610000,,,0,,SUB out: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,
