actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
92,PT06M04.00S,2022-03-09T00:24:55.9Z,1,REGULAR,steal,,[],1629048,,,1610612754,10,18,2022-03-09T00:24:58Z,920000,,,0,,G. Bitadze STEAL (1 STL),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M56.00S,2022-03-09T00:25:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627763,93.9060446780552,50.98039215686274,1610612754,10,18,2022-03-09T00:25:08Z,930000,5.0,5.0,1,right,MISS M. Brogdon driving finger roll Layup,[1627763],1610612754.0,IND,driving finger roll,,,Brogdon,M. Brogdon,,,,,0.69,Missed,,,,,,,,,,,,,,,,,,
94,PT05M53.00S,2022-03-09T00:25:06.5Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,10,18,2022-03-09T00:25:06Z,940000,,,0,,G. Bitadze REBOUND (Off:1 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,93.0,1.0,0.0,1.0,,,,
95,PT05M42.00S,2022-03-09T00:25:18.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630188,91.5407358738502,94.36274509803921,1610612754,10,18,2022-03-09T00:25:22Z,950000,222.0,27.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,22.34,Missed,,,,,,,,,,,,,,,,,,
96,PT05M39.00S,2022-03-09T00:25:21.3Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,10,18,2022-03-09T00:25:22Z,960000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,95.0,2.0,2.0,0.0,,,,
97,PT05M26.00S,2022-03-09T00:25:34.4Z,1,REGULAR,3pt,Jump Shot,[],1629731,33.459264126149804,65.68627450980392,1610612739,10,18,2022-03-09T00:25:40Z,970000,-78.0,262.0,1,left,MISS D. Wade 27' 3PT,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,27.35,Missed,,,,,,,,,,,,,,,,,,
98,PT05M21.00S,2022-03-09T00:25:39.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,10,18,2022-03-09T00:26:23Z,980000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,
99,PT05M18.00S,2022-03-09T00:25:44.6Z,1,REGULAR,foul,personal,[],1629731,,,1610612754,10,18,2022-03-09T00:26:04Z,990000,,,0,,D. Wade personal FOUL (1 PF),"[1629731, 1627741]",1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,2534.0,1.0,0.0,Hield,1627741.0,,,,,,,,,
101,PT05M18.00S,2022-03-09T00:25:49.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,10,18,2022-03-09T00:25:59Z,1010000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
102,PT05M18.00S,2022-03-09T00:25:49.9Z,1,REGULAR,substitution,out,[],1629636,,,1610612754,10,18,2022-03-09T00:25:59Z,1020000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M18.00S,2022-03-09T00:25:49.9Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,10,18,2022-03-09T00:25:59Z,1030000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
104,PT05M18.00S,2022-03-09T00:25:49.9Z,1,REGULAR,substitution,in,[],200765,,,1610612754,10,18,2022-03-09T00:25:59Z,1040000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
105,PT05M18.00S,2022-03-09T00:26:05.2Z,1,REGULAR,substitution,out,[],1629731,,,1610612754,10,18,2022-03-09T00:26:10Z,1050000,,,0,,SUB out: D. Wade,[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,,,,,,,,,,,,,,,,,,,,
106,PT05M18.00S,2022-03-09T00:26:05.2Z,1,REGULAR,substitution,in,[],1626224,,,1610612754,10,18,2022-03-09T00:26:10Z,1060000,,,0,,SUB in: C. Osman,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M00.00S,2022-03-09T00:26:37.5Z,1,REGULAR,turnover,bad pass,[],1627763,,,1610612754,10,18,2022-03-09T00:26:41Z,1070000,,,0,,M. Brogdon bad pass TURNOVER (3 TO),"[1627763, 1626224]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,3.0,,,,,Osman,1626224.0,,
108,PT05M00.00S,2022-03-09T00:26:37.5Z,1,REGULAR,steal,,[],1626224,,,1610612739,10,18,2022-03-09T00:26:38Z,1080000,,,0,,C. Osman STEAL (1 STL),[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M56.00S,2022-03-09T00:26:42.7Z,1,REGULAR,turnover,out-of-bounds,[],1626224,,,1610612739,10,18,2022-03-09T00:26:52Z,1090000,,,0,,C. Osman lost ball out-of-bounds TURNOVER (1 TO),[1626224],1610612739.0,CLE,lost ball,,,Osman,C. Osman,,,,,,,,,,,202007.0,,,,,1.0,,,,,,,,
110,PT04M45.00S,2022-03-09T00:27:01.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630188,90.75229960578186,26.225490196078432,1610612754,10,18,2022-03-09T00:27:15Z,1100000,-119.0,34.0,1,right,MISS J. Smith 12' floating Shot,[1630188],1610612754.0,IND,floating,,,Smith,J. Smith,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,
111,PT04M43.00S,2022-03-09T00:27:03.7Z,1,REGULAR,rebound,offensive,[],1630188,,,1610612754,10,18,2022-03-09T00:27:15Z,1110000,,,0,,J. Smith REBOUND (Off:1 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,110.0,2.0,1.0,1.0,,,,
112,PT04M42.00S,2022-03-09T00:27:05.1Z,1,REGULAR,foul,personal,['2freethrow'],202334,,,1610612754,10,18,2022-03-09T00:27:17Z,1120000,,,0,,E. Davis shooting personal FOUL (1 PF) (Smith 2 FT),"[202334, 1630188]",1610612739.0,CLE,shooting,,,Davis,E. Davis,,,,,,,,,,,204058.0,1.0,0.0,Smith,1630188.0,,,,,,,,,
114,PT04M42.00S,2022-03-09T00:27:31.9Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630188,,,1610612754,11,18,2022-03-09T00:27:31Z,1140000,,,0,,J. Smith Free Throw 1 of 2 (1 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
115,PT04M42.00S,2022-03-09T00:27:32.4Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,11,18,2022-03-09T00:27:37Z,1150000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M42.00S,2022-03-09T00:27:32.4Z,1,REGULAR,substitution,in,[],1630169,,,1610612754,11,18,2022-03-09T00:27:37Z,1160000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M42.00S,2022-03-09T00:27:50.5Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630188,,,1610612754,12,18,2022-03-09T00:27:50Z,1170000,,,0,,J. Smith Free Throw 2 of 2 (2 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
118,PT04M31.00S,2022-03-09T00:28:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,7.5722733245729295,49.01960784313725,1610612739,12,20,2022-03-09T00:28:13Z,1180000,5.0,19.0,1,left,K. Love Layup (2 PTS) (R. Rondo 1 AST),"[201567, 200765]",1610612739.0,CLE,,,,Love,K. Love,,,,,1.93,Made,2.0,R. Rondo,200765.0,1.0,,,,,,,,,,,,,,
120,PT04M21.00S,2022-03-09T00:28:18.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,12,20,2022-03-09T00:28:18Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT04M20.00S,2022-03-09T00:28:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630537,93.51182654402102,4.166666666666666,1610612754,12,20,2022-03-09T00:28:37Z,1210000,-229.0,8.0,1,right,MISS C. Duarte 3PT,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,22.94,Missed,,,,,,,,,,,,,,,,,,
122,PT04M15.00S,2022-03-09T00:28:36.1Z,1,REGULAR,rebound,defensive,[],200765,,,1610612739,12,20,2022-03-09T00:28:37Z,1220000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,121.0,1.0,1.0,0.0,,,,
123,PT04M06.00S,2022-03-09T00:28:44.7Z,1,REGULAR,3pt,Jump Shot,[],201567,17.95335085413929,95.83333333333334,1610612739,12,20,2022-03-09T00:28:48Z,1230000,-229.0,116.0,1,left,MISS K. Love 25' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,
124,PT04M03.00S,2022-03-09T00:28:47.7Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,12,20,2022-03-09T00:28:48Z,1240000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,
125,PT03M58.00S,2022-03-09T00:28:53.3Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1630188,92.06636005256242,51.470588235294116,1610612754,12,20,2022-03-09T00:29:00Z,1250000,7.0,22.0,1,right,MISS J. Smith turnaround Hook,[1630188],1610612754.0,IND,turnaround,,,Smith,J. Smith,,,,,2.33,Missed,,,,,,,,,,,,,,,,,,
126,PT03M55.00S,2022-03-09T00:28:56.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,12,20,2022-03-09T00:29:00Z,1260000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,
127,PT03M50.00S,2022-03-09T00:29:01.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630205,5.469776609724048,48.77450980392157,1610612739,12,22,2022-03-09T00:29:06Z,1270000,6.0,-1.0,1,left,L. Stevens running Layup (2 PTS) (C. Osman 1 AST),"[1630205, 1626224]",1610612739.0,CLE,running,,,Stevens,L. Stevens,,,,,0.62,Made,2.0,C. Osman,1626224.0,1.0,,,,,,,,,,,,,,
129,PT03M48.00S,2022-03-09T00:29:09.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,12,22,2022-03-09T00:29:09Z,1290000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M36.00S,2022-03-09T00:32:18.7Z,1,REGULAR,3pt,Jump Shot,[],1629048,70.12155059132719,22.794117647058822,1610612754,12,22,2022-03-09T00:32:24Z,1300000,-136.0,228.0,1,right,MISS G. Bitadze 26' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,
131,PT03M29.00S,2022-03-09T00:32:25.7Z,1,REGULAR,rebound,defensive,[],202334,,,1610612739,12,22,2022-03-09T00:32:24Z,1310000,,,0,,E. Davis REBOUND (Off:0 Def:1),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,
132,PT03M13.00S,2022-03-09T00:32:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,7.835085413929041,50.0,1610612739,12,24,2022-03-09T00:33:41Z,1320000,0.0,21.0,1,left,K. Love turnaround Jump Shot (4 PTS) (R. Rondo 2 AST),"[201567, 200765]",1610612739.0,CLE,turnaround,,,Love,K. Love,,,,,2.11,Made,4.0,R. Rondo,200765.0,2.0,,,,,,,,,,,,,,
134,PT02M58.00S,2022-03-09T00:32:55.1Z,1,REGULAR,3pt,Jump Shot,[],1630537,73.53810775295663,87.74509803921569,1610612754,15,24,2022-03-09T00:32:59Z,1340000,189.0,196.0,1,right,C. Duarte 27' 3PT  (3 PTS) (T. Haliburton 2 AST),"[1630537, 1630169]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,27.22,Made,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,,,,
136,PT02M41.00S,2022-03-09T00:33:12.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,6.1268068331143235,48.77450980392157,1610612739,15,24,2022-03-09T00:38:23Z,1360000,6.0,5.0,1,left,MISS K. Love Layup,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,0.8,Missed,,,,,,,,,,,,,,,,,,
137,PT02M40.00S,2022-03-09T00:33:13.7Z,1,REGULAR,rebound,offensive,[],202334,,,1610612739,15,24,2022-03-09T00:33:16Z,1370000,,,0,,E. Davis REBOUND (Off:1 Def:1),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,136.0,2.0,1.0,1.0,,,,
138,PT02M40.00S,2022-03-09T00:33:16.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629048,,,1610612739,15,24,2022-03-09T00:33:29Z,1380000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Davis 2 FT),"[1629048, 202334]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,2534.0,1.0,0.0,Davis,202334.0,,,,,,,,,
140,PT02M40.00S,2022-03-09T00:33:42.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],202334,,,1610612739,15,25,2022-03-09T00:34:11Z,1400000,,,0,,E. Davis Free Throw 1 of 2 (1 PTS),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
141,PT02M40.00S,2022-03-09T00:33:43.6Z,1,REGULAR,substitution,out,[],1627741,,,1610612739,15,25,2022-03-09T00:34:04Z,1410000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M40.00S,2022-03-09T00:33:43.6Z,1,REGULAR,substitution,out,[],1630205,,,1610612739,15,25,2022-03-09T00:34:04Z,1420000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M40.00S,2022-03-09T00:33:43.6Z,1,REGULAR,substitution,in,[],1630613,,,1610612739,15,25,2022-03-09T00:34:04Z,1430000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
144,PT02M40.00S,2022-03-09T00:33:43.6Z,1,REGULAR,substitution,in,[],1628374,,,1610612739,15,25,2022-03-09T00:34:04Z,1440000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M40.00S,2022-03-09T00:33:42.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],202334,,,1610612739,15,26,2022-03-09T00:34:11Z,1450000,,,0,,E. Davis Free Throw 2 of 2 (2 PTS),[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
146,PT02M25.00S,2022-03-09T00:34:21.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626224,,,1610612754,15,26,2022-03-09T00:34:29Z,1460000,,,0,,C. Osman personal FOUL (1 PF) (Washington Jr. 2 FT),"[1626224, 1630613]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,,,,,,,204058.0,1.0,0.0,Washington Jr.,1630613.0,,,,,,,,,
148,PT02M25.00S,2022-03-09T00:34:46.5Z,1,REGULAR,freethrow,1 of 2,[],1630613,,,1610612754,16,26,2022-03-09T00:35:07Z,1480000,,,0,,D. Washington Jr. Free Throw 1 of 2 (1 PTS),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
149,PT02M25.00S,2022-03-09T00:34:47.1Z,1,REGULAR,substitution,out,[],202334,,,1610612754,16,26,2022-03-09T00:34:50Z,1490000,,,0,,SUB out: E. Davis,[202334],1610612739.0,CLE,,,,Davis,E. Davis,,,,,,,,,,,,,,,,,,,,,,,,
150,PT02M25.00S,2022-03-09T00:34:47.1Z,1,REGULAR,substitution,in,[],1630596,,,1610612754,16,26,2022-03-09T00:34:50Z,1500000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,
151,PT02M25.00S,2022-03-09T00:34:46.5Z,1,REGULAR,freethrow,2 of 2,[],1630613,,,1610612754,16,26,2022-03-09T00:35:07Z,1510000,,,0,,MISS D. Washington Jr. Free Throw 2 of 2,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
152,PT02M23.00S,2022-03-09T00:34:48.5Z,1,REGULAR,rebound,offensive,[],1629048,,,1610612754,16,26,2022-03-09T00:35:07Z,1520000,,,0,,G. Bitadze REBOUND (Off:2 Def:0),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,151.0,2.0,0.0,2.0,,,,
153,PT02M20.00S,2022-03-09T00:35:10.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,94.56307490144546,50.98039215686274,1610612754,18,26,2022-03-09T00:35:20Z,1530000,5.0,-1.0,1,right,C. Duarte cutting Layup (5 PTS) (G. Bitadze 1 AST),"[1630537, 1629048]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,0.51,Made,5.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,,,,,
155,PT02M20.00S,2022-03-09T00:35:12.9Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626224,,,1610612754,18,26,2022-03-09T00:35:22Z,1550000,,,0,,C. Osman shooting personal FOUL (2 PF) (Duarte 1 FT),"[1626224, 1630537]",1610612739.0,CLE,shooting,,,Osman,C. Osman,,,,,,,,,,,2534.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,
157,PT02M20.00S,2022-03-09T00:35:42.0Z,1,REGULAR,freethrow,1 of 1,['2ndchance'],1630537,,,1610612754,19,26,2022-03-09T00:35:41Z,1570000,,,0,,C. Duarte Free Throw 1 of 1 (6 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
158,PT02M07.00S,2022-03-09T00:35:59.9Z,1,REGULAR,3pt,Jump Shot,[],1626224,31.882391590013142,71.81372549019608,1610612739,19,26,2022-03-09T00:36:05Z,1580000,-109.0,247.0,1,left,MISS C. Osman 27' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,27.02,Missed,,,,,,,,,,,,,,,,,,
159,PT02M03.00S,2022-03-09T00:36:03.9Z,1,REGULAR,rebound,offensive,[],201567,,,1610612739,19,26,2022-03-09T00:36:05Z,1590000,,,0,,K. Love REBOUND (Off:1 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,158.0,2.0,1.0,1.0,,,,
160,PT02M02.00S,2022-03-09T00:36:04.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201567,8.360709592641262,28.186274509803923,1610612739,19,26,2022-03-09T00:36:11Z,1600000,109.0,26.0,1,left,MISS K. Love 11' turnaround fadeaway bank Shot,[201567],1610612739.0,CLE,turnaround fadeaway bank,,,Love,K. Love,,,,,11.22,Missed,,,,,,,,,,,,,,,,,,
161,PT01M58.00S,2022-03-09T00:36:08.5Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,19,26,2022-03-09T00:36:11Z,1610000,,,0,,G. Bitadze REBOUND (Off:2 Def:1),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,160.0,3.0,1.0,2.0,,,,
162,PT01M54.00S,2022-03-09T00:36:12.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,95.0886990801577,52.20588235294118,1610612754,19,26,2022-03-09T00:36:18Z,1620000,11.0,-6.0,1,right,MISS T. Haliburton running Layup,[1630169],1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,1.27,Missed,,,,,,,,,,,,,,,,,,
163,PT01M53.00S,2022-03-09T00:36:13.3Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,19,26,2022-03-09T00:36:18Z,1630000,,,0,,K. Love REBOUND (Off:1 Def:2),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,,,,,,,,,,,162.0,3.0,2.0,1.0,,,,
164,PT01M47.00S,2022-03-09T00:36:20.6Z,1,REGULAR,3pt,Jump Shot,[],201567,30.436925098554536,82.35294117647058,1610612739,19,26,2022-03-09T00:36:26Z,1640000,-162.0,234.0,1,left,MISS K. Love 28' 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,28.42,Missed,,,,,,,,,,,,,,,,,,
165,PT01M42.00S,2022-03-09T00:36:25.6Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,19,26,2022-03-09T00:36:26Z,1650000,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,164.0,3.0,2.0,1.0,,,,
166,PT01M34.00S,2022-03-09T00:36:33.4Z,1,REGULAR,3pt,Jump Shot,[],1629048,75.3777923784494,89.70588235294117,1610612754,22,26,2022-03-09T00:36:38Z,1660000,199.0,179.0,1,right,G. Bitadze 26' 3PT  (3 PTS) (T. Haliburton 3 AST),"[1629048, 1630169]",1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.72,Made,3.0,T. Haliburton,1630169.0,3.0,,,,,,,,,,,,,,
168,PT01M32.00S,2022-03-09T00:36:44.5Z,1,REGULAR,timeout,full,['team'],0,,,1610612739,22,26,2022-03-09T00:36:44Z,1680000,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT01M32.00S,2022-03-09T00:38:01.5Z,1,REGULAR,substitution,out,[],1630169,,,1610612739,22,26,2022-03-09T00:38:13Z,1690000,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,
170,PT01M32.00S,2022-03-09T00:38:01.5Z,1,REGULAR,substitution,out,[],200765,,,1610612739,22,26,2022-03-09T00:38:13Z,1700000,,,0,,SUB out: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
171,PT01M32.00S,2022-03-09T00:38:01.5Z,1,REGULAR,substitution,in,[],1627763,,,1610612739,22,26,2022-03-09T00:38:13Z,1710000,,,0,,SUB in: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
172,PT01M32.00S,2022-03-09T00:38:01.5Z,1,REGULAR,substitution,in,[],1629636,,,1610612739,22,26,2022-03-09T00:38:13Z,1720000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,
173,PT01M18.00S,2022-03-09T00:38:32.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.783837056504599,48.77450980392157,1610612739,22,26,2022-03-09T00:38:35Z,1730000,6.0,11.0,1,left,MISS E. Mobley cutting Layup - blocked,"[1630596, 1629048]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,1.28,Missed,,,,,,,,,,,,,,,,,Bitadze,1629048.0
174,PT01M18.00S,2022-03-09T00:38:32.3Z,1,REGULAR,block,,[],1629048,,,1610612739,22,26,2022-03-09T00:38:34Z,1740000,,,0,,G. Bitadze BLOCK (1 BLK),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,
175,PT01M16.00S,2022-03-09T00:38:34.3Z,1,REGULAR,rebound,defensive,[],1629048,,,1610612754,22,26,2022-03-09T00:38:35Z,1750000,,,0,,G. Bitadze REBOUND (Off:2 Def:2),[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,173.0,4.0,2.0,2.0,,,,
176,PT01M16.00S,2022-03-09T00:38:43.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,22,26,2022-03-09T00:38:47Z,1760000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT01M03.00S,2022-03-09T00:38:51.7Z,1,REGULAR,3pt,Jump Shot,[],1629048,64.99671484888306,40.68627450980392,1610612754,22,26,2022-03-09T00:38:55Z,1770000,-47.0,277.0,1,right,MISS G. Bitadze 28' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,28.04,Missed,,,,,,,,,,,,,,,,,,
178,PT00M59.90S,2022-03-09T00:38:54.8Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,22,26,2022-03-09T00:38:55Z,1780000,,,0,,E. Mobley REBOUND (Off:2 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,177.0,4.0,2.0,2.0,,,,
179,PT00M54.80S,2022-03-09T00:39:02.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630537,,,1610612739,22,26,2022-03-09T00:39:09Z,1790000,,,0,,C. Duarte personal FOUL (1 PF) (Markkanen 2 FT),"[1630537, 1628374]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,2534.0,1.0,0.0,Markkanen,1628374.0,,,,,,,,,
