actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
92,PT04M10.00S,2021-12-11T00:24:30.0Z,1,REGULAR,turnover,lost ball,[],1627747,,,1610612754,12,14,2021-12-11T00:24:34Z,900000,,,0,,C. LeVert lost ball TURNOVER (1 TO),"[1627747, 1628973]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,1.0,Brunson,1628973.0,,,,,,
93,PT04M10.00S,2021-12-11T00:24:30.0Z,1,REGULAR,steal,,[],1628973,,,1610612742,12,14,2021-12-11T00:24:31Z,910000,,,0,,J. Brunson STEAL (1 STL),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M07.00S,2021-12-11T00:24:33.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,10.726018396846255,41.17647058823529,1610612742,12,14,2021-12-11T00:24:38Z,920000,44.0,48.0,1,left,MISS J. Brunson 6' running Layup,[1628973],1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,6.54,Missed,,,,,,,,,,,,,,,,,,
95,PT04M03.00S,2021-12-11T00:24:37.1Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,12,14,2021-12-11T00:32:57Z,930000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,94.0,,,,,,2.0,1.0,1.0,,,,,,,,,
142,PT04M03.00S,2021-12-11T00:24:36.0Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1627827,6.57030223390276,46.346507352941174,1610612742,12,14,2021-12-11T00:35:32Z,935000,18.0,9.0,1,left,MISS D. Finney-Smith tip DUNK,[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,
143,PT04M01.00S,2021-12-11T00:24:38.0Z,1,REGULAR,rebound,defensive,[],1627763,,,1610612754,12,14,2021-12-11T00:33:26Z,937500,,,0,,M. Brogdon REBOUND (Off:0 Def:1),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,142.0,,,,,,1.0,1.0,0.0,,,,,,,,,
96,PT04M00.00S,2021-12-11T00:24:38.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627747,69.99014454664915,27.941176470588236,1610612754,12,14,2021-12-11T00:24:44Z,940000,-110.0,230.0,1,right,MISS C. LeVert 25' running pullup 3PT,[1627747],1610612754.0,IND,running pullup,,,LeVert,C. LeVert,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
97,PT03M57.00S,2021-12-11T00:24:42.3Z,1,REGULAR,rebound,offensive,[],1627747,,,1610612754,12,14,2021-12-11T00:24:42Z,950000,,,0,,C. LeVert REBOUND (Off:1 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,96.0,,,,,,2.0,1.0,1.0,,,,,,,,,
98,PT03M54.00S,2021-12-11T00:24:45.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,64.07687253613666,50.0,1610612754,15,14,2021-12-11T00:24:49Z,960000,0.0,285.0,1,right,M. Turner 28' 3PT  (7 PTS) (J. Lamb 1 AST),"[1626167, 203087]",1610612754.0,IND,,,,Turner,M. Turner,,,,,28.52,Made,,,7.0,J. Lamb,203087.0,1.0,,,,,,,,,,,,
100,PT03M38.00S,2021-12-11T00:25:00.3Z,1,REGULAR,2pt,Jump Shot,[],1629029,10.5946123521682,32.1078431372549,1610612742,15,16,2021-12-11T00:33:13Z,980000,89.0,47.0,1,left,L. Doncic 10' floating Jump Shot (6 PTS),[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,10.11,Made,,,6.0,,,,,,,,,,,,,,,
101,PT03M23.00S,2021-12-11T00:25:16.2Z,1,REGULAR,turnover,bad pass,[],1629052,,,1610612754,15,16,2021-12-11T00:25:19Z,990000,,,0,,O. Brissett bad pass TURNOVER (1 TO),"[1629052, 1627827]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,1.0,Finney-Smith,1627827.0,,,,,,
102,PT03M23.00S,2021-12-11T00:25:16.2Z,1,REGULAR,steal,,[],1627827,,,1610612742,15,16,2021-12-11T00:25:17Z,1000000,,,0,,D. Finney-Smith STEAL (1 STL),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M15.00S,2021-12-11T00:25:23.6Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,11.12023653088042,32.1078431372549,1610612742,15,18,2021-12-11T00:25:28Z,1010000,89.0,52.0,1,left,J. Brunson 10' driving floating bank Jump Shot (4 PTS) (L. Doncic 2 AST),"[1628973, 1629029]",1610612742.0,DAL,driving floating bank,,,Brunson,J. Brunson,,,,,10.35,Made,,,4.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,
105,PT02M58.00S,2021-12-11T00:25:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,92.9862023653088,53.18627450980392,1610612754,15,18,2021-12-11T00:25:47Z,1030000,16.0,13.0,1,right,MISS M. Brogdon driving Layup,[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,
106,PT02M56.00S,2021-12-11T00:25:43.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,15,18,2021-12-11T00:25:47Z,1040000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,105.0,,,,,,3.0,3.0,0.0,,,,,,,,,
107,PT02M51.00S,2021-12-11T00:25:47.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629650,5.469776609724048,50.49019607843137,1610612742,15,20,2021-12-11T00:25:53Z,1050000,-2.0,-1.0,1,left,M. Brown running DUNK (2 PTS) (L. Doncic 3 AST),"[1629650, 1629029]",1610612742.0,DAL,running,,,Brown,M. Brown,,,,,0.27,Made,,,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,
109,PT02M36.00S,2021-12-11T00:26:02.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,79.84559789750328,45.09803921568628,1610612754,17,20,2021-12-11T00:26:06Z,1070000,-25.0,137.0,1,right,C. LeVert 13' pullup Jump Shot (2 PTS) (M. Brogdon 3 AST),"[1627747, 1627763]",1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,13.92,Made,,,2.0,M. Brogdon,1627763.0,3.0,,,,,,,,,,,,
111,PT02M22.00S,2021-12-11T00:26:18.6Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612742,17,20,2021-12-11T00:26:24Z,1090000,,,0,,M. Turner shooting personal FOUL (1 PF) (Doncic 2 FT),"[1626167, 1629029]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,2715.0,,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0
113,PT02M22.00S,2021-12-11T00:26:26.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,17,20,2021-12-11T00:26:26Z,1110000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M22.00S,2021-12-11T00:28:43.0Z,1,REGULAR,substitution,out,[],1627747,,,1610612742,17,20,2021-12-11T00:29:03Z,1120000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M22.00S,2021-12-11T00:28:43.0Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,17,20,2021-12-11T00:29:03Z,1130000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M22.00S,2021-12-11T00:28:43.0Z,1,REGULAR,substitution,in,[],1629103,,,1610612742,17,20,2021-12-11T00:29:03Z,1140000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M22.00S,2021-12-11T00:28:43.0Z,1,REGULAR,substitution,in,[],1628467,,,1610612742,17,20,2021-12-11T00:29:03Z,1150000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M22.00S,2021-12-11T00:29:25.2Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,17,21,2021-12-11T00:29:25Z,1160000,,,0,,L. Doncic Free Throw 1 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,7.0,,,,,,,,,,,,,,,
119,PT02M22.00S,2021-12-11T00:29:42.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,17,22,2021-12-11T00:29:42Z,1170000,,,0,,L. Doncic Free Throw 2 of 2 (8 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,8.0,,,,,,,,,,,,,,,
120,PT02M02.00S,2021-12-11T00:30:04.9Z,1,REGULAR,3pt,Jump Shot,[],203087,78.40013140604468,7.352941176470589,1610612754,17,22,2021-12-11T00:30:10Z,1180000,-213.0,151.0,1,right,MISS J. Lamb 26' pullup 3PT,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
121,PT01M58.00S,2021-12-11T00:30:08.9Z,1,REGULAR,rebound,defensive,[],1629650,,,1610612742,17,22,2021-12-11T00:30:10Z,1190000,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,120.0,,,,,,1.0,1.0,0.0,,,,,,,,,
122,PT01M53.00S,2021-12-11T00:30:13.2Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612742,17,22,2021-12-11T00:30:16Z,1200000,,,0,,J. Brunson bad pass TURNOVER (2 TO),"[1628973, 203087]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,2.0,Lamb,203087.0,,,,,,
123,PT01M53.00S,2021-12-11T00:30:13.2Z,1,REGULAR,steal,,[],203087,,,1610612754,17,22,2021-12-11T00:30:14Z,1210000,,,0,,J. Lamb STEAL (1 STL),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M46.00S,2021-12-11T00:30:19.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203087,90.88370565045992,38.72549019607843,1610612754,17,22,2021-12-11T00:30:24Z,1220000,-56.0,33.0,1,right,MISS J. Lamb 6' floating Shot,[203087],1610612754.0,IND,floating,,,Lamb,J. Lamb,,,,,6.54,Missed,,,,,,,,,,,,,,,,,,
125,PT01M45.00S,2021-12-11T00:30:20.8Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,17,22,2021-12-11T00:30:24Z,1230000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,124.0,,,,,,1.0,1.0,0.0,,,,,,,,,
126,PT01M35.00S,2021-12-11T00:30:31.7Z,1,REGULAR,3pt,Jump Shot,[],1629029,35.29894875164258,49.754901960784316,1610612742,17,22,2021-12-11T00:30:36Z,1240000,1.0,279.0,1,left,MISS L. Doncic 27' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,
127,PT01M31.00S,2021-12-11T00:30:35.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,17,22,2021-12-11T00:30:36Z,1250000,,,0,,M. Turner REBOUND (Off:1 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,126.0,,,,,,2.0,1.0,1.0,,,,,,,,,
128,PT01M23.00S,2021-12-11T00:30:42.9Z,1,REGULAR,2pt,Jump Shot,[],1627763,77.7431011826544,66.66666666666666,1610612754,19,22,2021-12-11T00:30:46Z,1260000,83.0,157.0,1,right,M. Brogdon 17' pullup Jump Shot (2 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,17.75,Made,,,2.0,,,,,,,,,,,,,,,
130,PT01M03.00S,2021-12-11T00:31:02.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,9.280551905387648,63.23529411764706,1610612742,19,24,2021-12-11T00:36:56Z,1280000,-66.0,35.0,1,left,J. Brunson 7' fadeaway Jump Shot (6 PTS),[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,7.47,Made,,,6.0,,,,,,,,,,,,,,,
131,PT00M52.70S,2021-12-11T00:31:13.7Z,1,REGULAR,3pt,Jump Shot,[],1629103,93.64323258869908,96.56862745098039,1610612754,19,24,2021-12-11T00:31:19Z,1290000,233.0,7.0,1,right,MISS K. Martin 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,
132,PT00M48.50S,2021-12-11T00:31:18.8Z,1,REGULAR,rebound,offensive,[],1626167,,,1610612754,19,24,2021-12-11T00:31:18Z,1300000,,,0,,M. Turner REBOUND (Off:2 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,131.0,,,,,,3.0,1.0,2.0,,,,,,,,,
133,PT00M45.80S,2021-12-11T00:31:21.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203087,72.61826544021025,82.1078431372549,1610612754,19,24,2021-12-11T00:31:26Z,1310000,161.0,205.0,1,right,MISS J. Lamb 26' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,
134,PT00M42.50S,2021-12-11T00:31:24.8Z,1,REGULAR,rebound,offensive,[],1629103,,,1610612754,19,24,2021-12-11T00:31:26Z,1320000,,,0,,K. Martin REBOUND (Off:1 Def:0),[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,133.0,,,,,,1.0,0.0,1.0,,,,,,,,,
135,PT00M33.80S,2021-12-11T00:31:33.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627763,93.51182654402102,4.411764705882353,1610612754,22,24,2021-12-11T00:31:38Z,1330000,-228.0,8.0,1,right,M. Brogdon 3PT  (5 PTS) (O. Brissett 1 AST),"[1627763, 1629052]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,22.81,Made,,,5.0,O. Brissett,1629052.0,1.0,,,,,,,,,,,,
137,PT00M16.20S,2021-12-11T00:31:57.3Z,1,REGULAR,foul,personal,['2freethrow'],203087,,,1610612742,22,24,2021-12-11T00:32:04Z,1350000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Doncic 2 FT),"[203087, 1629029]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,202007.0,,,,,,,,,,,,,1.0,0.0,Doncic,1629029.0
139,PT00M16.20S,2021-12-11T00:32:26.1Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,22,25,2021-12-11T00:32:26Z,1370000,,,0,,L. Doncic Free Throw 1 of 2 (9 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,9.0,,,,,,,,,,,,,,,
140,PT00M16.20S,2021-12-11T00:32:26.6Z,1,REGULAR,substitution,out,[],1629650,,,1610612742,22,25,2021-12-11T00:32:35Z,1380000,,,0,,SUB out: M. Brown,[1629650],1610612742.0,DAL,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M16.20S,2021-12-11T00:32:26.6Z,1,REGULAR,substitution,in,[],203493,,,1610612742,22,25,2021-12-11T00:32:35Z,1390000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M16.20S,2021-12-11T00:32:51.6Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,22,26,2021-12-11T00:32:51Z,1400000,,,0,,L. Doncic Free Throw 2 of 2 (10 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,,,10.0,,,,,,,,,,,,,,,
145,PT00M04.40S,2021-12-11T00:33:06.2Z,1,REGULAR,foul,personal,[],1629029,,,1610612754,22,26,2021-12-11T00:33:10Z,1410000,,,0,,L. Doncic take personal FOUL (1 PF),"[1629029, 1627763]",1610612742.0,DAL,take,,,Doncic,L. Doncic,,,,,,,,2715.0,,,,,,,,,,,,,1.0,0.0,Brogdon,1627763.0
147,PT00M04.40S,2021-12-11T00:33:16.4Z,1,REGULAR,substitution,out,[],1629029,,,1610612754,22,26,2021-12-11T00:33:22Z,1430000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M04.40S,2021-12-11T00:33:16.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612754,22,26,2021-12-11T00:33:22Z,1440000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M02.50S,2021-12-11T00:33:34.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,67.7562417871222,70.58823529411765,1610612754,22,26,2021-12-11T00:33:41Z,1450000,103.0,251.0,1,right,MISS M. Turner 27' pullup 3PT,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,27.09,Missed,,,,,,,,,,,,,,,,,,
150,PT00M02.50S,2021-12-11T00:33:34.7Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,22,26,2021-12-11T00:33:41Z,1460000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:2),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,149.0,,,,,,3.0,2.0,1.0,,,,,,,,,
151,PT00M00.00S,2021-12-11T00:33:41.0Z,1,REGULAR,period,end,[],0,,,1610612742,22,26,2021-12-11T00:33:41Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,out,['startperiod'],1627763,,,1610612742,22,26,2021-12-11T00:36:20Z,1480000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,out,['startperiod'],1626167,,,1610612742,22,26,2021-12-11T00:36:20Z,1490000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,out,['startperiod'],1627827,,,1610612742,22,26,2021-12-11T00:36:20Z,1500000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,in,['startperiod'],202954,,,1610612742,22,26,2021-12-11T00:36:20Z,1510000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,in,['startperiod'],1627734,,,1610612742,22,26,2021-12-11T00:36:20Z,1520000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-11T00:35:46.4Z,2,REGULAR,substitution,in,['startperiod'],204001,,,1610612742,22,26,2021-12-11T00:36:20Z,1530000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-11T00:36:27.0Z,2,REGULAR,period,start,[],0,,,1610612742,22,26,2021-12-11T00:36:27Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M47.00S,2021-12-11T00:36:39.0Z,2,REGULAR,2pt,Jump Shot,[],203501,20.97568988173456,26.225490196078432,1610612742,22,28,2021-12-11T00:36:44Z,1550000,119.0,145.0,1,left,T. Hardaway Jr. 18' pullup Jump Shot (2 PTS) (K. Porzingis 2 AST),"[203501, 204001]",1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,18.73,Made,,,2.0,K. Porzingis,204001.0,2.0,,,,,,,,,,,,
161,PT11M26.00S,2021-12-11T00:37:00.1Z,2,REGULAR,turnover,lost ball,[],1629052,,,1610612754,22,28,2021-12-11T00:46:03Z,1570000,,,0,,O. Brissett lost ball TURNOVER (2 TO),"[1629052, 203501]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,2.0,Hardaway Jr.,203501.0,,,,,,
162,PT11M26.00S,2021-12-11T00:37:00.1Z,2,REGULAR,steal,,[],203501,,,1610612742,22,28,2021-12-11T00:37:02Z,1580000,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M23.00S,2021-12-11T00:37:02.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203501,7.30946123521682,47.05882352941176,1610612742,22,30,2021-12-11T00:37:09Z,1590000,15.0,16.0,1,left,T. Hardaway Jr. running finger roll Layup (4 PTS),[203501],1610612742.0,DAL,running finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,2.19,Made,,,4.0,,,,,,,,,,,,,,,
164,PT11M09.00S,2021-12-11T00:37:16.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629052,92.9862023653088,50.0,1610612754,24,30,2021-12-11T00:37:20Z,1600000,0.0,13.0,1,right,O. Brissett cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1629052, 1627734]",1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,1.34,Made,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,
166,PT10M51.00S,2021-12-11T00:37:34.7Z,2,REGULAR,3pt,Jump Shot,[],203501,28.597240473061763,18.627450980392158,1610612742,24,30,2021-12-11T00:37:40Z,1620000,157.0,216.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,
167,PT10M48.00S,2021-12-11T00:37:37.7Z,2,REGULAR,rebound,defensive,[],202954,,,1610612754,24,30,2021-12-11T00:37:40Z,1630000,,,0,,B. Wanamaker REBOUND (Off:0 Def:1),[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,166.0,,,,,,1.0,1.0,0.0,,,,,,,,,
168,PT10M35.00S,2021-12-11T00:37:50.3Z,2,REGULAR,3pt,Jump Shot,[],1629052,89.17542706964521,4.6568627450980395,1610612754,27,30,2021-12-11T00:37:54Z,1640000,-227.0,49.0,1,right,O. Brissett 3PT  (5 PTS) (J. Lamb 2 AST),"[1629052, 203087]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,23.2,Made,,,5.0,J. Lamb,203087.0,2.0,,,,,,,,,,,,
170,PT10M18.00S,2021-12-11T00:38:09.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,27,30,2021-12-11T00:38:09Z,1660000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M09.00S,2021-12-11T00:38:33.3Z,2,REGULAR,3pt,Jump Shot,[],1628467,31.882391590013142,47.30392156862745,1610612742,27,30,2021-12-11T00:38:38Z,1670000,13.0,247.0,1,left,MISS M. Kleber 24' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,
172,PT10M06.00S,2021-12-11T00:38:36.2Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,27,30,2021-12-11T00:38:36Z,1680000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,171.0,,,,,,2.0,2.0,0.0,,,,,,,,,
173,PT10M00.00S,2021-12-11T00:38:42.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627734,93.11760840998686,51.71568627450981,1610612754,29,30,2021-12-11T00:38:52Z,1690000,9.0,12.0,1,right,D. Sabonis running reverse Layup (6 PTS) (B. Wanamaker 1 AST),"[1627734, 202954]",1610612754.0,IND,running reverse,,,Sabonis,D. Sabonis,,,,,1.49,Made,,,6.0,B. Wanamaker,202954.0,1.0,,,,,,,,,,,,
175,PT09M47.00S,2021-12-11T00:38:56.5Z,2,REGULAR,foul,personal,[],202954,,,1610612742,29,30,2021-12-11T00:39:05Z,1710000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 1628973]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,1627526.0,,,,,,,,,,,,,1.0,0.0,Brunson,1628973.0
177,PT09M34.00S,2021-12-11T00:39:36.8Z,2,REGULAR,foul,personal,['2freethrow'],1629103,,,1610612742,29,30,2021-12-11T00:39:49Z,1730000,,,0,,K. Martin shooting personal FOUL (1 PF) (Kleber 2 FT),"[1629103, 1628467]",1610612754.0,IND,shooting,,,Martin,K. Martin,,,,,,,,202007.0,,,,,,,,,,,,,1.0,0.0,Kleber,1628467.0
179,PT09M34.00S,2021-12-11T00:39:58.4Z,2,REGULAR,freethrow,1 of 2,[],1628467,,,1610612742,29,31,2021-12-11T00:39:58Z,1750000,,,0,,M. Kleber Free Throw 1 of 2 (1 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,Made,,,1.0,,,,,,,,,,,,,,,
180,PT09M34.00S,2021-12-11T00:39:58.8Z,2,REGULAR,substitution,out,[],203087,,,1610612742,29,31,2021-12-11T00:40:03Z,1760000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
181,PT09M34.00S,2021-12-11T00:39:58.8Z,2,REGULAR,substitution,in,[],1627747,,,1610612742,29,31,2021-12-11T00:40:03Z,1770000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
