actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M02.00S,2022-02-05T00:24:00.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,17.69053876478318,52.450980392156865,1610612754,20,28,2022-02-05T00:24:06Z,900000,-12.0,114.0,1,left,C. LeVert 11' driving floating Jump Shot (11 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,11.45,Made,11.0,,,,,,,,,,,,,,,,,
91,PT04M01.00S,2022-02-05T00:24:06.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,20,28,2022-02-05T00:24:06Z,910000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,out,[],203200,,,1610612741,20,28,2022-02-05T00:26:43Z,930000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,out,[],202696,,,1610612741,20,28,2022-02-05T00:26:43Z,940000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,out,[],1630245,,,1610612741,20,28,2022-02-05T00:26:43Z,950000,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,in,[],202362,,,1610612741,20,28,2022-02-05T00:26:43Z,960000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,in,[],1629052,,,1610612741,20,28,2022-02-05T00:26:43Z,970000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,in,[],201942,,,1610612741,20,28,2022-02-05T00:26:43Z,980000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,in,[],1629076,,,1610612741,20,28,2022-02-05T00:26:43Z,990000,,,0,,SUB in: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M01.00S,2022-02-05T00:26:24.5Z,1,REGULAR,substitution,out,[],1628470,,,1610612741,20,28,2022-02-05T00:27:03Z,1000000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M45.00S,2022-02-05T00:27:15.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,92.85479632063075,46.07843137254902,1610612741,20,30,2022-02-05T00:27:20Z,1010000,-20.0,15.0,1,right,J. Green driving DUNK (8 PTS) (M. Thomas 1 AST),"[1629750, 1629744]",1610612741.0,CHI,driving,,,Green,J. Green,,,,,2.45,Made,8.0,,,,,M. Thomas,1629744.0,1.0,,,,,,,,,,
103,PT03M29.00S,2022-02-05T00:27:30.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.30946123521682,50.49019607843137,1610612754,22,30,2022-02-05T00:27:36Z,1030000,-2.0,16.0,1,left,C. LeVert driving finger roll Layup (13 PTS),[1627747],1610612754.0,IND,driving finger roll,,,LeVert,C. LeVert,,,,,1.64,Made,13.0,,,,,,,,,,,,,,,,,
104,PT03M14.00S,2022-02-05T00:27:46.5Z,1,REGULAR,3pt,Jump Shot,[],1629744,63.9454664914586,18.137254901960784,1610612741,22,33,2022-02-05T00:27:52Z,1040000,-159.0,286.0,1,right,M. Thomas 32' 3PT  (3 PTS) (D. DeRozan 2 AST),"[1629744, 201942]",1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,32.77,Made,3.0,,,,,D. DeRozan,201942.0,2.0,,,,,,,,,,
107,PT03M02.00S,2022-02-05T00:27:59.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,5.601182654402102,52.94117647058824,1610612754,24,33,2022-02-05T00:28:04Z,1070000,-15.0,0.0,1,left,T. Taylor cutting finger roll Layup (5 PTS) (L. Stephenson 1 AST),"[1630678, 202362]",1610612754.0,IND,cutting finger roll,,,Taylor,T. Taylor,,,,,1.47,Made,5.0,,,,,L. Stephenson,202362.0,1.0,,,,,,,,,,
109,PT02M42.00S,2022-02-05T00:28:19.4Z,1,REGULAR,2pt,Jump Shot,[],201942,69.85873850197109,48.529411764705884,1610612741,24,35,2022-02-05T00:28:26Z,1090000,-7.0,231.0,1,right,D. DeRozan 23' turnaround Jump Shot (6 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,23.09,Made,6.0,,,,,,,,,,,,,,,,,
110,PT02M19.00S,2022-02-05T00:28:40.6Z,1,REGULAR,2pt,Jump Shot,[],202362,10.33180026281209,20.833333333333336,1610612754,24,35,2022-02-05T00:33:12Z,1100000,146.0,45.0,1,left,MISS L. Stephenson 15' fadeaway Shot,[202362],1610612754.0,IND,fadeaway,,,Stephenson,L. Stephenson,,,,,15.25,Missed,,,,,,,,,,,,,,,,,,
111,PT02M18.00S,2022-02-05T00:28:41.6Z,1,REGULAR,rebound,defensive,[],1629744,,,1610612741,24,35,2022-02-05T00:28:44Z,1110000,,,0,,M. Thomas REBOUND (Off:0 Def:1),[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,
112,PT02M14.00S,2022-02-05T00:28:46.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629076,94.03745072273325,52.94117647058824,1610612741,24,35,2022-02-05T00:28:55Z,1120000,15.0,4.0,1,right,MISS T. Cook running Layup,[1629076],1610612741.0,CHI,running,,,Cook,T. Cook,,,,,1.51,Missed,,,,,,,,,,,,,,,,,,
113,PT02M11.00S,2022-02-05T00:28:49.8Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,24,35,2022-02-05T00:28:55Z,1130000,,,0,,T. Taylor REBOUND (Off:2 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,112.0,3.0,1.0,2.0,,,,,,,,,,,,,
114,PT02M06.00S,2022-02-05T00:28:56.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.835085413929041,54.41176470588235,1610612754,26,35,2022-02-05T00:29:08Z,1140000,-22.0,21.0,1,left,C. LeVert driving Layup (15 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,3.06,Made,15.0,,,,,,,,,,,,,,,,,
115,PT02M06.00S,2022-02-05T00:28:59.7Z,1,REGULAR,foul,personal,['1freethrow'],1629750,,,1610612754,26,35,2022-02-05T00:29:03Z,1150000,,,0,,J. Green shooting personal FOUL (1 PF) (LeVert 1 FT),"[1629750, 1627747]",1610612741.0,CHI,shooting,,,Green,J. Green,,,,,,,,,,,,,,,101284.0,1.0,0.0,LeVert,1627747.0,,,,,
117,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,out,[],1630613,,,1610612754,26,35,2022-02-05T00:29:55Z,1170000,,,0,,SUB out: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,out,[],1630678,,,1610612754,26,35,2022-02-05T00:29:55Z,1180000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,out,[],1629750,,,1610612754,26,35,2022-02-05T00:29:55Z,1190000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,in,[],1629617,,,1610612754,26,35,2022-02-05T00:29:55Z,1200000,,,0,,SUB in: R. Perry,[1629617],1610612754.0,IND,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,in,[],203087,,,1610612754,26,35,2022-02-05T00:29:55Z,1210000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M06.00S,2022-02-05T00:29:04.3Z,1,REGULAR,substitution,in,[],1628972,,,1610612754,26,35,2022-02-05T00:29:55Z,1220000,,,0,,SUB in: T. Brown Jr.,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M06.00S,2022-02-05T00:29:41.7Z,1,REGULAR,freethrow,1 of 1,[],1627747,,,1610612754,27,35,2022-02-05T00:29:41Z,1230000,,,0,,C. LeVert Free Throw 1 of 1 (16 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
125,PT01M56.00S,2022-02-05T00:29:53.7Z,1,REGULAR,3pt,Jump Shot,[],1630792,93.77463863337714,95.83333333333334,1610612741,27,38,2022-02-05T00:29:59Z,1250000,229.0,6.0,1,right,M. Hill 3PT  (3 PTS) (D. DeRozan 3 AST),"[1630792, 201942]",1610612741.0,CHI,,,,Hill,M. Hill,,,,,22.93,Made,3.0,,,,,D. DeRozan,201942.0,3.0,,,,,,,,,,
127,PT01M43.00S,2022-02-05T00:30:05.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,5.863994743758213,46.32352941176471,1610612754,29,38,2022-02-05T00:30:10Z,1270000,18.0,3.0,1,left,C. LeVert driving DUNK (18 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,1.86,Made,18.0,,,,,,,,,,,,,,,,,
128,PT01M30.00S,2022-02-05T00:30:18.6Z,1,REGULAR,3pt,Jump Shot,[],1629744,70.12155059132719,79.90196078431373,1610612741,29,38,2022-02-05T00:30:24Z,1280000,150.0,228.0,1,right,MISS M. Thomas 27' 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,27.3,Missed,,,,,,,,,,,,,,,,,,
129,PT01M27.00S,2022-02-05T00:30:21.6Z,1,REGULAR,rebound,defensive,[],1629052,,,1610612754,29,38,2022-02-05T00:30:24Z,1290000,,,0,,O. Brissett REBOUND (Off:0 Def:1),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,128.0,1.0,1.0,0.0,,,,,,,,,,,,,
130,PT01M20.00S,2022-02-05T00:30:29.1Z,1,REGULAR,2pt,Jump Shot,[],1627747,5.075558475689881,31.862745098039213,1610612754,31,38,2022-02-05T00:30:36Z,1300000,91.0,-5.0,1,left,C. LeVert 9' driving floating Jump Shot (20 PTS),[1627747],1610612754.0,IND,driving floating,,,LeVert,C. LeVert,,,,,9.08,Made,20.0,,,,,,,,,,,,,,,,,
131,PT01M06.00S,2022-02-05T00:30:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,80.23981603153744,61.76470588235294,1610612741,31,40,2022-02-05T00:30:46Z,1310000,59.0,133.0,1,right,D. DeRozan 14' turnaround Jump Shot (8 PTS),[201942],1610612741.0,CHI,turnaround,,,DeRozan,D. DeRozan,,,,,14.56,Made,8.0,,,,,,,,,,,,,,,,,
132,PT00M52.90S,2022-02-05T00:30:58.1Z,1,REGULAR,turnover,lost ball,[],202362,,,1610612754,31,40,2022-02-05T00:31:21Z,1320000,,,0,,L. Stephenson lost ball TURNOVER (1 TO),[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,1.0,,,,
133,PT00M52.90S,2022-02-05T00:31:09.8Z,1,REGULAR,foul,personal,[],202362,,,1610612741,31,40,2022-02-05T00:31:14Z,1330000,,,0,,L. Stephenson loose ball personal FOUL (1 PF),"[202362, 1630792]",1610612754.0,IND,loose ball,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,101284.0,1.0,0.0,Hill,1630792.0,,,,,
135,PT00M52.90S,2022-02-05T00:31:19.7Z,1,REGULAR,substitution,out,[],1629076,,,1610612741,31,40,2022-02-05T00:31:27Z,1350000,,,0,,SUB out: T. Cook,[1629076],1610612741.0,CHI,,,,Cook,T. Cook,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M52.90S,2022-02-05T00:31:19.7Z,1,REGULAR,substitution,in,[],1628396,,,1610612741,31,40,2022-02-05T00:31:27Z,1360000,,,0,,SUB in: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M43.00S,2022-02-05T00:31:31.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630792,93.9060446780552,96.56862745098039,1610612741,31,40,2022-02-05T00:31:36Z,1370000,233.0,5.0,1,right,MISS M. Hill 3PT,[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,
138,PT00M39.30S,2022-02-05T00:31:35.0Z,1,REGULAR,rebound,offensive,[],1628396,,,1610612741,31,40,2022-02-05T00:31:42Z,1380000,,,0,,T. Bradley REBOUND (Off:1 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,137.0,1.0,0.0,1.0,,,,,,,,,,,,,
139,PT00M37.70S,2022-02-05T00:31:36.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",201942,68.15045992115637,58.333333333333336,1610612741,31,40,2022-02-05T00:31:44Z,1390000,42.0,247.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,25.04,Missed,,,,,,,,,,,,,,,,,,
140,PT00M34.60S,2022-02-05T00:31:39.7Z,1,REGULAR,rebound,defensive,[],1629617,,,1610612754,31,40,2022-02-05T00:31:40Z,1400000,,,0,,R. Perry REBOUND (Off:0 Def:1),[1629617],1610612754.0,IND,,,,Perry,R. Perry,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,
141,PT00M12.20S,2022-02-05T00:32:02.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,19.004599211563733,62.745098039215684,1610612754,33,40,2022-02-05T00:32:06Z,1410000,-64.0,126.0,1,left,C. LeVert 14' pullup Jump Shot (22 PTS),[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,14.13,Made,22.0,,,,,,,,,,,,,,,,,
142,PT00M02.50S,2022-02-05T00:32:14.8Z,1,REGULAR,2pt,Jump Shot,[],201942,94.03745072273325,10.049019607843137,1610612741,33,40,2022-02-05T00:32:22Z,1420000,-200.0,4.0,1,right,MISS D. DeRozan 19' fadeaway Shot,[201942],1610612741.0,CHI,fadeaway,,,DeRozan,D. DeRozan,,,,,19.98,Missed,,,,,,,,,,,,,,,,,,
143,PT00M02.50S,2022-02-05T00:32:14.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,33,40,2022-02-05T01:03:45Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,142.0,,,,,,,,,,,,,,,,
147,PT00M00.00S,2022-02-05T00:32:23.6Z,1,REGULAR,period,end,[],0,,,1610612741,33,40,2022-02-05T00:32:23Z,1470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2022-02-05T00:34:21.6Z,2,REGULAR,substitution,out,['startperiod'],1627747,,,1610612741,33,40,2022-02-05T00:34:56Z,1480000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2022-02-05T00:34:21.6Z,2,REGULAR,substitution,in,['startperiod'],1630613,,,1610612741,33,40,2022-02-05T00:34:56Z,1490000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2022-02-05T00:35:01.5Z,2,REGULAR,period,start,[],0,,,1610612754,33,40,2022-02-05T00:35:01Z,1500000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT11M55.00S,2022-02-05T00:35:07.5Z,2,REGULAR,foul,personal,[],1630792,,,1610612754,33,40,2022-02-05T00:35:14Z,1510000,,,0,,M. Hill personal FOUL (1 PF),"[1630792, 202362]",1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,,,,,,,,101284.0,1.0,0.0,Stephenson,202362.0,,,,,
153,PT11M49.00S,2022-02-05T00:35:30.9Z,2,REGULAR,3pt,Jump Shot,[],1630613,27.151773981603156,79.65686274509804,1610612754,36,40,2022-02-05T00:35:36Z,1530000,-148.0,203.0,1,left,D. Washington Jr. 25' 3PT pullup (3 PTS) (L. Stephenson 2 AST),"[1630613, 202362]",1610612754.0,IND,pullup,,,Washington Jr.,D. Washington Jr.,,,,,25.12,Made,3.0,,,,,L. Stephenson,202362.0,2.0,,,,,,,,,,
155,PT11M31.00S,2022-02-05T00:35:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628972,92.59198423127464,95.34313725490196,1610612741,36,40,2022-02-05T00:35:53Z,1550000,227.0,17.0,1,right,MISS T. Brown Jr. 3PT,[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,22.73,Missed,,,,,,,,,,,,,,,,,,
156,PT11M27.00S,2022-02-05T00:35:52.1Z,2,REGULAR,rebound,offensive,[],1628396,,,1610612741,36,40,2022-02-05T00:35:53Z,1560000,,,0,,T. Bradley REBOUND (Off:2 Def:0),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,155.0,2.0,0.0,2.0,,,,,,,,,,,,,
157,PT11M26.00S,2022-02-05T00:35:53.5Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629744,78.0059132720105,32.1078431372549,1610612741,36,42,2022-02-05T00:36:00Z,1570000,-89.0,154.0,1,right,M. Thomas 17' pullup Jump Shot (5 PTS) (T. Bradley 1 AST),"[1629744, 1628396]",1610612741.0,CHI,pullup,,,Thomas,M. Thomas,,,,,17.83,Made,5.0,,,,,T. Bradley,1628396.0,1.0,,,,,,,,,,
159,PT11M10.00S,2022-02-05T00:36:08.4Z,2,REGULAR,2pt,Jump Shot,[],1629617,23.866622864651774,29.411764705882355,1610612754,38,42,2022-02-05T00:36:13Z,1590000,103.0,172.0,1,left,R. Perry 20' pullup Jump Shot (2 PTS) (D. Washington Jr. 1 AST),"[1629617, 1630613]",1610612754.0,IND,pullup,,,Perry,R. Perry,,,,,20.03,Made,2.0,,,,,D. Washington Jr.,1630613.0,1.0,,,,,,,,,,
161,PT10M56.00S,2022-02-05T00:36:25.4Z,2,REGULAR,turnover,traveling,[],201942,,,1610612741,38,42,2022-02-05T00:36:35Z,1610000,,,0,,D. DeRozan traveling TURNOVER (2 TO),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204059.0,,,,,2.0,,,,
162,PT10M56.00S,2022-02-05T00:36:33.0Z,2,REGULAR,substitution,out,[],1629052,,,1610612754,38,42,2022-02-05T00:36:37Z,1620000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M56.00S,2022-02-05T00:36:33.0Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,38,42,2022-02-05T00:36:37Z,1630000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M46.00S,2022-02-05T00:36:51.8Z,2,REGULAR,foul,personal,[],201942,,,1610612754,38,42,2022-02-05T00:36:58Z,1640000,,,0,,D. DeRozan personal FOUL (1 PF),"[201942, 1629617]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,204059.0,1.0,0.0,Perry,1629617.0,,,,,
166,PT10M42.00S,2022-02-05T00:37:12.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630613,22.28975032851511,91.17647058823529,1610612754,38,42,2022-02-05T00:37:16Z,1660000,-206.0,157.0,1,left,MISS D. Washington Jr. 25' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,
167,PT10M39.00S,2022-02-05T00:37:15.1Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612741,38,42,2022-02-05T00:37:16Z,1670000,,,0,,T. Brown Jr. REBOUND (Off:0 Def:4),[1628972],1610612741.0,CHI,,,,Brown Jr.,T. Brown Jr.,,,,,,,,166.0,4.0,4.0,0.0,,,,,,,,,,,,,
168,PT10M33.00S,2022-02-05T00:37:20.8Z,2,REGULAR,2pt,Jump Shot,[],201942,85.62746386333771,21.323529411764707,1610612741,38,42,2022-02-05T00:37:55Z,1680000,-143.0,83.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,16.55,Missed,,,,,,,,,,,,,,,,,,
169,PT10M32.00S,2022-02-05T00:37:21.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,38,42,2022-02-05T00:37:36Z,1690000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,
170,PT10M32.00S,2022-02-05T00:37:33.5Z,2,REGULAR,foul,personal,[],1628396,,,1610612754,38,42,2022-02-05T00:38:13Z,1700000,,,0,,T. Bradley loose ball personal FOUL (1 PF),"[1628396, 203087]",1610612741.0,CHI,loose ball,,,Bradley,T. Bradley,,,,,,,,,,,,,,,204059.0,1.0,0.0,Lamb,203087.0,,,,,
172,PT10M22.00S,2022-02-05T00:37:45.1Z,2,REGULAR,2pt,Jump Shot,[],202362,25.04927726675427,67.8921568627451,1610612754,38,42,2022-02-05T00:38:25Z,1720000,-89.0,183.0,1,left,MISS L. Stephenson 20' pullup Shot,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,20.37,Missed,,,,,,,,,,,,,,,,,,
173,PT10M17.00S,2022-02-05T00:37:49.7Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,38,42,2022-02-05T00:37:49Z,1730000,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,
174,PT10M12.00S,2022-02-05T00:37:57.5Z,2,REGULAR,foul,personal,['2freethrow'],1629617,,,1610612741,38,42,2022-02-05T00:38:01Z,1740000,,,0,,R. Perry shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629617, 201942]",1610612754.0,IND,shooting,,,Perry,R. Perry,,,,,,,,,,,,,,,204058.0,1.0,0.0,DeRozan,201942.0,,,,,
176,PT10M12.00S,2022-02-05T00:38:22.4Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612741,38,43,2022-02-05T00:38:22Z,1760000,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
177,PT10M12.00S,2022-02-05T00:38:37.1Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612741,38,44,2022-02-05T00:38:37Z,1770000,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
178,PT10M02.00S,2022-02-05T00:38:50.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202362,8.886333771353483,41.42156862745098,1610612754,38,44,2022-02-05T00:38:55Z,1780000,43.0,31.0,1,left,MISS L. Stephenson driving Layup - blocked,"[202362, 201942]",1610612754.0,IND,driving,,,Stephenson,L. Stephenson,,,,,5.29,Missed,,,,,,,,,,,,,,,,,DeRozan,201942.0
179,PT10M02.00S,2022-02-05T00:38:50.1Z,2,REGULAR,block,,[],201942,,,1610612754,38,44,2022-02-05T00:38:52Z,1790000,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M00.00S,2022-02-05T00:38:52.1Z,2,REGULAR,rebound,defensive,[],201942,,,1610612741,38,44,2022-02-05T00:38:55Z,1800000,,,0,,D. DeRozan REBOUND (Off:0 Def:2),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,178.0,2.0,2.0,0.0,,,,,,,,,,,,,
181,PT09M55.00S,2022-02-05T00:38:57.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629744,94.69448094612353,3.1862745098039214,1610612741,38,44,2022-02-05T00:39:38Z,1810000,-234.0,-3.0,1,right,MISS M. Thomas 3PT,[1629744],1610612741.0,CHI,,,,Thomas,M. Thomas,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
182,PT09M51.00S,2022-02-05T00:39:01.3Z,2,REGULAR,rebound,offensive,[],1630792,,,1610612741,38,44,2022-02-05T00:39:38Z,1820000,,,0,,M. Hill REBOUND (Off:1 Def:1),[1630792],1610612741.0,CHI,,,,Hill,M. Hill,,,,,,,,181.0,2.0,1.0,1.0,,,,,,,,,,,,,
183,PT09M41.00S,2022-02-05T00:39:10.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,75.3777923784494,54.166666666666664,1610612741,38,44,2022-02-05T00:39:15Z,1830000,21.0,179.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,18.01,Missed,,,,,,,,,,,,,,,,,,
184,PT09M37.00S,2022-02-05T00:39:14.6Z,2,REGULAR,rebound,defensive,[],1630613,,,1610612754,38,44,2022-02-05T00:39:15Z,1840000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:1),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,183.0,1.0,1.0,0.0,,,,,,,,,,,,,
