actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
90,PT03M54.00S,2021-12-09T00:28:08.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,92.50985545335085,44.604013480392155,1610612754,22,16,2021-12-09T00:28:28Z,900000,-27.0,18.0,1,right,C. Duarte cutting Layup (12 PTS) (D. Sabonis 3 AST),"[1630537, 1627734]",1610612754.0,IND,cutting,,,Duarte,C. Duarte,,,,,,,,,,Made,12.0,3.24,,,,,,,,D. Sabonis,1627734.0,3.0,,,
92,PT03M38.00S,2021-12-09T00:28:22.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,9.411957950065702,49.26470588235294,1610612752,22,18,2021-12-09T00:28:29Z,920000,4.0,36.0,1,left,D. Rose driving floating Jump Shot (4 PTS),[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,Made,4.0,3.62,,,,,,,,,,,,,
93,PT03M28.00S,2021-12-09T00:28:33.7Z,1,REGULAR,3pt,Jump Shot,[],1626167,73.01248357424441,83.08823529411765,1610612754,22,18,2021-12-09T00:28:38Z,930000,165.0,201.0,1,right,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,26.05,,,,,,,,,,,,,
94,PT03M24.00S,2021-12-09T00:28:36.9Z,1,REGULAR,rebound,offensive,[],1627734,,,1610612754,22,18,2021-12-09T00:28:36Z,940000,,,0,,D. Sabonis REBOUND (Off:1 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,93.0,3.0,2.0,1.0,,,,,,,,,
95,PT03M20.00S,2021-12-09T00:28:41.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627734,67.09921156373193,52.450980392156865,1610612754,25,18,2021-12-09T00:28:45Z,950000,12.0,257.0,1,right,D. Sabonis 25' 3PT  (5 PTS) (C. Duarte 1 AST),"[1627734, 1630537]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,5.0,25.71,,,,,,,,C. Duarte,1630537.0,1.0,,,
97,PT03M01.00S,2021-12-09T00:29:00.1Z,1,REGULAR,2pt,Jump Shot,[],203095,22.683968462549277,74.26470588235294,1610612752,25,18,2021-12-09T00:29:05Z,970000,-121.0,161.0,1,left,MISS E. Fournier 20' step back Shot,[203095],1610612752.0,NYK,step back,,,Fournier,E. Fournier,,,,,,,,,,Missed,,20.13,,,,,,,,,,,,,
98,PT02M57.00S,2021-12-09T00:29:04.1Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,25,18,2021-12-09T00:29:05Z,980000,,,0,,C. Duarte REBOUND (Off:0 Def:1),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,97.0,1.0,1.0,0.0,,,,,,,,,
99,PT02M55.00S,2021-12-09T00:29:08.5Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612754,25,18,2021-12-09T00:29:34Z,990000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Duarte 2 FT),"[1629628, 1630537]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,1155.0,1.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
101,PT02M55.00S,2021-12-09T00:29:39.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1630537,,,1610612754,26,18,2021-12-09T00:29:39Z,1010000,,,0,,C. Duarte Free Throw 1 of 2 (13 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
102,PT02M55.00S,2021-12-09T00:29:39.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612754,26,18,2021-12-09T00:29:48Z,1020000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT02M55.00S,2021-12-09T00:29:39.9Z,1,REGULAR,substitution,out,[],203095,,,1610612754,26,18,2021-12-09T00:29:48Z,1030000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M55.00S,2021-12-09T00:29:39.9Z,1,REGULAR,substitution,in,[],1629052,,,1610612754,26,18,2021-12-09T00:29:48Z,1040000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M55.00S,2021-12-09T00:29:39.9Z,1,REGULAR,substitution,in,[],1630193,,,1610612754,26,18,2021-12-09T00:29:48Z,1050000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M55.00S,2021-12-09T00:29:57.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1630537,,,1610612754,27,18,2021-12-09T00:29:57Z,1060000,,,0,,C. Duarte Free Throw 2 of 2 (14 PTS),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
107,PT02M42.00S,2021-12-09T00:30:14.9Z,1,REGULAR,3pt,Jump Shot,[],1629628,17.69053876478318,94.85294117647058,1610612752,27,21,2021-12-09T00:30:19Z,1070000,-224.0,114.0,1,left,R. Barrett 25' 3PT  (8 PTS) (D. Rose 1 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,8.0,25.15,,,,,,,,D. Rose,201565.0,1.0,,,
109,PT02M29.00S,2021-12-09T00:30:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629052,93.11760840998686,45.588235294117645,1610612754,29,21,2021-12-09T00:30:30Z,1090000,-22.0,12.0,1,right,O. Brissett cutting Layup (2 PTS) (M. Brogdon 3 AST),"[1629052, 1627763]",1610612754.0,IND,cutting,,,Brissett,O. Brissett,,,,,,,,,,Made,2.0,2.52,,,,,,,,M. Brogdon,1627763.0,3.0,,,
111,PT02M20.00S,2021-12-09T00:30:43.6Z,1,REGULAR,timeout,full,['team'],0,,,1610612752,29,21,2021-12-09T00:30:43Z,1110000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M13.00S,2021-12-09T00:32:30.9Z,1,REGULAR,3pt,Jump Shot,[],203944,22.158344283837057,7.598039215686274,1610612752,29,24,2021-12-09T00:32:36Z,1120000,212.0,156.0,1,left,J. Randle 26' 3PT  (5 PTS) (D. Rose 2 AST),"[203944, 201565]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,5.0,26.31,,,,,,,,D. Rose,201565.0,2.0,,,
114,PT02M01.00S,2021-12-09T00:32:43.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.11760840998686,45.588235294117645,1610612754,31,24,2021-12-09T00:32:47Z,1140000,-22.0,12.0,1,right,M. Brogdon driving reverse Layup (8 PTS),[1627763],1610612754.0,IND,driving reverse,,,Brogdon,M. Brogdon,,,,,,,,,,Made,8.0,2.52,,,,,,,,,,,,,
115,PT01M44.00S,2021-12-09T00:32:58.7Z,1,REGULAR,2pt,Jump Shot,[],1630193,5.995400788436268,79.41176470588235,1610612752,31,26,2021-12-09T00:33:03Z,1150000,-147.0,4.0,1,left,I. Quickley 14' driving floating Jump Shot (2 PTS),[1630193],1610612752.0,NYK,driving floating,,,Quickley,I. Quickley,,,,,,,,,,Made,2.0,14.72,,,,,,,,,,,,,
117,PT01M38.00S,2021-12-09T00:33:04.9Z,1,REGULAR,turnover,bad pass,[],1627763,,,1610612754,31,26,2021-12-09T00:33:09Z,1170000,,,0,,M. Brogdon bad pass TURNOVER (1 TO),"[1627763, 1630193]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,1.0,Quickley,1630193.0,,,,,,
118,PT01M38.00S,2021-12-09T00:33:04.9Z,1,REGULAR,steal,,[],1630193,,,1610612752,31,26,2021-12-09T00:33:07Z,1180000,,,0,,I. Quickley STEAL (1 STL),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M23.00S,2021-12-09T00:33:19.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203944,28.991458607095925,77.20588235294117,1610612752,31,29,2021-12-09T00:33:24Z,1190000,-136.0,220.0,1,left,J. Randle 25' 3PT  (8 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Made,8.0,25.86,,,,,,,,R. Barrett,1629628.0,1.0,,,
121,PT01M12.00S,2021-12-09T00:33:30.9Z,1,REGULAR,2pt,Jump Shot,[],1627763,77.08607095926413,50.98039215686274,1610612754,33,29,2021-12-09T00:33:35Z,1210000,5.0,163.0,1,right,M. Brogdon 16' driving floating Jump Shot (10 PTS),[1627763],1610612754.0,IND,driving floating,,,Brogdon,M. Brogdon,,,,,,,,,,Made,10.0,16.3,,,,,,,,,,,,,
122,PT00M58.60S,2021-12-09T00:33:44.9Z,1,REGULAR,3pt,Jump Shot,[],203944,6.389618922470433,96.81372549019608,1610612752,33,29,2021-12-09T00:33:49Z,1220000,-234.0,8.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,23.42,,,,,,,,,,,,,
123,PT00M56.10S,2021-12-09T00:33:47.4Z,1,REGULAR,rebound,defensive,[],1630537,,,1610612754,33,29,2021-12-09T00:33:49Z,1230000,,,0,,C. Duarte REBOUND (Off:0 Def:2),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,122.0,2.0,2.0,0.0,,,,,,,,,
124,PT00M48.70S,2021-12-09T00:33:55.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,85.89027595269383,49.01960784313725,1610612754,35,29,2021-12-09T00:33:59Z,1240000,-5.0,80.0,1,right,M. Turner 8' turnaround Jump Shot (4 PTS) (C. Duarte 2 AST),"[1626167, 1630537]",1610612754.0,IND,turnaround,,,Turner,M. Turner,,,,,,,,,,Made,4.0,8.02,,,,,,,,C. Duarte,1630537.0,2.0,,,
126,PT00M33.50S,2021-12-09T00:34:14.4Z,1,REGULAR,foul,offensive,[],1629628,,,1610612752,35,29,2021-12-09T00:34:20Z,1260000,,,0,,R. Barrett charge offensive FOUL (2 PF),"[1629628, 1630537]",1610612752.0,NYK,charge,,,Barrett,R. Barrett,,,,,1155.0,2.0,0.0,Duarte,1630537.0,,,,,,,,,,,,,,,,
128,PT00M33.50S,2021-12-09T00:34:14.4Z,1,REGULAR,turnover,offensive foul,[],1629628,,,1610612752,35,29,2021-12-09T00:34:14Z,1280000,,,0,,R. Barrett offensive foul TURNOVER (1 TO),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,1155.0,,,,,,,,,,,,1.0,,,,,,,,
129,PT00M16.70S,2021-12-09T00:34:48.8Z,1,REGULAR,foul,personal,['2freethrow'],1629011,,,1610612754,35,29,2021-12-09T00:34:55Z,1290000,,,0,,M. Robinson shooting personal FOUL (2 PF) (Turner 2 FT),"[1629011, 1626167]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,1830.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,,
131,PT00M16.70S,2021-12-09T00:35:11.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626167,,,1610612754,35,29,2021-12-09T00:35:11Z,1310000,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,,,,,,,,,,,,,,
132,PT00M16.70S,2021-12-09T00:35:11.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,35,29,2021-12-09T00:35:11Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,
133,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,35,29,2021-12-09T00:35:38Z,1330000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,out,[],1627763,,,1610612754,35,29,2021-12-09T00:35:38Z,1340000,,,0,,SUB out: M. Brogdon,[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,out,[],203087,,,1610612754,35,29,2021-12-09T00:35:38Z,1350000,,,0,,SUB out: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,in,[],1629103,,,1610612754,35,29,2021-12-09T00:35:38Z,1360000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,in,[],202954,,,1610612754,35,29,2021-12-09T00:35:38Z,1370000,,,0,,SUB in: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT00M16.70S,2021-12-09T00:35:12.2Z,1,REGULAR,substitution,in,[],1628470,,,1610612754,35,29,2021-12-09T00:35:38Z,1380000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M16.70S,2021-12-09T00:35:47.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626167,,,1610612754,36,29,2021-12-09T00:35:47Z,1390000,,,0,,M. Turner Free Throw 2 of 2 (5 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
141,PT00M00.00S,2021-12-09T00:36:16.8Z,1,REGULAR,instantreplay,request,[],0,,,1610612752,36,29,2021-12-09T00:37:18Z,1410000,,,0,,,[],,,overturned,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,End Period - No Basket
142,PT00M00.00S,2021-12-09T00:38:13.7Z,1,REGULAR,period,end,[],0,,,1610612752,36,29,2021-12-09T00:38:13Z,1420000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2021-12-09T00:38:22.6Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612752,36,29,2021-12-09T00:39:17Z,1430000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2021-12-09T00:38:22.6Z,2,REGULAR,substitution,out,['startperiod'],203944,,,1610612752,36,29,2021-12-09T00:39:17Z,1440000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2021-12-09T00:38:22.6Z,2,REGULAR,substitution,in,['startperiod'],1627747,,,1610612752,36,29,2021-12-09T00:39:17Z,1450000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-12-09T00:38:22.6Z,2,REGULAR,substitution,in,['startperiod'],1630167,,,1610612752,36,29,2021-12-09T00:39:17Z,1460000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-12-09T00:39:40.6Z,2,REGULAR,period,start,[],0,,,1610612754,36,29,2021-12-09T00:39:40Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M49.00S,2021-12-09T00:39:50.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626167,94.43166885676742,49.26470588235294,1610612754,38,29,2021-12-09T00:39:55Z,1480000,-4.0,0.0,1,right,M. Turner cutting DUNK (7 PTS) (C. LeVert 2 AST),"[1626167, 1627747]",1610612754.0,IND,cutting,,,Turner,M. Turner,,,,,,,,,,Made,7.0,0.37,,,,,,,,C. LeVert,1627747.0,2.0,,,
150,PT11M29.00S,2021-12-09T00:40:12.1Z,2,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,38,29,2021-12-09T00:40:18Z,1500000,,,0,,R. Barrett step out-of-bounds TURNOVER (2 TO),[1629628],1610612752.0,NYK,step,,,Barrett,R. Barrett,,,,,1830.0,,,,,,,,,,,,2.0,,,,,,,,
151,PT11M19.00S,2021-12-09T00:40:34.7Z,2,REGULAR,foul,personal,[],1630193,,,1610612754,38,29,2021-12-09T00:40:58Z,1510000,,,0,,I. Quickley personal FOUL (1 PF),"[1630193, 202954]",1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,1627961.0,1.0,0.0,Wanamaker,202954.0,,,,,,,,,,,,,,,,
153,PT11M13.00S,2021-12-09T00:40:56.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627747,93.24901445466492,48.77450980392157,1610612754,40,29,2021-12-09T00:41:03Z,1530000,-6.0,11.0,1,right,C. LeVert driving Layup (2 PTS) (K. Martin 1 AST),"[1627747, 1629103]",1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,,,,,,Made,2.0,1.26,,,,,,,,K. Martin,1629103.0,1.0,,,
154,PT11M01.00S,2021-12-09T00:41:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201565,15.588042049934298,61.274509803921575,1610612752,40,29,2021-12-09T00:41:12Z,1540000,-56.0,94.0,1,left,MISS D. Rose 10' driving floating Shot,[201565],1610612752.0,NYK,driving floating,,,Rose,D. Rose,,,,,,,,,,Missed,,10.96,,,,,,,,,,,,,
155,PT10M58.00S,2021-12-09T00:41:11.9Z,2,REGULAR,rebound,offensive,[],201565,,,1610612752,40,29,2021-12-09T00:41:11Z,1550000,,,0,,D. Rose REBOUND (Off:2 Def:0),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,154.0,2.0,0.0,2.0,,,,,,,,,
156,PT10M57.00S,2021-12-09T00:41:13.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,30.17411300919842,73.0392156862745,1610612752,40,29,2021-12-09T00:41:21Z,1560000,-115.0,231.0,1,left,MISS I. Quickley 25' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,25.82,,,,,,,,,,,,,
157,PT10M52.00S,2021-12-09T00:41:18.5Z,2,REGULAR,rebound,defensive,[],1627747,,,1610612754,40,29,2021-12-09T00:41:21Z,1570000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,156.0,2.0,2.0,0.0,,,,,,,,,
158,PT10M47.00S,2021-12-09T00:41:24.6Z,2,REGULAR,foul,personal,[],1630167,,,1610612754,40,29,2021-12-09T00:41:45Z,1580000,,,0,,O. Toppin personal FOUL (1 PF),"[1630167, 1627747]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,1830.0,1.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
161,PT10M47.00S,2021-12-09T00:41:36.3Z,2,REGULAR,substitution,out,[],1626167,,,1610612754,40,29,2021-12-09T00:41:43Z,1600000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M47.00S,2021-12-09T00:41:36.3Z,2,REGULAR,substitution,out,[],1629628,,,1610612754,40,29,2021-12-09T00:41:43Z,1610000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT10M47.00S,2021-12-09T00:41:36.3Z,2,REGULAR,substitution,in,[],1627734,,,1610612754,40,29,2021-12-09T00:41:43Z,1620000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT10M47.00S,2021-12-09T00:41:36.3Z,2,REGULAR,substitution,in,[],202692,,,1610612754,40,29,2021-12-09T00:41:43Z,1630000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M38.00S,2021-12-09T00:41:55.9Z,2,REGULAR,2pt,Jump Shot,[],1627747,92.46057818659659,67.64705882352942,1610612754,40,29,2021-12-09T00:42:01Z,1640000,88.0,18.0,1,right,MISS C. LeVert 9' fadeaway Shot,[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,,,,,,Missed,,9.01,,,,,,,,,,,,,
166,PT10M35.00S,2021-12-09T00:41:58.9Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,40,29,2021-12-09T00:42:01Z,1650000,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,165.0,1.0,0.0,1.0,,,,,,,,,
167,PT10M34.00S,2021-12-09T00:42:00.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629103,75.64060446780552,12.990196078431374,1610612754,40,29,2021-12-09T00:42:05Z,1660000,-185.0,176.0,1,right,MISS K. Martin 25' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,Missed,,25.57,,,,,,,,,,,,,
168,PT10M31.00S,2021-12-09T00:42:03.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,40,29,2021-12-09T00:42:05Z,1670000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,167.0,1.0,1.0,0.0,,,,,,,,,
169,PT10M11.00S,2021-12-09T00:42:23.3Z,2,REGULAR,2pt,Jump Shot,[],1630193,10.463206307490145,31.372549019607842,1610612752,40,29,2021-12-09T00:42:28Z,1680000,93.0,46.0,1,left,MISS I. Quickley 10' turnaround bank Shot,[1630193],1610612752.0,NYK,turnaround bank,,,Quickley,I. Quickley,,,,,,,,,,Missed,,10.38,,,,,,,,,,,,,
170,PT10M07.00S,2021-12-09T00:42:27.3Z,2,REGULAR,rebound,offensive,[],202692,,,1610612752,40,29,2021-12-09T00:42:28Z,1690000,,,0,,A. Burks REBOUND (Off:1 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,169.0,2.0,1.0,1.0,,,,,,,,,
171,PT10M06.00S,2021-12-09T00:42:27.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202692,5.601182654402102,55.392156862745104,1610612752,40,31,2021-12-09T00:42:33Z,1700000,-27.0,0.0,1,left,A. Burks putback Layup (6 PTS),[202692],1610612752.0,NYK,putback,,,Burks,A. Burks,,,,,,,,,,Made,6.0,2.7,,,,,,,,,,,,,
172,PT09M53.00S,2021-12-09T00:42:41.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202954,92.59198423127464,45.588235294117645,1610612754,40,31,2021-12-09T00:42:45Z,1710000,-22.0,17.0,1,right,MISS B. Wanamaker driving Layup,[202954],1610612754.0,IND,driving,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,2.79,,,,,,,,,,,,,
173,PT09M49.00S,2021-12-09T00:42:45.2Z,2,REGULAR,rebound,offensive,[],1627734,,,1610612754,40,31,2021-12-09T00:42:45Z,1720000,,,0,,D. Sabonis REBOUND (Off:2 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,172.0,4.0,2.0,2.0,,,,,,,,,
174,PT09M49.00S,2021-12-09T00:42:44.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627734,94.40999984741211,50.0,1610612754,42,31,2021-12-09T00:42:44Z,1730000,0.0,0.0,1,right,D. Sabonis tip Layup (7 PTS),[1627734],1610612754.0,IND,tip,,,Sabonis,D. Sabonis,,,,,,,,,,Made,7.0,0.0,,,,,,,,,,,,,
175,PT09M43.00S,2021-12-09T00:42:50.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,6.521024967148489,46.81372549019608,1610612752,42,33,2021-12-09T00:42:55Z,1740000,16.0,9.0,1,left,D. Rose driving reverse Layup (6 PTS),[201565],1610612752.0,NYK,driving reverse,,,Rose,D. Rose,,,,,,,,,,Made,6.0,1.82,,,,,,,,,,,,,
176,PT09M15.00S,2021-12-09T00:43:19.0Z,2,REGULAR,2pt,Jump Shot,[],202954,75.1149802890933,63.970588235294116,1610612754,42,33,2021-12-09T00:43:23Z,1750000,70.0,181.0,1,right,MISS B. Wanamaker 19' driving floating Shot,[202954],1610612754.0,IND,driving floating,,,Wanamaker,B. Wanamaker,,,,,,,,,,Missed,,19.44,,,,,,,,,,,,,
177,PT09M12.00S,2021-12-09T00:43:22.7Z,2,REGULAR,rebound,defensive,[],1630193,,,1610612752,42,33,2021-12-09T00:43:22Z,1760000,,,0,,I. Quickley REBOUND (Off:0 Def:1),[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,
178,PT09M08.00S,2021-12-09T00:43:26.4Z,2,REGULAR,2pt,Layup,['fastbreak'],201565,7.835085413929041,68.13725490196079,1610612752,42,33,2021-12-09T00:43:43Z,1770000,-91.0,21.0,1,left,MISS D. Rose 9' running alley-oop Layup,[201565],1610612752.0,NYK,running alley-oop,,,Rose,D. Rose,,,,,,,,,,Missed,,9.31,,,,,,,,,,,,,
179,PT09M05.00S,2021-12-09T00:43:29.4Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612752,42,33,2021-12-09T00:43:31Z,1780000,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,
180,PT09M05.00S,2021-12-09T00:43:29.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,5.590000152587891,50.0,1610612752,42,35,2021-12-09T00:43:29Z,1790000,0.0,0.0,1,left,O. Toppin tip Layup (2 PTS),[1630167],1610612752.0,NYK,tip,,,Toppin,O. Toppin,,,,,,,,,,Made,2.0,0.0,,,,,,,,,,,,,
