actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
370,PT08M16.00S,2021-12-09T01:32:31.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,87.72996057818659,44.85294117647059,1610612752,80,63,2021-12-09T01:32:35Z,3660000,-26.0,63.0,1,right,R. Barrett 6' driving floating Jump Shot (10 PTS),[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,,,,Made,10.0,6.79,,,,,,,,,,,,,
371,PT07M58.00S,2021-12-09T01:32:49.4Z,3,REGULAR,3pt,Jump Shot,[],1627747,24.917871222076215,84.55882352941177,1610612754,80,63,2021-12-09T01:32:53Z,3670000,-173.0,182.0,1,left,MISS C. LeVert 25' pullup 3PT,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,,,,,,Missed,,25.07,,,,,,,,,,,,,
372,PT07M55.00S,2021-12-09T01:32:52.4Z,3,REGULAR,rebound,defensive,[],201959,,,1610612752,80,63,2021-12-09T01:32:53Z,3680000,,,0,,T. Gibson REBOUND (Off:2 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,371.0,4.0,2.0,2.0,,,,,,,,,
373,PT07M34.00S,2021-12-09T01:33:17.8Z,3,REGULAR,foul,personal,['3freethrow'],1626167,,,1610612752,80,63,2021-12-09T01:33:23Z,3690000,,,0,,M. Turner shooting personal FOUL (1 PF) (Barrett 3 FT),"[1626167, 1629628]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,1627961.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
375,PT07M34.00S,2021-12-09T01:33:37.1Z,3,REGULAR,freethrow,1 of 3,[],1629628,,,1610612752,80,64,2021-12-09T01:33:37Z,3710000,,,0,,R. Barrett Free Throw 1 of 3 (11 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
376,PT07M34.00S,2021-12-09T01:33:49.2Z,3,REGULAR,freethrow,2 of 3,[],1629628,,,1610612752,80,65,2021-12-09T01:33:49Z,3720000,,,0,,R. Barrett Free Throw 2 of 3 (12 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,12.0,,,,,,,,,,,,,,
377,PT07M34.00S,2021-12-09T01:34:00.0Z,3,REGULAR,freethrow,3 of 3,[],1629628,,,1610612752,80,66,2021-12-09T01:34:00Z,3730000,,,0,,R. Barrett Free Throw 3 of 3 (13 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
378,PT07M13.00S,2021-12-09T01:34:25.9Z,3,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612754,80,66,2021-12-09T01:34:35Z,3740000,,,0,,R. Barrett shooting personal FOUL (3 PF) (Turner 2 FT),"[1629628, 1626167]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,1155.0,3.0,0.0,Turner,1626167.0,,,,,,,,,,,,,,,,
380,PT07M13.00S,2021-12-09T01:34:51.2Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,81,66,2021-12-09T01:34:51Z,3760000,,,0,,M. Turner Free Throw 1 of 2 (16 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
381,PT07M13.00S,2021-12-09T01:35:04.5Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,82,66,2021-12-09T01:35:04Z,3770000,,,0,,M. Turner Free Throw 2 of 2 (17 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
382,PT07M04.00S,2021-12-09T01:35:16.3Z,3,REGULAR,3pt,Jump Shot,[],1629628,73.53810775295663,83.57843137254902,1610612752,82,66,2021-12-09T01:35:23Z,3780000,168.0,196.0,1,right,MISS R. Barrett 25' step back 3PT,[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,,,,,,Missed,,25.82,,,,,,,,,,,,,
383,PT07M00.00S,2021-12-09T01:35:20.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,82,66,2021-12-09T01:35:23Z,3790000,,,0,,D. Sabonis REBOUND (Off:4 Def:5),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,382.0,9.0,5.0,4.0,,,,,,,,,
384,PT06M38.00S,2021-12-09T01:35:43.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,11.777266754270697,39.46078431372549,1610612754,82,66,2021-12-09T01:35:59Z,3800000,53.0,58.0,1,left,MISS M. Turner 7' Layup - blocked,"[1626167, 202692]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,7.85,,,,,,,,,,,Burks,202692.0,
385,PT06M38.00S,2021-12-09T01:35:43.6Z,3,REGULAR,block,,[],202692,,,1610612754,82,66,2021-12-09T01:35:47Z,3810000,,,0,,A. Burks BLOCK (1 BLK),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT06M38.00S,2021-12-09T01:35:43.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,82,66,2021-12-09T01:35:59Z,3820000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,384.0,,,,,,,,,,,,
387,PT06M38.00S,2021-12-09T01:35:50.3Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,82,66,2021-12-09T01:35:58Z,3830000,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,1830.0,,,,,,,,,,,,,,,,,,,,
388,PT06M23.00S,2021-12-09T01:36:13.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203944,86.28449408672799,50.245098039215684,1610612752,82,66,2021-12-09T01:36:18Z,3840000,1.0,76.0,1,right,MISS J. Randle 7' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,,,,,,Missed,,7.64,,,,,,,,,,,,,
389,PT06M19.00S,2021-12-09T01:36:17.7Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,82,66,2021-12-09T01:36:18Z,3850000,,,0,,M. Brogdon REBOUND (Off:0 Def:2),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,388.0,2.0,2.0,0.0,,,,,,,,,
390,PT06M19.00S,2021-12-09T01:36:19.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612754,82,66,2021-12-09T01:36:26Z,3860000,,,0,,E. Fournier take personal FOUL (3 PF) (LeVert 2 FT),"[203095, 1627747]",1610612752.0,NYK,take,,,Fournier,E. Fournier,,,,,1830.0,3.0,0.0,LeVert,1627747.0,,,,,,,,,,,,,,,,
392,PT06M19.00S,2021-12-09T01:36:43.1Z,3,REGULAR,freethrow,1 of 2,[],1627747,,,1610612754,83,66,2021-12-09T01:36:43Z,3880000,,,0,,C. LeVert Free Throw 1 of 2 (10 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,
393,PT06M19.00S,2021-12-09T01:36:57.0Z,3,REGULAR,freethrow,2 of 2,[],1627747,,,1610612754,84,66,2021-12-09T01:36:57Z,3890000,,,0,,C. LeVert Free Throw 2 of 2 (11 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,
394,PT06M11.00S,2021-12-09T01:37:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,81.02825229960578,47.30392156862745,1610612752,84,66,2021-12-09T01:37:15Z,3900000,-13.0,126.0,1,right,MISS R. Barrett 12' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,,,,,,Missed,,12.65,,,,,,,,,,,,,
395,PT06M07.00S,2021-12-09T01:37:14.0Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,84,66,2021-12-09T01:37:14Z,3910000,,,0,,R. Barrett REBOUND (Off:1 Def:0),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,394.0,1.0,0.0,1.0,,,,,,,,,
396,PT06M02.00S,2021-12-09T01:37:19.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629628,88.91261498028909,37.745098039215684,1610612752,84,68,2021-12-09T01:37:23Z,3920000,-61.0,52.0,1,right,R. Barrett 8' turnaround bank Jump Shot (15 PTS),[1629628],1610612752.0,NYK,turnaround bank,,,Barrett,R. Barrett,,,,,,,,,,Made,15.0,8.02,,,,,,,,,,,,,
397,PT05M49.00S,2021-12-09T01:37:31.4Z,3,REGULAR,3pt,Jump Shot,[],1626167,26.231931668856767,87.00980392156863,1610612754,84,68,2021-12-09T01:37:36Z,3930000,-185.0,194.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,Missed,,26.81,,,,,,,,,,,,,
398,PT05M48.00S,2021-12-09T01:37:32.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,84,68,2021-12-09T01:37:36Z,3940000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,397.0,,,,,,,,,,,,
399,PT05M48.00S,2021-12-09T01:37:37.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201959,,,1610612754,84,68,2021-12-09T01:37:43Z,3950000,,,0,,T. Gibson loose ball personal FOUL (2 PF) (Sabonis 2 FT),"[201959, 1627734]",1610612752.0,NYK,loose ball,,,Gibson,T. Gibson,,,,,1155.0,2.0,0.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,
401,PT05M48.00S,2021-12-09T01:38:05.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627734,,,1610612754,85,68,2021-12-09T01:38:05Z,3970000,,,0,,D. Sabonis Free Throw 1 of 2 (17 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
402,PT05M48.00S,2021-12-09T01:38:05.9Z,3,REGULAR,substitution,out,[],1626167,,,1610612754,85,68,2021-12-09T01:38:16Z,3980000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M48.00S,2021-12-09T01:38:05.9Z,3,REGULAR,substitution,out,[],202692,,,1610612754,85,68,2021-12-09T01:38:16Z,3990000,,,0,,SUB out: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M48.00S,2021-12-09T01:38:05.9Z,3,REGULAR,substitution,in,[],1629052,,,1610612754,85,68,2021-12-09T01:38:16Z,4000000,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M48.00S,2021-12-09T01:38:05.9Z,3,REGULAR,substitution,in,[],201565,,,1610612754,85,68,2021-12-09T01:38:16Z,4010000,,,0,,SUB in: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M48.00S,2021-12-09T01:38:26.1Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627734,,,1610612754,86,68,2021-12-09T01:38:26Z,4020000,,,0,,D. Sabonis Free Throw 2 of 2 (18 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
407,PT05M29.00S,2021-12-09T01:38:48.8Z,3,REGULAR,foul,personal,[],1627763,,,1610612752,86,68,2021-12-09T01:38:54Z,4030000,,,0,,M. Brogdon personal FOUL (1 PF),"[1627763, 203944]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,1830.0,1.0,0.0,Randle,203944.0,,,,,,,,,,,,,,,,
409,PT05M24.00S,2021-12-09T01:39:10.9Z,3,REGULAR,3pt,Jump Shot,[],1629628,67.23061760840999,63.970588235294116,1610612752,86,71,2021-12-09T01:39:15Z,4050000,70.0,256.0,1,right,R. Barrett 26' 3PT  (18 PTS) (D. Rose 5 AST),"[1629628, 201565]",1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Made,18.0,26.49,,,,,,,,D. Rose,201565.0,5.0,,,
411,PT05M00.00S,2021-12-09T01:39:34.1Z,3,REGULAR,3pt,Jump Shot,[],1629052,21.895532194480946,91.42156862745098,1610612754,86,71,2021-12-09T01:39:38Z,4070000,-207.0,153.0,1,left,MISS O. Brissett 25' 3PT,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,Missed,,25.77,,,,,,,,,,,,,
412,PT04M56.00S,2021-12-09T01:39:38.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,86,71,2021-12-09T01:39:38Z,4080000,,,0,,J. Randle REBOUND (Off:1 Def:6),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,411.0,7.0,6.0,1.0,,,,,,,,,
413,PT04M42.00S,2021-12-09T01:39:51.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,86.94152431011827,37.99019607843137,1610612752,86,71,2021-12-09T01:39:57Z,4090000,-60.0,70.0,1,right,MISS E. Fournier 9' turnaround fadeaway Shot,[203095],1610612752.0,NYK,turnaround fadeaway,,,Fournier,E. Fournier,,,,,,,,,,Missed,,9.23,,,,,,,,,,,,,
414,PT04M39.00S,2021-12-09T01:39:54.9Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,86,71,2021-12-09T01:39:57Z,4100000,,,0,,O. Brissett REBOUND (Off:2 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,413.0,4.0,2.0,2.0,,,,,,,,,
415,PT04M35.00S,2021-12-09T01:40:01.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203095,,,1610612754,86,71,2021-12-09T01:40:06Z,4110000,,,0,,E. Fournier personal FOUL (4 PF) (Brogdon 2 FT),"[203095, 1627763]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,1830.0,4.0,0.0,Brogdon,1627763.0,,,,,,,,,,,,,,,,
417,PT04M35.00S,2021-12-09T01:40:23.7Z,3,REGULAR,freethrow,1 of 2,[],1627763,,,1610612754,87,71,2021-12-09T01:40:23Z,4130000,,,0,,M. Brogdon Free Throw 1 of 2 (13 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,
418,PT04M35.00S,2021-12-09T01:40:24.2Z,3,REGULAR,substitution,out,[],1627747,,,1610612754,87,71,2021-12-09T01:40:34Z,4140000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M35.00S,2021-12-09T01:40:24.2Z,3,REGULAR,substitution,out,[],203095,,,1610612754,87,71,2021-12-09T01:40:34Z,4150000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M35.00S,2021-12-09T01:40:24.2Z,3,REGULAR,substitution,in,[],203087,,,1610612754,87,71,2021-12-09T01:40:34Z,4160000,,,0,,SUB in: J. Lamb,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M35.00S,2021-12-09T01:40:24.2Z,3,REGULAR,substitution,in,[],1630193,,,1610612754,87,71,2021-12-09T01:40:34Z,4170000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M35.00S,2021-12-09T01:40:39.1Z,3,REGULAR,freethrow,2 of 2,[],1627763,,,1610612754,88,71,2021-12-09T01:40:39Z,4180000,,,0,,M. Brogdon Free Throw 2 of 2 (14 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
423,PT04M22.00S,2021-12-09T01:40:56.5Z,3,REGULAR,3pt,Jump Shot,[],1630193,93.64323258869908,96.56862745098039,1610612752,88,71,2021-12-09T01:41:01Z,4190000,233.0,7.0,1,right,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,23.29,,,,,,,,,,,,,
424,PT04M17.00S,2021-12-09T01:41:01.5Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,88,71,2021-12-09T01:41:01Z,4200000,,,0,,M. Brogdon REBOUND (Off:0 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,423.0,3.0,3.0,0.0,,,,,,,,,
425,PT04M10.00S,2021-12-09T01:41:07.9Z,3,REGULAR,2pt,Jump Shot,[],1629052,10.068988173455978,32.59803921568628,1610612754,88,71,2021-12-09T01:41:12Z,4210000,87.0,42.0,1,left,MISS O. Brissett 9' driving floating bank Shot,[1629052],1610612754.0,IND,driving floating bank,,,Brissett,O. Brissett,,,,,,,,,,Missed,,9.67,,,,,,,,,,,,,
426,PT04M08.00S,2021-12-09T01:41:09.9Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,88,71,2021-12-09T01:41:12Z,4220000,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,425.0,8.0,7.0,1.0,,,,,,,,,
427,PT04M03.00S,2021-12-09T01:41:14.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.11760840998686,44.36274509803921,1610612752,88,71,2021-12-09T01:41:21Z,4230000,-28.0,12.0,1,right,MISS R. Barrett running finger roll Layup,[1629628],1610612752.0,NYK,running finger roll,,,Barrett,R. Barrett,,,,,,,,,,Missed,,3.07,,,,,,,,,,,,,
428,PT04M01.00S,2021-12-09T01:41:16.7Z,3,REGULAR,rebound,defensive,[],1629052,,,1610612754,88,71,2021-12-09T01:41:21Z,4240000,,,0,,O. Brissett REBOUND (Off:2 Def:3),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,427.0,5.0,3.0,2.0,,,,,,,,,
429,PT03M54.00S,2021-12-09T01:41:23.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630537,6.389618922470433,53.67647058823529,1610612754,90,71,2021-12-09T01:41:30Z,4250000,-18.0,8.0,1,left,C. Duarte finger roll Layup (21 PTS) (D. Sabonis 4 AST),"[1630537, 1627734]",1610612754.0,IND,finger roll,,,Duarte,C. Duarte,,,,,,,,,,Made,21.0,1.99,,,,,,,,D. Sabonis,1627734.0,4.0,,,
431,PT03M47.00S,2021-12-09T01:41:35.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,90,71,2021-12-09T01:41:35Z,4270000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,out,[],1630537,,,1610612752,90,71,2021-12-09T01:44:24Z,4280000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,out,[],1627734,,,1610612752,90,71,2021-12-09T01:44:24Z,4290000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,out,[],201959,,,1610612752,90,71,2021-12-09T01:44:24Z,4300000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,in,[],1629103,,,1610612752,90,71,2021-12-09T01:44:24Z,4310000,,,0,,SUB in: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,in,[],1626167,,,1610612752,90,71,2021-12-09T01:44:24Z,4320000,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M47.00S,2021-12-09T01:44:01.3Z,3,REGULAR,substitution,in,[],1629011,,,1610612752,90,71,2021-12-09T01:44:24Z,4330000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT03M41.00S,2021-12-09T01:44:46.7Z,3,REGULAR,3pt,Jump Shot,[],203944,80.89684625492772,4.901960784313726,1610612752,90,71,2021-12-09T01:44:55Z,4340000,-225.0,127.0,1,right,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,Missed,,25.89,,,,,,,,,,,,,
439,PT03M38.00S,2021-12-09T01:44:49.7Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,90,71,2021-12-09T01:44:55Z,4350000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,438.0,,,,,,,,,,,,
440,PT03M38.00S,2021-12-09T01:44:54.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,90,71,2021-12-09T01:44:54Z,4360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M37.00S,2021-12-09T01:45:10.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630193,91.01511169513797,97.30392156862744,1610612752,90,71,2021-12-09T01:45:17Z,4370000,237.0,32.0,1,right,MISS I. Quickley 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,Missed,,23.87,,,,,,,,,,,,,
442,PT03M32.00S,2021-12-09T01:45:16.5Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612752,90,71,2021-12-09T01:45:16Z,4380000,,,0,,R. Barrett REBOUND (Off:2 Def:0),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,441.0,2.0,0.0,2.0,,,,,,,,,
443,PT03M27.00S,2021-12-09T01:45:21.0Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,90,71,2021-12-09T01:45:24Z,4390000,,,0,,J. Randle bad pass TURNOVER (5 TO),"[203944, 1627763]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,5.0,Brogdon,1627763.0,,,,,,
444,PT03M27.00S,2021-12-09T01:45:21.0Z,3,REGULAR,steal,,[],1627763,,,1610612754,90,71,2021-12-09T01:45:22Z,4400000,,,0,,M. Brogdon STEAL (3 STL),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M10.00S,2021-12-09T01:45:37.8Z,3,REGULAR,turnover,bad pass,[],203087,,,1610612754,90,71,2021-12-09T01:45:41Z,4410000,,,0,,J. Lamb bad pass TURNOVER (1 TO),"[203087, 203944]",1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,,,,,,,1.0,Randle,203944.0,,,,,,
446,PT03M10.00S,2021-12-09T01:45:37.8Z,3,REGULAR,steal,,[],203944,,,1610612752,90,71,2021-12-09T01:45:39Z,4420000,,,0,,J. Randle STEAL (2 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M04.00S,2021-12-09T01:45:43.6Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",201565,75.77201051248358,11.519607843137255,1610612752,90,71,2021-12-09T01:45:52Z,4430000,-192.0,175.0,1,right,MISS D. Rose 26' running pullup 3PT,[201565],1610612752.0,NYK,running pullup,,,Rose,D. Rose,,,,,,,,,,Missed,,26.02,,,,,,,,,,,,,
448,PT03M00.00S,2021-12-09T01:45:47.6Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,90,71,2021-12-09T01:45:48Z,4440000,,,0,,M. Brogdon REBOUND (Off:0 Def:4),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,447.0,4.0,4.0,0.0,,,,,,,,,
449,PT02M45.00S,2021-12-09T01:46:02.8Z,3,REGULAR,3pt,Jump Shot,[],203087,32.933639947437584,42.8921568627451,1610612754,90,71,2021-12-09T01:46:08Z,4450000,36.0,257.0,1,left,MISS J. Lamb 25' 3PT,[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,Missed,,25.95,,,,,,,,,,,,,
450,PT02M41.00S,2021-12-09T01:46:06.8Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,90,71,2021-12-09T01:46:08Z,4460000,,,0,,M. Robinson REBOUND (Off:0 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,449.0,1.0,1.0,0.0,,,,,,,,,
451,PT02M36.00S,2021-12-09T01:46:13.4Z,3,REGULAR,foul,personal,['2freethrow'],1629103,,,1610612752,90,71,2021-12-09T01:46:23Z,4470000,,,0,,K. Martin shooting personal FOUL (1 PF) (Barrett 2 FT),"[1629103, 1629628]",1610612754.0,IND,shooting,,,Martin,K. Martin,,,,,1627961.0,1.0,0.0,Barrett,1629628.0,,,,,,,,,,,,,,,,
453,PT02M36.00S,2021-12-09T01:46:39.4Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,90,71,2021-12-09T01:46:39Z,4490000,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,Missed,,,,,,,,,,,,,,,
454,PT02M36.00S,2021-12-09T01:46:39.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,90,71,2021-12-09T01:46:39Z,4500000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,453.0,,,,,,,,,,,,
455,PT02M36.00S,2021-12-09T01:46:40.2Z,3,REGULAR,substitution,out,[],203944,,,1610612752,90,71,2021-12-09T01:46:45Z,4510000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
