actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
89,PT04M12.00S,2022-02-01T00:25:50.6Z,1,REGULAR,2pt,Jump Shot,[],202694,80.1084099868594,71.56862745098039,1610612746,19,16,2022-02-01T00:26:03Z,870000,108.0,134.0,1,right,M. Morris Sr. 17' pullup Jump Shot (4 PTS),[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,17.24,Made,4.0,,,,,,,,,,,,,,,,,
90,PT03M52.00S,2022-02-01T00:26:10.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628470,9.149145860709593,45.34313725490196,1610612754,21,16,2022-02-01T00:26:15Z,880000,23.0,34.0,1,left,T. Craig bank Jump Shot (5 PTS),[1628470],1610612754.0,IND,bank,,,Craig,T. Craig,,,,,4.08,Made,5.0,,,,,,,,,,,,,,,,,
91,PT03M38.00S,2022-02-01T00:26:23.5Z,1,REGULAR,3pt,Jump Shot,[],201587,94.95729303547962,3.431372549019608,1610612746,21,19,2022-02-01T00:26:30Z,890000,-233.0,-5.0,1,right,N. Batum 3PT  (3 PTS) (A. Coffey 2 AST),"[201587, 1629599]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,23.29,Made,3.0,A. Coffey,1629599.0,2.0,,,,,,,,,,,,,,
93,PT03M23.00S,2022-02-01T00:26:39.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,13.748357424441524,41.66666666666667,1610612754,23,19,2022-02-01T00:26:44Z,910000,42.0,77.0,1,left,C. LeVert 8' fadeaway Jump Shot (4 PTS),[1627747],1610612754.0,IND,fadeaway,,,LeVert,C. LeVert,,,,,8.73,Made,4.0,,,,,,,,,,,,,,,,,
94,PT03M12.00S,2022-02-01T00:26:49.8Z,1,REGULAR,3pt,Jump Shot,[],1629599,76.16622864651774,87.74509803921569,1610612746,23,22,2022-02-01T00:26:54Z,920000,189.0,172.0,1,right,A. Coffey 25' 3PT  (3 PTS) (R. Jackson 2 AST),"[1629599, 202704]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.5,Made,3.0,R. Jackson,202704.0,2.0,,,,,,,,,,,,,,
96,PT02M50.00S,2022-02-01T00:27:13.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630678,6.915243101182654,52.69607843137255,1610612754,25,22,2022-02-01T00:27:17Z,940000,-13.0,13.0,1,left,T. Taylor Layup (2 PTS) (T. Craig 1 AST),"[1630678, 1628470]",1610612754.0,IND,,,,Taylor,T. Taylor,,,,,1.84,Made,2.0,T. Craig,1628470.0,1.0,,,,,,,,,,,,,,
98,PT02M39.00S,2022-02-01T00:27:23.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202704,92.46057818659659,45.83333333333333,1610612746,25,22,2022-02-01T00:27:29Z,960000,-21.0,18.0,1,right,MISS R. Jackson driving reverse Layup,[202704],1610612746.0,LAC,driving reverse,,,Jackson,R. Jackson,,,,,2.78,Missed,,,,,,,,,,,,,,,,,,
99,PT02M36.00S,2022-02-01T00:27:26.1Z,1,REGULAR,rebound,defensive,[],1630678,,,1610612754,25,22,2022-02-01T00:27:29Z,970000,,,0,,T. Taylor REBOUND (Off:0 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,
100,PT02M32.00S,2022-02-01T00:27:30.8Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],1630537,16.63929040735874,87.25490196078431,1610612754,25,22,2022-02-01T00:27:38Z,980000,-186.0,104.0,1,left,MISS C. Duarte 21' running Shot,[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,21.33,Missed,,,,,,,,,,,,,,,,,,
101,PT02M28.00S,2022-02-01T00:27:33.6Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,25,22,2022-02-01T00:27:33Z,990000,,,0,,M. Morris Sr. REBOUND (Off:1 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,100.0,4.0,3.0,1.0,,,,,,,,,,
102,PT02M20.00S,2022-02-01T00:27:44.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629599,92.32917214191852,45.34313725490196,1610612746,25,24,2022-02-01T00:27:50Z,1000000,-23.0,20.0,1,right,A. Coffey driving finger roll Layup (5 PTS),[1629599],1610612746.0,LAC,driving finger roll,,,Coffey,A. Coffey,,,,,3.04,Made,5.0,,,,,,,,,,,,,,,,,
103,PT02M20.00S,2022-02-01T00:27:48.4Z,1,REGULAR,foul,personal,['1freethrow'],203087,,,1610612746,25,24,2022-02-01T00:27:54Z,1010000,,,0,,J. Lamb shooting personal FOUL (1 PF) (Coffey 1 FT),"[203087, 1629599]",1610612754.0,IND,shooting,,,Lamb,J. Lamb,,,,,,,,,,,,,,,2003.0,,1.0,0.0,Coffey,1629599.0,,,,
105,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,out,[],1630537,,,1610612746,25,24,2022-02-01T00:28:38Z,1030000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
106,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,out,[],202704,,,1610612746,25,24,2022-02-01T00:28:38Z,1040000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,
107,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,out,[],202694,,,1610612746,25,24,2022-02-01T00:28:38Z,1050000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,in,[],1630613,,,1610612746,25,24,2022-02-01T00:28:38Z,1060000,,,0,,SUB in: D. Washington Jr.,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,in,[],1628379,,,1610612746,25,24,2022-02-01T00:28:38Z,1070000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,
110,PT02M20.00S,2022-02-01T00:27:55.8Z,1,REGULAR,substitution,in,[],202339,,,1610612746,25,24,2022-02-01T00:28:38Z,1080000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M20.00S,2022-02-01T00:28:14.5Z,1,REGULAR,freethrow,1 of 1,[],1629599,,,1610612746,25,25,2022-02-01T00:28:14Z,1090000,,,0,,A. Coffey Free Throw 1 of 1 (6 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
112,PT02M05.00S,2022-02-01T00:28:32.5Z,1,REGULAR,2pt,Jump Shot,[],1630613,10.5946123521682,27.941176470588236,1610612754,25,25,2022-02-01T00:28:39Z,1100000,110.0,47.0,1,left,MISS D. Washington Jr. 11' driving floating bank Shot,[1630613],1610612754.0,IND,driving floating bank,,,Washington Jr.,D. Washington Jr.,,,,,11.99,Missed,,,,,,,,,,,,,,,,,,
113,PT02M03.00S,2022-02-01T00:28:34.5Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,25,25,2022-02-01T00:29:04Z,1110000,,,0,,E. Bledsoe REBOUND (Off:0 Def:1),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,112.0,1.0,1.0,0.0,,,,,,,,,,
114,PT01M59.00S,2022-02-01T00:28:46.0Z,1,REGULAR,foul,personal,[],1627747,,,1610612746,25,25,2022-02-01T00:28:53Z,1120000,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1628392]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,202007.0,,1.0,0.0,Hartenstein,1628392.0,,,,
116,PT01M41.00S,2022-02-01T00:29:19.4Z,1,REGULAR,3pt,Jump Shot,[],202339,69.33311432325887,26.225490196078432,1610612746,25,25,2022-02-01T00:29:23Z,1140000,-119.0,236.0,1,right,MISS E. Bledsoe 26' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,26.41,Missed,,,,,,,,,,,,,,,,,,
117,PT01M38.00S,2022-02-01T00:29:22.4Z,1,REGULAR,rebound,defensive,[],1630613,,,1610612754,25,25,2022-02-01T00:29:23Z,1150000,,,0,,D. Washington Jr. REBOUND (Off:0 Def:1),[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,
118,PT01M27.00S,2022-02-01T00:29:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.30946123521682,51.71568627450981,1610612754,27,25,2022-02-01T00:29:38Z,1160000,-9.0,16.0,1,left,C. LeVert cutting finger roll Layup (6 PTS) (D. Washington Jr. 1 AST),"[1627747, 1630613]",1610612754.0,IND,cutting finger roll,,,LeVert,C. LeVert,,,,,1.83,Made,6.0,D. Washington Jr.,1630613.0,1.0,,,,,,,,,,,,,,
120,PT01M19.00S,2022-02-01T00:29:40.7Z,1,REGULAR,3pt,Jump Shot,[],1628379,82.07950065703022,6.862745098039216,1610612746,27,25,2022-02-01T00:29:46Z,1180000,-216.0,116.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.49,Missed,,,,,,,,,,,,,,,,,,
121,PT01M19.00S,2022-02-01T00:29:40.7Z,1,REGULAR,rebound,offensive,[],201587,,,1610612746,27,25,2022-02-01T00:29:46Z,1190000,,,0,,N. Batum REBOUND (Off:1 Def:0),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,120.0,1.0,0.0,1.0,,,,,,,,,,
122,PT01M11.00S,2022-02-01T00:29:51.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628470,,,1610612746,27,25,2022-02-01T00:29:59Z,1200000,,,0,,T. Craig shooting personal FOUL (1 PF) (Coffey 2 FT),"[1628470, 1629599]",1610612754.0,IND,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,1155.0,,1.0,0.0,Coffey,1629599.0,,,,
124,PT01M11.00S,2022-02-01T00:30:14.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629599,,,1610612746,27,26,2022-02-01T00:30:14Z,1220000,,,0,,A. Coffey Free Throw 1 of 2 (7 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
125,PT01M11.00S,2022-02-01T00:30:14.8Z,1,REGULAR,substitution,out,[],1627747,,,1610612746,27,26,2022-02-01T00:30:18Z,1230000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M11.00S,2022-02-01T00:30:14.8Z,1,REGULAR,substitution,in,[],202362,,,1610612746,27,26,2022-02-01T00:30:18Z,1240000,,,0,,SUB in: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M11.00S,2022-02-01T00:30:28.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629599,,,1610612746,27,27,2022-02-01T00:30:28Z,1250000,,,0,,A. Coffey Free Throw 2 of 2 (8 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
128,PT01M02.00S,2022-02-01T00:30:38.6Z,1,REGULAR,3pt,Jump Shot,[],1630613,30.56833114323259,29.411764705882355,1610612754,27,27,2022-02-01T00:30:42Z,1260000,103.0,235.0,1,left,MISS D. Washington Jr. 25' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,25.64,Missed,,,,,,,,,,,,,,,,,,
129,PT00M59.00S,2022-02-01T00:30:41.8Z,1,REGULAR,rebound,offensive,[],1630678,,,1610612754,27,27,2022-02-01T00:30:41Z,1270000,,,0,,T. Taylor REBOUND (Off:1 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,128.0,2.0,1.0,1.0,,,,,,,,,,
130,PT00M56.00S,2022-02-01T00:30:44.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203087,20.844283837056505,91.66666666666666,1610612754,30,27,2022-02-01T00:30:49Z,1280000,-208.0,143.0,1,left,J. Lamb 25' 3PT pullup (3 PTS) (T. Taylor 1 AST),"[203087, 1630678]",1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,25.29,Made,3.0,T. Taylor,1630678.0,1.0,,,,,,,,,,,,,,
132,PT00M41.70S,2022-02-01T00:31:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202339,92.59198423127464,54.41176470588235,1610612746,30,27,2022-02-01T00:31:09Z,1300000,22.0,17.0,1,right,MISS E. Bledsoe finger roll Layup,[202339],1610612746.0,LAC,finger roll,,,Bledsoe,E. Bledsoe,,,,,2.79,Missed,,,,,,,,,,,,,,,,,,
133,PT00M39.40S,2022-02-01T00:31:05.5Z,1,REGULAR,rebound,defensive,[],203087,,,1610612754,30,27,2022-02-01T00:31:09Z,1310000,,,0,,J. Lamb REBOUND (Off:0 Def:2),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,,
134,PT00M30.30S,2022-02-01T00:31:14.6Z,1,REGULAR,3pt,Jump Shot,[],203087,33.327858081471746,51.470588235294116,1610612754,30,27,2022-02-01T00:31:19Z,1320000,-7.0,261.0,1,left,MISS J. Lamb 26' pullup 3PT,[203087],1610612754.0,IND,pullup,,,Lamb,J. Lamb,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
135,PT00M26.80S,2022-02-01T00:31:18.1Z,1,REGULAR,rebound,defensive,[],202339,,,1610612746,30,27,2022-02-01T00:31:19Z,1330000,,,0,,E. Bledsoe REBOUND (Off:0 Def:2),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,134.0,2.0,2.0,0.0,,,,,,,,,,
136,PT00M22.90S,2022-02-01T00:31:22.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628392,94.03745072273325,52.20588235294118,1610612746,30,27,2022-02-01T00:31:30Z,1340000,11.0,4.0,1,right,MISS I. Hartenstein running Layup,[1628392],1610612746.0,LAC,running,,,Hartenstein,I. Hartenstein,,,,,1.15,Missed,,,,,,,,,,,,,,,,,,
137,PT00M22.20S,2022-02-01T00:31:22.7Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,30,27,2022-02-01T00:31:30Z,1350000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,
138,PT00M22.20S,2022-02-01T00:31:30.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,30,27,2022-02-01T00:31:30Z,1360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M01.80S,2022-02-01T00:31:55.2Z,1,REGULAR,3pt,Jump Shot,[],202362,26.10052562417871,85.5392156862745,1610612754,30,27,2022-02-01T00:31:59Z,1370000,-178.0,193.0,1,left,MISS L. Stephenson 26' pullup 3PT,[202362],1610612754.0,IND,pullup,,,Stephenson,L. Stephenson,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,
140,PT00M01.80S,2022-02-01T00:31:55.2Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,30,27,2022-02-01T00:31:59Z,1380000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,139.0,1.0,1.0,0.0,,,,,,,,,,
141,PT00M00.00S,2022-02-01T00:31:59.1Z,1,REGULAR,period,end,[],0,,,1610612746,30,27,2022-02-01T00:31:59Z,1390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-02-01T00:34:05.8Z,2,REGULAR,substitution,out,['startperiod'],1628470,,,1610612746,30,27,2022-02-01T00:34:40Z,1400000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-02-01T00:34:05.8Z,2,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,30,27,2022-02-01T00:34:40Z,1410000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,
144,PT12M00.00S,2022-02-01T00:34:05.8Z,2,REGULAR,substitution,in,['startperiod'],203200,,,1610612746,30,27,2022-02-01T00:34:40Z,1420000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
145,PT12M00.00S,2022-02-01T00:34:05.8Z,2,REGULAR,substitution,in,['startperiod'],1626159,,,1610612746,30,27,2022-02-01T00:34:40Z,1430000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2022-02-01T00:34:38.8Z,2,REGULAR,period,start,[],0,,,1610612746,30,27,2022-02-01T00:34:40Z,1440000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT11M45.00S,2022-02-01T00:34:53.1Z,2,REGULAR,turnover,out-of-bounds,[],1626159,,,1610612746,30,27,2022-02-01T00:34:57Z,1450000,,,0,,J. Winslow bad pass out-of-bounds TURNOVER (1 TO),[1626159],1610612746.0,LAC,bad pass,,,Winslow,J. Winslow,,,,,,,,,,,,,,,1155.0,1.0,,,,,,,,
148,PT11M29.00S,2022-02-01T00:35:47.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202362,8.360709592641262,44.85294117647059,1610612754,32,27,2022-02-01T00:35:54Z,1460000,26.0,26.0,1,left,L. Stephenson driving finger roll Layup (2 PTS) (J. Holiday 3 AST),"[202362, 203200]",1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,3.66,Made,2.0,J. Holiday,203200.0,3.0,,,,,,,,,,,,,,
150,PT11M15.00S,2022-02-01T00:36:01.1Z,2,REGULAR,3pt,Jump Shot,[],201587,93.11760840998686,4.166666666666666,1610612746,32,30,2022-02-01T00:36:05Z,1480000,-229.0,12.0,1,right,N. Batum 3PT  (6 PTS) (L. Kennard 1 AST),"[201587, 1628379]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,22.95,Made,6.0,L. Kennard,1628379.0,1.0,,,,,,,,,,,,,,
152,PT10M59.00S,2022-02-01T00:36:16.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,16.376478318002626,50.245098039215684,1610612754,32,30,2022-02-01T00:36:22Z,1500000,-1.0,101.0,1,left,MISS D. Washington Jr. 10' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,10.14,Missed,,,,,,,,,,,,,,,,,,
153,PT10M55.00S,2022-02-01T00:36:20.5Z,2,REGULAR,rebound,offensive,[],1630678,,,1610612754,32,30,2022-02-01T00:36:22Z,1510000,,,0,,T. Taylor REBOUND (Off:2 Def:1),[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,152.0,3.0,1.0,2.0,,,,,,,,,,
154,PT10M55.00S,2022-02-01T00:36:20.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630678,5.590000152587891,50.0,1610612754,32,30,2022-02-01T00:36:20Z,1520000,0.0,0.0,1,left,MISS T. Taylor tip Layup,[1630678],1610612754.0,IND,tip,,,Taylor,T. Taylor,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
155,PT10M54.00S,2022-02-01T00:36:21.4Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612746,32,30,2022-02-01T00:36:21Z,1530000,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,154.0,2.0,2.0,0.0,,,,,,,,,,
156,PT10M43.00S,2022-02-01T00:36:32.2Z,2,REGULAR,3pt,Jump Shot,[],1628379,78.53153745072274,92.8921568627451,1610612746,32,30,2022-02-01T00:36:38Z,1540000,214.0,149.0,1,right,MISS L. Kennard 26' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,
157,PT10M42.00S,2022-02-01T00:36:33.2Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,32,30,2022-02-01T00:36:38Z,1550000,,,0,,J. Lamb REBOUND (Off:0 Def:3),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,156.0,3.0,3.0,0.0,,,,,,,,,,
158,PT10M31.00S,2022-02-01T00:36:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202362,6.521024967148489,48.03921568627451,1610612754,34,30,2022-02-01T00:36:50Z,1560000,10.0,9.0,1,left,L. Stephenson driving finger roll Layup (4 PTS),[202362],1610612754.0,IND,driving finger roll,,,Stephenson,L. Stephenson,,,,,1.32,Made,4.0,,,,,,,,,,,,,,,,,
159,PT10M17.00S,2022-02-01T00:36:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,87.07293035479631,48.03921568627451,1610612746,34,32,2022-02-01T00:37:03Z,1570000,-10.0,69.0,1,right,I. Hartenstein 6' turnaround Jump Shot (2 PTS) (E. Bledsoe 1 AST),"[1628392, 202339]",1610612746.0,LAC,turnaround,,,Hartenstein,I. Hartenstein,,,,,6.97,Made,2.0,E. Bledsoe,202339.0,1.0,,,,,,,,,,,,,,
161,PT10M04.00S,2022-02-01T00:37:11.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630613,5.601182654402102,47.30392156862745,1610612754,34,32,2022-02-01T00:37:18Z,1590000,13.0,0.0,1,left,MISS D. Washington Jr. driving finger roll Layup,[1630613],1610612754.0,IND,driving finger roll,,,Washington Jr.,D. Washington Jr.,,,,,1.35,Missed,,,,,,,,,,,,,,,,,,
162,PT10M01.00S,2022-02-01T00:37:14.5Z,2,REGULAR,rebound,offensive,[],203200,,,1610612754,34,32,2022-02-01T00:37:22Z,1600000,,,0,,J. Holiday REBOUND (Off:1 Def:1),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,
163,PT10M01.00S,2022-02-01T00:37:16.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203200,5.590000152587891,50.0,1610612754,36,32,2022-02-01T00:37:28Z,1610000,0.0,0.0,1,left,J. Holiday putback Layup (5 PTS),[203200],1610612754.0,IND,putback,,,Holiday,J. Holiday,,,,,0.0,Made,5.0,,,,,,,,,,,,,,,,,
164,PT09M52.00S,2022-02-01T00:37:23.5Z,2,REGULAR,2pt,Jump Shot,[],1628379,74.32654402102497,27.450980392156865,1610612746,36,32,2022-02-01T00:37:30Z,1620000,-113.0,189.0,1,right,MISS L. Kennard 21' pullup Shot,[1628379],1610612746.0,LAC,pullup,,,Kennard,L. Kennard,,,,,21.99,Missed,,,,,,,,,,,,,,,,,,
165,PT09M52.00S,2022-02-01T00:37:23.5Z,2,REGULAR,rebound,defensive,[],203087,,,1610612754,36,32,2022-02-01T00:37:30Z,1630000,,,0,,J. Lamb REBOUND (Off:0 Def:4),[203087],1610612754.0,IND,,,,Lamb,J. Lamb,,,,,,,,,,,164.0,4.0,4.0,0.0,,,,,,,,,,
166,PT09M46.00S,2022-02-01T00:37:30.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203200,6.1268068331143235,47.794117647058826,1610612754,38,32,2022-02-01T00:37:45Z,1640000,11.0,5.0,1,left,J. Holiday running alley-oop Layup (7 PTS) (D. Washington Jr. 2 AST),"[203200, 1630613]",1610612754.0,IND,running alley-oop,,,Holiday,J. Holiday,,,,,1.21,Made,7.0,D. Washington Jr.,1630613.0,2.0,,,,,,,,,,,,,,
168,PT09M46.00S,2022-02-01T00:37:46.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,38,32,2022-02-01T00:37:46Z,1660000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT09M34.00S,2022-02-01T00:40:36.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202339,79.97700394218134,48.77450980392157,1610612746,38,34,2022-02-01T00:40:40Z,1670000,-6.0,136.0,1,right,E. Bledsoe 13' turnaround Jump Shot (2 PTS),[202339],1610612746.0,LAC,turnaround,,,Bledsoe,E. Bledsoe,,,,,13.58,Made,2.0,,,,,,,,,,,,,,,,,
170,PT09M17.00S,2022-02-01T00:40:53.4Z,2,REGULAR,turnover,bad pass,[],202362,,,1610612754,38,34,2022-02-01T00:40:56Z,1680000,,,0,,L. Stephenson bad pass TURNOVER (1 TO),"[202362, 1628392]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,1.0,,,,,,,Hartenstein,1628392.0
171,PT09M17.00S,2022-02-01T00:40:53.4Z,2,REGULAR,steal,,[],1628392,,,1610612746,38,34,2022-02-01T00:40:54Z,1690000,,,0,,I. Hartenstein STEAL (1 STL),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,
172,PT09M11.00S,2022-02-01T00:40:59.1Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628392,94.30026281208936,50.49019607843137,1610612746,38,36,2022-02-01T00:41:09Z,1700000,2.0,1.0,1,right,I. Hartenstein running alley-oop DUNK (4 PTS) (E. Bledsoe 2 AST),"[1628392, 202339]",1610612746.0,LAC,running alley-oop,,,Hartenstein,I. Hartenstein,,,,,0.27,Made,4.0,E. Bledsoe,202339.0,2.0,,,,,,,,,,,,,,
174,PT08M58.00S,2022-02-01T00:41:11.5Z,2,REGULAR,turnover,bad pass,[],202362,,,1610612754,38,36,2022-02-01T00:41:14Z,1720000,,,0,,L. Stephenson bad pass TURNOVER (2 TO),"[202362, 201587]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,2.0,,,,,,,Batum,201587.0
