actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
92,PT04M54.00S,2022-03-30T23:24:19.9Z,1,REGULAR,3pt,Jump Shot,[],201145,25.57490144546649,82.1078431372549,1610612743,10,19,2022-03-30T23:24:24Z,920000,-161.0,188.0,1,left,J. Green 24' 3PT  (5 PTS) (M. Morris 3 AST),"[201145, 1628420]",1610612743.0,DEN,,,,Green,J. Green,,,,,24.71,Made,,,,,,,,,,,5.0,M. Morris,1628420.0,3.0,,,,,
94,PT04M41.00S,2022-03-30T23:24:33.3Z,1,REGULAR,2pt,Jump Shot,[],1630613,83.65637319316689,31.862745098039213,1610612754,10,19,2022-03-30T23:24:38Z,940000,-91.0,101.0,1,right,MISS D. Washington Jr. 13' driving floating Shot,[1630613],1610612754.0,IND,driving floating,,,Washington Jr.,D. Washington Jr.,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,,
95,PT04M39.00S,2022-03-30T23:24:35.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,19,2022-03-30T23:24:38Z,950000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,94.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
96,PT04M35.00S,2022-03-30T23:24:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203115,6.521024967148489,54.166666666666664,1610612743,10,19,2022-03-30T23:24:47Z,960000,-21.0,9.0,1,left,MISS W. Barton running Layup,[203115],1610612743.0,DEN,running,,,Barton,W. Barton,,,,,2.26,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M33.00S,2022-03-30T23:24:42.6Z,1,REGULAR,rebound,offensive,[],203115,,,1610612743,10,19,2022-03-30T23:24:42Z,970000,,,0,,W. Barton REBOUND (Off:1 Def:0),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,96.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
98,PT04M31.00S,2022-03-30T23:24:43.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203115,7.5722733245729295,54.90196078431373,1610612743,10,21,2022-03-30T23:24:56Z,980000,-25.0,19.0,1,left,W. Barton putback Layup (4 PTS),[203115],1610612743.0,DEN,putback,,,Barton,W. Barton,,,,,3.08,Made,,,,,,,,,,,4.0,,,,,,,,
99,PT04M31.00S,2022-03-30T23:24:48.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,10,21,2022-03-30T23:24:48Z,990000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,out,[],1629048,,,1610612754,10,21,2022-03-30T23:27:19Z,1000000,,,0,,SUB out: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,out,[],1628420,,,1610612754,10,21,2022-03-30T23:27:19Z,1010000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,out,[],201145,,,1610612754,10,21,2022-03-30T23:27:19Z,1020000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,in,[],1630188,,,1610612754,10,21,2022-03-30T23:27:19Z,1030000,,,0,,SUB in: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,in,[],203085,,,1610612754,10,21,2022-03-30T23:27:19Z,1040000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M31.00S,2022-03-30T23:27:10.4Z,1,REGULAR,substitution,in,[],1630538,,,1610612754,10,21,2022-03-30T23:27:19Z,1050000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M18.00S,2022-03-30T23:27:53.6Z,1,REGULAR,turnover,bad pass,[],202362,,,1610612754,10,21,2022-03-30T23:27:58Z,1060000,,,0,,L. Stephenson bad pass TURNOVER (1 TO),"[202362, 203999]",1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,1.0,,,,,Jokic,203999.0,,,
107,PT04M18.00S,2022-03-30T23:27:53.6Z,1,REGULAR,steal,,[],203999,,,1610612743,10,21,2022-03-30T23:27:54Z,1070000,,,0,,N. Jokic STEAL (2 STL),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M13.00S,2022-03-30T23:27:58.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630538,9.280551905387648,97.30392156862744,1610612743,10,21,2022-03-30T23:28:04Z,1080000,-237.0,35.0,1,left,MISS B. Hyland running 3PT,[1630538],1610612743.0,DEN,running,,,Hyland,B. Hyland,,,,,23.9,Missed,,,,,,,,,,,,,,,,,,,
109,PT04M09.00S,2022-03-30T23:28:02.1Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,10,21,2022-03-30T23:28:02Z,1090000,,,0,,N. Jokic REBOUND (Off:1 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,108.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
110,PT04M04.00S,2022-03-30T23:28:07.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203085,29.122864651773984,23.03921568627451,1610612743,10,24,2022-03-30T23:28:13Z,1100000,135.0,221.0,1,left,A. Rivers 25' 3PT  (3 PTS) (N. Jokic 4 AST),"[203085, 203999]",1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,25.91,Made,,,,,,,,,,,3.0,N. Jokic,203999.0,4.0,,,,,
112,PT03M42.00S,2022-03-30T23:28:28.9Z,1,REGULAR,2pt,Jump Shot,[],1630188,81.2910643889619,78.18627450980392,1610612754,10,24,2022-03-30T23:28:33Z,1120000,141.0,123.0,1,right,MISS J. Smith 18' pullup Shot,[1630188],1610612754.0,IND,pullup,,,Smith,J. Smith,,,,,18.73,Missed,,,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2022-03-30T23:28:31.9Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,10,24,2022-03-30T23:28:36Z,1130000,,,0,,A. Gordon REBOUND (Off:0 Def:2),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
114,PT03M34.00S,2022-03-30T23:28:37.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,20.05584756898817,93.13725490196079,1610612743,10,27,2022-03-30T23:28:46Z,1140000,-216.0,136.0,1,left,W. Barton 25' 3PT running (7 PTS) (A. Gordon 2 AST),"[203115, 203932]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,25.5,Made,,,,,,,,,,,7.0,A. Gordon,203932.0,2.0,,,,,
116,PT03M19.00S,2022-03-30T23:28:51.9Z,1,REGULAR,3pt,Jump Shot,[],1630678,89.17542706964521,3.431372549019608,1610612754,10,27,2022-03-30T23:28:56Z,1160000,-233.0,49.0,1,right,MISS T. Taylor 3PT,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,23.8,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M15.00S,2022-03-30T23:28:55.9Z,1,REGULAR,rebound,defensive,[],203085,,,1610612743,10,27,2022-03-30T23:28:56Z,1170000,,,0,,A. Rivers REBOUND (Off:0 Def:1),[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
118,PT03M01.00S,2022-03-30T23:29:09.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203085,7.966491458607096,54.166666666666664,1610612743,10,27,2022-03-30T23:29:14Z,1180000,-21.0,22.0,1,left,MISS A. Rivers driving finger roll Layup,[203085],1610612743.0,DEN,driving finger roll,,,Rivers,A. Rivers,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
119,PT02M58.00S,2022-03-30T23:29:12.4Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,10,27,2022-03-30T23:29:14Z,1190000,,,0,,J. Smith REBOUND (Off:0 Def:1),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
120,PT02M52.00S,2022-03-30T23:29:18.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630678,92.72339027595268,47.05882352941176,1610612754,10,27,2022-03-30T23:29:33Z,1200000,-15.0,16.0,1,right,MISS T. Taylor running finger roll Layup,[1630678],1610612754.0,IND,running finger roll,,,Taylor,T. Taylor,,,,,2.17,Missed,,,,,,,,,,,,,,,,,,,
121,PT02M48.00S,2022-03-30T23:29:22.1Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,10,27,2022-03-30T23:29:23Z,1210000,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,120.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
122,PT02M35.00S,2022-03-30T23:29:35.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.732588699080158,46.07843137254902,1610612743,10,29,2022-03-30T23:38:37Z,1220000,20.0,1.0,1,left,N. Jokic cutting Layup (10 PTS) (W. Barton 1 AST),"[203999, 203115]",1610612743.0,DEN,cutting,,,Jokic,N. Jokic,,,,,1.96,Made,,,,,,,,,,,10.0,W. Barton,203115.0,1.0,,,,,
124,PT02M23.00S,2022-03-30T23:29:47.7Z,1,REGULAR,3pt,Jump Shot,[],1630188,65.65374507227332,37.99019607843137,1610612754,10,29,2022-03-30T23:29:53Z,1240000,-60.0,270.0,1,right,MISS J. Smith 27' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
125,PT02M19.00S,2022-03-30T23:29:51.7Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,29,2022-03-30T23:29:53Z,1250000,,,0,,N. Jokic REBOUND (Off:1 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,124.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
126,PT02M02.00S,2022-03-30T23:30:09.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,9.017739816031538,40.68627450980392,1610612743,10,31,2022-03-30T23:39:09Z,1260000,47.0,32.0,1,left,N. Jokic turnaround Hook (12 PTS),[203999],1610612743.0,DEN,turnaround,,,Jokic,N. Jokic,,,,,5.67,Made,,,,,,,,,,,12.0,,,,,,,,
127,PT01M49.00S,2022-03-30T23:30:21.0Z,1,REGULAR,3pt,Jump Shot,[],1627741,71.30420499342969,18.872549019607842,1610612754,10,31,2022-03-30T23:30:25Z,1270000,-156.0,217.0,1,right,MISS B. Hield 26' pullup 3PT,[1627741],1610612754.0,IND,pullup,,,Hield,B. Hield,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
128,PT01M46.00S,2022-03-30T23:30:24.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,10,31,2022-03-30T23:30:24Z,1280000,,,0,,N. Jokic REBOUND (Off:1 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,127.0,7.0,6.0,1.0,,,,,,,,,,,,,,,
129,PT01M40.00S,2022-03-30T23:30:30.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203115,33.196452036793694,44.36274509803921,1610612743,10,34,2022-03-30T23:30:36Z,1290000,28.0,260.0,1,left,W. Barton 26' 3PT running (10 PTS) (N. Jokic 5 AST),"[203115, 203999]",1610612743.0,DEN,running,,,Barton,W. Barton,,,,,26.1,Made,,,,,,,,,,,10.0,N. Jokic,203999.0,5.0,,,,,
131,PT01M21.00S,2022-03-30T23:30:49.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627741,90.3580814717477,41.911764705882355,1610612754,12,34,2022-03-30T23:30:55Z,1310000,-40.0,38.0,1,right,B. Hield driving finger roll Layup (5 PTS),[1627741],1610612754.0,IND,driving finger roll,,,Hield,B. Hield,,,,,5.55,Made,,,,,,,,,,,5.0,,,,,,,,
132,PT01M14.00S,2022-03-30T23:31:00.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612743,12,34,2022-03-30T23:31:00Z,1320000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612743,12,34,2022-03-30T23:32:34Z,1330000,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,out,[],1630678,,,1610612743,12,34,2022-03-30T23:32:34Z,1340000,,,0,,SUB out: T. Taylor,[1630678],1610612754.0,IND,,,,Taylor,T. Taylor,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,out,[],203115,,,1610612743,12,34,2022-03-30T23:32:34Z,1350000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,12,34,2022-03-30T23:32:34Z,1360000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,out,[],203932,,,1610612743,12,34,2022-03-30T23:32:34Z,1370000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,in,[],1626147,,,1610612743,12,34,2022-03-30T23:32:34Z,1380000,,,0,,SUB in: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,in,[],1630169,,,1610612743,12,34,2022-03-30T23:32:34Z,1390000,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,in,[],202326,,,1610612743,12,34,2022-03-30T23:32:34Z,1400000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,12,34,2022-03-30T23:32:34Z,1410000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2022-03-30T23:32:03.2Z,1,REGULAR,substitution,in,[],1628432,,,1610612743,12,34,2022-03-30T23:32:34Z,1420000,,,0,,SUB in: D. Reed,[1628432],1610612743.0,DEN,,,,Reed,D. Reed,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M06.00S,2022-03-30T23:32:58.1Z,1,REGULAR,3pt,Jump Shot,[],1628432,5.338370565045992,96.07843137254902,1610612743,12,37,2022-03-30T23:33:02Z,1430000,-230.0,-2.0,1,left,D. Reed 3PT  (3 PTS) (B. Forbes 1 AST),"[1628432, 1627854]",1610612743.0,DEN,,,,Reed,D. Reed,,,,,23.04,Made,,,,,,,,,,,3.0,B. Forbes,1627854.0,1.0,,,,,
145,PT00M46.20S,2022-03-30T23:33:17.7Z,1,REGULAR,3pt,Jump Shot,[],1630613,81.2910643889619,93.62745098039215,1610612754,12,37,2022-03-30T23:33:23Z,1450000,218.0,123.0,1,right,MISS D. Washington Jr. 25' 3PT,[1630613],1610612754.0,IND,,,,Washington Jr.,D. Washington Jr.,,,,,25.06,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M41.30S,2022-03-30T23:33:22.6Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,12,37,2022-03-30T23:33:23Z,1460000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
147,PT00M33.00S,2022-03-30T23:33:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630538,31.35676741130092,27.450980392156865,1610612743,12,40,2022-03-30T23:33:36Z,1470000,113.0,242.0,1,left,B. Hyland 26' 3PT  (3 PTS) (D. Cousins 1 AST),"[1630538, 202326]",1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,26.72,Made,,,,,,,,,,,3.0,D. Cousins,202326.0,1.0,,,,,
149,PT00M17.70S,2022-03-30T23:33:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630188,70.38436268068331,77.20588235294117,1610612754,15,40,2022-03-30T23:33:54Z,1490000,136.0,226.0,1,right,J. Smith 26' 3PT  (3 PTS) (J. Anderson 2 AST),"[1630188, 1626147]",1610612754.0,IND,,,,Smith,J. Smith,,,,,26.37,Made,,,,,,,,,,,3.0,J. Anderson,1626147.0,2.0,,,,,
151,PT00M02.30S,2022-03-30T23:34:06.6Z,1,REGULAR,3pt,Jump Shot,[],202326,32.670827858081466,32.84313725490196,1610612743,15,43,2022-03-30T23:34:12Z,1510000,86.0,255.0,1,left,D. Cousins 26' 3PT  (3 PTS) (B. Hyland 1 AST),"[202326, 1630538]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,26.87,Made,,,,,,,,,,,3.0,B. Hyland,1630538.0,1.0,,,,,
153,PT00M00.00S,2022-03-30T23:34:15.8Z,1,REGULAR,period,end,[],0,,,1610612754,15,43,2022-03-30T23:34:15Z,1530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-03-30T23:36:22.9Z,2,REGULAR,substitution,out,['startperiod'],202362,,,1610612754,15,43,2022-03-30T23:36:34Z,1540000,,,0,,SUB out: L. Stephenson,[202362],1610612754.0,IND,,,,Stephenson,L. Stephenson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-03-30T23:36:22.9Z,2,REGULAR,substitution,out,['startperiod'],1626147,,,1610612754,15,43,2022-03-30T23:36:34Z,1550000,,,0,,SUB out: J. Anderson,[1626147],1610612754.0,IND,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-03-30T23:36:22.9Z,2,REGULAR,substitution,in,['startperiod'],1626208,,,1610612754,15,43,2022-03-30T23:36:34Z,1560000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-03-30T23:36:22.9Z,2,REGULAR,substitution,in,['startperiod'],1629048,,,1610612754,15,43,2022-03-30T23:36:34Z,1570000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-03-30T23:36:52.8Z,2,REGULAR,period,start,[],0,,,1610612754,15,43,2022-03-30T23:36:52Z,1580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M45.00S,2022-03-30T23:37:07.0Z,2,REGULAR,3pt,Jump Shot,[],1630188,88.38699080157687,3.9215686274509802,1610612754,15,43,2022-03-30T23:37:12Z,1590000,-230.0,57.0,1,right,MISS J. Smith 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,23.73,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M41.00S,2022-03-30T23:37:11.0Z,2,REGULAR,rebound,defensive,[],1630538,,,1610612743,15,43,2022-03-30T23:37:12Z,1600000,,,0,,B. Hyland REBOUND (Off:0 Def:1),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
161,PT11M27.00S,2022-03-30T23:37:24.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202326,6.652431011826544,54.41176470588235,1610612743,15,45,2022-03-30T23:37:32Z,1610000,-22.0,10.0,1,left,D. Cousins Layup (5 PTS) (D. Reed 1 AST),"[202326, 1628432]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,2.43,Made,,,,,,,,,,,5.0,D. Reed,1628432.0,1.0,,,,,
162,PT11M16.00S,2022-03-30T23:37:35.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626208,87.33574244415243,42.64705882352941,1610612754,17,45,2022-03-30T23:41:12Z,1620000,-37.0,67.0,1,right,K. Sykes 7' floating Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626208, 1630169]",1610612754.0,IND,floating,,,Sykes,K. Sykes,,,,,7.6,Made,,,,,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,
164,PT10M52.00S,2022-03-30T23:37:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202326,10.33180026281209,46.81372549019608,1610612743,17,47,2022-03-30T23:38:06Z,1640000,16.0,45.0,1,left,D. Cousins turnaround bank Jump Shot (7 PTS),[202326],1610612743.0,DEN,turnaround bank,,,Cousins,D. Cousins,,,,,4.73,Made,,,,,,,,,,,7.0,,,,,,,,
165,PT10M44.00S,2022-03-30T23:38:07.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630613,92.9862023653088,59.31372549019608,1610612754,19,47,2022-03-30T23:42:32Z,1650000,47.0,13.0,1,right,D. Washington Jr. driving floating bank Jump Shot (2 PTS),[1630613],1610612754.0,IND,driving floating bank,,,Washington Jr.,D. Washington Jr.,,,,,4.85,Made,,,,,,,,,,,2.0,,,,,,,,
166,PT10M35.00S,2022-03-30T23:38:17.2Z,2,REGULAR,turnover,bad pass,[],202326,,,1610612743,19,47,2022-03-30T23:38:20Z,1660000,,,0,,D. Cousins bad pass TURNOVER (1 TO),"[202326, 1630169]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,1.0,,,,,Haliburton,1630169.0,,,
167,PT10M35.00S,2022-03-30T23:38:17.2Z,2,REGULAR,steal,,[],1630169,,,1610612754,19,47,2022-03-30T23:38:18Z,1670000,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M32.00S,2022-03-30T23:38:24.9Z,2,REGULAR,foul,personal,[],1630538,,,1610612754,19,47,2022-03-30T23:43:58Z,1680000,,,0,,B. Hyland take personal FOUL (1 PF),"[1630538, 1626208]",1610612743.0,DEN,take,,,Hyland,B. Hyland,,,,,,,,,,,1146.0,1.0,0.0,Sykes,1626208.0,,,,,,,,,,
170,PT10M32.00S,2022-03-30T23:38:39.5Z,2,REGULAR,instantreplay,request,[],0,,,1610612754,19,47,2022-03-30T23:39:31Z,1700000,,,0,,,[],,,support,,,,,,,,,,,,,,,1146.0,,,,,,,,,,,,,,Common Foul Upheld
171,PT10M21.00S,2022-03-30T23:40:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630169,92.9862023653088,56.86274509803921,1610612754,19,47,2022-03-31T00:07:25Z,1710000,34.0,13.0,1,right,MISS T. Haliburton driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,3.68,Missed,,,,,,,,,,,,,,,,,,,
172,PT10M19.00S,2022-03-30T23:40:13.6Z,2,REGULAR,rebound,defensive,[],202326,,,1610612743,19,47,2022-03-30T23:40:16Z,1720000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,171.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
173,PT10M06.00S,2022-03-30T23:40:26.6Z,2,REGULAR,3pt,Jump Shot,[],1627854,13.354139290407357,98.2843137254902,1610612743,19,50,2022-03-30T23:40:30Z,1730000,-241.0,73.0,1,left,B. Forbes 25' 3PT  (3 PTS) (B. Hyland 2 AST),"[1627854, 1630538]",1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,25.22,Made,,,,,,,,,,,3.0,B. Hyland,1630538.0,2.0,,,,,
175,PT09M42.00S,2022-03-30T23:40:50.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630188,93.64323258869908,54.166666666666664,1610612754,21,50,2022-03-30T23:40:55Z,1750000,21.0,7.0,1,right,J. Smith Layup (5 PTS) (D. Washington Jr. 2 AST),"[1630188, 1630613]",1610612754.0,IND,,,,Smith,J. Smith,,,,,2.2,Made,,,,,,,,,,,5.0,D. Washington Jr.,1630613.0,2.0,,,,,
177,PT09M42.00S,2022-03-30T23:40:52.4Z,2,REGULAR,foul,personal,['1freethrow'],1627854,,,1610612754,21,50,2022-03-30T23:41:00Z,1770000,,,0,,B. Forbes shooting personal FOUL (1 PF) (Smith 1 FT),"[1627854, 1630188]",1610612743.0,DEN,shooting,,,Forbes,B. Forbes,,,,,,,,,,,1146.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,
179,PT09M42.00S,2022-03-30T23:41:21.3Z,2,REGULAR,freethrow,1 of 1,[],1630188,,,1610612754,22,50,2022-03-30T23:41:21Z,1790000,,,0,,J. Smith Free Throw 1 of 1 (6 PTS),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,Made,,,,,,,,,,,6.0,,,,,,,,
180,PT09M28.00S,2022-03-30T23:41:37.3Z,2,REGULAR,2pt,Jump Shot,[],1627854,18.74178712220762,75.0,1610612743,22,50,2022-03-30T23:41:41Z,1800000,-125.0,124.0,1,left,MISS B. Forbes 17' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,17.59,Missed,,,,,,,,,,,,,,,,,,,
