actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
89,PT06M13.00S,2021-12-30T00:23:02.2Z,1,REGULAR,substitution,in,[],1628470,,,1610612766,10,19,2021-12-30T00:23:20Z,890000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,
90,PT06M13.00S,2021-12-30T00:23:02.2Z,1,REGULAR,substitution,in,[],1628998,,,1610612766,10,19,2021-12-30T00:23:20Z,900000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M13.00S,2021-12-30T00:23:02.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,10,19,2021-12-30T00:23:20Z,910000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M13.00S,2021-12-30T00:22:43.5Z,1,REGULAR,freethrow,3 of 3,['fastbreak'],1626179,,,1610612766,10,19,2021-12-30T00:23:40Z,920000,,,0,,MISS T. Rozier Free Throw 3 of 3,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,Missed,,,,,,,,,,,,,,,,,,
93,PT06M09.00S,2021-12-30T00:22:47.5Z,1,REGULAR,rebound,defensive,[],1627747,,,1610612754,10,19,2021-12-30T00:23:40Z,930000,,,0,,C. LeVert REBOUND (Off:0 Def:1),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT06M00.00S,2021-12-30T00:23:45.4Z,1,REGULAR,3pt,Jump Shot,[],203200,94.1688567674113,3.431372549019608,1610612754,13,19,2021-12-30T00:23:53Z,940000,-233.0,2.0,1,right,J. Holiday 3PT  (5 PTS) (M. Turner 1 AST),"[203200, 1626167]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,23.28,Made,,,,,,,,,,,,5.0,,,,M. Turner,1626167.0,1.0
96,PT05M45.00S,2021-12-30T00:24:00.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630208,6.652431011826544,47.794117647058826,1610612766,13,21,2021-12-30T00:24:05Z,960000,11.0,10.0,1,left,N. Richards cutting DUNK (2 PTS) (L. Ball 2 AST),"[1630208, 1630163]",1610612766.0,CHA,cutting,,,Richards,N. Richards,,,,,1.49,Made,,,,,,,,,,,,2.0,,,,L. Ball,1630163.0,2.0
98,PT05M28.00S,2021-12-30T00:24:16.9Z,1,REGULAR,2pt,Jump Shot,[],1629052,82.86793692509855,28.431372549019606,1610612754,13,21,2021-12-30T00:24:23Z,980000,-108.0,109.0,1,right,MISS O. Brissett 15' floating Shot,[1629052],1610612754.0,IND,floating,,,Brissett,O. Brissett,,,,,15.29,Missed,,,,,,,,,,,,,,,,,,
99,PT05M24.00S,2021-12-30T00:24:20.9Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,13,21,2021-12-30T00:24:23Z,990000,,,0,,O. Brissett REBOUND (Off:1 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,,,
100,PT05M22.00S,2021-12-30T00:24:23.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629052,92.59198423127464,95.83333333333334,1610612754,16,21,2021-12-30T00:24:29Z,1000000,229.0,17.0,1,right,O. Brissett 3PT  (3 PTS) (T. Craig 1 AST),"[1629052, 1628470]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,22.98,Made,,,,,,,,,,,,3.0,,,,T. Craig,1628470.0,1.0
102,PT05M09.00S,2021-12-30T00:24:38.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,16,21,2021-12-30T00:24:39Z,1020000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT05M08.00S,2021-12-30T00:24:52.2Z,1,REGULAR,2pt,Jump Shot,[],1626179,10.463206307490145,25.49019607843137,1610612766,16,23,2021-12-30T00:25:01Z,1030000,123.0,46.0,1,left,T. Rozier 13' Jump Shot (8 PTS) (L. Ball 3 AST),"[1626179, 1630163]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,13.08,Made,,,,,,,,,,,,8.0,,,,L. Ball,1630163.0,3.0
105,PT04M59.00S,2021-12-30T00:25:00.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,86.15308804204993,40.68627450980392,1610612754,16,23,2021-12-30T00:25:06Z,1050000,-47.0,78.0,1,right,MISS C. LeVert 9' turnaround Shot,[1627747],1610612754.0,IND,turnaround,,,LeVert,C. LeVert,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,
106,PT04M57.00S,2021-12-30T00:25:02.8Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,16,23,2021-12-30T00:25:06Z,1060000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,,,,,,
107,PT04M52.00S,2021-12-30T00:25:07.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,13.61695137976347,96.32352941176471,1610612766,16,26,2021-12-30T00:25:16Z,1070000,-232.0,75.0,1,left,T. Rozier 24' 3PT running (11 PTS) (C. Martin 1 AST),"[1626179, 1628998]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,24.36,Made,,,,,,,,,,,,11.0,,,,C. Martin,1628998.0,1.0
110,PT04M38.00S,2021-12-30T00:25:21.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,91.80354796320631,60.78431372549019,1610612754,16,26,2021-12-30T00:25:29Z,1100000,54.0,25.0,1,right,MISS M. Turner pullup Shot,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,
111,PT04M35.00S,2021-12-30T00:25:24.6Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,16,26,2021-12-30T00:25:29Z,1110000,,,0,,L. Ball REBOUND (Off:3 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,110.0,5.0,2.0,3.0,,,,,,,,,,,,,,
112,PT04M28.00S,2021-12-30T00:25:32.7Z,1,REGULAR,2pt,Jump Shot,[],1626179,10.068988173455978,87.25490196078431,1610612766,16,28,2021-12-30T00:25:40Z,1120000,-186.0,42.0,1,left,T. Rozier 19' step back Jump Shot (13 PTS),[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,19.1,Made,,,,,,,,,,,,13.0,,,,,,
113,PT04M23.00S,2021-12-30T00:25:39.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,16,28,2021-12-30T00:25:39Z,1130000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M23.00S,2021-12-30T00:27:59.4Z,1,REGULAR,substitution,out,[],203200,,,1610612754,16,28,2021-12-30T00:28:35Z,1140000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,
115,PT04M23.00S,2021-12-30T00:27:59.4Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,16,28,2021-12-30T00:28:35Z,1150000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M23.00S,2021-12-30T00:27:59.4Z,1,REGULAR,substitution,in,[],1627734,,,1610612754,16,28,2021-12-30T00:28:35Z,1160000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M23.00S,2021-12-30T00:27:59.4Z,1,REGULAR,substitution,in,[],1630537,,,1610612754,16,28,2021-12-30T00:28:35Z,1170000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M02.00S,2021-12-30T00:29:04.5Z,1,REGULAR,3pt,Jump Shot,[],1627747,68.41327201051249,34.31372549019608,1610612754,19,28,2021-12-30T00:29:09Z,1180000,-78.0,244.0,1,right,C. LeVert 25' 3PT  (6 PTS) (C. Duarte 2 AST),"[1627747, 1630537]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,25.67,Made,,,,,,,,,,,,6.0,,,,C. Duarte,1630537.0,2.0
120,PT03M43.00S,2021-12-30T00:29:22.2Z,1,REGULAR,3pt,Jump Shot,[],1626162,7.440867279894875,3.431372549019608,1610612766,19,31,2021-12-30T00:29:27Z,1200000,233.0,17.0,1,left,K. Oubre Jr. 3PT  (3 PTS) (C. Martin 2 AST),"[1626162, 1628998]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,23.34,Made,,,,,,,,,,,,3.0,,,,C. Martin,1628998.0,2.0
122,PT03M29.00S,2021-12-30T00:29:36.3Z,1,REGULAR,2pt,Jump Shot,[],1627734,94.1688567674113,25.245098039215684,1610612754,19,31,2021-12-30T00:29:42Z,1220000,-124.0,2.0,1,right,MISS D. Sabonis 12' turnaround Shot,[1627734],1610612754.0,IND,turnaround,,,Sabonis,D. Sabonis,,,,,12.38,Missed,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2021-12-30T00:29:38.8Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,19,31,2021-12-30T00:29:38Z,1230000,,,0,,O. Brissett REBOUND (Off:2 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,122.0,2.0,0.0,2.0,,,,,,,,,,,,,,
124,PT03M26.00S,2021-12-30T00:29:39.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,92.9862023653088,54.65686274509803,1610612754,19,31,2021-12-30T00:30:10Z,1240000,23.0,13.0,1,right,MISS O. Brissett putback Layup,[1629052],1610612754.0,IND,putback,,,Brissett,O. Brissett,,,,,2.69,Missed,,,,,,,,,,,,,,,,,,
125,PT03M26.00S,2021-12-30T00:29:39.9Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,19,31,2021-12-30T00:29:50Z,1250000,,,0,,O. Brissett REBOUND (Off:3 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,124.0,3.0,0.0,3.0,,,,,,,,,,,,,,
126,PT03M22.00S,2021-12-30T00:29:44.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1629052,94.40999984741211,50.0,1610612754,19,31,2021-12-30T00:33:52Z,1260000,0.0,0.0,1,right,MISS O. Brissett tip Layup - blocked,"[1629052, 1626179]",1610612754.0,IND,tip,,,Brissett,O. Brissett,,,,,0.0,Missed,,,,,Rozier,1626179.0,,,,,,,,,,,,
162,PT03M22.00S,2021-12-30T00:29:44.3Z,1,REGULAR,block,,[],1626179,,,1610612754,19,31,2021-12-30T00:33:52Z,1265000,,,0,,T. Rozier BLOCK (1 BLK),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M21.00S,2021-12-30T00:29:45.3Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,19,31,2021-12-30T00:29:45Z,1270000,,,0,,C. Martin REBOUND (Off:0 Def:2),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,
128,PT03M19.00S,2021-12-30T00:29:47.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626162,23.47240473061761,6.61764705882353,1610612766,19,31,2021-12-30T00:29:56Z,1280000,217.0,168.0,1,left,MISS K. Oubre Jr. 27' running 3PT,[1626162],1610612766.0,CHA,running,,,Oubre Jr.,K. Oubre Jr.,,,,,27.44,Missed,,,,,,,,,,,,,,,,,,
129,PT03M17.00S,2021-12-30T00:29:49.3Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,19,31,2021-12-30T00:29:56Z,1290000,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,128.0,2.0,2.0,0.0,,,,,,,,,,,,,,
130,PT03M00.00S,2021-12-30T00:30:06.3Z,1,REGULAR,3pt,Jump Shot,[],1627747,72.48685939553219,15.441176470588236,1610612754,19,31,2021-12-30T00:30:14Z,1300000,-173.0,206.0,1,right,MISS C. LeVert 26' 3PT,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
131,PT02M56.00S,2021-12-30T00:30:10.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,19,31,2021-12-30T00:30:14Z,1310000,,,0,,L. Ball REBOUND (Off:3 Def:3),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,130.0,6.0,3.0,3.0,,,,,,,,,,,,,,
132,PT02M51.00S,2021-12-30T00:30:17.2Z,1,REGULAR,turnover,traveling,[],1630163,,,1610612766,19,31,2021-12-30T00:30:22Z,1320000,,,0,,L. Ball traveling TURNOVER (2 TO),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,1628954.0,,,,,,2.0,,,,,
133,PT02M51.00S,2021-12-30T00:30:28.6Z,1,REGULAR,substitution,out,[],1630163,,,1610612754,19,31,2021-12-30T00:30:32Z,1330000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M51.00S,2021-12-30T00:30:28.6Z,1,REGULAR,substitution,in,[],202397,,,1610612754,19,31,2021-12-30T00:30:32Z,1340000,,,0,,SUB in: I. Smith,[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M44.00S,2021-12-30T00:30:49.2Z,1,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612754,19,31,2021-12-30T00:30:54Z,1350000,,,0,,N. Richards shooting personal FOUL (1 PF) (LeVert 2 FT),"[1630208, 1627747]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,,,,,,,,,1628954.0,1.0,0.0,LeVert,1627747.0,,,,,,,
137,PT02M44.00S,2021-12-30T00:31:16.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627747,,,1610612754,20,31,2021-12-30T00:31:42Z,1370000,,,0,,C. LeVert Free Throw 1 of 2 (7 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,,,,,,,,,,,,7.0,,,,,,
138,PT02M44.00S,2021-12-30T00:31:16.9Z,1,REGULAR,substitution,out,[],1630537,,,1610612754,20,31,2021-12-30T00:31:23Z,1380000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M44.00S,2021-12-30T00:31:16.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612754,20,31,2021-12-30T00:31:23Z,1390000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M44.00S,2021-12-30T00:31:16.9Z,1,REGULAR,substitution,in,[],1626208,,,1610612754,20,31,2021-12-30T00:31:23Z,1400000,,,0,,SUB in: K. Sykes,[1626208],1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M44.00S,2021-12-30T00:31:16.9Z,1,REGULAR,substitution,in,[],202330,,,1610612754,20,31,2021-12-30T00:31:23Z,1410000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M44.00S,2021-12-30T00:31:16.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627747,,,1610612754,20,31,2021-12-30T00:31:42Z,1420000,,,0,,MISS C. LeVert Free Throw 2 of 2,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT02M43.00S,2021-12-30T00:31:17.3Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,20,31,2021-12-30T00:31:42Z,1430000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,142.0,1.0,1.0,0.0,,,,,,,,,,,,,,
144,PT02M30.00S,2021-12-30T00:31:50.4Z,1,REGULAR,2pt,Jump Shot,[],202330,6.652431011826544,9.313725490196079,1610612766,20,33,2021-12-30T00:31:55Z,1440000,203.0,10.0,1,left,G. Hayward 20' pullup Jump Shot (2 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,20.36,Made,,,,,,,,,,,,2.0,,,,,,
145,PT02M10.00S,2021-12-30T00:32:09.1Z,1,REGULAR,3pt,Jump Shot,[],1628470,90.3580814717477,4.166666666666666,1610612754,20,33,2021-12-30T00:32:13Z,1450000,-229.0,38.0,1,right,MISS T. Craig 3PT,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,23.23,Missed,,,,,,,,,,,,,,,,,,
146,PT02M07.00S,2021-12-30T00:32:12.1Z,1,REGULAR,rebound,defensive,[],202397,,,1610612766,20,33,2021-12-30T00:32:13Z,1460000,,,0,,I. Smith REBOUND (Off:0 Def:1),[202397],1610612766.0,CHA,,,,Smith,I. Smith,,,,,,,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
147,PT01M46.00S,2021-12-30T00:32:33.7Z,1,REGULAR,3pt,Jump Shot,[],1628998,24.655059132720105,17.647058823529413,1610612766,20,33,2021-12-30T00:32:39Z,1470000,162.0,179.0,1,left,MISS C. Martin 24' 3PT,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,24.15,Missed,,,,,,,,,,,,,,,,,,
148,PT01M43.00S,2021-12-30T00:32:36.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,20,33,2021-12-30T00:32:39Z,1480000,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,,,,
149,PT01M34.00S,2021-12-30T00:32:46.2Z,1,REGULAR,3pt,Jump Shot,[],1627734,66.5735873850197,54.41176470588235,1610612754,23,33,2021-12-30T00:32:52Z,1490000,22.0,262.0,1,right,D. Sabonis 26' 3PT  (5 PTS) (C. LeVert 1 AST),"[1627734, 1627747]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,26.26,Made,,,,,,,,,,,,5.0,,,,C. LeVert,1627747.0,1.0
151,PT01M24.00S,2021-12-30T00:32:55.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,8.886333771353483,41.17647058823529,1610612766,23,33,2021-12-30T00:33:00Z,1510000,44.0,31.0,1,left,MISS C. Martin driving Layup,[1628998],1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,5.39,Missed,,,,,,,,,,,,,,,,,,
152,PT01M21.00S,2021-12-30T00:32:58.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612754,23,33,2021-12-30T00:33:00Z,1520000,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,151.0,4.0,4.0,0.0,,,,,,,,,,,,,,
153,PT01M16.00S,2021-12-30T00:33:05.2Z,1,REGULAR,turnover,out-of-bounds,[],1627734,,,1610612754,23,33,2021-12-30T00:33:12Z,1530000,,,0,,D. Sabonis lost ball out-of-bounds TURNOVER (1 TO),[1627734],1610612754.0,IND,lost ball,,,Sabonis,D. Sabonis,,,,,,,,,,,,,201638.0,,,,,,1.0,,,,,
154,PT01M16.00S,2021-12-30T00:33:10.3Z,1,REGULAR,substitution,out,[],1627747,,,1610612766,23,33,2021-12-30T00:33:13Z,1540000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M16.00S,2021-12-30T00:33:10.3Z,1,REGULAR,substitution,out,[],1630208,,,1610612766,23,33,2021-12-30T00:33:13Z,1550000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,
156,PT01M16.00S,2021-12-30T00:33:10.3Z,1,REGULAR,substitution,in,[],1630537,,,1610612766,23,33,2021-12-30T00:33:13Z,1560000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,
157,PT01M16.00S,2021-12-30T00:33:10.3Z,1,REGULAR,substitution,in,[],203486,,,1610612766,23,33,2021-12-30T00:33:13Z,1570000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M02.00S,2021-12-30T00:33:40.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626162,8.360709592641262,46.81372549019608,1610612766,23,33,2021-12-30T00:33:46Z,1580000,16.0,26.0,1,left,MISS K. Oubre Jr. Layup - blocked,"[1626162, 1627734]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,3.06,Missed,,,,,Sabonis,1627734.0,,,,,,,,,,,,
159,PT01M02.00S,2021-12-30T00:33:40.6Z,1,REGULAR,block,,[],1627734,,,1610612766,23,33,2021-12-30T00:33:42Z,1590000,,,0,,D. Sabonis BLOCK (1 BLK),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M02.00S,2021-12-30T00:33:40.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,23,33,2021-12-30T00:33:46Z,1600000,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,
161,PT01M02.00S,2021-12-30T00:33:45.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,23,33,2021-12-30T00:33:45Z,1610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M40.40S,2021-12-30T00:34:12.1Z,1,REGULAR,2pt,Jump Shot,[],1630537,77.21747700394218,46.07843137254902,1610612754,25,33,2021-12-30T00:34:16Z,1620000,-20.0,162.0,1,right,C. Duarte 16' pullup Jump Shot (2 PTS) (O. Brissett 1 AST),"[1630537, 1629052]",1610612754.0,IND,pullup,,,Duarte,C. Duarte,,,,,16.29,Made,,,,,,,,,,,,2.0,,,,O. Brissett,1629052.0,1.0
165,PT00M30.20S,2021-12-30T00:34:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626208,,,1610612766,25,33,2021-12-30T00:34:42Z,1640000,,,0,,K. Sykes personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1626208, 1626162]",1610612754.0,IND,,,,Sykes,K. Sykes,,,,,,,,,,,,,1628954.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,
167,PT00M30.20S,2021-12-30T00:34:50.5Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,25,33,2021-12-30T00:34:50Z,1660000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT00M30.20S,2021-12-30T00:34:50.5Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,25,33,2021-12-30T00:34:50Z,1670000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,167.0,,,,,,,,,,,,,,,,,
169,PT00M30.20S,2021-12-30T00:35:07.1Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,25,34,2021-12-30T00:35:07Z,1680000,,,0,,K. Oubre Jr. Free Throw 2 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
170,PT00M10.70S,2021-12-30T00:35:29.9Z,1,REGULAR,2pt,Jump Shot,[],1626208,76.95466491458606,35.78431372549019,1610612754,25,34,2021-12-30T00:35:34Z,1690000,-71.0,164.0,1,right,MISS K. Sykes 17' pullup Shot,[1626208],1610612754.0,IND,pullup,,,Sykes,K. Sykes,,,,,17.88,Missed,,,,,,,,,,,,,,,,,,
171,PT00M07.90S,2021-12-30T00:35:32.9Z,1,REGULAR,rebound,offensive,[],1629052,,,1610612754,25,34,2021-12-30T00:35:32Z,1700000,,,0,,O. Brissett REBOUND (Off:4 Def:0),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,170.0,4.0,0.0,4.0,,,,,,,,,,,,,,
172,PT00M04.30S,2021-12-30T00:35:36.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630537,92.85479632063075,49.754901960784316,1610612754,27,34,2021-12-30T00:35:42Z,1710000,-1.0,15.0,1,right,C. Duarte driving Layup (4 PTS) (O. Brissett 2 AST),"[1630537, 1629052]",1610612754.0,IND,driving,,,Duarte,C. Duarte,,,,,1.47,Made,,,,,,,,,,,,4.0,,,,O. Brissett,1629052.0,2.0
174,PT00M01.10S,2021-12-30T00:35:46.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629052,,,1610612766,27,34,2021-12-30T00:36:07Z,1730000,,,0,,O. Brissett personal FOUL (1 PF) (Oubre Jr. 2 FT),"[1629052, 1626162]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,201638.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,
176,PT00M01.10S,2021-12-30T00:36:14.3Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,27,34,2021-12-30T00:36:14Z,1750000,,,0,,MISS K. Oubre Jr. Free Throw 1 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
177,PT00M01.10S,2021-12-30T00:36:14.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,27,34,2021-12-30T00:36:14Z,1760000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,176.0,,,,,,,,,,,,,,,,,
178,PT00M01.10S,2021-12-30T00:36:22.3Z,1,REGULAR,substitution,out,[],1629052,,,1610612766,27,34,2021-12-30T00:36:29Z,1770000,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,
