actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,out,[],202066,,,1610612743,13,17,2022-01-29T01:25:33Z,900000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,out,[],1626195,,,1610612743,13,17,2022-01-29T01:25:33Z,910000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,out,[],1628984,,,1610612743,13,17,2022-01-29T01:25:33Z,920000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,out,[],201145,,,1610612743,13,17,2022-01-29T01:25:33Z,930000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,out,[],203085,,,1610612743,13,17,2022-01-29T01:25:33Z,940000,,,0,,SUB out: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,in,[],1629637,,,1610612743,13,17,2022-01-29T01:25:33Z,950000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,in,[],1629638,,,1610612743,13,17,2022-01-29T01:25:33Z,960000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,in,[],1630631,,,1610612743,13,17,2022-01-29T01:25:33Z,970000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,in,[],1627854,,,1610612743,13,17,2022-01-29T01:25:33Z,980000,,,0,,SUB in: B. Forbes,[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M29.00S,2022-01-29T01:25:17.1Z,1,REGULAR,substitution,in,[],1630192,,,1610612743,13,17,2022-01-29T01:25:33Z,990000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M16.00S,2022-01-29T01:25:44.6Z,1,REGULAR,turnover,out-of-bounds,[],203932,,,1610612743,13,17,2022-01-29T01:25:51Z,1000000,,,0,,A. Gordon step out-of-bounds TURNOVER (1 TO),[203932],1610612743.0,DEN,step,,,Gordon,A. Gordon,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,
101,PT03M58.00S,2022-01-29T01:26:11.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629638,67.36202365308804,44.11764705882353,1610612740,13,17,2022-01-29T01:26:18Z,1010000,-29.0,254.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,25.6,Missed,,,,,,,,,,,,,,,,
102,PT03M51.00S,2022-01-29T01:26:18.2Z,1,REGULAR,rebound,defensive,[],1627854,,,1610612743,13,17,2022-01-29T01:26:18Z,1020000,,,0,,B. Forbes REBOUND (Off:0 Def:1),[1627854],1610612743.0,DEN,,,,Forbes,B. Forbes,,,,,,,,,,,,,101.0,1.0,1.0,0.0,,,,,,,,
103,PT03M41.00S,2022-01-29T01:26:27.8Z,1,REGULAR,2pt,Jump Shot,[],1627854,20.97568988173456,68.62745098039215,1610612743,13,17,2022-01-29T01:26:39Z,1030000,-93.0,145.0,1,left,MISS B. Forbes 17' pullup Shot,[1627854],1610612743.0,DEN,pullup,,,Forbes,B. Forbes,,,,,,,17.21,Missed,,,,,,,,,,,,,,,,
104,PT03M40.00S,2022-01-29T01:26:28.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,13,17,2022-01-29T01:26:39Z,1040000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,103.0,,,,,,,,,,,
105,PT03M40.00S,2022-01-29T01:26:36.3Z,1,REGULAR,foul,personal,[],1629637,,,1610612743,13,17,2022-01-29T01:26:54Z,1050000,,,0,,J. Hayes loose ball personal FOUL (1 PF),"[1629637, 203999]",1610612740.0,NOP,loose ball,,,Hayes,J. Hayes,,,,,1627963.0,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,
107,PT03M40.00S,2022-01-29T01:26:51.1Z,1,REGULAR,substitution,out,[],1628420,,,1610612743,13,17,2022-01-29T01:26:55Z,1070000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M40.00S,2022-01-29T01:26:51.1Z,1,REGULAR,substitution,in,[],1630267,,,1610612743,13,17,2022-01-29T01:26:55Z,1080000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M37.00S,2022-01-29T01:27:03.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612743,13,17,2022-01-29T01:27:10Z,1090000,,,0,,J. Hayes personal FOUL (2 PF) (Campazzo 2 FT),"[1629637, 1630267]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,201638.0,,,,,,,,,,,,2.0,0.0,Campazzo,1630267.0,,,,
111,PT03M37.00S,2022-01-29T01:27:22.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630267,,,1610612743,13,18,2022-01-29T01:27:22Z,1110000,,,0,,F. Campazzo Free Throw 1 of 2 (1 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
112,PT03M37.00S,2022-01-29T01:27:34.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630267,,,1610612743,13,19,2022-01-29T01:27:34Z,1120000,,,0,,F. Campazzo Free Throw 2 of 2 (2 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
113,PT03M10.00S,2022-01-29T01:28:03.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.24901445466492,46.81372549019608,1610612740,13,19,2022-01-29T01:28:09Z,1130000,-16.0,11.0,1,right,MISS J. Hart driving Layup,[1628404],1610612740.0,NOP,driving,,,Hart,J. Hart,,,,,,,1.93,Missed,,,,,,,,,,,,,,,,
114,PT03M07.00S,2022-01-29T01:28:06.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,13,19,2022-01-29T01:28:06Z,1140000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,113.0,5.0,5.0,0.0,,,,,,,,
115,PT03M02.00S,2022-01-29T01:28:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.732588699080158,54.65686274509803,1610612743,13,21,2022-01-29T01:28:20Z,1150000,-23.0,1.0,1,left,N. Jokic driving Layup (6 PTS) (F. Campazzo 1 AST),"[203999, 1630267]",1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,,,2.33,Made,6.0,F. Campazzo,1630267.0,1.0,,,,,,,,,,,,
117,PT03M02.00S,2022-01-29T01:28:18.6Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630631,,,1610612743,13,21,2022-01-29T01:28:39Z,1170000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (Jokic 1 FT),"[1630631, 203999]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,1627541.0,,,,,,,,,,,,1.0,0.0,Jokic,203999.0,,,,
119,PT03M02.00S,2022-01-29T01:28:26.6Z,1,REGULAR,substitution,out,[],203932,,,1610612743,13,21,2022-01-29T01:28:31Z,1190000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M02.00S,2022-01-29T01:28:26.6Z,1,REGULAR,substitution,in,[],1630538,,,1610612743,13,21,2022-01-29T01:28:31Z,1200000,,,0,,SUB in: B. Hyland,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M02.00S,2022-01-29T01:28:45.1Z,1,REGULAR,freethrow,1 of 1,[],203999,,,1610612743,13,22,2022-01-29T01:28:45Z,1210000,,,0,,N. Jokic Free Throw 1 of 1 (7 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
122,PT02M47.00S,2022-01-29T01:29:02.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,92.9862023653088,49.50980392156863,1610612740,15,22,2022-01-29T01:29:09Z,1220000,-2.0,13.0,1,right,J. Hayes cutting finger roll Layup (2 PTS) (H. Jones 1 AST),"[1629637, 1630529]",1610612740.0,NOP,cutting finger roll,,,Hayes,J. Hayes,,,,,,,1.36,Made,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,
124,PT02M37.00S,2022-01-29T01:29:16.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629638,,,1610612743,15,22,2022-01-29T01:32:26Z,1240000,,,0,,N. Alexander-Walker shooting personal FOUL (1 PF) (Hyland 2 FT),"[1629638, 1630538]",1610612740.0,NOP,shooting,,,Alexander-Walker,N. Alexander-Walker,,,,,1627963.0,,,,,,,,,,,,1.0,0.0,Hyland,1630538.0,,,,
126,PT02M37.00S,2022-01-29T01:29:25.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,15,22,2022-01-29T01:29:25Z,1260000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M37.00S,2022-01-29T01:31:53.2Z,1,REGULAR,substitution,out,[],1628404,,,1610612743,15,22,2022-01-29T01:32:08Z,1270000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M37.00S,2022-01-29T01:31:53.2Z,1,REGULAR,substitution,out,[],203999,,,1610612743,15,22,2022-01-29T01:32:08Z,1280000,,,0,,SUB out: N. Jokic,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M37.00S,2022-01-29T01:31:53.2Z,1,REGULAR,substitution,in,[],1630230,,,1610612743,15,22,2022-01-29T01:32:08Z,1290000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M37.00S,2022-01-29T01:31:53.2Z,1,REGULAR,substitution,in,[],202326,,,1610612743,15,22,2022-01-29T01:32:08Z,1300000,,,0,,SUB in: D. Cousins,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M37.00S,2022-01-29T01:32:27.9Z,1,REGULAR,freethrow,1 of 2,[],1630538,,,1610612743,15,22,2022-01-29T01:32:27Z,1310000,,,0,,MISS B. Hyland Free Throw 1 of 2,[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Missed,,,,,,,,,,,,,,,,
132,PT02M37.00S,2022-01-29T01:32:27.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,15,22,2022-01-29T01:32:27Z,1320000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,
133,PT02M37.00S,2022-01-29T01:32:39.5Z,1,REGULAR,freethrow,2 of 2,[],1630538,,,1610612743,15,23,2022-01-29T01:32:39Z,1330000,,,0,,B. Hyland Free Throw 2 of 2 (1 PTS),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
134,PT02M24.00S,2022-01-29T01:32:53.9Z,1,REGULAR,3pt,Jump Shot,[],1630631,73.40670170827858,17.401960784313726,1610612740,15,23,2022-01-29T01:33:00Z,1340000,-163.0,197.0,1,right,MISS J. Alvarado 25' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,25.61,Missed,,,,,,,,,,,,,,,,
135,PT02M19.00S,2022-01-29T01:32:58.9Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,15,23,2022-01-29T01:33:00Z,1350000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,134.0,1.0,0.0,1.0,,,,,,,,
136,PT02M13.00S,2022-01-29T01:33:04.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,93.9060446780552,54.166666666666664,1610612740,17,23,2022-01-29T01:33:10Z,1360000,21.0,5.0,1,right,N. Alexander-Walker driving Layup (2 PTS),[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,,,2.13,Made,2.0,,,,,,,,,,,,,,,
137,PT02M04.00S,2022-01-29T01:33:17.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612743,17,23,2022-01-29T01:33:24Z,1370000,,,0,,H. Jones personal FOUL (1 PF) (Campazzo 2 FT),"[1630529, 1630267]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,1627963.0,,,,,,,,,,,,1.0,0.0,Campazzo,1630267.0,,,,
139,PT02M04.00S,2022-01-29T01:33:38.7Z,1,REGULAR,freethrow,1 of 2,[],1630267,,,1610612743,17,23,2022-01-29T01:33:38Z,1390000,,,0,,MISS F. Campazzo Free Throw 1 of 2,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Missed,,,,,,,,,,,,,,,,
140,PT02M04.00S,2022-01-29T01:33:38.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,17,23,2022-01-29T01:33:38Z,1400000,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,139.0,,,,,,,,,,,
141,PT02M04.00S,2022-01-29T01:33:42.4Z,1,REGULAR,substitution,out,[],1630529,,,1610612743,17,23,2022-01-29T01:33:46Z,1410000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M04.00S,2022-01-29T01:33:42.4Z,1,REGULAR,substitution,in,[],1629109,,,1610612743,17,23,2022-01-29T01:33:46Z,1420000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M04.00S,2022-01-29T01:33:55.1Z,1,REGULAR,freethrow,2 of 2,[],1630267,,,1610612743,17,24,2022-01-29T01:33:55Z,1430000,,,0,,F. Campazzo Free Throw 2 of 2 (3 PTS),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
144,PT01M57.00S,2022-01-29T01:34:13.3Z,1,REGULAR,foul,personal,[],202326,,,1610612740,17,24,2022-01-29T01:34:32Z,1440000,,,0,,D. Cousins personal FOUL (1 PF),"[202326, 1629637]",1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,1627963.0,,,,,,,,,,,,1.0,0.0,Hayes,1629637.0,,,,
146,PT01M49.00S,2022-01-29T01:34:31.2Z,1,REGULAR,3pt,Jump Shot,[],1629109,89.30683311432325,2.696078431372549,1610612740,17,24,2022-01-29T01:35:31Z,1460000,-237.0,48.0,1,right,MISS G. Clark 24' pullup 3PT,[1629109],1610612740.0,NOP,pullup,,,Clark,G. Clark,,,,,,,24.13,Missed,,,,,,,,,,,,,,,,
147,PT01M46.00S,2022-01-29T01:34:34.2Z,1,REGULAR,rebound,offensive,[],1630631,,,1610612740,17,24,2022-01-29T01:34:35Z,1470000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,146.0,1.0,0.0,1.0,,,,,,,,
148,PT01M45.00S,2022-01-29T01:34:35.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630631,94.30026281208936,46.07843137254902,1610612740,17,24,2022-01-29T01:34:40Z,1480000,-20.0,1.0,1,right,MISS J. Alvarado reverse Layup,[1630631],1610612740.0,NOP,reverse,,,Alvarado,J. Alvarado,,,,,,,1.96,Missed,,,,,,,,,,,,,,,,
149,PT01M43.00S,2022-01-29T01:34:37.0Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,17,24,2022-01-29T01:34:40Z,1490000,,,0,,D. Cousins REBOUND (Off:0 Def:1),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,,,,,,
150,PT01M31.00S,2022-01-29T01:34:55.3Z,1,REGULAR,foul,offensive,[],202326,,,1610612743,17,24,2022-01-29T01:35:02Z,1500000,,,0,,D. Cousins charge offensive FOUL (2 PF),"[202326, 1630230]",1610612743.0,DEN,charge,,,Cousins,D. Cousins,,,,,1627963.0,,,,,,,,,,,,2.0,0.0,Marshall,1630230.0,,,,
152,PT01M31.00S,2022-01-29T01:34:55.3Z,1,REGULAR,turnover,offensive foul,[],202326,,,1610612743,17,24,2022-01-29T01:34:55Z,1520000,,,0,,D. Cousins offensive foul TURNOVER (1 TO),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,
153,PT01M18.00S,2022-01-29T01:35:21.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629637,88.12417871222075,54.41176470588235,1610612740,17,24,2022-01-29T01:36:04Z,1530000,22.0,59.0,1,right,MISS J. Hayes 6' driving floating Shot,[1629637],1610612740.0,NOP,driving floating,,,Hayes,J. Hayes,,,,,,,6.31,Missed,,,,,,,,,,,,,,,,
154,PT01M18.00S,2022-01-29T01:35:21.6Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,17,24,2022-01-29T01:35:27Z,1540000,,,0,,D. Cousins REBOUND (Off:0 Def:2),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,153.0,2.0,2.0,0.0,,,,,,,,
155,PT01M18.00S,2022-01-29T01:35:28.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630230,,,1610612743,17,24,2022-01-29T01:35:35Z,1550000,,,0,,N. Marshall personal FOUL (1 PF) (Cousins 2 FT),"[1630230, 202326]",1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,201638.0,,,,,,,,,,,,1.0,0.0,Cousins,202326.0,,,,
157,PT01M18.00S,2022-01-29T01:36:01.4Z,1,REGULAR,freethrow,1 of 2,[],202326,,,1610612743,17,25,2022-01-29T01:36:01Z,1570000,,,0,,D. Cousins Free Throw 1 of 2 (1 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
158,PT01M18.00S,2022-01-29T01:36:13.7Z,1,REGULAR,freethrow,2 of 2,[],202326,,,1610612743,17,26,2022-01-29T01:36:13Z,1580000,,,0,,D. Cousins Free Throw 2 of 2 (2 PTS),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
159,PT01M04.00S,2022-01-29T01:36:29.0Z,1,REGULAR,3pt,Jump Shot,[],1630230,78.40013140604468,7.352941176470589,1610612740,17,26,2022-01-29T01:36:33Z,1590000,-213.0,151.0,1,right,MISS N. Marshall 26' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,26.1,Missed,,,,,,,,,,,,,,,,
160,PT01M01.00S,2022-01-29T01:36:32.0Z,1,REGULAR,rebound,defensive,[],202326,,,1610612743,17,26,2022-01-29T01:36:33Z,1600000,,,0,,D. Cousins REBOUND (Off:0 Def:3),[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,,,,,,,159.0,3.0,3.0,0.0,,,,,,,,
161,PT00M52.80S,2022-01-29T01:36:40.9Z,1,REGULAR,3pt,Jump Shot,[],202326,28.203022339027594,23.284313725490197,1610612743,17,26,2022-01-29T01:36:46Z,1610000,134.0,213.0,1,left,MISS D. Cousins 25' 3PT,[202326],1610612743.0,DEN,,,,Cousins,D. Cousins,,,,,,,25.11,Missed,,,,,,,,,,,,,,,,
162,PT00M48.20S,2022-01-29T01:36:45.5Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,17,26,2022-01-29T01:36:46Z,1620000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,161.0,1.0,1.0,0.0,,,,,,,,
163,PT00M39.40S,2022-01-29T01:36:54.4Z,1,REGULAR,3pt,Jump Shot,[],1629638,66.83639947437582,51.470588235294116,1610612740,17,26,2022-01-29T01:37:01Z,1630000,7.0,259.0,1,right,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,25.93,Missed,,,,,,,,,,,,,,,,
164,PT00M36.50S,2022-01-29T01:36:57.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,17,26,2022-01-29T01:37:01Z,1640000,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,
165,PT00M36.50S,2022-01-29T01:37:00.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,17,26,2022-01-29T01:37:00Z,1650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M21.30S,2022-01-29T01:37:25.4Z,1,REGULAR,turnover,out-of-bounds,[],1630267,,,1610612743,17,26,2022-01-29T01:40:24Z,1660000,,,0,,F. Campazzo bad pass out-of-bounds TURNOVER (1 TO),[1630267],1610612743.0,DEN,bad pass,,,Campazzo,F. Campazzo,,,,,201638.0,1.0,,,,,,,,,,,,,,,,,,
167,PT00M04.90S,2022-01-29T01:37:49.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,91.27792378449409,52.94117647058824,1610612740,17,26,2022-01-29T01:38:15Z,1670000,15.0,29.0,1,right,MISS J. Alvarado driving Layup - blocked,"[1630631, 1630538]",1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,,,3.3,Missed,,,,,,,,,,,,,,,Hyland,1630538.0
168,PT00M04.90S,2022-01-29T01:37:49.4Z,1,REGULAR,block,,[],1630538,,,1610612740,17,26,2022-01-29T01:37:52Z,1680000,,,0,,B. Hyland BLOCK (1 BLK),[1630538],1610612743.0,DEN,,,,Hyland,B. Hyland,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M04.90S,2022-01-29T01:37:49.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,17,26,2022-01-29T01:37:54Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,,
170,PT00M04.90S,2022-01-29T01:37:55.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,17,26,2022-01-29T01:37:55Z,1700000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT00M04.10S,2022-01-29T01:38:03.8Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629109,89.70105124835742,2.696078431372549,1610612740,17,26,2022-01-29T01:39:22Z,1710000,-237.0,44.0,1,right,MISS G. Clark 24' 3PT,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,24.06,Missed,,,,,,,,,,,,,,,,
172,PT00M02.10S,2022-01-29T01:38:05.8Z,1,REGULAR,rebound,defensive,[],1630192,,,1610612743,17,26,2022-01-29T01:39:22Z,1720000,,,0,,Z. Nnaji REBOUND (Off:0 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,
174,PT00M01.90S,2022-01-29T01:38:13.0Z,1,REGULAR,turnover,lost ball,[],1630192,,,1610612743,17,26,2022-01-29T01:39:45Z,1740000,,,0,,Z. Nnaji lost ball TURNOVER (1 TO),"[1630192, 1630631]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,1.0,,,,,,,,,,,,,,,Alvarado,1630631.0,,
175,PT00M01.90S,2022-01-29T01:38:13.0Z,1,REGULAR,steal,,[],1630631,,,1610612740,17,26,2022-01-29T01:38:16Z,1750000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
176,PT00M00.10S,2022-01-29T01:38:18.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630631,94.43166885676742,55.14705882352941,1610612740,17,26,2022-01-29T01:39:59Z,1760000,26.0,0.0,1,right,MISS J. Alvarado Layup,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,2.57,Missed,,,,,,,,,,,,,,,,
177,PT00M00.10S,2022-01-29T01:38:18.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,17,26,2022-01-29T01:39:59Z,1770000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,176.0,,,,,,,,,,,
178,PT00M00.00S,2022-01-29T01:38:23.9Z,1,REGULAR,period,end,[],0,,,1610612740,17,26,2022-01-29T01:38:23Z,1780000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2022-01-29T01:40:25.4Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612740,17,26,2022-01-29T01:40:48Z,1790000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
