actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
449,PT11M14.00S,2021-12-02T02:44:16.7Z,4,REGULAR,3pt,Jump Shot,[],203501,69.20170827858082,67.40196078431373,1610612742,75,104,2021-12-02T02:45:23Z,4440000,87.0,237.0,1,right,MISS T. Hardaway Jr. 25' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
450,PT11M10.00S,2021-12-02T02:44:20.7Z,4,REGULAR,rebound,offensive,[],1628425,,,1610612742,75,104,2021-12-02T02:44:20Z,4450000,,,0,,S. Brown REBOUND (Off:2 Def:2),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,449.0,4.0,2.0,2.0,,,,,
451,PT11M07.00S,2021-12-02T02:44:23.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,67.88764783180025,28.676470588235293,1610612742,75,104,2021-12-02T02:44:29Z,4460000,-107.0,249.0,1,right,MISS J. Brunson 27' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,,
452,PT11M02.00S,2021-12-02T02:44:28.1Z,4,REGULAR,rebound,offensive,[],204001,,,1610612742,75,104,2021-12-02T02:44:28Z,4470000,,,0,,K. Porzingis REBOUND (Off:1 Def:7),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,451.0,8.0,7.0,1.0,,,,,
453,PT11M02.00S,2021-12-02T02:44:28.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",204001,94.40999984741211,50.0,1610612742,75,106,2021-12-02T02:44:28Z,4480000,0.0,0.0,1,right,K. Porzingis tip Layup (20 PTS),[204001],1610612742.0,DAL,tip,,,Porzingis,K. Porzingis,,,,,0.0,Made,20.0,,,,,,,,,,,,,,,,,,
454,PT10M46.00S,2021-12-02T02:44:43.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,8.09789750328515,46.32352941176471,1610612740,75,106,2021-12-02T02:46:04Z,4490000,18.0,24.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.99,Missed,,,,,,,,,,,,,,,,,,,
455,PT10M44.00S,2021-12-02T02:44:45.4Z,4,REGULAR,rebound,offensive,[],1630529,,,1610612740,75,106,2021-12-02T02:44:45Z,4500000,,,0,,H. Jones REBOUND (Off:3 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,454.0,4.0,1.0,3.0,,,,,
456,PT10M43.00S,2021-12-02T02:44:47.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,33.065045992115635,55.14705882352941,1610612740,75,106,2021-12-02T02:44:51Z,4510000,-26.0,258.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,,
457,PT10M43.00S,2021-12-02T02:44:47.5Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,75,106,2021-12-02T02:44:51Z,4520000,,,0,,K. Porzingis REBOUND (Off:1 Def:8),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,456.0,9.0,8.0,1.0,,,,,
458,PT10M28.00S,2021-12-02T02:45:02.7Z,4,REGULAR,3pt,Jump Shot,[],203504,77.87450722733246,9.068627450980392,1610612742,75,106,2021-12-02T02:45:14Z,4530000,-205.0,155.0,1,right,MISS T. Burke 25' 3PT,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,25.71,Missed,,,,,,,,,,,,,,,,,,,
459,PT10M25.00S,2021-12-02T02:45:05.7Z,4,REGULAR,rebound,defensive,[],203107,,,1610612740,75,106,2021-12-02T02:45:14Z,4540000,,,0,,T. Satoransky REBOUND (Off:1 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,458.0,3.0,2.0,1.0,,,,,
460,PT10M20.00S,2021-12-02T02:45:12.2Z,4,REGULAR,foul,personal,['2freethrow'],1628425,,,1610612740,75,106,2021-12-02T02:45:20Z,4550000,,,0,,S. Brown shooting personal FOUL (1 PF) (Satoransky 2 FT),"[1628425, 203107]",1610612742.0,DAL,shooting,,,Brown,S. Brown,,,,,,,,,,,1830.0,,1.0,0.0,Satoransky,203107.0,,,,,,,,,
462,PT10M20.00S,2021-12-02T02:45:38.6Z,4,REGULAR,freethrow,1 of 2,[],203107,,,1610612740,76,106,2021-12-02T02:45:38Z,4570000,,,0,,T. Satoransky Free Throw 1 of 2 (4 PTS),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
463,PT10M20.00S,2021-12-02T02:45:38.6Z,4,REGULAR,freethrow,2 of 2,[],203107,,,1610612740,76,106,2021-12-02T02:45:57Z,4580000,,,0,,MISS T. Satoransky Free Throw 2 of 2,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,Missed,,,,,,,,,,,,,,,,,,,
464,PT10M17.00S,2021-12-02T02:45:41.6Z,4,REGULAR,rebound,defensive,[],204001,,,1610612742,76,106,2021-12-02T02:45:57Z,4590000,,,0,,K. Porzingis REBOUND (Off:1 Def:9),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,463.0,10.0,9.0,1.0,,,,,
465,PT10M00.00S,2021-12-02T02:46:11.7Z,4,REGULAR,3pt,Jump Shot,[],1628425,92.85479632063075,5.392156862745098,1610612742,76,109,2021-12-02T02:46:19Z,4600000,-223.0,15.0,1,right,S. Brown 3PT  (5 PTS) (T. Hardaway Jr. 1 AST),"[1628425, 203501]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,22.35,Made,5.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,,,
467,PT09M47.00S,2021-12-02T02:46:24.4Z,4,REGULAR,3pt,Jump Shot,[],1628984,24.392247043363994,15.931372549019606,1610612740,79,109,2021-12-02T02:47:28Z,4620000,170.0,177.0,1,left,D. Graham 24' 3PT pullup bank (13 PTS),[1628984],1610612740.0,NOP,pullup bank,,,Graham,D. Graham,,,,,24.55,Made,13.0,,,,,,,,,,,,,,,,,,
468,PT09M24.00S,2021-12-02T02:46:47.2Z,4,REGULAR,3pt,Jump Shot,[],203501,74.58935611038108,12.990196078431374,1610612742,79,112,2021-12-02T02:46:53Z,4630000,-185.0,186.0,1,right,T. Hardaway Jr. 26' 3PT  (11 PTS) (J. Brunson 3 AST),"[203501, 1628973]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.26,Made,11.0,J. Brunson,1628973.0,3.0,,,,,,,,,,,,,,,
470,PT09M13.00S,2021-12-02T02:46:57.9Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,26.757555847568987,20.34313725490196,1610612740,82,112,2021-12-02T02:48:24Z,4650000,148.0,199.0,1,left,N. Alexander-Walker 24' 3PT running pullup (10 PTS) (D. Graham 5 AST),"[1629638, 1628984]",1610612740.0,NOP,running pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,24.82,Made,10.0,D. Graham,1628984.0,5.0,,,,,,,,,,,,,,,
472,PT08M49.00S,2021-12-02T02:47:29.3Z,4,REGULAR,turnover,3-second-violation,[],204001,,,1610612742,82,112,2021-12-02T02:47:38Z,4670000,,,0,,K. Porzingis 3-second-violation TURNOVER (1 TO),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,,
473,PT08M49.00S,2021-12-02T02:47:34.8Z,4,REGULAR,substitution,out,[],1628425,,,1610612740,82,112,2021-12-02T02:47:46Z,4680000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT08M49.00S,2021-12-02T02:47:34.8Z,4,REGULAR,substitution,in,[],1626246,,,1610612740,82,112,2021-12-02T02:47:46Z,4690000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT08M34.00S,2021-12-02T02:48:08.9Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630529,7.046649145860711,50.73529411764706,1610612740,84,112,2021-12-02T02:49:46Z,4700000,-4.0,14.0,1,left,H. Jones driving DUNK (2 PTS) (D. Graham 6 AST),"[1630529, 1628984]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.42,Made,2.0,D. Graham,1628984.0,6.0,,,,,,,,,,,,,,,
477,PT08M34.00S,2021-12-02T02:48:12.0Z,4,REGULAR,foul,personal,['1freethrow'],1626246,,,1610612740,84,112,2021-12-02T02:48:36Z,4720000,,,0,,B. Marjanovic shooting personal FOUL (3 PF) (Jones 1 FT),"[1626246, 1630529]",1610612742.0,DAL,shooting,,,Marjanovic,B. Marjanovic,,,,,,,,,,,1627534.0,,3.0,0.0,Jones,1630529.0,,,,,,,,,
479,PT08M34.00S,2021-12-02T02:48:19.5Z,4,REGULAR,substitution,out,[],1630530,,,1610612740,84,112,2021-12-02T02:48:25Z,4740000,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT08M34.00S,2021-12-02T02:48:19.5Z,4,REGULAR,substitution,in,[],1626195,,,1610612740,84,112,2021-12-02T02:48:25Z,4750000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT08M34.00S,2021-12-02T02:48:37.1Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1630529,,,1610612740,85,112,2021-12-02T02:48:37Z,4760000,,,0,,H. Jones Free Throw 1 of 1 (3 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
482,PT08M23.00S,2021-12-02T02:48:50.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,85,112,2021-12-02T02:48:50Z,4770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT08M12.00S,2021-12-02T02:49:18.0Z,4,REGULAR,2pt,Jump Shot,[],1628973,80.42049934296978,87.76807598039215,1610612742,85,114,2021-12-02T02:50:54Z,4780000,189.0,132.0,1,right,J. Brunson 23' Jump Shot (17 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.01,Made,17.0,,,,,,,,,,,,,,,,,,
484,PT07M52.00S,2021-12-02T02:49:38.0Z,4,REGULAR,3pt,Jump Shot,[],1628984,30.699737187910642,69.11764705882352,1610612740,85,114,2021-12-02T02:54:24Z,4790000,-96.0,236.0,1,left,MISS D. Graham 25' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,,
485,PT07M49.00S,2021-12-02T02:49:41.0Z,4,REGULAR,rebound,offensive,[],1626195,,,1610612740,85,114,2021-12-02T02:49:42Z,4800000,,,0,,W. Hernangomez REBOUND (Off:4 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,484.0,5.0,1.0,4.0,,,,,
486,PT07M40.00S,2021-12-02T02:49:49.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629638,6.1268068331143235,53.18627450980392,1610612740,87,114,2021-12-02T02:55:24Z,4810000,-16.0,5.0,1,left,N. Alexander-Walker driving finger roll Layup (12 PTS),[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,1.67,Made,12.0,,,,,,,,,,,,,,,,,,
487,PT07M29.00S,2021-12-02T02:50:00.4Z,4,REGULAR,2pt,Jump Shot,[],203504,74.85216819973719,30.88235294117647,1610612742,87,116,2021-12-02T02:55:54Z,4820000,-96.0,184.0,1,right,T. Burke 20' pullup Jump Shot (5 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,20.73,Made,5.0,,,,,,,,,,,,,,,,,,
488,PT07M13.00S,2021-12-02T02:50:17.0Z,4,REGULAR,3pt,Jump Shot,[],1629638,25.57490144546649,81.37254901960785,1610612740,87,116,2021-12-02T02:56:18Z,4830000,-157.0,188.0,1,left,MISS N. Alexander-Walker 24' step back 3PT,[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,24.48,Missed,,,,,,,,,,,,,,,,,,,
489,PT07M10.00S,2021-12-02T02:50:20.1Z,4,REGULAR,rebound,defensive,[],203504,,,1610612742,87,116,2021-12-02T02:50:20Z,4840000,,,0,,T. Burke REBOUND (Off:0 Def:1),[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,488.0,1.0,1.0,0.0,,,,,
490,PT07M05.00S,2021-12-02T02:50:24.5Z,4,REGULAR,3pt,Jump Shot,[],204001,68.67608409986859,68.13725490196079,1610612742,87,116,2021-12-02T02:50:31Z,4850000,91.0,242.0,1,right,MISS K. Porzingis 25' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
491,PT07M02.00S,2021-12-02T02:50:27.5Z,4,REGULAR,rebound,defensive,[],1629638,,,1610612740,87,116,2021-12-02T02:50:31Z,4860000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,490.0,2.0,2.0,0.0,,,,,
492,PT06M57.00S,2021-12-02T02:50:36.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,5.469776609724048,55.14705882352941,1610612740,87,116,2021-12-02T02:57:30Z,4870000,-26.0,-1.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.57,Missed,,,,,,,,,,,,,,,,,,,
493,PT06M57.00S,2021-12-02T02:50:43.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,87,116,2021-12-02T02:50:43Z,4880000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,492.0,,,,,,,,
494,PT06M57.00S,2021-12-02T02:50:44.3Z,4,REGULAR,foul,personal,[],1626195,,,1610612742,87,116,2021-12-02T02:51:16Z,4890000,,,0,,W. Hernangomez loose ball personal FOUL (2 PF),"[1626195, 1626246]",1610612740.0,NOP,loose ball,,,Hernangomez,W. Hernangomez,,,,,,,,,,,1627534.0,,2.0,0.0,Marjanovic,1626246.0,,,,,,,,,
496,PT06M57.00S,2021-12-02T02:51:20.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,87,116,2021-12-02T02:51:20Z,4910000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,out,[],1628984,,,1610612742,87,116,2021-12-02T02:53:27Z,4920000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,out,[],1630529,,,1610612742,87,116,2021-12-02T02:53:27Z,4930000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,out,[],1626195,,,1610612742,87,116,2021-12-02T02:53:27Z,4940000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,out,[],204001,,,1610612742,87,116,2021-12-02T02:53:27Z,4950000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,in,[],1629637,,,1610612742,87,116,2021-12-02T02:53:27Z,4960000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,in,[],1630530,,,1610612742,87,116,2021-12-02T02:53:27Z,4970000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,in,[],1630230,,,1610612742,87,116,2021-12-02T02:53:27Z,4980000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT06M57.00S,2021-12-02T02:53:04.4Z,4,REGULAR,substitution,in,[],1628425,,,1610612742,87,116,2021-12-02T02:53:27Z,4990000,,,0,,SUB in: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT06M46.00S,2021-12-02T02:53:44.5Z,4,REGULAR,turnover,bad pass,[],1628973,,,1610612742,87,116,2021-12-02T02:53:49Z,5000000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1630230]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,1.0,,,,,,,,,Marshall,1630230.0,,,
506,PT06M46.00S,2021-12-02T02:53:44.5Z,4,REGULAR,steal,,[],1630230,,,1610612740,87,116,2021-12-02T02:53:46Z,5010000,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT06M46.00S,2021-12-02T02:53:49.2Z,4,REGULAR,foul,personal,[],203501,,,1610612740,87,116,2021-12-02T02:59:53Z,5020000,,,0,,T. Hardaway Jr. take personal FOUL (2 PF),"[203501, 1630230]",1610612742.0,DAL,take,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,202037.0,,2.0,0.0,Marshall,1630230.0,,,,,,,,,
509,PT06M32.00S,2021-12-02T02:54:35.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203107,25.18068331143233,84.06862745098039,1610612740,87,116,2021-12-02T02:54:41Z,5040000,-170.0,184.0,1,left,MISS T. Satoransky 25' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,25.09,Missed,,,,,,,,,,,,,,,,,,,
510,PT06M28.00S,2021-12-02T02:54:39.6Z,4,REGULAR,rebound,offensive,[],1630530,,,1610612740,87,116,2021-12-02T02:54:41Z,5050000,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,509.0,2.0,1.0,1.0,,,,,
511,PT06M25.00S,2021-12-02T02:54:41.9Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630230,32.013797634691194,49.50980392156863,1610612740,87,116,2021-12-02T02:54:51Z,5060000,2.0,248.0,1,left,MISS N. Marshall 24' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,24.84,Missed,,,,,,,,,,,,,,,,,,,
512,PT06M18.00S,2021-12-02T02:54:48.9Z,4,REGULAR,rebound,offensive,[],203107,,,1610612740,87,116,2021-12-02T02:54:51Z,5070000,,,0,,T. Satoransky REBOUND (Off:2 Def:2),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,511.0,4.0,2.0,2.0,,,,,
513,PT06M18.00S,2021-12-02T02:54:48.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203107,5.590000152587891,50.0,1610612740,89,116,2021-12-02T02:54:48Z,5080000,0.0,0.0,1,left,T. Satoransky tip Layup (6 PTS),[203107],1610612740.0,NOP,tip,,,Satoransky,T. Satoransky,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
514,PT06M05.00S,2021-12-02T02:55:01.8Z,4,REGULAR,3pt,Jump Shot,[],203501,69.33311432325887,65.44117647058823,1610612742,89,119,2021-12-02T03:00:45Z,5090000,77.0,236.0,1,right,T. Hardaway Jr. 24' 3PT pullup (14 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,24.81,Made,14.0,,,,,,,,,,,,,,,,,,
515,PT05M55.00S,2021-12-02T02:55:13.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.783837056504599,50.73529411764706,1610612740,91,119,2021-12-02T02:55:18Z,5100000,-4.0,11.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (N. Alexander-Walker 4 AST),"[1629637, 1629638]",1610612740.0,NOP,alley-oop,,,Hayes,J. Hayes,,,,,1.19,Made,2.0,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,,,,,,,
517,PT05M33.00S,2021-12-02T02:55:33.8Z,4,REGULAR,2pt,Jump Shot,[],203501,84.57621550591328,72.30392156862744,1610612742,91,121,2021-12-02T03:01:32Z,5120000,112.0,92.0,1,right,T. Hardaway Jr. 14' pullup Jump Shot (16 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,14.49,Made,16.0,,,,,,,,,,,,,,,,,,
518,PT05M23.00S,2021-12-02T02:55:46.7Z,4,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612740,91,121,2021-12-02T03:02:14Z,5130000,,,0,,J. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1629637],1610612740.0,NOP,bad pass,,,Hayes,J. Hayes,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,,
519,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,out,[],1629638,,,1610612742,91,121,2021-12-02T02:56:11Z,5140000,,,0,,SUB out: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,out,[],203107,,,1610612742,91,121,2021-12-02T02:56:11Z,5150000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,out,[],203501,,,1610612742,91,121,2021-12-02T02:56:11Z,5160000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,out,[],1628973,,,1610612742,91,121,2021-12-02T02:56:11Z,5170000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
523,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,in,[],1630184,,,1610612742,91,121,2021-12-02T02:56:11Z,5180000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
524,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,in,[],1630631,,,1610612742,91,121,2021-12-02T02:56:11Z,5190000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,in,[],1630647,,,1610612742,91,121,2021-12-02T02:56:11Z,5200000,,,0,,SUB in: E. Omoruyi,[1630647],1610612742.0,DAL,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,
526,PT05M23.00S,2021-12-02T02:55:56.7Z,4,REGULAR,substitution,in,[],1630182,,,1610612742,91,121,2021-12-02T02:56:11Z,5210000,,,0,,SUB in: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
527,PT05M05.00S,2021-12-02T02:56:29.2Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203504,77.87450722733246,35.294117647058826,1610612742,91,123,2021-12-02T02:56:35Z,5220000,-74.0,155.0,1,right,T. Burke 17' pullup Jump Shot (7 PTS),[203504],1610612742.0,DAL,pullup,,,Burke,T. Burke,,,,,17.2,Made,7.0,,,,,,,,,,,,,,,,,,
528,PT04M48.00S,2021-12-02T02:56:44.9Z,4,REGULAR,2pt,Jump Shot,[],1630230,19.267411300919843,23.03921568627451,1610612740,91,123,2021-12-02T02:56:50Z,5230000,135.0,129.0,1,left,MISS N. Marshall 18' pullup Shot,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,18.63,Missed,,,,,,,,,,,,,,,,,,,
529,PT04M46.00S,2021-12-02T02:56:46.9Z,4,REGULAR,rebound,defensive,[],1628425,,,1610612742,91,123,2021-12-02T02:56:50Z,5240000,,,0,,S. Brown REBOUND (Off:2 Def:3),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,528.0,5.0,3.0,2.0,,,,,
530,PT04M29.00S,2021-12-02T02:57:04.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626246,87.86136662286465,50.49019607843137,1610612742,91,125,2021-12-02T02:57:10Z,5250000,2.0,62.0,1,right,B. Marjanovic 6' Jump Shot (8 PTS),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,6.17,Made,8.0,,,,,,,,,,,,,,,,,,
532,PT04M19.00S,2021-12-02T02:57:13.9Z,4,REGULAR,3pt,Jump Shot,[],1629637,29.122864651773984,22.794117647058822,1610612740,91,125,2021-12-02T03:04:42Z,5270000,136.0,221.0,1,left,MISS J. Hayes 25' pullup 3PT,[1629637],1610612740.0,NOP,pullup,,,Hayes,J. Hayes,,,,,25.97,Missed,,,,,,,,,,,,,,,,,,,
