actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
91,PT03M27.00S,2021-12-02T01:26:29.9Z,1,REGULAR,rebound,offensive,[],1628425,,,1610612742,14,27,2021-12-02T01:26:29Z,910000,,,0,,S. Brown REBOUND (Off:1 Def:0),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,90.0,1.0,0.0,1.0,,,,,
92,PT03M24.00S,2021-12-02T01:26:37.1Z,1,REGULAR,foul,personal,['2freethrow'],1630529,,,1610612742,14,27,2021-12-02T01:26:52Z,920000,,,0,,H. Jones shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630529, 1629029]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,,,,,,,1830.0,,1.0,0.0,Doncic,1629029.0,,,,,,,,,
94,PT03M24.00S,2021-12-02T01:27:05.7Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629029,,,1610612742,14,28,2021-12-02T01:27:05Z,940000,,,0,,L. Doncic Free Throw 1 of 2 (15 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
95,PT03M24.00S,2021-12-02T01:27:24.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629029,,,1610612742,14,29,2021-12-02T01:27:24Z,950000,,,0,,L. Doncic Free Throw 2 of 2 (16 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
96,PT03M09.00S,2021-12-02T01:27:40.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,79.188567674113,41.66666666666667,1610612740,16,29,2021-12-02T01:27:45Z,960000,-42.0,143.0,1,right,B. Ingram 14' pullup Jump Shot (11 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,14.91,Made,11.0,,,,,,,,,,,,,,,,,,
97,PT02M58.00S,2021-12-02T01:27:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628467,32.11645860709593,52.32843137254902,1610612742,16,32,2021-12-02T01:28:04Z,970000,-12.0,249.0,1,left,M. Kleber 24' 3PT pullup (3 PTS) (L. Doncic 4 AST),"[1628467, 1629029]",1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,24.97,Made,3.0,L. Doncic,1629029.0,4.0,,,,,,,,,,,,,,,
99,PT02M34.00S,2021-12-02T01:28:15.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.03745072273325,52.94117647058824,1610612740,18,32,2021-12-02T01:28:20Z,990000,15.0,4.0,1,right,N. Alexander-Walker driving Layup (2 PTS) (H. Jones 1 AST),"[1629638, 1630529]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,1.51,Made,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,,,,,,
101,PT02M12.00S,2021-12-02T01:28:38.0Z,1,REGULAR,3pt,Jump Shot,[],1628973,32.276609724047304,44.6078431372549,1610612742,18,35,2021-12-02T01:32:45Z,1010000,27.0,251.0,1,left,J. Brunson 25' 3PT  (3 PTS) (L. Doncic 5 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.23,Made,3.0,L. Doncic,1629029.0,5.0,,,,,,,,,,,,,,,
103,PT01M54.00S,2021-12-02T01:28:56.4Z,1,REGULAR,3pt,Jump Shot,[],1627742,94.43166885676742,2.941176470588235,1610612740,18,35,2021-12-02T01:33:14Z,1030000,-235.0,0.0,1,right,MISS B. Ingram 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,23.53,Missed,,,,,,,,,,,,,,,,,,,
104,PT01M51.00S,2021-12-02T01:28:59.4Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,18,35,2021-12-02T01:29:01Z,1040000,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,
105,PT01M49.00S,2021-12-02T01:29:04.7Z,1,REGULAR,foul,personal,[],1630529,,,1610612742,18,35,2021-12-02T01:29:22Z,1050000,,,0,,H. Jones personal FOUL (2 PF),"[1630529, 1629029]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,1627534.0,,2.0,0.0,Doncic,1629029.0,,,,,,,,,
107,PT01M49.00S,2021-12-02T01:29:14.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,18,35,2021-12-02T01:29:14Z,1070000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,out,[],1630529,,,1610612742,18,35,2021-12-02T01:31:56Z,1080000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,out,[],1626195,,,1610612742,18,35,2021-12-02T01:31:56Z,1090000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,18,35,2021-12-02T01:31:56Z,1100000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,in,[],202685,,,1610612742,18,35,2021-12-02T01:31:56Z,1110000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,in,[],202066,,,1610612742,18,35,2021-12-02T01:31:56Z,1120000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT01M49.00S,2021-12-02T01:31:34.1Z,1,REGULAR,substitution,in,[],204001,,,1610612742,18,35,2021-12-02T01:31:56Z,1130000,,,0,,SUB in: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT01M36.00S,2021-12-02T01:32:17.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,18.2161629434954,57.35294117647059,1610612742,18,37,2021-12-02T01:32:28Z,1140000,-37.0,119.0,1,left,J. Brunson 12' floating Jump Shot (5 PTS) (L. Doncic 6 AST),"[1628973, 1629029]",1610612742.0,DAL,floating,,,Brunson,J. Brunson,,,,,12.43,Made,5.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,,
116,PT01M21.00S,2021-12-02T01:32:31.1Z,1,REGULAR,3pt,Jump Shot,[],1630184,80.1084099868594,8.088235294117647,1610612740,18,37,2021-12-02T01:34:02Z,1160000,-210.0,134.0,1,right,MISS K. Lewis Jr. 24' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
117,PT01M19.00S,2021-12-02T01:32:33.1Z,1,REGULAR,rebound,defensive,[],1628425,,,1610612742,18,37,2021-12-02T01:32:36Z,1170000,,,0,,S. Brown REBOUND (Off:1 Def:1),[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,116.0,2.0,1.0,1.0,,,,,
118,PT01M12.00S,2021-12-02T01:32:41.1Z,1,REGULAR,3pt,Jump Shot,[],204001,26.757555847568987,15.196078431372548,1610612742,18,37,2021-12-02T01:34:25Z,1180000,174.0,199.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,26.43,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M09.00S,2021-12-02T01:32:44.1Z,1,REGULAR,rebound,defensive,[],1627742,,,1610612740,18,37,2021-12-02T01:32:46Z,1190000,,,0,,B. Ingram REBOUND (Off:0 Def:1),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,
120,PT01M01.00S,2021-12-02T01:32:52.7Z,1,REGULAR,2pt,Jump Shot,[],1627742,92.59198423127464,69.6078431372549,1610612740,18,37,2021-12-02T01:32:58Z,1200000,98.0,17.0,1,right,MISS B. Ingram 9' step back Shot,[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,9.95,Missed,,,,,,,,,,,,,,,,,,,
121,PT00M58.60S,2021-12-02T01:32:55.4Z,1,REGULAR,rebound,offensive,[],1630184,,,1610612740,18,37,2021-12-02T01:32:55Z,1210000,,,0,,K. Lewis Jr. REBOUND (Off:1 Def:0),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,120.0,1.0,0.0,1.0,,,,,
122,PT00M46.40S,2021-12-02T01:33:07.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630184,61.84296977660972,83.33333333333334,1610612740,21,37,2021-12-02T01:33:25Z,1220000,167.0,306.0,1,right,K. Lewis Jr. 34' 3PT pullup (3 PTS) (N. Alexander-Walker 1 AST),"[1630184, 1629638]",1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,34.86,Made,3.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,,
124,PT00M37.10S,2021-12-02T01:33:21.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,9.017739816031538,51.71568627450981,1610612742,21,39,2021-12-02T01:37:34Z,1240000,-9.0,32.0,1,left,J. Brunson driving Layup (7 PTS),[1628973],1610612742.0,DAL,driving,,,Brunson,J. Brunson,,,,,3.34,Made,7.0,,,,,,,,,,,,,,,,,,
125,PT00M23.70S,2021-12-02T01:33:37.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,93.64323258869908,53.18627450980392,1610612740,23,39,2021-12-02T01:33:44Z,1250000,16.0,7.0,1,right,K. Lewis Jr. driving reverse Layup (5 PTS) (N. Alexander-Walker 2 AST),"[1630184, 1629638]",1610612740.0,NOP,driving reverse,,,Lewis Jr.,K. Lewis Jr.,,,,,1.75,Made,5.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,,
127,PT00M02.90S,2021-12-02T01:34:00.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,5.732588699080158,44.11764705882353,1610612742,23,41,2021-12-02T01:39:07Z,1270000,29.0,1.0,1,left,L. Doncic driving finger roll Layup (18 PTS) (K. Porzingis 1 AST),"[1629029, 204001]",1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,2.94,Made,18.0,K. Porzingis,204001.0,1.0,,,,,,,,,,,,,,,
130,PT00M00.00S,2021-12-02T01:34:37.5Z,1,REGULAR,instantreplay,request,[],0,,,1610612740,23,41,2021-12-02T01:34:48Z,1300000,,,0,,,[],,,support,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,End Period - No Basket,,
131,PT00M00.00S,2021-12-02T01:34:52.1Z,1,REGULAR,period,end,[],0,,,1610612740,23,41,2021-12-02T01:34:52Z,1310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,out,['startperiod'],1630184,,,1610612740,23,41,2021-12-02T01:36:45Z,1320000,,,0,,SUB out: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612740,23,41,2021-12-02T01:36:45Z,1330000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,23,41,2021-12-02T01:36:45Z,1340000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612740,23,41,2021-12-02T01:36:45Z,1350000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,23,41,2021-12-02T01:36:45Z,1360000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612740,23,41,2021-12-02T01:36:45Z,1370000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,23,41,2021-12-02T01:36:45Z,1380000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2021-12-02T01:36:15.1Z,2,REGULAR,substitution,in,['startperiod'],203504,,,1610612740,23,41,2021-12-02T01:36:45Z,1390000,,,0,,SUB in: T. Burke,[203504],1610612742.0,DAL,,,,Burke,T. Burke,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2021-12-02T01:36:49.3Z,2,REGULAR,period,start,[],0,,,1610612740,23,41,2021-12-02T01:36:49Z,1400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT11M35.00S,2021-12-02T01:37:16.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,23,41,2021-12-02T01:37:29Z,1410000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,,,,
142,PT11M13.00S,2021-12-02T01:37:50.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628425,5.601182654402102,52.20588235294118,1610612742,23,43,2021-12-02T01:37:58Z,1420000,-11.0,0.0,1,left,S. Brown cutting Layup (2 PTS) (J. Brunson 1 AST),"[1628425, 1628973]",1610612742.0,DAL,cutting,,,Brown,S. Brown,,,,,1.1,Made,2.0,J. Brunson,1628973.0,1.0,,,,,,,,,,,,,,,
144,PT11M02.00S,2021-12-02T01:38:09.0Z,2,REGULAR,foul,personal,[],203501,,,1610612740,23,43,2021-12-02T01:38:16Z,1440000,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1629638]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,202037.0,,1.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,
147,PT10M53.00S,2021-12-02T01:38:35.0Z,2,REGULAR,3pt,Jump Shot,[],1629638,72.88107752956637,16.42156862745098,1610612740,23,43,2021-12-02T01:38:42Z,1460000,-168.0,202.0,1,right,MISS N. Alexander-Walker 26' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,26.3,Missed,,,,,,,,,,,,,,,,,,,
148,PT10M50.00S,2021-12-02T01:38:38.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,23,43,2021-12-02T01:38:42Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,
149,PT10M49.00S,2021-12-02T01:38:41.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,23,43,2021-12-02T01:38:41Z,1480000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT10M40.00S,2021-12-02T01:38:50.2Z,2,REGULAR,3pt,Jump Shot,[],1628973,23.340998685939553,86.51960784313727,1610612742,23,46,2021-12-02T01:38:57Z,1490000,-183.0,167.0,1,left,J. Brunson 24' 3PT bank (10 PTS) (S. Brown 1 AST),"[1628973, 1628425]",1610612742.0,DAL,bank,,,Brunson,J. Brunson,,,,,24.74,Made,10.0,S. Brown,1628425.0,1.0,,,,,,,,,,,,,,,
152,PT10M24.00S,2021-12-02T01:39:05.9Z,2,REGULAR,2pt,Jump Shot,[],1628984,73.01248357424441,49.26470588235294,1610612740,25,46,2021-12-02T01:39:13Z,1510000,-4.0,201.0,1,right,D. Graham 20' step back Jump Shot (2 PTS),[1628984],1610612740.0,NOP,step back,,,Graham,D. Graham,,,,,20.12,Made,2.0,,,,,,,,,,,,,,,,,,
153,PT10M10.00S,2021-12-02T01:39:21.1Z,2,REGULAR,turnover,bad pass,[],1628425,,,1610612742,25,46,2021-12-02T01:40:31Z,1520000,,,0,,S. Brown bad pass TURNOVER (1 TO),"[1628425, 203107]",1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,1.0,,,,,,,,,Satoransky,203107.0,,,
154,PT10M10.00S,2021-12-02T01:39:21.1Z,2,REGULAR,steal,,[],203107,,,1610612740,25,46,2021-12-02T01:39:23Z,1530000,,,0,,T. Satoransky STEAL (1 STL),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT10M10.00S,2021-12-02T01:39:29.5Z,2,REGULAR,foul,personal,[],204001,,,1610612740,25,46,2021-12-02T01:42:21Z,1540000,,,0,,K. Porzingis take personal FOUL (1 PF),"[204001, 203107]",1610612742.0,DAL,take,,,Porzingis,K. Porzingis,,,,,,,,,,,1830.0,,1.0,0.0,Satoransky,203107.0,,,,,,,,,
157,PT09M51.00S,2021-12-02T01:40:00.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,71.30420499342969,79.90196078431373,1610612740,28,46,2021-12-02T01:42:50Z,1560000,150.0,217.0,1,right,D. Graham 26' 3PT pullup (5 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,26.37,Made,5.0,,,,,,,,,,,,,,,,,,
158,PT09M37.00S,2021-12-02T01:40:15.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203504,6.915243101182654,56.61764705882353,1610612742,28,46,2021-12-02T01:43:28Z,1570000,-33.0,13.0,1,left,MISS T. Burke driving floating bank Shot,[203504],1610612742.0,DAL,driving floating bank,,,Burke,T. Burke,,,,,3.54,Missed,,,,,,,,,,,,,,,,,,,
159,PT09M34.00S,2021-12-02T01:40:18.0Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,28,46,2021-12-02T01:40:23Z,1580000,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,
160,PT09M22.00S,2021-12-02T01:40:29.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203107,93.64323258869908,53.92156862745098,1610612740,28,46,2021-12-02T01:40:37Z,1590000,20.0,7.0,1,right,MISS T. Satoransky cutting Layup,[203107],1610612740.0,NOP,cutting,,,Satoransky,T. Satoransky,,,,,2.09,Missed,,,,,,,,,,,,,,,,,,,
161,PT09M20.00S,2021-12-02T01:40:31.1Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,28,46,2021-12-02T01:40:31Z,1600000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,160.0,2.0,2.0,0.0,,,,,
162,PT09M08.00S,2021-12-02T01:40:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,13.485545335085414,51.225490196078425,1610612742,28,46,2021-12-02T01:44:38Z,1610000,-6.0,74.0,1,left,MISS J. Brunson 7' fadeaway Shot,[1628973],1610612742.0,DAL,fadeaway,,,Brunson,J. Brunson,,,,,7.45,Missed,,,,,,,,,,,,,,,,,,,
163,PT09M06.00S,2021-12-02T01:40:44.3Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,28,46,2021-12-02T01:40:52Z,1620000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,162.0,1.0,1.0,0.0,,,,,
164,PT08M55.00S,2021-12-02T01:40:59.6Z,2,REGULAR,foul,personal,['2freethrow'],204001,,,1610612740,28,46,2021-12-02T01:41:10Z,1630000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[204001, 202685]",1610612742.0,DAL,shooting,,,Porzingis,K. Porzingis,,,,,,,,,,,1830.0,,2.0,0.0,Valanciunas,202685.0,,,,,,,,,
166,PT08M55.00S,2021-12-02T01:41:24.5Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,29,46,2021-12-02T01:41:24Z,1650000,,,0,,J. Valanciunas Free Throw 1 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
167,PT08M55.00S,2021-12-02T01:41:25.6Z,2,REGULAR,substitution,out,[],1628425,,,1610612740,29,46,2021-12-02T01:41:34Z,1660000,,,0,,SUB out: S. Brown,[1628425],1610612742.0,DAL,,,,Brown,S. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT08M55.00S,2021-12-02T01:41:25.6Z,2,REGULAR,substitution,in,[],1626246,,,1610612740,29,46,2021-12-02T01:41:34Z,1670000,,,0,,SUB in: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT08M55.00S,2021-12-02T01:41:48.7Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,30,46,2021-12-02T01:41:48Z,1680000,,,0,,J. Valanciunas Free Throw 2 of 2 (4 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
170,PT08M44.00S,2021-12-02T01:42:00.6Z,2,REGULAR,3pt,Jump Shot,[],203501,32.276609724047304,41.911764705882355,1610612742,30,46,2021-12-02T01:45:40Z,1690000,40.0,251.0,1,left,MISS T. Hardaway Jr. 25' step back 3PT,[203501],1610612742.0,DAL,step back,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.41,Missed,,,,,,,,,,,,,,,,,,,
171,PT08M41.00S,2021-12-02T01:42:03.6Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,30,46,2021-12-02T01:42:05Z,1700000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,
172,PT08M38.00S,2021-12-02T01:42:06.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629638,94.03745072273325,3.431372549019608,1610612740,30,46,2021-12-02T01:46:05Z,1710000,-233.0,4.0,1,right,MISS N. Alexander-Walker running 3PT,[1629638],1610612740.0,NOP,running,,,Alexander-Walker,N. Alexander-Walker,,,,,23.28,Missed,,,,,,,,,,,,,,,,,,,
173,PT08M34.00S,2021-12-02T01:42:10.9Z,2,REGULAR,rebound,defensive,[],204001,,,1610612742,30,46,2021-12-02T01:42:12Z,1720000,,,0,,K. Porzingis REBOUND (Off:0 Def:3),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,172.0,3.0,3.0,0.0,,,,,
174,PT08M18.00S,2021-12-02T01:42:27.4Z,2,REGULAR,2pt,Jump Shot,[],204001,18.74178712220762,32.59803921568628,1610612742,30,48,2021-12-02T01:46:36Z,1730000,87.0,124.0,1,left,K. Porzingis 15' turnaround fadeaway Jump Shot (7 PTS),[204001],1610612742.0,DAL,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,15.12,Made,7.0,,,,,,,,,,,,,,,,,,
175,PT07M58.00S,2021-12-02T01:42:46.0Z,2,REGULAR,2pt,Jump Shot,[],1628984,73.40670170827858,52.94117647058824,1610612740,32,48,2021-12-02T01:43:02Z,1740000,15.0,197.0,1,right,D. Graham 19' pullup Jump Shot (7 PTS),[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,19.8,Made,7.0,,,,,,,,,,,,,,,,,,
176,PT07M47.00S,2021-12-02T01:43:00.7Z,2,REGULAR,turnover,out-of-bounds,[],203504,,,1610612742,32,48,2021-12-02T01:43:06Z,1750000,,,0,,T. Burke lost ball out-of-bounds TURNOVER (1 TO),[203504],1610612742.0,DAL,lost ball,,,Burke,T. Burke,,,,,,,,,,,1830.0,1.0,,,,,,,,,,,,,
177,PT07M47.00S,2021-12-02T01:43:04.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612740,32,48,2021-12-02T01:43:11Z,1760000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT07M47.00S,2021-12-02T01:43:04.0Z,2,REGULAR,substitution,in,[],203493,,,1610612740,32,48,2021-12-02T01:43:11Z,1770000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT07M31.00S,2021-12-02T01:43:48.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,70.51576872536137,72.30392156862744,1610612740,35,48,2021-12-02T01:43:52Z,1780000,112.0,225.0,1,right,D. Graham 25' 3PT  (10 PTS) (N. Alexander-Walker 3 AST),"[1628984, 1629638]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.08,Made,10.0,N. Alexander-Walker,1629638.0,3.0,,,,,,,,,,,,,,,
181,PT07M30.00S,2021-12-02T01:43:58.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,35,48,2021-12-02T01:43:58Z,1800000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT07M30.00S,2021-12-02T01:46:13.0Z,2,REGULAR,substitution,out,[],204001,,,1610612742,35,48,2021-12-02T01:46:37Z,1810000,,,0,,SUB out: K. Porzingis,[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
