actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
359,PT10M18.00S,2022-02-11T01:56:13.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,57,63,2022-02-11T01:56:18Z,3580000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,358.0,,,,,,,
360,PT10M18.00S,2022-02-11T01:56:18.0Z,3,REGULAR,foul,personal,[],200782,,,1610612740,57,63,2022-02-11T01:58:36Z,3590000,,,0,,P. Tucker loose ball personal FOUL (2 PF),"[200782, 203468]",1610612748.0,MIA,loose ball,,,Tucker,P. Tucker,,,,,1626301.0,,,,,,,,2.0,0.0,McCollum,203468.0,,,,,,,,
362,PT10M06.00S,2022-02-11T01:56:45.6Z,3,REGULAR,foul,personal,[],200782,,,1610612740,57,63,2022-02-11T01:56:56Z,3610000,,,0,,P. Tucker personal FOUL (3 PF),"[200782, 1627742]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1627962.0,,,,,,,,3.0,0.0,Ingram,1627742.0,,,,,,,,
364,PT09M53.00S,2022-02-11T01:57:16.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,5.338370565045992,53.431372549019606,1610612740,59,63,2022-02-11T01:57:24Z,3630000,-17.0,-2.0,1,left,C. McCollum driving Layup (12 PTS),[203468],1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,,,1.74,Made,12.0,,,,,,,,,,,,,,,
365,PT09M39.00S,2022-02-11T01:57:31.1Z,3,REGULAR,3pt,Jump Shot,[],1629130,68.9388961892247,74.01960784313727,1610612748,59,63,2022-02-11T01:59:51Z,3640000,120.0,239.0,1,right,MISS D. Robinson 26' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,26.79,Missed,,,,,,,,,,,,,,,,
366,PT09M37.00S,2022-02-11T01:57:33.1Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,59,63,2022-02-11T01:57:37Z,3650000,,,0,,J. Valanciunas REBOUND (Off:2 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,365.0,7.0,5.0,2.0,,,,
367,PT09M31.00S,2022-02-11T01:57:39.0Z,3,REGULAR,3pt,Jump Shot,[],203468,27.94021024967148,23.774509803921568,1610612740,59,63,2022-02-11T02:00:26Z,3660000,131.0,210.0,1,left,MISS C. McCollum 24' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,,,24.76,Missed,,,,,,,,,,,,,,,,
368,PT09M27.00S,2022-02-11T01:57:43.0Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,59,63,2022-02-11T01:57:44Z,3670000,,,0,,J. Butler REBOUND (Off:1 Def:4),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,367.0,5.0,4.0,1.0,,,,
369,PT09M21.00S,2022-02-11T01:57:48.6Z,3,REGULAR,3pt,Jump Shot,[],1629130,85.3646517739816,3.6764705882352944,1610612748,59,63,2022-02-11T02:00:55Z,3680000,-232.0,85.0,1,right,MISS D. Robinson 24' turnaround 3PT,[1629130],1610612748.0,MIA,turnaround,,,Robinson,D. Robinson,,,,,,,24.67,Missed,,,,,,,,,,,,,,,,
370,PT09M20.00S,2022-02-11T01:57:49.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612748,59,63,2022-02-11T01:58:30Z,3690000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,369.0,,,,,,,
371,PT09M20.00S,2022-02-11T01:57:59.6Z,3,REGULAR,foul,personal,[],1630529,,,1610612748,59,63,2022-02-11T01:58:26Z,3700000,,,0,,H. Jones loose ball personal FOUL (4 PF),"[1630529, 202710]",1610612740.0,NOP,loose ball,,,Jones,H. Jones,,,,,1627962.0,,,,,,,,4.0,0.0,Butler,202710.0,,,,,,,,
373,PT09M20.00S,2022-02-11T01:58:12.6Z,3,REGULAR,substitution,out,[],1630529,,,1610612748,59,63,2022-02-11T01:58:17Z,3720000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
374,PT09M20.00S,2022-02-11T01:58:12.6Z,3,REGULAR,substitution,in,[],1629109,,,1610612748,59,63,2022-02-11T01:58:17Z,3730000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
375,PT09M19.00S,2022-02-11T01:58:35.9Z,3,REGULAR,turnover,out-of-bounds,[],1629130,,,1610612748,59,63,2022-02-11T01:58:42Z,3740000,,,0,,D. Robinson bad pass out-of-bounds TURNOVER (1 TO),[1629130],1610612748.0,MIA,bad pass,,,Robinson,D. Robinson,,,,,1626301.0,1.0,,,,,,,,,,,,,,,,,,
376,PT08M58.00S,2022-02-11T01:58:57.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629109,12.171484888304862,4.411764705882353,1610612740,59,63,2022-02-11T02:02:28Z,3750000,228.0,62.0,1,left,MISS G. Clark step back 3PT,[1629109],1610612740.0,NOP,step back,,,Clark,G. Clark,,,,,,,23.62,Missed,,,,,,,,,,,,,,,,
377,PT08M53.00S,2022-02-11T01:59:02.2Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,59,63,2022-02-11T01:59:01Z,3760000,,,0,,J. Butler REBOUND (Off:1 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,376.0,6.0,5.0,1.0,,,,
378,PT08M46.00S,2022-02-11T01:59:08.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,86.5473061760841,59.55882352941176,1610612748,59,65,2022-02-11T02:03:43Z,3770000,48.0,74.0,1,right,B. Adebayo 8' floating Jump Shot (21 PTS) (D. Robinson 2 AST),"[1628389, 1629130]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,,,8.81,Made,21.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,,
380,PT08M35.00S,2022-02-11T01:59:20.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,11.383048620236531,42.15686274509804,1610612740,61,65,2022-02-11T01:59:24Z,3790000,39.0,55.0,1,left,J. Valanciunas 6' floating Jump Shot (12 PTS) (D. Graham 4 AST),"[202685, 1628984]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,,,6.71,Made,12.0,D. Graham,1628984.0,4.0,,,,,,,,,,,,
382,PT08M23.00S,2022-02-11T01:59:32.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,94.03745072273325,47.05882352941176,1610612748,61,65,2022-02-11T01:59:36Z,3810000,-15.0,4.0,1,right,MISS B. Adebayo driving Layup,[1628389],1610612748.0,MIA,driving,,,Adebayo,B. Adebayo,,,,,,,1.51,Missed,,,,,,,,,,,,,,,,
383,PT08M21.00S,2022-02-11T01:59:33.9Z,3,REGULAR,rebound,offensive,[],200782,,,1610612748,61,65,2022-02-11T01:59:33Z,3820000,,,0,,P. Tucker REBOUND (Off:1 Def:1),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,382.0,2.0,1.0,1.0,,,,
384,PT08M11.00S,2022-02-11T01:59:43.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200782,92.46057818659659,42.64705882352941,1610612748,61,65,2022-02-11T02:05:56Z,3830000,-37.0,18.0,1,right,MISS P. Tucker driving floating Shot,[200782],1610612748.0,MIA,driving floating,,,Tucker,P. Tucker,,,,,,,4.11,Missed,,,,,,,,,,,,,,,,
385,PT08M09.00S,2022-02-11T01:59:45.7Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,61,65,2022-02-11T01:59:47Z,3840000,,,0,,C. McCollum REBOUND (Off:1 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,384.0,4.0,3.0,1.0,,,,
386,PT08M04.00S,2022-02-11T01:59:50.5Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203468,17.296320630749015,17.647058823529413,1610612740,61,65,2022-02-11T02:06:21Z,3850000,162.0,110.0,1,left,MISS C. McCollum 19' running pullup Shot,[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,,,19.57,Missed,,,,,,,,,,,,,,,,
387,PT08M01.00S,2022-02-11T01:59:53.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,61,65,2022-02-11T02:00:08Z,3860000,,,0,,B. Adebayo REBOUND (Off:4 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,386.0,8.0,4.0,4.0,,,,
388,PT07M41.00S,2022-02-11T02:00:13.2Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,61,65,2022-02-11T02:00:19Z,3870000,,,0,,J. Butler bad pass TURNOVER (3 TO),"[202710, 203468]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,3.0,,,,,,,,,,,,,,,,,McCollum,203468.0
389,PT07M41.00S,2022-02-11T02:00:13.2Z,3,REGULAR,steal,,[],203468,,,1610612740,61,65,2022-02-11T02:00:17Z,3880000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
390,PT07M41.00S,2022-02-11T02:00:23.0Z,3,REGULAR,foul,personal,[],200768,,,1610612740,61,65,2022-02-11T02:07:51Z,3890000,,,0,,K. Lowry take personal FOUL (2 PF),"[200768, 203468]",1610612748.0,MIA,take,,,Lowry,K. Lowry,,,,,1830.0,,,,,,,,2.0,0.0,McCollum,203468.0,,,,,,,,
392,PT07M30.00S,2022-02-11T02:00:43.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,22.421156373193167,89.4607843137255,1610612740,61,65,2022-02-11T02:00:48Z,3910000,-197.0,158.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,25.3,Missed,,,,,,,,,,,,,,,,
393,PT07M26.00S,2022-02-11T02:00:47.7Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,61,65,2022-02-11T02:00:48Z,3920000,,,0,,K. Lowry REBOUND (Off:0 Def:7),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,392.0,7.0,7.0,0.0,,,,
394,PT07M22.00S,2022-02-11T02:00:51.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629130,75.3777923784494,85.29411764705883,1610612748,61,65,2022-02-11T02:08:20Z,3930000,176.0,179.0,1,right,MISS D. Robinson 25' running 3PT,[1629130],1610612748.0,MIA,running,,,Robinson,D. Robinson,,,,,,,25.13,Missed,,,,,,,,,,,,,,,,
395,PT07M19.00S,2022-02-11T02:00:54.1Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,61,65,2022-02-11T02:00:56Z,3940000,,,0,,D. Graham REBOUND (Off:1 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,394.0,3.0,2.0,1.0,,,,
396,PT07M12.00S,2022-02-11T02:01:00.6Z,3,REGULAR,turnover,bad pass,[],1628984,,,1610612740,61,65,2022-02-11T02:01:04Z,3950000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 202710]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,1.0,,,,,,,,,,,,,,,,,Butler,202710.0
397,PT07M12.00S,2022-02-11T02:01:00.6Z,3,REGULAR,steal,,[],202710,,,1610612748,61,65,2022-02-11T02:58:09Z,3960000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M06.00S,2022-02-11T02:01:10.7Z,3,REGULAR,foul,personal,['2freethrow'],1628984,,,1610612748,61,65,2022-02-11T02:01:28Z,3970000,,,0,,D. Graham shooting personal FOUL (2 PF) (Butler 2 FT),"[1628984, 202710]",1610612740.0,NOP,shooting,,,Graham,D. Graham,,,,,1830.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,
400,PT07M06.00S,2022-02-11T02:01:37.0Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,61,66,2022-02-11T02:01:37Z,3990000,,,0,,J. Butler Free Throw 1 of 2 (16 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,16.0,,,,,,,,,,,,,,,
401,PT07M06.00S,2022-02-11T02:01:55.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,61,67,2022-02-11T02:01:55Z,4000000,,,0,,J. Butler Free Throw 2 of 2 (17 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,17.0,,,,,,,,,,,,,,,
402,PT06M58.00S,2022-02-11T02:02:14.6Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,61,67,2022-02-11T02:02:35Z,4010000,,,0,,J. Valanciunas off-the-ball offensive FOUL (3 PF),"[202685, 200768]",1610612740.0,NOP,off-the-ball,,,Valanciunas,J. Valanciunas,,,,,1830.0,,,,,,,,3.0,0.0,Lowry,200768.0,,,,,,,,
404,PT06M58.00S,2022-02-11T02:02:14.6Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,61,67,2022-02-11T02:02:14Z,4030000,,,0,,J. Valanciunas offensive foul TURNOVER (3 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1830.0,3.0,,,,,,,,,,,,,,,,,,
405,PT06M34.00S,2022-02-11T02:02:42.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629130,76.2976346911958,86.27450980392157,1610612748,61,67,2022-02-11T02:10:02Z,4040000,181.0,170.0,1,right,MISS D. Robinson 24' pullup 3PT,[1629130],1610612748.0,MIA,pullup,,,Robinson,D. Robinson,,,,,,,24.88,Missed,,,,,,,,,,,,,,,,
406,PT06M31.00S,2022-02-11T02:02:45.5Z,3,REGULAR,rebound,defensive,[],1629109,,,1610612740,61,67,2022-02-11T02:02:46Z,4050000,,,0,,G. Clark REBOUND (Off:1 Def:6),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,405.0,7.0,6.0,1.0,,,,
407,PT06M27.00S,2022-02-11T02:02:48.8Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",202685,5.995400788436268,50.49019607843137,1610612740,63,67,2022-02-11T02:10:36Z,4060000,-2.0,4.0,1,left,J. Valanciunas running DUNK (14 PTS) (B. Ingram 1 AST),"[202685, 1627742]",1610612740.0,NOP,running,,,Valanciunas,J. Valanciunas,,,,,,,0.46,Made,14.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,
409,PT06M24.00S,2022-02-11T02:02:56.8Z,3,REGULAR,foul,personal,[],1627742,,,1610612748,63,67,2022-02-11T02:03:00Z,4080000,,,0,,B. Ingram personal FOUL (2 PF),"[1627742, 202710]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1830.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,
411,PT06M24.00S,2022-02-11T02:03:04.8Z,3,REGULAR,substitution,out,[],202685,,,1610612748,63,67,2022-02-11T02:03:10Z,4100000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
412,PT06M24.00S,2022-02-11T02:03:04.8Z,3,REGULAR,substitution,in,[],1629637,,,1610612748,63,67,2022-02-11T02:03:10Z,4110000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
413,PT06M12.00S,2022-02-11T02:03:30.7Z,3,REGULAR,turnover,bad pass,[],1629130,,,1610612748,63,67,2022-02-11T02:03:33Z,4120000,,,0,,D. Robinson bad pass TURNOVER (2 TO),"[1629130, 1628984]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,2.0,,,,,,,,,,,,,,,,,Graham,1628984.0
414,PT06M12.00S,2022-02-11T02:03:30.7Z,3,REGULAR,steal,,[],1628984,,,1610612740,63,67,2022-02-11T02:03:32Z,4130000,,,0,,D. Graham STEAL (3 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
415,PT06M07.00S,2022-02-11T02:03:35.1Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,25.312089356110377,82.35294117647058,1610612740,63,67,2022-02-11T02:11:22Z,4140000,-162.0,185.0,1,left,MISS C. McCollum 24' running 3PT,[203468],1610612740.0,NOP,running,,,McCollum,C. McCollum,,,,,,,24.61,Missed,,,,,,,,,,,,,,,,
416,PT06M03.00S,2022-02-11T02:03:39.1Z,3,REGULAR,rebound,defensive,[],200768,,,1610612748,63,67,2022-02-11T02:03:44Z,4150000,,,0,,K. Lowry REBOUND (Off:0 Def:8),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,415.0,8.0,8.0,0.0,,,,
417,PT06M02.00S,2022-02-11T02:03:41.3Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202710,94.1688567674113,49.26470588235294,1610612748,63,69,2022-02-11T02:11:45Z,4160000,-4.0,2.0,1,right,J. Butler running DUNK (19 PTS) (K. Lowry 9 AST),"[202710, 200768]",1610612748.0,MIA,running,,,Butler,J. Butler,,,,,,,0.44,Made,19.0,K. Lowry,200768.0,9.0,,,,,,,,,,,,
419,PT05M52.00S,2022-02-11T02:03:52.0Z,3,REGULAR,foul,personal,[],200782,,,1610612740,63,69,2022-02-11T02:04:18Z,4180000,,,0,,P. Tucker personal FOUL (4 PF),"[200782, 1627742]",1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,1626301.0,,,,,,,,4.0,0.0,Ingram,1627742.0,,,,,,,,
421,PT05M52.00S,2022-02-11T02:04:07.2Z,3,REGULAR,substitution,out,[],200768,,,1610612740,63,69,2022-02-11T02:04:21Z,4200000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M52.00S,2022-02-11T02:04:07.2Z,3,REGULAR,substitution,out,[],200782,,,1610612740,63,69,2022-02-11T02:04:21Z,4210000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M52.00S,2022-02-11T02:04:07.2Z,3,REGULAR,substitution,in,[],1629622,,,1610612740,63,69,2022-02-11T02:04:21Z,4220000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
424,PT05M52.00S,2022-02-11T02:04:07.2Z,3,REGULAR,substitution,in,[],1629216,,,1610612740,63,69,2022-02-11T02:04:21Z,4230000,,,0,,SUB in: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,
425,PT05M36.00S,2022-02-11T02:04:42.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,24.129434954007884,40.68627450980392,1610612740,65,69,2022-02-11T02:04:50Z,4240000,47.0,174.0,1,left,B. Ingram 18' pullup Jump Shot (15 PTS),[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,18.04,Made,15.0,,,,,,,,,,,,,,,
427,PT05M12.00S,2022-02-11T02:05:06.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,89.70105124835742,42.40196078431372,1610612748,65,71,2022-02-11T02:12:56Z,4260000,-38.0,44.0,1,right,J. Butler driving floating Jump Shot (21 PTS) (G. Vincent 2 AST),"[202710, 1629216]",1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,,,5.84,Made,21.0,G. Vincent,1629216.0,2.0,,,,,,,,,,,,
429,PT04M54.00S,2022-02-11T02:05:24.9Z,3,REGULAR,turnover,lost ball,[],1628984,,,1610612740,65,71,2022-02-11T02:05:29Z,4280000,,,0,,D. Graham lost ball TURNOVER (2 TO),"[1628984, 1628389]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,2.0,,,,,,,,,,,,,,,,,Adebayo,1628389.0
430,PT04M54.00S,2022-02-11T02:05:24.9Z,3,REGULAR,steal,,[],1628389,,,1610612748,65,71,2022-02-11T02:05:27Z,4290000,,,0,,B. Adebayo STEAL (2 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
431,PT04M37.00S,2022-02-11T02:05:41.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629130,91.27792378449409,50.245098039215684,1610612748,65,73,2022-02-11T02:13:56Z,4300000,1.0,29.0,1,right,D. Robinson driving finger roll Layup (10 PTS) (J. Butler 2 AST),"[1629130, 202710]",1610612748.0,MIA,driving finger roll,,,Robinson,D. Robinson,,,,,,,2.95,Made,10.0,J. Butler,202710.0,2.0,,,,,,,,,,,,
433,PT04M13.00S,2022-02-11T02:06:07.1Z,3,REGULAR,3pt,Jump Shot,[],1628984,5.601182654402102,4.166666666666666,1610612740,65,73,2022-02-11T02:06:12Z,4320000,229.0,0.0,1,left,MISS D. Graham 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,
434,PT04M08.00S,2022-02-11T02:06:12.1Z,3,REGULAR,rebound,offensive,[],1628984,,,1610612740,65,73,2022-02-11T02:16:04Z,4330000,,,0,,D. Graham REBOUND (Off:2 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,433.0,4.0,2.0,2.0,,,,
435,PT04M06.00S,2022-02-11T02:06:13.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628984,6.783837056504599,43.38235294117647,1610612740,65,73,2022-02-11T02:06:16Z,4340000,33.0,11.0,1,left,MISS D. Graham Layup,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,3.5,Missed,,,,,,,,,,,,,,,,
436,PT04M04.00S,2022-02-11T02:06:15.0Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,65,73,2022-02-11T02:06:16Z,4350000,,,0,,J. Butler REBOUND (Off:1 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,435.0,7.0,6.0,1.0,,,,
437,PT03M57.00S,2022-02-11T02:06:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,93.9060446780552,51.9607843137255,1610612748,65,73,2022-02-11T02:06:26Z,4360000,10.0,5.0,1,right,MISS J. Butler Layup,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,1.09,Missed,,,,,,,,,,,,,,,,
438,PT03M55.00S,2022-02-11T02:06:24.5Z,3,REGULAR,rebound,offensive,[],202710,,,1610612748,65,73,2022-02-11T02:06:24Z,4370000,,,0,,J. Butler REBOUND (Off:2 Def:6),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,437.0,8.0,6.0,2.0,,,,
439,PT03M53.00S,2022-02-11T02:06:25.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629622,91.5407358738502,4.411764705882353,1610612748,65,76,2022-02-11T02:06:30Z,4380000,-228.0,27.0,1,right,M. Strus 3PT  (6 PTS) (J. Butler 3 AST),"[1629622, 202710]",1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,22.95,Made,6.0,J. Butler,202710.0,3.0,,,,,,,,,,,,
441,PT03M51.00S,2022-02-11T02:06:37.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,65,76,2022-02-11T02:06:37Z,4400000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,out,[],203468,,,1610612740,65,76,2022-02-11T02:09:14Z,4410000,,,0,,SUB out: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,65,76,2022-02-11T02:09:14Z,4420000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,out,[],1628389,,,1610612740,65,76,2022-02-11T02:09:14Z,4430000,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,in,[],1630631,,,1610612740,65,76,2022-02-11T02:09:14Z,4440000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,in,[],202066,,,1610612740,65,76,2022-02-11T02:09:14Z,4450000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M51.00S,2022-02-11T02:08:53.5Z,3,REGULAR,substitution,in,[],203473,,,1610612740,65,76,2022-02-11T02:09:14Z,4460000,,,0,,SUB in: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
448,PT03M39.00S,2022-02-11T02:09:34.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630631,11.908672798948752,48.529411764705884,1610612740,67,76,2022-02-11T02:17:48Z,4470000,7.0,59.0,1,left,J. Alvarado driving floating Jump Shot (2 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,5.99,Made,2.0,,,,,,,,,,,,,,,
449,PT03M18.00S,2022-02-11T02:09:54.3Z,3,REGULAR,3pt,Jump Shot,[],1629130,68.01905387647832,36.76470588235294,1610612748,67,76,2022-02-11T02:09:59Z,4480000,-66.0,248.0,1,right,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,25.68,Missed,,,,,,,,,,,,,,,,
450,PT03M14.00S,2022-02-11T02:09:58.3Z,3,REGULAR,rebound,offensive,[],203473,,,1610612748,67,76,2022-02-11T02:09:59Z,4490000,,,0,,D. Dedmon REBOUND (Off:2 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,449.0,5.0,3.0,2.0,,,,
