actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
95,PT04M01.00S,2022-02-11T00:56:33.4Z,1,REGULAR,foul,offensive,[],202685,,,1610612740,18,22,2022-02-11T00:56:40Z,940000,,,0,,J. Valanciunas off-the-ball offensive FOUL (2 PF),"[202685, 1629216]",1610612740.0,NOP,off-the-ball,,,Valanciunas,J. Valanciunas,,,,,1626301.0,,,,,,,,2.0,0.0,Vincent,1629216.0,,,,,,,,
97,PT04M01.00S,2022-02-11T00:56:33.4Z,1,REGULAR,turnover,offensive foul,[],202685,,,1610612740,18,22,2022-02-11T00:56:33Z,960000,,,0,,J. Valanciunas offensive foul TURNOVER (1 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,1626301.0,1.0,,,,,,,,,,,,,,,,,,
98,PT04M01.00S,2022-02-11T00:56:40.6Z,1,REGULAR,substitution,out,[],202685,,,1610612748,18,22,2022-02-11T00:56:44Z,970000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
99,PT04M01.00S,2022-02-11T00:56:40.6Z,1,REGULAR,substitution,in,[],1629637,,,1610612748,18,22,2022-02-11T00:56:44Z,980000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M46.00S,2022-02-11T00:57:08.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612748,18,22,2022-02-11T00:57:25Z,990000,,,0,,H. Jones shooting personal FOUL (2 PF) (Butler 2 FT),"[1630529, 202710]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,1626301.0,,,,,,,,2.0,0.0,Butler,202710.0,,,,,,,,
102,PT03M46.00S,2022-02-11T00:57:34.0Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202710,,,1610612748,18,23,2022-02-11T00:57:34Z,1010000,,,0,,J. Butler Free Throw 1 of 2 (8 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,8.0,,,,,,,,,,,,,,,
103,PT03M46.00S,2022-02-11T00:57:34.8Z,1,REGULAR,substitution,out,[],1630529,,,1610612748,18,23,2022-02-11T00:57:43Z,1020000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2022-02-11T00:57:34.8Z,1,REGULAR,substitution,out,[],1629130,,,1610612748,18,23,2022-02-11T00:57:43Z,1030000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M46.00S,2022-02-11T00:57:34.8Z,1,REGULAR,substitution,in,[],1630230,,,1610612748,18,23,2022-02-11T00:57:43Z,1040000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M46.00S,2022-02-11T00:57:34.8Z,1,REGULAR,substitution,in,[],1629622,,,1610612748,18,23,2022-02-11T00:57:43Z,1050000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M46.00S,2022-02-11T00:58:03.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202710,,,1610612748,18,24,2022-02-11T00:58:03Z,1060000,,,0,,J. Butler Free Throw 2 of 2 (9 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
108,PT03M31.00S,2022-02-11T00:58:19.0Z,1,REGULAR,3pt,Jump Shot,[],1627742,69.20170827858082,32.1078431372549,1610612740,18,24,2022-02-11T00:58:24Z,1070000,-89.0,237.0,1,right,MISS B. Ingram 25' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,25.33,Missed,,,,,,,,,,,,,,,,
109,PT03M28.00S,2022-02-11T00:58:22.0Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612740,18,24,2022-02-11T00:58:24Z,1080000,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,108.0,1.0,0.0,1.0,,,,
110,PT03M25.00S,2022-02-11T00:58:24.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630230,94.43166885676742,95.83333333333334,1610612740,18,24,2022-02-11T00:58:29Z,1090000,229.0,0.0,1,right,MISS N. Marshall 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,22.92,Missed,,,,,,,,,,,,,,,,
111,PT03M25.00S,2022-02-11T00:58:28.6Z,1,REGULAR,rebound,offensive,[],1629109,,,1610612740,18,24,2022-02-11T00:58:28Z,1100000,,,0,,G. Clark REBOUND (Off:1 Def:1),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,110.0,2.0,1.0,1.0,,,,
112,PT03M25.00S,2022-02-11T00:58:36.6Z,1,REGULAR,foul,personal,['2freethrow'],203473,,,1610612740,18,24,2022-02-11T00:58:44Z,1110000,,,0,,D. Dedmon shooting personal FOUL (2 PF) (Clark 2 FT),"[203473, 1629109]",1610612748.0,MIA,shooting,,,Dedmon,D. Dedmon,,,,,1830.0,,,,,,,,2.0,0.0,Clark,1629109.0,,,,,,,,
114,PT03M25.00S,2022-02-11T00:58:49.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629109,,,1610612740,19,24,2022-02-11T00:58:49Z,1130000,,,0,,G. Clark Free Throw 1 of 2 (1 PTS),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
115,PT03M25.00S,2022-02-11T00:59:04.9Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629109,,,1610612740,20,24,2022-02-11T00:59:04Z,1140000,,,0,,G. Clark Free Throw 2 of 2 (2 PTS),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
116,PT03M14.00S,2022-02-11T00:59:17.9Z,1,REGULAR,3pt,Jump Shot,[],1629622,27.414586070959263,76.7156862745098,1610612748,20,24,2022-02-11T00:59:22Z,1150000,-134.0,205.0,1,left,MISS M. Strus 24' 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,24.49,Missed,,,,,,,,,,,,,,,,
117,PT03M10.00S,2022-02-11T00:59:21.9Z,1,REGULAR,rebound,offensive,[],203473,,,1610612748,20,24,2022-02-11T00:59:22Z,1160000,,,0,,D. Dedmon REBOUND (Off:1 Def:0),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,116.0,1.0,0.0,1.0,,,,
118,PT03M09.00S,2022-02-11T00:59:22.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203473,7.703679369250986,45.83333333333333,1610612748,20,26,2022-02-11T01:02:41Z,1170000,21.0,20.0,1,left,D. Dedmon putback Layup (4 PTS),[203473],1610612748.0,MIA,putback,,,Dedmon,D. Dedmon,,,,,,,2.88,Made,4.0,,,,,,,,,,,,,,,
119,PT02M49.00S,2022-02-11T00:59:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,91.14651773981603,49.01960784313725,1610612740,20,26,2022-02-11T00:59:48Z,1180000,-5.0,31.0,1,right,MISS B. Ingram driving Layup,[1627742],1610612740.0,NOP,driving,,,Ingram,B. Ingram,,,,,,,3.11,Missed,,,,,,,,,,,,,,,,
120,PT02M45.00S,2022-02-11T00:59:46.4Z,1,REGULAR,rebound,offensive,[],1630230,,,1610612740,20,26,2022-02-11T00:59:48Z,1190000,,,0,,N. Marshall REBOUND (Off:1 Def:0),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,119.0,1.0,0.0,1.0,,,,
121,PT02M44.00S,2022-02-11T00:59:47.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,93.24901445466492,45.83333333333333,1610612740,22,26,2022-02-11T00:59:57Z,1200000,-21.0,11.0,1,right,N. Marshall putback Layup (2 PTS),[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,,,2.35,Made,2.0,,,,,,,,,,,,,,,
122,PT02M30.00S,2022-02-11T01:00:01.1Z,1,REGULAR,3pt,Jump Shot,[],1629216,31.09395532194481,25.49019607843137,1610612748,22,26,2022-02-11T01:00:08Z,1210000,123.0,240.0,1,left,MISS G. Vincent 26' 3PT,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,26.93,Missed,,,,,,,,,,,,,,,,
123,PT02M28.00S,2022-02-11T01:00:03.1Z,1,REGULAR,rebound,defensive,[],1630631,,,1610612740,22,26,2022-02-11T01:00:08Z,1220000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,122.0,1.0,1.0,0.0,,,,
124,PT02M16.00S,2022-02-11T01:00:16.6Z,1,REGULAR,2pt,Jump Shot,[],1627742,94.43166885676742,69.11764705882352,1610612740,24,26,2022-02-11T01:05:34Z,1230000,96.0,0.0,1,right,B. Ingram 9' step back Jump Shot (7 PTS),[1627742],1610612740.0,NOP,step back,,,Ingram,B. Ingram,,,,,,,9.56,Made,7.0,,,,,,,,,,,,,,,
126,PT01M52.00S,2022-02-11T01:00:39.8Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,24,26,2022-02-11T01:00:44Z,1250000,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 1629109]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,,1.0,,,,,,,,,,,,,,,,,Clark,1629109.0
127,PT01M52.00S,2022-02-11T01:00:39.8Z,1,REGULAR,steal,,[],1629109,,,1610612740,24,26,2022-02-11T01:02:25Z,1260000,,,0,,G. Clark STEAL (1 STL),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M47.00S,2022-02-11T01:00:45.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630230,93.77463863337714,45.83333333333333,1610612740,24,26,2022-02-11T01:06:06Z,1270000,-21.0,6.0,1,right,MISS N. Marshall running Layup - blocked,"[1630230, 203473]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,,,2.16,Missed,,,,,,,,,,,,,Dedmon,203473.0,,
129,PT01M47.00S,2022-02-11T01:00:45.0Z,1,REGULAR,block,,[],203473,,,1610612740,24,26,2022-02-11T01:00:47Z,1280000,,,0,,D. Dedmon BLOCK (1 BLK),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M42.00S,2022-02-11T01:00:50.0Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,24,26,2022-02-11T01:00:54Z,1290000,,,0,,D. Dedmon REBOUND (Off:1 Def:1),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,128.0,2.0,1.0,1.0,,,,
131,PT01M40.00S,2022-02-11T01:00:54.7Z,1,REGULAR,turnover,out-of-bounds,[],1629622,,,1610612748,24,26,2022-02-11T01:01:17Z,1300000,,,0,,M. Strus lost ball out-of-bounds TURNOVER (1 TO),[1629622],1610612748.0,MIA,lost ball,,,Strus,M. Strus,,,,,1830.0,1.0,,,,,,,,,,,,,,,,,,
132,PT01M40.00S,2022-02-11T01:01:01.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,24,26,2022-02-11T01:01:01Z,1310000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2022-02-11T01:03:16.4Z,1,REGULAR,substitution,out,[],1627742,,,1610612740,24,26,2022-02-11T01:03:34Z,1320000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2022-02-11T01:03:16.4Z,1,REGULAR,substitution,out,[],200782,,,1610612740,24,26,2022-02-11T01:03:34Z,1330000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M40.00S,2022-02-11T01:03:16.4Z,1,REGULAR,substitution,in,[],203468,,,1610612740,24,26,2022-02-11T01:03:34Z,1340000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
136,PT01M40.00S,2022-02-11T01:03:16.4Z,1,REGULAR,substitution,in,[],1628389,,,1610612740,24,26,2022-02-11T01:03:34Z,1350000,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M11.00S,2022-02-11T01:04:17.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630230,71.82982917214193,52.20588235294118,1610612740,24,26,2022-02-11T01:04:22Z,1370000,11.0,212.0,1,right,MISS N. Marshall 21' pullup Shot,[1630230],1610612740.0,NOP,pullup,,,Marshall,N. Marshall,,,,,,,21.26,Missed,,,,,,,,,,,,,,,,
139,PT01M08.00S,2022-02-11T01:04:19.8Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,24,26,2022-02-11T01:04:19Z,1380000,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,138.0,1.0,1.0,0.0,,,,
140,PT00M55.00S,2022-02-11T01:04:34.2Z,1,REGULAR,2pt,Jump Shot,[],202710,20.581471747700395,20.833333333333336,1610612748,24,26,2022-02-11T01:09:03Z,1390000,146.0,141.0,1,left,MISS J. Butler 20' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,,,20.28,Missed,,,,,,,,,,,,,,,,
141,PT00M52.30S,2022-02-11T01:04:36.8Z,1,REGULAR,rebound,defensive,[],1629109,,,1610612740,24,26,2022-02-11T01:04:36Z,1400000,,,0,,G. Clark REBOUND (Off:1 Def:2),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,140.0,3.0,2.0,1.0,,,,
142,PT00M47.70S,2022-02-11T01:04:41.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630631,75.90341655716163,88.23529411764706,1610612740,24,26,2022-02-11T01:09:23Z,1410000,191.0,174.0,1,right,MISS J. Alvarado 25' running 3PT,[1630631],1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,,,25.85,Missed,,,,,,,,,,,,,,,,
143,PT00M44.40S,2022-02-11T01:04:44.7Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,24,26,2022-02-11T01:04:46Z,1420000,,,0,,D. Dedmon REBOUND (Off:1 Def:2),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,142.0,3.0,2.0,1.0,,,,
144,PT00M39.20S,2022-02-11T01:04:52.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,24,26,2022-02-11T01:04:52Z,1430000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M39.20S,2022-02-11T01:04:53.8Z,1,REGULAR,substitution,out,[],202710,,,1610612748,24,26,2022-02-11T01:05:01Z,1440000,,,0,,SUB out: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M39.20S,2022-02-11T01:04:53.8Z,1,REGULAR,substitution,in,[],200768,,,1610612748,24,26,2022-02-11T01:05:01Z,1450000,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M30.90S,2022-02-11T01:05:24.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612748,24,26,2022-02-11T01:05:29Z,1460000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Adebayo 2 FT),"[203468, 1628389]",1610612740.0,NOP,shooting,,,McCollum,C. McCollum,,,,,1627962.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,,,,
149,PT00M30.90S,2022-02-11T01:05:48.1Z,1,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,24,27,2022-02-11T01:05:48Z,1480000,,,0,,B. Adebayo Free Throw 1 of 2 (9 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
150,PT00M30.90S,2022-02-11T01:05:48.1Z,1,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,24,27,2022-02-11T01:06:12Z,1490000,,,0,,MISS B. Adebayo Free Throw 2 of 2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,Missed,,,,,,,,,,,,,,,,
151,PT00M28.50S,2022-02-11T01:05:50.5Z,1,REGULAR,rebound,defensive,[],1629109,,,1610612740,24,27,2022-02-11T01:06:12Z,1500000,,,0,,G. Clark REBOUND (Off:1 Def:3),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,150.0,4.0,3.0,1.0,,,,
152,PT00M07.80S,2022-02-11T01:06:32.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,82.60512483574244,56.61764705882353,1610612740,24,27,2022-02-11T01:10:29Z,1510000,33.0,111.0,1,right,MISS C. McCollum 11' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,,,11.58,Missed,,,,,,,,,,,,,,,,
153,PT00M04.30S,2022-02-11T01:06:35.9Z,1,REGULAR,rebound,defensive,[],203473,,,1610612748,24,27,2022-02-11T01:06:38Z,1520000,,,0,,D. Dedmon REBOUND (Off:1 Def:3),[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,152.0,4.0,3.0,1.0,,,,
154,PT00M00.10S,2022-02-11T01:06:40.1Z,1,REGULAR,2pt,Jump Shot,[],1628389,21.895532194480946,19.852941176470587,1610612748,24,27,2022-02-11T01:11:10Z,1530000,151.0,153.0,1,left,MISS B. Adebayo 21' running Shot,[1628389],1610612748.0,MIA,running,,,Adebayo,B. Adebayo,,,,,,,21.5,Missed,,,,,,,,,,,,,,,,
155,PT00M00.10S,2022-02-11T01:06:40.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612748,24,27,2022-02-11T01:06:47Z,1540000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,154.0,,,,,,,
156,PT00M00.00S,2022-02-11T01:06:44.6Z,1,REGULAR,period,end,[],0,,,1610612748,24,27,2022-02-11T01:06:44Z,1550000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,out,['startperiod'],1630230,,,1610612748,24,27,2022-02-11T01:09:18Z,1560000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,out,['startperiod'],1630631,,,1610612748,24,27,2022-02-11T01:09:18Z,1570000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,out,['startperiod'],203473,,,1610612748,24,27,2022-02-11T01:09:18Z,1580000,,,0,,SUB out: D. Dedmon,[203473],1610612748.0,MIA,,,,Dedmon,D. Dedmon,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,in,['startperiod'],202066,,,1610612748,24,27,2022-02-11T01:09:18Z,1590000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,in,['startperiod'],1628984,,,1610612748,24,27,2022-02-11T01:09:18Z,1600000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-02-11T01:08:55.2Z,2,REGULAR,substitution,in,['startperiod'],1630209,,,1610612748,24,27,2022-02-11T01:09:18Z,1610000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2022-02-11T01:09:30.7Z,2,REGULAR,period,start,[],0,,,1610612748,24,27,2022-02-11T01:09:30Z,1620000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT11M46.00S,2022-02-11T01:09:44.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629216,20.05584756898817,52.20588235294118,1610612748,24,27,2022-02-11T01:09:51Z,1630000,-11.0,136.0,1,left,MISS G. Vincent 13' pullup Shot,[1629216],1610612748.0,MIA,pullup,,,Vincent,G. Vincent,,,,,,,13.64,Missed,,,,,,,,,,,,,,,,
165,PT11M42.00S,2022-02-11T01:09:48.4Z,2,REGULAR,rebound,defensive,[],1629109,,,1610612740,24,27,2022-02-11T01:09:51Z,1640000,,,0,,G. Clark REBOUND (Off:1 Def:4),[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,164.0,5.0,4.0,1.0,,,,
166,PT11M20.00S,2022-02-11T01:10:09.1Z,2,REGULAR,3pt,Jump Shot,[],203468,75.77201051248358,11.029411764705882,1610612740,27,27,2022-02-11T01:10:14Z,1650000,-195.0,175.0,1,right,C. McCollum 26' 3PT  (7 PTS) (G. Temple 1 AST),"[203468, 202066]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,26.21,Made,7.0,G. Temple,202066.0,1.0,,,,,,,,,,,,
168,PT11M02.00S,2022-02-11T01:10:27.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628389,10.463206307490145,47.30392156862745,1610612748,27,27,2022-02-11T01:13:58Z,1670000,13.0,46.0,1,left,MISS B. Adebayo turnaround Hook,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,,,4.78,Missed,,,,,,,,,,,,,,,,
169,PT10M55.00S,2022-02-11T01:10:34.4Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,27,27,2022-02-11T01:10:35Z,1680000,,,0,,B. Adebayo REBOUND (Off:1 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,168.0,3.0,2.0,1.0,,,,
170,PT10M55.00S,2022-02-11T01:10:34.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,27,29,2022-02-11T01:10:34Z,1690000,0.0,0.0,1,left,B. Adebayo putback Layup (11 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,0.0,Made,11.0,,,,,,,,,,,,,,,
171,PT10M40.00S,2022-02-11T01:10:49.1Z,2,REGULAR,2pt,Jump Shot,[],202066,81.47174770039422,86.29748774509804,1610612740,27,29,2022-02-11T01:14:24Z,1700000,181.0,122.0,1,right,MISS G. Temple 21' pullup Shot,[202066],1610612740.0,NOP,pullup,,,Temple,G. Temple,,,,,,,21.85,Missed,,,,,,,,,,,,,,,,
172,PT10M39.00S,2022-02-11T01:10:50.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,27,29,2022-02-11T01:10:55Z,1710000,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,171.0,,,,,,,
173,PT10M39.00S,2022-02-11T01:10:56.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,27,29,2022-02-11T01:10:56Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M30.00S,2022-02-11T01:11:15.4Z,2,REGULAR,foul,personal,[],1629109,,,1610612748,27,29,2022-02-11T01:11:22Z,1730000,,,0,,G. Clark personal FOUL (1 PF),"[1629109, 1628389]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,1626301.0,,,,,,,,1.0,0.0,Adebayo,1628389.0,,,,,,,,
176,PT10M30.00S,2022-02-11T01:11:25.9Z,2,REGULAR,substitution,out,[],1629109,,,1610612748,27,29,2022-02-11T01:11:33Z,1750000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,
177,PT10M30.00S,2022-02-11T01:11:25.9Z,2,REGULAR,substitution,in,[],202685,,,1610612748,27,29,2022-02-11T01:11:33Z,1760000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M19.00S,2022-02-11T01:11:48.5Z,2,REGULAR,3pt,Jump Shot,[],1629622,25.443495400788436,85.29411764705883,1610612748,27,29,2022-02-11T01:15:22Z,1770000,-176.0,187.0,1,left,MISS M. Strus 25' pullup 3PT,[1629622],1610612748.0,MIA,pullup,,,Strus,M. Strus,,,,,,,25.69,Missed,,,,,,,,,,,,,,,,
179,PT10M16.00S,2022-02-11T01:11:51.5Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,27,29,2022-02-11T01:11:53Z,1780000,,,0,,B. Adebayo REBOUND (Off:2 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,178.0,4.0,2.0,2.0,,,,
180,PT10M14.00S,2022-02-11T01:11:52.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,7.835085413929041,47.794117647058826,1610612748,27,31,2022-02-11T01:15:51Z,1790000,11.0,21.0,1,left,B. Adebayo putback Layup (13 PTS),[1628389],1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,,2.38,Made,13.0,,,,,,,,,,,,,,,
181,PT09M52.00S,2022-02-11T01:12:14.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.20433639947439,50.49019607843137,1610612740,29,31,2022-02-11T01:17:57Z,1800000,2.0,68.0,1,right,J. Valanciunas 6' driving Hook (6 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,,,6.78,Made,6.0,,,,,,,,,,,,,,,
