actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
91,PT05M33.00S,2021-11-25T01:25:22.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,25,9,2021-11-25T01:25:27Z,910000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,90.0,1.0,1.0,0.0,,,,,,
92,PT05M22.00S,2021-11-25T01:25:33.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203078,11.251642575558476,42.8921568627451,1610612764,25,11,2021-11-25T01:25:37Z,920000,36.0,53.0,1,left,B. Beal 6' pullup Jump Shot (5 PTS) (K. Kuzma 1 AST),"[203078, 1628398]",1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,6.4,Made,5.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,,,,,
94,PT05M13.00S,2021-11-25T01:25:42.6Z,1,REGULAR,3pt,Jump Shot,[],1628984,75.3777923784494,12.745098039215685,1610612740,25,11,2021-11-25T01:25:47Z,940000,-186.0,179.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.83,Missed,,,,,,,,,,,,,,,,,,,
95,PT05M10.00S,2021-11-25T01:25:45.6Z,1,REGULAR,rebound,defensive,[],203078,,,1610612764,25,11,2021-11-25T01:25:47Z,950000,,,0,,B. Beal REBOUND (Off:0 Def:2),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,94.0,2.0,2.0,0.0,,,,,,
96,PT05M06.00S,2021-11-25T01:25:49.7Z,1,REGULAR,3pt,Jump Shot,[],203078,28.465834428383708,75.0,1610612764,25,11,2021-11-25T01:26:42Z,960000,-125.0,215.0,1,left,MISS B. Beal 24' running pullup 3PT,[203078],1610612764.0,WAS,running pullup,,,Beal,B. Beal,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
97,PT05M02.00S,2021-11-25T01:25:53.7Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,25,11,2021-11-25T01:26:00Z,970000,,,0,,J. Valanciunas REBOUND (Off:1 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,96.0,4.0,3.0,1.0,,,,,,
98,PT04M55.00S,2021-11-25T01:26:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,94.30026281208936,47.05882352941176,1610612740,27,11,2021-11-25T01:27:16Z,980000,-15.0,1.0,1,right,J. Hart reverse Layup (4 PTS) (D. Graham 1 AST),"[1628404, 1628984]",1610612740.0,NOP,reverse,,,Hart,J. Hart,,,,,1.47,Made,4.0,D. Graham,1628984.0,1.0,,,,,,,,,,,,,,,
140,PT04M47.00S,2021-11-25T01:26:10.9Z,1,REGULAR,turnover,bad pass,[],203526,,,1610612764,27,11,2021-11-25T01:31:50Z,995000,,,0,,R. Neto bad pass TURNOVER (1 TO),"[203526, 1630529]",1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,1.0,Jones,1630529.0,
141,PT04M47.00S,2021-11-25T01:26:10.9Z,1,REGULAR,steal,,[],1630529,,,1610612740,27,11,2021-11-25T01:31:51Z,997500,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT04M45.00S,2021-11-25T01:26:16.3Z,1,REGULAR,turnover,bad pass,[],1630529,,,1610612740,27,11,2021-11-25T01:34:40Z,998750,,,0,,H. Jones bad pass TURNOVER (1 TO),"[1630529, 1626149]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,1.0,Harrell,1626149.0,
143,PT04M45.00S,2021-11-25T01:26:16.3Z,1,REGULAR,steal,,[],1626149,,,1610612764,27,11,2021-11-25T01:32:50Z,999375,,,0,,M. Harrell STEAL (1 STL),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M33.00S,2021-11-25T01:26:21.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203526,19.004599211563733,51.470588235294116,1610612764,27,13,2021-11-25T01:32:50Z,1000000,-7.0,126.0,1,left,R. Neto 12' driving floating bank Jump Shot (2 PTS),[203526],1610612764.0,WAS,driving floating bank,,,Neto,R. Neto,,,,,12.63,Made,2.0,,,,,,,,,,,,,,,,,,
101,PT04M27.00S,2021-11-25T01:26:28.7Z,1,REGULAR,3pt,Jump Shot,[],1628984,68.67608409986859,28.186274509803923,1610612740,27,13,2021-11-25T01:28:06Z,1010000,-109.0,242.0,1,right,MISS D. Graham 26' running pullup 3PT,[1628984],1610612740.0,NOP,running pullup,,,Graham,D. Graham,,,,,26.54,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M25.00S,2021-11-25T01:26:30.7Z,1,REGULAR,rebound,defensive,[],203484,,,1610612764,27,13,2021-11-25T01:26:51Z,1020000,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:2),[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,101.0,2.0,2.0,0.0,,,,,,
103,PT04M14.00S,2021-11-25T01:26:46.9Z,1,REGULAR,foul,personal,['2freethrow'],1627742,,,1610612764,27,13,2021-11-25T01:26:52Z,1030000,,,0,,B. Ingram shooting personal FOUL (2 PF) (Kuzma 2 FT),"[1627742, 1628398]",1610612740.0,NOP,shooting,,,Ingram,B. Ingram,,,,,,,,,,,203054.0,2.0,0.0,Kuzma,1628398.0,,,,,,,,,,
105,PT04M14.00S,2021-11-25T01:27:14.8Z,1,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,27,14,2021-11-25T01:27:14Z,1050000,,,0,,K. Kuzma Free Throw 1 of 2 (1 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
106,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612764,27,14,2021-11-25T01:27:25Z,1060000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,out,[],1628984,,,1610612764,27,14,2021-11-25T01:27:25Z,1070000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,out,[],1627742,,,1610612764,27,14,2021-11-25T01:27:25Z,1080000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,out,[],203484,,,1610612764,27,14,2021-11-25T01:27:25Z,1090000,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,in,[],1630184,,,1610612764,27,14,2021-11-25T01:27:25Z,1100000,,,0,,SUB in: K. Lewis Jr.,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,in,[],202066,,,1610612764,27,14,2021-11-25T01:27:25Z,1110000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612764,27,14,2021-11-25T01:27:25Z,1120000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT04M14.00S,2021-11-25T01:27:15.5Z,1,REGULAR,substitution,in,[],1630166,,,1610612764,27,14,2021-11-25T01:27:25Z,1130000,,,0,,SUB in: D. Avdija,[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT04M14.00S,2021-11-25T01:27:41.2Z,1,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,27,15,2021-11-25T01:27:41Z,1140000,,,0,,K. Kuzma Free Throw 2 of 2 (2 PTS),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
115,PT03M58.00S,2021-11-25T01:27:58.8Z,1,REGULAR,2pt,Jump Shot,[],1630184,91.14651773981603,89.4607843137255,1610612740,27,15,2021-11-25T01:28:04Z,1150000,197.0,31.0,1,right,MISS K. Lewis Jr. 19' pullup Shot,[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,19.97,Missed,,,,,,,,,,,,,,,,,,,
116,PT03M54.00S,2021-11-25T01:28:01.5Z,1,REGULAR,rebound,defensive,[],203526,,,1610612764,27,15,2021-11-25T01:28:01Z,1160000,,,0,,R. Neto REBOUND (Off:0 Def:1),[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,115.0,1.0,1.0,0.0,,,,,,
117,PT03M48.00S,2021-11-25T01:28:09.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,5.863994743758213,45.34313725490196,1610612764,27,17,2021-11-25T01:28:15Z,1170000,23.0,3.0,1,left,K. Kuzma driving Layup (4 PTS) (R. Neto 1 AST),"[1628398, 203526]",1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,2.34,Made,4.0,R. Neto,203526.0,1.0,,,,,,,,,,,,,,,
118,PT03M30.00S,2021-11-25T01:28:25.6Z,1,REGULAR,3pt,Jump Shot,[],202685,67.23061760840999,52.20588235294118,1610612740,27,17,2021-11-25T01:28:34Z,1180000,11.0,256.0,1,right,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.57,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M29.00S,2021-11-25T01:28:26.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,27,17,2021-11-25T01:28:34Z,1190000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,118.0,,,,,,,,,
120,PT03M29.00S,2021-11-25T01:28:31.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,27,17,2021-11-25T01:28:31Z,1200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M29.00S,2021-11-25T01:28:35.4Z,1,REGULAR,substitution,out,[],203078,,,1610612740,27,17,2021-11-25T01:28:43Z,1210000,,,0,,SUB out: B. Beal,[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M29.00S,2021-11-25T01:28:35.4Z,1,REGULAR,substitution,in,[],202722,,,1610612740,27,17,2021-11-25T01:28:43Z,1220000,,,0,,SUB in: D. Bertans,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M21.00S,2021-11-25T01:28:56.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202685,82.07950065703022,83.08823529411765,1610612740,27,17,2021-11-25T01:29:11Z,1230000,165.0,116.0,1,right,MISS J. Valanciunas 20' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,20.2,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M18.00S,2021-11-25T01:28:59.2Z,1,REGULAR,rebound,offensive,[],202685,,,1610612740,27,17,2021-11-25T01:28:59Z,1240000,,,0,,J. Valanciunas REBOUND (Off:2 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,123.0,5.0,3.0,2.0,,,,,,
125,PT03M09.00S,2021-11-25T01:29:07.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,92.06636005256242,47.30392156862745,1610612740,29,17,2021-11-25T01:29:16Z,1250000,-13.0,22.0,1,right,H. Jones driving Layup (4 PTS) (N. Alexander-Walker 1 AST),"[1630529, 1629638]",1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,2.59,Made,4.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,,
127,PT02M53.00S,2021-11-25T01:29:23.1Z,1,REGULAR,3pt,Jump Shot,[],202722,28.465834428383708,84.55882352941177,1610612764,29,17,2021-11-25T01:29:29Z,1270000,-173.0,215.0,1,left,MISS D. Bertans 27' 3PT,[202722],1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,27.59,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M50.00S,2021-11-25T01:29:26.1Z,1,REGULAR,rebound,defensive,[],202685,,,1610612740,29,17,2021-11-25T01:29:29Z,1280000,,,0,,J. Valanciunas REBOUND (Off:2 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,127.0,6.0,4.0,2.0,,,,,,
129,PT02M42.00S,2021-11-25T01:29:34.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,92.85479632063075,53.67647058823529,1610612740,29,17,2021-11-25T01:29:39Z,1290000,18.0,15.0,1,right,MISS N. Alexander-Walker driving Layup,[1629638],1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,2.36,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M40.00S,2021-11-25T01:29:36.5Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,29,17,2021-11-25T01:29:39Z,1300000,,,0,,K. Kuzma REBOUND (Off:0 Def:1),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,129.0,1.0,1.0,0.0,,,,,,
131,PT02M35.00S,2021-11-25T01:29:41.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626149,5.206964520367937,51.71568627450981,1610612764,29,19,2021-11-25T01:29:48Z,1310000,-9.0,-4.0,1,left,M. Harrell DUNK (2 PTS) (K. Kuzma 2 AST),"[1626149, 1628398]",1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,0.93,Made,2.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,,,,,
133,PT02M11.00S,2021-11-25T01:30:06.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,81.553876478318,56.127450980392155,1610612740,29,19,2021-11-25T01:30:12Z,1330000,31.0,121.0,1,right,MISS J. Valanciunas 12' turnaround Shot,[202685],1610612740.0,NOP,turnaround,,,Valanciunas,J. Valanciunas,,,,,12.47,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M09.00S,2021-11-25T01:30:08.0Z,1,REGULAR,rebound,defensive,[],1628398,,,1610612764,29,19,2021-11-25T01:30:12Z,1340000,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,133.0,2.0,2.0,0.0,,,,,,
135,PT02M00.00S,2021-11-25T01:30:17.2Z,1,REGULAR,turnover,bad pass,[],1628398,,,1610612764,29,19,2021-11-25T01:30:23Z,1350000,,,0,,K. Kuzma bad pass TURNOVER (2 TO),"[1628398, 1630184]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,2.0,Lewis Jr.,1630184.0,
136,PT02M00.00S,2021-11-25T01:30:17.2Z,1,REGULAR,steal,,[],1630184,,,1610612740,29,19,2021-11-25T01:30:19Z,1360000,,,0,,K. Lewis Jr. STEAL (1 STL),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M59.00S,2021-11-25T01:30:24.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626149,,,1610612740,29,19,2021-11-25T01:32:29Z,1370000,,,0,,M. Harrell shooting personal FOUL (1 PF) (Temple 2 FT),"[1626149, 202066]",1610612764.0,WAS,shooting,,,Harrell,M. Harrell,,,,,,,,,,,203054.0,1.0,0.0,Temple,202066.0,,,,,,,,,,
139,PT01M59.00S,2021-11-25T01:30:54.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,29,19,2021-11-25T01:30:54Z,1390000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,out,[],202685,,,1610612740,29,19,2021-11-25T01:33:03Z,1400000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,out,[],203526,,,1610612740,29,19,2021-11-25T01:33:03Z,1410000,,,0,,SUB out: R. Neto,[203526],1610612764.0,WAS,,,,Neto,R. Neto,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,out,[],1628398,,,1610612740,29,19,2021-11-25T01:33:03Z,1420000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,in,[],1626195,,,1610612740,29,19,2021-11-25T01:33:03Z,1430000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,in,[],203915,,,1610612740,29,19,2021-11-25T01:33:03Z,1440000,,,0,,SUB in: S. Dinwiddie,[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M59.00S,2021-11-25T01:32:46.1Z,1,REGULAR,substitution,in,[],1628988,,,1610612740,29,19,2021-11-25T01:33:03Z,1450000,,,0,,SUB in: A. Holiday,[1628988],1610612764.0,WAS,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M59.00S,2021-11-25T01:33:23.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202066,,,1610612740,29,19,2021-11-25T01:33:23Z,1460000,,,0,,MISS G. Temple Free Throw 1 of 2,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT01M59.00S,2021-11-25T01:33:23.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,29,19,2021-11-25T01:33:23Z,1470000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,150.0,,,,,,,,,
153,PT01M59.00S,2021-11-25T01:33:36.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202066,,,1610612740,30,19,2021-11-25T01:33:36Z,1480000,,,0,,G. Temple Free Throw 2 of 2 (1 PTS),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
154,PT01M41.00S,2021-11-25T01:33:55.7Z,1,REGULAR,3pt,Jump Shot,[],202722,27.414586070959263,17.892156862745097,1610612764,30,19,2021-11-25T01:36:16Z,1490000,161.0,205.0,1,left,MISS D. Bertans 26' pullup 3PT,[202722],1610612764.0,WAS,pullup,,,Bertans,D. Bertans,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
155,PT01M38.00S,2021-11-25T01:33:58.7Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,30,19,2021-11-25T01:34:06Z,1500000,,,0,,H. Jones REBOUND (Off:0 Def:3),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,154.0,3.0,3.0,0.0,,,,,,
156,PT01M24.00S,2021-11-25T01:34:13.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626195,93.11760840998686,37.5,1610612740,30,19,2021-11-25T01:34:18Z,1510000,-62.0,12.0,1,right,MISS W. Hernangomez 6' turnaround Hook,[1626195],1610612740.0,NOP,turnaround,,,Hernangomez,W. Hernangomez,,,,,6.37,Missed,,,,,,,,,,,,,,,,,,,
157,PT01M22.00S,2021-11-25T01:34:15.8Z,1,REGULAR,rebound,defensive,[],1630166,,,1610612764,30,19,2021-11-25T01:34:18Z,1520000,,,0,,D. Avdija REBOUND (Off:0 Def:1),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,156.0,1.0,1.0,0.0,,,,,,
158,PT01M17.00S,2021-11-25T01:34:19.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626149,5.075558475689881,47.794117647058826,1610612764,30,19,2021-11-25T01:34:25Z,1530000,11.0,-5.0,1,left,MISS M. Harrell Layup,[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,1.2,Missed,,,,,,,,,,,,,,,,,,,
159,PT01M17.00S,2021-11-25T01:34:21.6Z,1,REGULAR,rebound,offensive,[],1626149,,,1610612764,30,19,2021-11-25T01:34:21Z,1540000,,,0,,M. Harrell REBOUND (Off:1 Def:0),[1626149],1610612764.0,WAS,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,158.0,1.0,0.0,1.0,,,,,,
160,PT01M17.00S,2021-11-25T01:34:25.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612764,30,19,2021-11-25T01:34:25Z,1550000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M15.00S,2021-11-25T01:34:40.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202722,5.995400788436268,4.411764705882353,1610612764,30,22,2021-11-25T01:34:46Z,1560000,228.0,4.0,1,left,D. Bertans 3PT  (3 PTS) (A. Holiday 1 AST),"[202722, 1628988]",1610612764.0,WAS,,,,Bertans,D. Bertans,,,,,22.79,Made,3.0,A. Holiday,1628988.0,1.0,,,,,,,,,,,,,,,
163,PT01M04.00S,2021-11-25T01:34:51.6Z,1,REGULAR,2pt,Jump Shot,[],1629638,94.69448094612353,74.01960784313727,1610612740,32,22,2021-11-25T01:34:59Z,1580000,120.0,-3.0,1,right,N. Alexander-Walker 12' step back Jump Shot (2 PTS),[1629638],1610612740.0,NOP,step back,,,Alexander-Walker,N. Alexander-Walker,,,,,12.01,Made,2.0,,,,,,,,,,,,,,,,,,
164,PT01M01.00S,2021-11-25T01:35:02.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612764,32,22,2021-11-25T01:35:16Z,1590000,,,0,,H. Jones personal FOUL (1 PF) (Dinwiddie 2 FT),"[1630529, 203915]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,2715.0,1.0,0.0,Dinwiddie,203915.0,,,,,,,,,,
166,PT01M01.00S,2021-11-25T01:35:24.9Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612764,32,23,2021-11-25T01:35:24Z,1610000,,,0,,S. Dinwiddie Free Throw 1 of 2 (4 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
167,PT01M01.00S,2021-11-25T01:35:46.4Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612764,32,24,2021-11-25T01:35:46Z,1620000,,,0,,S. Dinwiddie Free Throw 2 of 2 (5 PTS),[203915],1610612764.0,WAS,,,,Dinwiddie,S. Dinwiddie,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
168,PT00M44.60S,2021-11-25T01:36:05.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,94.1688567674113,47.549019607843135,1610612740,34,24,2021-11-25T01:36:09Z,1630000,-12.0,2.0,1,right,N. Alexander-Walker driving finger roll Layup (4 PTS),[1629638],1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,1.25,Made,4.0,,,,,,,,,,,,,,,,,,
169,PT00M34.40S,2021-11-25T01:36:17.9Z,1,REGULAR,2pt,Jump Shot,[],203915,15.456636005256241,68.87254901960785,1610612764,34,24,2021-11-25T01:36:26Z,1640000,-94.0,93.0,1,left,MISS S. Dinwiddie 13' step back Shot,[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,13.24,Missed,,,,,,,,,,,,,,,,,,,
170,PT00M30.50S,2021-11-25T01:36:21.8Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612740,34,24,2021-11-25T01:36:26Z,1650000,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,169.0,1.0,1.0,0.0,,,,,,
171,PT00M22.30S,2021-11-25T01:36:30.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,93.11760840998686,46.568627450980394,1610612740,36,24,2021-11-25T01:36:34Z,1660000,-17.0,12.0,1,right,K. Lewis Jr. cutting Layup (2 PTS) (N. Alexander-Walker 2 AST),"[1630184, 1629638]",1610612740.0,NOP,cutting,,,Lewis Jr.,K. Lewis Jr.,,,,,2.11,Made,2.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,,,,
173,PT00M03.40S,2021-11-25T01:36:50.6Z,1,REGULAR,3pt,Jump Shot,[],203915,27.151773981603156,12.745098039215685,1610612764,36,27,2021-11-25T01:36:58Z,1680000,186.0,203.0,1,left,S. Dinwiddie 27' 3PT step back (8 PTS),[203915],1610612764.0,WAS,step back,,,Dinwiddie,S. Dinwiddie,,,,,27.53,Made,8.0,,,,,,,,,,,,,,,,,,
174,PT00M00.20S,2021-11-25T01:36:59.2Z,1,REGULAR,3pt,Jump Shot,[],1630184,37.53285151116951,89.70588235294117,1610612740,36,27,2021-11-25T01:37:08Z,1690000,199.0,535.0,1,right,MISS K. Lewis Jr. 57' 3PT,[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,57.04,Missed,,,,,,,,,,,,,,,,,,,
175,PT00M00.20S,2021-11-25T01:36:59.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,36,27,2021-11-25T01:37:08Z,1700000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,,
