actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
94,PT03M41.00S,2021-10-30T23:25:54.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],202685,,,1610612740,17,25,2021-10-30T23:25:54Z,940000,,,0,,J. Valanciunas Free Throw 1 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
95,PT03M41.00S,2021-10-30T23:26:15.0Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],202685,,,1610612740,18,25,2021-10-30T23:26:15Z,950000,,,0,,J. Valanciunas Free Throw 2 of 2 (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
96,PT03M21.00S,2021-10-30T23:26:36.8Z,1,REGULAR,2pt,Jump Shot,[],203095,13.61695137976347,73.2843137254902,1610612752,18,27,2021-10-30T23:26:45Z,960000,-116.0,75.0,1,left,E. Fournier 13' fadeaway Jump Shot (5 PTS),[203095],1610612752.0,NYK,fadeaway,,,Fournier,E. Fournier,,,,,13.87,Made,5.0,,,,,,,,,,,,,,,,,,
97,PT03M07.00S,2021-10-30T23:26:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203107,93.38042049934296,48.28431372549019,1610612740,18,27,2021-10-30T23:27:01Z,970000,-9.0,10.0,1,right,MISS T. Satoransky Layup,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,1.3,Missed,,,,,,,,,,,,,,,,,,,
98,PT03M05.00S,2021-10-30T23:26:53.1Z,1,REGULAR,rebound,defensive,[],1629628,,,1610612752,18,27,2021-10-30T23:26:53Z,980000,,,0,,R. Barrett REBOUND (Off:0 Def:3),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,97.0,,,,3.0,3.0,0.0,,,,,,
99,PT02M59.00S,2021-10-30T23:26:59.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,13.354139290407357,49.26470588235294,1610612752,18,27,2021-10-30T23:27:07Z,990000,4.0,73.0,1,left,MISS R. Barrett 7' floating Shot,[1629628],1610612752.0,NYK,floating,,,Barrett,R. Barrett,,,,,7.31,Missed,,,,,,,,,,,,,,,,,,,
100,PT02M59.00S,2021-10-30T23:26:59.0Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,18,27,2021-10-30T23:27:07Z,1000000,,,0,,T. Gibson REBOUND (Off:1 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,99.0,,,,1.0,0.0,1.0,,,,,,
101,PT02M52.00S,2021-10-30T23:27:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,5.590000152587891,50.0,1610612752,18,29,2021-10-30T23:27:04Z,1010000,0.0,0.0,1,left,T. Gibson tip Layup (2 PTS),[201959],1610612752.0,NYK,tip,,,Gibson,T. Gibson,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
102,PT02M42.00S,2021-10-30T23:27:18.1Z,1,REGULAR,foul,personal,['2freethrow'],1629628,,,1610612740,18,29,2021-10-30T23:27:36Z,1020000,,,0,,R. Barrett shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1629628, 202685]",1610612752.0,NYK,shooting,,,Barrett,R. Barrett,,,,,,,,204058.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,
104,PT02M42.00S,2021-10-30T23:27:34.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,18,29,2021-10-30T23:27:34Z,1040000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT02M42.00S,2021-10-30T23:30:27.1Z,1,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,19,29,2021-10-30T23:30:27Z,1050000,,,0,,J. Valanciunas Free Throw 1 of 2 (11 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
106,PT02M42.00S,2021-10-30T23:30:41.6Z,1,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,20,29,2021-10-30T23:30:41Z,1060000,,,0,,J. Valanciunas Free Throw 2 of 2 (12 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
107,PT02M29.00S,2021-10-30T23:30:55.6Z,1,REGULAR,3pt,Jump Shot,[],1629628,5.863994743758213,3.9215686274509802,1610612752,20,29,2021-10-30T23:31:01Z,1070000,230.0,3.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.04,Missed,,,,,,,,,,,,,,,,,,,
108,PT02M26.00S,2021-10-30T23:30:58.6Z,1,REGULAR,rebound,offensive,[],201959,,,1610612752,20,29,2021-10-30T23:31:01Z,1080000,,,0,,T. Gibson REBOUND (Off:2 Def:0),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,107.0,,,,2.0,0.0,2.0,,,,,,
109,PT02M26.00S,2021-10-30T23:31:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612752,20,29,2021-10-30T23:31:08Z,1090000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Gibson 2 FT),"[1630530, 201959]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,,,,204058.0,1.0,0.0,Gibson,201959.0,,,,,,,,,,,,,
111,PT02M26.00S,2021-10-30T23:31:31.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201959,,,1610612752,20,30,2021-10-30T23:31:31Z,1110000,,,0,,T. Gibson Free Throw 1 of 2 (3 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
112,PT02M26.00S,2021-10-30T23:31:32.0Z,1,REGULAR,substitution,out,[],202685,,,1610612752,20,30,2021-10-30T23:31:44Z,1120000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M26.00S,2021-10-30T23:31:32.0Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,20,30,2021-10-30T23:31:44Z,1130000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M26.00S,2021-10-30T23:31:32.0Z,1,REGULAR,substitution,in,[],1629637,,,1610612752,20,30,2021-10-30T23:31:44Z,1140000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M26.00S,2021-10-30T23:31:32.0Z,1,REGULAR,substitution,in,[],202692,,,1610612752,20,30,2021-10-30T23:31:44Z,1150000,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M26.00S,2021-10-30T23:32:03.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201959,,,1610612752,20,31,2021-10-30T23:32:03Z,1160000,,,0,,T. Gibson Free Throw 2 of 2 (4 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
117,PT02M16.00S,2021-10-30T23:32:17.1Z,1,REGULAR,turnover,out-of-bounds,[],1629637,,,1610612740,20,31,2021-10-30T23:32:25Z,1170000,,,0,,J. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1629637],1610612740.0,NOP,bad pass,,,Hayes,J. Hayes,,,,,,,,204058.0,,,,,,,,,,,,1.0,,,,,
118,PT02M01.00S,2021-10-30T23:32:45.5Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201565,21.50131406044678,10.53921568627451,1610612752,20,31,2021-10-30T23:32:50Z,1180000,197.0,150.0,1,left,MISS D. Rose 24' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,24.76,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M58.00S,2021-10-30T23:32:48.5Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,20,31,2021-10-30T23:32:50Z,1190000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:1),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,118.0,,,,1.0,1.0,0.0,,,,,,
120,PT01M51.00S,2021-10-30T23:32:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630184,89.96386333771353,37.745098039215684,1610612740,22,31,2021-10-30T23:33:02Z,1200000,-61.0,42.0,1,right,K. Lewis Jr. 7' running pullup Jump Shot (2 PTS),[1630184],1610612740.0,NOP,running pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,7.42,Made,2.0,,,,,,,,,,,,,,,,,,
121,PT01M35.00S,2021-10-30T23:33:11.3Z,1,REGULAR,3pt,Jump Shot,[],202692,16.113666228646515,4.411764705882353,1610612752,22,34,2021-10-30T23:33:16Z,1210000,228.0,99.0,1,left,A. Burks 24' 3PT  (3 PTS) (E. Fournier 2 AST),"[202692, 203095]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,24.85,Made,3.0,,,,,,,E. Fournier,203095.0,2.0,,,,,,,,,
123,PT01M20.00S,2021-10-30T23:33:26.4Z,1,REGULAR,2pt,Jump Shot,[],1630184,78.26872536136662,64.2156862745098,1610612740,22,34,2021-10-30T23:33:30Z,1230000,71.0,152.0,1,right,MISS K. Lewis Jr. 16' pullup Shot,[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,16.76,Missed,,,,,,,,,,,,,,,,,,,
124,PT01M18.00S,2021-10-30T23:33:28.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,22,34,2021-10-30T23:33:30Z,1240000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,123.0,,,,1.0,1.0,0.0,,,,,,
125,PT01M13.00S,2021-10-30T23:33:34.2Z,1,REGULAR,3pt,Jump Shot,[],201959,4.28712220762155,3.6764705882352944,1610612752,22,34,2021-10-30T23:33:41Z,1250000,232.0,-12.0,1,left,MISS T. Gibson 3PT,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,23.19,Missed,,,,,,,,,,,,,,,,,,,
126,PT01M09.00S,2021-10-30T23:33:38.2Z,1,REGULAR,rebound,defensive,[],1630184,,,1610612740,22,34,2021-10-30T23:33:41Z,1260000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:2),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,125.0,,,,2.0,2.0,0.0,,,,,,
127,PT00M57.80S,2021-10-30T23:33:50.4Z,1,REGULAR,3pt,Jump Shot,[],1630184,73.53810775295663,82.35294117647058,1610612740,25,34,2021-10-30T23:33:56Z,1270000,162.0,196.0,1,right,K. Lewis Jr. 25' 3PT pullup (5 PTS),[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,25.43,Made,5.0,,,,,,,,,,,,,,,,,,
128,PT00M47.80S,2021-10-30T23:34:07.7Z,1,REGULAR,turnover,out-of-bounds,[],201565,,,1610612752,25,34,2021-10-30T23:34:16Z,1280000,,,0,,D. Rose bad pass out-of-bounds TURNOVER (1 TO),[201565],1610612752.0,NYK,bad pass,,,Rose,D. Rose,,,,,,,,200832.0,,,,,,,,,,,,1.0,,,,,
129,PT00M47.80S,2021-10-30T23:34:14.4Z,1,REGULAR,substitution,out,[],203095,,,1610612740,25,34,2021-10-30T23:34:23Z,1290000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M47.80S,2021-10-30T23:34:14.4Z,1,REGULAR,substitution,out,[],203944,,,1610612740,25,34,2021-10-30T23:34:23Z,1300000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT00M47.80S,2021-10-30T23:34:14.4Z,1,REGULAR,substitution,in,[],1630193,,,1610612740,25,34,2021-10-30T23:34:23Z,1310000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M47.80S,2021-10-30T23:34:14.4Z,1,REGULAR,substitution,in,[],1630167,,,1610612740,25,34,2021-10-30T23:34:23Z,1320000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT00M27.90S,2021-10-30T23:34:45.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630529,90.22667542706965,66.66666666666666,1610612740,25,34,2021-10-30T23:34:52Z,1330000,83.0,39.0,1,right,MISS H. Jones 9' running pullup Shot,[1630529],1610612740.0,NOP,running pullup,,,Jones,H. Jones,,,,,9.21,Missed,,,,,,,,,,,,,,,,,,,
134,PT00M25.70S,2021-10-30T23:34:47.9Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,25,34,2021-10-30T23:34:52Z,1340000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,133.0,,,,1.0,1.0,0.0,,,,,,
135,PT00M06.70S,2021-10-30T23:35:06.9Z,1,REGULAR,2pt,Jump Shot,[],202692,22.946780551905388,36.76470588235294,1610612752,25,34,2021-10-30T23:35:11Z,1350000,66.0,163.0,1,left,MISS A. Burks 17' pullup Shot - blocked,"[202692, 1630530]",1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,17.61,Missed,,,,,,,,,,,,,,,,,Murphy III,1630530.0,
136,PT00M06.70S,2021-10-30T23:35:06.9Z,1,REGULAR,block,,[],1630530,,,1610612752,25,34,2021-10-30T23:35:09Z,1360000,,,0,,T. Murphy III BLOCK (1 BLK),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT00M03.40S,2021-10-30T23:35:10.2Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,25,34,2021-10-30T23:35:11Z,1370000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,135.0,,,,1.0,1.0,0.0,,,,,,
138,PT00M02.00S,2021-10-30T23:35:14.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630184,93.77463863337714,53.67647058823529,1610612740,27,34,2021-10-30T23:35:27Z,1380000,18.0,6.0,1,right,K. Lewis Jr. driving Layup (7 PTS) (J. Hayes 1 AST),"[1630184, 1629637]",1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,1.94,Made,7.0,,,,,,,J. Hayes,1629637.0,1.0,,,,,,,,,
139,PT00M02.00S,2021-10-30T23:35:17.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",202692,,,1610612740,27,34,2021-10-30T23:35:37Z,1390000,,,0,,A. Burks shooting personal FOUL (1 PF) (Lewis Jr. 1 FT),"[202692, 1630184]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,202056.0,1.0,0.0,Lewis Jr.,1630184.0,,,,,,,,,,,,,
142,PT00M02.00S,2021-10-30T23:35:40.3Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1630184,,,1610612740,28,34,2021-10-30T23:35:40Z,1410000,,,0,,K. Lewis Jr. Free Throw 1 of 1 (8 PTS),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
143,PT00M00.20S,2021-10-30T23:35:53.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,18.873193166885677,43.13725490196079,1610612752,28,34,2021-10-30T23:36:02Z,1420000,34.0,125.0,1,left,MISS T. Gibson 12' turnaround Shot,[201959],1610612752.0,NYK,turnaround,,,Gibson,T. Gibson,,,,,12.95,Missed,,,,,,,,,,,,,,,,,,,
144,PT00M00.20S,2021-10-30T23:35:53.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,28,34,2021-10-30T23:36:02Z,1430000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,143.0,,,,,,,,,,,,
145,PT00M00.00S,2021-10-30T23:35:57.9Z,1,REGULAR,period,end,[],0,,,1610612752,28,34,2021-10-30T23:35:57Z,1440000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT12M00.00S,2021-10-30T23:37:44.4Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612752,28,34,2021-10-30T23:38:19Z,1450000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2021-10-30T23:37:44.4Z,2,REGULAR,substitution,in,['startperiod'],1630230,,,1610612752,28,34,2021-10-30T23:38:19Z,1460000,,,0,,SUB in: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2021-10-30T23:38:35.1Z,2,REGULAR,period,start,[],0,,,1610612740,28,34,2021-10-30T23:38:35Z,1470000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT11M48.00S,2021-10-30T23:38:51.5Z,2,REGULAR,foul,offensive,[],1629637,,,1610612740,28,34,2021-10-30T23:39:01Z,1480000,,,0,,J. Hayes offensive FOUL (1 PF),"[1629637, 202692]",1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,200832.0,1.0,0.0,Burks,202692.0,,,,,,,,,,,,,
151,PT11M48.00S,2021-10-30T23:38:51.5Z,2,REGULAR,turnover,offensive foul,[],1629637,,,1610612740,28,34,2021-10-30T23:38:51Z,1500000,,,0,,J. Hayes offensive foul TURNOVER (2 TO),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,200832.0,,,,,,,,,,,,2.0,,,,,
152,PT11M33.00S,2021-10-30T23:39:12.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],202692,19.92444152431012,22.30392156862745,1610612752,28,36,2021-10-30T23:39:18Z,1510000,138.0,135.0,1,left,A. Burks 19' pullup Jump Shot (5 PTS),[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,19.33,Made,5.0,,,,,,,,,,,,,,,,,,
153,PT11M19.00S,2021-10-30T23:39:25.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,68.15045992115637,63.48039215686274,1610612740,28,36,2021-10-30T23:39:31Z,1520000,67.0,247.0,1,right,MISS T. Murphy III 25' pullup 3PT,[1630530],1610612740.0,NOP,pullup,,,Murphy III,T. Murphy III,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
154,PT11M17.00S,2021-10-30T23:39:27.9Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,28,36,2021-10-30T23:39:31Z,1530000,,,0,,T. Gibson REBOUND (Off:2 Def:1),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,153.0,,,,3.0,1.0,2.0,,,,,,
155,PT11M06.00S,2021-10-30T23:39:38.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,5.206964520367937,52.69607843137255,1610612752,28,38,2021-10-30T23:39:51Z,1540000,-13.0,-4.0,1,left,I. Quickley driving Layup (2 PTS),[1630193],1610612752.0,NYK,driving,,,Quickley,I. Quickley,,,,,1.4,Made,2.0,,,,,,,,,,,,,,,,,,
156,PT10M42.00S,2021-10-30T23:40:02.9Z,2,REGULAR,2pt,Jump Shot,[],1629637,78.40013140604468,24.019607843137255,1610612740,28,38,2021-10-30T23:40:08Z,1550000,-130.0,151.0,1,right,MISS J. Hayes 19' Jump Shot,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,19.88,Missed,,,,,,,,,,,,,,,,,,,
157,PT10M40.00S,2021-10-30T23:40:04.9Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,28,38,2021-10-30T23:40:08Z,1560000,,,0,,T. Gibson REBOUND (Off:2 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,156.0,,,,4.0,2.0,2.0,,,,,,
158,PT10M36.00S,2021-10-30T23:40:09.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630193,31.488173455978973,32.84313725490196,1610612752,28,38,2021-10-30T23:40:18Z,1570000,86.0,243.0,1,left,MISS I. Quickley 25' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,25.82,Missed,,,,,,,,,,,,,,,,,,,
159,PT10M30.00S,2021-10-30T23:40:15.6Z,2,REGULAR,rebound,defensive,[],1630184,,,1610612740,28,38,2021-10-30T23:40:18Z,1580000,,,0,,K. Lewis Jr. REBOUND (Off:0 Def:3),[1630184],1610612740.0,NOP,,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,,,,,,158.0,,,,3.0,3.0,0.0,,,,,,
160,PT10M28.00S,2021-10-30T23:40:17.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630184,66.17936925098554,61.029411764705884,1610612740,28,38,2021-10-30T23:40:26Z,1590000,55.0,265.0,1,right,MISS K. Lewis Jr. 27' pullup 3PT,[1630184],1610612740.0,NOP,pullup,,,Lewis Jr.,K. Lewis Jr.,,,,,27.11,Missed,,,,,,,,,,,,,,,,,,,
161,PT10M24.00S,2021-10-30T23:40:21.3Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,28,38,2021-10-30T23:40:26Z,1600000,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,160.0,,,,1.0,1.0,0.0,,,,,,
162,PT10M18.00S,2021-10-30T23:40:27.5Z,2,REGULAR,2pt,Jump Shot,[],201565,25.312089356110377,49.50980392156863,1610612752,28,38,2021-10-30T23:40:42Z,1610000,2.0,185.0,1,left,MISS D. Rose 18' pullup Shot,[201565],1610612752.0,NYK,pullup,,,Rose,D. Rose,,,,,18.54,Missed,,,,,,,,,,,,,,,,,,,
163,PT10M16.00S,2021-10-30T23:40:29.5Z,2,REGULAR,rebound,offensive,[],201959,,,1610612752,28,38,2021-10-30T23:40:42Z,1620000,,,0,,T. Gibson REBOUND (Off:3 Def:2),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,162.0,,,,5.0,2.0,3.0,,,,,,
164,PT10M16.00S,2021-10-30T23:40:35.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201959,5.590000152587891,50.0,1610612752,28,40,2021-10-30T23:40:35Z,1630000,0.0,0.0,1,left,T. Gibson putback Layup (6 PTS),[201959],1610612752.0,NYK,putback,,,Gibson,T. Gibson,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,,
165,PT10M16.00S,2021-10-30T23:40:36.2Z,2,REGULAR,foul,personal,['1freethrow'],1630184,,,1610612752,28,40,2021-10-30T23:40:59Z,1640000,,,0,,K. Lewis Jr. shooting personal FOUL (1 PF) (Gibson 1 FT),"[1630184, 201959]",1610612740.0,NOP,shooting,,,Lewis Jr.,K. Lewis Jr.,,,,,,,,200832.0,1.0,0.0,Gibson,201959.0,,,,,,,,,,,,,
167,PT10M16.00S,2021-10-30T23:40:51.5Z,2,REGULAR,substitution,out,[],203107,,,1610612752,28,40,2021-10-30T23:40:57Z,1660000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M16.00S,2021-10-30T23:40:51.5Z,2,REGULAR,substitution,in,[],1628984,,,1610612752,28,40,2021-10-30T23:40:57Z,1670000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT10M16.00S,2021-10-30T23:41:02.9Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],201959,,,1610612752,28,41,2021-10-30T23:41:02Z,1680000,,,0,,T. Gibson Free Throw 1 of 1 (7 PTS),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
170,PT10M05.00S,2021-10-30T23:41:16.0Z,2,REGULAR,3pt,Jump Shot,[],1630530,91.5407358738502,94.85294117647058,1610612740,28,41,2021-10-30T23:41:22Z,1690000,224.0,27.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.59,Missed,,,,,,,,,,,,,,,,,,,
171,PT10M01.00S,2021-10-30T23:41:20.0Z,2,REGULAR,rebound,defensive,[],201959,,,1610612752,28,41,2021-10-30T23:41:22Z,1700000,,,0,,T. Gibson REBOUND (Off:3 Def:3),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,170.0,,,,6.0,3.0,3.0,,,,,,
172,PT09M57.00S,2021-10-30T23:41:24.5Z,2,REGULAR,3pt,Jump Shot,[],1630193,33.722076215505915,44.85294117647059,1610612752,28,41,2021-10-30T23:41:32Z,1710000,26.0,264.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
173,PT09M53.00S,2021-10-30T23:41:28.5Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,28,41,2021-10-30T23:41:32Z,1720000,,,0,,T. Murphy III REBOUND (Off:0 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,172.0,,,,1.0,1.0,0.0,,,,,,
174,PT09M39.00S,2021-10-30T23:41:43.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630184,92.85479632063075,59.55882352941176,1610612740,28,41,2021-10-30T23:41:53Z,1730000,48.0,15.0,1,right,MISS K. Lewis Jr. driving Layup - blocked,"[1630184, 1630167]",1610612740.0,NOP,driving,,,Lewis Jr.,K. Lewis Jr.,,,,,5.0,Missed,,,,,,,,,,,,,,,,,Toppin,1630167.0,
175,PT09M39.00S,2021-10-30T23:41:43.4Z,2,REGULAR,block,,[],1630167,,,1610612740,28,41,2021-10-30T23:41:47Z,1740000,,,0,,O. Toppin BLOCK (1 BLK),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
