actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
280,PT03M56.00S,2021-10-30T23:58:07.3Z,2,REGULAR,steal,,[],1628984,,,1610612740,44,55,2021-10-31T00:03:25Z,2660000,,,0,,D. Graham STEAL (1 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT03M56.00S,2021-10-30T23:58:18.8Z,2,REGULAR,foul,personal,[],202689,,,1610612740,44,55,2021-10-31T00:03:21Z,2670000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 1628984]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,200832.0,1.0,0.0,Graham,1628984.0,,,,,,,,,,,,,
270,PT03M56.00S,2021-10-30T23:59:33.6Z,2,REGULAR,instantreplay,request,[],0,,,1610612740,44,55,2021-10-30T23:59:52Z,2690000,,,0,,,[],,,stands,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,Common Foul Upheld
271,PT03M41.00S,2021-10-31T00:00:25.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202685,94.03745072273325,51.225490196078425,1610612740,46,55,2021-10-31T00:00:31Z,2700000,6.0,4.0,1,right,J. Valanciunas driving Layup (16 PTS),[202685],1610612740.0,NOP,driving,,,Valanciunas,J. Valanciunas,,,,,0.7,Made,16.0,,,,,,,,,,,,,,,,,,
272,PT03M40.00S,2021-10-31T00:00:38.4Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,46,55,2021-10-31T00:00:43Z,2710000,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,,,,,
273,PT03M19.00S,2021-10-31T00:00:59.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,16.113666228646515,48.77450980392157,1610612752,46,57,2021-10-31T00:01:21Z,2720000,6.0,99.0,1,left,J. Randle 9' pullup Jump Shot (10 PTS),[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,9.92,Made,10.0,,,,,,,,,,,,,,,,,,
274,PT02M54.00S,2021-10-31T00:01:23.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202685,92.19776609724047,46.568627450980394,1610612740,48,57,2021-10-31T00:01:27Z,2730000,-17.0,21.0,1,right,J. Valanciunas cutting Layup (18 PTS) (J. Hart 1 AST),"[202685, 1628404]",1610612740.0,NOP,cutting,,,Valanciunas,J. Valanciunas,,,,,2.7,Made,18.0,,,,,,,J. Hart,1628404.0,1.0,,,,,,,,,
276,PT02M43.00S,2021-10-31T00:01:33.9Z,2,REGULAR,turnover,bad pass,[],202689,,,1610612752,48,57,2021-10-31T00:01:42Z,2750000,,,0,,K. Walker bad pass TURNOVER (3 TO),"[202689, 1630529]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,3.0,Jones,1630529.0,,,
277,PT02M43.00S,2021-10-31T00:01:33.9Z,2,REGULAR,steal,,[],1630529,,,1610612740,48,57,2021-10-31T00:01:36Z,2760000,,,0,,H. Jones STEAL (3 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT02M40.00S,2021-10-31T00:01:38.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630529,93.11760840998686,50.73529411764706,1610612740,50,57,2021-10-31T00:01:55Z,2770000,4.0,12.0,1,right,H. Jones driving DUNK (4 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.27,Made,4.0,,,,,,,,,,,,,,,,,,
279,PT02M32.00S,2021-10-31T00:01:52.9Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,50,57,2021-10-31T00:01:52Z,2780000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT02M23.00S,2021-10-31T00:03:28.1Z,2,REGULAR,3pt,Jump Shot,[],203095,20.18725361366623,6.61764705882353,1610612752,50,60,2021-10-31T00:03:37Z,2790000,217.0,137.0,1,left,E. Fournier 25' 3PT pullup (8 PTS) (K. Walker 4 AST),"[203095, 202689]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.67,Made,8.0,,,,,,,K. Walker,202689.0,4.0,,,,,,,,,
283,PT02M07.00S,2021-10-31T00:03:46.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,50,60,2021-10-31T00:03:46Z,2810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M04.00S,2021-10-31T00:04:02.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.9060446780552,51.71568627450981,1610612740,52,60,2021-10-31T00:04:09Z,2820000,9.0,5.0,1,right,J. Hart Layup (6 PTS) (D. Graham 2 AST),"[1628404, 1628984]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,0.98,Made,6.0,,,,,,,D. Graham,1628984.0,2.0,,,,,,,,,
286,PT01M48.00S,2021-10-31T00:04:19.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,13.748357424441524,60.5392156862745,1610612752,52,60,2021-10-31T00:04:27Z,2840000,-53.0,77.0,1,left,MISS J. Randle 9' turnaround fadeaway Shot,[203944],1610612752.0,NYK,turnaround fadeaway,,,Randle,J. Randle,,,,,9.31,Missed,,,,,,,,,,,,,,,,,,,
287,PT01M44.00S,2021-10-31T00:04:23.2Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,52,60,2021-10-31T00:04:27Z,2850000,,,0,,D. Graham REBOUND (Off:1 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,286.0,,,,2.0,1.0,1.0,,,,,,
288,PT01M36.00S,2021-10-31T00:04:30.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,81.68528252299606,45.34313725490196,1610612740,54,60,2021-10-31T00:04:34Z,2860000,-23.0,120.0,1,right,D. Graham 12' floating Jump Shot (9 PTS),[1628984],1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,12.19,Made,9.0,,,,,,,,,,,,,,,,,,
289,PT01M14.00S,2021-10-31T00:04:52.9Z,2,REGULAR,3pt,Jump Shot,[],202689,5.601182654402102,96.56862745098039,1610612752,54,63,2021-10-31T00:04:57Z,2870000,-233.0,0.0,1,left,K. Walker 3PT  (10 PTS) (R. Barrett 4 AST),"[202689, 1629628]",1610612752.0,NYK,,,,Walker,K. Walker,,,,,23.28,Made,10.0,,,,,,,R. Barrett,1629628.0,4.0,,,,,,,,,
291,PT01M00.00S,2021-10-31T00:05:05.9Z,2,REGULAR,3pt,Jump Shot,[],202685,76.03482260183968,88.97058823529412,1610612740,54,63,2021-10-31T00:05:11Z,2890000,195.0,173.0,1,right,MISS J. Valanciunas 26' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
292,PT00M57.60S,2021-10-31T00:05:08.3Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,54,63,2021-10-31T00:05:11Z,2900000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,291.0,,,,2.0,2.0,0.0,,,,,,
293,PT00M55.10S,2021-10-31T00:05:12.5Z,2,REGULAR,turnover,lost ball,[],203944,,,1610612752,54,63,2021-10-31T00:05:17Z,2910000,,,0,,J. Randle lost ball TURNOVER (1 TO),"[203944, 1628984]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,1.0,Graham,1628984.0,,,
294,PT00M55.10S,2021-10-31T00:05:12.5Z,2,REGULAR,steal,,[],1628984,,,1610612740,54,63,2021-10-31T00:05:14Z,2920000,,,0,,D. Graham STEAL (2 STL),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT00M51.10S,2021-10-31T00:05:17.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629638,78.0059132720105,10.294117647058822,1610612740,57,63,2021-10-31T00:05:23Z,2930000,-199.0,154.0,1,right,N. Alexander-Walker 25' 3PT  (8 PTS) (D. Graham 3 AST),"[1629638, 1628984]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.14,Made,8.0,,,,,,,D. Graham,1628984.0,3.0,,,,,,,,,
297,PT00M36.50S,2021-10-31T00:05:35.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,17.16491458607096,35.294117647058826,1610612752,57,63,2021-10-31T00:05:41Z,2950000,74.0,109.0,1,left,MISS E. Fournier 13' pullup Shot,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,,
298,PT00M34.50S,2021-10-31T00:05:37.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,57,63,2021-10-31T00:05:41Z,2960000,,,0,,J. Valanciunas REBOUND (Off:0 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,297.0,,,,5.0,5.0,0.0,,,,,,
299,PT00M29.60S,2021-10-31T00:05:43.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.51182654402102,45.34313725490196,1610612740,59,63,2021-10-31T00:05:52Z,2970000,-23.0,8.0,1,right,J. Hart cutting Layup (8 PTS) (D. Graham 4 AST),"[1628404, 1628984]",1610612740.0,NOP,cutting,,,Hart,J. Hart,,,,,2.48,Made,8.0,,,,,,,D. Graham,1628984.0,4.0,,,,,,,,,
301,PT00M06.50S,2021-10-31T00:06:09.0Z,2,REGULAR,2pt,Jump Shot,[],202689,24.655059132720105,42.64705882352941,1610612752,59,63,2021-10-31T00:06:15Z,2990000,37.0,179.0,1,left,MISS K. Walker 18' step back Shot,[202689],1610612752.0,NYK,step back,,,Walker,K. Walker,,,,,18.3,Missed,,,,,,,,,,,,,,,,,,,
302,PT00M03.20S,2021-10-31T00:06:12.3Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,59,63,2021-10-31T00:06:15Z,3000000,,,0,,D. Graham REBOUND (Off:1 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,301.0,,,,3.0,2.0,1.0,,,,,,
303,PT00M00.20S,2021-10-31T00:06:15.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,65.25952693823915,12.745098039215685,1610612740,59,63,2021-10-31T00:06:22Z,3010000,-186.0,274.0,1,right,MISS D. Graham 33' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,33.14,Missed,,,,,,,,,,,,,,,,,,,
304,PT00M00.20S,2021-10-31T00:06:15.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,59,63,2021-10-31T00:06:22Z,3020000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,303.0,,,,,,,,,,,,
305,PT00M00.00S,2021-10-31T00:06:21.1Z,2,REGULAR,period,end,[],0,,,1610612740,59,63,2021-10-31T00:06:21Z,3030000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-10-31T00:22:34.1Z,3,REGULAR,period,start,[],0,,,1610612740,59,63,2021-10-31T00:22:34Z,3040000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT11M47.00S,2021-10-31T00:22:46.5Z,3,REGULAR,2pt,Jump Shot,[],1628984,21.23850197109067,27.450980392156865,1610612740,59,63,2021-10-31T00:22:53Z,3050000,113.0,147.0,1,left,MISS D. Graham 18' pullup Shot,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,18.53,Missed,,,,,,,,,,,,,,,,,,,
308,PT11M43.00S,2021-10-31T00:22:50.5Z,3,REGULAR,rebound,offensive,[],1629638,,,1610612740,59,63,2021-10-31T00:22:53Z,3060000,,,0,,N. Alexander-Walker REBOUND (Off:1 Def:0),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,307.0,,,,1.0,0.0,1.0,,,,,,
309,PT11M41.00S,2021-10-31T00:22:51.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630529,7.046649145860711,51.225490196078425,1610612740,59,63,2021-10-31T00:22:59Z,3070000,-6.0,14.0,1,left,MISS H. Jones driving Layup,[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,,
310,PT11M38.00S,2021-10-31T00:22:54.7Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,59,63,2021-10-31T00:22:59Z,3080000,,,0,,M. Robinson REBOUND (Off:0 Def:3),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,309.0,,,,3.0,3.0,0.0,,,,,,
311,PT11M23.00S,2021-10-31T00:23:09.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,90.88370565045992,40.68627450980392,1610612752,59,63,2021-10-31T00:23:17Z,3090000,-47.0,33.0,1,right,MISS R. Barrett driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,5.72,Missed,,,,,,,,,,,,,,,,,,,
312,PT11M21.00S,2021-10-31T00:23:11.9Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,59,63,2021-10-31T00:23:17Z,3100000,,,0,,J. Valanciunas REBOUND (Off:0 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,311.0,,,,6.0,6.0,0.0,,,,,,
313,PT11M11.00S,2021-10-31T00:23:22.2Z,3,REGULAR,3pt,Jump Shot,[],1629638,32.276609724047304,44.85294117647059,1610612740,59,63,2021-10-31T00:23:27Z,3110000,26.0,251.0,1,left,MISS N. Alexander-Walker 25' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
314,PT11M07.00S,2021-10-31T00:23:26.2Z,3,REGULAR,rebound,defensive,[],1629011,,,1610612752,59,63,2021-10-31T00:23:27Z,3120000,,,0,,M. Robinson REBOUND (Off:0 Def:4),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,313.0,,,,4.0,4.0,0.0,,,,,,
315,PT10M55.00S,2021-10-31T00:23:38.6Z,3,REGULAR,3pt,Jump Shot,[],202689,67.23061760840999,24.754901960784316,1610612752,59,63,2021-10-31T00:23:43Z,3130000,-126.0,256.0,1,right,MISS K. Walker 28' pullup 3PT,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,28.5,Missed,,,,,,,,,,,,,,,,,,,
316,PT10M52.00S,2021-10-31T00:23:41.6Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,59,63,2021-10-31T00:23:43Z,3140000,,,0,,J. Valanciunas REBOUND (Off:0 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,315.0,,,,7.0,7.0,0.0,,,,,,
317,PT10M35.00S,2021-10-31T00:23:58.5Z,3,REGULAR,turnover,lost ball,[],1630529,,,1610612740,59,63,2021-10-31T00:24:04Z,3150000,,,0,,H. Jones lost ball TURNOVER (1 TO),"[1630529, 202689]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,1.0,Walker,202689.0,,,
318,PT10M35.00S,2021-10-31T00:23:58.5Z,3,REGULAR,steal,,[],202689,,,1610612752,59,63,2021-10-31T00:24:01Z,3160000,,,0,,K. Walker STEAL (2 STL),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT10M34.00S,2021-10-31T00:24:04.9Z,3,REGULAR,foul,personal,[],1628404,,,1610612752,59,63,2021-10-31T00:32:18Z,3170000,,,0,,J. Hart take personal FOUL (2 PF),"[1628404, 202689]",1610612740.0,NOP,take,,,Hart,J. Hart,,,,,,,,202056.0,2.0,0.0,Walker,202689.0,,,,,,,,,,,,,
321,PT10M12.00S,2021-10-31T00:24:44.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203095,69.59592641261499,27.450980392156865,1610612752,59,63,2021-10-31T00:24:49Z,3190000,-113.0,233.0,1,right,MISS E. Fournier 25' pullup 3PT,[203095],1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
322,PT10M08.00S,2021-10-31T00:24:48.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,59,63,2021-10-31T00:24:49Z,3200000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,321.0,,,,3.0,3.0,0.0,,,,,,
323,PT10M05.00S,2021-10-31T00:24:50.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202685,32.14520367936925,42.40196078431372,1610612740,59,63,2021-10-31T00:24:57Z,3210000,38.0,250.0,1,left,MISS J. Valanciunas 25' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
324,PT10M01.00S,2021-10-31T00:24:54.8Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,59,63,2021-10-31T00:24:57Z,3220000,,,0,,R. Barrett REBOUND (Off:0 Def:4),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,323.0,,,,4.0,4.0,0.0,,,,,,
325,PT09M47.00S,2021-10-31T00:25:08.5Z,3,REGULAR,3pt,Jump Shot,[],203095,93.51182654402102,3.431372549019608,1610612752,59,66,2021-10-31T00:25:13Z,3230000,-233.0,8.0,1,right,E. Fournier 3PT  (11 PTS) (J. Randle 2 AST),"[203095, 203944]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.3,Made,11.0,,,,,,,J. Randle,203944.0,2.0,,,,,,,,,
327,PT09M26.00S,2021-10-31T00:25:29.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629638,10.463206307490145,41.42156862745098,1610612740,59,66,2021-10-31T00:25:34Z,3250000,43.0,46.0,1,left,MISS N. Alexander-Walker 6' driving DUNK - blocked,"[1629638, 203095]",1610612740.0,NOP,driving,,,Alexander-Walker,N. Alexander-Walker,,,,,6.28,Missed,,,,,,,,,,,,,,,,,Fournier,203095.0,
328,PT09M26.00S,2021-10-31T00:25:29.0Z,3,REGULAR,block,,[],203095,,,1610612740,59,66,2021-10-31T00:25:31Z,3260000,,,0,,E. Fournier BLOCK (1 BLK),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT09M23.00S,2021-10-31T00:25:32.0Z,3,REGULAR,rebound,offensive,[],1629638,,,1610612740,59,66,2021-10-31T00:25:34Z,3270000,,,0,,N. Alexander-Walker REBOUND (Off:2 Def:0),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,327.0,,,,2.0,0.0,2.0,,,,,,
330,PT09M19.00S,2021-10-31T00:25:36.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628984,32.802233902759525,52.450980392156865,1610612740,59,66,2021-10-31T00:25:40Z,3280000,-12.0,256.0,1,left,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.61,Missed,,,,,,,,,,,,,,,,,,,
331,PT09M17.00S,2021-10-31T00:25:38.2Z,3,REGULAR,rebound,offensive,[],1630529,,,1610612740,59,66,2021-10-31T00:25:40Z,3290000,,,0,,H. Jones REBOUND (Off:1 Def:0),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,330.0,,,,1.0,0.0,1.0,,,,,,
332,PT09M15.00S,2021-10-31T00:25:40.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628404,31.35676741130092,28.921568627450984,1610612740,62,66,2021-10-31T00:25:47Z,3300000,105.0,242.0,1,left,J. Hart 26' 3PT  (11 PTS) (H. Jones 2 AST),"[1628404, 1630529]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,26.42,Made,11.0,,,,,,,H. Jones,1630529.0,2.0,,,,,,,,,
334,PT08M58.00S,2021-10-31T00:25:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.9060446780552,52.69607843137255,1610612752,62,68,2021-10-31T00:26:05Z,3320000,13.0,5.0,1,right,R. Barrett driving Layup (12 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,1.43,Made,12.0,,,,,,,,,,,,,,,,,,
335,PT08M50.00S,2021-10-31T00:26:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,14.536793692509855,48.529411764705884,1610612740,64,68,2021-10-31T00:26:46Z,3330000,7.0,84.0,1,left,J. Valanciunas 8' floating Jump Shot (20 PTS) (N. Alexander-Walker 4 AST),"[202685, 1629638]",1610612740.0,NOP,floating,,,Valanciunas,J. Valanciunas,,,,,8.44,Made,20.0,,,,,,,N. Alexander-Walker,1629638.0,4.0,,,,,,,,,
337,PT08M50.00S,2021-10-31T00:26:12.7Z,3,REGULAR,foul,personal,['1freethrow'],203944,,,1610612740,64,68,2021-10-31T00:26:24Z,3350000,,,0,,J. Randle shooting personal FOUL (2 PF) (Valanciunas 1 FT),"[203944, 202685]",1610612752.0,NYK,shooting,,,Randle,J. Randle,,,,,,,,200832.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,
339,PT08M50.00S,2021-10-31T00:26:38.2Z,3,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,65,68,2021-10-31T00:26:38Z,3370000,,,0,,J. Valanciunas Free Throw 1 of 1 (21 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
340,PT08M35.00S,2021-10-31T00:26:54.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,93.38042049934296,46.32352941176471,1610612752,65,70,2021-10-31T00:27:01Z,3380000,-18.0,10.0,1,right,R. Barrett driving Layup (14 PTS),[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,2.08,Made,14.0,,,,,,,,,,,,,,,,,,
341,PT08M24.00S,2021-10-31T00:27:06.4Z,3,REGULAR,2pt,Jump Shot,[],202685,11.777266754270697,72.30392156862744,1610612740,67,70,2021-10-31T00:27:14Z,3390000,-112.0,58.0,1,left,J. Valanciunas 12' Jump Shot (23 PTS) (N. Alexander-Walker 5 AST),"[202685, 1629638]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,12.58,Made,23.0,,,,,,,N. Alexander-Walker,1629638.0,5.0,,,,,,,,,
343,PT08M02.00S,2021-10-31T00:27:28.2Z,3,REGULAR,3pt,Jump Shot,[],1629628,75.50919842312747,84.06862745098039,1610612752,67,73,2021-10-31T00:27:35Z,3410000,170.0,178.0,1,right,R. Barrett 24' 3PT step back (17 PTS),[1629628],1610612752.0,NYK,step back,,,Barrett,R. Barrett,,,,,24.61,Made,17.0,,,,,,,,,,,,,,,,,,
344,PT07M48.00S,2021-10-31T00:27:42.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629638,12.697109067017081,49.50980392156863,1610612740,67,73,2021-10-31T00:27:47Z,3420000,2.0,67.0,1,left,MISS N. Alexander-Walker 6' floating Shot,[1629638],1610612740.0,NOP,floating,,,Alexander-Walker,N. Alexander-Walker,,,,,6.69,Missed,,,,,,,,,,,,,,,,,,,
345,PT07M46.00S,2021-10-31T00:27:44.3Z,3,REGULAR,rebound,defensive,[],202689,,,1610612752,67,73,2021-10-31T00:27:47Z,3430000,,,0,,K. Walker REBOUND (Off:0 Def:3),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,,344.0,,,,3.0,3.0,0.0,,,,,,
346,PT07M41.00S,2021-10-31T00:27:51.6Z,3,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,67,73,2021-10-31T00:28:00Z,3440000,,,0,,E. Fournier lost ball out-of-bounds TURNOVER (2 TO),[203095],1610612752.0,NYK,lost ball,,,Fournier,E. Fournier,,,,,,,,204058.0,,,,,,,,,,,,2.0,,,,,
347,PT07M20.00S,2021-10-31T00:28:23.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628984,16.245072273324574,31.372549019607842,1610612740,67,73,2021-10-31T00:28:29Z,3450000,93.0,100.0,1,left,MISS D. Graham 13' floating Shot,[1628984],1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,13.68,Missed,,,,,,,,,,,,,,,,,,,
348,PT07M18.00S,2021-10-31T00:28:25.3Z,3,REGULAR,rebound,offensive,[],202685,,,1610612740,67,73,2021-10-31T00:28:25Z,3460000,,,0,,J. Valanciunas REBOUND (Off:1 Def:7),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,347.0,,,,8.0,7.0,1.0,,,,,,
349,PT07M15.00S,2021-10-31T00:28:55.8Z,3,REGULAR,jumpball,recovered,[],1628404,,,1610612740,67,73,2021-10-31T00:28:55Z,3470000,,,0,,Jump Ball J. Valanciunas vs. R. Barrett: Tip to J. Hart,"[1628404, 202685, 1629628]",1610612740.0,NOP,heldball,J. Hart,1628404.0,Hart,J. Hart,Valanciunas,202685.0,Barrett,1629628.0,,,,,,,,,,,,,,,,,,,,,
352,PT07M13.00S,2021-10-31T00:28:58.0Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629638,13.091327201051248,97.05882352941177,1610612740,67,73,2021-10-31T00:29:04Z,3500000,-235.0,71.0,1,left,MISS N. Alexander-Walker 24' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,24.57,Missed,,,,,,,,,,,,,,,,,,,
353,PT07M09.00S,2021-10-31T00:29:02.0Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,67,73,2021-10-31T00:29:04Z,3510000,,,0,,J. Randle REBOUND (Off:0 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,352.0,,,,3.0,3.0,0.0,,,,,,
354,PT06M58.00S,2021-10-31T00:29:12.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203095,83.919185282523,45.09803921568628,1610612752,67,73,2021-10-31T00:29:21Z,3520000,-25.0,99.0,1,right,MISS E. Fournier 10' running Shot,[203095],1610612752.0,NYK,running,,,Fournier,E. Fournier,,,,,10.17,Missed,,,,,,,,,,,,,,,,,,,
