actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,value
100,PT05M19.00S,2022-01-12T01:24:38.4Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,22,21,2022-01-12T01:24:38Z,990000,,,0,,J. McDaniels Free Throw 1 of 2 (1 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
101,PT05M19.00S,2022-01-12T01:24:59.3Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,22,22,2022-01-12T01:24:59Z,1000000,,,0,,J. McDaniels Free Throw 2 of 2 (2 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
102,PT05M07.00S,2022-01-12T01:25:16.8Z,1,REGULAR,turnover,out-of-bounds,[],1627742,,,1610612740,22,22,2022-01-12T01:26:09Z,1010000,,,0,,B. Ingram lost ball out-of-bounds TURNOVER (1 TO),[1627742],1610612740.0,NOP,lost ball,,,Ingram,B. Ingram,,,,,1.0,,,,,,,,,201638.0,,,,,,,,,,,
103,PT04M59.00S,2022-01-12T01:25:33.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202066,,,1610612750,22,22,2022-01-12T01:35:16Z,1020000,,,0,,G. Temple shooting personal FOUL (1 PF) (Russell 2 FT),"[202066, 1626156]",1610612740.0,NOP,shooting,,,Temple,G. Temple,,,,,,,,,,,,,,201638.0,1.0,0.0,Russell,1626156.0,,,,,,,
105,PT04M59.00S,2022-01-12T01:25:50.4Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1626156,,,1610612750,22,23,2022-01-12T01:25:50Z,1040000,,,0,,D. Russell Free Throw 1 of 2 (9 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
107,PT04M59.00S,2022-01-12T01:25:51.7Z,1,REGULAR,substitution,in,[],1630631,,,1610612750,22,23,2022-01-12T01:25:55Z,1060000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M59.00S,2022-01-12T01:25:51.7Z,1,REGULAR,substitution,out,[],1628984,,,1610612750,22,23,2022-01-12T01:26:38Z,1065000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M59.00S,2022-01-12T01:26:07.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1626156,,,1610612750,22,24,2022-01-12T01:26:07Z,1070000,,,0,,D. Russell Free Throw 2 of 2 (10 PTS),[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
109,PT04M40.00S,2022-01-12T01:26:27.9Z,1,REGULAR,3pt,Jump Shot,[],202066,95.22010512483574,96.56862745098039,1610612740,22,24,2022-01-12T01:26:33Z,1080000,233.0,-8.0,1,right,MISS G. Temple 3PT,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,23.29,Missed,,,,,,,,,,,,,,,,
110,PT04M38.00S,2022-01-12T01:26:29.9Z,1,REGULAR,rebound,offensive,[],1630631,,,1610612740,22,24,2022-01-12T01:26:33Z,1090000,,,0,,J. Alvarado REBOUND (Off:1 Def:0),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,109.0,1.0,0.0,1.0,,,
112,PT04M38.00S,2022-01-12T01:26:33.8Z,1,REGULAR,foul,personal,['2freethrow'],1626156,,,1610612740,22,24,2022-01-12T01:26:51Z,1100000,,,0,,D. Russell shooting personal FOUL (2 PF) (Hayes 2 FT),"[1626156, 1629637]",1610612750.0,MIN,shooting,,,Russell,D. Russell,,,,,,,,,,,,,,1627961.0,2.0,0.0,Hayes,1629637.0,,,,,,,
114,PT04M38.00S,2022-01-12T01:26:59.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629637,,,1610612740,22,24,2022-01-12T01:26:59Z,1120000,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Missed,,,,,,,,,,,,,,,,
115,PT04M38.00S,2022-01-12T01:26:59.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,22,24,2022-01-12T01:26:59Z,1130000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,114.0,,,,,,
116,PT04M38.00S,2022-01-12T01:27:01.3Z,1,REGULAR,substitution,out,[],1629020,,,1610612740,22,24,2022-01-12T01:27:08Z,1140000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M38.00S,2022-01-12T01:27:01.3Z,1,REGULAR,substitution,in,[],1627736,,,1610612740,22,24,2022-01-12T01:27:08Z,1150000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M38.00S,2022-01-12T01:27:18.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629637,,,1610612740,23,24,2022-01-12T01:27:18Z,1160000,,,0,,J. Hayes Free Throw 2 of 2 (2 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
119,PT04M25.00S,2022-01-12T01:27:38.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629637,,,1610612750,23,24,2022-01-12T01:27:44Z,1170000,,,0,,J. Hayes shooting personal FOUL (1 PF) (Towns 2 FT),"[1629637, 1626157]",1610612740.0,NOP,shooting,,,Hayes,J. Hayes,,,,,,,,,,,,,,1627961.0,1.0,0.0,Towns,1626157.0,,,,,,,
121,PT04M25.00S,2022-01-12T01:28:03.6Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612750,23,25,2022-01-12T01:28:03Z,1190000,,,0,,K. Towns Free Throw 1 of 2 (6 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
122,PT04M25.00S,2022-01-12T01:28:04.4Z,1,REGULAR,substitution,out,[],1628404,,,1610612750,23,25,2022-01-12T01:28:20Z,1200000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M25.00S,2022-01-12T01:28:04.4Z,1,REGULAR,substitution,out,[],1626156,,,1610612750,23,25,2022-01-12T01:28:20Z,1210000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT04M25.00S,2022-01-12T01:28:04.4Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,23,25,2022-01-12T01:28:20Z,1220000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT04M25.00S,2022-01-12T01:28:04.4Z,1,REGULAR,substitution,in,[],1629006,,,1610612750,23,25,2022-01-12T01:28:20Z,1230000,,,0,,SUB in: J. Okogie,[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT04M25.00S,2022-01-12T01:28:31.6Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612750,23,26,2022-01-12T01:28:31Z,1240000,,,0,,K. Towns Free Throw 2 of 2 (7 PTS),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,Made,7.0,,,,,,,,,,,,,,,
127,PT04M03.00S,2022-01-12T01:28:55.1Z,1,REGULAR,3pt,Jump Shot,[],1629638,96.66557161629436,3.9215686274509802,1610612740,23,26,2022-01-12T01:29:03Z,1250000,-230.0,-21.0,1,right,MISS N. Alexander-Walker 3PT - blocked,"[1629638, 1629006]",1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,23.14,Missed,,,,,,,,,,,,,,Okogie,1629006.0,
128,PT04M03.00S,2022-01-12T01:28:55.1Z,1,REGULAR,block,,[],1629006,,,1610612740,23,26,2022-01-12T01:28:59Z,1260000,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612750.0,MIN,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M57.00S,2022-01-12T01:29:01.1Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,23,26,2022-01-12T01:29:03Z,1270000,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,127.0,2.0,2.0,0.0,,,
130,PT03M52.00S,2022-01-12T01:29:06.6Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,23,26,2022-01-12T01:29:10Z,1280000,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1630631]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,2.0,Alvarado,1630631.0,,,,,,,,,,,,,,,,,,
131,PT03M52.00S,2022-01-12T01:29:06.6Z,1,REGULAR,steal,,[],1630631,,,1610612740,23,26,2022-01-12T01:29:08Z,1290000,,,0,,J. Alvarado STEAL (1 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M47.00S,2022-01-12T01:29:10.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202066,93.77463863337714,49.26470588235294,1610612740,25,26,2022-01-12T01:29:16Z,1300000,-4.0,6.0,1,right,G. Temple cutting DUNK (2 PTS) (J. Alvarado 1 AST),"[202066, 1630631]",1610612740.0,NOP,cutting,,,Temple,G. Temple,,,,,,,,0.7,Made,2.0,J. Alvarado,1630631.0,1.0,,,,,,,,,,,,
134,PT03M34.00S,2022-01-12T01:29:27.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612750,25,26,2022-01-12T01:29:33Z,1320000,,,0,,J. Alvarado personal FOUL (1 PF) (McDaniels 2 FT),"[1630631, 1630183]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,1627961.0,1.0,0.0,McDaniels,1630183.0,,,,,,,
136,PT03M34.00S,2022-01-12T01:29:52.9Z,1,REGULAR,freethrow,1 of 2,[],1630183,,,1610612750,25,27,2022-01-12T01:29:52Z,1340000,,,0,,J. McDaniels Free Throw 1 of 2 (3 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
137,PT03M34.00S,2022-01-12T01:30:08.5Z,1,REGULAR,freethrow,2 of 2,[],1630183,,,1610612750,25,28,2022-01-12T01:30:08Z,1350000,,,0,,J. McDaniels Free Throw 2 of 2 (4 PTS),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
138,PT03M27.00S,2022-01-12T01:30:23.5Z,1,REGULAR,foul,personal,[],1630183,,,1610612740,25,28,2022-01-12T01:30:29Z,1360000,,,0,,J. McDaniels personal FOUL (1 PF),"[1630183, 1627742]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,1627961.0,1.0,0.0,Ingram,1627742.0,,,,,,,
140,PT03M27.00S,2022-01-12T01:30:30.5Z,1,REGULAR,substitution,out,[],1630162,,,1610612740,25,28,2022-01-12T01:30:37Z,1380000,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M27.00S,2022-01-12T01:30:30.5Z,1,REGULAR,substitution,in,[],1629669,,,1610612740,25,28,2022-01-12T01:30:37Z,1390000,,,0,,SUB in: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M19.00S,2022-01-12T01:30:59.1Z,1,REGULAR,3pt,Jump Shot,[],1627742,65.91655716162943,44.6078431372549,1610612740,28,28,2022-01-12T01:31:03Z,1400000,-27.0,268.0,1,right,B. Ingram 26' 3PT  (10 PTS) (N. Alexander-Walker 1 AST),"[1627742, 1629638]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,26.93,Made,10.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,
144,PT03M01.00S,2022-01-12T01:31:18.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,28,28,2022-01-12T01:31:18Z,1420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT02M52.00S,2022-01-12T01:31:36.5Z,1,REGULAR,3pt,Jump Shot,[],1627736,32.14520367936925,53.67647058823529,1610612750,28,31,2022-01-12T02:21:22Z,1430000,-18.0,250.0,1,left,M. Beasley 25' 3PT step back (3 PTS),[1627736],1610612750.0,MIN,step back,,,Beasley,M. Beasley,,,,,,,,25.04,Made,3.0,,,,,,,,,,,,,,,
146,PT02M40.00S,2022-01-12T01:31:48.4Z,1,REGULAR,3pt,Jump Shot,[],1630631,69.85873850197109,22.794117647058822,1610612740,31,31,2022-01-12T01:31:53Z,1440000,-136.0,231.0,1,right,J. Alvarado 26' 3PT  (3 PTS) (B. Ingram 1 AST),"[1630631, 1627742]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,26.79,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,
148,PT02M19.00S,2022-01-12T01:32:09.1Z,1,REGULAR,2pt,Jump Shot,[],1630183,13.354139290407357,22.794117647058822,1610612750,31,31,2022-01-12T01:39:55Z,1460000,136.0,73.0,1,left,MISS J. McDaniels 15' pullup Shot,[1630183],1610612750.0,MIN,pullup,,,McDaniels,J. McDaniels,,,,,,,,15.44,Missed,,,,,,,,,,,,,,,,
149,PT02M16.00S,2022-01-12T01:32:12.1Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,31,31,2022-01-12T01:32:14Z,1470000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,148.0,1.0,1.0,0.0,,,
150,PT02M10.00S,2022-01-12T01:32:18.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,78.79434954007884,22.30392156862745,1610612740,31,31,2022-01-12T01:32:24Z,1480000,-138.0,147.0,1,right,MISS B. Ingram 20' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,,,,20.18,Missed,,,,,,,,,,,,,,,,
151,PT02M06.00S,2022-01-12T01:32:22.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,31,31,2022-01-12T01:32:24Z,1490000,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,150.0,3.0,3.0,0.0,,,
152,PT01M58.00S,2022-01-12T01:32:29.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,5.601182654402102,52.69607843137255,1610612750,31,31,2022-01-12T01:49:58Z,1500000,-13.0,0.0,1,left,MISS J. Okogie reverse Layup,[1629006],1610612750.0,MIN,reverse,,,Okogie,J. Okogie,,,,,,,,1.35,Missed,,,,,,,,,,,,,,,,
154,PT01M55.00S,2022-01-12T01:32:32.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612750,31,31,2022-01-12T02:14:53Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,152.0,,,,,,
155,PT01M55.00S,2022-01-12T01:33:00.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612750,31,31,2022-01-12T02:14:53Z,1530000,,,0,,J. Alvarado loose ball personal FOUL (2 PF) (Nowell 2 FT),"[1630631, 1629669]",1610612740.0,NOP,loose ball,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,201638.0,2.0,0.0,Nowell,1629669.0,,,,,,,
157,PT01M55.00S,2022-01-12T01:35:18.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,31,31,2022-01-12T02:14:53Z,1550000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT01M55.00S,2022-01-12T01:35:23.1Z,1,REGULAR,substitution,out,[],1627742,,,1610612750,31,31,2022-01-12T02:14:53Z,1560000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT01M55.00S,2022-01-12T01:35:23.1Z,1,REGULAR,substitution,out,[],1630631,,,1610612750,31,31,2022-01-12T02:14:53Z,1570000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT01M55.00S,2022-01-12T01:35:23.1Z,1,REGULAR,substitution,in,[],1629109,,,1610612750,31,31,2022-01-12T02:14:53Z,1580000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT01M55.00S,2022-01-12T01:35:23.1Z,1,REGULAR,substitution,in,[],1628984,,,1610612750,31,31,2022-01-12T02:14:53Z,1590000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT01M55.00S,2022-01-12T01:36:19.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629669,,,1610612750,31,32,2022-01-12T02:14:53Z,1600000,,,0,,J. Nowell Free Throw 1 of 2 (1 PTS),[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
163,PT01M55.00S,2022-01-12T01:36:19.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629669,,,1610612750,31,32,2022-01-12T02:14:53Z,1610000,,,0,,MISS J. Nowell Free Throw 2 of 2,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,Missed,,,,,,,,,,,,,,,,
164,PT01M53.00S,2022-01-12T01:36:21.3Z,1,REGULAR,rebound,defensive,[],1629637,,,1610612740,31,32,2022-01-12T01:36:51Z,1620000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,163.0,1.0,1.0,0.0,,,
165,PT01M38.00S,2022-01-12T01:37:00.6Z,1,REGULAR,turnover,traveling,[],1629638,,,1610612740,31,32,2022-01-12T01:37:08Z,1630000,,,0,,N. Alexander-Walker traveling TURNOVER (1 TO),[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,1.0,,,,,,,,,1627961.0,,,,,,,,,,,
166,PT01M38.00S,2022-01-12T01:37:06.6Z,1,REGULAR,substitution,out,[],1629669,,,1610612750,31,32,2022-01-12T01:37:12Z,1640000,,,0,,SUB out: J. Nowell,[1629669],1610612750.0,MIN,,,,Nowell,J. Nowell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT01M38.00S,2022-01-12T01:37:06.6Z,1,REGULAR,substitution,in,[],201976,,,1610612750,31,32,2022-01-12T01:37:12Z,1650000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT01M26.00S,2022-01-12T01:37:32.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201976,10.200394218134035,39.950980392156865,1610612750,31,34,2022-01-12T02:21:31Z,1660000,50.0,43.0,1,left,P. Beverley 6' driving floating Jump Shot (2 PTS),[201976],1610612750.0,MIN,driving floating,,,Beverley,P. Beverley,,,,,,,,6.64,Made,2.0,,,,,,,,,,,,,,,
169,PT01M16.00S,2022-01-12T01:37:42.5Z,1,REGULAR,3pt,Jump Shot,[],1629109,93.77463863337714,3.1862745098039214,1610612740,34,34,2022-01-12T01:37:46Z,1670000,-234.0,6.0,1,right,G. Clark 3PT  (3 PTS) (N. Alexander-Walker 2 AST),"[1629109, 1629638]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,23.42,Made,3.0,N. Alexander-Walker,1629638.0,2.0,,,,,,,,,,,,
171,PT01M01.00S,2022-01-12T01:37:57.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.835085413929041,46.07843137254902,1610612750,34,34,2022-01-12T01:43:19Z,1690000,20.0,21.0,1,left,MISS K. Towns cutting Layup,[1626157],1610612750.0,MIN,cutting,,,Towns,K. Towns,,,,,,,,2.88,Missed,,,,,,,,,,,,,,,,
172,PT01M00.00S,2022-01-12T01:37:58.0Z,1,REGULAR,rebound,offensive,[],1626157,,,1610612750,34,34,2022-01-12T01:38:02Z,1700000,,,0,,K. Towns REBOUND (Off:1 Def:3),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,171.0,4.0,3.0,1.0,,,
173,PT01M00.00S,2022-01-12T01:38:01.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612750,34,36,2022-01-12T01:38:01Z,1710000,0.0,0.0,1,left,K. Towns putback DUNK (9 PTS),[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,,,,0.0,Made,9.0,,,,,,,,,,,,,,,
174,PT00M42.10S,2022-01-12T01:38:28.9Z,1,REGULAR,foul,technical,['1freethrow'],1629006,,,1610612740,34,36,2022-01-12T01:38:39Z,1720000,,,0,,J. Okogie defensive-3-second technical FOUL (1 Tech),[1629006],1610612750.0,MIN,defensive-3-second,,,Okogie,J. Okogie,,,,,,,,,,,,,,1627961.0,0.0,1.0,,,,,,,,,
175,PT00M42.10S,2022-01-12T01:38:47.7Z,1,REGULAR,freethrow,1 of 1,[],1628984,,,1610612740,35,36,2022-01-12T01:38:47Z,1730000,,,0,,D. Graham technical Free Throw 1 of 1 (5 PTS),[1628984],1610612740.0,NOP,technical,,,Graham,D. Graham,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
176,PT00M39.40S,2022-01-12T01:39:06.0Z,1,REGULAR,3pt,Jump Shot,[],1628984,66.83639947437582,55.88235294117647,1610612740,35,36,2022-01-12T01:44:26Z,1740000,29.0,259.0,1,right,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,,,,26.09,Missed,,,,,,,,,,,,,,,,
177,PT00M34.20S,2022-01-12T01:39:11.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,35,36,2022-01-12T01:39:12Z,1750000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,176.0,5.0,4.0,1.0,,,
178,PT00M23.80S,2022-01-12T01:39:21.4Z,1,REGULAR,3pt,Jump Shot,[],1630183,9.017739816031538,5.637254901960785,1610612750,35,36,2022-01-12T01:39:28Z,1760000,222.0,32.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,22.41,Missed,,,,,,,,,,,,,,,,
179,PT00M21.00S,2022-01-12T01:39:27.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,35,36,2022-01-12T01:39:27Z,1770000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,178.0,,,,,,
180,PT00M21.00S,2022-01-12T01:39:30.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,35,36,2022-01-12T01:39:30Z,1780000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT00M21.00S,2022-01-12T01:39:34.5Z,1,REGULAR,substitution,out,[],202066,,,1610612740,35,36,2022-01-12T01:39:53Z,1790000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT00M21.00S,2022-01-12T01:39:34.5Z,1,REGULAR,substitution,out,[],1626157,,,1610612740,35,36,2022-01-12T01:39:53Z,1800000,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT00M21.00S,2022-01-12T01:39:34.5Z,1,REGULAR,substitution,in,[],1627742,,,1610612740,35,36,2022-01-12T01:39:53Z,1810000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT00M21.00S,2022-01-12T01:39:34.5Z,1,REGULAR,substitution,in,[],1629020,,,1610612740,35,36,2022-01-12T01:39:53Z,1820000,,,0,,SUB in: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M00.40S,2022-01-12T01:40:23.8Z,1,REGULAR,2pt,Jump Shot,[],1627742,93.24901445466492,25.0,1610612740,35,36,2022-01-12T02:21:41Z,1830000,-125.0,11.0,1,right,MISS B. Ingram 12' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,,,,12.55,Missed,,,,,,,,,,,,,,,,
187,PT00M00.40S,2022-01-12T01:40:23.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,35,36,2022-01-12T01:41:21Z,1850000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,185.0,,,,,,
188,PT00M00.00S,2022-01-12T01:40:32.7Z,1,REGULAR,period,end,[],0,,,1610612740,35,36,2022-01-12T01:40:32Z,1860000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612740,35,36,2022-01-12T01:42:52Z,1870000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-01-12T01:42:31.6Z,2,REGULAR,substitution,out,['startperiod'],1629109,,,1610612740,35,36,2022-01-12T01:42:52Z,1880000,,,0,,SUB out: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
