actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
91,PT04M38.00S,2021-12-29T01:23:36.0Z,1,REGULAR,substitution,in,[],1630698,,,1610612740,8,21,2021-12-29T01:23:47Z,910000,,,0,,SUB in: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M38.00S,2021-12-29T01:23:36.0Z,1,REGULAR,substitution,in,[],1626147,,,1610612740,8,21,2021-12-29T01:23:47Z,920000,,,0,,SUB in: J. Anderson,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2021-12-29T01:24:01.5Z,1,REGULAR,3pt,Jump Shot,[],1628984,65.39093298291722,44.6078431372549,1610612740,8,21,2021-12-29T01:24:10Z,930000,-27.0,273.0,1,right,MISS D. Graham 27' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,27.41,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M29.00S,2021-12-29T01:24:03.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612739,8,21,2021-12-29T01:24:10Z,940000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,
95,PT04M29.00S,2021-12-29T01:24:10.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,8,21,2021-12-29T01:24:10Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M09.00S,2021-12-29T01:24:29.9Z,1,REGULAR,3pt,Jump Shot,[],201567,10.463206307490145,4.166666666666666,1610612739,8,24,2021-12-29T01:24:35Z,960000,229.0,46.0,1,left,K. Love 3PT  (6 PTS) (D. Valentine 1 AST),"[201567, 1627756]",1610612739.0,CLE,,,,Love,K. Love,,,,,23.38,Made,,,,,,,,6.0,D. Valentine,1627756.0,1.0,,,,,,,,
98,PT03M54.00S,2021-12-29T01:24:45.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,93.9060446780552,42.15686274509804,1610612740,8,24,2021-12-29T01:24:51Z,980000,-39.0,5.0,1,right,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,3.95,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M50.00S,2021-12-29T01:24:49.1Z,1,REGULAR,rebound,defensive,[],1627756,,,1610612739,8,24,2021-12-29T01:24:51Z,990000,,,0,,D. Valentine REBOUND (Off:0 Def:1),[1627756],1610612739.0,CLE,,,,Valentine,D. Valentine,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
100,PT03M47.00S,2021-12-29T01:24:52.1Z,1,REGULAR,3pt,Jump Shot,[],201567,26.888961892247043,81.12745098039215,1610612739,8,27,2021-12-29T01:24:59Z,1000000,-156.0,200.0,1,left,K. Love 25' 3PT  (9 PTS) (L. Markkanen 1 AST),"[201567, 1628374]",1610612739.0,CLE,,,,Love,K. Love,,,,,25.36,Made,,,,,,,,9.0,L. Markkanen,1628374.0,1.0,,,,,,,,
102,PT03M46.00S,2021-12-29T01:25:16.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,8,27,2021-12-29T01:25:16Z,1020000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M46.00S,2021-12-29T01:27:24.8Z,1,REGULAR,substitution,out,[],1628374,,,1610612740,8,27,2021-12-29T01:27:39Z,1030000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M46.00S,2021-12-29T01:27:24.8Z,1,REGULAR,substitution,in,[],1630596,,,1610612740,8,27,2021-12-29T01:27:39Z,1040000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M33.00S,2021-12-29T01:28:12.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,8,27,2021-12-29T01:28:12Z,1050000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2021-12-29T01:28:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,94.43166885676742,47.549019607843135,1610612740,10,27,2021-12-29T01:28:38Z,1060000,-12.0,0.0,1,right,H. Jones driving Layup (8 PTS),[1630529],1610612740.0,NOP,driving,,,Jones,H. Jones,,,,,1.23,Made,,,,,,,,8.0,,,,,,,,,,,
107,PT03M05.00S,2021-12-29T01:28:46.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,13.091327201051248,48.28431372549019,1610612739,10,29,2021-12-29T01:28:53Z,1070000,9.0,71.0,1,left,E. Mobley 7' turnaround Hook (2 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,7.11,Made,,,,,,,,2.0,,,,,,,,,,,
108,PT02M54.00S,2021-12-29T01:28:58.8Z,1,REGULAR,2pt,Jump Shot,[],1630529,70.38436268068331,37.00980392156863,1610612740,10,29,2021-12-29T01:29:06Z,1080000,-65.0,226.0,1,right,MISS H. Jones 23' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,23.51,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M50.00S,2021-12-29T01:29:02.8Z,1,REGULAR,rebound,defensive,[],1626147,,,1610612739,10,29,2021-12-29T01:29:06Z,1090000,,,0,,J. Anderson REBOUND (Off:0 Def:1),[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
110,PT02M47.00S,2021-12-29T01:29:05.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630596,30.962549277266753,68.62745098039215,1610612739,10,32,2021-12-29T01:29:13Z,1100000,-93.0,239.0,1,left,E. Mobley 25' 3PT  (5 PTS) (J. Anderson 1 AST),"[1630596, 1626147]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,25.6,Made,,,,,,,,5.0,J. Anderson,1626147.0,1.0,,,,,,,,
112,PT02M35.00S,2021-12-29T01:29:17.1Z,1,REGULAR,2pt,Jump Shot,[],1628984,80.3712220762155,19.852941176470587,1610612740,12,32,2021-12-29T01:29:22Z,1120000,-151.0,132.0,1,right,D. Graham 20' Jump Shot (2 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,20.03,Made,,,,,,,,2.0,,,,,,,,,,,
113,PT02M14.00S,2021-12-29T01:29:37.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,15.456636005256241,46.568627450980394,1610612739,12,34,2021-12-29T01:29:44Z,1130000,17.0,93.0,1,left,E. Mobley 9' Jump Shot (7 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,9.44,Made,,,,,,,,7.0,,,,,,,,,,,
114,PT02M04.00S,2021-12-29T01:29:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628984,84.57621550591328,47.05882352941176,1610612740,14,34,2021-12-29T01:29:56Z,1140000,-15.0,92.0,1,right,D. Graham 9' floating Jump Shot (4 PTS),[1628984],1610612740.0,NOP,floating,,,Graham,D. Graham,,,,,9.37,Made,,,,,,,,4.0,,,,,,,,,,,
115,PT01M53.00S,2021-12-29T01:29:59.4Z,1,REGULAR,3pt,Jump Shot,[],201567,30.56833114323259,15.686274509803921,1610612739,14,37,2021-12-29T01:30:05Z,1150000,172.0,235.0,1,left,K. Love 29' 3PT  (12 PTS) (D. Valentine 2 AST),"[201567, 1627756]",1610612739.0,CLE,,,,Love,K. Love,,,,,29.08,Made,,,,,,,,12.0,D. Valentine,1627756.0,2.0,,,,,,,,
117,PT01M37.00S,2021-12-29T01:30:20.6Z,1,REGULAR,foul,personal,['2freethrow'],1630596,,,1610612740,14,37,2021-12-29T01:30:32Z,1170000,,,0,,E. Mobley shooting personal FOUL (1 PF) (Jones 2 FT),"[1630596, 1630529]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,202049.0,,,1.0,0.0,Jones,1630529.0,
119,PT01M37.00S,2021-12-29T01:30:48.0Z,1,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,15,37,2021-12-29T01:30:48Z,1190000,,,0,,H. Jones Free Throw 1 of 2 (9 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,,,9.0,,,,,,,,,,,
120,PT01M37.00S,2021-12-29T01:30:53.6Z,1,REGULAR,substitution,out,[],202066,,,1610612740,15,37,2021-12-29T01:30:57Z,1200000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M37.00S,2021-12-29T01:30:53.6Z,1,REGULAR,substitution,in,[],1629109,,,1610612740,15,37,2021-12-29T01:30:57Z,1210000,,,0,,SUB in: G. Clark,[1629109],1610612740.0,NOP,,,,Clark,G. Clark,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M37.00S,2021-12-29T01:31:06.6Z,1,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,16,37,2021-12-29T01:31:06Z,1220000,,,0,,H. Jones Free Throw 2 of 2 (10 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,,,,,,,,10.0,,,,,,,,,,,
123,PT01M19.00S,2021-12-29T01:31:24.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201567,5.863994743758213,44.85294117647059,1610612739,16,37,2021-12-29T01:31:29Z,1230000,26.0,3.0,1,left,MISS K. Love Layup - blocked,"[201567, 1630529]",1610612739.0,CLE,,,,Love,K. Love,,,,,2.58,Missed,,,,,,,,,,,,,Jones,1630529.0,,,,,
124,PT01M19.00S,2021-12-29T01:31:24.7Z,1,REGULAR,block,,[],1630529,,,1610612739,16,37,2021-12-29T01:31:27Z,1240000,,,0,,H. Jones BLOCK (2 BLK),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M16.00S,2021-12-29T01:31:27.7Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,16,37,2021-12-29T01:31:29Z,1250000,,,0,,H. Jones REBOUND (Off:0 Def:2),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,123.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
126,PT01M14.00S,2021-12-29T01:31:30.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,70.12155059132719,25.98039215686275,1610612740,16,37,2021-12-29T01:31:36Z,1260000,-120.0,228.0,1,right,MISS D. Graham 25' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,,
127,PT01M11.00S,2021-12-29T01:31:33.3Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,16,37,2021-12-29T01:31:33Z,1270000,,,0,,E. Mobley REBOUND (Off:0 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,126.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
128,PT01M03.00S,2021-12-29T01:31:47.8Z,1,REGULAR,foul,offensive,[],1630596,,,1610612739,16,37,2021-12-29T01:31:54Z,1280000,,,0,,E. Mobley charge offensive FOUL (2 PF),"[1630596, 1628984]",1610612739.0,CLE,charge,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,202049.0,,,2.0,0.0,Graham,1628984.0,
130,PT01M03.00S,2021-12-29T01:31:47.8Z,1,REGULAR,turnover,offensive foul,[],1630596,,,1610612739,16,37,2021-12-29T01:31:47Z,1300000,,,0,,E. Mobley offensive foul TURNOVER (1 TO),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,1.0,,,,,,,202049.0,,,,,,,
131,PT00M55.00S,2021-12-29T01:32:17.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626147,,,1610612740,16,37,2021-12-29T01:32:37Z,1310000,,,0,,J. Anderson shooting personal FOUL (1 PF) (Graham 2 FT),"[1626147, 1628984]",1610612739.0,CLE,shooting,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,202049.0,,,1.0,0.0,Graham,1628984.0,
133,PT00M55.00S,2021-12-29T01:32:38.3Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1628984,,,1610612740,17,37,2021-12-29T01:32:38Z,1330000,,,0,,D. Graham Free Throw 1 of 2 (5 PTS),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,Made,,,,,,,,5.0,,,,,,,,,,,
134,PT00M55.00S,2021-12-29T01:32:38.3Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1628984,,,1610612740,17,37,2021-12-29T01:33:07Z,1340000,,,0,,MISS D. Graham Free Throw 2 of 2,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,Missed,,,,,,,,,,,,,,,,,,,
135,PT00M48.70S,2021-12-29T01:32:44.6Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,17,37,2021-12-29T01:33:07Z,1350000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,134.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
136,PT00M48.70S,2021-12-29T01:33:05.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626195,94.40999984741211,50.0,1610612740,17,37,2021-12-29T01:33:09Z,1360000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M45.70S,2021-12-29T01:33:08.3Z,1,REGULAR,rebound,offensive,[],1626195,,,1610612740,17,37,2021-12-29T01:33:08Z,1370000,,,0,,W. Hernangomez REBOUND (Off:2 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,136.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
138,PT00M45.70S,2021-12-29T01:33:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626195,94.40999984741211,50.0,1610612740,17,37,2021-12-29T01:33:08Z,1380000,0.0,0.0,1,right,MISS W. Hernangomez tip Layup,[1626195],1610612740.0,NOP,tip,,,Hernangomez,W. Hernangomez,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M44.80S,2021-12-29T01:33:09.2Z,1,REGULAR,rebound,defensive,[],1630596,,,1610612739,17,37,2021-12-29T01:33:09Z,1390000,,,0,,E. Mobley REBOUND (Off:0 Def:3),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,138.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
140,PT00M33.40S,2021-12-29T01:33:21.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630596,13.87976346911958,49.01960784313725,1610612739,17,39,2021-12-29T01:33:28Z,1400000,5.0,78.0,1,left,E. Mobley 7' Jump Shot (9 PTS) (K. Pangos 1 AST),"[1630596, 1630698]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,7.82,Made,,,,,,,,9.0,K. Pangos,1630698.0,1.0,,,,,,,,
142,PT00M14.90S,2021-12-29T01:33:45.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,93.64323258869908,95.83333333333334,1610612740,20,39,2021-12-29T01:33:50Z,1420000,229.0,7.0,1,right,T. Murphy III 3PT  (3 PTS) (H. Jones 1 AST),"[1630530, 1630529]",1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,22.93,Made,,,,,,,,3.0,H. Jones,1630529.0,1.0,,,,,,,,
144,PT00M05.20S,2021-12-29T01:34:05.5Z,1,REGULAR,foul,personal,[],1626195,,,1610612739,20,39,2021-12-29T01:34:12Z,1440000,,,0,,W. Hernangomez personal FOUL (1 PF),"[1626195, 1630698]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,1628168.0,,,1.0,0.0,Pangos,1630698.0,
146,PT00M05.20S,2021-12-29T01:34:17.6Z,1,REGULAR,substitution,out,[],1626195,,,1610612739,20,39,2021-12-29T01:34:22Z,1460000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M05.20S,2021-12-29T01:34:17.6Z,1,REGULAR,substitution,in,[],202066,,,1610612739,20,39,2021-12-29T01:34:22Z,1470000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M01.80S,2021-12-29T01:34:36.0Z,1,REGULAR,3pt,Jump Shot,[],1630698,33.85348226018397,52.69607843137255,1610612739,20,39,2021-12-29T01:34:42Z,1480000,-13.0,266.0,1,left,MISS K. Pangos 26' 3PT,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,26.6,Missed,,,,,,,,,,,,,,,,,,,
149,PT00M00.40S,2021-12-29T01:34:40.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612740,20,39,2021-12-29T01:34:40Z,1490000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,
150,PT00M00.40S,2021-12-29T01:34:42.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612740,20,39,2021-12-29T01:34:42Z,1500000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M00.00S,2021-12-29T01:34:53.1Z,1,REGULAR,period,end,[],0,,,1610612740,20,39,2021-12-29T01:34:53Z,1510000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,out,['startperiod'],1630529,,,1610612740,20,39,2021-12-29T01:37:41Z,1520000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,20,39,2021-12-29T01:37:41Z,1530000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,out,['startperiod'],1630698,,,1610612740,20,39,2021-12-29T01:37:41Z,1540000,,,0,,SUB out: K. Pangos,[1630698],1610612739.0,CLE,,,,Pangos,K. Pangos,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,out,['startperiod'],1626147,,,1610612740,20,39,2021-12-29T01:37:41Z,1550000,,,0,,SUB out: J. Anderson,[1626147],1610612739.0,CLE,,,,Anderson,J. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,in,['startperiod'],1629637,,,1610612740,20,39,2021-12-29T01:37:41Z,1560000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,in,['startperiod'],203107,,,1610612740,20,39,2021-12-29T01:37:41Z,1570000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,in,['startperiod'],201937,,,1610612740,20,39,2021-12-29T01:37:41Z,1580000,,,0,,SUB in: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2021-12-29T01:37:11.7Z,2,REGULAR,substitution,in,['startperiod'],1630171,,,1610612740,20,39,2021-12-29T01:37:41Z,1590000,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2021-12-29T01:37:42.1Z,2,REGULAR,period,start,[],0,,,1610612739,20,39,2021-12-29T01:37:42Z,1600000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2021-12-29T01:37:43.1Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612739,20,39,2021-12-29T01:40:50Z,1610000,,,0,,TEAM delay-of-game VIOLATION,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,1628168.0,,,,,,,
162,PT11M51.00S,2021-12-29T01:37:50.3Z,2,REGULAR,3pt,Jump Shot,[],201567,3.7614980289093296,96.81372549019608,1610612739,20,39,2021-12-29T01:37:55Z,1620000,-234.0,-17.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,23.47,Missed,,,,,,,,,,,,,,,,,,,
163,PT11M46.00S,2021-12-29T01:37:55.3Z,2,REGULAR,rebound,defensive,[],1629637,,,1610612740,20,39,2021-12-29T01:37:55Z,1630000,,,0,,J. Hayes REBOUND (Off:0 Def:1),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,162.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
164,PT11M32.00S,2021-12-29T01:38:12.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629637,93.77463863337714,53.18627450980392,1610612740,22,39,2021-12-29T01:38:16Z,1640000,16.0,6.0,1,right,J. Hayes driving Layup (2 PTS) (D. Graham 2 AST),"[1629637, 1628984]",1610612740.0,NOP,driving,,,Hayes,J. Hayes,,,,,1.7,Made,,,,,,,,2.0,D. Graham,1628984.0,2.0,,,,,,,,
166,PT11M32.00S,2021-12-29T01:38:15.6Z,2,REGULAR,foul,personal,['1freethrow'],1630596,,,1610612740,22,39,2021-12-29T01:38:38Z,1660000,,,0,,E. Mobley shooting personal FOUL (3 PF) (Hayes 1 FT),"[1630596, 1629637]",1610612739.0,CLE,shooting,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,1628168.0,,,3.0,0.0,Hayes,1629637.0,
168,PT11M32.00S,2021-12-29T01:38:28.0Z,2,REGULAR,substitution,out,[],1630596,,,1610612740,22,39,2021-12-29T01:38:36Z,1680000,,,0,,SUB out: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M32.00S,2021-12-29T01:38:28.0Z,2,REGULAR,substitution,in,[],1628374,,,1610612740,22,39,2021-12-29T01:38:36Z,1690000,,,0,,SUB in: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M32.00S,2021-12-29T01:38:48.7Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,23,39,2021-12-29T01:38:48Z,1700000,,,0,,J. Hayes Free Throw 1 of 1 (3 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,,,,3.0,,,,,,,,,,,
171,PT11M19.00S,2021-12-29T01:39:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628374,5.601182654402102,57.107843137254896,1610612739,23,41,2021-12-29T01:39:07Z,1710000,-36.0,0.0,1,left,L. Markkanen Layup (4 PTS) (R. Rubio 4 AST),"[1628374, 201937]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,3.55,Made,,,,,,,,4.0,R. Rubio,201937.0,4.0,,,,,,,,
173,PT11M04.00S,2021-12-29T01:39:17.3Z,2,REGULAR,3pt,Jump Shot,[],1628984,68.9388961892247,27.941176470588236,1610612740,23,41,2021-12-29T01:39:23Z,1730000,-110.0,239.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.37,Missed,,,,,,,,,,,,,,,,,,,
174,PT11M03.00S,2021-12-29T01:39:18.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612739,23,41,2021-12-29T01:39:23Z,1740000,,,0,,TEAM defensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,
175,PT11M03.00S,2021-12-29T01:39:22.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,23,41,2021-12-29T01:39:22Z,1750000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M47.00S,2021-12-29T01:39:39.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,4.812746386333772,45.83333333333333,1610612739,23,41,2021-12-29T01:39:44Z,1760000,21.0,-7.0,1,left,MISS R. Rubio driving Layup,[201937],1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
177,PT10M45.00S,2021-12-29T01:39:41.5Z,2,REGULAR,rebound,defensive,[],203107,,,1610612740,23,41,2021-12-29T01:39:44Z,1770000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
178,PT10M42.00S,2021-12-29T01:39:45.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629637,93.51182654402102,50.0,1610612740,25,41,2021-12-29T01:39:53Z,1780000,0.0,8.0,1,right,J. Hayes cutting DUNK (5 PTS) (T. Satoransky 3 AST),"[1629637, 203107]",1610612740.0,NOP,cutting,,,Hayes,J. Hayes,,,,,0.85,Made,,,,,,,,5.0,T. Satoransky,203107.0,3.0,,,,,,,,
180,PT10M24.00S,2021-12-29T01:40:02.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201937,17.16491458607096,46.568627450980394,1610612739,25,43,2021-12-29T01:40:06Z,1800000,17.0,109.0,1,left,R. Rubio 11' Jump Shot (12 PTS),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,11.02,Made,,,,,,,,12.0,,,,,,,,,,,
181,PT10M05.00S,2021-12-29T01:40:20.9Z,2,REGULAR,3pt,Jump Shot,[],1629109,76.82325886990802,8.823529411764707,1610612740,28,43,2021-12-29T01:40:25Z,1810000,-206.0,165.0,1,right,G. Clark 26' 3PT  (3 PTS) (J. Hayes 1 AST),"[1629109, 1629637]",1610612740.0,NOP,,,,Clark,G. Clark,,,,,26.41,Made,,,,,,,,3.0,J. Hayes,1629637.0,1.0,,,,,,,,
