actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
365,PT08M06.00S,2021-12-11T02:28:19.4Z,3,REGULAR,3pt,Jump Shot,[],203924,71.43561103810775,78.67647058823529,1610612765,68,58,2021-12-11T02:28:28Z,3540000,143.0,216.0,1,right,MISS J. Grant 25' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
366,PT08M06.00S,2021-12-11T02:28:19.4Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,68,58,2021-12-11T02:28:28Z,3550000,,,0,,J. Hart REBOUND (Off:2 Def:5),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,365.0,,,,,,7.0,5.0,2.0,,,,,,
367,PT07M50.00S,2021-12-11T02:28:35.5Z,3,REGULAR,2pt,Jump Shot,[],1627742,20.318659658344284,76.47058823529412,1610612740,68,58,2021-12-11T02:28:40Z,3560000,-132.0,138.0,1,left,MISS B. Ingram 19' pullup Shot,[1627742],1610612740.0,NOP,pullup,,,Ingram,B. Ingram,,,,,19.16,Missed,,,,,,,,,,,,,,,,,,,
368,PT07M48.00S,2021-12-11T02:28:37.5Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,68,58,2021-12-11T02:28:40Z,3570000,,,0,,K. Hayes REBOUND (Off:0 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,367.0,,,,,,2.0,2.0,0.0,,,,,,
369,PT07M45.00S,2021-12-11T02:28:41.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630180,71.17279894875165,19.607843137254903,1610612765,68,58,2021-12-11T02:28:51Z,3580000,-152.0,218.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,26.62,Missed,,,,,,,,,,,,,,,,,,,
370,PT07M41.00S,2021-12-11T02:28:45.4Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,68,58,2021-12-11T02:28:51Z,3590000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,369.0,,,,,,2.0,2.0,0.0,,,,,,
371,PT07M35.00S,2021-12-11T02:28:50.8Z,3,REGULAR,3pt,Jump Shot,[],1628984,28.86005256241787,19.852941176470587,1610612740,68,58,2021-12-11T02:29:48Z,3600000,151.0,219.0,1,left,MISS D. Graham 26' pullup 3PT,[1628984],1610612740.0,NOP,pullup,,,Graham,D. Graham,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
372,PT07M33.00S,2021-12-11T02:28:52.8Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,68,58,2021-12-11T02:28:55Z,3610000,,,0,,J. Grant REBOUND (Off:1 Def:3),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,371.0,,,,,,4.0,3.0,1.0,,,,,,
373,PT07M12.00S,2021-12-11T02:29:15.3Z,3,REGULAR,2pt,Jump Shot,[],1630180,74.98357424441524,28.186274509803923,1610612765,68,58,2021-12-11T02:30:49Z,3620000,-109.0,183.0,1,right,MISS S. Bey 21' step back Shot,[1630180],1610612765.0,DET,step back,,,Bey,S. Bey,,,,,21.28,Missed,,,,,,,,,,,,,,,,,,,
374,PT07M12.00S,2021-12-11T02:29:15.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612765,68,58,2021-12-11T02:30:36Z,3630000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,373.0,,,,,,,,,,,,,,
375,PT07M10.00S,2021-12-11T02:29:30.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612765,68,58,2021-12-11T02:30:32Z,3640000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
376,PT07M05.00S,2021-12-11T02:29:47.6Z,3,REGULAR,foul,personal,[],1630180,,,1610612740,68,58,2021-12-11T02:30:32Z,3650000,,,0,,S. Bey personal FOUL (2 PF),"[1630180, 1627742]",1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,200832.0,2.0,0.0,Ingram,1627742.0,,,,,,,,,
378,PT06M54.00S,2021-12-11T02:30:08.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628984,12.171484888304862,59.068627450980394,1610612740,68,58,2021-12-11T02:30:32Z,3670000,-45.0,62.0,1,left,MISS D. Graham 7' Layup - blocked,"[1628984, 1630191]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,7.67,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0,
379,PT06M54.00S,2021-12-11T02:30:08.6Z,3,REGULAR,block,,[],1630191,,,1610612740,68,58,2021-12-11T02:30:11Z,3680000,,,0,,I. Stewart BLOCK (1 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M51.00S,2021-12-11T02:30:11.6Z,3,REGULAR,rebound,defensive,[],203924,,,1610612765,68,58,2021-12-11T02:30:20Z,3690000,,,0,,J. Grant REBOUND (Off:1 Def:4),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,378.0,,,,,,5.0,4.0,1.0,,,,,,
381,PT06M51.00S,2021-12-11T02:30:18.5Z,3,REGULAR,foul,personal,[],1628404,,,1610612765,68,58,2021-12-11T02:30:58Z,3700000,,,0,,J. Hart personal FOUL (3 PF),"[1628404, 1630595]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,1662.0,3.0,0.0,Cunningham,1630595.0,,,,,,,,,
383,PT06M42.00S,2021-12-11T02:30:45.3Z,3,REGULAR,foul,offensive,[],203924,,,1610612765,68,58,2021-12-11T02:31:00Z,3720000,,,0,,J. Grant charge offensive FOUL (4 PF),"[203924, 1630529]",1610612765.0,DET,charge,,,Grant,J. Grant,,,,,,,,,,,,202056.0,4.0,0.0,Jones,1630529.0,,,,,,,,,
385,PT06M42.00S,2021-12-11T02:30:45.3Z,3,REGULAR,turnover,offensive foul,[],203924,,,1610612765,68,58,2021-12-11T02:30:45Z,3740000,,,0,,J. Grant offensive foul TURNOVER (3 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,202056.0,,,,,,,,3.0,,,,,
386,PT06M42.00S,2021-12-11T02:31:06.7Z,3,REGULAR,substitution,out,[],202685,,,1610612740,68,58,2021-12-11T02:31:26Z,3750000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT06M42.00S,2021-12-11T02:31:06.7Z,3,REGULAR,substitution,out,[],203924,,,1610612740,68,58,2021-12-11T02:31:26Z,3760000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M42.00S,2021-12-11T02:31:06.7Z,3,REGULAR,substitution,in,[],1626168,,,1610612740,68,58,2021-12-11T02:31:26Z,3780000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M42.00S,2021-12-11T02:31:06.7Z,3,REGULAR,substitution,in,[],1626195,,,1610612740,68,58,2021-12-11T02:32:06Z,3785000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M27.00S,2021-12-11T02:31:28.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626195,7.046649145860711,54.90196078431373,1610612740,68,58,2021-12-11T02:31:44Z,3790000,-25.0,14.0,1,left,MISS W. Hernangomez Layup,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.81,Missed,,,,,,,,,,,,,,,,,,,
391,PT06M21.00S,2021-12-11T02:31:34.4Z,3,REGULAR,rebound,defensive,[],1630191,,,1610612765,68,58,2021-12-11T02:31:44Z,3800000,,,0,,I. Stewart REBOUND (Off:1 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,390.0,,,,,,5.0,4.0,1.0,,,,,,
392,PT06M16.00S,2021-12-11T02:31:39.2Z,3,REGULAR,3pt,Jump Shot,[],1630165,68.67608409986859,20.34313725490196,1610612765,68,58,2021-12-11T02:31:52Z,3810000,-148.0,242.0,1,right,MISS K. Hayes 28' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,,
393,PT06M12.00S,2021-12-11T02:31:43.2Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,68,58,2021-12-11T02:31:52Z,3820000,,,0,,J. Hart REBOUND (Off:2 Def:6),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,392.0,,,,,,8.0,6.0,2.0,,,,,,
394,PT06M04.00S,2021-12-11T02:31:51.3Z,3,REGULAR,turnover,bad pass,[],1628404,,,1610612740,68,58,2021-12-11T02:32:16Z,3830000,,,0,,J. Hart bad pass TURNOVER (4 TO),"[1628404, 1630180]",1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,4.0,Bey,1630180.0,,,
395,PT06M04.00S,2021-12-11T02:31:51.3Z,3,REGULAR,steal,,[],1630180,,,1610612765,68,58,2021-12-11T02:31:55Z,3840000,,,0,,S. Bey STEAL (1 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT05M57.00S,2021-12-11T02:31:57.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630180,90.3580814717477,45.83333333333333,1610612765,68,58,2021-12-11T02:33:08Z,3850000,-21.0,38.0,1,right,MISS S. Bey driving Layup,[1630180],1610612765.0,DET,driving,,,Bey,S. Bey,,,,,4.34,Missed,,,,,,,,,,,,,,,,,,,
397,PT05M56.00S,2021-12-11T02:32:01.4Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,68,58,2021-12-11T02:32:01Z,3860000,,,0,,W. Hernangomez REBOUND (Off:1 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,396.0,,,,,,3.0,2.0,1.0,,,,,,
399,PT05M53.00S,2021-12-11T02:32:31.9Z,3,REGULAR,jumpball,recovered,[],1630595,,,1610612740,68,58,2021-12-11T02:32:31Z,3870000,,,0,,Jump Ball S. Bey vs. W. Hernangomez: Tip to C. Cunningham,"[1630595, 1630180, 1626195]",1610612765.0,DET,heldball,C. Cunningham,1630595.0,Cunningham,C. Cunningham,Bey,1630180.0,Hernangomez,1626195.0,,,,,,,,,,,,,,,,,,,,,
402,PT05M53.00S,2021-12-11T02:32:31.9Z,3,REGULAR,turnover,lost ball,[],1626195,,,1610612740,68,58,2021-12-11T02:32:31Z,3900000,,,0,,W. Hernangomez lost ball TURNOVER (1 TO),"[1626195, 1630180]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,1.0,Bey,1630180.0,,,
403,PT05M53.00S,2021-12-11T02:32:31.9Z,3,REGULAR,steal,,[],1630180,,,1610612765,68,58,2021-12-11T02:32:31Z,3910000,,,0,,S. Bey STEAL (2 STL),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M45.00S,2021-12-11T02:32:40.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630595,76.42904073587385,50.0,1610612765,68,58,2021-12-11T02:33:55Z,3920000,0.0,169.0,1,right,MISS C. Cunningham 16' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,16.91,Missed,,,,,,,,,,,,,,,,,,,
405,PT05M42.00S,2021-12-11T02:32:43.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,68,58,2021-12-11T02:32:47Z,3930000,,,0,,J. Hart REBOUND (Off:2 Def:7),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,404.0,,,,,,9.0,7.0,2.0,,,,,,
406,PT05M39.00S,2021-12-11T02:32:46.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,31.61957950065703,72.30392156862744,1610612740,71,58,2021-12-11T02:32:53Z,3940000,-112.0,245.0,1,left,D. Graham 26' 3PT  (6 PTS) (J. Hart 3 AST),"[1628984, 1628404]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.89,Made,6.0,J. Hart,1628404.0,3.0,,,,,,,,,,,,,,,
408,PT05M19.00S,2021-12-11T02:33:05.4Z,3,REGULAR,2pt,Jump Shot,[],1630180,77.4802890932983,36.76470588235294,1610612765,71,58,2021-12-11T02:34:24Z,3960000,-66.0,159.0,1,right,MISS S. Bey 17' pullup Shot,[1630180],1610612765.0,DET,pullup,,,Bey,S. Bey,,,,,17.24,Missed,,,,,,,,,,,,,,,,,,,
409,PT05M16.00S,2021-12-11T02:33:08.4Z,3,REGULAR,rebound,defensive,[],1628984,,,1610612740,71,58,2021-12-11T02:33:11Z,3970000,,,0,,D. Graham REBOUND (Off:0 Def:3),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,408.0,,,,,,3.0,3.0,0.0,,,,,,
410,PT05M02.00S,2021-12-11T02:33:22.7Z,3,REGULAR,3pt,Jump Shot,[],1627742,27.151773981603156,87.25490196078431,1610612740,71,58,2021-12-11T02:33:27Z,3980000,-186.0,203.0,1,left,MISS B. Ingram 27' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,27.53,Missed,,,,,,,,,,,,,,,,,,,
411,PT04M59.00S,2021-12-11T02:33:25.7Z,3,REGULAR,rebound,defensive,[],1630165,,,1610612765,71,58,2021-12-11T02:33:27Z,3990000,,,0,,K. Hayes REBOUND (Off:0 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,410.0,,,,,,3.0,3.0,0.0,,,,,,
412,PT04M53.00S,2021-12-11T02:33:32.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,91.5407358738502,49.26470588235294,1610612765,71,58,2021-12-11T02:34:54Z,4000000,-4.0,27.0,1,right,MISS K. Hayes driving Layup,[1630165],1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,2.73,Missed,,,,,,,,,,,,,,,,,,,
413,PT04M51.00S,2021-12-11T02:33:34.6Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,71,58,2021-12-11T02:33:37Z,4010000,,,0,,W. Hernangomez REBOUND (Off:1 Def:3),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,412.0,,,,,,4.0,3.0,1.0,,,,,,
414,PT04M48.00S,2021-12-11T02:33:39.2Z,3,REGULAR,foul,personal,['2freethrow'],1630595,,,1610612740,71,58,2021-12-11T02:34:06Z,4020000,,,0,,C. Cunningham shooting personal FOUL (2 PF) (Jones 2 FT),"[1630595, 1630529]",1610612765.0,DET,shooting,,,Cunningham,C. Cunningham,,,,,,,,,,,,202056.0,2.0,0.0,Jones,1630529.0,,,,,,,,,
416,PT04M48.00S,2021-12-11T02:34:09.3Z,3,REGULAR,substitution,out,[],1628984,,,1610612740,71,58,2021-12-11T02:34:17Z,4040000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M48.00S,2021-12-11T02:34:09.3Z,3,REGULAR,substitution,in,[],203107,,,1610612740,71,58,2021-12-11T02:34:17Z,4050000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M48.00S,2021-12-11T02:34:19.8Z,3,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,72,58,2021-12-11T02:34:19Z,4060000,,,0,,H. Jones Free Throw 1 of 2 (9 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
419,PT04M48.00S,2021-12-11T02:34:21.1Z,3,REGULAR,substitution,out,[],1630165,,,1610612740,72,58,2021-12-11T02:34:32Z,4070000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M48.00S,2021-12-11T02:34:21.1Z,3,REGULAR,substitution,out,[],1630180,,,1610612740,72,58,2021-12-11T02:34:32Z,4080000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT04M48.00S,2021-12-11T02:34:21.1Z,3,REGULAR,substitution,in,[],1628402,,,1610612740,72,58,2021-12-11T02:34:32Z,4090000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT04M48.00S,2021-12-11T02:34:21.1Z,3,REGULAR,substitution,in,[],1628977,,,1610612740,72,58,2021-12-11T02:34:32Z,4100000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT04M48.00S,2021-12-11T02:34:32.7Z,3,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,73,58,2021-12-11T02:34:32Z,4110000,,,0,,H. Jones Free Throw 2 of 2 (10 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
424,PT04M26.00S,2021-12-11T02:34:50.3Z,3,REGULAR,3pt,Jump Shot,[],1628402,88.91261498028909,96.81372549019608,1610612765,73,61,2021-12-11T02:34:58Z,4120000,234.0,52.0,1,right,F. Jackson 3PT  (5 PTS) (H. Diallo 2 AST),"[1628402, 1628977]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,23.97,Made,5.0,H. Diallo,1628977.0,2.0,,,,,,,,,,,,,,,
426,PT04M04.00S,2021-12-11T02:35:10.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203107,18.347568988173457,54.90196078431373,1610612740,75,61,2021-12-11T02:35:19Z,4140000,-25.0,120.0,1,left,T. Satoransky 12' pullup Jump Shot (2 PTS),[203107],1610612740.0,NOP,pullup,,,Satoransky,T. Satoransky,,,,,12.25,Made,2.0,,,,,,,,,,,,,,,,,,
427,PT03M52.00S,2021-12-11T02:35:23.0Z,3,REGULAR,3pt,Jump Shot,[],1630595,65.78515111695138,46.81372549019608,1610612765,75,61,2021-12-11T02:35:55Z,4150000,-16.0,269.0,1,right,MISS C. Cunningham 26' pullup 3PT,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
428,PT03M50.00S,2021-12-11T02:35:25.0Z,3,REGULAR,rebound,defensive,[],1628404,,,1610612740,75,61,2021-12-11T02:35:30Z,4160000,,,0,,J. Hart REBOUND (Off:2 Def:8),[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,427.0,,,,,,10.0,8.0,2.0,,,,,,
429,PT03M46.00S,2021-12-11T02:35:32.8Z,3,REGULAR,turnover,discontinued dribble,[],203107,,,1610612740,75,61,2021-12-11T02:35:50Z,4170000,,,0,,T. Satoransky discontinued dribble TURNOVER (2 TO),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,1662.0,,,,,,,,2.0,,,,,
430,PT03M46.00S,2021-12-11T02:35:42.7Z,3,REGULAR,substitution,out,[],1628404,,,1610612765,75,61,2021-12-11T02:35:51Z,4180000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT03M46.00S,2021-12-11T02:35:42.7Z,3,REGULAR,substitution,out,[],1630529,,,1610612765,75,61,2021-12-11T02:35:51Z,4190000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT03M46.00S,2021-12-11T02:35:42.7Z,3,REGULAR,substitution,in,[],202066,,,1610612765,75,61,2021-12-11T02:35:51Z,4200000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT03M46.00S,2021-12-11T02:35:42.7Z,3,REGULAR,substitution,in,[],1629638,,,1610612765,75,61,2021-12-11T02:35:51Z,4210000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT03M33.00S,2021-12-11T02:36:03.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630595,90.75229960578186,45.34313725490196,1610612765,75,61,2021-12-11T02:36:09Z,4220000,-23.0,34.0,1,right,MISS C. Cunningham Layup,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,4.15,Missed,,,,,,,,,,,,,,,,,,,
435,PT03M28.00S,2021-12-11T02:36:07.4Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,75,61,2021-12-11T02:36:07Z,4230000,,,0,,W. Hernangomez REBOUND (Off:1 Def:4),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,434.0,,,,,,5.0,4.0,1.0,,,,,,
436,PT03M22.00S,2021-12-11T02:36:13.7Z,3,REGULAR,3pt,Jump Shot,[],203107,24.392247043363994,11.27450980392157,1610612740,75,61,2021-12-11T02:36:20Z,4240000,194.0,177.0,1,left,MISS T. Satoransky 26' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,26.22,Missed,,,,,,,,,,,,,,,,,,,
437,PT03M19.00S,2021-12-11T02:36:16.7Z,3,REGULAR,rebound,defensive,[],1628977,,,1610612765,75,61,2021-12-11T02:36:20Z,4250000,,,0,,H. Diallo REBOUND (Off:1 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,436.0,,,,,,5.0,4.0,1.0,,,,,,
438,PT03M07.00S,2021-12-11T02:36:29.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626168,91.67214191852825,55.88235294117647,1610612765,75,63,2021-12-11T02:36:36Z,4260000,29.0,26.0,1,right,T. Lyles turnaround Hook (14 PTS) (I. Stewart 1 AST),"[1626168, 1630191]",1610612765.0,DET,turnaround,,,Lyles,T. Lyles,,,,,3.91,Made,14.0,I. Stewart,1630191.0,1.0,,,,,,,,,,,,,,,
440,PT02M43.00S,2021-12-11T02:36:53.8Z,3,REGULAR,3pt,Jump Shot,[],202066,9.149145860709593,94.6078431372549,1610612740,78,63,2021-12-11T02:37:00Z,4280000,-223.0,34.0,1,left,G. Temple 3PT  (3 PTS) (B. Ingram 2 AST),"[202066, 1627742]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,22.55,Made,3.0,B. Ingram,1627742.0,2.0,,,,,,,,,,,,,,,
442,PT02M22.00S,2021-12-11T02:37:13.8Z,3,REGULAR,3pt,Jump Shot,[],1628402,71.69842312746385,85.29411764705883,1610612765,78,63,2021-12-11T02:37:18Z,4300000,176.0,214.0,1,right,MISS F. Jackson 27' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,27.7,Missed,,,,,,,,,,,,,,,,,,,
443,PT02M19.00S,2021-12-11T02:37:16.8Z,3,REGULAR,rebound,defensive,[],1626195,,,1610612740,78,63,2021-12-11T02:37:18Z,4310000,,,0,,W. Hernangomez REBOUND (Off:1 Def:5),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,442.0,,,,,,6.0,5.0,1.0,,,,,,
444,PT02M07.00S,2021-12-11T02:37:28.6Z,3,REGULAR,3pt,Jump Shot,[],203107,13.87976346911958,3.1862745098039214,1610612740,78,63,2021-12-11T02:37:34Z,4320000,234.0,78.0,1,left,MISS T. Satoransky 24' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,,
445,PT02M04.00S,2021-12-11T02:37:31.6Z,3,REGULAR,rebound,defensive,[],1626168,,,1610612765,78,63,2021-12-11T02:37:34Z,4330000,,,0,,T. Lyles REBOUND (Off:1 Def:3),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,444.0,,,,,,4.0,3.0,1.0,,,,,,
446,PT01M59.00S,2021-12-11T02:37:37.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630595,85.10183968462549,57.84313725490197,1610612765,78,63,2021-12-11T02:38:15Z,4340000,39.0,88.0,1,right,MISS C. Cunningham 9' driving floating Shot,[1630595],1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,9.59,Missed,,,,,,,,,,,,,,,,,,,
447,PT01M59.00S,2021-12-11T02:37:37.6Z,3,REGULAR,rebound,offensive,[],1628977,,,1610612765,78,63,2021-12-11T02:38:03Z,4350000,,,0,,H. Diallo REBOUND (Off:2 Def:4),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,446.0,,,,,,6.0,4.0,2.0,,,,,,
448,PT01M56.00S,2021-12-11T02:37:43.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628977,87.20433639947439,50.98039215686274,1610612765,78,65,2021-12-11T02:39:16Z,4360000,5.0,68.0,1,right,H. Diallo 6' floating Jump Shot (6 PTS),[1628977],1610612765.0,DET,floating,,,Diallo,H. Diallo,,,,,6.8,Made,6.0,,,,,,,,,,,,,,,,,,
449,PT01M56.00S,2021-12-11T02:37:52.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,78,65,2021-12-11T02:37:52Z,4370000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT01M56.00S,2021-12-11T02:38:04.7Z,3,REGULAR,substitution,out,[],1630595,,,1610612740,78,65,2021-12-11T02:40:41Z,4380000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT01M56.00S,2021-12-11T02:38:04.7Z,3,REGULAR,substitution,out,[],1630191,,,1610612740,78,65,2021-12-11T02:40:41Z,4390000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
