actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
99,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],1628404,,,1610612765,21,28,2021-12-11T01:28:27Z,980000,,,0,,SUB out: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],1628984,,,1610612765,21,28,2021-12-11T01:28:27Z,990000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],1630529,,,1610612765,21,28,2021-12-11T01:28:27Z,1000000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],202685,,,1610612765,21,28,2021-12-11T01:28:27Z,1010000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],1630165,,,1610612765,21,28,2021-12-11T01:28:27Z,1020000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,out,[],1630180,,,1610612765,21,28,2021-12-11T01:28:27Z,1040000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],1629638,,,1610612765,21,28,2021-12-11T01:28:27Z,1050000,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],202066,,,1610612765,21,28,2021-12-11T01:28:27Z,1060000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],1626195,,,1610612765,21,28,2021-12-11T01:28:27Z,1070000,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],203107,,,1610612765,21,28,2021-12-11T01:28:27Z,1080000,,,0,,SUB in: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],1628402,,,1610612765,21,28,2021-12-11T01:28:27Z,1090000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M14.00S,2021-12-11T01:25:39.5Z,1,REGULAR,substitution,in,[],202709,,,1610612765,21,28,2021-12-11T01:28:27Z,1110000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M02.00S,2021-12-11T01:28:39.6Z,1,REGULAR,3pt,Jump Shot,[],1628402,28.95860709592641,82.59803921568627,1610612765,21,28,2021-12-11T01:29:35Z,1120000,-163.0,220.0,1,left,MISS F. Jackson 27' 3PT,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,27.36,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2021-12-11T01:28:42.6Z,1,REGULAR,rebound,defensive,[],1626195,,,1610612740,21,28,2021-12-11T01:29:35Z,1130000,,,0,,W. Hernangomez REBOUND (Off:0 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,113.0,,,,,,1.0,1.0,0.0,,,,,,
115,PT02M45.00S,2021-12-11T01:28:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627742,89.83245729303549,47.05882352941176,1610612740,23,28,2021-12-11T01:29:06Z,1140000,-15.0,43.0,1,right,B. Ingram Layup (13 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,4.55,Made,13.0,,,,,,,,,,,,,,,,,,
116,PT02M34.00S,2021-12-11T01:29:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,7.5722733245729295,45.34313725490196,1610612765,23,30,2021-12-11T01:29:11Z,1150000,23.0,19.0,1,left,C. Cunningham Layup (7 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,2.99,Made,7.0,,,,,,,,,,,,,,,,,,
117,PT02M10.00S,2021-12-11T01:29:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626195,89.56964520367937,38.48039215686275,1610612740,23,30,2021-12-11T01:29:38Z,1160000,-58.0,46.0,1,right,MISS W. Hernangomez 7' bank Shot,[1626195],1610612740.0,NOP,bank,,,Hernangomez,W. Hernangomez,,,,,7.34,Missed,,,,,,,,,,,,,,,,,,,
118,PT02M07.00S,2021-12-11T01:29:34.0Z,1,REGULAR,rebound,defensive,[],202709,,,1610612765,23,30,2021-12-11T01:29:38Z,1170000,,,0,,C. Joseph REBOUND (Off:0 Def:1),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,117.0,,,,,,1.0,1.0,0.0,,,,,,
119,PT02M02.00S,2021-12-11T01:29:39.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630595,21.50131406044678,91.17647058823529,1610612765,23,30,2021-12-11T01:29:52Z,1180000,-206.0,150.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,25.45,Missed,,,,,,,,,,,,,,,,,,,
120,PT01M59.00S,2021-12-11T01:29:42.6Z,1,REGULAR,rebound,defensive,[],203107,,,1610612740,23,30,2021-12-11T01:29:52Z,1190000,,,0,,T. Satoransky REBOUND (Off:0 Def:1),[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,119.0,,,,,,1.0,1.0,0.0,,,,,,
121,PT01M56.00S,2021-12-11T01:29:45.0Z,1,REGULAR,turnover,lost ball,[],203107,,,1610612740,23,30,2021-12-11T01:29:56Z,1200000,,,0,,T. Satoransky lost ball TURNOVER (1 TO),"[203107, 1630595]",1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,1.0,Cunningham,1630595.0,,,
122,PT01M56.00S,2021-12-11T01:29:45.0Z,1,REGULAR,steal,,[],1630595,,,1610612765,23,30,2021-12-11T01:29:49Z,1210000,,,0,,C. Cunningham STEAL (1 STL),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M52.00S,2021-12-11T01:29:52.0Z,1,REGULAR,turnover,out-of-bounds,[],1628402,,,1610612765,23,30,2021-12-11T01:31:59Z,1220000,,,0,,F. Jackson step out-of-bounds TURNOVER (1 TO),[1628402],1610612765.0,DET,step,,,Jackson,F. Jackson,,,,,,,,,,,,202056.0,,,,,,,,1.0,,,,,
124,PT01M41.00S,2021-12-11T01:30:17.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,69.59592641261499,78.18627450980392,1610612740,23,30,2021-12-11T01:30:32Z,1230000,141.0,233.0,1,right,MISS B. Ingram 27' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,,
125,PT01M38.00S,2021-12-11T01:30:20.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612765,23,30,2021-12-11T01:30:32Z,1240000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,124.0,,,,,,,,,,,,,,
126,PT01M38.00S,2021-12-11T01:30:29.5Z,1,REGULAR,substitution,out,[],1630595,,,1610612765,23,30,2021-12-11T01:30:35Z,1250000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M38.00S,2021-12-11T01:30:29.5Z,1,REGULAR,substitution,in,[],1628977,,,1610612765,23,30,2021-12-11T01:30:35Z,1260000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M22.00S,2021-12-11T01:30:50.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628402,15.456636005256241,56.127450980392155,1610612765,23,30,2021-12-11T01:31:05Z,1270000,-31.0,93.0,1,left,MISS F. Jackson 9' Layup - blocked,"[1628402, 202066]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,9.77,Missed,,,,,,,,,,,,,,,,,Temple,202066.0,
132,PT01M22.00S,2021-12-11T01:30:50.2Z,1,REGULAR,block,,[],202066,,,1610612765,23,30,2021-12-11T01:31:05Z,1275000,,,0,,G. Temple BLOCK (1 BLK),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M19.00S,2021-12-11T01:30:53.2Z,1,REGULAR,rebound,defensive,[],202066,,,1610612740,23,30,2021-12-11T01:31:05Z,1280000,,,0,,G. Temple REBOUND (Off:0 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,128.0,,,,,,1.0,1.0,0.0,,,,,,
130,PT01M09.00S,2021-12-11T01:31:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626195,91.93495400788436,50.73529411764706,1610612740,25,30,2021-12-11T01:31:11Z,1290000,4.0,23.0,1,right,W. Hernangomez Layup (2 PTS) (N. Alexander-Walker 1 AST),"[1626195, 1629638]",1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,2.36,Made,2.0,N. Alexander-Walker,1629638.0,1.0,,,,,,,,,,,,,,,
133,PT00M50.10S,2021-12-11T01:32:12.7Z,1,REGULAR,jumpball,recovered,[],1629638,,,1610612765,25,30,2021-12-11T01:32:28Z,1310000,,,0,,Jump Ball B. Ingram vs. J. Grant: Tip to N. Alexander-Walker,"[1629638, 1627742, 203924]",1610612740.0,NOP,heldball,N. Alexander-Walker,1629638.0,Alexander-Walker,N. Alexander-Walker,Ingram,1627742.0,Grant,203924.0,,,,,,,,,,,,,,,,,,,,,
150,PT00M50.10S,2021-12-11T01:32:16.0Z,1,REGULAR,turnover,lost ball,[],203924,,,1610612765,25,30,2021-12-11T01:36:18Z,1335000,,,0,,J. Grant lost ball TURNOVER (1 TO),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,1.0,,,,,
136,PT00M43.40S,2021-12-11T01:32:19.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629638,85.49605781865965,27.450980392156865,1610612740,25,30,2021-12-11T01:36:18Z,1340000,-113.0,84.0,1,right,MISS N. Alexander-Walker 14' fadeaway Shot,[1629638],1610612740.0,NOP,fadeaway,,,Alexander-Walker,N. Alexander-Walker,,,,,14.04,Missed,,,,,,,,,,,,,,,,,,,
137,PT00M40.40S,2021-12-11T01:32:22.3Z,1,REGULAR,rebound,defensive,[],1628977,,,1610612765,25,30,2021-12-11T01:32:22Z,1350000,,,0,,H. Diallo REBOUND (Off:0 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,136.0,,,,,,1.0,1.0,0.0,,,,,,
138,PT00M28.40S,2021-12-11T01:32:34.4Z,1,REGULAR,3pt,Jump Shot,[],202709,29.911300919842315,77.45098039215686,1610612765,25,30,2021-12-11T01:32:41Z,1360000,-137.0,229.0,1,left,MISS C. Joseph 26' 3PT,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
139,PT00M24.80S,2021-12-11T01:32:38.0Z,1,REGULAR,rebound,offensive,[],1628977,,,1610612765,25,30,2021-12-11T01:33:09Z,1370000,,,0,,H. Diallo REBOUND (Off:1 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,138.0,,,,,,2.0,1.0,1.0,,,,,,
140,PT00M21.60S,2021-12-11T01:32:46.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628402,6.783837056504599,57.107843137254896,1610612765,25,32,2021-12-11T01:33:09Z,1380000,-36.0,11.0,1,left,F. Jackson Layup (2 PTS) (H. Diallo 1 AST),"[1628402, 1628977]",1610612765.0,DET,,,,Jackson,F. Jackson,,,,,3.73,Made,2.0,H. Diallo,1628977.0,1.0,,,,,,,,,,,,,,,
142,PT00M05.20S,2021-12-11T01:33:02.4Z,1,REGULAR,3pt,Jump Shot,[],202066,78.79434954007884,92.64705882352942,1610612740,25,32,2021-12-11T01:33:18Z,1400000,213.0,147.0,1,right,MISS G. Temple 25' 3PT - blocked,"[202066, 203924]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,25.89,Missed,,,,,,,,,,,,,,,,,Grant,203924.0,
143,PT00M05.20S,2021-12-11T01:33:02.4Z,1,REGULAR,block,,[],203924,,,1610612740,25,32,2021-12-11T01:33:06Z,1410000,,,0,,J. Grant BLOCK (1 BLK),[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M05.20S,2021-12-11T01:33:02.4Z,1,REGULAR,rebound,offensive,[],202066,,,1610612740,25,32,2021-12-11T01:33:18Z,1420000,,,0,,G. Temple REBOUND (Off:1 Def:1),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,142.0,,,,,,2.0,1.0,1.0,,,,,,
149,PT00M00.80S,2021-12-11T01:33:19.8Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612740,25,32,2021-12-11T01:34:29Z,1425000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,200832.0,,,,,,,,,,,,,
146,PT00M00.00S,2021-12-11T01:33:52.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203924,23.209592641261498,89.2156862745098,1610612765,25,32,2021-12-11T01:34:22Z,1440000,-196.0,166.0,1,left,MISS J. Grant 25' 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,25.67,Missed,,,,,,,,,,,,,,,,,,,
147,PT00M00.00S,2021-12-11T01:33:52.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,25,32,2021-12-11T01:38:01Z,1450000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,
148,PT00M00.00S,2021-12-11T01:34:03.1Z,1,REGULAR,period,end,[],0,,,1610612765,25,32,2021-12-11T01:38:01Z,1460000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2021-12-11T01:36:15.9Z,2,REGULAR,substitution,out,['startperiod'],1627742,,,1610612765,25,32,2021-12-11T01:38:01Z,1470000,,,0,,SUB out: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2021-12-11T01:36:15.9Z,2,REGULAR,substitution,out,['startperiod'],203924,,,1610612765,25,32,2021-12-11T01:38:01Z,1480000,,,0,,SUB out: J. Grant,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2021-12-11T01:36:15.9Z,2,REGULAR,substitution,in,['startperiod'],1628404,,,1610612765,25,32,2021-12-11T01:38:01Z,1490000,,,0,,SUB in: J. Hart,[1628404],1610612740.0,NOP,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2021-12-11T01:36:15.9Z,2,REGULAR,substitution,in,['startperiod'],1628367,,,1610612765,25,32,2021-12-11T01:38:01Z,1500000,,,0,,SUB in: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2021-12-11T01:36:34.8Z,2,REGULAR,period,start,[],0,,,1610612765,25,32,2021-12-11T01:36:42Z,1510000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT11M44.00S,2021-12-11T01:36:49.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,10.5946123521682,50.49019607843137,1610612765,25,34,2021-12-11T01:37:04Z,1520000,-2.0,47.0,1,left,T. Lyles finger roll Layup (7 PTS),[1626168],1610612765.0,DET,finger roll,,,Lyles,T. Lyles,,,,,4.72,Made,7.0,,,,,,,,,,,,,,,,,,
157,PT11M25.00S,2021-12-11T01:37:07.9Z,2,REGULAR,3pt,Jump Shot,[],203107,68.15045992115637,27.941176470588236,1610612740,25,34,2021-12-11T01:37:13Z,1530000,-110.0,247.0,1,right,MISS T. Satoransky 27' 3PT,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,27.04,Missed,,,,,,,,,,,,,,,,,,,
158,PT11M21.00S,2021-12-11T01:37:11.9Z,2,REGULAR,rebound,defensive,[],1628977,,,1610612765,25,34,2021-12-11T01:37:13Z,1540000,,,0,,H. Diallo REBOUND (Off:1 Def:2),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,157.0,,,,,,3.0,2.0,1.0,,,,,,
159,PT11M11.00S,2021-12-11T01:37:23.1Z,2,REGULAR,2pt,Jump Shot,[],1628402,22.552562417871222,63.23529411764706,1610612765,25,34,2021-12-11T01:40:13Z,1550000,-66.0,159.0,1,left,MISS F. Jackson 17' pullup Shot,[1628402],1610612765.0,DET,pullup,,,Jackson,F. Jackson,,,,,17.27,Missed,,,,,,,,,,,,,,,,,,,
160,PT11M08.00S,2021-12-11T01:37:26.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,25,34,2021-12-11T01:37:45Z,1560000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,159.0,,,,,,,,,,,,,,
161,PT10M54.00S,2021-12-11T01:37:52.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,88.12417871222075,45.83333333333333,1610612740,25,34,2021-12-11T01:38:00Z,1570000,-21.0,59.0,1,right,MISS N. Alexander-Walker 6' driving finger roll Layup - blocked,"[1629638, 1628977]",1610612740.0,NOP,driving finger roll,,,Alexander-Walker,N. Alexander-Walker,,,,,6.27,Missed,,,,,,,,,,,,,,,,,Diallo,1628977.0,
175,PT10M54.00S,2021-12-11T01:37:52.1Z,2,REGULAR,block,,[],1628977,,,1610612740,25,34,2021-12-11T01:40:19Z,1575000,,,0,,H. Diallo BLOCK (1 BLK),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT10M53.00S,2021-12-11T01:37:53.1Z,2,REGULAR,rebound,offensive,[],1626195,,,1610612740,25,34,2021-12-11T01:40:19Z,1580000,,,0,,W. Hernangomez REBOUND (Off:1 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,161.0,,,,,,2.0,1.0,1.0,,,,,,
163,PT10M44.00S,2021-12-11T01:38:02.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,72.48685939553219,14.705882352941178,1610612740,25,34,2021-12-11T01:38:18Z,1590000,-176.0,206.0,1,right,MISS N. Alexander-Walker 27' 3PT,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,27.13,Missed,,,,,,,,,,,,,,,,,,,
164,PT10M44.00S,2021-12-11T01:38:02.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,25,34,2021-12-11T01:39:32Z,1600000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,163.0,,,,,,,,,,,,,,
165,PT10M44.00S,2021-12-11T01:38:12.5Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612740,25,34,2021-12-11T01:38:21Z,1610000,,,0,,NOP shot clock Team TURNOVER,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
166,PT10M29.00S,2021-12-11T01:38:34.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626168,33.85348226018397,51.9607843137255,1610612765,25,37,2021-12-11T01:39:03Z,1620000,-10.0,266.0,1,left,T. Lyles 26' 3PT  (10 PTS) (F. Jackson 1 AST),"[1626168, 1628402]",1610612765.0,DET,,,,Lyles,T. Lyles,,,,,26.59,Made,10.0,F. Jackson,1628402.0,1.0,,,,,,,,,,,,,,,
168,PT10M13.00S,2021-12-11T01:38:52.6Z,2,REGULAR,foul,offensive,[],202066,,,1610612740,25,37,2021-12-11T01:39:38Z,1640000,,,0,,G. Temple charge offensive FOUL (1 PF),"[202066, 1628402]",1610612740.0,NOP,charge,,,Temple,G. Temple,,,,,,,,,,,,200832.0,1.0,0.0,Jackson,1628402.0,,,,,,,,,
170,PT10M13.00S,2021-12-11T01:38:52.6Z,2,REGULAR,turnover,offensive foul,[],202066,,,1610612740,25,37,2021-12-11T01:38:52Z,1660000,,,0,,G. Temple offensive foul TURNOVER (1 TO),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,200832.0,,,,,,,,1.0,,,,,
171,PT09M56.00S,2021-12-11T01:39:42.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628977,14.668199737187912,2.450980392156863,1610612765,25,37,2021-12-11T01:39:52Z,1670000,238.0,85.0,1,left,MISS H. Diallo 25' 3PT,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,25.26,Missed,,,,,,,,,,,,,,,,,,,
172,PT09M53.00S,2021-12-11T01:39:45.6Z,2,REGULAR,rebound,offensive,[],1626168,,,1610612765,25,37,2021-12-11T01:39:52Z,1680000,,,0,,T. Lyles REBOUND (Off:1 Def:2),[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,171.0,,,,,,3.0,2.0,1.0,,,,,,
173,PT09M53.00S,2021-12-11T01:39:49.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1626168,5.590000152587891,50.0,1610612765,25,39,2021-12-11T01:39:56Z,1690000,0.0,0.0,1,left,T. Lyles tip Layup (12 PTS),[1626168],1610612765.0,DET,tip,,,Lyles,T. Lyles,,,,,0.0,Made,12.0,,,,,,,,,,,,,,,,,,
174,PT09M53.00S,2021-12-11T01:39:55.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,25,39,2021-12-11T01:39:55Z,1700000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT09M53.00S,2021-12-11T01:42:12.4Z,2,REGULAR,substitution,out,[],1626195,,,1610612740,25,39,2021-12-11T01:42:33Z,1710000,,,0,,SUB out: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M53.00S,2021-12-11T01:42:12.4Z,2,REGULAR,substitution,out,[],203107,,,1610612740,25,39,2021-12-11T01:42:33Z,1720000,,,0,,SUB out: T. Satoransky,[203107],1610612740.0,NOP,,,,Satoransky,T. Satoransky,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT09M53.00S,2021-12-11T01:42:12.4Z,2,REGULAR,substitution,in,[],202685,,,1610612740,25,39,2021-12-11T01:42:33Z,1730000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT09M53.00S,2021-12-11T01:42:12.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612740,25,39,2021-12-11T01:42:33Z,1740000,,,0,,SUB in: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT09M38.00S,2021-12-11T01:42:55.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629638,89.70105124835742,44.6078431372549,1610612740,25,39,2021-12-11T01:43:20Z,1750000,-27.0,44.0,1,right,MISS N. Alexander-Walker Layup,[1629638],1610612740.0,NOP,,,,Alexander-Walker,N. Alexander-Walker,,,,,5.19,Missed,,,,,,,,,,,,,,,,,,,
181,PT09M37.00S,2021-12-11T01:42:56.9Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,25,39,2021-12-11T01:48:03Z,1760000,,,0,,J. Valanciunas REBOUND (Off:2 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,180.0,,,,,,4.0,2.0,2.0,,,,,,
182,PT09M36.00S,2021-12-11T01:43:03.7Z,2,REGULAR,foul,personal,['2freethrow'],1628402,,,1610612740,25,39,2021-12-11T01:43:27Z,1770000,,,0,,F. Jackson shooting personal FOUL (1 PF) (Valanciunas 2 FT),"[1628402, 202685]",1610612765.0,DET,shooting,,,Jackson,F. Jackson,,,,,,,,,,,,200832.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,,
225,PT09M36.00S,2021-12-11T01:43:38.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,25,39,2021-12-11T01:49:15Z,1785000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Missed,,,,,,,,,,,,,,,,,,,
226,PT09M36.00S,2021-12-11T01:43:38.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,25,39,2021-12-11T01:49:15Z,1787500,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,225.0,,,,,,,,,,,,,,
227,PT09M36.00S,2021-12-11T01:43:38.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,26,39,2021-12-11T01:49:15Z,1788750,,,0,,J. Valanciunas Free Throw 2 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
