actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
268,PT04M01.00S,2022-02-15T01:56:38.9Z,2,REGULAR,turnover,bad pass,[],1628984,,,1610612740,47,34,2022-02-15T01:56:53Z,2640000,,,0,,D. Graham bad pass TURNOVER (1 TO),"[1628984, 203920]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,1.0,Birch,203920.0
269,PT04M01.00S,2022-02-15T01:56:38.9Z,2,REGULAR,steal,,[],203920,,,1610612761,47,34,2022-02-15T01:56:43Z,2650000,,,0,,K. Birch STEAL (1 STL),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
270,PT03M52.00S,2022-02-15T01:56:48.0Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629018,9.806176084099869,13.725490196078432,1610612761,47,34,2022-02-15T02:05:44Z,2660000,181.0,40.0,1,left,MISS G. Trent Jr. 18' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,18.57,Missed,,,,,,,,,,,,,,,,,,
271,PT03M49.00S,2022-02-15T01:56:51.0Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,47,34,2022-02-15T01:56:51Z,2670000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,270.0,1.0,1.0,0.0,,,,,,,,,,,,,,
272,PT03M41.00S,2022-02-15T01:56:59.9Z,2,REGULAR,3pt,Jump Shot,[],1627742,68.9388961892247,25.49019607843137,1610612740,47,34,2022-02-15T01:57:05Z,2680000,-123.0,239.0,1,right,MISS B. Ingram 26' 3PT,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,26.9,Missed,,,,,,,,,,,,,,,,,,
273,PT03M39.00S,2022-02-15T01:57:01.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,47,34,2022-02-15T01:57:05Z,2690000,,,0,,F. VanVleet REBOUND (Off:2 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,272.0,4.0,2.0,2.0,,,,,,,,,,,,,,
274,PT03M32.00S,2022-02-15T01:57:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,6.258212877792378,53.431372549019606,1610612761,47,34,2022-02-15T01:57:17Z,2700000,-17.0,6.0,1,left,MISS O. Anunoby Layup,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,1.83,Missed,,,,,,,,,,,,,,,,,,
275,PT03M29.00S,2022-02-15T01:57:11.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,47,34,2022-02-15T01:57:11Z,2710000,,,0,,B. Ingram REBOUND (Off:0 Def:6),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,274.0,6.0,6.0,0.0,,,,,,,,,,,,,,
276,PT03M28.00S,2022-02-15T01:57:14.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629637,93.24901445466492,51.225490196078425,1610612740,49,34,2022-02-15T02:07:20Z,2720000,6.0,11.0,1,right,J. Hayes running Layup (4 PTS) (B. Ingram 4 AST),"[1629637, 1627742]",1610612740.0,NOP,running,,,Hayes,J. Hayes,,,,,1.26,Made,,,,,4.0,,,B. Ingram,1627742.0,4.0,,,,,,,,
278,PT03M28.00S,2022-02-15T01:57:24.2Z,2,REGULAR,foul,personal,['1freethrow'],203920,,,1610612740,49,34,2022-02-15T01:57:40Z,2740000,,,0,,K. Birch shooting personal FOUL (1 PF) (Hayes 1 FT),"[203920, 1629637]",1610612761.0,TOR,shooting,,,Birch,K. Birch,,,,,,,,,,,,,,,,,201639.0,1.0,0.0,Hayes,1629637.0,,,
280,PT03M28.00S,2022-02-15T01:57:42.0Z,2,REGULAR,freethrow,1 of 1,[],1629637,,,1610612740,50,34,2022-02-15T01:57:42Z,2760000,,,0,,J. Hayes Free Throw 1 of 1 (5 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
281,PT03M12.00S,2022-02-15T01:58:01.0Z,2,REGULAR,3pt,Jump Shot,[],1627832,30.042706964520367,76.9607843137255,1610612761,50,34,2022-02-15T01:58:14Z,2770000,-135.0,230.0,1,left,MISS F. VanVleet 26' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.65,Missed,,,,,,,,,,,,,,,,,,
283,PT03M11.00S,2022-02-15T01:58:02.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,50,34,2022-02-15T03:19:27Z,2780000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,281.0,,,,,,,,,,,,,,,,,
284,PT03M11.00S,2022-02-15T01:58:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612761,50,34,2022-02-15T03:18:18Z,2790000,,,0,,H. Jones loose ball personal FOUL (2 PF) (Boucher 2 FT),"[1630529, 1628449]",1610612740.0,NOP,loose ball,,,Jones,H. Jones,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Boucher,1628449.0,,,
286,PT03M11.00S,2022-02-15T01:58:31.5Z,2,REGULAR,substitution,out,[],1629637,,,1610612761,50,34,2022-02-15T01:58:38Z,2810000,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M11.00S,2022-02-15T01:58:31.5Z,2,REGULAR,substitution,out,[],1628384,,,1610612761,50,34,2022-02-15T01:58:38Z,2820000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M11.00S,2022-02-15T01:58:31.5Z,2,REGULAR,substitution,in,[],202685,,,1610612761,50,34,2022-02-15T01:58:38Z,2830000,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M11.00S,2022-02-15T01:58:31.5Z,2,REGULAR,substitution,in,[],1630567,,,1610612761,50,34,2022-02-15T01:58:38Z,2840000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M11.00S,2022-02-15T01:58:54.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,50,35,2022-02-15T01:58:54Z,2850000,,,0,,C. Boucher Free Throw 1 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
291,PT03M11.00S,2022-02-15T01:58:55.3Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,50,36,2022-02-15T01:58:55Z,2860000,,,0,,C. Boucher Free Throw 2 of 2 (7 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
292,PT02M54.00S,2022-02-15T01:59:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,91.40932982917214,51.470588235294116,1610612740,50,36,2022-02-15T01:59:11Z,2870000,7.0,28.0,1,right,MISS H. Jones cutting Layup,[1630529],1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,2.93,Missed,,,,,,,,,,,,,,,,,,
293,PT02M51.00S,2022-02-15T01:59:09.6Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,50,36,2022-02-15T01:59:09Z,2880000,,,0,,C. Boucher REBOUND (Off:1 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,292.0,4.0,3.0,1.0,,,,,,,,,,,,,,
294,PT02M33.00S,2022-02-15T01:59:28.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203920,7.178055190538765,55.63725490196079,1610612761,50,38,2022-02-15T01:59:37Z,2890000,-28.0,15.0,1,left,K. Birch cutting DUNK (6 PTS) (F. VanVleet 2 AST),"[203920, 1627832]",1610612761.0,TOR,cutting,,,Birch,K. Birch,,,,,3.19,Made,,,,,6.0,,,F. VanVleet,1627832.0,2.0,,,,,,,,
296,PT02M23.00S,2022-02-15T01:59:38.1Z,2,REGULAR,3pt,Jump Shot,[],203468,93.24901445466492,4.166666666666666,1610612740,53,38,2022-02-15T01:59:43Z,2910000,-229.0,11.0,1,right,C. McCollum 3PT  (12 PTS) (H. Jones 2 AST),"[203468, 1630529]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,22.95,Made,,,,,12.0,,,H. Jones,1630529.0,2.0,,,,,,,,
298,PT02M15.00S,2022-02-15T01:59:48.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630529,,,1610612761,53,38,2022-02-15T02:00:10Z,2930000,,,0,,H. Jones personal FOUL (3 PF) (VanVleet 2 FT),"[1630529, 1627832]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,2002.0,3.0,0.0,VanVleet,1627832.0,,,
300,PT02M15.00S,2022-02-15T02:00:18.6Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,53,39,2022-02-15T02:00:18Z,2950000,,,0,,F. VanVleet Free Throw 1 of 2 (10 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
301,PT02M15.00S,2022-02-15T02:00:19.9Z,2,REGULAR,substitution,out,[],1630529,,,1610612761,53,39,2022-02-15T02:00:26Z,2960000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M15.00S,2022-02-15T02:00:19.9Z,2,REGULAR,substitution,out,[],1628449,,,1610612761,53,39,2022-02-15T02:00:26Z,2970000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M15.00S,2022-02-15T02:00:19.9Z,2,REGULAR,substitution,in,[],203503,,,1610612761,53,39,2022-02-15T02:00:26Z,2980000,,,0,,SUB in: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M15.00S,2022-02-15T02:00:19.9Z,2,REGULAR,substitution,in,[],1627783,,,1610612761,53,39,2022-02-15T02:00:26Z,2990000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M15.00S,2022-02-15T02:00:40.8Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,53,40,2022-02-15T02:00:40Z,3000000,,,0,,F. VanVleet Free Throw 2 of 2 (11 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
306,PT01M57.00S,2022-02-15T02:01:01.0Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.43561103810775,17.647058823529413,1610612740,56,40,2022-02-15T02:01:07Z,3010000,-162.0,216.0,1,right,D. Graham 26' 3PT  (3 PTS) (T. Snell 1 AST),"[1628984, 203503]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,26.99,Made,,,,,3.0,,,T. Snell,203503.0,1.0,,,,,,,,
308,PT01M27.00S,2022-02-15T02:01:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,9.411957950065702,36.76470588235294,1610612761,56,40,2022-02-15T02:01:37Z,3030000,66.0,36.0,1,left,MISS G. Trent Jr. 7' driving Layup,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,7.54,Missed,,,,,,,,,,,,,,,,,,
309,PT01M24.00S,2022-02-15T02:01:33.5Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,56,40,2022-02-15T02:01:37Z,3040000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,308.0,2.0,2.0,0.0,,,,,,,,,,,,,,
310,PT01M18.00S,2022-02-15T02:01:41.9Z,2,REGULAR,foul,personal,[],1627832,,,1610612740,56,40,2022-02-15T02:01:52Z,3050000,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1628984]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Graham,1628984.0,,,
312,PT01M10.00S,2022-02-15T02:02:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,86.67871222076215,40.19607843137255,1610612740,58,40,2022-02-15T02:11:01Z,3070000,-49.0,73.0,1,right,B. Ingram 8' fadeaway Jump Shot (8 PTS),[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,8.77,Made,,,,,8.0,,,,,,,,,,,,,
313,PT00M54.70S,2022-02-15T02:02:30.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203503,,,1610612761,58,40,2022-02-15T02:02:45Z,3080000,,,0,,T. Snell shooting personal FOUL (2 PF) (Siakam 2 FT),"[203503, 1627783]",1610612740.0,NOP,shooting,,,Snell,T. Snell,,,,,,,,,,,,,,,,,201639.0,2.0,0.0,Siakam,1627783.0,,,
315,PT00M54.70S,2022-02-15T02:02:55.8Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,58,41,2022-02-15T02:02:55Z,3100000,,,0,,P. Siakam Free Throw 1 of 2 (7 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
316,PT00M54.70S,2022-02-15T02:03:13.7Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,58,42,2022-02-15T02:03:13Z,3110000,,,0,,P. Siakam Free Throw 2 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
317,PT00M43.80S,2022-02-15T02:03:32.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203920,,,1610612740,58,42,2022-02-15T02:03:42Z,3120000,,,0,,K. Birch personal FOUL (2 PF) (Valanciunas 2 FT),"[203920, 202685]",1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,Valanciunas,202685.0,,,
319,PT00M43.80S,2022-02-15T02:04:04.6Z,2,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,59,42,2022-02-15T02:04:04Z,3140000,,,0,,J. Valanciunas Free Throw 1 of 2 (9 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
320,PT00M43.80S,2022-02-15T02:04:22.9Z,2,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,60,42,2022-02-15T02:04:22Z,3150000,,,0,,J. Valanciunas Free Throw 2 of 2 (10 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
321,PT00M33.60S,2022-02-15T02:04:40.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629018,13.354139290407357,45.34313725490196,1610612761,60,42,2022-02-15T02:05:38Z,3160000,23.0,73.0,1,left,MISS G. Trent Jr. 7' driving Hook,[1629018],1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,7.66,Missed,,,,,,,,,,,,,,,,,,
322,PT00M25.60S,2022-02-15T02:04:48.5Z,2,REGULAR,rebound,offensive,[],203920,,,1610612761,60,42,2022-02-15T02:04:48Z,3170000,,,0,,K. Birch REBOUND (Off:4 Def:2),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,321.0,6.0,2.0,4.0,,,,,,,,,,,,,,
323,PT00M25.60S,2022-02-15T02:04:48.5Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203920,5.590000152587891,50.0,1610612761,60,42,2022-02-15T02:04:58Z,3180000,0.0,0.0,1,left,MISS K. Birch tip Layup,[203920],1610612761.0,TOR,tip,,,Birch,K. Birch,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
324,PT00M25.60S,2022-02-15T02:04:48.5Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,60,42,2022-02-15T02:04:58Z,3190000,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,323.0,2.0,2.0,0.0,,,,,,,,,,,,,,
325,PT00M11.10S,2022-02-15T02:05:03.0Z,2,REGULAR,3pt,Jump Shot,[],203503,69.07030223390277,76.47058823529412,1610612740,60,42,2022-02-15T02:05:09Z,3200000,132.0,238.0,1,right,MISS T. Snell 27' 3PT,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,27.25,Missed,,,,,,,,,,,,,,,,,,
326,PT00M06.90S,2022-02-15T02:05:07.2Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,60,42,2022-02-15T02:05:09Z,3210000,,,0,,F. VanVleet REBOUND (Off:2 Def:3),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,325.0,5.0,3.0,2.0,,,,,,,,,,,,,,
327,PT00M00.00S,2022-02-15T02:05:15.3Z,2,REGULAR,2pt,Jump Shot,[],1627783,22.026938239159,30.14705882352941,1610612761,60,44,2022-02-15T02:05:24Z,3220000,99.0,155.0,1,left,P. Siakam 18' fadeaway bank Jump Shot (10 PTS),[1627783],1610612761.0,TOR,fadeaway bank,,,Siakam,P. Siakam,,,,,18.37,Made,,,,,10.0,,,,,,,,,,,,,
328,PT00M00.00S,2022-02-15T02:06:08.5Z,2,REGULAR,period,end,[],0,,,1610612740,60,44,2022-02-15T02:06:08Z,3230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-02-15T02:20:07.2Z,3,REGULAR,substitution,out,['startperiod'],203503,,,1610612740,60,44,2022-02-15T02:20:23Z,3240000,,,0,,SUB out: T. Snell,[203503],1610612740.0,NOP,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-02-15T02:20:07.2Z,3,REGULAR,substitution,out,['startperiod'],203920,,,1610612740,60,44,2022-02-15T02:20:23Z,3250000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2022-02-15T02:20:07.2Z,3,REGULAR,substitution,in,['startperiod'],1630529,,,1610612740,60,44,2022-02-15T02:20:23Z,3260000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2022-02-15T02:20:07.2Z,3,REGULAR,substitution,in,['startperiod'],1628384,,,1610612740,60,44,2022-02-15T02:20:23Z,3270000,,,0,,SUB in: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2022-02-15T02:20:38.9Z,3,REGULAR,period,start,[],0,,,1610612740,60,44,2022-02-15T02:20:38Z,3280000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M57.00S,2022-02-15T02:20:45.3Z,3,REGULAR,foul,personal,[],1629018,,,1610612740,60,44,2022-02-15T02:20:55Z,3290000,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 203468]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,1628951.0,2.0,0.0,McCollum,203468.0,,,
336,PT11M34.00S,2022-02-15T02:21:17.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630529,6.521024967148489,46.07843137254902,1610612740,62,44,2022-02-15T02:21:28Z,3310000,20.0,9.0,1,left,H. Jones reverse Layup (9 PTS) (J. Valanciunas 3 AST),"[1630529, 202685]",1610612740.0,NOP,reverse,,,Jones,H. Jones,,,,,2.15,Made,,,,,9.0,,,J. Valanciunas,202685.0,3.0,,,,,,,,
338,PT11M16.00S,2022-02-15T02:21:34.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,82.21090670170827,56.372549019607845,1610612761,62,44,2022-02-15T02:22:41Z,3330000,32.0,115.0,1,right,MISS S. Barnes 11' Jump Shot,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,11.91,Missed,,,,,,,,,,,,,,,,,,
339,PT11M13.00S,2022-02-15T02:21:37.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,62,44,2022-02-15T02:21:43Z,3340000,,,0,,J. Valanciunas REBOUND (Off:1 Def:5),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,338.0,6.0,5.0,1.0,,,,,,,,,,,,,,
340,PT11M07.00S,2022-02-15T02:21:44.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,6.389618922470433,45.83333333333333,1610612740,64,44,2022-02-15T02:21:53Z,3350000,21.0,8.0,1,left,H. Jones cutting DUNK (11 PTS) (C. McCollum 3 AST),"[1630529, 203468]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,2.21,Made,,,,,11.0,,,C. McCollum,203468.0,3.0,,,,,,,,
342,PT10M45.00S,2022-02-15T02:22:05.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,86.5473061760841,47.30392156862745,1610612761,64,44,2022-02-15T02:23:42Z,3370000,-13.0,74.0,1,right,MISS P. Siakam 7' driving floating Shot,[1627783],1610612761.0,TOR,driving floating,,,Siakam,P. Siakam,,,,,7.52,Missed,,,,,,,,,,,,,,,,,,
343,PT10M42.00S,2022-02-15T02:22:08.8Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,64,44,2022-02-15T02:22:15Z,3380000,,,0,,J. Valanciunas REBOUND (Off:1 Def:6),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,342.0,7.0,6.0,1.0,,,,,,,,,,,,,,
344,PT10M36.00S,2022-02-15T02:22:15.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,11.12023653088042,41.66666666666667,1610612740,66,44,2022-02-15T02:22:20Z,3390000,42.0,52.0,1,left,C. McCollum 6' driving Layup (14 PTS) (D. Graham 4 AST),"[203468, 1628984]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,6.67,Made,,,,,14.0,,,D. Graham,1628984.0,4.0,,,,,,,,
346,PT10M17.00S,2022-02-15T02:22:33.6Z,3,REGULAR,3pt,Jump Shot,[],1629018,66.70499342969777,35.78431372549019,1610612761,66,44,2022-02-15T02:22:44Z,3410000,-71.0,260.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,27.0,Missed,,,,,,,,,,,,,,,,,,
347,PT10M13.00S,2022-02-15T02:22:37.6Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,66,44,2022-02-15T02:22:44Z,3420000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,346.0,3.0,3.0,0.0,,,,,,,,,,,,,,
348,PT10M09.00S,2022-02-15T02:22:42.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628984,24.129434954007884,85.29411764705883,1610612740,66,44,2022-02-15T02:22:50Z,3430000,-176.0,174.0,1,left,MISS D. Graham 24' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,24.81,Missed,,,,,,,,,,,,,,,,,,
349,PT10M07.00S,2022-02-15T02:22:44.0Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,66,44,2022-02-15T02:22:50Z,3440000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,348.0,1.0,1.0,0.0,,,,,,,,,,,,,,
350,PT10M00.00S,2022-02-15T02:22:51.2Z,3,REGULAR,turnover,bad pass,[],1629018,,,1610612761,66,44,2022-02-15T02:23:00Z,3450000,,,0,,G. Trent Jr. bad pass TURNOVER (1 TO),"[1629018, 203468]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,1.0,McCollum,203468.0
351,PT10M00.00S,2022-02-15T02:22:51.2Z,3,REGULAR,steal,,[],203468,,,1610612740,66,44,2022-02-15T02:22:53Z,3460000,,,0,,C. McCollum STEAL (2 STL),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
352,PT09M56.00S,2022-02-15T02:22:55.9Z,3,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203468,23.47240473061761,88.97058823529412,1610612740,69,44,2022-02-15T02:25:09Z,3470000,-195.0,168.0,1,left,C. McCollum 25' 3PT running pullup (17 PTS),[203468],1610612740.0,NOP,running pullup,,,McCollum,C. McCollum,,,,,25.74,Made,,,,,17.0,,,,,,,,,,,,,
353,PT09M30.00S,2022-02-15T02:23:21.6Z,3,REGULAR,3pt,Jump Shot,[],1627832,67.09921156373193,64.4607843137255,1610612761,69,47,2022-02-15T02:23:33Z,3480000,72.0,257.0,1,right,F. VanVleet 26' 3PT step back (14 PTS),[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,26.68,Made,,,,,14.0,,,,,,,,,,,,,
354,PT09M11.00S,2022-02-15T02:23:40.1Z,3,REGULAR,2pt,Jump Shot,[],202685,11.383048620236531,80.14705882352942,1610612740,69,47,2022-02-15T02:24:04Z,3490000,-151.0,55.0,1,left,MISS J. Valanciunas 16' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,16.03,Missed,,,,,,,,,,,,,,,,,,
355,PT09M08.00S,2022-02-15T02:23:43.1Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,69,47,2022-02-15T02:24:04Z,3500000,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,354.0,1.0,1.0,0.0,,,,,,,,,,,,,,
356,PT09M03.00S,2022-02-15T02:23:47.8Z,3,REGULAR,3pt,Jump Shot,[],1627832,66.96780551905388,70.34313725490196,1610612761,69,50,2022-02-15T02:24:09Z,3510000,102.0,258.0,1,right,F. VanVleet 27' 3PT  (17 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.73,Made,,,,,17.0,,,,,,,,,,,,,
