actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
95,PT04M31.00S,2025-12-28T01:28:48.1Z,1,REGULAR,steal,,[],1642844,,,1610612759,25,19,2025-12-28T01:28:50Z,940000,False,,,0,,D. Harper STEAL (1 STL),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
96,PT04M25.00S,2025-12-28T01:28:54.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629640,33.590670170827856,38.23529411764706,1610612759,28,19,2025-12-28T01:29:09Z,950000,False,59.0,263.0,1,left,K. Johnson 26' 3PT  (9 PTS) (D. Harper 1 AST),"[1629640, 1642844]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.98,Made,,,,,9.0,D. Harper,1642844.0,1.0,,,,,,,,,,
98,PT04M05.00S,2025-12-28T01:29:14.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642271,93.38042049934296,48.529411764705884,1610612762,28,19,2025-12-28T01:29:20Z,970000,False,-7.0,10.0,1,right,MISS K. Filipowski Layup,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,1.22,Missed,,,,,,,,,,,,,,,,,,
99,PT03M59.00S,2025-12-28T01:29:20.3Z,1,REGULAR,rebound,defensive,[],1642264,,,1610612759,28,19,2025-12-28T01:29:20Z,980000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,
100,PT03M55.00S,2025-12-28T01:29:24.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending']",1642264,6.389618922470433,49.01960784313725,1610612759,30,19,2025-12-28T01:30:04Z,990000,False,5.0,8.0,1,left,S. Castle driving finger roll Layup (7 PTS),[1642264],1610612759.0,SAS,driving finger roll,,,Castle,S. Castle,,,,,Restricted Area,0-8 Center,0.9,Made,,,,,7.0,,,,,,,,,,,,,
101,PT03M55.00S,2025-12-28T01:29:30.3Z,1,REGULAR,violation,defensive goaltending,[],1642271,,,1610612759,30,19,2025-12-28T01:30:04Z,1000000,False,,,0,,K. Filipowski defensive goaltending VIOLATION,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,204059.0,,,,,,,,
102,PT03M35.00S,2025-12-28T01:29:59.2Z,1,REGULAR,3pt,Jump Shot,[],1641718,95.48291721419186,3.6764705882352944,1610612762,30,22,2025-12-28T01:30:11Z,1010000,False,-232.0,-10.0,1,right,K. George 3PT  (3 PTS) (K. Filipowski 2 AST),"[1641718, 1642271]",1610612762.0,UTA,,,,George,K. George,,,,,Left Corner 3,24+ Left,23.18,Made,,,,,3.0,K. Filipowski,1642271.0,2.0,,,,,,,,,,
104,PT03M20.00S,2025-12-28T01:30:13.9Z,1,REGULAR,3pt,Jump Shot,[],1642264,28.991458607095925,75.24509803921569,1610612759,30,22,2025-12-28T01:30:19Z,1030000,False,-126.0,220.0,1,left,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,25.36,Missed,,,,,,,,,,,,,,,,,,
105,PT03M16.00S,2025-12-28T01:30:17.9Z,1,REGULAR,rebound,defensive,[],1641729,,,1610612762,30,22,2025-12-28T01:30:19Z,1040000,False,,,0,,B. Sensabaugh REBOUND (Off:0 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Left Center,,,104.0,2.0,2.0,0.0,,,,,,,,,,,,,,
106,PT03M04.00S,2025-12-28T01:30:30.1Z,1,REGULAR,3pt,Jump Shot,[],1642268,69.59592641261499,71.32352941176471,1610612762,30,25,2025-12-28T01:30:34Z,1050000,False,107.0,233.0,1,right,I. Collier 25' 3PT pullup (5 PTS) (T. Hendricks 1 AST),"[1642268, 1641707]",1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,5.0,T. Hendricks,1641707.0,1.0,,,,,,,,,,
108,PT02M39.00S,2025-12-28T01:30:54.6Z,1,REGULAR,3pt,Jump Shot,[],1630170,28.33442838370565,21.568627450980394,1610612759,33,25,2025-12-28T01:30:58Z,1070000,False,142.0,214.0,1,left,D. Vassell 25' 3PT  (7 PTS) (D. Harper 2 AST),"[1630170, 1642844]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,25.68,Made,,,,,7.0,D. Harper,1642844.0,2.0,,,,,,,,,,
110,PT02M10.00S,2025-12-28T01:31:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642271,92.06636005256242,56.86274509803921,1610612762,33,25,2025-12-28T01:31:32Z,1090000,False,34.0,22.0,1,right,MISS K. Filipowski turnaround Shot,[1642271],1610612762.0,UTA,turnaround,,,Filipowski,K. Filipowski,,,,,Restricted Area,0-8 Center,4.08,Missed,,,,,,,,,,,,,,,,,,
111,PT02M09.00S,2025-12-28T01:31:24.4Z,1,REGULAR,rebound,defensive,[],1628436,,,1610612759,33,25,2025-12-28T01:31:32Z,1100000,False,,,0,,L. Kornet REBOUND (Off:0 Def:1),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,110.0,1.0,1.0,0.0,,,,,,,,,,,,,,
112,PT02M04.00S,2025-12-28T01:31:30.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,30.699737187910642,24.264705882352942,1610612759,33,25,2025-12-28T01:35:49Z,1110000,False,129.0,236.0,1,left,MISS D. Vassell 26' running pullup 3PT,[1630170],1610612759.0,SAS,running pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Right Center,26.89,Missed,,,,,,,,,,,,,,,,,,
113,PT02M04.00S,2025-12-28T01:31:30.3Z,1,REGULAR,rebound,defensive,[],1641707,,,1610612762,33,25,2025-12-28T01:31:34Z,1120000,False,,,0,,T. Hendricks REBOUND (Off:0 Def:1),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Above the Break 3,24+ Right Center,,,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT01M56.00S,2025-12-28T01:31:38.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641718,91.67214191852825,3.1862745098039214,1610612762,33,25,2025-12-28T01:54:09Z,1130000,False,-234.0,26.0,1,right,MISS K. George running 3PT - blocked,"[1641718, 1630170]",1610612762.0,UTA,running,,,George,K. George,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,Vassell,1630170.0
115,PT01M56.00S,2025-12-28T01:31:38.1Z,1,REGULAR,block,,[],1630170,,,1610612762,33,25,2025-12-28T01:31:41Z,1140000,False,,,0,,D. Vassell BLOCK (1 BLK),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,,
116,PT01M51.00S,2025-12-28T01:31:43.1Z,1,REGULAR,rebound,offensive,[],1641729,,,1610612762,33,25,2025-12-28T01:31:44Z,1150000,False,,,0,,B. Sensabaugh REBOUND (Off:1 Def:2),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Left Corner 3,24+ Left,,,114.0,3.0,2.0,1.0,,,,,,,,,,,,,,
117,PT01M48.00S,2025-12-28T01:31:46.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1641718,93.38042049934296,50.245098039215684,1610612762,33,27,2025-12-28T01:32:06Z,1160000,False,1.0,10.0,1,right,K. George driving DUNK (5 PTS) (K. Filipowski 3 AST),"[1641718, 1642271]",1610612762.0,UTA,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,5.0,K. Filipowski,1642271.0,3.0,,,,,,,,,,
119,PT01M48.00S,2025-12-28T01:31:50.3Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,33,27,2025-12-28T01:31:50Z,1180000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,33,27,2025-12-28T01:33:29Z,1190000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,out,[],1642264,,,1610612759,33,27,2025-12-28T01:33:29Z,1200000,False,,,0,,SUB out: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,33,27,2025-12-28T01:33:29Z,1210000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,out,[],1641718,,,1610612759,33,27,2025-12-28T01:33:29Z,1220000,False,,,0,,SUB out: K. George,[1641718],1610612762.0,UTA,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,out,[],1642271,,,1610612759,33,27,2025-12-28T01:33:29Z,1230000,False,,,0,,SUB out: K. Filipowski,[1642271],1610612762.0,UTA,,,,Filipowski,K. Filipowski,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,in,[],1642868,,,1610612759,33,27,2025-12-28T01:33:29Z,1240000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,in,[],1630577,,,1610612759,33,27,2025-12-28T01:33:29Z,1250000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,in,[],203084,,,1610612759,33,27,2025-12-28T01:33:29Z,1260000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,in,[],1628374,,,1610612759,33,27,2025-12-28T01:33:29Z,1270000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M48.00S,2025-12-28T01:33:03.2Z,1,REGULAR,substitution,in,[],203994,,,1610612759,33,27,2025-12-28T01:33:29Z,1280000,False,,,0,,SUB in: J. Nurkić,[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M38.00S,2025-12-28T01:33:49.5Z,1,REGULAR,3pt,Jump Shot,[],1630577,28.991458607095925,76.9607843137255,1610612759,33,27,2025-12-28T01:33:58Z,1290000,False,-135.0,220.0,1,left,MISS J. Champagnie 25' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
132,PT01M33.00S,2025-12-28T01:33:53.4Z,1,REGULAR,rebound,offensive,[],1642868,,,1610612759,33,27,2025-12-28T01:33:53Z,1300000,False,,,0,,C. Bryant REBOUND (Off:1 Def:0),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Above the Break 3,24+ Left Center,,,131.0,1.0,0.0,1.0,,,,,,,,,,,,,,
133,PT01M32.00S,2025-12-28T01:33:55.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642868,5.732588699080158,51.470588235294116,1610612759,33,27,2025-12-28T01:39:06Z,1310000,False,-7.0,1.0,1,left,MISS C. Bryant putback Layup - blocked,"[1642868, 1641707]",1610612759.0,SAS,putback,,,Bryant,C. Bryant,,,,,Restricted Area,0-8 Center,0.75,Missed,,,,,,,,,,,,,,,,,Hendricks,1641707.0
134,PT01M32.00S,2025-12-28T01:33:55.3Z,1,REGULAR,block,,[],1641707,,,1610612759,33,27,2025-12-28T01:34:42Z,1320000,False,,,0,,T. Hendricks BLOCK (1 BLK),[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
135,PT01M32.00S,2025-12-28T01:33:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612762,33,27,2025-12-28T01:34:01Z,1330000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Restricted Area,0-8 Center,,,133.0,,,,,,,,,,,,,,,,,
137,PT01M22.00S,2025-12-28T01:34:13.2Z,1,REGULAR,3pt,Jump Shot,[],1628374,73.66951379763469,13.970588235294118,1610612762,33,30,2025-12-28T01:34:18Z,1350000,False,-180.0,195.0,1,right,L. Markkanen 26' 3PT  (6 PTS) (I. Collier 1 AST),"[1628374, 1642268]",1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,26.54,Made,,,,,6.0,I. Collier,1642268.0,1.0,,,,,,,,,,
139,PT01M05.00S,2025-12-28T01:34:30.5Z,1,REGULAR,3pt,Jump Shot,[],1642868,8.492115637319317,4.411764705882353,1610612759,36,30,2025-12-28T01:34:35Z,1370000,False,228.0,27.0,1,left,C. Bryant 3PT  (3 PTS) (D. Harper 3 AST),"[1642868, 1642844]",1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Right Corner 3,24+ Right,22.95,Made,,,,,3.0,D. Harper,1642844.0,3.0,,,,,,,,,,
141,PT00M47.10S,2025-12-28T01:34:49.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,80.3712220762155,51.470588235294116,1610612762,36,32,2025-12-28T01:39:43Z,1390000,False,7.0,132.0,1,right,J. Nurkić 13' driving floating Jump Shot (9 PTS),[203994],1610612762.0,UTA,driving floating,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,13.22,Made,,,,,9.0,,,,,,,,,,,,,
142,PT00M32.40S,2025-12-28T01:35:07.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,5.863994743758213,50.245098039215684,1610612759,38,32,2025-12-28T01:35:11Z,1400000,False,-1.0,3.0,1,left,D. Harper driving finger roll Layup (2 PTS),[1642844],1610612759.0,SAS,driving finger roll,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,2.0,,,,,,,,,,,,,
143,PT00M16.10S,2025-12-28T01:35:32.7Z,1,REGULAR,turnover,backcourt,[],1642268,,,1610612762,38,32,2025-12-28T01:35:37Z,1410000,False,,,0,,I. Collier backcourt TURNOVER (3 TO),[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Center,,,,,,,,,,,3.0,204059.0,,,,,,,,
144,PT00M00.10S,2025-12-28T01:35:57.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630577,8.492115637319317,27.205882352941174,1610612759,40,32,2025-12-28T01:36:15Z,1420000,False,114.0,27.0,1,left,J. Champagnie 11' driving floating Jump Shot (2 PTS) (D. Harper 4 AST),"[1630577, 1642844]",1610612759.0,SAS,driving floating,,,Champagnie,J. Champagnie,,,,,Mid-Range,8-16 Right,11.72,Made,,,,,2.0,D. Harper,1642844.0,4.0,,,,,,,,,,
146,PT00M00.00S,2025-12-28T01:36:06.9Z,1,REGULAR,period,end,[],0,,,1610612762,40,32,2025-12-28T01:36:06Z,1440000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT12M00.00S,2025-12-28T01:38:21.0Z,2,REGULAR,substitution,out,['startperiod'],1628436,,,1610612762,40,32,2025-12-28T01:38:39Z,1450000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT12M00.00S,2025-12-28T01:38:21.0Z,2,REGULAR,substitution,out,['startperiod'],1641707,,,1610612762,40,32,2025-12-28T01:38:39Z,1460000,False,,,0,,SUB out: T. Hendricks,[1641707],1610612762.0,UTA,,,,Hendricks,T. Hendricks,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2025-12-28T01:38:21.0Z,2,REGULAR,substitution,in,['startperiod'],1641705,,,1610612762,40,32,2025-12-28T01:38:39Z,1470000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2025-12-28T01:38:21.0Z,2,REGULAR,substitution,in,['startperiod'],1642262,,,1610612762,40,32,2025-12-28T01:38:39Z,1480000,False,,,0,,SUB in: C. Williams,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2025-12-28T01:38:43.4Z,2,REGULAR,period,start,[],0,,,1610612762,40,32,2025-12-28T01:38:43Z,1490000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT11M35.00S,2025-12-28T01:39:07.7Z,2,REGULAR,2pt,Jump Shot,[],1628374,88.12417871222075,71.56862745098039,1610612762,40,32,2025-12-28T01:39:12Z,1500000,False,108.0,59.0,1,right,MISS L. Markkanen 12' turnaround fadeaway Shot,[1628374],1610612762.0,UTA,turnaround fadeaway,,,Markkanen,L. Markkanen,,,,,Mid-Range,8-16 Right,12.29,Missed,,,,,,,,,,,,,,,,,,
153,PT11M32.00S,2025-12-28T01:39:10.7Z,2,REGULAR,rebound,defensive,[],1642868,,,1610612759,40,32,2025-12-28T01:39:12Z,1510000,False,,,0,,C. Bryant REBOUND (Off:1 Def:1),[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,Mid-Range,8-16 Right,,,152.0,2.0,1.0,1.0,,,,,,,,,,,,,,
154,PT11M27.00S,2025-12-28T01:39:16.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1642844,6.521024967148489,53.92156862745098,1610612759,40,32,2025-12-28T01:39:51Z,1520000,False,-20.0,9.0,1,left,MISS D. Harper running Layup,[1642844],1610612759.0,SAS,running,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,2.15,Missed,,,,,,,,,,,,,,,,,,
155,PT11M25.00S,2025-12-28T01:39:18.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,40,32,2025-12-28T01:39:22Z,1530000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Restricted Area,0-8 Center,,,154.0,1.0,1.0,0.0,,,,,,,,,,,,,,
156,PT11M15.00S,2025-12-28T01:39:28.2Z,2,REGULAR,3pt,Jump Shot,[],1642268,79.05716162943496,8.333333333333332,1610612762,40,32,2025-12-28T01:39:33Z,1540000,False,-208.0,144.0,1,right,MISS I. Collier 25' 3PT,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,Above the Break 3,24+ Left Center,25.35,Missed,,,,,,,,,,,,,,,,,,
157,PT11M10.00S,2025-12-28T01:39:33.2Z,2,REGULAR,rebound,defensive,[],1642844,,,1610612759,40,32,2025-12-28T01:39:33Z,1550000,False,,,0,,D. Harper REBOUND (Off:0 Def:1),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT11M04.00S,2025-12-28T01:39:39.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,6.521024967148489,50.98039215686274,1610612759,42,32,2025-12-28T01:39:43Z,1560000,False,-5.0,9.0,1,left,V. Wembanyama alley-oop DUNK (8 PTS) (D. Harper 5 AST),"[1641705, 1642844]",1610612759.0,SAS,alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,8.0,D. Harper,1642844.0,5.0,,,,,,,,,,
160,PT10M48.00S,2025-12-28T01:40:02.3Z,2,REGULAR,foul,personal,[],203084,,,1610612762,42,32,2025-12-28T01:40:11Z,1580000,False,,,0,,H. Barnes personal FOUL (1 PF),"[203084, 1628374]",1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1627534.0,1.0,0.0,Markkanen,1628374.0,,,,
162,PT10M44.00S,2025-12-28T01:40:34.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,88.25558475689881,49.01960784313725,1610612762,42,32,2025-12-28T01:40:56Z,1600000,False,-5.0,58.0,1,right,MISS L. Markkanen driving floating Shot - blocked,"[1628374, 1641705]",1610612762.0,UTA,driving floating,,,Markkanen,L. Markkanen,,,,,In The Paint (Non-RA),0-8 Center,5.81,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
163,PT10M44.00S,2025-12-28T01:40:34.6Z,2,REGULAR,block,,[],1641705,,,1610612762,42,32,2025-12-28T01:40:38Z,1610000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
164,PT10M44.00S,2025-12-28T01:40:34.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612762,42,32,2025-12-28T01:40:56Z,1620000,False,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,162.0,,,,,,,,,,,,,,,,,
166,PT10M36.00S,2025-12-28T01:41:02.2Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628374,70.12155059132719,27.696078431372552,1610612762,42,32,2025-12-28T01:41:05Z,1640000,False,-112.0,228.0,1,right,MISS L. Markkanen 25' 3PT,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
167,PT10M33.00S,2025-12-28T01:41:05.2Z,2,REGULAR,rebound,defensive,[],1642844,,,1610612759,42,32,2025-12-28T01:41:05Z,1650000,False,,,0,,D. Harper REBOUND (Off:0 Def:2),[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Left Center,,,166.0,2.0,2.0,0.0,,,,,,,,,,,,,,
168,PT10M23.00S,2025-12-28T01:41:15.0Z,2,REGULAR,3pt,Jump Shot,[],1630577,31.61957950065703,41.17647058823529,1610612759,42,32,2025-12-28T01:41:19Z,1660000,False,44.0,245.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,24.86,Missed,,,,,,,,,,,,,,,,,,
169,PT10M20.00S,2025-12-28T01:41:18.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612762,42,32,2025-12-28T01:41:19Z,1670000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:2),[203994],1610612762.0,UTA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Center,,,168.0,2.0,2.0,0.0,,,,,,,,,,,,,,
170,PT10M19.00S,2025-12-28T01:41:20.6Z,2,REGULAR,foul,personal,[],1630577,,,1610612762,42,32,2025-12-28T01:41:25Z,1680000,False,,,0,,J. Champagnie personal FOUL (1 PF),"[1630577, 1642268]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,202901.0,1.0,0.0,Collier,1642268.0,,,,
172,PT10M19.00S,2025-12-28T01:41:28.4Z,2,REGULAR,substitution,out,[],1642844,,,1610612762,42,32,2025-12-28T01:41:43Z,1700000,False,,,0,,SUB out: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT10M19.00S,2025-12-28T01:41:28.4Z,2,REGULAR,substitution,out,[],1642268,,,1610612762,42,32,2025-12-28T01:41:43Z,1710000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT10M19.00S,2025-12-28T01:41:28.4Z,2,REGULAR,substitution,in,[],1642264,,,1610612762,42,32,2025-12-28T01:41:43Z,1720000,False,,,0,,SUB in: S. Castle,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT10M19.00S,2025-12-28T01:41:28.4Z,2,REGULAR,substitution,in,[],1642383,,,1610612762,42,32,2025-12-28T01:41:43Z,1730000,False,,,0,,SUB in: W. Clayton Jr.,[1642383],1610612762.0,UTA,,,,Clayton Jr.,W. Clayton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT10M12.00S,2025-12-28T01:42:02.1Z,2,REGULAR,2pt,Jump Shot,[],1642383,86.02168199737189,19.852941176470587,1610612762,42,34,2025-12-28T01:45:32Z,1740000,False,-151.0,79.0,1,right,W. Clayton Jr. 17' pullup Jump Shot (2 PTS) (J. Nurkić 2 AST),"[1642383, 203994]",1610612762.0,UTA,pullup,,,Clayton Jr.,W. Clayton Jr.,,,,,Mid-Range,16-24 Left,17.01,Made,,,,,2.0,J. Nurkić,203994.0,2.0,,,,,,,,,,
178,PT10M00.00S,2025-12-28T01:42:14.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641705,5.206964520367937,50.0,1610612759,44,34,2025-12-28T01:42:18Z,1760000,False,0.0,-4.0,1,left,V. Wembanyama cutting DUNK (10 PTS) (S. Castle 5 AST),"[1641705, 1642264]",1610612759.0,SAS,cutting,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.36,Made,,,,,10.0,S. Castle,1642264.0,5.0,,,,,,,,,,
180,PT09M46.00S,2025-12-28T01:42:28.5Z,2,REGULAR,3pt,Jump Shot,[],1642262,92.9862023653088,3.1862745098039214,1610612762,44,34,2025-12-28T01:42:32Z,1780000,False,-234.0,13.0,1,right,MISS C. Williams 3PT,[1642262],1610612762.0,UTA,,,,Williams,C. Williams,,,,,Left Corner 3,24+ Left,23.45,Missed,,,,,,,,,,,,,,,,,,
