actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
91,PT05M01.00S,2026-01-01T00:28:46.2Z,1,REGULAR,substitution,out,[],1628969,,,1610612759,18,19,2026-01-01T00:29:14Z,910000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M01.00S,2026-01-01T00:28:46.2Z,1,REGULAR,substitution,in,[],1642868,,,1610612759,18,19,2026-01-01T00:29:14Z,920000,False,,,0,,SUB in: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M01.00S,2026-01-01T00:28:46.2Z,1,REGULAR,substitution,in,[],1641755,,,1610612759,18,19,2026-01-01T00:29:14Z,930000,False,,,0,,SUB in: K. McCullar Jr.,[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2026-01-01T00:29:19.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,93.38042049934296,54.90196078431373,1610612759,18,19,2026-01-01T00:47:29Z,940000,False,25.0,10.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,2.64,Missed,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2026-01-01T00:29:23.9Z,1,REGULAR,rebound,offensive,[],1628436,,,1610612759,18,19,2026-01-01T00:29:23Z,950000,False,,,0,,L. Kornet REBOUND (Off:1 Def:2),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,94.0,,,,3.0,2.0,1.0,,
96,PT04M42.00S,2026-01-01T00:29:23.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628436,94.40999984741211,50.0,1610612759,18,19,2026-01-01T00:29:23Z,960000,False,0.0,0.0,1,right,MISS L. Kornet tip Layup,[1628436],1610612759.0,SAS,tip,,,Kornet,L. Kornet,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
97,PT04M40.00S,2026-01-01T00:29:25.0Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,18,19,2026-01-01T00:29:25Z,970000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,96.0,,,,1.0,1.0,0.0,,
98,PT04M37.00S,2026-01-01T00:29:28.8Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1628973,6.389618922470433,47.549019607843135,1610612752,18,21,2026-01-01T01:54:08Z,980000,False,12.0,8.0,1,left,J. Brunson driving floating bank Jump Shot (7 PTS),[1628973],1610612752.0,NYK,driving floating bank,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.45,Made,7.0,,,,,,,,,,,,,,,,,
99,PT04M25.00S,2026-01-01T00:29:41.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642844,80.89684625492772,35.294117647058826,1610612759,18,21,2026-01-01T00:29:46Z,990000,False,-74.0,127.0,1,right,MISS D. Harper 14' step back Shot,[1642844],1610612759.0,SAS,step back,,,Harper,D. Harper,,,,,In The Paint (Non-RA),8-16 Center,14.68,Missed,,,,,,,,,,,,,,,,,,
100,PT04M21.00S,2026-01-01T00:29:45.7Z,1,REGULAR,rebound,defensive,[],1641755,,,1610612752,18,21,2026-01-01T00:29:46Z,1000000,False,,,0,,K. McCullar Jr. REBOUND (Off:0 Def:1),[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,99.0,,,,1.0,1.0,0.0,,
101,PT04M11.00S,2026-01-01T00:29:54.5Z,1,REGULAR,3pt,Jump Shot,[],1626157,31.750985545335087,65.19607843137256,1610612752,18,24,2026-01-01T00:29:59Z,1010000,False,-76.0,246.0,1,left,K. Towns 25' 3PT  (6 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.75,Made,6.0,,,,,,,,,,,,,,,,,
102,PT03M57.00S,2026-01-01T00:30:08.3Z,1,REGULAR,3pt,Jump Shot,[],1630577,68.15045992115637,67.15686274509804,1610612759,21,24,2026-01-01T00:30:13Z,1020000,False,86.0,247.0,1,right,J. Champagnie 26' 3PT  (6 PTS) (L. Kornet 2 AST),"[1630577, 1628436]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,26.14,Made,6.0,,,,,,,,,,L. Kornet,1628436.0,2.0,,,,,
104,PT03M57.00S,2026-01-01T00:30:18.1Z,1,REGULAR,foul,personal,['1freethrow'],1628973,,,1610612759,21,24,2026-01-01T00:32:53Z,1040000,False,,,0,,J. Brunson personal FOUL (1 PF) (Kornet 1 FT),"[1628973, 1628436]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right Center,,,,,,,1628953.0,1.0,0.0,Kornet,1628436.0,,,,,,,,,
108,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,21,24,2026-01-01T00:32:53Z,1070000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,out,[],1628384,,,1610612759,21,24,2026-01-01T00:32:53Z,1080000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,out,[],1626157,,,1610612759,21,24,2026-01-01T00:32:53Z,1090000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,in,[],1628368,,,1610612759,21,24,2026-01-01T00:32:53Z,1100000,False,,,0,,SUB in: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,in,[],1627824,,,1610612759,21,24,2026-01-01T00:32:53Z,1110000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612752.0,NYK,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M57.00S,2026-01-01T00:30:37.8Z,1,REGULAR,substitution,in,[],1630574,,,1610612759,21,24,2026-01-01T00:32:53Z,1120000,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M57.00S,2026-01-01T00:31:15.5Z,1,REGULAR,freethrow,1 of 1,[],1628436,,,1610612759,22,24,2026-01-01T00:33:09Z,1130000,False,,,0,,L. Kornet Free Throw 1 of 1 (3 PTS),[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
115,PT03M43.00S,2026-01-01T00:31:19.7Z,1,REGULAR,2pt,Jump Shot,[],1628973,16.113666228646515,21.568627450980394,1610612752,22,26,2026-01-01T00:31:23Z,1140000,False,142.0,99.0,1,left,J. Brunson 17' pullup Jump Shot (9 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,17.33,Made,9.0,,,,,,,,,,,,,,,,,
117,PT03M30.00S,2026-01-01T00:31:51.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,89.96386333771353,50.73529411764706,1610612759,22,26,2026-01-01T00:31:56Z,1160000,False,4.0,42.0,1,right,MISS K. Johnson driving floating Shot,[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.2,Missed,,,,,,,,,,,,,,,,,,
118,PT03M25.00S,2026-01-01T00:31:56.3Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,22,26,2026-01-01T00:31:56Z,1170000,False,,,0,,K. Johnson REBOUND (Off:1 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,117.0,,,,1.0,0.0,1.0,,
119,PT03M25.00S,2026-01-01T00:31:56.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,24,26,2026-01-01T00:31:56Z,1180000,False,0.0,0.0,1,right,K. Johnson tip Layup (2 PTS),[1629640],1610612759.0,SAS,tip,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,2.0,,,,,,,,,,,,,,,,,
120,PT03M14.00S,2026-01-01T00:32:12.5Z,1,REGULAR,foul,personal,[],1642844,,,1610612752,24,26,2026-01-01T00:32:55Z,1190000,False,,,0,,D. Harper personal FOUL (1 PF),"[1642844, 1630540]",1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,1.0,0.0,McBride,1630540.0,,,,,,,,,
122,PT03M06.00S,2026-01-01T00:32:49.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,30.305519053876477,24.509803921568626,1610612752,24,26,2026-01-01T00:33:10Z,1210000,False,127.0,232.0,1,left,MISS J. Brunson 26' step back 3PT,[1628973],1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,26.51,Missed,,,,,,,,,,,,,,,,,,
123,PT03M00.00S,2026-01-01T00:32:55.9Z,1,REGULAR,rebound,offensive,[],1630574,,,1610612752,24,26,2026-01-01T00:43:22Z,1220000,False,,,0,,A. Hukporti REBOUND (Off:1 Def:0),[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,122.0,,,,1.0,0.0,1.0,,
124,PT02M57.00S,2026-01-01T00:32:58.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630574,6.1268068331143235,52.69607843137255,1610612752,24,28,2026-01-01T00:33:17Z,1230000,False,-13.0,5.0,1,left,A. Hukporti Layup (2 PTS) (K. McCullar Jr. 1 AST),"[1630574, 1641755]",1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,Restricted Area,0-8 Center,1.44,Made,2.0,,,,,,,,,,K. McCullar Jr.,1641755.0,1.0,,,,,
126,PT02M45.00S,2026-01-01T00:33:11.3Z,1,REGULAR,3pt,Jump Shot,[],1642844,72.61826544021025,83.57843137254902,1610612759,24,28,2026-01-01T00:33:21Z,1250000,False,168.0,205.0,1,right,MISS D. Harper 26' 3PT,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,26.49,Missed,,,,,,,,,,,,,,,,,,
127,PT02M43.00S,2026-01-01T00:33:13.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,24,28,2026-01-01T02:55:12Z,1260000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,126.0,,,,,,,,
128,PT02M43.00S,2026-01-01T00:33:23.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612759,24,28,2026-01-01T02:55:17Z,1270000,False,,,0,,J. Brunson loose ball personal FOUL (2 PF) (Johnson 2 FT),"[1628973, 1629640]",1610612752.0,NYK,loose ball,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,2.0,0.0,Johnson,1629640.0,,,,,,,,,
130,PT02M43.00S,2026-01-01T00:33:41.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1629640,,,1610612759,25,28,2026-01-01T00:33:41Z,1290000,False,,,0,,K. Johnson Free Throw 1 of 2 (3 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
131,PT02M43.00S,2026-01-01T00:33:59.4Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1629640,,,1610612759,26,28,2026-01-01T00:33:59Z,1300000,False,,,0,,K. Johnson Free Throw 2 of 2 (4 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
132,PT02M32.00S,2026-01-01T00:34:11.4Z,1,REGULAR,2pt,Jump Shot,[],1630540,22.552562417871222,32.59803921568628,1610612752,26,30,2026-01-01T00:34:15Z,1310000,False,87.0,159.0,1,left,M. McBride 18' pullup Jump Shot (2 PTS),[1630540],1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Mid-Range,16-24 Right Center,18.17,Made,2.0,,,,,,,,,,,,,,,,,
133,PT02M19.00S,2026-01-01T00:34:27.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,87.72996057818659,48.77450980392157,1610612759,28,30,2026-01-01T00:37:59Z,1320000,False,-6.0,63.0,1,right,K. Johnson 6' driving floating Jump Shot (6 PTS),[1629640],1610612759.0,SAS,driving floating,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.31,Made,6.0,,,,,,,,,,,,,,,,,
135,PT02M19.00S,2026-01-01T00:34:30.7Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627824,,,1610612759,28,30,2026-01-01T00:34:41Z,1340000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Johnson 1 FT),"[1627824, 1629640]",1610612752.0,NYK,shooting,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628953.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,
137,PT02M19.00S,2026-01-01T00:34:59.3Z,1,REGULAR,freethrow,1 of 1,[],1629640,,,1610612759,29,30,2026-01-01T00:34:59Z,1360000,False,,,0,,K. Johnson Free Throw 1 of 1 (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
138,PT02M03.00S,2026-01-01T00:35:18.0Z,1,REGULAR,foul,personal,['3freethrow'],1642844,,,1610612752,29,30,2026-01-01T00:36:52Z,1370000,False,,,0,,D. Harper flagrant-type-1 personal FOUL (2 PF) (Brunson 3 FT),"[1642844, 1628973]",1610612759.0,SAS,flagrant-type-1,,,Harper,D. Harper,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,2.0,0.0,Brunson,1628973.0,,,,,,,,,
141,PT02M03.00S,2026-01-01T00:37:14.0Z,1,REGULAR,freethrow,1 of 3,[],1628973,,,1610612752,29,31,2026-01-01T00:39:17Z,1400000,False,,,0,,J. Brunson flagrant Free Throw 1 of 3 (10 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
142,PT02M03.00S,2026-01-01T00:37:14.0Z,1,REGULAR,freethrow,2 of 3,[],1628973,,,1610612752,29,31,2026-01-01T00:39:17Z,1410000,False,,,0,,MISS J. Brunson flagrant Free Throw 2 of 3,[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT02M03.00S,2026-01-01T00:37:14.0Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612752,29,31,2026-01-01T00:38:17Z,1420000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,
144,PT02M03.00S,2026-01-01T00:37:14.0Z,1,REGULAR,freethrow,3 of 3,[],1628973,,,1610612752,29,32,2026-01-01T00:39:17Z,1430000,False,,,0,,J. Brunson flagrant Free Throw 3 of 3 (11 PTS),[1628973],1610612752.0,NYK,flagrant,,,Brunson,J. Brunson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
145,PT01M53.00S,2026-01-01T00:38:14.5Z,1,REGULAR,3pt,Jump Shot,[],1630540,26.10052562417871,13.480392156862745,1610612752,29,35,2026-01-01T01:00:56Z,1440000,False,183.0,193.0,1,left,M. McBride 26' 3PT pullup (5 PTS) (A. Hukporti 1 AST),"[1630540, 1630574]",1610612752.0,NYK,pullup,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,26.55,Made,5.0,,,,,,,,,,A. Hukporti,1630574.0,1.0,,,,,
146,PT01M39.00S,2026-01-01T00:38:42.0Z,1,REGULAR,substitution,out,[],1628436,,,1610612759,29,35,2026-01-01T00:38:47Z,1450000,False,,,0,,SUB out: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M39.00S,2026-01-01T00:38:42.0Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,29,35,2026-01-01T00:38:47Z,1460000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M39.00S,2026-01-01T00:39:04.7Z,1,REGULAR,substitution,out,[],1628973,,,1610612759,29,35,2026-01-01T00:39:13Z,1470000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M39.00S,2026-01-01T00:39:04.7Z,1,REGULAR,substitution,in,[],1642278,,,1610612759,29,35,2026-01-01T00:39:13Z,1480000,False,,,0,,SUB in: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT01M39.00S,2026-01-01T00:39:04.7Z,1,REGULAR,substitution,out,[],1630574,,,1610612759,29,35,2026-01-01T00:39:23Z,1490000,False,,,0,,SUB out: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT01M39.00S,2026-01-01T00:39:04.7Z,1,REGULAR,substitution,in,[],1626157,,,1610612759,29,35,2026-01-01T00:39:23Z,1500000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M33.00S,2026-01-01T00:39:38.3Z,1,REGULAR,jumpball,recovered,[],1628368,,,1610612759,29,35,2026-01-01T00:39:38Z,1520000,False,,,0,,Jump Ball K. Johnson vs. K. McCullar Jr.: Tip to D. Fox,"[1628368, 1629640, 1641755]",1610612759.0,SAS,heldball,D. Fox,1628368.0,Fox,D. Fox,Johnson,1629640.0,McCullar Jr.,1641755.0,,,,,,,,,,,,,,,,,,,,,,
156,PT01M29.00S,2026-01-01T00:39:42.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,92.19776609724047,58.82352941176471,1610612759,29,35,2026-01-01T01:01:14Z,1550000,False,44.0,21.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,,,,
157,PT01M24.00S,2026-01-01T00:39:46.7Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,29,35,2026-01-01T00:39:46Z,1560000,False,,,0,,K. Johnson REBOUND (Off:2 Def:0),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,156.0,,,,2.0,0.0,2.0,,
158,PT01M24.00S,2026-01-01T00:39:46.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,94.40999984741211,50.0,1610612759,31,35,2026-01-01T00:39:46Z,1570000,False,0.0,0.0,1,right,K. Johnson putback Layup (9 PTS),[1629640],1610612759.0,SAS,putback,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,,,,,,,,,,,,,,,,,
160,PT01M12.00S,2026-01-01T00:39:58.7Z,1,REGULAR,3pt,Jump Shot,[],1641755,24.78646517739816,12.254901960784313,1610612752,31,38,2026-01-01T00:40:03Z,1580000,False,189.0,180.0,1,left,K. McCullar Jr. 26' 3PT  (3 PTS) (G. Yabusele 1 AST),"[1641755, 1627824]",1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,Above the Break 3,24+ Right Center,26.11,Made,3.0,,,,,,,,,,G. Yabusele,1627824.0,1.0,,,,,
162,PT01M00.00S,2026-01-01T00:40:10.5Z,1,REGULAR,3pt,Jump Shot,[],1629640,71.04139290407359,21.323529411764707,1610612759,31,38,2026-01-01T00:40:15Z,1600000,False,-143.0,220.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
163,PT00M57.20S,2026-01-01T00:40:13.3Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,31,38,2026-01-01T00:40:15Z,1610000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,162.0,,,,2.0,2.0,0.0,,
164,PT00M51.30S,2026-01-01T00:40:23.1Z,1,REGULAR,foul,personal,['2freethrow'],1642868,,,1610612752,31,38,2026-01-01T00:40:33Z,1620000,False,,,0,,C. Bryant shooting personal FOUL (1 PF) (Towns 2 FT),"[1642868, 1626157]",1610612759.0,SAS,shooting,,,Bryant,C. Bryant,,,,,Mid-Range,8-16 Left,,,,,,,204058.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
166,PT00M51.30S,2026-01-01T00:40:56.6Z,1,REGULAR,freethrow,1 of 2,[],1626157,,,1610612752,31,39,2026-01-01T00:40:56Z,1640000,False,,,0,,K. Towns Free Throw 1 of 2 (7 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
167,PT00M51.30S,2026-01-01T00:41:01.0Z,1,REGULAR,substitution,out,[],1642868,,,1610612752,31,39,2026-01-01T00:41:05Z,1650000,False,,,0,,SUB out: C. Bryant,[1642868],1610612759.0,SAS,,,,Bryant,C. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M51.30S,2026-01-01T00:41:01.0Z,1,REGULAR,substitution,in,[],1630577,,,1610612752,31,39,2026-01-01T00:41:05Z,1660000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M51.30S,2026-01-01T00:41:26.1Z,1,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,31,40,2026-01-01T00:41:26Z,1670000,False,,,0,,K. Towns Free Throw 2 of 2 (8 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
170,PT00M39.80S,2026-01-01T00:41:39.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,79.97700394218134,57.84313725490197,1610612759,31,40,2026-01-01T00:41:44Z,1680000,False,39.0,136.0,1,right,MISS V. Wembanyama 14' pullup Shot,[1641705],1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,14.12,Missed,,,,,,,,,,,,,,,,,,
171,PT00M35.90S,2026-01-01T00:41:43.6Z,1,REGULAR,rebound,defensive,[],1641755,,,1610612752,31,40,2026-01-01T00:41:44Z,1690000,False,,,0,,K. McCullar Jr. REBOUND (Off:0 Def:2),[1641755],1610612752.0,NYK,,,,McCullar Jr.,K. McCullar Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,170.0,,,,2.0,2.0,0.0,,
172,PT00M32.20S,2026-01-01T00:41:47.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642278,5.075558475689881,96.32352941176471,1610612752,31,43,2026-01-01T00:41:55Z,1700000,False,-232.0,-5.0,1,left,T. Kolek 3PT running (3 PTS) (K. Towns 1 AST),"[1642278, 1626157]",1610612752.0,NYK,running,,,Kolek,T. Kolek,,,,,Left Corner 3,24+ Left,23.16,Made,3.0,,,,,,,,,,K. Towns,1626157.0,1.0,,,,,
174,PT00M11.20S,2026-01-01T00:42:11.2Z,1,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642278,,,1610612759,31,43,2026-01-01T00:43:23Z,1720000,False,,,0,,T. Kolek flagrant-type-1 personal FOUL (1 PF) (Champagnie 3 FT),"[1642278, 1630577]",1610612752.0,NYK,flagrant-type-1,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Left Center,,,,,,,2882.0,1.0,0.0,Champagnie,1630577.0,,,,,,,,,
177,PT00M11.20S,2026-01-01T00:43:57.1Z,1,REGULAR,freethrow,1 of 3,[],1630577,,,1610612759,32,43,2026-01-01T00:46:04Z,1750000,False,,,0,,J. Champagnie flagrant Free Throw 1 of 3 (7 PTS),[1630577],1610612759.0,SAS,flagrant,,,Champagnie,J. Champagnie,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
178,PT00M11.20S,2026-01-01T00:43:57.1Z,1,REGULAR,freethrow,2 of 3,[],1630577,,,1610612759,33,43,2026-01-01T00:46:04Z,1760000,False,,,0,,J. Champagnie flagrant Free Throw 2 of 3 (8 PTS),[1630577],1610612759.0,SAS,flagrant,,,Champagnie,J. Champagnie,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
179,PT00M11.20S,2026-01-01T00:44:14.9Z,1,REGULAR,substitution,out,[],1642278,,,1610612759,33,43,2026-01-01T00:44:21Z,1770000,False,,,0,,SUB out: T. Kolek,[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT00M11.20S,2026-01-01T00:44:14.9Z,1,REGULAR,substitution,out,[],1626157,,,1610612759,33,43,2026-01-01T00:47:14Z,1785000,False,,,0,,SUB out: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT00M11.20S,2026-01-01T00:44:14.9Z,1,REGULAR,substitution,in,[],1630574,,,1610612759,33,43,2026-01-01T00:47:14Z,1787500,False,,,0,,SUB in: A. Hukporti,[1630574],1610612752.0,NYK,,,,Hukporti,A. Hukporti,,,,,,,,,,,,,,,,,,,,,,,,,,
