actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
199,PT12M00.00S,2026-01-01T00:47:39.3Z,2,REGULAR,substitution,in,['startperiod'],1626157,,,1610612759,36,45,2026-01-01T00:48:00Z,1940000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT12M00.00S,2026-01-01T00:47:39.3Z,2,REGULAR,substitution,in,['startperiod'],203903,,,1610612759,36,45,2026-01-01T00:48:00Z,1950000,False,,,0,,SUB in: J. Clarkson,[203903],1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT12M00.00S,2026-01-01T00:48:00.2Z,2,REGULAR,period,start,[],0,,,1610612752,36,45,2026-01-01T00:48:01Z,1960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT11M51.00S,2026-01-01T00:48:08.8Z,2,REGULAR,3pt,Jump Shot,[],1626157,32.276609724047304,50.0,1610612752,36,45,2026-01-01T00:48:14Z,1980000,False,0.0,251.0,1,left,MISS K. Towns 25' 3PT,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,25.09,Missed,,,,,,,,,,,,,,,,,,
204,PT11M45.00S,2026-01-01T00:48:14.8Z,2,REGULAR,rebound,defensive,[],1628368,,,1610612759,36,45,2026-01-01T00:48:14Z,1990000,False,,,0,,D. Fox REBOUND (Off:0 Def:1),[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,203.0,,,,1.0,1.0,0.0,,
205,PT11M36.00S,2026-01-01T00:48:22.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,81.02825229960578,51.470588235294116,1610612759,36,45,2026-01-01T00:52:28Z,2000000,False,7.0,126.0,1,right,MISS D. Fox 12' pullup Shot,[1628368],1610612759.0,SAS,pullup,,,Fox,D. Fox,,,,,In The Paint (Non-RA),8-16 Center,12.6,Missed,,,,,,,,,,,,,,,,,,
206,PT11M33.00S,2026-01-01T00:48:25.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,36,45,2026-01-01T00:48:27Z,2010000,False,,,0,,K. Towns REBOUND (Off:0 Def:3),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,205.0,,,,3.0,3.0,0.0,,
207,PT11M25.00S,2026-01-01T00:48:37.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,11.514454664914586,44.11764705882353,1610612752,36,47,2026-01-01T01:02:41Z,2020000,False,29.0,56.0,1,left,K. Towns 6' cutting Layup (10 PTS) (T. Kolek 1 AST),"[1626157, 1642278]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.3,Made,10.0,,,,,,,,,,T. Kolek,1642278.0,1.0,,,,,
209,PT11M25.00S,2026-01-01T00:48:41.1Z,2,REGULAR,foul,personal,['1freethrow'],1641705,,,1610612752,36,47,2026-01-01T00:48:53Z,2040000,False,,,0,,V. Wembanyama shooting personal FOUL (2 PF) (Towns 1 FT),"[1641705, 1626157]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204058.0,2.0,0.0,Towns,1626157.0,,,,,,,,,
211,PT11M25.00S,2026-01-01T00:49:09.9Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,36,48,2026-01-01T00:49:09Z,2060000,False,,,0,,K. Towns Free Throw 1 of 1 (11 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
212,PT11M09.00S,2026-01-01T00:49:26.8Z,2,REGULAR,3pt,Jump Shot,[],203482,68.41327201051249,66.91176470588235,1610612759,36,48,2026-01-01T00:49:32Z,2070000,False,85.0,244.0,1,right,MISS K. Olynyk 25' 3PT,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,25.86,Missed,,,,,,,,,,,,,,,,,,
213,PT11M06.00S,2026-01-01T00:49:29.8Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,36,48,2026-01-01T00:49:32Z,2080000,False,,,0,,K. Towns REBOUND (Off:0 Def:4),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,212.0,,,,4.0,4.0,0.0,,
214,PT10M47.00S,2026-01-01T00:49:49.1Z,2,REGULAR,3pt,Jump Shot,[],1628969,28.728646517739815,79.41176470588235,1610612752,36,48,2026-01-01T00:49:54Z,2090000,False,-147.0,218.0,1,left,MISS M. Bridges 26' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
215,PT10M43.00S,2026-01-01T00:49:53.1Z,2,REGULAR,rebound,defensive,[],1642264,,,1610612759,36,48,2026-01-01T00:49:54Z,2100000,False,,,0,,S. Castle REBOUND (Off:0 Def:1),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,214.0,,,,1.0,1.0,0.0,,
216,PT10M37.00S,2026-01-01T00:50:00.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642264,90.22667542706965,40.68627450980392,1610612759,36,48,2026-01-01T00:50:05Z,2110000,False,-47.0,39.0,1,right,MISS S. Castle 6' driving Layup - blocked,"[1642264, 1628384]",1610612759.0,SAS,driving,,,Castle,S. Castle,,,,,In The Paint (Non-RA),0-8 Center,6.1,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
217,PT10M37.00S,2026-01-01T00:50:00.4Z,2,REGULAR,block,,[],1628384,,,1610612759,36,48,2026-01-01T00:50:03Z,2120000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
218,PT10M37.00S,2026-01-01T00:50:00.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,36,48,2026-01-01T00:50:05Z,2130000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,216.0,,,,,,,,
220,PT10M37.00S,2026-01-01T00:50:24.1Z,2,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612759,36,48,2026-01-01T00:50:56Z,2150000,False,,,0,,K. Towns away-from-play personal FOUL (2 PF) (Olynyk 1 FT),"[1626157, 203482]",1610612752.0,NYK,away-from-play,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,,,,1628953.0,2.0,0.0,Olynyk,203482.0,,,,,,,,,
222,PT10M37.00S,2026-01-01T00:50:57.6Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1641705,,,1610612759,37,48,2026-01-01T00:50:57Z,2170000,False,,,0,,V. Wembanyama away-from-play Free Throw 1 of 1 (7 PTS),[1641705],1610612759.0,SAS,away-from-play,,,Wembanyama,V. Wembanyama,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
223,PT10M35.00S,2026-01-01T00:51:09.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628368,94.03745072273325,3.1862745098039214,1610612759,40,48,2026-01-01T00:51:16Z,2180000,False,-234.0,4.0,1,right,D. Fox 3PT  (9 PTS) (S. Castle 3 AST),"[1628368, 1642264]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Left Corner 3,24+ Left,23.41,Made,9.0,,,,,,,,,,S. Castle,1642264.0,3.0,,,,,
225,PT10M14.00S,2026-01-01T00:51:30.1Z,2,REGULAR,3pt,Jump Shot,[],203903,6.652431011826544,97.30392156862744,1610612752,40,51,2026-01-01T00:51:37Z,2200000,False,-237.0,10.0,1,left,J. Clarkson 3PT  (3 PTS) (T. Kolek 2 AST),"[203903, 1642278]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,Left Corner 3,24+ Left,23.67,Made,3.0,,,,,,,,,,T. Kolek,1642278.0,2.0,,,,,
227,PT10M02.00S,2026-01-01T00:51:42.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,93.24901445466492,45.34313725490196,1610612759,40,51,2026-01-01T00:51:49Z,2220000,False,-23.0,11.0,1,right,MISS V. Wembanyama driving finger roll Layup,[1641705],1610612759.0,SAS,driving finger roll,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
228,PT09M55.00S,2026-01-01T00:51:48.4Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612752,40,51,2026-01-01T00:51:48Z,2230000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,227.0,,,,2.0,2.0,0.0,,
229,PT09M50.00S,2026-01-01T00:51:54.3Z,2,REGULAR,turnover,bad pass,[],1626157,,,1610612752,40,51,2026-01-01T00:51:59Z,2240000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1629640]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,,1.0,Johnson,1629640.0,,,,,,,,,,,,,,
230,PT09M50.00S,2026-01-01T00:51:54.3Z,2,REGULAR,steal,,[],1629640,,,1610612759,40,51,2026-01-01T00:51:57Z,2250000,False,,,0,,K. Johnson STEAL (1 STL),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
231,PT09M48.00S,2026-01-01T00:51:59.0Z,2,REGULAR,foul,personal,[],203903,,,1610612759,40,51,2026-01-01T00:52:19Z,2260000,False,,,0,,J. Clarkson personal FOUL (1 PF),"[203903, 1629640]",1610612752.0,NYK,,,,Clarkson,J. Clarkson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,204058.0,1.0,0.0,Johnson,1629640.0,,,,,,,,,
233,PT09M48.00S,2026-01-01T00:52:08.3Z,2,REGULAR,substitution,out,[],1629640,,,1610612759,40,51,2026-01-01T00:52:15Z,2280000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT09M48.00S,2026-01-01T00:52:08.3Z,2,REGULAR,substitution,in,[],1630577,,,1610612759,40,51,2026-01-01T00:52:15Z,2290000,False,,,0,,SUB in: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT09M43.00S,2026-01-01T00:52:34.7Z,2,REGULAR,foul,personal,['2freethrow'],203903,,,1610612759,40,51,2026-01-01T00:52:47Z,2300000,False,,,0,,J. Clarkson shooting personal FOUL (2 PF) (Castle 2 FT),"[203903, 1642264]",1610612752.0,NYK,shooting,,,Clarkson,J. Clarkson,,,,,Restricted Area,0-8 Center,,,,,,,1628953.0,2.0,0.0,Castle,1642264.0,,,,,,,,,
237,PT09M43.00S,2026-01-01T00:53:05.2Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1642264,,,1610612759,41,51,2026-01-01T00:53:32Z,2320000,False,,,0,,S. Castle Free Throw 1 of 2 (1 PTS),[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
238,PT09M43.00S,2026-01-01T00:53:05.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1642264,,,1610612759,41,51,2026-01-01T00:53:32Z,2330000,False,,,0,,MISS S. Castle Free Throw 2 of 2,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
239,PT09M41.00S,2026-01-01T00:53:07.2Z,2,REGULAR,rebound,offensive,[],1641705,,,1610612759,41,51,2026-01-01T00:53:32Z,2340000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:2),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,238.0,,,,3.0,2.0,1.0,,
240,PT09M39.00S,2026-01-01T00:53:34.2Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1641705,94.03745072273325,21.813725490196077,1610612759,43,51,2026-01-01T00:53:53Z,2350000,False,-141.0,4.0,1,right,V. Wembanyama 14' turnaround Jump Shot (9 PTS),[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Left,14.09,Made,9.0,,,,,,,,,,,,,,,,,
241,PT09M16.00S,2026-01-01T00:54:00.1Z,2,REGULAR,turnover,backcourt,[],1628384,,,1610612752,43,51,2026-01-01T00:54:14Z,2360000,False,,,0,,O. Anunoby backcourt TURNOVER (1 TO),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Right Center,,,,1.0,,,204058.0,,,,,,,,,,,,,
242,PT09M08.00S,2026-01-01T00:54:29.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630577,72.22404730617609,14.705882352941178,1610612759,46,51,2026-01-01T00:54:34Z,2370000,False,-176.0,209.0,1,right,J. Champagnie 27' 3PT pullup (12 PTS) (K. Olynyk 1 AST),"[1630577, 203482]",1610612759.0,SAS,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,27.33,Made,12.0,,,,,,,,,,K. Olynyk,203482.0,1.0,,,,,
245,PT08M40.00S,2026-01-01T00:55:01.9Z,2,REGULAR,foul,personal,['3freethrow'],1642264,,,1610612752,46,51,2026-01-01T00:55:25Z,2400000,False,,,0,,S. Castle shooting personal FOUL (1 PF) (Towns 3 FT),"[1642264, 1626157]",1610612759.0,SAS,shooting,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,2882.0,1.0,0.0,Towns,1626157.0,,,,,,,,,
247,PT08M40.00S,2026-01-01T00:55:45.2Z,2,REGULAR,freethrow,1 of 3,[],1626157,,,1610612752,46,52,2026-01-01T00:55:45Z,2420000,False,,,0,,K. Towns Free Throw 1 of 3 (12 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
248,PT08M40.00S,2026-01-01T00:56:07.8Z,2,REGULAR,freethrow,2 of 3,[],1626157,,,1610612752,46,53,2026-01-01T00:56:07Z,2430000,False,,,0,,K. Towns Free Throw 2 of 3 (13 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
249,PT08M40.00S,2026-01-01T00:56:30.4Z,2,REGULAR,freethrow,3 of 3,[],1626157,,,1610612752,46,54,2026-01-01T00:56:30Z,2440000,False,,,0,,K. Towns Free Throw 3 of 3 (14 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
250,PT08M31.00S,2026-01-01T00:56:41.8Z,2,REGULAR,turnover,out-of-bounds,[],1641705,,,1610612759,46,54,2026-01-01T00:56:48Z,2450000,False,,,0,,V. Wembanyama bad pass out-of-bounds TURNOVER (3 TO),[1641705],1610612759.0,SAS,bad pass,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Center,,,,3.0,,,2882.0,,,,,,,,,,,,,
251,PT08M24.00S,2026-01-01T00:57:03.8Z,2,REGULAR,foul,personal,[],1628368,,,1610612752,46,54,2026-01-01T00:57:11Z,2460000,False,,,0,,D. Fox personal FOUL (1 PF),"[1628368, 1642278]",1610612759.0,SAS,,,,Fox,D. Fox,,,,,Above the Break 3,24+ Left Center,,,,,,,2882.0,1.0,0.0,Kolek,1642278.0,,,,,,,,,
253,PT08M24.00S,2026-01-01T00:57:10.7Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612752,46,54,2026-01-01T00:57:24Z,2480000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,2882.0,,,,,,,,,,,,,
254,PT08M24.00S,2026-01-01T00:57:24.8Z,2,REGULAR,substitution,out,[],1628368,,,1610612752,46,54,2026-01-01T00:57:34Z,2490000,False,,,0,,SUB out: D. Fox,[1628368],1610612759.0,SAS,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT08M24.00S,2026-01-01T00:57:24.8Z,2,REGULAR,substitution,in,[],1642844,,,1610612752,46,54,2026-01-01T00:57:34Z,2500000,False,,,0,,SUB in: D. Harper,[1642844],1610612759.0,SAS,,,,Harper,D. Harper,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT08M18.00S,2026-01-01T00:57:46.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642278,27.677398160315374,75.24509803921569,1610612752,46,54,2026-01-01T00:57:52Z,2510000,False,-126.0,208.0,1,left,MISS T. Kolek 24' step back 3PT,[1642278],1610612752.0,NYK,step back,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Left Center,24.3,Missed,,,,,,,,,,,,,,,,,,
257,PT08M13.00S,2026-01-01T00:57:51.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612759,46,54,2026-01-01T00:57:52Z,2520000,False,,,0,,K. Olynyk REBOUND (Off:0 Def:1),[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,256.0,,,,1.0,1.0,0.0,,
258,PT08M08.00S,2026-01-01T00:57:56.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641705,94.03745072273325,51.71568627450981,1610612759,48,54,2026-01-01T01:03:19Z,2530000,False,9.0,4.0,1,right,V. Wembanyama Layup (11 PTS) (S. Castle 4 AST),"[1641705, 1642264]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.93,Made,11.0,,,,,,,,,,S. Castle,1642264.0,4.0,,,,,
260,PT07M52.00S,2026-01-01T00:58:12.3Z,2,REGULAR,turnover,lost ball,[],1626157,,,1610612752,48,54,2026-01-01T00:58:17Z,2550000,False,,,0,,K. Towns lost ball TURNOVER (2 TO),"[1626157, 203482]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right Center,,,,2.0,Olynyk,203482.0,,,,,,,,,,,,,,
261,PT07M52.00S,2026-01-01T00:58:12.3Z,2,REGULAR,steal,,[],203482,,,1610612759,48,54,2026-01-01T00:58:15Z,2560000,False,,,0,,K. Olynyk STEAL (1 STL),[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
262,PT07M47.00S,2026-01-01T00:58:16.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641705,93.9060446780552,49.754901960784316,1610612759,50,54,2026-01-01T00:58:23Z,2570000,False,-1.0,5.0,1,right,V. Wembanyama running alley-oop DUNK (13 PTS) (S. Castle 5 AST),"[1641705, 1642264]",1610612759.0,SAS,running alley-oop,,,Wembanyama,V. Wembanyama,,,,,Restricted Area,0-8 Center,0.49,Made,13.0,,,,,,,,,,S. Castle,1642264.0,5.0,,,,,
264,PT07M47.00S,2026-01-01T00:58:32.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,50,54,2026-01-01T00:58:53Z,2590000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT07M23.00S,2026-01-01T01:01:44.6Z,2,REGULAR,2pt,Jump Shot,[],203903,5.338370565045992,19.607843137254903,1610612752,50,54,2026-01-01T01:03:52Z,2600000,False,152.0,-2.0,1,left,MISS J. Clarkson 15' fadeaway Shot,[203903],1610612752.0,NYK,fadeaway,,,Clarkson,J. Clarkson,,,,,Mid-Range,8-16 Right,15.2,Missed,,,,,,,,,,,,,,,,,,
266,PT07M23.00S,2026-01-01T01:01:44.6Z,2,REGULAR,rebound,defensive,[],1641705,,,1610612759,50,54,2026-01-01T01:02:03Z,2610000,False,,,0,,V. Wembanyama REBOUND (Off:1 Def:3),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,265.0,,,,4.0,3.0,1.0,,
268,PT07M09.00S,2026-01-01T01:02:32.6Z,2,REGULAR,turnover,out-of-bounds,[],1642264,,,1610612759,50,54,2026-01-01T01:02:39Z,2630000,False,,,0,,S. Castle lost ball out-of-bounds TURNOVER (2 TO),[1642264],1610612759.0,SAS,lost ball,,,Castle,S. Castle,,,,,Mid-Range,8-16 Left,,,,2.0,,,1628953.0,,,,,,,,,,,,,
269,PT07M02.00S,2026-01-01T01:02:48.2Z,2,REGULAR,foul,personal,[],1642264,,,1610612752,50,54,2026-01-01T01:02:54Z,2640000,False,,,0,,S. Castle personal FOUL (2 PF),"[1642264, 1628969]",1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Right Center,,,,,,,204058.0,2.0,0.0,Bridges,1628969.0,,,,,,,,,
271,PT06M50.00S,2026-01-01T01:03:33.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628969,28.597240473061763,19.607843137254903,1610612752,50,57,2026-01-01T01:03:37Z,2660000,False,152.0,216.0,1,left,M. Bridges 26' 3PT  (8 PTS) (K. Towns 2 AST),"[1628969, 1626157]",1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,26.44,Made,8.0,,,,,,,,,,K. Towns,1626157.0,2.0,,,,,
273,PT06M36.00S,2026-01-01T01:03:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642844,93.77463863337714,51.225490196078425,1610612759,52,57,2026-01-01T01:03:57Z,2680000,False,6.0,6.0,1,right,D. Harper driving Layup (2 PTS),[1642844],1610612759.0,SAS,driving,,,Harper,D. Harper,,,,,Restricted Area,0-8 Center,0.86,Made,2.0,,,,,,,,,,,,,,,,,
275,PT06M36.00S,2026-01-01T01:03:58.5Z,2,REGULAR,foul,technical,"['team', '1freethrow']",0,,,1610612752,52,57,2026-01-01T01:04:12Z,2700000,False,,,0,,TEAM foul technical,[],1610612759.0,SAS,delay,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,,,,,
276,PT06M36.00S,2026-01-01T01:04:22.8Z,2,REGULAR,freethrow,1 of 1,[],1626157,,,1610612752,52,58,2026-01-01T01:04:22Z,2710000,False,,,0,,K. Towns technical Free Throw 1 of 1 (15 PTS),[1626157],1610612752.0,NYK,technical,,,Towns,K. Towns,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
277,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,out,[],1641705,,,1610612752,52,58,2026-01-01T01:04:43Z,2720000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,out,[],203482,,,1610612752,52,58,2026-01-01T01:04:43Z,2730000,False,,,0,,SUB out: K. Olynyk,[203482],1610612759.0,SAS,,,,Olynyk,K. Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,out,[],1628969,,,1610612752,52,58,2026-01-01T01:04:43Z,2740000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,in,[],1628436,,,1610612752,52,58,2026-01-01T01:04:43Z,2750000,False,,,0,,SUB in: L. Kornet,[1628436],1610612759.0,SAS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,in,[],203084,,,1610612752,52,58,2026-01-01T01:04:43Z,2760000,False,,,0,,SUB in: H. Barnes,[203084],1610612759.0,SAS,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT06M36.00S,2026-01-01T01:04:27.3Z,2,REGULAR,substitution,in,[],1630540,,,1610612752,52,58,2026-01-01T01:04:43Z,2770000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT06M21.00S,2026-01-01T01:05:02.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,5.732588699080158,50.245098039215684,1610612752,52,60,2026-01-01T01:05:06Z,2780000,False,-1.0,1.0,1,left,O. Anunoby DUNK (2 PTS) (K. Towns 3 AST),"[1628384, 1626157]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.18,Made,2.0,,,,,,,,,,K. Towns,1626157.0,3.0,,,,,
285,PT06M13.00S,2026-01-01T01:05:11.1Z,2,REGULAR,3pt,Jump Shot,[],1642264,68.54467805519053,65.19607843137256,1610612759,52,60,2026-01-01T01:05:17Z,2800000,False,76.0,243.0,1,right,MISS S. Castle 25' 3PT,[1642264],1610612759.0,SAS,,,,Castle,S. Castle,,,,,Above the Break 3,24+ Center,25.48,Missed,,,,,,,,,,,,,,,,,,
286,PT06M08.00S,2026-01-01T01:05:16.1Z,2,REGULAR,rebound,defensive,[],1642278,,,1610612752,52,60,2026-01-01T01:05:17Z,2810000,False,,,0,,T. Kolek REBOUND (Off:0 Def:1),[1642278],1610612752.0,NYK,,,,Kolek,T. Kolek,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,285.0,,,,1.0,1.0,0.0,,
287,PT06M06.00S,2026-01-01T01:05:17.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,5.863994743758213,49.754901960784316,1610612752,52,62,2026-01-01T01:05:34Z,2820000,False,1.0,3.0,1,left,O. Anunoby running DUNK (4 PTS) (T. Kolek 3 AST),"[1628384, 1642278]",1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.29,Made,4.0,,,,,,,,,,T. Kolek,1642278.0,3.0,,,,,
289,PT06M06.00S,2026-01-01T01:05:28.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,52,62,2026-01-01T01:05:28Z,2840000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
